7c196822db825974259a2e82d55e3684b93491241c49088ef8e0116da5e194cd,9a4d3191a003c3f64d9c6b2c8e04b8f2dc0c8d4f74408bb32f275f99c072a37e,ce94db46575ea40e168fa0b7984b66d5fe8993671839ec1819ac667856d953cd,f38049a0cc57d2fe12d8ffe995963f893c115bb4b047fd8bc87867564993fa9c,e737d5d82ff6985ecd7ff6c94d5d730ed0af45937650110d04eef42ce9f6a301,d58403e042ebb878b6f87387fbace8b9cf1ea21366634a6a6942b54a15ab56b0,60d5f8e9fcf8b46ec79b654ad40decd6f9c8231a2f34060bf49608f60bc7a246,06f8f93e3c67c666ef20eff743aebd90a0a99bbb43e77d0e9a68f9f3015b7dd4,386e9194c7986c781ba1ba2438e6fc3910bfd639e032f30e152dfde630205f3d
"0","1","320020508","1","0","1.05","-10","97","0"
"-15","1","320020509","1","0","1.05","-10","98","0"
"-85","1","320020510","1","0","0.43","-45","99","0"
"85","2","320020510","2","0","0.43","-45","100","0"
"43.5","1","320030106","1","502003102","0.7","11","101","0"
"13","2","320030106","2","502003103","0.65","67","102","0"
"-74","3","320030106","3","0","0.65","49","103","0"
"-49","1","320030107","1","502003108","0.7","13","104","0"
"-4","2","320030107","3","502003109","0.85","62","105","0"
"59","3","320030107","2","0","0.65","50","106","0"
"0","1","320030108","1","0","1.05","-10","107","0"
"-15","1","320030109","1","0","1.05","-10","108","0"
"-85","1","320030110","1","0","0.43","-45","109","0"
"85","2","320030110","2","0","0.43","-45","110","0"
"43.5","1","320030206","1","502003202","0.7","11","111","0"
"13","2","320030206","2","502003203","0.65","67","112","0"
"-74","3","320030206","3","0","0.65","49","113","0"
"-49","1","320030207","1","502003208","0.7","13","114","0"
"-4","2","320030207","3","502003209","0.85","62","115","0"
"59","3","320030207","2","0","0.65","50","116","0"
"0","1","320030208","1","0","1.05","-10","117","0"
"-15","1","320030209","1","0","1.05","-10","118","0"
"-85","1","320030210","1","0","0.43","-45","119","0"
"85","2","320030210","2","0","0.43","-45","120","0"
"43.5","1","320030306","1","502003302","0.7","11","121","0"
"13","2","320030306","2","502003303","0.65","67","122","0"
"-74","3","320030306","3","0","0.65","49","123","0"
"-49","1","320030307","1","502003308","0.7","13","124","0"
"-4","2","320030307","3","502003309","0.85","62","125","0"
"59","3","320030307","2","0","0.65","50","126","0"
"0","1","320030308","1","0","1.05","-10","127","0"
"-15","1","320030309","1","0","1.05","-10","128","0"
"-85","1","320030310","1","0","0.43","-45","129","0"
"85","2","320030310","2","0","0.43","-45","130","0"
"43.5","1","320030406","1","502003402","0.7","11","131","0"
"13","2","320030406","2","502003403","0.65","67","132","0"
"-74","3","320030406","3","0","0.65","49","133","0"
"-49","1","320030407","1","502003408","0.7","13","134","0"
"-4","2","320030407","3","502003409","0.85","62","135","0"
"59","3","320030407","2","0","0.65","50","136","0"
"0","1","320030408","1","0","1.05","-10","137","0"
"-15","1","320030409","1","0","1.05","-10","138","0"
"-85","1","320030410","1","0","0.43","-45","139","0"
"85","2","320030410","2","0","0.43","-45","140","0"
"43.5","1","320030506","1","502003502","0.7","11","141","0"
"13","2","320030506","2","502003503","0.65","67","142","0"
"-74","3","320030506","3","0","0.65","49","143","0"
"-49","1","320030507","1","502003508","0.7","13","144","0"
"-4","2","320030507","3","502003509","0.85","62","145","0"
"59","3","320030507","2","0","0.65","50","146","0"
"0","1","320030508","1","0","1.05","-10","147","0"
"-15","1","320030509","1","0","1.05","-10","148","0"
"-85","1","320030510","1","0","0.43","-45","149","0"
"85","2","320030510","2","0","0.43","-45","150","0"
"-74","1","320040106","1","502004103","0.7","49","151","0"
"13","2","320040106","3","502004104","0.85","67","152","0"
"43.5","3","320040106","2","0","0.65","11","153","0"
"59","1","320040107","1","502004107","0.7","50","154","0"
"-4","2","320040107","3","502004109","0.85","62","155","0"
"-49","3","320040107","2","0","0.65","13","156","0"
"0","1","320040108","1","0","0.8","-10","157","0"
"30","1","320040109","1","0","0.9","20","158","0"
"20","1","320040110","1","0","1","-25","159","0"
"-74","1","320040206","1","502004203","0.7","49","160","0"
"13","2","320040206","3","502004204","0.85","67","161","0"
"43.5","3","320040206","2","0","0.65","11","162","0"
"59","1","320040207","1","502004207","0.7","50","163","0"
"-4","2","320040207","3","502004209","0.85","62","164","0"
"-49","3","320040207","2","0","0.65","13","165","0"
"0","1","320040208","1","0","0.8","-10","166","0"
"30","1","320040209","1","0","0.9","20","167","0"
"20","1","320040210","1","0","1","-25","168","0"
"-74","1","320040306","1","502004303","0.7","49","169","0"
"13","2","320040306","3","502004304","0.85","67","170","0"
"43.5","3","320040306","2","0","0.65","11","171","0"
"59","1","320040307","1","502004307","0.7","50","172","0"
"-4","2","320040307","3","502004309","0.85","62","173","0"
"-49","3","320040307","2","0","0.65","13","174","0"
"0","1","320040308","1","0","0.8","-10","175","0"
"30","1","320040309","1","0","0.9","20","176","0"
"20","1","320040310","1","0","1","-25","177","0"
"-74","1","320040406","1","502004403","0.7","49","178","0"
"13","2","320040406","3","502004404","0.85","67","179","0"
"43.5","3","320040406","2","0","0.65","11","180","0"
"59","1","320040407","1","502004407","0.7","50","181","0"
"-4","2","320040407","3","502004409","0.85","62","182","0"
"-49","3","320040407","2","0","0.65","13","183","0"
"0","1","320040408","1","0","0.8","-10","184","0"
"30","1","320040409","1","0","0.9","20","185","0"
"20","1","320040410","1","0","1","-25","186","0"
"-74","1","320040506","1","502004503","0.7","49","187","0"
"13","2","320040506","3","502004504","0.85","67","188","0"
"43.5","3","320040506","2","0","0.65","11","189","0"
"59","1","320040507","1","502004507","0.7","50","190","0"
"-4","2","320040507","3","502004509","0.85","62","191","0"
"-49","3","320040507","2","0","0.65","13","192","0"
"0","1","320040508","1","0","0.8","-10","193","0"
"30","1","320040509","1","0","0.9","20","194","0"
"20","1","320040510","1","0","1","-25","195","0"
"-74","1","320050106","2","502005101","0.7","40","196","0"
"13","2","320050106","3","502005103","1","67","197","0"
"43.5","3","320050106","1","0","0.65","11","198","0"
"59","1","320050107","2","502005106","0.7","50","199","0"
"30","2","320050107","3","502005108","0.9","62","200","0"
"-49","3","320050107","1","0","0.65","13","201","0"
"5","1","320050108","1","0","0.75","10","202","0"
"-10","1","320050109","1","0","0.75","10","203","0"
"20","1","320050110","1","0","1","-25","204","0"
"-74","1","320050206","2","502005201","0.7","40","205","0"
"13","2","320050206","3","502005203","1","67","206","0"
"43.5","3","320050206","1","0","0.65","11","207","0"
"59","1","320050207","2","502005206","0.7","50","208","0"
"30","2","320050207","3","502005208","0.9","62","209","0"
"-49","3","320050207","1","0","0.65","13","210","0"
"5","1","320050208","1","0","0.75","10","211","0"
"-10","1","320050209","1","0","0.75","10","212","0"
"20","1","320050210","1","0","1","-25","213","0"
"-74","1","320050306","2","502005301","0.7","40","214","0"
"13","2","320050306","3","502005303","1","67","215","0"
"43.5","3","320050306","1","0","0.65","11","216","0"
"59","1","320050307","2","502005306","0.7","50","217","0"
"30","2","320050307","3","502005308","0.9","62","218","0"
"-49","3","320050307","1","0","0.65","13","219","0"
"5","1","320050308","1","0","0.75","10","220","0"
"-10","1","320050309","1","0","0.75","10","221","0"
"20","1","320050310","1","0","1","-25","222","0"
"-74","1","320050406","2","502005401","0.7","40","223","0"
"13","2","320050406","3","502005403","1","67","224","0"
"43.5","3","320050406","1","0","0.65","11","225","0"
"59","1","320050407","2","502005406","0.7","50","226","0"
"30","2","320050407","3","502005408","0.9","62","227","0"
"-49","3","320050407","1","0","0.65","13","228","0"
"5","1","320050408","1","0","0.75","10","229","0"
"-10","1","320050409","1","0","0.75","10","230","0"
"20","1","320050410","1","0","1","-25","231","0"
"-74","1","320050506","2","502005501","0.7","40","232","0"
"13","2","320050506","3","502005503","1","67","233","0"
"43.5","3","320050506","1","0","0.65","11","234","0"
"59","1","320050507","2","502005506","0.7","50","235","0"
"30","2","320050507","3","502005508","0.9","62","236","0"
"-49","3","320050507","1","0","0.65","13","237","0"
"5","1","320050508","1","0","0.75","10","238","0"
"-10","1","320050509","1","0","0.75","10","239","0"
"20","1","320050510","1","0","1","-25","240","0"
"-74","1","320060106","2","502006101","0.7","40","241","0"
"13","2","320060106","3","502006103","0.7","67","242","0"
"43.5","3","320060106","1","0","0.65","11","243","0"
"59","1","320060107","2","502006106","0.7","50","244","0"
"30","2","320060107","3","502006108","0.9","62","245","0"
"-49","3","320060107","1","0","0.65","13","246","0"
"5","1","320060108","1","0","1","10","247","0"
"-10","1","320060109","1","0","1.2","10","248","0"
"20","1","320060110","1","0","1","-25","249","0"
"-74","1","320060206","2","502006201","0.7","40","250","0"
"13","2","320060206","3","502006203","0.7","67","251","0"
"43.5","3","320060206","1","0","0.65","11","252","0"
"59","1","320060207","2","502006206","0.7","50","253","0"
"30","2","320060207","3","502006208","0.9","62","254","0"
"-49","3","320060207","1","0","0.65","13","255","0"
"5","1","320060208","1","0","1","10","256","0"
"-10","1","320060209","1","0","1.2","10","257","0"
"20","1","320060210","1","0","1","-25","258","0"
"-74","1","320060306","2","502006301","0.7","40","259","0"
"13","2","320060306","3","502006303","0.7","67","260","0"
"43.5","3","320060306","1","0","0.65","11","261","0"
"59","1","320060307","2","502006306","0.7","50","262","0"
"30","2","320060307","3","502006308","0.9","62","263","0"
"-49","3","320060307","1","0","0.65","13","264","0"
"5","1","320060308","1","0","1","10","265","0"
"-10","1","320060309","1","0","1.2","10","266","0"
"20","1","320060310","1","0","1","-25","267","0"
"-74","1","320060406","2","502006401","0.7","40","268","0"
"13","2","320060406","3","502006403","0.7","67","269","0"
"43.5","3","320060406","1","0","0.65","11","270","0"
"59","1","320060407","2","502006406","0.7","50","271","0"
"30","2","320060407","3","502006408","0.9","62","272","0"
"-49","3","320060407","1","0","0.65","13","273","0"
"5","1","320060408","1","0","1","10","274","0"
"-10","1","320060409","1","0","1.2","10","275","0"
"20","1","320060410","1","0","1","-25","276","0"
"-74","1","320060506","2","502006501","0.7","40","277","0"
"13","2","320060506","3","502006503","0.7","67","278","0"
"43.5","3","320060506","1","0","0.65","11","279","0"
"59","1","320060507","2","502006506","0.7","50","280","0"
"30","2","320060507","3","502006508","0.9","62","281","0"
"-49","3","320060507","1","0","0.65","13","282","0"
"5","1","320060508","1","0","1","10","283","0"
"-10","1","320060509","1","0","1.2","10","284","0"
"20","1","320060510","1","0","1","-25","285","0"
"-74","1","320070106","2","502007101","0.7","40","286","0"
"43","2","320070106","3","502007103","0.7","67","287","0"
"43.5","3","320070106","1","0","0.65","11","288","0"
"59","1","320070107","2","502007106","0.7","50","289","0"
"30","2","320070107","3","502007108","0.9","62","290","0"
"-49","3","320070107","1","0","0.65","13","291","0"
"5","1","320070108","1","0","0.9","20","292","0"
"0","1","320070109","1","0","0.9","20","293","0"
"-20","1","320070110","1","0","1","-20","294","0"
"-74","1","320070206","2","502007201","0.7","40","295","0"
"43","2","320070206","3","502007203","0.7","67","296","0"
"43.5","3","320070206","1","0","0.65","11","297","0"
"59","1","320070207","2","502007206","0.7","50","298","0"
"30","2","320070207","3","502007208","0.9","62","299","0"
"-49","3","320070207","1","0","0.65","13","300","0"
"5","1","320070208","1","0","0.9","20","301","0"
"0","1","320070209","1","0","0.9","20","302","0"
"-20","1","320070210","1","0","1","-20","303","0"
"-74","1","320070306","2","502007301","0.7","40","304","0"
"43","2","320070306","3","502007303","0.7","67","305","0"
"43.5","3","320070306","1","0","0.65","11","306","0"
"59","1","320070307","2","502007306","0.7","50","307","0"
"30","2","320070307","3","502007308","0.9","62","308","0"
"-49","3","320070307","1","0","0.65","13","309","0"
"5","1","320070308","1","0","0.9","20","310","0"
"0","1","320070309","1","0","0.9","20","311","0"
"-20","1","320070310","1","0","1","-20","312","0"
"-74","1","320070406","2","502007401","0.7","40","313","0"
"43","2","320070406","3","502007403","0.7","67","314","0"
"43.5","3","320070406","1","0","0.65","11","315","0"
"59","1","320070407","2","502007406","0.7","50","316","0"
"30","2","320070407","3","502007408","0.9","62","317","0"
"-49","3","320070407","1","0","0.65","13","318","0"
"5","1","320070408","1","0","0.9","20","319","0"
"0","1","320070409","1","0","0.9","20","320","0"
"-20","1","320070410","1","0","1","-20","321","0"
"-74","1","320070506","2","502007501","0.7","40","322","0"
"43","2","320070506","3","502007503","0.7","67","323","0"
"43.5","3","320070506","1","0","0.65","11","324","0"
"59","1","320070507","2","502007506","0.7","50","325","0"
"30","2","320070507","3","502007508","0.9","62","326","0"
"-49","3","320070507","1","0","0.65","13","327","0"
"5","1","320070508","1","0","0.9","20","328","0"
"0","1","320070509","1","0","0.9","20","329","0"
"-20","1","320070510","1","0","1","-20","330","0"
"-74","1","320080106","2","502008101","0.7","40","331","0"
"43","2","320080106","3","502008103","0.9","67","332","0"
"43.5","3","320080106","1","0","0.65","11","333","0"
"59","1","320080107","2","502008106","0.7","50","334","0"
"30","2","320080107","3","502008108","0.9","62","335","0"
"-49","3","320080107","1","0","0.65","13","336","0"
"5","1","320080108","1","0","0.8","20","337","0"
"0","1","320080109","1","0","1.1","20","338","0"
"-20","1","320080110","1","0","1","-20","339","0"
"-74","1","320080206","2","502008201","0.7","40","340","0"
"43","2","320080206","3","502008203","0.9","67","341","0"
"43.5","3","320080206","1","0","0.65","11","342","0"
"59","1","320080207","2","502008206","0.7","50","343","0"
"30","2","320080207","3","502008208","0.9","62","344","0"
"-49","3","320080207","1","0","0.65","13","345","0"
"5","1","320080208","1","0","0.8","20","346","0"
"0","1","320080209","1","0","1.1","20","347","0"
"-20","1","320080210","1","0","1","-20","348","0"
"-74","1","320080306","2","502008301","0.7","40","349","0"
"43","2","320080306","3","502008303","0.9","67","350","0"
"43.5","3","320080306","1","0","0.65","11","351","0"
"59","1","320080307","2","502008306","0.7","50","352","0"
"30","2","320080307","3","502008308","0.9","62","353","0"
"-49","3","320080307","1","0","0.65","13","354","0"
"5","1","320080308","1","0","0.8","20","355","0"
"0","1","320080309","1","0","1.1","20","356","0"
"-20","1","320080310","1","0","1","-20","357","0"
"-74","1","320080406","2","502008401","0.7","40","358","0"
"43","2","320080406","3","502008403","0.9","67","359","0"
"43.5","3","320080406","1","0","0.65","11","360","0"
"59","1","320080407","2","502008406","0.7","50","361","0"
"30","2","320080407","3","502008408","0.9","62","362","0"
"-49","3","320080407","1","0","0.65","13","363","0"
"5","1","320080408","1","0","0.8","20","364","0"
"0","1","320080409","1","0","1.1","20","365","0"
"-20","1","320080410","1","0","1","-20","366","0"
"-74","1","320080506","2","502008501","0.7","40","367","0"
"43","2","320080506","3","502008503","0.9","67","368","0"
"43.5","3","320080506","1","0","0.65","11","369","0"
"59","1","320080507","2","502008506","0.7","50","370","0"
"30","2","320080507","3","502008508","0.9","62","371","0"
"-49","3","320080507","1","0","0.65","13","372","0"
"5","1","320080508","1","0","0.8","20","373","0"
"0","1","320080509","1","0","1.1","20","374","0"
"-20","1","320080510","1","0","1","-20","375","0"
"-74","1","320090106","2","502009101","0.7","40","376","0"
"13","2","320090106","3","502009103","1","67","377","0"
"43.5","3","320090106","1","0","0.65","11","378","0"
"-68","1","320090107","2","502009106","0.7","50","379","0"
"30","2","320090107","3","502009108","0.9","62","380","0"
"29","3","320090107","1","0","0.65","13","381","0"
"5","1","320090108","1","0","0.75","10","382","0"
"0","1","320090109","1","0","1","10","383","0"
"-20","1","320090110","1","0","1","-20","384","0"
"-74","1","320090206","2","502009201","0.7","40","385","0"
"13","2","320090206","3","502009203","1","67","386","0"
"43.5","3","320090206","1","0","0.65","11","387","0"
"-68","1","320090207","2","502009206","0.7","50","388","0"
"30","2","320090207","3","502009208","0.9","62","389","0"
"29","3","320090207","1","0","0.65","13","390","0"
"5","1","320090208","1","0","0.75","10","391","0"
"0","1","320090209","1","0","1","10","392","0"
"-20","1","320090210","1","0","1","-20","393","0"
"-74","1","320090306","2","502009301","0.7","40","394","0"
"13","2","320090306","3","502009303","1","67","395","0"
"43.5","3","320090306","1","0","0.65","11","396","0"
"-68","1","320090307","2","502009306","0.7","50","397","0"
"30","2","320090307","3","502009308","0.9","62","398","0"
"29","3","320090307","1","0","0.65","13","399","0"
"5","1","320090308","1","0","0.75","10","400","0"
"0","1","320090309","1","0","1","10","401","0"
"-20","1","320090310","1","0","1","-20","402","0"
"-74","1","320090406","2","502009401","0.7","40","403","0"
"13","2","320090406","3","502009403","1","67","404","0"
"43.5","3","320090406","1","0","0.65","11","405","0"
"-68","1","320090407","2","502009406","0.7","50","406","0"
"30","2","320090407","3","502009408","0.9","62","407","0"
"29","3","320090407","1","0","0.65","13","408","0"
"5","1","320090408","1","0","0.75","10","409","0"
"0","1","320090409","1","0","1","10","410","0"
"-20","1","320090410","1","0","1","-20","411","0"
"-74","1","320090506","2","502009501","0.7","40","412","0"
"13","2","320090506","3","502009503","1","67","413","0"
"43.5","3","320090506","1","0","0.65","11","414","0"
"-68","1","320090507","2","502009506","0.7","50","415","0"
"30","2","320090507","3","502009508","0.9","62","416","0"
"29","3","320090507","1","0","0.65","13","417","0"
"5","1","320090508","1","0","0.75","10","418","0"
"0","1","320090509","1","0","1","10","419","0"
"-20","1","320090510","1","0","1","-20","420","0"
"-74","1","320100106","2","502010101","0.7","40","421","0"
"13","2","320100106","3","502010103","1","67","422","0"
"43.5","3","320100106","1","0","0.65","11","423","0"
"-68","1","320100107","2","502010106","0.7","50","424","0"
"30","2","320100107","3","502010108","0.9","62","425","0"
"29","3","320100107","1","0","0.65","13","426","0"
"40","1","320100108","1","0","0.9","60","427","0"
"0","1","320100109","1","0","1","10","428","0"
"-20","1","320100110","1","0","1","-35","429","0"
"-74","1","320100206","2","502010201","0.7","40","430","0"
"13","2","320100206","3","502010203","1","67","431","0"
"43.5","3","320100206","1","0","0.65","11","432","0"
"-68","1","320100207","2","502010206","0.7","50","433","0"
"30","2","320100207","3","502010208","0.9","62","434","0"
"29","3","320100207","1","0","0.65","13","435","0"
"40","1","320100208","1","0","0.9","60","436","0"
"0","1","320100209","1","0","1","10","437","0"
"-20","1","320100210","1","0","1","-35","438","0"
"-74","1","320100306","2","502010301","0.7","40","439","0"
"13","2","320100306","3","502010303","1","67","440","0"
"43.5","3","320100306","1","0","0.65","11","441","0"
"-68","1","320100307","2","502010306","0.7","50","442","0"
"30","2","320100307","3","502010308","0.9","62","443","0"
"29","3","320100307","1","0","0.65","13","444","0"
"40","1","320100308","1","0","0.9","60","445","0"
"0","1","320100309","1","0","1","10","446","0"
"-20","1","320100310","1","0","1","-35","447","0"
"-74","1","320100406","2","502010401","0.7","40","448","0"
"13","2","320100406","3","502010403","1","67","449","0"
"43.5","3","320100406","1","0","0.65","11","450","0"
"-68","1","320100407","2","502010406","0.7","50","451","0"
"30","2","320100407","3","502010408","0.9","62","452","0"
"29","3","320100407","1","0","0.65","13","453","0"
"40","1","320100408","1","0","0.9","60","454","0"
"0","1","320100409","1","0","1","10","455","0"
"-20","1","320100410","1","0","1","-35","456","0"
"-74","1","320100506","2","502010501","0.7","40","457","0"
"13","2","320100506","3","502010503","1","67","458","0"
"43.5","3","320100506","1","0","0.65","11","459","0"
"-68","1","320100507","2","502010506","0.7","50","460","0"
"30","2","320100507","3","502010508","0.9","62","461","0"
"29","3","320100507","1","0","0.65","13","462","0"
"40","1","320100508","1","0","0.9","60","463","0"
"0","1","320100509","1","0","1","10","464","0"
"-20","1","320100510","1","0","1","-35","465","0"
"-74","1","320110106","2","502011101","0.7","40","466","0"
"13","2","320110106","3","502011103","1","67","467","0"
"43.5","3","320110106","1","0","0.65","11","468","0"
"-98","1","320110107","2","502011106","0.7","50","469","0"
"0","2","320110107","3","502011108","1.1","72","470","0"
"49","3","320110107","1","0","0.65","13","471","0"
"-40","1","320110108","1","0","0.75","30","472","0"
"20","1","320110109","1","0","1.2","50","473","0"
"-20","1","320110110","1","0","1.1","-35","474","0"
"-74","1","320110206","2","502011201","0.7","40","475","0"
"13","2","320110206","3","502011203","1","67","476","0"
"43.5","3","320110206","1","0","0.65","11","477","0"
"-98","1","320110207","2","502011206","0.7","50","478","0"
"0","2","320110207","3","502011208","1.1","72","479","0"
"49","3","320110207","1","0","0.65","13","480","0"
"-40","1","320110208","1","0","0.75","30","481","0"
"20","1","320110209","1","0","1.2","50","482","0"
"-20","1","320110210","1","0","1.1","-35","483","0"
"-74","1","320110306","2","502011301","0.7","40","484","0"
"13","2","320110306","3","502011303","1","67","485","0"
"43.5","3","320110306","1","0","0.65","11","486","0"
"-98","1","320110307","2","502011306","0.7","50","487","0"
"0","2","320110307","3","502011308","1.1","72","488","0"
"49","3","320110307","1","0","0.65","13","489","0"
"-40","1","320110308","1","0","0.75","30","490","0"
"20","1","320110309","1","0","1.2","50","491","0"
"-20","1","320110310","1","0","1.1","-35","492","0"
"-74","1","320110406","2","502011401","0.7","40","493","0"
"13","2","320110406","3","502011403","1","67","494","0"
"43.5","3","320110406","1","0","0.65","11","495","0"
"-98","1","320110407","2","502011406","0.7","50","496","0"
"0","2","320110407","3","502011408","1.1","72","497","0"
"49","3","320110407","1","0","0.65","13","498","0"
"-40","1","320110408","1","0","0.75","30","499","0"
"20","1","320110409","1","0","1.2","50","500","0"
"-20","1","320110410","1","0","1.1","-35","501","0"
"-74","1","320110506","2","502011501","0.7","40","502","0"
"13","2","320110506","3","502011503","1","67","503","0"
"43.5","3","320110506","1","0","0.65","11","504","0"
"-98","1","320110507","2","502011506","0.7","50","505","0"
"0","2","320110507","3","502011508","1.1","72","506","0"
"49","3","320110507","1","0","0.65","13","507","0"
"-40","1","320110508","1","0","0.75","30","508","0"
"20","1","320110509","1","0","1.2","50","509","0"
"-20","1","320110510","1","0","1.1","-35","510","0"
"-74","1","320120106","2","502012101","0.7","40","511","0"
"10","2","320120106","3","502012103","1","67","512","0"
"43.5","3","320120106","1","0","0.65","11","513","0"
"-98","1","320120107","2","502012106","0.7","50","514","0"
"0","2","320120107","3","502012108","1","72","515","0"
"49","3","320120107","1","0","0.65","13","516","0"
"10","1","320120108","1","0","1.2","30","517","0"
"40","1","320120109","1","0","0.9","40","518","0"
"-20","1","320120110","1","0","1.1","-35","519","0"
"-74","1","320120206","2","502012201","0.7","40","520","0"
