231c01dd02aa767fc74fcf11c0e70830c3c353cffb72fb6f72ebee2219ebb142,d1ea548ba5cfcc2415c0433d18b2039e9f261b59f6e4f8f964064c4354f046b3,24e145970c8851ba443f64e65333e87b4d806f4deb69446585d90f6a63be7fc8,cde3fefa28e56f68eab7595e3d83f4d5e0c626e3b8912962e684bf2c3c02820d,aa7c4c05bf7185854ee5a6ae384acccba8707b2aebc2115b6db0d22e67b991a4,d8d0c72ed24978cf8de9d90400f10636c8d0cd9dc3fbe29c0f5d6873f3acfcb0,ec35919e91de1e12b11c7f3c5a82440416ad995017f6cd40ebc97caa11b3ed5f,2debe0cf0c868614dd75d53d6a5bc84fb342410c49483891704d499ef5234b8a,80fd0b0582ab7ff053ce2e4475638222edd467cb8b908c88274d741e27a90da9,a6617ad2971c88587e697d2341193ea2227ea2c8ef111ff9b2b56ffecc9782a0,50ac2d215d65f5fde0460eaa9843746cc0bef955b86e630f63ab29a4dcf17b04,ee8dcf91cee38c948bb50150016ac6f3cdd196a0e70b02b4478a294f2c9c673f,3c07bbb7a547c20e511b08825dbd636db587e49a102d569adcaa33c4d3934e6f,d6bf23ba97e12cac7ba77a4e4608d69f5d7355ec06881c88b520a63123c4347c,00adf39cdea47868637dcb386b804f97d80f2e0ebcbe644de6d0efb7fcdb2c81
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3200501","1","1004110","1","2015/04/01 15:00:00","32001001","0","32005"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3200502","1","1004110","2","2015/04/01 15:00:00","32001002","0","32005"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3200503","1","1004110","3","2015/04/01 15:00:00","32001003","0","32005"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3200504","1","1004110","4","2015/04/01 15:00:00","32001004","0","32005"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3200505","1","1004110","5","2015/04/01 15:00:00","32001005","0","32005"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3200601","1","1004110","1","2015/04/01 15:00:00","32001001","0","32006"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3200602","1","1004110","2","2015/04/01 15:00:00","32001002","0","32006"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3200603","1","1004110","3","2015/04/01 15:00:00","32001003","0","32006"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3200604","1","1004110","4","2015/04/01 15:00:00","32001004","0","32006"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3200605","1","1004110","5","2015/04/01 15:00:00","32001005","0","32006"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3200701","1","1004110","1","2015/04/01 15:00:00","32001001","0","32007"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3200702","1","1004110","2","2015/04/01 15:00:00","32001002","0","32007"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3200703","1","1004110","3","2015/04/01 15:00:00","32001003","0","32007"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3200704","1","1004110","4","2015/04/01 15:00:00","32001004","0","32007"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3200705","1","1004110","5","2015/04/01 15:00:00","32001005","0","32007"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3200801","1","1004110","1","2015/04/01 15:00:00","32001001","0","32008"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3200802","1","1004110","2","2015/04/01 15:00:00","32001002","0","32008"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3200803","1","1004110","3","2015/04/01 15:00:00","32001003","0","32008"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3200804","1","1004110","4","2015/04/01 15:00:00","32001004","0","32008"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3200805","1","1004110","5","2015/04/01 15:00:00","32001005","0","32008"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3200901","1","1004110","1","2015/04/01 15:00:00","32001001","0","32009"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3200902","1","1004110","2","2015/04/01 15:00:00","32001002","0","32009"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3200903","1","1004110","3","2015/04/01 15:00:00","32001003","0","32009"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3200904","1","1004110","4","2015/04/01 15:00:00","32001004","0","32009"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3200905","1","1004110","5","2015/04/01 15:00:00","32001005","0","32009"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3201001","1","1004110","1","2015/04/01 15:00:00","32001001","0","32010"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3201002","1","1004110","2","2015/04/01 15:00:00","32001002","0","32010"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3201003","1","1004110","3","2015/04/01 15:00:00","32001003","0","32010"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3201004","1","1004110","4","2015/04/01 15:00:00","32001004","0","32010"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3201005","1","1004110","5","2015/04/01 15:00:00","32001005","0","32010"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3201101","1","1004110","1","2015/04/01 15:00:00","32001001","0","32011"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3201102","1","1004110","2","2015/04/01 15:00:00","32001002","0","32011"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3201103","1","1004110","3","2015/04/01 15:00:00","32001003","0","32011"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3201104","1","1004110","4","2015/04/01 15:00:00","32001004","0","32011"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3201105","1","1004110","5","2015/04/01 15:00:00","32001005","0","32011"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3201201","1","1004110","1","2015/04/01 15:00:00","32001001","0","32012"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3201202","1","1004110","2","2015/04/01 15:00:00","32001002","0","32012"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3201203","1","1004110","3","2015/04/01 15:00:00","32001003","0","32012"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3201204","1","1004110","4","2015/04/01 15:00:00","32001004","0","32012"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3201205","1","1004110","5","2015/04/01 15:00:00","32001005","0","32012"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3201301","1","1004110","1","2015/04/01 15:00:00","32001001","0","32013"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3201302","1","1004110","2","2015/04/01 15:00:00","32001002","0","32013"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3201303","1","1004110","3","2015/04/01 15:00:00","32001003","0","32013"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3201304","1","1004110","4","2015/04/01 15:00:00","32001004","0","32013"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3201305","1","1004110","5","2015/04/01 15:00:00","32001005","0","32013"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3201401","1","1004110","1","2015/04/01 15:00:00","32001001","0","32014"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3201402","1","1004110","2","2015/04/01 15:00:00","32001002","0","32014"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3201403","1","1004110","3","2015/04/01 15:00:00","32001003","0","32014"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3201404","1","1004110","4","2015/04/01 15:00:00","32001004","0","32014"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3201405","1","1004110","5","2015/04/01 15:00:00","32001005","0","32014"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3201501","1","1004110","1","2015/04/01 15:00:00","32001001","0","32015"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3201502","1","1004110","2","2015/04/01 15:00:00","32001002","0","32015"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3201503","1","1004110","3","2015/04/01 15:00:00","32001003","0","32015"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3201504","1","1004110","4","2015/04/01 15:00:00","32001004","0","32015"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3201505","1","1004110","5","2015/04/01 15:00:00","32001005","0","32015"
"スペシャルダンジョンを1回登頂しよう","0","0","603","80001","1st Round Clear！","2030/04/01 14:59:59","3201601","1","1004110","1","2015/04/01 15:00:00","32001001","0","32016"
"スペシャルダンジョンを2回登頂しよう","0","0","603","80001","2nd Round Clear！","2030/04/01 14:59:59","3201602","1","1004110","2","2015/04/01 15:00:00","32001002","0","32016"
"スペシャルダンジョンを3回登頂しよう","0","0","603","80001","3rd Round Clear！","2030/04/01 14:59:59","3201603","1","1004110","3","2015/04/01 15:00:00","32001003","0","32016"
"スペシャルダンジョンを4回登頂しよう","0","0","603","80001","4th Round Clear！","2030/04/01 14:59:59","3201604","1","1004110","4","2015/04/01 15:00:00","32001004","0","32016"
"スペシャルダンジョンを5回登頂しよう","0","0","603","80001","CONQUEST！","2030/04/01 14:59:59","3201605","1","1004110","5","2015/04/01 15:00:00","32001005","0","32016"
