486940ba0ebc40c4e722e9d47636640e31e2fa5bc20141c61351c18d8d63943a,c08aa7b592ebe0b87b25514296355a1c889219eb0b168f397032a36ee42676bc,70f6b6756b4dc18f1c19821612e3c10b4ea20603ef1e14ac50ba75819895756c,7588f63ab31b120861619968827464cc9c4b5b26402ebb8353c77821d7567d07,dedf16c412c744c81cbcf66e04e069b2dfa86fcb5e7039955c89ccc04e55875f,41c287a74c2c58e1d188368870511d16ab6ef6f1ded5517ae92dd8878a3522ac,9e47942359d2935a2bc36eb130f770230fbd8196c9bfb2e43c1351be2cdb3773,3ad9ab430fa62f974ab6284c05a892c2154bd363a8a07e6b887c6772aae2b7ad,5cf56744cb4ce69ddbfce7fa32e8d24a76d1badd1b31f4bbf7993b5a397f3048,22d3e7f288d3a2ced75051138c9d29f6bc31d4a9cd4b9dd69334d0c88d2a3e54,3da015660715a731b50b1f51abcbc0653663d5349234d67aae73c2dcc4cbe386,7932630738b5c06125953df5b1f325a7b12c7eb58b7c0aec24c4cf179b264979,c63b8fefec5ed87e0deb2984ba8dcb7471a48f00e0c1fed642e5d6f1344a2bcd,9d7d02bae342cd104b1680f6e196708b4c3336a87a0cebe4aff4d80c65c2b9e9,bcd56720ede1418087f289ba51d594342222209f12bac0e4217fb1fcf298a8a2,0cd05c658f4ae592fe60c2945a2bd0e6527bad0b2a2b451a5ece96b568df5732
"1005105","100","150","0","2","2","2","90006","0","31042","0","0","0","8","0","91002"
"1005106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1005107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1005108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1005109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1005110","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1005111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1005112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1005113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1005114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1005115","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1005116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1006101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006105","100","150","0","2","2","2","90006","0","31025","0","0","0","8","0","91002"
"1006106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006110","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1006111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1006115","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1006116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1007101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007105","100","150","0","2","2","2","90006","0","31018","0","0","0","8","0","91002"
"1007106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007110","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1007111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1007115","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1007116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1008101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008105","100","150","0","2","2","2","90006","0","31042","0","0","0","8","0","91002"
"1008106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008110","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1008111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1008115","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1008116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1009101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009105","100","150","0","2","2","2","90006","0","31043","0","0","0","8","0","91002"
"1009106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009110","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1009111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1009115","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1009116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1010101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010105","100","150","0","2","2","2","90006","0","31022","0","0","0","8","0","91002"
"1010106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010110","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1010111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1010115","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1010116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1011101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011105","100","150","0","2","2","2","90006","0","31025","0","0","0","8","0","91002"
"1011106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011110","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1011111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1011115","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1011116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1012101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012105","100","150","0","2","2","2","90006","0","31018","0","0","0","8","0","91002"
"1012106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012110","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1012111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1012115","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1012116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1013101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013105","100","150","0","2","2","2","90006","0","31042","0","0","0","8","0","91002"
"1013106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013110","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1013111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1013115","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1013116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1014101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014105","100","150","0","2","2","2","90006","0","31043","0","0","0","8","0","91002"
"1014106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014110","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1014111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1014115","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1014116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1015101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015105","100","150","0","2","2","2","90006","0","31025","0","0","0","8","0","91002"
"1015106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015110","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1015111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1015115","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1015116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1016101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016105","100","150","0","2","2","2","90006","0","31022","0","0","0","8","0","91002"
"1016106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016110","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1016111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1016115","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1016116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1017101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017105","100","150","0","2","2","2","90006","0","31018","0","0","0","8","0","91002"
"1017106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017110","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1017111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1017115","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1017116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1018101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018105","100","150","0","2","2","2","90006","0","31042","0","0","0","8","0","91002"
"1018106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018110","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1018111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1018115","100","80","0","2","2","1","90006","0","31042","0","0","0","8","0","91002"
"1018116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1019101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019105","100","150","0","2","2","2","90006","0","31043","0","0","0","8","0","91002"
"1019106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019110","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1019111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1019115","100","80","0","2","2","1","90006","0","31043","0","0","0","8","0","91002"
"1019116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1020101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020105","100","150","0","2","2","2","90006","0","31025","0","0","0","8","0","91002"
"1020106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020110","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1020111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1020115","100","80","0","2","2","1","90006","0","31025","0","0","0","8","0","91002"
"1020116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1021101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021105","100","150","0","2","2","2","90006","0","31022","0","0","0","8","0","91002"
"1021106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021110","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1021111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021112","40","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021113","50","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021114","60","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1021115","100","80","0","2","2","1","90006","0","31022","0","0","0","8","0","91002"
"1021116","0","25000","0","0","0","0","0","0","0","0","0","0","12","0","94002"
"1022101","20","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022102","30","50","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022103","40","75","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022104","50","100","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022105","100","150","0","2","2","2","90006","0","31018","0","0","0","8","0","91002"
"1022106","20","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022107","30","25","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022108","40","30","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022109","50","40","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
"1022110","100","80","0","2","2","1","90006","0","31018","0","0","0","8","0","91002"
"1022111","30","20","0","2","2","0","90006","0","0","0","0","0","8","0","91002"
