7361862ca9b9ff574769b773b967f4c09756f8f6fa543da7d5480b406b219047,a02f69d937fecc1f7a5af1140f0748b9dbf4a5eb151b3142a94ca961b21d2bef,a36693f8a5921e29bf3bb754186e879f026af105ffe849b353a5ad971f47cdf6,4457fb4c218ca39fb60f8ebee7fd95f5bcb36d54fa4076d066fe3c364e0eb5be,dc1e198c715541705d5aa75206ea2142174bf4da33af3853b853167b5b0cab0d,ed07c5340257e455703628a21f2232171a73fd36030e0de7a7986fc63eafb1a3
"10201316","1","56011316","15","1003","591"
"91002","50","56011316","8","0","592"
"10201317","1","56011317","15","1001","593"
"10201318","1","56011318","15","1002","594"
"10201319","1","56011319","15","1003","595"
"91002","50","56011319","8","0","596"
"10201320","1","56011320","15","1001","597"
"10201321","1","56011321","15","1002","598"
"10201322","1","56011322","15","1003","599"
"91002","50","56011322","8","0","600"
"10201323","1","56011323","15","1003","601"
"91002","100","56011323","8","0","602"
"10201324","1","56011324","15","1001","603"
"10201325","1","56011325","15","1002","604"
"10201326","1","56011326","15","1003","605"
"91002","50","56011326","8","0","606"
"10201327","1","56011327","15","1001","607"
"10201328","1","56011328","15","1002","608"
"10201329","1","56011329","15","1003","609"
"91002","50","56011329","8","0","610"
"10201330","1","56011330","15","1001","611"
"10201331","1","56011331","15","1002","612"
"10201332","1","56011332","15","1003","613"
"91002","50","56011332","8","0","614"
"10201333","1","56011333","15","1003","615"
"91002","100","56011333","8","0","616"
"10201334","1","56011334","15","1003","617"
"91002","100","56011334","8","0","618"
"10201335","1","56011335","15","1003","619"
"91002","100","56011335","8","0","620"
"10202100","1","56012100","15","1003","621"
"10201336","1","56011336","15","1001","622"
"10201337","1","56011337","15","1002","623"
"10201338","1","56011338","15","1003","624"
"91002","50","56011338","8","0","625"
"10201339","1","56011339","15","1001","626"
"10201340","1","56011340","15","1002","627"
"10201341","1","56011341","15","1003","628"
"91002","50","56011341","8","0","629"
"10202016","1","56012016","15","1003","630"
"10201342","1","56011342","15","1003","631"
"91002","100","56011342","8","0","632"
"10201343","1","56011343","15","1001","633"
"10201344","1","56011344","15","1002","634"
"10201345","1","56011345","15","1003","635"
"91002","50","56011345","8","0","636"
"10201346","1","56011346","15","1001","637"
"10201347","1","56011347","15","1002","638"
"10201348","1","56011348","15","1003","639"
"91002","50","56011348","8","0","640"
"10201349","1","56011349","15","1003","641"
"91002","100","56011349","8","0","642"
"10603001","1","55008001","15","1001","643"
"91002","50","55008001","8","0","644"
"10603002","1","55008002","15","1001","645"
"91002","50","55008002","8","0","646"
"10603003","1","55008003","15","1002","647"
"91002","50","55008003","8","0","648"
"10603004","1","55008004","15","1002","649"
"91002","50","55008004","8","0","650"
"10603005","1","55008005","15","1003","651"
"91002","50","55008005","8","0","652"
"10603006","1","55008006","15","1003","653"
"91002","50","55008006","8","0","654"
"10201350","1","56011350","15","1001","655"
"10201351","1","56011351","15","1002","656"
"10201352","1","56011352","15","1003","657"
"91002","50","56011352","8","0","658"
"10201353","1","56011353","15","1001","659"
"10201354","1","56011354","15","1002","660"
"10201355","1","56011355","15","1003","661"
"91002","50","56011355","8","0","662"
"10201356","1","56011356","15","1001","663"
"10201357","1","56011357","15","1002","664"
"10201358","1","56011358","15","1003","665"
"91002","50","56011358","8","0","666"
"10201359","1","56011359","15","1003","667"
"91002","100","56011359","8","0","668"
"10201360","1","56011360","15","1001","669"
"10201361","1","56011361","15","1002","670"
"10201362","1","56011362","15","1003","671"
"91002","50","56011362","8","0","672"
"10201363","1","56011363","15","1001","673"
"10201364","1","56011364","15","1002","674"
"10201365","1","56011365","15","1003","675"
"91002","50","56011365","8","0","676"
"10202017","1","56012017","15","1003","677"
"10201366","1","56011366","15","1001","678"
"10201367","1","56011367","15","1002","679"
"10201368","1","56011368","15","1003","680"
"91002","50","56011368","8","0","681"
"10201369","1","56011369","15","1001","682"
"10201370","1","56011370","15","1002","683"
"10201371","1","56011371","15","1003","684"
"91002","50","56011371","8","0","685"
"10201372","1","56011372","15","1003","686"
"91002","100","56011372","8","0","687"
"10201373","1","56011373","15","1001","688"
"10201374","1","56011374","15","1002","689"
"10201375","1","56011375","15","1003","690"
"91002","50","56011375","8","0","691"
"10201376","1","56011376","15","1001","692"
"10201377","1","56011377","15","1002","693"
"10201378","1","56011378","15","1003","694"
"91002","50","56011378","8","0","695"
"10201379","1","56011379","15","1001","696"
"10201380","1","56011380","15","1002","697"
"10201381","1","56011381","15","1003","698"
"91002","50","56011381","8","0","699"
"10201382","1","56011382","15","1001","700"
"10201383","1","56011383","15","1002","701"
"10201384","1","56011384","15","1003","702"
"91002","50","56011384","8","0","703"
"10201385","1","56011385","15","1003","704"
"91002","100","56011385","8","0","705"
"10201386","1","56011386","15","1001","706"
"10201387","1","56011387","15","1002","707"
"10201388","1","56011388","15","1003","708"
"91002","50","56011388","8","0","709"
"10201389","1","56011389","15","1001","710"
"10201390","1","56011390","15","1002","711"
"10201391","1","56011391","15","1003","712"
"91002","50","56011391","8","0","713"
"10201392","1","56011392","15","1001","714"
"10201393","1","56011393","15","1002","715"
"10201394","1","56011394","15","1003","716"
"91002","50","56011394","8","0","717"
"10201395","1","56011395","15","1003","718"
"91002","100","56011395","8","0","719"
"10201396","1","56011396","15","1003","720"
"91002","100","56011396","8","0","721"
"10201397","1","56011397","15","1001","722"
"10201398","1","56011398","15","1002","723"
"10201399","1","56011399","15","1003","724"
"91002","50","56011399","8","0","725"
"10201400","1","56011400","15","1001","726"
"10201401","1","56011401","15","1002","727"
"10201402","1","56011402","15","1003","728"
"91002","50","56011402","8","0","729"
"10201403","1","56011403","15","1001","730"
"10201404","1","56011404","15","1002","731"
"10201405","1","56011405","15","1003","732"
"91002","50","56011405","8","0","733"
"10201406","1","56011406","15","1003","734"
"91002","100","56011406","8","0","735"
"10201407","1","56011407","15","1001","736"
"10201408","1","56011408","15","1002","737"
"10201409","1","56011409","15","1003","738"
"91002","50","56011409","8","0","739"
"10201410","1","56011410","15","1001","740"
"10201411","1","56011411","15","1002","741"
"10201412","1","56011412","15","1003","742"
"91002","50","56011412","8","0","743"
"10201413","1","56011413","15","1003","744"
"91002","100","56011413","8","0","745"
"10201414","1","56011414","15","1001","746"
"10201415","1","56011415","15","1002","747"
"10201416","1","56011416","15","1003","748"
"91002","50","56011416","8","0","749"
"10201417","1","56011417","15","1001","750"
"10201418","1","56011418","15","1002","751"
"10201419","1","56011419","15","1003","752"
"91002","50","56011419","8","0","753"
"10201420","1","56011420","15","1001","754"
"10201421","1","56011421","15","1002","755"
"10201422","1","56011422","15","1003","756"
"91002","50","56011422","8","0","757"
"10201423","1","56011423","15","1003","758"
"91002","100","56011423","8","0","759"
"10201424","1","56011424","15","1001","760"
"10201425","1","56011425","15","1002","761"
"10201426","1","56011426","15","1003","762"
"91002","50","56011426","8","0","763"
"10201427","1","56011427","15","1001","764"
"10201428","1","56011428","15","1002","765"
"10201429","1","56011429","15","1003","766"
"91002","50","56011429","8","0","767"
"10201430","1","56011430","15","1001","768"
"10201431","1","56011431","15","1002","769"
"10201432","1","56011432","15","1003","770"
"91002","50","56011432","8","0","771"
"10201433","1","56011433","15","1001","772"
"10201434","1","56011434","15","1002","773"
"10201435","1","56011435","15","1003","774"
"91002","50","56011435","8","0","775"
"10201436","1","56011436","15","1003","776"
"91002","100","56011436","8","0","777"
"10201437","1","56011437","15","1001","778"
"10201438","1","56011438","15","1002","779"
"10201439","1","56011439","15","1003","780"
"91002","50","56011439","8","0","781"
"10201440","1","56011440","15","1001","782"
"10201441","1","56011441","15","1002","783"
"10201442","1","56011442","15","1003","784"
"91002","50","56011442","8","0","785"
"10201443","1","56011443","15","1001","786"
"10201444","1","56011444","15","1002","787"
"10201445","1","56011445","15","1003","788"
"91002","50","56011445","8","0","789"
"10201446","1","56011446","15","1003","790"
"91002","100","56011446","8","0","791"
"10201447","1","56011447","15","1001","792"
"10201448","1","56011448","15","1002","793"
"10201449","1","56011449","15","1003","794"
"91002","50","56011449","8","0","795"
"10201450","1","56011450","15","1001","796"
"10201451","1","56011451","15","1002","797"
"10201452","1","56011452","15","1003","798"
"91002","50","56011452","8","0","799"
"10201453","1","56011453","15","1001","800"
"10201454","1","56011454","15","1002","801"
"10201455","1","56011455","15","1003","802"
"91002","50","56011455","8","0","803"
"10201456","1","56011456","15","1001","804"
"10201457","1","56011457","15","1002","805"
"10201458","1","56011458","15","1003","806"
"91002","50","56011458","8","0","807"
"10201459","1","56011459","15","1001","808"
"10201460","1","56011460","15","1002","809"
"10201461","1","56011461","15","1003","810"
"91002","50","56011461","8","0","811"
"10201462","1","56011462","15","1003","812"
"91002","100","56011462","8","0","813"
"10201463","1","56011463","15","1003","814"
"91002","100","56011463","8","0","815"
"10201464","1","56011464","15","1003","816"
"91002","100","56011464","8","0","817"
"10201465","1","56011465","15","1001","818"
"10201466","1","56011466","15","1002","819"
"10201467","1","56011467","15","1003","820"
"91002","50","56011467","8","0","821"
"10201468","1","56011468","15","1001","822"
"10201469","1","56011469","15","1002","823"
"10201470","1","56011470","15","1003","824"
"91002","50","56011470","8","0","825"
"10201471","1","56011471","15","1003","826"
"91002","100","56011471","8","0","827"
"10201472","1","56011472","15","1001","828"
"10201473","1","56011473","15","1002","829"
"10201474","1","56011474","15","1003","830"
"91002","50","56011474","8","0","831"
"10201475","1","56011475","15","1001","832"
"10201476","1","56011476","15","1002","833"
"10201477","1","56011477","15","1003","834"
"91002","50","56011477","8","0","835"
"10201484","1","56011484","15","1003","836"
"91002","100","56011484","8","0","837"
"10201485","1","56011485","15","1001","838"
"10201486","1","56011486","15","1002","839"
"10201487","1","56011487","15","1003","840"
"91002","50","56011487","8","0","841"
"10201488","1","56011488","15","1001","842"
"10201489","1","56011489","15","1002","843"
"10201490","1","56011490","15","1003","844"
"91002","50","56011490","8","0","845"
"10201491","1","56011491","15","1001","846"
"10201492","1","56011492","15","1002","847"
