b19ffd1e20bec37cbe7a50b21af3c30889bf42a4f169a0b4b6ee6076e486113e,c3c741114fbb4b47ed3ad242d03f771f91c69e31e18f7cf206a45c06370267ec,3a99c20f682f9d6f063b8c179497b8143c67c35af63fffb1f357cc43a3d6863e,1af1114e15884997dd6f039ee9856aefec267a55739eb2dbc8c6eb87f122afd9,87a277a8f657bdc8670bf65c4d27b0245576c2f8bd35cf8d34ddcd571f9025d3,5824357ff159373580308a05eaccff2516ee4c4cc1a7bcd4d27c8f2c53069260,45ffe6b3def321c880f4589427b4227136c4ede6054d3d6f8ccdcd103b58e7c6,2727aa5dc4ca99c8b65e883bf355053a924431f103aed985f69caafad2c5edd8,294e22a43d5a1cf333c30428430e5d35a1c726b2adfd158d30ac0f38051eec47,34cac1963c35b9eb17da2a2953eabf5884ef8d7c247c4a62da98cc635c686256,7463d418a1e5f05609014d197526ea29130be3fcbe9091726e36bb7695a6a2cb,70f1fd42a1b4e3f25eb14c700526b573f471d87393ed5a28900bc9fe00f3e407,3500f3641f9ac8f9a6a105dce41a1c34cd375dedb9bb88a5a62769a82d64f72d,b17354d55ebbbfb37c030e7dde6fa1ba59b5bda33d3c9769fb1bf5ecc1ce9806,12eb8bd51fb3d97597afd17c57430ec8eaae630842d1aac5e4ffcf4606e03bf3,606f0f06506700a45389adc096e2dea1638064c071a529e69b17ee4b85b178a7,0a2329eb2361bab4ef14b8feb9e46dd10367964a3f1d32cb934cd70e29c63f34,9230bedbf87f3e413967757491dc297b0f2e8e3cf6371a7e309a631f028e5886,679c64e74e5aad16e06fc3d1eba083b71ad075f368e4e5d0cec169b7508036e2,ae6e5380e73eaeaff5ae3a6f68656a91fed194fce38394ccf8b3e93828e80e21,b55b6a408efcbd04e14117c5ba8aa9710cd0d0394386914568b43de579fb8911
"BeachTrap","NONE","NONE","AccelBoardA","NONE","0","0","SummerEnemyA","NONE","0","3100","1033","0","0","1400","NONE","2200","NONE","700","0","SpeedTerritoryA"
"BeachTrap","NONE","NONE","BeachJumpOverTrap","NONE","0","3000","SummerJumpOverEnemyC","NONE","0","2500","1034","0","0","1000","SummerJumpOverEnemyA","2000","SpeedTerritoryB","500","3500","SummerJumpOverEnemyD"
"BeachJumpOverTrap","EnemyB_NoColl","NONE","SummerEnemyC","NONE","0","2300","BeachTrap","NONE","0","1500","1035","3100","0","800","EnemyB_NoColl","1200","BeachTrap_NoCall","400","2700","Balloon"
"AccelBoardA","NONE","NONE","SpeedTerritoryA","NONE","0","0","BeachTrap","NONE","0","0","1036","0","0","1200","NONE","2700","NONE","500","0","NONE"
"SummerEnemyD","NONE","NONE","AccelBoardA","NONE","0","0","BeachTrap","NONE","0","3000","1037","0","0","1000","NONE","2000","NONE","500","0","AccelBoardA"
"SpeedTerritoryB","NONE","NONE","WaterMelon","NONE","0","3000","AccelBoardA","NONE","0","2700","1038","0","0","1000","AccelBoardA","2200","AccelBoardA","500","3500","EnemyB"
"SpeedTerritoryA","NONE","NONE","BeachTrap","NONE","0","3100","WarpGateA","NONE","0","2400","1039","0","0","1700","NONE","2500","NONE","800","0","NONE"
"EnemyB","NONE","NONE","SummerEnemyC","NONE","0","2500","SummerJumpOverEnemyA","NONE","0","1800","1040","0","0","1000","WarpGateA","1400","NONE","500","0","SummerJumpOverEnemyA"
"BeachTrap","NONE","NONE","BeachTrap","NONE","0","3300","AccelBoardA","NONE","0","2800","1041","0","0","1500","AccelBoardA","2000","NONE","1000","0","SummerEnemyC"
"BeachTrap","NONE","NONE","BeachTrap","NONE","0","2700","AccelBoardA","NONE","0","1800","1042","0","0","900","SummerJumpOverEnemyA","1300","AccelBoardA","500","3300","WaterMelon"
"AccelBoardA","NONE","NONE","SummerEnemyB","NONE","0","2700","AccelBoardA","NONE","0","2200","1043","0","0","1100","BeachTrap","1500","NONE","500","0","SummerEnemyC"
"AccelBoardA","NONE","NONE","SummerEnemyB","NONE","0","0","BeachJumpBoard","NONE","0","3300","1044","0","0","1400","NONE","2300","NONE","500","0","SpeedTerritoryB"
"EnemyB","NONE","NONE","AccelBoardA","NONE","0","0","AccelBoardA","NONE","0","2700","1045","0","0","1900","NONE","2300","NONE","1280","0","AccelBoardA"
"AccelBoardA","NONE","NONE","AccelBoardA","NONE","0","2500","AccelBoardA","NONE","0","2000","1046","0","0","900","BeachJumpBoard","1300","NONE","400","0","EnemyB"
"SpeedTerritoryB","NONE","NONE","AccelBoardA","NONE","0","0","WarpGateA","NONE","0","0","1047","0","0","1500","NONE","2400","NONE","700","0","NONE"
"SummerEnemyD","NONE","NONE","AccelBoardA","NONE","0","0","BeachTrap","NONE","0","3100","1048","0","0","1600","NONE","2500","NONE","550","0","BeachTrap"
"SpeedTerritoryB","NONE","NONE","WaterMelon","NONE","0","3000","AccelBoardA","NONE","0","2500","1049","0","0","1000","BeachTrap","2000","BeachTrap","500","3500","BeachJumpOverTrap"
"BeachJumpOverTrap","NONE","NONE","BeachJumpOverTrap","NONE","0","3000","BeachJumpOverTrap","NONE","0","2400","1050","0","0","1200","BeachJumpOverTrap","1800","BeachJumpOverTrap","600","3600","BeachJumpOverTrap"
"BeachJumpBoard","NONE","NONE","BeachJumpBoard","NONE","0","0","BeachJumpBoard","NONE","0","3000","1051","0","0","1300","NONE","2200","NONE","500","0","BeachJumpBoard"
"BeachJumpBoard","NONE","NONE","BeachJumpBoard","NONE","0","0","BeachJumpBoard","NONE","0","3500","1052","0","0","1200","NONE","2100","NONE","300","0","SpeedTerritoryA"
"BeachJumpOverTrap","NONE","NONE","BeachJumpOverTrap","NONE","0","3000","BeachJumpOverTrap","NONE","0","2400","1053","0","0","1200","BeachTrap","1800","BeachTrap","600","3600","BeachTrap"
"BeachJumpBoard","NONE","NONE","NONE","NONE","0","0","NONE","NONE","0","0","1054","0","0","0","NONE","0","NONE","500","0","NONE"
"BeachJumpBoard","NONE","NONE","BeachJumpBoard","NONE","0","0","BeachJumpBoard","NONE","0","3500","1055","0","0","1200","NONE","2100","NONE","300","0","EnemyB"
"BeachJumpOverTrap","NONE","NONE","BeachJumpOverTrap","NONE","0","3000","BeachJumpOverTrap","NONE","0","2400","1056","0","0","1200","BeachJumpOverTrap","1800","BeachTrap","600","3600","BeachJumpOverTrap"
"BeachJumpBoard","NONE","NONE","BeachJumpBoard","NONE","0","0","BeachJumpBoard","NONE","0","0","1057","0","0","1500","NONE","2500","NONE","500","0","NONE"
"BeachJumpBoard","NONE","NONE","BeachJumpBoard","NONE","0","0","BeachJumpBoard","NONE","0","3500","1058","0","0","1200","NONE","2100","NONE","300","0","SummerEnemyC"
"BeachJumpOverTrap","NONE","NONE","BeachJumpOverTrap","NONE","0","3000","BeachJumpOverTrap","NONE","0","2400","1059","0","0","1200","BeachTrap","1800","BeachTrap","600","3600","BeachJumpOverTrap"
"BeachJumpBoard","NONE","NONE","BeachJumpBoard","NONE","0","0","NONE","NONE","0","0","1060","0","0","2500","NONE","0","NONE","1300","0","NONE"
"BeachJumpBoard","NONE","NONE","BeachJumpBoard","NONE","0","0","BeachJumpBoard","NONE","0","3500","1061","0","0","1200","NONE","2100","NONE","300","0","SummerJumpOverEnemyB"
"SummerEnemyD","NONE","NONE","BeachTrap","NONE","0","3300","AccelBoardA","NONE","0","2600","1062","0","0","1200","BeachJumpOverTrap","1800","NONE","500","0","BeachJumpOverTrap"
"BeachJumpBoard","NONE","NONE","SpeedTerritoryB","NONE","0","0","AccelBoardA","NONE","0","0","1063","0","0","2300","NONE","3300","NONE","700","0","NONE"
"SpeedTerritoryB","ShellFlyingItem","NONE","ShaveIce","NONE","0","2400","ShellFlyingItem","NONE","0","2000","1064","3200","0","1200","ShellFlyingItem","1600","SummerEnemyG","600","2800","EnemyB"
"SummerEnemyD","ShellFlyingItem","NONE","BeachTrap","SummerEnemyG","0","2000","ShaveIce","SummerEnemyG","3200","1600","1065","2800","3600","800","ShellFlyingItem","1200","SummerEnemyA","400","2400","EnemyB"
"BeachJumpBoard","SummerEnemyG","NONE","SummerEnemyA_NoColl","SummerEnemyG","0","2400","SummerEnemyG","NONE","3600","2000","1066","3200","0","800","EnemyB","1600","SummerEnemyC","400","2800","ShaveIce"
"AccelBoardA","SummerEnemyA","NONE","AccelBoardA","NONE","0","2800","AccelBoardA","NONE","0","2400","1067","3600","0","1100","ShaveIce","1800","EnemyB","400","3200","SpeedTerritoryA"
"WaterMelon","NONE","NONE","WaterMelon","NONE","0","0","WaterMelon","NONE","0","2700","1068","0","0","1300","NONE","2000","NONE","300","0","ShaveIce"
"WaterMelon","NONE","NONE","WaterMelon","NONE","0","0","WaterMelon","NONE","0","3200","1069","0","0","1200","NONE","2200","NONE","300","0","WaterMelon"
"WaterMelon","NONE","NONE","WaterMelon","NONE","0","0","WaterMelon","NONE","0","2550","1070","0","0","1150","NONE","1850","NONE","300","0","ShaveIce"
"WaterMelon","NONE","NONE","WaterMelon","NONE","0","0","WaterMelon","NONE","0","2400","1071","0","0","1000","NONE","1700","NONE","300","0","ShaveIce"
"BeachTrap","NONE","NONE","SpeedTerritoryB","NONE","0","0","SummerEnemyA","NONE","0","1600","1072","0","0","800","NONE","1200","NONE","400","0","WaterMelon"
"BeachTrap","NONE","NONE","SpeedTerritoryB","NONE","0","0","SummerEnemyB","NONE","0","1600","1073","0","0","800","NONE","1200","NONE","400","0","Balloon"
"BeachTrap","NONE","NONE","SpeedTerritoryB","NONE","0","0","SummerEnemyC","NONE","0","1600","1074","0","0","800","NONE","1200","NONE","400","0","BeachJumpBoard"
"BeachTrap","NONE","NONE","SpeedTerritoryB","NONE","0","0","SummerEnemyD","NONE","0","1600","1075","0","0","800","NONE","1200","NONE","400","0","ShaveIce"
"SummerEnemyD","SummerEnemyG","NONE","SummerJumpOverEnemyC","NONE","0","2400","EnemyB","NONE","0","1800","1076","3600","0","800","EnemyB","1200","ShellFlyingItem","400","3000","ShaveIce"
"SpeedTerritoryA","SummerEnemyG","NONE","WaterMelon","NONE","0","2600","SpeedTerritoryA","NONE","0","2000","1077","3600","0","800","SummerEnemyC","1600","EnemyB","400","3200","ShaveIce"
"Surf","NONE","NONE","ShellFlyingItem","NONE","0","2800","SummerEnemyB","NONE","0","2000","1078","3600","0","800","BeachJumpOverTrap","1600","SummerEnemyG","400","3600","SummerEnemyG"
"BeachTrap","SummerEnemyB","NONE","BeachJumpOverTrap","NONE","0","2000","BeachTrap","NONE","0","1600","1079","2800","0","800","ShellFlyingItem","1200","ShellFlyingItem","400","2400","Surf"
"BeachJumpBoard","SummerEnemyB","NONE","SummerEnemyA_NoColl","ShellFlyingItem","0","1600","BeachTrap_NoCall","SummerEnemyB","2800","1300","1080","2400","3200","700","SummerEnemyC","1000","Surf","400","2000","SummerEnemyB"
"SummerEnemyA","BeachJumpOverTrap","NONE","Surf","NONE","0","2000","ShellFlyingItem","NONE","0","1600","1081","3600","0","800","SummerEnemyB","1200","BeachTrap","400","2800","SummerEnemyB"
"SurfB","BeachJumpOverTrap","NONE","ShellFlyingItem","NONE","0","2400","BeachTrap","NONE","0","2000","1082","3600","0","800","SummerEnemyB","1600","SummerEnemyB","400","3200","SurfB"
"SpeedTerritoryA","ShellFlyingItem","NONE","SurfB","SummerEnemyG","0","2000","ShellFlyingItem","NONE","3400","1800","1083","3000","0","800","Surf","1100","SummerEnemyC","400","2600","SummerEnemyB"
"Surf","SummerEnemyC","NONE","EnemyB","NONE","0","2500","ShellFlyingItem","NONE","0","1800","1084","3600","0","800","SurfB","1500","SummerEnemyG","300","2800","SummerEnemyC"
"SurfB","SummerEnemyC","NONE","EnemyB","NONE","0","2500","BeachJumpOverTrap","NONE","0","1800","1085","3600","0","800","SurfB","1500","SummerEnemyG","300","2800","SummerEnemyC"
"Surf","BeachJumpOverTrap","NONE","EnemyB","NONE","0","2500","ShellFlyingItem","NONE","0","1800","1086","3600","0","800","SurfB","1500","SummerEnemyG","300","2800","SummerEnemyC"
"Surf","BeachTrap","NONE","EnemyB","NONE","0","2500","ShellFlyingItem","NONE","0","1800","1087","3600","0","800","SurfB","1500","SummerEnemyG","300","2800","SummerEnemyC"
"Carpet500","NONE","NONE","NONE","NONE","0","0","NONE","NONE","0","0","1088","0","0","0","NONE","0","NONE","400","0","NONE"
"SummerEnemyA","SummerJumpOverEnemyA","NONE","SummerEnemyB","NONE","0","2600","BeachTrap","NONE","0","2100","1089","3500","0","1000","AccelBoardA","1500","BeachJumpOverTrap","500","3000","BeachJumpOverTrap"
"BeachTrap","BeachTrap","NONE","SpeedTerritoryA","NONE","0","2300","SummerJumpOverEnemyA","NONE","0","1900","1090","3300","0","900","SummerEnemyB","1500","SummerEnemyC","400","2800","AccelBoardA"
"WaterMelon","NONE","NONE","BeachTrap","NONE","0","3200","SummerEnemyA","NONE","0","2700","1091","0","0","1500","SummerEnemyA","2200","NONE","500","0","SummerEnemyB"
"BeachJumpOverTrap","NONE","NONE","SummerEnemyA","NONE","0","2600","BeachTrap","NONE","0","2200","1092","0","0","1100","SpeedTerritoryA","1700","BeachTrap","600","3300","SummerJumpOverEnemyA"
"Surf","NONE","NONE","EnemyB","NONE","0","3000","ShellFlyingItem","NONE","0","2600","1093","0","0","900","SummerEnemyG","1500","SummerEnemyC","500","3400","ShaveIce"
"SummerEnemyC","NONE","NONE","BeachJumpOverTrap","NONE","0","2700","ShaveIce","NONE","0","2000","1094","0","0","800","SummerEnemyG","1300","SummerEnemyC","400","3400","EnemyB"
"BeachTrap","NONE","NONE","WaterMelon","NONE","0","2800","SpeedTerritoryA","NONE","0","2300","1095","0","0","1000","SummerEnemyC","1900","ShellFlyingItem","500","3300","ShaveIce"
"SummerJumpOverEnemyA","NONE","NONE","BeachJumpBoard","NONE","0","3000","SummerEnemyB","NONE","0","2500","1096","0","0","900","ShellFlyingItem","1800","SummerEnemyC","400","3500","ShaveIce"
"SummerEnemyA","SummerEnemyA","NONE","SpeedTerritoryA","NONE","0","2200","AccelBoardA","NONE","0","1900","1097","3400","0","800","AccelBoardA","1400","SummerEnemyB","400","3000","SummerEnemyC"
"BeachTrap","BeachTrap","NONE","AccelBoardA","NONE","0","2400","SummerEnemyB","NONE","0","1900","1098","3300","0","900","SummerEnemyC","1500","SummerEnemyB","500","3000","BeachTrap"
"SummerEnemyB","NONE","NONE","BeachTrap","NONE","0","2500","SummerEnemyC","NONE","0","1900","1099","0","0","800","SummerEnemyA","1400","SummerEnemyB","400","3000","AccelBoardA"
"SummerEnemyA","SummerEnemyB","NONE","BeachTrap","NONE","0","2300","AccelBoardA","NONE","0","1900","1100","3400","0","900","SummerEnemyD","1300","BeachTrap","500","3000","SpeedTerritoryA"
"SummerEnemyA","NONE","NONE","BeachTrap","NONE","0","2700","SpeedTerritoryA","NONE","0","2100","1101","0","0","1000","SummerEnemyB","1600","BeachTrap","600","3300","SummerEnemyB"
"BeachTrap","SummerEnemyA","NONE","SummerEnemyA","SummerEnemyB","0","2300","AccelBoardA","NONE","3400","1900","1102","3000","0","900","SummerEnemyC","1500","BeachTrap","500","2700","SummerEnemyB"
"SummerEnemyB","SummerEnemyC","NONE","SummerEnemyC","NONE","0","2800","BeachTrap","NONE","0","1900","1103","3600","0","1100","SummerEnemyB","1500","SpeedTerritoryA","600","3300","SpeedTerritoryA"
"BeachTrap","SpeedTerritoryA","NONE","SummerEnemyD","SummerEnemyC","0","2200","BeachTrap","NONE","3300","1800","1104","2900","0","1000","AccelBoardA","1400","SummerEnemyA","600","2600","SummerEnemyA"
"SummerJumpOverEnemyA","SummerEnemyD","NONE","SummerJumpOverEnemyD","SummerEnemyA","0","2400","SummerEnemyC","NONE","3500","1900","1105","3100","0","1000","SummerEnemyD","1500","SummerJumpOverEnemyC","500","2800","SummerEnemyA"
"SummerJumpOverEnemyC","SummerEnemyC","NONE","SummerEnemyA","NONE","0","2500","SummerJumpOverEnemyB","NONE","0","2000","1106","3500","0","900","SummerJumpOverEnemyB","1500","SummerEnemyD","500","3100","SummerEnemyD"
"SummerEnemyA","NONE","NONE","SummerJumpOverEnemyC","NONE","0","2800","SummerJumpOverEnemyC","NONE","0","2300","1107","0","0","1200","SummerEnemyA","1800","SummerJumpOverEnemyB","600","3400","SummerJumpOverEnemyA"
"SummerJumpOverEnemyB","NONE","NONE","SummerEnemyD","NONE","0","2900","SummerJumpOverEnemyA","NONE","0","2400","1108","0","0","1000","SummerEnemyA","1700","SummerEnemyB","500","3500","SummerJumpOverEnemyC"
"SurfC","NONE","NONE","ShellFlyingItem","NONE","0","3000","SummerEnemyB","NONE","0","2000","8001","0","0","1000","SummerEnemyG","1300","NONE","700","0","SummerEnemyG"
"SurfC","NONE","NONE","SummerEnemyA","NONE","0","3000","EnemyB","NONE","0","2000","8002","0","0","1000","SummerEnemyG","1300","NONE","700","0","SummerEnemyA"
"SurfB","SpeedTerritoryB","NONE","SummerEnemyA","AccelBoardA","0","2200","SummerJumpOverEnemyA","NONE","3100","1900","8003","2800","0","1300","BeachJumpOverTrap","1600","SpeedTerritoryA","300","2500","BeachTrap"
"SurfB","NONE","NONE","BeachJumpBoard","NONE","0","2200","SummerEnemyA_NoColl","NONE","0","1800","8004","0","0","1300","WarpGateA","1600","WaterMelon","300","3200","SpeedTerritoryA_NoColl"
"SurfB","NONE","NONE","Balloon","NONE","0","0","SummerEnemyA_NoColl","NONE","0","2400","8005","0","0","1300","NONE","2000","NONE","300","0","SpeedTerritoryA_NoColl"
"NONE","SpeedTerritoryB","NONE","SummerEnemyA","AccelBoardA","0","1200","SummerJumpOverEnemyA","SurfB","2100","900","8006","1800","3000","300","BeachJumpOverTrap","600","SpeedTerritoryA","0","1500","BeachTrap"
"NONE","SurfB","NONE","BeachJumpBoard","NONE","0","1200","SummerEnemyA_NoColl","NONE","0","800","8007","3000","0","300","WarpGateA","600","WaterMelon","0","2200","SpeedTerritoryA_NoColl"
"NONE","NONE","NONE","Balloon","NONE","0","3000","SummerEnemyA_NoColl","NONE","0","1300","8008","0","0","300","SurfB","1000","NONE","0","0","SpeedTerritoryA_NoColl"
"NONE","NONE","NONE","NONE","NONE","0","3000","NONE","NONE","0","1300","8009","0","0","300","NONE","1000","NONE","0","0","NONE"
"AccelBoardA","NONE","NONE","AccelBoardA","NONE","0","0","WarpGateA","NONE","0","3100","9990","0","0","1000","NONE","2000","NONE","500","0","BeachJumpBoard"
"AccelBoardA","NONE","NONE","BeachTrap","NONE","0","2500","BeachTrap","NONE","0","2000","9991","0","0","800","EnemyB","1300","NONE","500","3000","SummerJumpOverEnemyB"
"AccelBoardA","NONE","NONE","SummerEnemyC","NONE","0","2800","SummerJumpOverEnemyB","NONE","0","2100","9992","0","0","1100","AccelBoardA","1400","BeachTrap","500","3300","EnemyB"
"AccelBoardA","SummerEnemyA","NONE","SummerJumpOverEnemyA","NONE","0","3000","SummerEnemyA","NONE","0","2500","9993","3600","0","1200","SummerEnemyB","2000","SummerEnemyA","500","3300","AccelBoardA"
"WaterMelon","NONE","NONE","AccelBoardA","NONE","0","2500","AccelBoardA","NONE","0","2000","9994","0","0","1000","AccelBoardA","1500","AccelBoardA","300","3000","AccelBoardA"
"SummerJumpOverEnemyA","NONE","NONE","EnemyB","NONE","0","2600","BeachJumpOverTrap","NONE","0","1700","9995","0","0","900","BeachJumpOverTrap","1400","SummerJumpOverEnemyA","500","3000","SpeedTerritoryA"
"SummerJumpOverEnemyB","NONE","NONE","WarpGateA","NONE","0","0","AccelBoardA","NONE","0","2700","9996","0","0","700","NONE","1900","NONE","400","0","AccelBoardA"
