1d0b09b56c7b1cb2aedacce7dc43e4537356ffef01d825eb02460633e2fc12fd,4768a953a86621a849fb0212eaebcd92baa2822a0aba6cfbcdb83f10ad3d479c,33ee3b26576251695822061eb844e73c0bb3fef4111ac02550b4bc9f2559b8dc,b75660c8fe2dfea8c8b0096ffa5f38be81a9a7b506d3bdb1aa270a85bda37b95,f6af4162b4d17bcbe488688fb1f28e17c1d4422c2b9599a118c460be17f50e82,b6fe2e37ed4fde62349394f652a00908378f05a194276fa45e43004e45e89875,0045d5d642ee64aa25e8c20068a2642da00c96ae2141cdca68a731c2d8ce6b8b,1590e5a6a16d0d86ec5e059ed3cfa36bc1114534272f1c3ade24e8752344ce86,8bb88f0a7746633bce1616ddb15e94d142d266830c290ab69694c796cbbb284b,f68ec208c9431d5782505dd9fd93f03776415c06d53114ac09877cf0c77cb0e7,7db1e0c02769a1978553d31cde1875e6c6d51a3e19e1d2facd66fb78e0e5cb2a,ae66835eeab16b85d984729542384b90ddbd9e48536a01c0469b38c70c4d48fc,63649dc8e8df7ea003d14bf90104bab928823eaabeb92aa006b0456dbe197461,71c5d286d2114374b9d04f104b92a10e6d8310c022e321b0e12c3c509f4ab2ef
"31012","0","101201","0","2","0","100","0","28004","2030/08/01 14:59:59","2020/09/03 19:00:00","1","0","0"
"31134","0","113401","0","2","0","100","0","28004","2030/08/01 14:59:59","2020/09/03 19:00:00","2","0","0"
"31038","0","103801","0","2","0","100","0","28005","2030/08/01 14:59:59","2020/09/03 19:00:00","1","0","0"
"31123","0","112301","0","2","0","100","0","28005","2030/08/01 14:59:59","2020/09/03 19:00:00","2","0","0"
"31071","0","107101","0","2","0","100","0","28006","2030/08/01 14:59:59","2020/09/03 19:00:00","1","0","0"
"31115","0","111501","0","2","0","100","0","28006","2030/08/01 14:59:59","2020/09/03 19:00:00","2","0","0"
"31020","0","102001","0","2","0","100","0","28007","2030/08/01 14:59:59","2020/10/01 17:00:00","1","0","0"
"31113","0","111301","0","2","0","100","0","28007","2030/08/01 14:59:59","2020/10/01 17:00:00","2","0","0"
"31004","0","100401","0","2","0","100","0","28008","2030/08/01 14:59:59","2020/10/01 17:00:00","1","0","0"
"31112","0","111201","0","2","0","100","0","28008","2030/08/01 14:59:59","2020/10/01 17:00:00","2","0","0"
"31036","0","103601","0","2","0","100","0","28009","2030/08/01 14:59:59","2020/10/01 17:00:00","1","0","0"
"31111","0","111101","0","2","0","100","0","28009","2030/08/01 14:59:59","2020/10/01 17:00:00","2","0","0"
"31049","0","104901","0","2","0","100","0","28010","2030/08/01 14:59:59","2020/11/05 12:00:00","1","0","0"
"31091","0","109101","0","2","0","100","0","28010","2030/08/01 14:59:59","2020/11/05 12:00:00","2","0","0"
"31011","0","101101","0","2","0","100","0","28011","2030/08/01 14:59:59","2020/11/05 12:00:00","1","0","0"
"31129","0","112901","0","2","0","100","0","28011","2030/08/01 14:59:59","2020/11/05 12:00:00","2","0","0"
"31070","0","107001","0","2","0","100","0","28012","2030/08/01 14:59:59","2020/11/05 12:00:00","1","0","0"
"31110","0","111001","0","2","0","100","0","28013","2030/08/01 14:59:59","2022/03/21","1","0","0"
"31164","0","116401","0","2","0","100","0","28013","2030/08/01 14:59:59","2022/03/21","2","0","0"
"31109","0","110901","0","2","0","100","0","28014","2030/08/01 14:59:59","2022/03/21","1","0","0"
"31163","0","116301","0","2","0","100","0","28014","2030/08/01 14:59:59","2022/03/21","2","0","0"
"31108","0","110801","0","2","0","100","0","28015","2030/08/01 14:59:59","2022/03/21","1","0","0"
"31162","0","116201","0","2","0","100","0","28015","2030/08/01 14:59:59","2022/03/21","2","0","0"
"31042","0","104201","0","2","0","100","0","28016","2030/08/01 14:59:59","2022/04/18","1","0","0"
"31084","0","108401","0","2","0","100","0","28016","2030/08/01 14:59:59","2022/04/18","2","0","0"
"31173","0","117301","0","2","0","100","0","28016","2030/08/01 14:59:59","2022/04/18","3","0","0"
"31014","0","101401","0","2","0","100","0","28017","2030/08/01 14:59:59","2022/04/18","1","0","0"
"31122","0","112201","0","2","0","100","0","28017","2030/08/01 14:59:59","2022/04/18","2","0","0"
"31157","0","115701","0","2","0","100","0","28017","2030/08/01 14:59:59","2022/04/18","3","0","0"
"31053","0","105301","0","2","0","100","0","28018","2030/08/01 14:59:59","2022/04/18","1","0","0"
"31142","0","114201","0","2","0","100","0","28018","2030/08/01 14:59:59","2022/04/18","2","0","0"
"31068","0","106801","0","2","0","100","0","28019","2030/08/01 14:59:59","2022/05/16","1","0","0"
"31212","0","121201","0","2","0","100","0","28019","2030/08/01 14:59:59","2022/05/16","2","0","0"
"31047","0","104701","0","2","0","100","0","28020","2030/08/01 14:59:59","2022/05/16","1","0","0"
"31136","0","113601","0","2","0","100","0","28020","2030/08/01 14:59:59","2022/05/16","2","0","0"
"31027","0","102701","0","2","0","100","0","28021","2030/08/01 14:59:59","2022/05/16","1","0","0"
"31090","0","109001","0","2","0","100","0","28021","2030/08/01 14:59:59","2022/05/16","2","0","0"
"31170","0","117001","0","2","0","100","0","28021","2030/08/01 14:59:59","2022/05/16","3","0","0"
"31071","0","107101","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","1","0","0"
"31061","0","106101","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","2","0","0"
"31070","0","107001","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","3","0","0"
"31804","0","180401","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","4","0","0"
"31805","0","180501","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","5","0","0"
"31802","0","180201","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","6","0","0"
"31068","0","106801","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","7","0","0"
"31801","0","180101","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","8","0","0"
"31806","0","180601","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","9","0","0"
"31803","0","180301","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","10","0","0"
"31807","0","180701","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","11","0","0"
"31067","0","106701","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","12","0","0"
"31808","0","180801","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","13","0","0"
"31181","0","118101","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","14","0","0"
"31809","0","180901","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","15","0","0"
"31230","0","123001","0","2","0","100","0","28022","2030/08/01 14:59:59","2023/01/15 15:00:00","16","0","0"
"31075","0","107501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","1","0","0"
"31077","0","107701","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","2","0","0"
"31078","0","107801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","3","0","0"
"31079","0","107901","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","4","0","0"
"31081","0","108101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","5","0","0"
"31083","0","108301","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","6","0","0"
"31084","0","108401","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","7","0","0"
"31086","0","108601","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","8","0","0"
"31087","0","108701","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","9","0","0"
"31088","0","108801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","10","0","0"
"31091","0","109101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","11","0","0"
"31100","0","110001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","12","0","0"
"31103","0","110301","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","13","0","0"
"31104","0","110401","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","14","0","0"
"31106","0","110601","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","15","0","0"
"31111","0","111101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","16","0","0"
"31115","0","111501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","17","0","0"
"31120","0","112001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","18","0","0"
"31119","0","111901","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","19","0","0"
"31131","0","113101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","20","0","0"
"31134","0","113401","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","21","0","0"
"31139","0","113901","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","22","0","0"
"31144","0","114401","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","23","0","0"
"31118","0","111801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","24","0","0"
"31150","0","115001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","25","0","0"
"31155","0","115501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","26","0","0"
"31170","0","117001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","27","0","0"
"31172","0","117201","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","28","0","0"
"31180","0","118001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","29","0","0"
"31177","0","117701","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","30","0","0"
"31199","0","119901","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","31","0","0"
"31207","0","120701","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","32","0","0"
"31209","0","120901","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","33","0","0"
"31210","0","121001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","34","0","0"
"31211","0","121101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","35","0","0"
"31215","0","121501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","36","0","0"
"31225","0","122501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","37","0","0"
"31229","0","122901","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","38","0","0"
"31233","0","123301","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","39","0","0"
"31236","0","123601","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","40","0","0"
"31238","0","123801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","41","0","0"
"31240","0","124001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","42","0","0"
"31076","0","107601","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","43","0","0"
"31080","0","108001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","44","0","0"
"31082","0","108201","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","45","0","0"
"31085","0","108501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","46","0","0"
"31089","0","108901","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","47","0","0"
"31090","0","109001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","48","0","0"
"31101","0","110101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","49","0","0"
"31105","0","110501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","50","0","0"
"31112","0","111201","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","51","0","0"
"31116","0","111601","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","52","0","0"
"31121","0","112101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","53","0","0"
"31123","0","112301","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","54","0","0"
"31130","0","113001","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","55","0","0"
"31132","0","113201","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","56","0","0"
"31135","0","113501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","57","0","0"
"31141","0","114101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","58","0","0"
"31146","0","114601","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","59","0","0"
"31147","0","114701","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","60","0","0"
"31156","0","115601","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","61","0","0"
"31158","0","115801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","62","0","0"
"31168","0","116801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","63","0","0"
"31174","0","117401","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","64","0","0"
"31178","0","117801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","65","0","0"
"31192","0","119201","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","66","0","0"
"31208","0","120801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","67","0","0"
"31212","0","121201","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","68","0","0"
"31221","0","122101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","69","0","0"
"31224","0","122401","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","70","0","0"
"31228","0","122801","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","71","0","0"
"31235","0","123501","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","72","0","0"
"31241","0","124101","0","2","0","100","0","28023","2030/08/01 14:59:59","2023/01/15 15:00:00","73","0","0"
"31009","0","100901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","1","0","0"
"31010","0","101001","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","2","0","0"
"31011","0","101101","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","3","0","0"
"31012","0","101201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","4","0","0"
"31018","0","101801","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","5","0","0"
"31028","0","102801","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","6","0","0"
"31029","0","102901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","7","0","0"
"31030","0","103001","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","8","0","0"
"31032","0","103201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","9","0","0"
"31043","0","104301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","10","0","0"
"31049","0","104901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","11","0","0"
"31053","0","105301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","12","0","0"
"31057","0","105701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","13","0","0"
"31047","0","104701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","14","0","0"
"31063","0","106301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","15","0","0"
"31036","0","103601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","16","0","0"
"31044","0","104401","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","17","0","0"
"31037","0","103701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","18","0","0"
"31056","0","105601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","19","0","0"
"31014","0","101401","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","20","0","0"
"31092","0","109201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","21","0","0"
"31094","0","109401","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","22","0","0"
"31095","0","109501","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","23","0","0"
"31096","0","109601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","24","0","0"
"31107","0","110701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","25","0","0"
"31108","0","110801","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","26","0","0"
"31113","0","111301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","27","0","0"
"31114","0","111401","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","28","0","0"
"31065","0","106501","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","29","0","0"
"31117","0","111701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","30","0","0"
"31122","0","112201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","31","0","0"
"31110","0","111001","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","32","0","0"
"31109","0","110901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","33","0","0"
"31127","0","112701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","34","0","0"
"31128","0","112801","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","35","0","0"
"31129","0","112901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","36","0","0"
"31066","0","106601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","37","0","0"
"31133","0","113301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","38","0","0"
"31136","0","113601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","39","0","0"
"31137","0","113701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","40","0","0"
"31138","0","113801","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","41","0","0"
"31140","0","114001","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","42","0","0"
"31142","0","114201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","43","0","0"
"31143","0","114301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","44","0","0"
"31145","0","114501","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","45","0","0"
"31064","0","106401","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","46","0","0"
"31157","0","115701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","47","0","0"
"31159","0","115901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","48","0","0"
"31160","0","116001","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","49","0","0"
"31162","0","116201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","50","0","0"
"31163","0","116301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","51","0","0"
"31165","0","116501","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","52","0","0"
"31166","0","116601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","53","0","0"
"31167","0","116701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","54","0","0"
"31169","0","116901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","55","0","0"
"31171","0","117101","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","56","0","0"
"31173","0","117301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","57","0","0"
"31175","0","117501","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","58","0","0"
"31176","0","117601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","59","0","0"
"31179","0","117901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","60","0","0"
"31190","0","119001","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","61","0","0"
"31191","0","119101","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","62","0","0"
"31193","0","119301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","63","0","0"
"31164","0","116401","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","64","0","0"
"31213","0","121301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","65","0","0"
"31214","0","121401","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","66","0","0"
"31216","0","121601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","67","0","0"
"31220","0","122001","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","68","0","0"
"31219","0","121901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","69","0","0"
"31222","0","122201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","70","0","0"
"31223","0","122301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","71","0","0"
"31226","0","122601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","72","0","0"
"31227","0","122701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","73","0","0"
"31231","0","123101","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","74","0","0"
"31232","0","123201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","75","0","0"
"31237","0","123701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","76","0","0"
"31239","0","123901","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","77","0","0"
"31242","0","124201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","78","0","0"
"31005","0","100501","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","79","0","0"
"31006","0","100601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","80","0","0"
"31007","0","100701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","81","0","0"
"31008","0","100801","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","82","0","0"
"31013","0","101301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","83","0","0"
"31015","0","101501","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","84","0","0"
"31016","0","101601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","85","0","0"
"31017","0","101701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","86","0","0"
"31020","0","102001","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","87","0","0"
"31023","0","102301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","88","0","0"
"31026","0","102601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","89","0","0"
"31027","0","102701","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","90","0","0"
"31031","0","103101","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","91","0","0"
"31033","0","103301","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","92","0","0"
"31038","0","103801","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","93","0","0"
"31042","0","104201","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","94","0","0"
"31045","0","104501","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","95","0","0"
"31046","0","104601","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","96","0","0"
"31048","0","104801","0","2","0","100","0","28024","2030/08/01 14:59:59","2023/01/15 15:00:00","97","0","0"
