57d09de225253e99aaefb9f361c2b714cf7aac6a8e2eee12e746449c31a444c4,6b70d2f68981b0f07653c8414452e46326ca1b7b74d8eb23f9379803a73bcb31,9909c6233154a92eeb918008f6f39ce8b43366b2f948cf7104cbd3202e362bab,0a9d049de7eb9c8e151c576a4d4a8c40d26696339b1ee52da99d20e47750946f,603b23651d08dd8e4e61b37679bb86f28eed224454c0384757a26df7a1e006be,c6f1a50a95f967a15b406bcc6dbb52db50d04ec3f3d91be0a889ca84f48fbf79,714b4b4e9b1f536f5fcb12a1c810a15b2bfcbf77b72f691c9327acfc6c1b8de8,424945724014a81cc88433440c0dbe0cadf72836e171b2fa5ca28c99f9172d31,f18dc205db526f3986c4228361f29a654a0a16101dc6f50766595214aa653caa,24f38348d5f74d8fe8acd07b8413c17ebdd4dfe3446a210659ca78707528fdfe,9183c2668a661c10f452cfd40531e35ae7c8a8094b7f090413a54dd0ded14a0a
"","31","0","11","1","400","","2003","2","11","-130"
"","91","","0","","","","2004","2","0",""
"","3","0.2","2","","1","","2005","2","top_iroha_read",""
"","93","","9","","","","2006","2","0",""
"","4","","11","","","","2007","2","1",""
"","2","","11","0","130","","2008","2","-980","7"
"","93","","2.5","","","","2009","2","0",""
"","3","0.2","2","","0","","2010","2","top_iroha_read_notice",""
"","93","","0.6","","","","2011","2","0",""
"0","3","0","2","1","0","","2012","2","top_iroha_notice_to_run","top_iroha_run"
"","93","","0.4","","","","2013","2","0",""
"","32","","11","","","","2014","2","1",""
"","37","","11","","","","2015","2","smokeR",""
"","33","","11","0","-130","","2016","2","-980","4.2"
"","2","","2","0","-130","","2017","2","-980","4.2"
"","93","","4.2","","","","2018","2","0",""
"","32","","11","","","","2019","2","0",""
"","93","","1","","","","2020","2","0",""
"","4","","11","","","","2021","2","0",""
"","2","","11","0","130","","2022","2","980","7"
"","93","","1.5","","","","2023","2","0",""
"","32","","11","","","","2024","2","1",""
"","37","","11","","","","2025","2","smokeL",""
"","33","","11","0","-130","","2026","2","980","5.964"
"","3","0","2","","1","","2027","2","top_iroha_run_joy",""
"","4","","2","","","","2028","2","0",""
"","2","","2","0","-130","","2029","2","980","5.964"
"","93","","5.964","","","","2030","2","0",""
"","32","","11","","","","2031","2","0",""
"","93","","2","","","","2032","2","0",""
"","3","0","2","","1","","2033","2","top_iroha_walk",""
"","4","","2","","","","2034","2","1",""
"","2","","2","0","-130","","2035","2","400","3"
"","33","","11","0","-130","","2036","2","400","3"
"","93","","3","","","","2037","2","0",""
"0","3","0.2","2","1","0","","2038","2","top_iroha_walk_out","idle_normal"
"","93","","0.4","","","","2039","2","0",""
"0.2","3","0.2","2","","0","","2040","2","top_iroha_sit_in",""
"","93","","4","","","","2041","2","0",""
"","101","","2005","","","","2042","2","",""
"1","5","1.38","3","-130","100","top_sono_readPaper","3001","3","3","350"
"","31","1","10","1","475","","3002","3","10","-18"
"","91","","0","","","","3003","3","0",""
"","3","0.2","3","","1","","3004","3","top_sono_readPaper",""
"","93","","13.6","","","","3005","3","0",""
"0","3","0.2","3","1","0","","3006","3","top_sono_sit_out","top_sono_stretch"
"","93","","3.5","","","","3007","3","0",""
"","3","0.2","3","","1","","3008","3","top_sono_drink",""
"","93","","10.5","","","","3009","3","",""
"","3","0.2","3","","0","","3010","3","top_sono_sit_in",""
"","93","","2.6","","","","3011","3","0",""
"","101","","3004","","","","3012","3","",""
"1","5","1.43","2","-130","101","top_iroha_read","4001","4","2","400"
"1","5","1.4","1","-103","100","top_luis_thinking","4002","4","1","-216"
"1","5","1.4","11","130","102","butterfly","4003","4","11","980"
"","31","0","11","1","400","","4004","4","11","-130"
"","91","","0","","","","4005","4","0",""
"","3","0.2","1","","1","","4006","4","top_luis_thinking",""
"","3","0.2","2","","1","","4007","4","top_iroha_read",""
"","93","","9","","","","4008","4","0",""
"","4","","11","","","","4009","4","1",""
"","2","","11","0","130","","4010","4","-980","7"
"","93","","2.5","","","","4011","4","0",""
"","3","0.2","2","","0","","4012","4","top_iroha_read_notice",""
"","93","","0.6","","","","4013","4","0",""
"0","3","0","2","1","0","","4014","4","top_iroha_notice_to_run","top_iroha_run"
"","93","","0.4","","","","4015","4","0",""
"","32","","11","","","","4016","4","1",""
"","37","","11","","","","4017","4","smokeR",""
"","33","","11","0","-130","","4018","4","-980","4.2"
"","2","","2","0","-130","","4019","4","-980","4.2"
"","93","","1.9","","","","4020","4","0",""
"0","3","0.2","1","1","0","","4021","4","top_luis_surprise_in","top_luis_surprise_idle"
"","93","","2.3","","","","4022","4","0",""
"","32","","11","","","","4023","4","0",""
"","93","","1","","","","4024","4","0",""
"","4","","11","","","","4025","4","0",""
"","2","","11","0","130","","4026","4","980","7"
"","93","","1.5","","","","4027","4","0",""
"","32","","11","","","","4028","4","1",""
"","37","","11","","","","4029","4","smokeL",""
"","33","","11","0","-130","","4030","4","980","5.964"
"","3","0","2","","1","","4031","4","top_iroha_run_joy",""
"","4","","2","","","","4032","4","0",""
"","2","","2","0","-130","","4033","4","980","5.964"
"","93","","2.2","","","","4034","4","0",""
"","3","0","1","","1","","4035","4","top_luis_surprise_look",""
"","93","","3.764","","","","4036","4","0",""
"","3","0.2","1","","1","","4037","4","top_luis_thinking",""
"","32","","11","","","","4038","4","0",""
"","93","","2","","","","4039","4","0",""
"","3","0","2","","1","","4040","4","top_iroha_walk",""
"","4","","2","","","","4041","4","1",""
"","2","","2","0","-130","","4042","4","400","3"
"","33","","11","0","-130","","4043","4","400","3"
"","93","","3","","","","4044","4","0",""
"0","3","0.2","2","1","0","","4045","4","top_iroha_walk_out","idle_normal"
"","93","","0.4","","","","4046","4","0",""
"0.2","3","0.2","2","","0","","4047","4","top_iroha_sit_in",""
"","93","","4","","","","4048","4","0",""
"","101","","4007","","","","4049","4","",""
"1","5","1.4","3","-130","100","top_sono_readPaper","5001","5","3","350"
"1","5","1.4","2","-130","110","top_iroha_read_loop","5002","5","2","452"
"","91","","0","","","","5003","5","0",""
"","3","0.2","2","","1","","5004","5","top_iroha_read_loop",""
"","3","0.2","3","","1","","5005","5","top_sono_readPaper",""
"","93","","13.6","","","","5006","5","0",""
"0","3","0.2","3","1","0","","5007","5","top_sono_sit_out","top_sono_stretch"
"","2","","3","0","-130","","5008","5","287","0.3"
"","93","","3.5","","","","5009","5","0",""
"","3","0.2","3","","1","","5010","5","top_sono_drink",""
"","93","","2.6","","","","5011","5","0",""
"","3","0.4","2","","0","","5012","5","top_iroha_read_look",""
"","93","","7.9","","","","5013","5","0",""
"","3","0.2","3","","0","","5014","5","top_sono_sit_in",""
"","93","","0.1","","","","5015","5","0",""
"","3","0.2","2","","1","","5016","5","top_iroha_read_loop",""
"","2","","3","0","-130","","5017","5","350","0.3"
"","93","","2.5","","","","5018","5","0",""
"","101","","5005","","","","5019","5","",""
"1","5","1.4","1","-103","100","idle_normal","6001","6","1","-216"
"1","5","1.38","3","-130","101","top_sono_readPaper_loop","6002","6","3","350"
"","31","1","10","1","475","","6003","6","10","-18"
"","31","0","13","1","56","","6004","6","13","-140"
"","31","0","14","1","56","","6005","6","14","-140"
"","91","","0","","","","6006","6","0",""
"","3","0.2","3","","1","","6007","6","top_sono_readPaper_loop",""
"0","3","0.2","1","1","0","","6008","6","top_luis_arm_crossed_in","top_luis_arm_crossed_idle"
"","93","","4","","","","6009","6","0",""
"0","3","0.2","1","1","0","","6010","6","top_luis_approach_in","top_luis_approach_idle"
"","93","","3.5","","","","6011","6","0",""
"","3","0.2","1","","1","","6012","6","top_luis_thinking",""
"","93","","3.5","","","","6013","6","0",""
"","3","0.2","1","","1","","6014","6","top_luis_walk_think",""
"","2","","1","0","-103","","6015","6","-495","2"
"","93","","2","","","","6016","6","0",""
"","4","","1","","","","6017","6","0",""
"","2","","1","0","-103","","6018","6","-216","2"
"","93","","2","","","","6019","6","0",""
"","3","0","1","","1","","6020","6","top_luis_notice",""
"","93","","1","","","","6021","6","0",""
"","3","0.2","1","","1","","6022","6","top_luis_walk_jog",""
"","2","","1","0","-130","","6023","6","-100","0.5"
"","93","","0.5","","","","6024","6","0",""
"","4","","1","","","","6025","6","1",""
"0","3","0.2","1","1","0","","6026","6","top_luis_sit_in","top_luis_sit_idle"
"","93","","0.1","","","","6027","6","0",""
"","2","","1","0","-140","","6028","6","-57","0.4"
"","93","","0.4","","","","6029","6","0",""
"","2","","1","0","-140","","6030","6","-16","0"
"","4","","1","","","","6031","6","0",""
"","93","","0.6","","","","6032","6","0",""
"","3","0.2","1","","0","","6033","6","top_luis_experiment_failer_in",""
"","93","","2.3","","","","6034","6","0",""
"","3","0.1","1","","0","","6035","6","top_luis_experiment_failer_mix",""
"","93","","2.7","","","","6036","6","0",""
"0","3","0.2","3","1","0","","6037","6","top_sono_notice_in_surprise","top_sono_notice_loop_surprise"
"","32","","13","","","","6038","6","1",""
"","3","0.1","1","","0","","6039","6","top_luis_experiment_failer_burst",""
"","93","","2.7","","","","6040","6","0",""
"","3","0.2","3","","1","","6041","6","top_sono_readPaper_loop",""
"","3","0.1","1","","0","","6042","6","top_luis_experiment_failer_out",""
"","93","","1.1","","","","6043","6","0",""
"0","3","0.2","1","1","0","","6044","6","top_luis_sit_out","idle_normal"
"","4","","1","","","","6045","6","1",""
"","2","","1","0","-140","","6046","6","-57","0"
"","2","","1","0","-130","","6047","6","-100","0.3"
"","93","","1","","","","6048","6","0",""
"","3","0.2","1","","0","","6049","6","walk_normal",""
"","2","","1","0","-103","","6050","6","-216","1"
"","93","","1","","","","6051","6","0",""
"","3","0.1","1","","0","","6052","6","idle_normal",""
"","93","","0.8","","","","6053","6","0",""
"","32","","13","","","","6054","6","0",""
"0","3","0.2","1","1","0","","6055","6","top_luis_arm_crossed_in","top_luis_arm_crossed_idle"
"","93","","4","","","","6056","6","0",""
"0","3","0.2","1","1","0","","6057","6","top_luis_approach_in","top_luis_approach_idle"
"","93","","3.5","","","","6058","6","0",""
"","3","0.2","1","","1","","6059","6","top_luis_thinking",""
"","93","","3.5","","","","6060","6","0",""
"","3","0.2","1","","1","","6061","6","top_luis_walk_think",""
"","2","","1","0","-103","","6062","6","-495","2"
"","93","","2","","","","6063","6","0",""
"","4","","1","","","","6064","6","0",""
"","2","","1","0","-103","","6065","6","-216","2"
"","93","","2","","","","6066","6","0",""
"","3","0","1","","1","","6067","6","top_luis_notice",""
"","93","","1","","","","6068","6","0",""
"","3","0.2","1","","1","","6069","6","top_luis_walk_jog",""
"","2","","1","0","-130","","6070","6","-100","0.5"
"","93","","0.5","","","","6071","6","0",""
"","4","","1","","","","6072","6","1",""
"0","3","0.2","1","1","0","","6073","6","top_luis_sit_in","top_luis_sit_idle"
"","93","","0.1","","","","6074","6","0",""
"","2","","1","0","-140","","6075","6","-57","0.4"
"","93","","0.4","","","","6076","6","0",""
"","2","","1","0","-140","","6077","6","-16","0"
"","4","","1","","","","6078","6","0",""
"","93","","0.6","","","","6079","6","0",""
"","3","0.2","1","","0","","6080","6","top_luis_experiment_success_in",""
"","93","","2.3","","","","6081","6","0",""
"","3","0.1","1","","0","","6082","6","top_luis_experiment_success_mix",""
"","93","","2.7","","","","6083","6","0",""
"0","3","0.2","3","1","0","","6084","6","top_sono_notice_in_dere","top_sono_notice_loop_dere"
"","32","","14","","","","6085","6","1",""
"","3","0.1","1","","0","","6086","6","top_luis_experiment_success_burst",""
"","93","","2.7","","","","6087","6","0",""
"","3","0.2","3","","1","","6088","6","top_sono_readPaper_loop",""
"","3","0.1","1","","0","","6089","6","top_luis_experiment_success_out",""
"","93","","1.1","","","","6090","6","0",""
"0","3","0.2","1","1","0","","6091","6","top_luis_sit_out","idle_normal"
"","4","","1","","","","6092","6","1",""
"","2","","1","0","-140","","6093","6","-57","0"
"","2","","1","0","-130","","6094","6","-100","0.3"
"","93","","1","","","","6095","6","0",""
"","3","0.2","1","","0","","6096","6","walk_normal",""
"","2","","1","0","-103","","6097","6","-216","1"
"","93","","1","","","","6098","6","0",""
"","3","0.1","1","","0","","6099","6","idle_normal",""
"","93","","0.8","","","","6100","6","0",""
"","32","","14","","","","6101","6","0",""
"","101","","6008","","0","","6102","6","","0"
"1","5","1.4","1","-103","100","idle_normal","7001","7","1","-216"
"1","5","1.43","2","-130","110","top_iroha_read_loop","7002","7","2","452"
"1","5","1.38","3","-130","101","top_sono_readPaper_loop","7003","7","3","350"
"1","5","1.4","11","130","111","butterfly","7004","7","11","980"
"","31","0","11","1","452","","7005","7","11","-130"
"","31","0","14","1","56","","7006","7","14","-140"
"","91","","0","","","","7007","7","0",""
"","3","0.2","2","","1","","7008","7","top_iroha_read_loop",""
"","3","0.2","3","","1","","7009","7","top_sono_readPaper_loop",""
"0","3","0.2","1","1","0","","7010","7","top_luis_arm_crossed_in","top_luis_arm_crossed_idle"
"","93","","4","","","","7011","7","0",""
"0","3","0.2","1","1","0","","7012","7","top_luis_approach_in","top_luis_approach_idle"
"","93","","3.5","","","","7013","7","0",""
"","3","0.2","1","","1","","7014","7","top_luis_thinking",""
"","93","","3.5","","","","7015","7","0",""
"","3","0.2","1","","1","","7016","7","top_luis_walk_think",""
"","2","","1","0","-103","","7017","7","-495","2"
"","93","","2","","","","7018","7","0",""
"","4","","1","","","","7019","7","0",""
"","2","","1","0","-103","","7020","7","-216","2"
"","93","","2","","","","7021","7","0",""
"","3","0","1","","1","","7022","7","top_luis_notice",""
"","93","","1","","","","7023","7","0",""
"","3","0.2","1","","1","","7024","7","top_luis_walk_jog",""
"","2","","1","0","-130","","7025","7","-100","0.5"
"","93","","0.5","","","","7026","7","0",""
"","4","","1","","","","7027","7","1",""
"0","3","0.2","1","1","0","","7028","7","top_luis_sit_in","top_luis_sit_idle"
"","93","","0.1","","","","7029","7","0",""
"","2","","1","0","-140","","7030","7","-57","0.4"
"","93","","0.4","","","","7031","7","0",""
"","2","","1","0","-140","","7032","7","-16","0"
"","4","","1","","","","7033","7","0",""
"","93","","0.6","","","","7034","7","0",""
"","3","0.2","1","","0","","7035","7","top_luis_experiment_success_in",""
"","93","","2.3","","","","7036","7","0",""
"","3","0.1","1","","0","","7037","7","top_luis_experiment_success_mix",""
"","93","","2.7","","","","7038","7","0",""
"0","3","0.2","3","1","0","","7039","7","top_sono_notice_in_dere","top_sono_notice_loop_dere"
"","3","0.2","2","","1","","7040","7","top_iroha_read_look_light",""
"","32","","14","","","","7041","7","1",""
"","3","0.1","1","","0","","7042","7","top_luis_experiment_success_burst",""
"","93","","2.7","","","","7043","7","0",""
"","3","0.2","3","","1","","7044","7","top_sono_readPaper_loop",""
"","3","0.2","2","","1","","7045","7","top_iroha_read",""
"","3","0.1","1","","0","","7046","7","top_luis_experiment_success_out",""
"","93","","1.1","","","","7047","7","0",""
"0","3","0.2","1","1","0","","7048","7","top_luis_sit_out","idle_normal"
"","4","","1","","","","7049","7","1",""
"","2","","1","0","-140","","7050","7","-57","0"
"","2","","1","0","-130","","7051","7","-100","0.3"
"","93","","1","","","","7052","7","0",""
"","3","0.2","1","","0","","7053","7","walk_normal",""
"","2","","1","0","-103","","7054","7","-216","1"
"","93","","1","","","","7055","7","0",""
"","3","0.1","1","","0","","7056","7","idle_normal",""
"","93","","0.8","","","","7057","7","0",""
"","32","","14","","","","7058","7","0",""
"","3","0.2","1","","1","","7059","7","top_luis_thinking",""
"","93","","5.1","","","","7060","7","0",""
"","4","","11","","","","7061","7","1",""
"","2","","11","0","130","","7062","7","-980","7"
"","93","","2.5","","","","7063","7","0",""
"","3","0.2","2","","0","","7064","7","top_iroha_read_notice",""
"","93","","0.6","","","","7065","7","0",""
"0","3","0","2","1","0","","7066","7","top_iroha_notice_to_run","top_iroha_run"
"","93","","0.4","","","","7067","7","0",""
"","32","","11","","","","7068","7","1",""
"","37","","11","","","","7069","7","smokeR",""
"","33","","11","0","-130","","7070","7","-980","4.2"
"","2","","2","0","-130","","7071","7","-980","4.2"
"","93","","0.2","","","","7072","7","0",""
"0","3","0.2","3","1","0","","7073","7","top_sono_notice_in_surprise","top_sono_notice_loop_surprise"
"","93","","1.7","","","","7074","7","0",""
"0","3","0.2","1","1","0","","7075","7","top_luis_surprise_in","top_luis_surprise_idle"
"","93","","2.5","","","","7076","7","0",""
"","32","","11","","","","7077","7","0",""
"","93","","1","","","","7078","7","0",""
"","4","","11","","","","7079","7","0",""
"","2","","11","0","130","","7080","7","980","7"
"","93","","1.5","","","","7081","7","0",""
"","32","","11","","","","7082","7","1",""
"","37","","11","","","","7083","7","smokeL",""
"","33","","11","0","-130","","7084","7","980","5.964"
"","3","0","2","","1","","7085","7","top_iroha_run_joy",""
"","4","","2","","","","7086","7","0",""
"","2","","2","0","-130","","7087","7","980","5.964"
"","93","","2.2","","","","7088","7","0",""
"","3","0","1","","1","","7089","7","top_luis_surprise_look",""
"","93","","1.8","","","","7090","7","0",""
"","3","0","3","","1","","7091","7","top_sono_notice_loop_look",""
"","93","","1.964","","","","7092","7","0",""
"","32","","11","","","","7093","7","0",""
"","93","","0.5","","","","7094","7","0",""
"","3","0.2","1","","1","","7095","7","top_luis_thinking",""
"","93","","1.5","","","","7096","7","0",""
"","3","0","2","","1","","7097","7","top_iroha_walk",""
"","4","","2","","","","7098","7","1",""
"","2","","2","0","-130","","7099","7","1032","0"
"","33","","11","0","-130","","7100","7","1032","0"
"","2","","2","0","-130","","7101","7","452","3"
"","33","","11","0","-130","","7102","7","452","3"
"","93","","3","","","","7103","7","0",""
"0","3","0.2","2","1","0","","7104","7","top_iroha_walk_out","idle_normal"
"","93","","0.4","","","","7105","7","0",""
"0.2","3","0.2","2","1","0","","7106","7","top_iroha_sit_in","top_iroha_read_loop"
"","3","0.2","3","","1","","7107","7","top_sono_readPaper",""
"","93","","4","","","","7108","7","0",""
"","93","","9.6","","","","7109","7","0",""
"0","3","0.2","3","1","0","","7110","7","top_sono_sit_out","top_sono_stretch"
"","2","","3","0","-130","","7111","7","287","0.3"
"","93","","3.5","","","","7112","7","0",""
"","3","0.2","3","","1","","7113","7","top_sono_drink",""
"","93","","2.6","","","","7114","7","0",""
"","3","0.4","2","","0","","7115","7","top_iroha_read_look",""
"","93","","3.5","","","","7116","7","0",""
"","3","0.2","1","","1","","7117","7","top_luis_thinking_look",""
"","93","","2.9","","","","7118","7","0",""
"","3","0.2","1","","1","","7119","7","top_luis_thinking",""
"","93","","1.5","","","","7120","7","0",""
"","3","0.2","3","","0","","7121","7","top_sono_sit_in",""
"","93","","0.1","","","","7122","7","0",""
"","3","0.2","2","","1","","7123","7","top_iroha_read_loop",""
"","2","","3","0","-130","","7124","7","350","0.3"
"","93","","2.5","","","","7125","7","0",""
"","3","0.2","3","","1","","7126","7","top_sono_readPaper_loop",""
"","93","","1","","","","7127","7","0",""
"","101","","7012","","","","7128","7","",""
"0","5","1.4","1","-140","101","fantasize_all","8001","8","1","-16"
"1","5","1.38","3","-130","100","empty","8002","8","3","980"
"0","5","1","15","-140","102","fantasize_all","8003","8","15","-16"
"","31","0","11","1","27","","8004","8","11","-140"
"","31","0","15","1","0","","8005","8","15","0"
"","91","","0","","","","8006","8","0",""
"0","3","0.2","1","1","0","","8007","8","fantasize_all","fantasize_3"
"0","3","0.2","15","1","0","","8008","8","fantasize_all","fantasize_3"
"","93","","2","","","","8009","8","0",""
"","23","","se_alces","","0","","8010","8","se_alces_fantasy1",""
"","93","","10","","","","8011","8","0",""
"","3","0.2","3","","1","","8012","8","walk",""
"","2","","3","0","-130","","8013","8","350","3"
"","93","","3","","","","8014","8","0",""
"","3","0.2","3","","0","","8015","8","sono_notice_in_anger2",""
"","93","","1.5","","","","8016","8","0",""
"0","3","0.2","3","1","0","","8017","8","kohon","idle_normal"
"","93","","0.6","","","","8018","8","0",""
"","23","","se_alces","","0","","8019","8","se_alces_fantasy2",""
"","3","0","15","","0","","8020","8","fantasize_out",""
"","32","","15","","","","8021","8","1",""
"","3","0.2","1","","0","","8022","8","fantasize_3_surprise",""
"","93","","1.5","","","","8023","8","0",""
"","3","0.2","1","","0","","8024","8","fantasize_sit_out",""
"","2","","1","0","-140","","8025","8","27","0.3"
"","93","","0.8","","","","8026","8","0",""
"0","3","0.2","1","1","0","","8027","8","fantasize_armcrossed_in","fantasize_armcrossed_idle"
"","93","","0.5","","","","8028","8","0",""
"","3","0.2","3","","1","","8029","8","idle_surprise",""
"","93","","1.5","","","","8030","8","0",""
"","23","","se_alces","","0","","8031","8","se_alces_run",""
"","3","0","1","","1","","8032","8","fantasize_run",""
"","2","","1","0","-140","","8033","8","1080","1.5"
"","32","","11","","","","8034","8","1",""
"","33","","11","0","-140","","8035","8","1080","1.5"
"","93","","0.5","","","","8036","8","0",""
"0","3","0.2","3","1","0","","8037","8","lookback_in","lookback_idle"
"","93","","1.8","","","","8038","8","0",""
"","23","","se_alces","","0","","8039","8","se_alces_sweat",""
"1","5","1.4","1","-140","101","walk_jog_Ex3_shy","9001","9","1","560"
"1","5","1.4","1","-114","100","empty","9002","9","2","147"
"","31","0","16","1","147","","9003","9","16","-114"
"","31","0","17","1","147","","9004","9","17","-114"
"","91","","0","","","","9005","9","0",""
"","3","0.2","1","","1","","9006","9","walk_jog_Ex3_shy",""
"","2","","1","0","-140","","9007","9","270","1.2"
"","93","","1.2","","","","9008","9","0",""
"","3","0.2","1","","1","","9009","9","idle_normal_Ex0003_shy",""
"","93","","0.3","","","","9010","9","0",""
"","3","0.2","1","","0","","9011","9","lookAround",""
"","93","","2.7","","","","9012","9","0",""
"","3","0.2","1","","1","","9013","9","walk_jog_anger_shy",""
"","2","","1","0","-114","","9014","9","147","0.7"
"","93","","0.7","","","","9015","9","0",""
"0","3","0","1","1","0","","9016","9","crouch_search_read_F","crouch_search_read_idle"
"","3","0","2","","0","","9017","9","crouch_search_read_B",""
"","93","","0.9","","","","9018","9","0",""
"","23","","se_alces","","0","","9019","9","se_alces_book_take",""
"","93","","5.2","","","","9020","9","0",""
"","23","","se_alces","","0","","9021","9","se_alces_book_open",""
"","93","","0.5","","","","9022","9","0",""
"","23","","se_alces","","0","","9023","9","se_alces_steam",""
"","32","","17","","","","9024","9","1",""
"","93","","6.2","","","","9025","9","0",""
"","32","","16","","","","9026","9","1",""
"0","5","1.4","2","-130","100","iroha_sleep","10001","10","2","400"
"0","5","1.4","12","-130","101","iroha_sleep","10002","10","12","400"
"0","5","1.4","10","-130","101","empty","10003","10","10","400"
