2991210a90782011a6e6b9c85d0f9fab6aaa2c1d9c6ec0643b59908df7058ff3,9d057639d0e707881e5928d9392aea047bb8768148da699252a8edab18f19e37,e7355f4939010a010b64d0cd266ee38bb469ca6dceb18ec11d14342fefdfb35c,fff8073b26802738f3c7b9351514b4678813a047b598d449cf586e98bd9b0487,adc666fd5665ffbc062948f5a80d60759e5a581ddbc9aec70702de7efaa988a7,0eafe64fbc9e6c159ccf30de847c3178a48da9664919d78a890e1c7ffb4e749d,14d595478a97b4aee00285a75b01ac6e0c3290253a2bf90cfaa3e158c6f9a7bb,fefc4ae22408f8ace4776e7dd298c3afb935f35de25edbc77682e730887a3803,66e4839c5c28a86618679152fc45328d17832897c5a2bed92f0532e88a9f6356,8a2abd7bf4e793be84d37d6f3cb689e96dc4706483b6e81e699d93c2a2610ba8,cfb40839b0561884b2b2faf3d29b9c6d425122c626729b4c5b811dee34d76a41,6cdd14c2b08a5c938395421419b5d5861bf41dbc103d010b5455037f46aa17e3
"101","0","1","5","0","10140135","10140","127011","0","0","1","浮き輪泳ぎ（ピンク）"
"102","0","1","10","0","10140136","10140","127111","0","0","2","浮き輪泳ぎ（青）"
"103","0","1","10","0","10140138","10140","129411","0","0","2","浮き輪泳ぎ（黄）"
"101","0","1","10","0","10140139","10140","129511","0","0","2","浮き輪泳ぎ（ピンク）"
"151","0","1","10","0","10140151","10140","107511","0","0","2","バタ足"
"151","0","1","10","0","10140152","10140","107611","0","0","2","バタ足"
"151","0","1","10","0","10140153","10140","107711","0","0","1","バタ足"
"151","0","1","10","0","10140156","10140","108011","0","0","2","バタ足"
"151","0","1","10","0","10140157","10140","110011","0","0","2","バタ足"
"151","0","1","3","0","10140159","10140","110311","0","0","1","バタ足"
"151","0","1","10","0","10140160","10140","110411","0","0","2","バタ足"
"151","0","1","10","0","10140161","10140","110511","0","0","2","バタ足"
"151","0","1","5","0","10140163","10140","113111","0","0","1","バタ足"
"151","0","1","5","0","10140164","10140","113211","0","0","1","バタ足"
"151","0","1","5","0","10140165","10140","113311","0","0","1","バタ足"
"151","0","1","10","0","10140166","10140","113411","0","0","2","バタ足"
"151","0","1","10","0","10140167","10140","113511","0","0","2","バタ足"
"151","0","1","10","0","10140168","10140","113611","0","0","2","バタ足"
"151","0","1","5","0","10140169","10140","115711","0","0","1","バタ足"
"151","0","1","10","0","10140170","10140","117011","0","0","2","バタ足"
"151","0","1","10","0","10140171","10140","117111","0","0","2","バタ足"
"151","0","1","10","0","10140172","10140","117211","0","0","2","バタ足"
"151","0","1","10","0","10140173","10140","117311","0","0","2","バタ足"
"151","0","1","10","0","10140174","10140","117411","0","0","2","バタ足"
"151","0","1","10","0","10140175","10140","122411","0","0","2","バタ足"
"151","0","1","5","0","10140176","10140","122511","0","0","1","バタ足"
"151","0","1","10","0","10140177","10140","122611","0","0","2","バタ足"
"151","0","1","10","0","10140179","10140","122811","0","0","1","バタ足"
"151","0","1","10","0","10140180","10140","122911","0","0","1","バタ足"
"151","0","1","5","0","10140182","10140","126711","0","0","1","バタ足"
"151","0","1","10","0","10140183","10140","126811","0","0","2","バタ足"
"151","0","1","5","0","10140185","10140","127011","0","0","1","バタ足"
"151","0","1","10","0","10140188","10140","129411","0","0","2","バタ足"
"151","0","1","10","0","10140189","10140","129511","0","0","2","バタ足"
"201","0","1","10","0","10140201","10140","107511","0","0","2","平泳ぎ"
"201","0","1","10","0","10140202","10140","107611","0","0","2","平泳ぎ"
"201","0","1","10","0","10140203","10140","107711","0","0","1","平泳ぎ"
"201","0","1","20","0","10140206","10140","108011","0","0","2","平泳ぎ"
"201","0","1","10","0","10140207","10140","110011","0","0","2","平泳ぎ"
"201","0","1","3","0","10140209","10140","110311","0","0","1","平泳ぎ"
"201","0","1","10","0","10140210","10140","110411","0","0","2","平泳ぎ"
"201","0","1","10","0","10140211","10140","110511","0","0","2","平泳ぎ"
"201","0","1","5","0","10140213","10140","113111","0","0","1","平泳ぎ"
"201","0","1","5","0","10140214","10140","113211","0","0","1","平泳ぎ"
"201","0","1","10","0","10140216","10140","113411","0","0","2","平泳ぎ"
"201","0","1","10","0","10140217","10140","113511","0","0","2","平泳ぎ"
"201","0","1","10","0","10140218","10140","113611","0","0","2","平泳ぎ"
"201","0","1","5","0","10140219","10140","115711","0","0","1","平泳ぎ"
"201","0","1","10","0","10140220","10140","117011","0","0","2","平泳ぎ"
"201","0","1","10","0","10140221","10140","117111","0","0","2","平泳ぎ"
"201","0","1","10","0","10140222","10140","117211","0","0","2","平泳ぎ"
"201","0","1","10","0","10140223","10140","117311","0","0","2","平泳ぎ"
"201","0","1","10","0","10140224","10140","117411","0","0","2","平泳ぎ"
"201","0","1","10","0","10140225","10140","122411","0","0","2","平泳ぎ"
"201","0","1","5","0","10140226","10140","122511","0","0","1","平泳ぎ"
"201","0","1","10","0","10140227","10140","122611","0","0","2","平泳ぎ"
"201","0","1","5","0","10140232","10140","126711","0","0","1","平泳ぎ"
"201","0","1","10","0","10140233","10140","126811","0","0","2","平泳ぎ"
"201","0","1","5","0","10140235","10140","127011","0","0","1","平泳ぎ"
"201","0","1","10","0","10140238","10140","129411","0","0","2","平泳ぎ"
"201","0","1","10","0","10140239","10140","129511","0","0","2","平泳ぎ"
"251","0","1","10","0","10140251","10140","107511","0","0","2","潜水"
"251","0","1","10","0","10140252","10140","107611","0","0","2","潜水"
"251","0","1","20","0","10140256","10140","108011","0","0","2","潜水"
"251","0","1","10","0","10140257","10140","110011","0","0","2","潜水"
"251","0","1","3","0","10140259","10140","110311","0","0","1","潜水"
"251","0","1","10","0","10140260","10140","110411","0","0","2","潜水"
"251","0","1","10","0","10140261","10140","110511","0","0","2","潜水"
"251","0","1","5","0","10140263","10140","113111","0","0","1","潜水"
"251","0","1","5","0","10140264","10140","113211","0","0","1","潜水"
"251","0","1","10","0","10140266","10140","113411","0","0","2","潜水"
"251","0","1","10","0","10140268","10140","113611","0","0","2","潜水"
"251","0","1","5","0","10140269","10140","115711","0","0","1","潜水"
"251","0","1","10","0","10140270","10140","117011","0","0","2","潜水"
"251","0","1","10","0","10140272","10140","117211","0","0","2","潜水"
"251","0","1","10","0","10140273","10140","117311","0","0","2","潜水"
"251","0","1","10","0","10140274","10140","117411","0","0","2","潜水"
"251","0","1","10","0","10140275","10140","122411","0","0","2","潜水"
"251","0","1","5","0","10140276","10140","122511","0","0","1","潜水"
"251","0","1","10","0","10140277","10140","122611","0","0","2","潜水"
"251","0","1","5","0","10140282","10140","126711","0","0","1","潜水"
"251","0","1","5","0","10140285","10140","127011","0","0","1","潜水"
"303","0","1","10","0","10140301","10140","107511","0","0","2","浮き輪+バタ足（黄）"
"302","0","1","15","0","10140302","10140","107611","0","0","2","浮き輪+バタ足（青）"
"302","0","1","20","0","10140306","10140","108011","0","0","2","浮き輪+バタ足（青）"
"301","0","1","10","0","10140307","10140","110011","0","0","2","浮き輪+バタ足（ピンク）"
"303","0","1","3","0","10140309","10140","110311","0","0","1","浮き輪+バタ足（黄）"
"302","0","1","10","0","10140310","10140","110411","0","0","2","浮き輪+バタ足（青）"
"302","0","1","10","0","10140311","10140","110511","0","0","2","浮き輪+バタ足（青）"
"302","0","1","5","0","10140313","10140","113111","0","0","1","浮き輪+バタ足（青）"
"302","0","1","5","0","10140314","10140","113211","0","0","1","浮き輪+バタ足（青）"
"302","0","1","5","0","10140315","10140","113311","0","0","1","浮き輪+バタ足（青）"
"302","0","1","10","0","10140316","10140","113411","0","0","2","浮き輪+バタ足（青）"
"302","0","1","10","0","10140317","10140","113511","0","0","2","浮き輪+バタ足（青）"
"302","0","1","10","0","10140318","10140","113611","0","0","2","浮き輪+バタ足（青）"
"302","0","1","5","0","10140319","10140","115711","0","0","1","浮き輪+バタ足（青）"
"301","0","1","10","0","10140320","10140","117011","0","0","2","浮き輪+バタ足（ピンク）"
"302","0","1","10","0","10140321","10140","117111","0","0","2","浮き輪+バタ足（青）"
"303","0","1","10","0","10140322","10140","117211","0","0","2","浮き輪+バタ足（黄）"
"302","0","1","10","0","10140323","10140","117311","0","0","2","浮き輪+バタ足（青）"
"301","0","1","10","0","10140324","10140","117411","0","0","2","浮き輪+バタ足（ピンク）"
"303","0","1","10","0","10140325","10140","122411","0","0","2","浮き輪+バタ足（黄）"
"302","0","1","5","0","10140326","10140","122511","0","0","1","浮き輪+バタ足（青）"
"301","0","1","10","0","10140327","10140","122611","0","0","2","浮き輪+バタ足（ピンク）"
"302","0","1","10","0","10140328","10140","122711","0","0","1","浮き輪+バタ足（青）"
"303","0","1","10","0","10140329","10140","122811","0","0","1","浮き輪+バタ足（黄）"
"301","0","1","10","0","10140330","10140","122911","0","0","1","浮き輪+バタ足（ピンク）"
"301","0","1","5","0","10140332","10140","126711","0","0","1","浮き輪+バタ足（ピンク）"
"303","0","1","10","0","10140333","10140","126811","0","0","2","浮き輪+バタ足（黄）"
"301","0","1","5","0","10140335","10140","127011","0","0","1","浮き輪+バタ足（ピンク）"
"303","0","1","10","0","10140338","10140","129411","0","0","2","浮き輪+バタ足（黄）"
"301","0","1","10","0","10140339","10140","129511","0","0","2","浮き輪+バタ足（ピンク）"
"351","0","1","10","0","10140351","10140","107511","0","0","2","ビート板+バタ足（ピンク）"
"352","0","1","15","0","10140352","10140","107611","0","0","2","ビート板+バタ足（青）"
"352","0","1","20","0","10140356","10140","108011","0","0","2","ビート板+バタ足（青）"
"351","0","1","10","0","10140357","10140","110011","0","0","2","ビート板+バタ足（ピンク）"
"352","0","1","3","0","10140359","10140","110311","0","0","1","ビート板+バタ足（青）"
"352","0","1","10","0","10140360","10140","110411","0","0","2","ビート板+バタ足（青）"
"352","0","1","10","0","10140361","10140","110511","0","0","2","ビート板+バタ足（青）"
"352","0","1","5","0","10140363","10140","113111","0","0","1","ビート板+バタ足（青）"
"352","0","1","5","0","10140364","10140","113211","0","0","1","ビート板+バタ足（青）"
"352","0","1","5","0","10140365","10140","113311","0","0","1","ビート板+バタ足（青）"
"352","0","1","10","0","10140366","10140","113411","0","0","2","ビート板+バタ足（青）"
"352","0","1","10","0","10140367","10140","113511","0","0","2","ビート板+バタ足（青）"
"352","0","1","10","0","10140368","10140","113611","0","0","2","ビート板+バタ足（青）"
"352","0","1","5","0","10140369","10140","115711","0","0","1","ビート板+バタ足（青）"
"351","0","1","10","0","10140370","10140","117011","0","0","2","ビート板+バタ足（ピンク）"
"352","0","1","10","0","10140371","10140","117111","0","0","2","ビート板+バタ足（青）"
"352","0","1","10","0","10140372","10140","117211","0","0","2","ビート板+バタ足（青）"
"352","0","1","10","0","10140373","10140","117311","0","0","2","ビート板+バタ足（青）"
"351","0","1","10","0","10140374","10140","117411","0","0","2","ビート板+バタ足（ピンク）"
"351","0","1","10","0","10140375","10140","122411","0","0","2","ビート板+バタ足（ピンク）"
"352","0","1","5","0","10140376","10140","122511","0","0","1","ビート板+バタ足（青）"
"351","0","1","10","0","10140377","10140","122611","0","0","2","ビート板+バタ足（ピンク）"
"352","0","1","10","0","10140378","10140","122711","0","0","1","ビート板+バタ足（青）"
"351","0","1","10","0","10140379","10140","122811","0","0","1","ビート板+バタ足（ピンク）"
"351","0","1","10","0","10140380","10140","122911","0","0","1","ビート板+バタ足（ピンク）"
"351","0","1","5","0","10140382","10140","126711","0","0","1","ビート板+バタ足（ピンク）"
"352","0","1","10","0","10140383","10140","126811","0","0","2","ビート板+バタ足（青）"
"351","0","1","5","0","10140385","10140","127011","0","0","1","ビート板+バタ足（ピンク）"
"352","0","1","10","0","10140388","10140","129411","0","0","2","ビート板+バタ足（青）"
"351","0","1","10","0","10140389","10140","129511","0","0","2","ビート板+バタ足（ピンク）"
"401","0","1","10","0","10140401","10140","107511","0","0","2","漂う（ノーマル）"
"402","0","1","15","0","10140402","10140","107611","0","0","2","漂う（子供）"
"401","0","1","10","0","10140403","10140","107711","0","0","1","漂う（ノーマル）"
"401","0","1","20","0","10140406","10140","108011","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140407","10140","110011","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140408","10140","110111","0","0","1","漂う（ノーマル）"
"401","0","1","3","0","10140409","10140","110311","0","0","1","漂う（ノーマル）"
"401","0","1","10","0","10140410","10140","110411","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140411","10140","110511","0","0","2","漂う（ノーマル）"
"401","0","1","50","0","10140412","10140","110611","0","0","2","漂う（ノーマル）"
"401","0","1","5","0","10140413","10140","113111","0","0","1","漂う（ノーマル）"
"401","0","1","5","0","10140414","10140","113211","0","0","1","漂う（ノーマル）"
"401","0","1","5","0","10140415","10140","113311","0","0","1","漂う（ノーマル）"
"401","0","1","10","0","10140416","10140","113411","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140417","10140","113511","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140418","10140","113611","0","0","2","漂う（ノーマル）"
"401","0","1","5","0","10140419","10140","115711","0","0","1","漂う（ノーマル）"
"401","0","1","10","0","10140420","10140","117011","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140421","10140","117111","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140422","10140","117211","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140423","10140","117311","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140424","10140","117411","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140425","10140","122411","0","0","2","漂う（ノーマル）"
"401","0","1","5","0","10140426","10140","122511","0","0","1","漂う（ノーマル）"
"401","0","1","10","0","10140427","10140","122611","0","0","2","漂う（ノーマル）"
"402","0","1","10","0","10140428","10140","122711","0","0","1","漂う（子供）"
"402","0","1","10","0","10140429","10140","122811","0","0","1","漂う（子供）"
"402","0","1","10","0","10140430","10140","122911","0","0","1","漂う（子供）"
"401","0","1","10","0","10140431","10140","126611","0","0","2","漂う（ノーマル）"
"401","0","1","5","0","10140432","10140","126711","0","0","1","漂う（ノーマル）"
"401","0","1","10","0","10140433","10140","126811","0","0","2","漂う（ノーマル）"
"401","0","1","30","0","10140434","10140","126911","0","0","2","漂う（ノーマル）"
"401","0","1","5","0","10140435","10140","127011","0","0","1","漂う（ノーマル）"
"401","0","1","10","0","10140436","10140","127111","0","0","2","漂う（ノーマル）"
"402","0","1","30","0","10140437","10140","129311","0","0","2","漂う（子供）"
"401","0","1","10","0","10140438","10140","129411","0","0","2","漂う（ノーマル）"
"401","0","1","10","0","10140439","10140","129511","0","0","2","漂う（ノーマル）"
"451","0","1","10","0","10140451","10140","107511","0","0","2","クロール"
"451","0","1","20","0","10140456","10140","108011","0","0","2","クロール"
"451","0","1","10","0","10140457","10140","110011","0","0","2","クロール"
"451","0","1","3","0","10140459","10140","110311","0","0","1","クロール"
"451","0","1","10","0","10140460","10140","110411","0","0","2","クロール"
"451","0","1","10","0","10140461","10140","110511","0","0","2","クロール"
"451","0","1","5","0","10140463","10140","113111","0","0","1","クロール"
"451","0","1","5","0","10140464","10140","113211","0","0","1","クロール"
"451","0","1","10","0","10140466","10140","113411","0","0","2","クロール"
"451","0","1","10","0","10140467","10140","113511","0","0","2","クロール"
"451","0","1","5","0","10140469","10140","115711","0","0","1","クロール"
"451","0","1","10","0","10140470","10140","117011","0","0","2","クロール"
"451","0","1","10","0","10140471","10140","117111","0","0","2","クロール"
"451","0","1","10","0","10140472","10140","117211","0","0","2","クロール"
"451","0","1","10","0","10140473","10140","117311","0","0","2","クロール"
"451","0","1","10","0","10140474","10140","117411","0","0","2","クロール"
"451","0","1","10","0","10140475","10140","122411","0","0","2","クロール"
"451","0","1","5","0","10140476","10140","122511","0","0","1","クロール"
"451","0","1","10","0","10140477","10140","122611","0","0","2","クロール"
"451","0","1","5","0","10140482","10140","126711","0","0","1","クロール"
"451","0","1","10","0","10140483","10140","126811","0","0","2","クロール"
"451","0","1","5","0","10140485","10140","127011","0","0","1","クロール"
"451","0","1","10","0","10140488","10140","129411","0","0","2","クロール"
"501","0","1","10","0","10140501","10140","107511","0","0","2","サーフィン"
"501","0","1","20","0","10140505","10140","107911","0","0","2","サーフィン"
"501","0","1","20","0","10140506","10140","108011","0","0","2","サーフィン"
"501","0","1","10","0","10140507","10140","110011","0","0","2","サーフィン"
"501","0","1","3","0","10140509","10140","110311","0","0","1","サーフィン"
"501","0","1","10","0","10140510","10140","110411","0","0","2","サーフィン"
"501","0","1","10","0","10140511","10140","110511","0","0","2","サーフィン"
"501","0","1","5","0","10140513","10140","113111","0","0","1","サーフィン"
"501","0","1","5","0","10140514","10140","113211","0","0","1","サーフィン"
"501","0","1","5","0","10140515","10140","113311","0","0","1","サーフィン"
"501","0","1","10","0","10140516","10140","113411","0","0","2","サーフィン"
"501","0","1","5","0","10140519","10140","115711","0","0","1","サーフィン"
"501","0","1","10","0","10140521","10140","117111","0","0","2","サーフィン"
"501","0","1","10","0","10140522","10140","117211","0","0","2","サーフィン"
"501","0","1","10","0","10140524","10140","117411","0","0","2","サーフィン"
"501","0","1","10","0","10140525","10140","122411","0","0","2","サーフィン"
"501","0","1","5","0","10140526","10140","122511","0","0","1","サーフィン"
"501","0","1","10","0","10140529","10140","122811","0","0","1","サーフィン"
"501","0","1","5","0","10140532","10140","126711","0","0","1","サーフィン"
"501","0","1","10","0","10140533","10140","126811","0","0","2","サーフィン"
"501","0","1","5","0","10140535","10140","127011","0","0","1","サーフィン"
"501","0","1","10","0","10140538","10140","129411","0","0","2","サーフィン"
"501","0","1","10","0","10140539","10140","129511","0","0","2","サーフィン"
"851","107611","1","10","107811","10140851","10140","107511","0","0","2","ぺコリーヌ / コッコロ / キャル"
"852","122611","1","10","122511","10140852","10140","122411","0","0","2","ヒヨリ / ユイ / レイ"
"853","117411","1","10","117311","10140853","10140","117211","0","0","2","チカ / ノゾミ / ツムギ"
"854","122711","1","10","122811","10140854","10140","122911","0","0","1","ミソギ / ミミ / キョウカ"
"855","0","1","20","113511","10140855","10140","113411","0","0","1","ハツネ / ミサト"
"856","0","1","20","107711","10140856","10140","110311","0","0","1","サレン / スズメ"
"857","110611","1","10","115711","10140857","10140","110411","110511","0","2","マコト / カスミ / マホ / カオリ"
"858","126711","1","10","107911","10140858","10140","126811","108011","0","2","ミフユ / アキノ / タマキ / ユカリ"
"859","113311","1","10","113211","10140859","10140","117011","113111","0","1","エリコ / アンナ / ナナカ / ルカ"
"860","0","1","20","110011","10140860","10140","110111","0","0","1","イオ / スズナ"
"861","129511","1","10","129411","10140861","10140","129311","0","0","2","チエル / ユニ / クロエ"
"862","126811","1","20","126711","10140862","10140","126611","0","0","1","ネネカ / アキノ / ユカリ"
"863","126911","1","20","127011","10140863","10140","127111","0","0","2","シノブ / クウカ / ランファ"
"864","0","1","20","110011","10140864","10140","107811","0","0","2","キャル / スズナ"
"865","0","1","20","113111","10140865","10140","110311","0","0","1","サレン / ルカ"
"866","0","1","20","115711","10140866","10140","113411","0","0","1","ハツネ / カスミ"
"867","0","1","20","127111","10140867","10140","113211","0","0","2","アンナ / シノブ"
"868","0","1","20","117111","10140868","10140","117011","0","0","2","エリコ / シズル"
"869","0","1","20","110511","10140869","10140","110011","0","0","2","スズナ / カオリ"
"870","117111","1","20","127011","10140870","10140","110111","0","0","2","イオ / クウカ / シズル"
"871","0","1","20","117411","10140871","10140","122511","0","0","2","レイ / ツムギ"
"872","0","1","20","126711","10140872","10140","110311","0","0","1","サレン / アキノ"
"873","0","1","20","115711","10140873","10140","110411","0","0","2","マコト / カスミ"
"874","0","1","20","110411","10140874","10140","122611","0","0","2","ユイ / マコト"
"875","0","1","20","108011","10140875","10140","129411","0","0","2","クロエ / ミフユ"
"876","0","1","20","117111","10140876","10140","129311","0","0","2","ユニ / シズル"
"877","117411","1","20","117211","10140877","10140","129511","117311","0","2","チエル / ノゾミ / ツムギ / チカ"
"878","0","1","20","110611","10140878","10140","129511","0","0","2","チエル / マホ"
"879","0","1","20","122611","10140879","10140","107611","0","0","2","コッコロ / ユイ"
"880","0","1","20","110311","10140880","10140","129311","0","0","2","ユニ / サレン"
"881","0","1","20","113511","10140881","10140","129311","0","0","2","ユニ / ミサト"
"882","0","1","20","108011","10140882","10140","107911","0","0","2","タマキ / ミフユ"
"883","115711","1","20","110511","10140883","10140","110411","122411","0","2","マコト / カオリ / カスミ / ヒヨリ"
"884","0","1","20","107511","10140884","10140","126611","0","0","2","ネネカ / ペコリーヌ"
"885","0","1","20","107611","10140885","10140","107711","0","0","2","スズメ / コッコロ"
"886","0","1","20","122511","10140886","10140","113111","0","0","1","ルカ / レイ"
"887","0","1","20","122711","10140887","10140","107711","0","0","1","スズメ / キョウカ"
"889","0","1","10","0","10140889","10140","122811","0","0","1","プールサイドを走るミソギ"
"890","0","1","10","0","10140890","10140","107911","0","0","2","プールサイドを走るタマキ"
"891","0","1","10","0","10140891","10140","122411","0","0","2","バタ足で逆走するヒヨリ"
"892","0","1","10","0","10140892","10140","107911","0","0","2","ボートの上で怖がるタマキ"
"893","0","1","10","0","10140893","10140","107811","0","0","2","ボートの上で怖がるキャル"
"894","0","1","5","0","10140894","10140","127011","0","0","1","クラゲと一緒に流れるクウカ"
"895","0","1","10","0","10140895","10140","107811","0","0","2","浮き輪で流れるキャル"
"896","0","1","10","0","10140896","10140","126611","0","0","2","浮き輪で流れるネネカ"
"901","0","2","10","0","10140901","10140","126811","0","1","1","麦しゅわ飲んでも飲まれるな"
"902","0","2","10","0","10140902","10140","126611","0","1","2","流れる大妃"
"903","0","2","10","113311","10140903","10140","113211","0","1","2","彼女が伝説に着替えたら"
"904","122711","2","10","122811","10140904","10140","122911","129311","1","1","同年代だ、いいね？"
"905","107611","2","30","117011","10140905","10140","117111","0","1","1","流れるオーラ"
"906","0","2","30","117311","10140906","10140","126911","0","1","1","セッション・イン・ザ・プール"
"907","113111","2","10","427111","10140907","10140","127111","0","1","2","水も滴る下心"
"908","0","2","10","107811","10140908","10140","126911","0","1","1","うかぶぺんぽこりん"
"909","113411","2","30","113511","10140909","10140","113611","0","1","1","彼女のドレスコード"
"910","110411","2","10","110511","10140910","10140","107911","0","1","1","商魂、水泡に帰す"
"911","122711","2","10","122811","10140911","10140","122911","129311","1","1","楽しいリトルリリカル一家"
"912","122711","2","10","126911","10140912","10140","127111","0","1","1","おわかりいただけただろうか"
"913","0","2","5","0","10140913","10140","127011","0","1","2","水切りドM"
"914","110411","2","20","110511","10140914","10140","110611","0","1","1","出発！　リゾートクルーズ"
"915","0","2","10","110311","10140915","10140","107711","0","1","2","プールサイド・メイド"
"916","117411","2","5","113311","10140916","10140","113111","117011","1","2","釣り好きのサガ"
"917","0","2","5","110311","10140917","10140","126711","0","1","2","アキノ・ザ・ループ"
"918","0","2","20","113511","10140918","10140","110111","0","1","2","先生だって頑張る子！"
"919","117411","2","30","110011","10140919","10140","117211","0","1","1","キラキラ☆インフルエンサー"
"920","0","2","2","0","10140920","10140","115711","0","1","2","名探偵カスミのメルクリゾート事件簿①"
"921","0","2","2","0","10140921","10140","115711","0","1","2","名探偵カスミのメルクリゾート事件簿②"
"922","0","2","2","0","10140922","10140","115711","0","1","2","名探偵カスミのメルクリゾート事件簿③"
"923","0","2","2","0","10140923","10140","115711","0","1","2","名探偵カスミのメルクリゾート事件簿④"
"941","107611","2","30","107811","10140941","10140","107511","0","2","1","エンジョイリゾート！　美食殿♪"
"942","0","2","10","127111","10140942","10140","113211","0","2","2","あれからの冒険譚"
"943","0","2","10","122511","10140943","10140","117411","0","2","2","魚心わかれば釣心？"
"944","108011","2","10","126811","10140944","10140","107911","0","2","1","STOP！　無許可営業"
"945","117011","2","30","110411","10140945","10140","122611","0","2","1","恋愛トークはご用心？"
"946","107911","2","30","107811","10140946","10140","122411","0","2","1","十猫十色"
"947","129311","2","30","129411","10140947","10140","129511","0","2","1","ほの明るい水の底から"
"951","0","1","5","0","10140951","10140","0","0","0","2","ウキキーのおもちゃ"
"952","0","1","5","0","10140952","10140","0","0","0","1","エルダークラウドのおもちゃ"
"953","0","1","5","0","10140953","10140","0","0","0","2","カカオーラのおもちゃ"
