01249f03b60143454504bc2d2e0ab8ad98b86fef99f95c4a77a150efc800ca1a,586055fded41bc57637d3bfad61a721cd2a49bc8373f862b860c03bc455d29c5,828fa61cf227f9321d8fc1cf380f512b0a9f4c4bd7ea51feaa5b3e0a2db3c9fa,763615f4746b2a9c62b69c9033c0d10add43327f35ba3bf7e016565eeac0307d,fdb802396d09dfce7a7f5ba6d22fa4e963d053b62c4ff8c80a05c4c6bda246b3,2ab936efaa648be3bdcf12563ba574a49ae2e00b41b4a1fb7e9f66f0bdd94a29,9d915239609bd6c9a7da01d05cb48710b7eda82bb6820fb8bc5eff29fe00ef47,6e6efd99475e6de1669e74ce53c16e985685c8095d1a35e79dac15772fd9186e,879f30083dda6e411d491ffe4da010c6ee219ceb816d7cca2bf21f3d9c0032e1,bb7c3e549ecd62f5c02705b06da0b16081487d5bca582998c5335fe31cf036ad,e233f2008d99a00f7307cfbf30c5dcf7f3594ecb46f75654be21c963a15ff4be
"130","208004","1.2","1","103","101431","nop_idle_normal","-5","1","1","208"
"-60","209001","1.2","0","100","103311","nop_idle_joy1","0","1","1","209"
"-130","209002","1.2","0","102","105211","nop_idle_joy_normal","-5","1","1","209"
"60","209003","1.2","1","101","102611","nop_idle_sad2","0","1","1","209"
"130","209004","1.2","1","103","103811","nop_idle_normal","-5","1","1","209"
"-60","210001","1.2","0","100","103231","nop_idle_joy1","0","1","1","210"
"130","210002","1.2","1","103","103411","nop_10_yukari_02","-5","1","1","210"
"130","210003","1.2","1","104","11","nop_10_yukari_02","-5","5","1","210"
"60","210004","1.2","1","101","104811","nop_idle_doya","0","1","1","210"
"-130","210005","1.2","0","102","104611","nop_idle_joy_normal","-5","1","1","210"
"-60","211001","1.2","0","100","100911","nop_11_anna_idle_arm_crossed","0","1","1","211"
"60","211002","1.2","1","101","101311","nop_idle_joy_normal","0","1","1","211"
"-130","211003","1.2","0","102","102711","nop_11_eriko_idle_wish","-5","1","1","211"
"130","211004","1.2","1","103","105111","nop_idle_normal","-5","1","1","211"
"60","212001","1.2","1","100","101831","nop_idle_joy1","0","1","1","212"
"-60","212002","1.2","0","101","101611","nop_idle_joy_normal","0","1","1","212"
"-130","212003","1.2","0","102","105011","nop_idle_joy_normal","-5","1","1","212"
"60","213001","1.2","1","100","105331","nop_idle_normal_joy","0","1","1","213"
"-60","213002","1.2","0","101","104511","nop_13_kuka_idle_memory2","0","1","1","213"
"-130","213003","1.2","0","102","103031","nop_idle_joy1","-5","1","1","213"
"-200","213004","1.2","0","103","100811","nop_idle_thinking","-20","1","1","213"
"130","213005","1.2","1","104","105511","nop_idle_sad","-20","1","1","213"
"60","214001","1.2","1","100","106831","nop_idle_normal","0","1","1","214"
"-60","214002","1.2","0","101","101131","nop_idle_normal","0","1","1","214"
"-130","214003","1.2","0","103","104931","nop_idle_normal","-5","1","1","214"
"60","215001","1.2","1","100","102931","nop_idle_joy1","0","1","1","215"
"-60","215002","1.2","0","101","104211","nop_idle_wish","0","1","1","215"
"-130","215003","1.2","0","102","105411","nop_idle_normal","-5","1","1","215"
"60","216001","1.2","1","100","106731","nop_idle_normal","0","1","1","216"
"-60","216002","1.2","0","101","106631","nop_idle_joy1","0","1","1","216"
"-130","216003","1.2","0","103","106531","nop_16_kaya_idle_normal2","-5","1","1","216"
"140","216004","1.2","1","101","2","nop_rago_idle","0","5","1","216"
"60","217001","1.2","1","100","111031","nop_idle_normal","0","1","1","217"
"-60","217002","1.2","0","101","110931","nop_idle_joy2","0","1","1","217"
"-130","217003","1.2","0","103","110831","nop_17_chloe_idle_normal2","-5","1","1","217"
"-60","217004","1.2","0","102","1","NoItem_idle","0","5","1","217"
"-40","218001","1.2","1","100","114711","nop_18_muimi_idle_joy_normal","0","1","1","218"
"40","218002","1.2","0","101","118511","nop_18_karin_idle_normal","0","1","1","218"
"-130","218003","1.2","0","102","115031","nop_idle_normal","-5","1","1","218"
"130","218004","1.2","1","103","118031","nop_idle_joy1","-5","1","1","218"
"","301001","0.2","","1","nop_talk_joy1","","","3","111831","301"
"0","301002","0","0","8","次は何を食べましょうか。\nキャルちゃんは何がいいです？","0.5","0","11","111831","301"
"","301003","","","","","","","91","301002","301"
"","301004","0.2","","1","nop_idle_joy_normal","","","3","111831","301"
"nop_idle_doya","301005","0.2","0.3","0","nop_18_neneka_humu","","1","3","112031","301"
"0","301006","0","0","8","そうねー\n普段は食べられない珍しい物とかどう？","0.5","0","11","112031","301"
"","301007","","","","","","","91","301006","301"
"nop_talk_arm_crossed_loop","301008","0.2","0","0","nop_talk_arm_crossed","","1","3","120831","301"
"0","301009","0","0","8","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","0.5","0","11","120831","301"
"","301010","","","","","","","91","301009","301"
"","301011","0.2","","1","nop_idle_arm_crossed","","","3","120831","301"
"nop_11_anna_huhuStand_loop","301012","0.2","0","0","nop_11_anna_huhuStand_in","","1","3","120931","301"
"0","301013","0","0","8","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","0.5","0","11","120931","301"
"","301014","","","","0","","","93","1","301"
"nop_11_anna_ahahaStand_loop","301015","0.2","0","0","nop_11_anna_ahahaStand_in","","1","3","120931","301"
"","301016","","","","","","","91","301013","301"
"","301017","0.2","","1","nop_11_anna_ahahaStand_loop","","1","3","120931","301"
"nop_01_coccoro_an_loop","301018","0.2","0","0","nop_01_coccoro_an_in","","1","3","111931","301"
"0","301019","0","0","8","シェフィさま。こちらをどうぞ。\nはい、あーん。","0.5","0","11","111931","301"
"","301020","","","","0","","","93","0.2","301"
"","301021","","","","0","","","4","120731","301"
"","301022","","","","0","","","93","0.8","301"
"nop_idle_shy","301023","0.2","0.2","0","nop_surprise","","1","3","120731","301"
"","301024","","","","","","","91","301019","301"
"","301025","0.2","","1","nop_talk_shy","","","3","120731","301"
"0","301026","0","0","8","コ、コッコロさん……\n恥ずかしいわ……","0.5","0","11","120731","301"
"","301027","","","","","","","91","301026","301"
"","301028","0.2","","1","nop_idle_shy","","","3","120731","301"
"","301029","","","","0","","","93","0.5","301"
"nop_idle_normal","301030","0.2","0","0","nop_01_coccoro_an_out","","1","3","111931","301"
"","301031","","","","0","","","93","1","301"
"","301032","","","","1","","","4","120731","301"
"","301033","0.2","","1","nop_idle_joy1","","","3","120731","301"
"0","302001","0","0","8","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","0.5","0","11","108831","302"
"","302002","0.2","","1","nop_talk_joy3_blink","","","3","108831","302"
"","302003","","","","1","","","93","2.75","302"
"","302004","0.2","","1","nop_talk_joy1_normal","","","3","108831","302"
"","302005","","","","","","","91","302001","302"
"","302006","0.2","","1","nop_idle_joy_normal","","1","3","108831","302"
"0","302007","0","0","8","今年もいい年にしないとね。","0.5","0","11","108931","302"
"","302008","0.2","","1","nop_talk_joy1_normal","","","3","108931","302"
"","302009","","","","","","","91","302007","302"
"","302010","0.2","","1","nop_idle_normal","","","3","108931","302"
"0","302011","0","0","8","みんながいればきっと大丈夫だよ！","0.5","0","11","108731","302"
"","302012","0.2","","1","nop_talk_joy2","","","3","108731","302"
"","302013","","","","","","","91","302011","302"
"","302014","0.2","","1","nop_idle_joy1","","1","3","108731","302"
"","302015","","","","","","","91","0","302"
"0","303001","0","0","8","わあ！　おっきい会場だね！\nお料理もたくさん！","0.5","0","11","102011","303"
"","303002","0.2","","1","nop_talk_joy2","","","3","102011","303"
"","303003","","","","","","","91","303001","303"
"","303004","0.2","","1","nop_idle_joy1","","1","3","102011","303"
"0","303005","0","0","8","えっへっへ、これは\nイタズラしがいがあるねー","0.5","0","11","100411","303"
"","303006","0.2","","1","nop_talk_joy2","","","3","100411","303"
"","303007","","","","","","","91","303005","303"
"","303008","0.2","","1","nop_idle_normal","","1","3","100411","303"
"0","303009","0","0","8","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","0.5","0","11","103631","303"
"","303010","0.2","","1","nop_talk_wish","","","3","103631","303"
"","303011","","","","","","","91","303009","303"
"","303012","0.2","","1","nop_idle_wish","","","3","103631","303"
"0","304001","0","0","8","立派な新年会ね。\nみんな笑顔で素敵だわ。","0.5","0","11","101511","304"
"","304002","0.2","","1","nop_talk_normal","","","3","101511","304"
"","304003","","","","0","","","93","1.5","304"
"","304004","0.2","","1","nop_talk_joy3","","","3","101511","304"
"","304005","","","","","","","91","304001","304"
"","304006","0.2","","1","nop_idle_joy1","","","3","101511","304"
"0","304007","0","0","8","あのお料理美味しそう！\nシオリンにも教えてあげよっと。","0.5","0","11","101231","304"
"","304008","0.2","","1","nop_idle_surprise_kira","","","3","101231","304"
"","304009","","","","0","","","93","1.5","304"
"","304010","0.2","","1","nop_talk_joy2","","","3","101231","304"
"","304011","","","","","","","91","304007","304"
"","304012","0.2","","1","nop_idle_joy_normal","","","3","101231","304"
"0","304013","0","0","8","はわわ……キラキラした人が\nいっぱいいます～！","0.5","0","11","104011","304"
"","304014","0.2","","1","nop_idle_surprise2","","","3","104011","304"
"","304015","","","","","","","91","304013","304"
"","304016","0.2","","1","nop_idle_normal","","1","3","104011","304"
"","304017","0.2","","1","nop_idle_normal","","","3","101511","304"
"","304018","0.2","","1","nop_idle_normal","","","3","101231","304"
"0","305001","0","0","8","プリンプリン……プリンはどこなの？\nプリンをよこすのー！","0.5","0","11","100711","305"
"","305002","0.2","","1","nop_05_miyako_talk_anger","","","3","100711","305"
"","305003","","","","","","","91","305001","305"
"","305004","0.2","","1","nop_05_miyako_idle_anger","","1","3","100711","305"
"0","305005","0","0","8","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","0.5","0","11","103111","305"
"","305006","0.2","","1","nop_talk_worry","","","3","103111","305"
"","305007","","","","","","","91","305005","305"
"","305008","0.2","","1","nop_idle_worry","","1","3","103111","305"
"0","305009","0","0","8","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","0.5","0","11","100611","305"
"","305010","0.2","","1","nop_talk_surprise_kira","","","3","100611","305"
"","305011","","","","0","","","93","2","305"
"","305012","0.2","","1","nop_talk_memory","","","3","100611","305"
"","305013","","","","","","","91","305009","305"
"","305014","0.2","","1","nop_idle_memory2","","","3","100611","305"
"0","305015","0","0","8","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","0.5","0","11","102211","305"
"","305016","0.2","","1","nop_talk_sad","","","3","102211","305"
"","305017","","","","0","","","93","2.8","305"
"","305018","0.2","","1","nop_talk_anger2","","","3","102211","305"
"","305019","","","","","","","91","305015","305"
"","305020","0.2","","1","nop_idle_anger2","","1","3","102211","305"
"0","306001","0","0","8","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","0.5","0","11","107131","306"
"nop_06_cris_ahaha_loop","306002","0.2","0","0","nop_06_cris_ahaha_in","","1","3","107131","306"
"","306003","","","","0","","","93","1.5","306"
"nop_talk_arm_crossed_loop","306004","0.2","0.2","0","nop_talk_arm_crossed","","1","3","107131","306"
"","306005","","","","","","","91","306001","306"
"","306006","0.2","","1","nop_idle_arm_crossed","","1","3","107131","306"
"0","306007","0","0","8","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","0.5","0","11","100511","306"
"","306008","0.2","","1","nop_talk_surprise_kira","","","3","100511","306"
"","306009","","","","0","","","93","4.5","306"
"","306010","0.2","","1","nop_talk_joy2","","","3","100511","306"
"","306011","","","","","","","91","306007","306"
"","306012","0.2","","1","nop_idle_normal","","","3","100511","306"
"0","306013","0","0","8","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","0.5","0","11","103731","306"
"","306014","0.2","","1","nop_talk_worry","","","3","103731","306"
"","306015","","","","","","","91","306013","306"
"","306016","0.2","","1","nop_idle_worry","","1","3","103731","306"
"0","306017","0","0","8","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","0.5","0","11","104731","306"
"","306018","0.2","","1","nop_talk_arm_crossed_loop","","","3","104731","306"
"","306019","","","","","","","91","306017","306"
"","306020","0.2","","1","nop_idle_arm_crossed","","1","3","104731","306"
"0","307001","0","0","8","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","0.5","0","11","102831","307"
"","307002","0.2","","1","nop_talk_surprise1","","","3","102831","307"
"","307003","","","","0","","","93","1.2","307"
"","307004","0.2","","1","nop_talk_joy1_normal","","","3","102831","307"
"","307005","","","","","","","91","307001","307"
"","307006","0.2","","1","nop_idle_normal","","1","3","102831","307"
"0","307007","0","0","8","はーい、ママ・サレン！\nみんないい子にしてるよ。","0.5","0","11","102111","307"
"","307008","0.2","","1","nop_talk_joy3_dere","","","3","102111","307"
"","307009","","","","0","","","93","1.7","307"
"","307010","0.2","","1","nop_talk_wish","","","3","102111","307"
"","307011","","","","","","","91","307007","307"
"0","307012","0","0","8","お嬢様！\nわ、私も一緒ですから\n大丈夫です！","0.5","0","11","102511","307"
"nop_talk_guts3_loop","307013","0.2","0","0","nop_talk_guts3_NoBlink","","1","3","102511","307"
"","307014","","","","","","","91","307012","307"
"0","307015","0","0","8","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","0.5","0","11","102311","307"
"","307016","0.2","","1","nop_talk_worry","","","3","102311","307"
"","307017","","","","","","","91","307015","307"
"","307018","0.2","","1","nop_idle_normal","","","3","102311","307"
"","307019","0.2","","1","nop_idle_normal","","1","3","102111","307"
"","307020","0.2","","1","nop_idle_normal","","1","3","102511","307"
"0","308001","0","0","8","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","0.5","0","11","101011","308"
"","308002","0.2","","1","nop_talk_joy3_blink2","","","3","101011","308"
"","308003","","","1","1","","","93","1.5","308"
"","308004","0.2","","1","nop_talk_joy1","","","3","101011","308"
"","308005","","","","","","","91","308001","308"
"","308006","0.2","","1","nop_idle_joy_normal","","1","3","101011","308"
"0","308007","0","0","8","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","0.5","0","11","104331","308"
"nop_talk_arm_crossed_loop2","308008","0.2","0.2","0","nop_talk_arm_crossed2","","1","3","104331","308"
"","308009","","","1","1","","","93","3","308"
"","308010","0.2","","1","nop_talk_thinking","","","3","104331","308"
"","308011","","","","","","","91","308007","308"
"","308012","0.2","","1","nop_idle_thinking","","1","3","104331","308"
"0","308013","0","0","8","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","0.5","0","11","101711","308"
"","308014","0.2","","1","nop_talk_joy1_wink","","","3","101711","308"
"","308015","","","1","1","","","93","2.5","308"
"","308016","0.2","","1","nop_talk_joy2","","","3","101711","308"
"","308017","","","","","","","91","308013","308"
"","308018","0.2","","1","nop_idle_joy1","","1","3","101711","308"
"0","308019","0","0","8","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","0.5","0","11","101431","308"
"","308020","0.2","","1","nop_talk_joy3_blink2","","","3","101431","308"
"","308021","","","1","1","","","93","3","308"
"nop_talk_arm_crossed_loop","308022","0.2","0.2","0","nop_talk_arm_crossed","","1","3","101431","308"
"","308023","","","","","","","91","308019","308"
"","308024","0.2","","1","nop_idle_arm_crossed","","","3","101431","308"
"","308025","","","1","","","","91","0","308"
"0","309001","0","0","8","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","0.5","0","11","103311","309"
"nop_talk_guts2_loop","309002","0.2","0.2","0","nop_talk_guts2","","1","3","103311","309"
"","309003","","","","1","","","93","2.5","309"
"","309004","0.2","","1","nop_talk_joy2","","","3","103311","309"
"","309005","","","","","","","91","309001","309"
"","309006","0.2","","1","nop_idle_joy1","","1","3","103311","309"
"0","309007","0","0","8","舞踏会が開けそうな会場ね。\n素敵だわ。","0.5","0","11","105211","309"
"","309008","0.2","","1","nop_talk_joy1_normal","","","3","105211","309"
"","309009","","","","1","","","93","2","309"
"","309010","0.2","","1","nop_talk_memory","","","3","105211","309"
"","309011","","","","","","","91","309007","309"
"","309012","0.2","","1","nop_idle_memory","","1","3","105211","309"
"0","309013","0","0","8","人が多くて疲れたよ～\nリマ～、おんぶしてよ～","0.5","0","11","102611","309"
"","309014","0.2","","1","nop_talk_sad2","","","3","102611","309"
"","309015","","","","1","","","93","1.5","309"
"","309016","0.2","","1","nop_talk_worry","","","3","102611","309"
"","309017","","","","","","","91","309013","309"
"","309018","0.2","","1","nop_idle_worry","","1","3","102611","309"
"0","309019","0","0","8","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","0.5","0","11","103811","309"
"","309020","0.2","","1","nop_talk_joy3_blink","","","3","103811","309"
"","309021","","","","","","","91","309019","309"
"","309022","0.2","","1","nop_idle_normal_joy","","","3","103811","309"
"","309023","","","","","","","91","0","309"
"0","310001","0","0","8","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","0.5","0","11","103231","310"
"","310002","0.2","","1","nop_talk_joy1","","","3","103231","310"
"","310003","","","","","","","91","310001","310"
"","310004","0.2","","1","nop_idle_joy1","","1","3","103231","310"
"0","310005","0","0","8","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","0.5","0","11","104611","310"
"","310006","0.2","","1","nop_talk_joy2","","","3","104611","310"
"","310007","","","","1","","","93","2.5","310"
"","310008","0.2","","1","nop_talk_thinking","","","3","104611","310"
"","310009","","","","","","","91","310005","310"
"","310010","0.2","","1","nop_idle_thinking","","","3","104611","310"
"0","310011","0","0","8","みんな～、あけおめ～！\nなんちゃって。ヒック。","0.5","0","11","103411","310"
"","310012","0.2","","1","nop_10_yukari_04","","","3","103411","310"
"","310013","0.2","","1","nop_10_yukari_04","","","3","11","310"
"","310014","","","","1","","","93","2.5","310"
"nop_10_yukari_02","310015","0.2","0.5","0","nop_10_yukari_06","","1","3","103411","310"
"nop_10_yukari_02","310016","0.2","0.5","0","nop_10_yukari_06","","1","3","11","310"
"","310017","","","","","","","91","310011","310"
"0","310018","0","0","8","え？　ユカリさん？\nもう酔っぱらっちゃってる……","0.5","0","11","104811","310"
"","310019","0.2","","1","nop_talk_surprise1","","","3","104811","310"
"","310020","","","","0","","","4","104811","310"
"","310021","","","","1","","","93","1","310"
"","310022","0.2","","1","nop_talk_worry","","","3","104811","310"
"","310023","","","","","","","91","310018","310"
"","310024","0.2","","1","nop_idle_worry","","1","3","104811","310"
"","310025","","","","","","","91","0","310"
"","311001","0.2","","1","nop_talk_wish","","","3","102711","311"
"0","311002","0","0","8","この広い会場のどこかに\nあのおかたの存在を感じますわ……","0.5","0","11","102711","311"
"","311003","","","","","","","91","311002","311"
"","311004","0.2","","1","nop_idle_wish","","","3","102711","311"
"nop_11_anna_huhuStand_loop","311005","0.2","0","0","nop_11_anna_huhuStand_in","","1","3","100911","311"
"0","311006","0","0","8","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","0.5","0","11","100911","311"
"","311007","","","","","","","91","311006","311"
"","311008","0.2","","1","nop_11_anna_huhuStand_loop","","","3","100911","311"
"","311009","0.2","","1","nop_talk_joy2","","","3","101311","311"
