ae5e7628ed304f22ef0e2ddf319b9b00eb39b31ae54c544cdaec5d1161ac7534,b5e80b2f9625264bf4066660d37e379ed4f9e323726db9a2817223ae61a909bc,005185ca9f42ed53c7583a949cc85f801e320708f4db6da528600c8169b3ac40,d40f89f8b648e9a1b3739e631341e73493818e0f81f6618c97ada1d93e9b370b,2fa4948e0cadd70e6cc17221fc6b78644e692368f451a1be634ef016006746c2,8be75e7ed404aa6373e58f9325c065652c4476d438fb92d9245c82c839df9732
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013406","2024/01/03 19:00:00","128401","3010","40"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013406","2023/12/31 12:00:00","180701","3001","41"
"バトル開始後90秒間ＴＰ上昇大アップ","1013406","2023/12/31 12:00:00","180701","3010","42"
"バトル開始後90秒間物理攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","100101","3001","43"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","100101","3010","44"
"攻撃力吸収無効","1013606","2024/01/31 12:00:00","100101","3013","45"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","100201","3003","46"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","100201","3004","47"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","100201","3010","48"
"攻撃力吸収無効","1013606","2024/01/31 12:00:00","100201","3013","49"
"バトル開始後90秒間物理攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","100301","3001","50"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","100301","3004","51"
"攻撃力吸収無効","1013606","2024/01/31 12:00:00","100301","3013","52"
"バトル開始後90秒間物理攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","108701","3001","53"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","108701","3010","54"
"攻撃力吸収無効","1013606","2024/01/31 12:00:00","108701","3013","55"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","180101","3001","56"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","180101","3010","57"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","122401","3001","58"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","122401","3010","59"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/02/15 0:00:00","128701","3001","60"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/02/15 0:00:00","128701","3010","61"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","108801","3003","62"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","108801","3004","63"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","108801","3010","64"
"攻撃力吸収無効","1013606","2024/01/31 12:00:00","108801","3013","65"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","115601","3004","66"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","115601","3010","67"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","180201","3004","68"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","180201","3010","69"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","122601","3004","70"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","122601","3010","71"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","128901","3004","72"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","128901","3010","73"
"バトル開始後90秒間物理攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","108901","3001","74"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1013606","2024/01/31 12:00:00","108901","3002","75"
"攻撃力吸収無効","1013606","2024/01/31 12:00:00","108901","3013","76"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","114001","3001","77"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","114001","3004","78"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","180301","3001","79"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","180301","3004","80"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","122501","3001","81"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","122501","3004","82"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","128801","3001","83"
"バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","128801","3004","84"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","100101","3001","85"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","100101","3002","86"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","100201","3003","87"
"バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","100201","3002","88"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","100301","3001","89"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","100301","3002","90"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","108701","3001","91"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","108701","3002","92"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","180101","3001","93"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","180101","3002","94"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","122401","3001","95"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","122401","3002","96"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/15 0:00:00","128701","3001","97"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/15 0:00:00","128701","3002","98"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","108801","3003","99"
"バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","108801","3002","100"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","115601","3003","101"
"バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","115601","3002","102"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","180201","3003","103"
"バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","180201","3002","104"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","122601","3003","105"
"バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","122601","3002","106"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","128901","3003","107"
"バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","128901","3002","108"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","108901","3001","109"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","108901","3002","110"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","114001","3001","111"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","114001","3002","112"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","180301","3001","113"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","180301","3002","114"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","122501","3001","115"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","122501","3002","116"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","128801","3001","117"
"バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","128801","3002","118"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014006","2024/02/29 12:00:00","110801","3001","10140001"
"バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/02/29 12:00:00","110801","3002","10140002"
"バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/02/29 12:00:00","110801","3005","10140003"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/02/29 12:00:00","110801","3010","10140004"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014006","2024/02/29 12:00:00","110901","3001","10140005"
"バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】77付与","1014006","2024/02/29 12:00:00","110901","3010","10140006"
"バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/02/29 12:00:00","111001","3002","10140007"
"バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/02/29 12:00:00","111001","3005","10140008"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/02/29 12:00:00","111001","3010","10140009"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014006","2024/02/29 12:00:00","116201","3001","10140010"
"バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/02/29 12:00:00","116201","3002","10140011"
"バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/02/29 12:00:00","116201","3005","10140012"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/02/29 12:00:00","116201","3010","10140013"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014006","2024/02/29 12:00:00","116301","3001","10140014"
"バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】40付与","1014006","2024/02/29 12:00:00","116301","3010","10140015"
"バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/02/29 12:00:00","116401","3002","10140016"
"バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/02/29 12:00:00","116401","3005","10140017"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/02/29 12:00:00","116401","3010","10140018"
"バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/03/03 19:00:00","129301","3002","10140019"
"バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/03/03 19:00:00","129301","3005","10140020"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/03/03 19:00:00","129301","3010","10140021"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","102701","3001","10142001"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","102701","3002","10142002"
"バトル開始後90秒間ＴＰ上昇大アップ","1014206","2024/03/31 12:00:00","102701","3010","10142003"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","104301","3001","10142004"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","104301","3002","10142005"
"【狼牙の咆哮】付与","1014206","2024/03/31 12:00:00","104301","3013","10142006"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","109001","3001","10142007"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","109001","3002","10142008"
"バトル開始後90秒間物理クリティカル\nダメージ極大アップ","1014206","2024/03/31 12:00:00","109001","3006","10142009"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","117001","3001","10142010"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","117001","3002","10142011"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","110401","3001","10142012"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","110401","3002","10142013"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","115901","3001","10142014"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","115901","3002","10142015"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","129801","3001","10142016"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","129801","3002","10142017"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1014406","2024/04/30 12:00:00","103601","3003","10144001"
"バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","103601","3004","10144002"
"バトル開始後90秒間ＴＰ上昇大アップ","1014406","2024/04/30 12:00:00","103601","3010","10144003"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014406","2024/04/30 12:00:00","102501","3003","10144004"
"バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","102501","3004","10144005"
"バトル開始後90秒間継続ＴＰ回復状態\n付与","1014406","2024/04/30 12:00:00","102501","3014","10144006"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1014406","2024/04/30 12:00:00","111101","3003","10144007"
"バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","111101","3004","10144008"
"バトル開始後90秒間ＴＰ上昇大アップ","1014406","2024/04/30 12:00:00","111101","3010","10144009"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1014406","2024/04/30 12:00:00","122701","3003","10144010"
"バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","122701","3004","10144011"
"バトル開始後90秒間ＴＰ上昇大アップ","1014406","2024/04/30 12:00:00","122701","3010","10144012"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1014406","2024/05/03 19:00:00","130701","3003","10144013"
"バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/05/03 19:00:00","130701","3004","10144014"
"バトル開始後90秒間ＴＰ上昇大アップ","1014406","2024/05/03 19:00:00","130701","3010","10144015"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014406","2024/04/30 12:00:00","180801","3001","10144016"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014406","2024/04/30 12:00:00","180801","3002","10144017"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014406","2024/04/30 12:00:00","107701","3003","10144018"
"バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","107701","3004","10144019"
"バトル開始後90秒間継続ＴＰ回復状態\n付与","1014406","2024/04/30 12:00:00","107701","3014","10144020"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014406","2024/04/30 12:00:00","112101","3003","10144021"
"バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","112101","3004","10144022"
"バトル開始後90秒間継続ＴＰ回復状態\n付与","1014406","2024/04/30 12:00:00","112101","3014","10144023"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014606","2024/05/31 12:00:00","101001","3003","10146001"
"バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","101001","3002","10146002"
"ボスの毒無効","1014606","2024/05/31 12:00:00","101001","3013","10146003"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014606","2024/05/31 12:00:00","110601","3003","10146004"
"バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","110601","3002","10146005"
"バトル開始後90秒間ＴＰ上昇特大アップ","1014606","2024/05/31 12:00:00","110601","3010","10146006"
"ボスの毒無効","1014606","2024/05/31 12:00:00","110601","3013","10146007"
"バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","116001","3002","10146008"
"ボスの毒無効","1014606","2024/05/31 12:00:00","116001","3013","10146009"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014606","2024/05/31 12:00:00","123101","3003","10146010"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014606","2024/05/31 12:00:00","123101","3002","10146011"
"バトル開始後90秒間ＴＰ上昇特大アップ","1014606","2024/05/31 12:00:00","123101","3010","10146012"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014606","2024/05/31 12:00:00","131001","3003","10146013"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014606","2024/05/31 12:00:00","131001","3002","10146014"
"バトル開始後90秒間ＴＰ上昇特大アップ","1014606","2024/05/31 12:00:00","131001","3010","10146015"
"ボスの毒無効","1014606","2024/05/31 12:00:00","131001","3013","10146016"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","102301","3001","10146017"
"バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","102301","3002","10146018"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","106601","3001","10146019"
"バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","106601","3002","10146020"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","102101","3001","10146021"
"バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","102101","3002","10146022"
"バトル開始後90秒間物理攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","126401","3001","10146023"
"バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","126401","3002","10146024"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","126101","3003","10146025"
"バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","126101","3002","10146026"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","123301","3001","10148001"
"バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/06/30 12:00:00","123301","3002","10148002"
"バトル開始後90秒間継続ＴＰ回復状態\n付与","1014806","2024/06/30 12:00:00","123301","3014","10148003"
"ボスのフィールド効果無効","1014806","2024/06/30 12:00:00","123301","3013","10148004"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","118201","3003","10148005"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014806","2024/06/30 12:00:00","118201","3002","10148006"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","118101","3003","10148007"
"バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/06/30 12:00:00","118101","3002","10148008"
"ボスのフィールド効果無効","1014806","2024/06/30 12:00:00","118101","3013","10148009"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","125801","3001","10148010"
"バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/06/30 12:00:00","125801","3002","10148011"
"ボスのフィールド効果無効","1014806","2024/06/30 12:00:00","125801","3013","10148012"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","131101","3001","10148013"
"バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/06/30 12:00:00","131101","3002","10148014"
"バトル開始後90秒間継続ＴＰ回復状態\n付与","1014806","2024/06/30 12:00:00","131101","3014","10148015"
"ボスのフィールド効果無効","1014806","2024/06/30 12:00:00","131101","3013","10148016"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014806","2024/07/03 19:00:00","131201","3003","10148017"
"バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/07/03 19:00:00","131201","3002","10148018"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","126901","3003","10148019"
"バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014806","2024/06/30 12:00:00","126901","3002","10148020"
"バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","123001","3002","10150001"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015006","2024/07/31 12:00:00","123001","3010","10150002"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","123001","3013","10150003"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015006","2024/07/31 12:00:00","106701","3003","10150004"
"バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","106701","3002","10150005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015006","2024/07/31 12:00:00","106701","3010","10150006"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","106701","3013","10150007"
"バトル開始後90秒間魔法攻撃力極大\nアップ","1015006","2024/07/31 12:00:00","131701","3003","10150008"
"バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","131701","3002","10150009"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015006","2024/07/31 12:00:00","131701","3010","10150010"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","131701","3013","10150011"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","127001","3001","10150012"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","127001","3013","10150013"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","113601","3001","10150014"
"バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","113601","3002","10150015"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","113601","3013","10150016"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","107501","3001","10150017"
"バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","107501","3002","10150018"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","107501","3013","10150019"
"バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","124501","3002","10150020"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","124501","3013","10150021"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","122801","3001","10150022"
"バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","122801","3002","10150023"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","122801","3013","10150024"
"バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","122501","3001","10150025"
"バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","122501","3002","10150026"
"ボスの環境効果無効","1015006","2024/07/31 12:00:00","122501","3013","10150027"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1015206","2024/08/31 12:00:00","109901","3003","10152001"
"バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","109901","3002","10152002"
"バトル開始後90秒間ＴＰ上昇大アップ","1015206","2024/08/31 12:00:00","109901","3010","10152003"
"ボスの沈黙無効","1015206","2024/08/31 12:00:00","109901","3013","10152004"
"バトル開始後90秒間魔法攻撃力絶大\nアップ","1015206","2024/08/31 12:00:00","109801","3003","10152005"
