b177a294b32629c945280f4f95de9e8a4c5d632469dd4f55cde0a2d3d5dfd4dc,2f60aa169c15f6235aa73c7caa2212bd0160b4b56a107de4bc26e45559b7cbb9,ae8040c9e5ce4526b39f8c553af87c7490e48d038659a09bdbcada69b1c64171,a8492f94677d341e9b29c13444802663a250f05562ea8029fd97fc3d0bbce895,9831a8c4f26522f96476766625d8f356cfb2c365a5bac864d7adb3b4fcce7bc2,6ba0fcd57a434d205e8a8850b56beb31414eb1fa1c09d287217ab09750b2ee14
"1003","11001073","99001073","0","15","137"
"1001","11001074","99001074","1","15","138"
"0","91002","99001074","30","8","139"
"1001","11001075","99001075","1","15","140"
"0","91002","99001075","30","8","141"
"1002","11001076","99001076","1","15","142"
"0","91002","99001076","30","8","143"
"1003","11001077","99001077","1","15","144"
"0","91002","99001077","30","8","145"
"1001","11001078","99001078","1","15","146"
"0","91002","99001078","30","8","147"
"1001","11001079","99001079","1","15","148"
"0","91002","99001079","30","8","149"
"1002","11001080","99001080","1","15","150"
"0","91002","99001080","30","8","151"
"1003","11001081","99001081","1","15","152"
"0","91002","99001081","30","8","153"
"1001","11001082","99001082","1","15","154"
"0","91002","99001082","30","8","155"
"1001","11001083","99001083","1","15","156"
"0","91002","99001083","30","8","157"
"1002","11001084","99001084","1","15","158"
"0","91002","99001084","30","8","159"
"1003","11001085","99001085","1","15","160"
"0","91002","99001085","30","8","161"
"1001","11001086","99001086","0","15","162"
"1002","11001087","99001087","0","15","163"
"1002","11001088","99001088","0","15","164"
"1002","11001089","99001089","0","15","165"
"1003","11001090","99001090","0","15","166"
"1001","11001091","99001091","1","15","167"
"0","91002","99001091","30","8","168"
"1001","11001092","99001092","1","15","169"
"0","91002","99001092","30","8","170"
"1002","11001093","99001093","1","15","171"
"0","91002","99001093","30","8","172"
"1003","11001094","99001094","1","15","173"
"0","91002","99001094","30","8","174"
"1001","11001095","99001095","1","15","175"
"0","91002","99001095","30","8","176"
"1001","11001096","99001096","1","15","177"
"0","91002","99001096","30","8","178"
"1002","11001097","99001097","1","15","179"
"0","91002","99001097","30","8","180"
"1003","11001098","99001098","1","15","181"
"0","91002","99001098","30","8","182"
"1001","11001099","99001099","1","15","183"
"0","91002","99001099","30","8","184"
"1001","11001100","99001100","1","15","185"
"0","91002","99001100","30","8","186"
"1002","11001101","99001101","1","15","187"
"0","91002","99001101","30","8","188"
"1003","11001102","99001102","1","15","189"
"0","91002","99001102","30","8","190"
"1001","11001103","99001103","1","15","191"
"0","91002","99001103","30","8","192"
"1001","11001104","99001104","1","15","193"
"0","91002","99001104","30","8","194"
"1002","11001105","99001105","1","15","195"
"0","91002","99001105","30","8","196"
"1003","11001106","99001106","1","15","197"
"0","91002","99001106","30","8","198"
"1001","11001107","99001107","1","15","199"
"0","91002","99001107","30","8","200"
"1001","11001108","99001108","1","15","201"
"0","91002","99001108","30","8","202"
"1002","11001109","99001109","1","15","203"
"0","91002","99001109","30","8","204"
"1003","11001110","99001110","1","15","205"
"0","91002","99001110","30","8","206"
"1001","11001111","99001111","1","15","207"
"0","91002","99001111","30","8","208"
"1001","11001112","99001112","1","15","209"
"0","91002","99001112","30","8","210"
"1002","11001113","99001113","1","15","211"
"0","91002","99001113","30","8","212"
"1003","11001114","99001114","1","15","213"
"0","91002","99001114","30","8","214"
"1001","11001115","99001115","1","15","215"
"0","91002","99001115","30","8","216"
"1001","11001116","99001116","1","15","217"
"0","91002","99001116","30","8","218"
"1002","11001117","99001117","1","15","219"
"0","91002","99001117","30","8","220"
"1003","11001118","99001118","1","15","221"
"0","91002","99001118","30","8","222"
"1001","11001119","99001119","1","15","223"
"0","91002","99001119","30","8","224"
"1001","11001120","99001120","1","15","225"
"0","91002","99001120","30","8","226"
"1002","11001121","99001121","1","15","227"
"0","91002","99001121","30","8","228"
"1003","11001122","99001122","1","15","229"
"0","91002","99001122","30","8","230"
"1001","11001123","99001123","1","15","231"
"0","91002","99001123","30","8","232"
"1001","11001124","99001124","1","15","233"
"0","91002","99001124","30","8","234"
"1002","11001125","99001125","1","15","235"
"0","91002","99001125","30","8","236"
"1003","11001126","99001126","1","15","237"
"0","91002","99001126","30","8","238"
"1001","11001127","99001127","1","15","239"
"0","91002","99001127","30","8","240"
"1001","11001128","99001128","1","15","241"
"0","91002","99001128","30","8","242"
"1002","11001129","99001129","1","15","243"
"0","91002","99001129","30","8","244"
"1003","11001130","99001130","1","15","245"
"0","91002","99001130","30","8","246"
"1003","11001131","99001131","1","15","247"
"1001","11001132","99001132","1","15","248"
"0","91002","99001132","30","8","249"
"1001","11001133","99001133","1","15","250"
"0","91002","99001133","30","8","251"
"1002","11001134","99001134","1","15","252"
"0","91002","99001134","30","8","253"
"1003","11001135","99001135","1","15","254"
"0","91002","99001135","30","8","255"
"1001","11001136","99001136","1","15","256"
"0","91002","99001136","30","8","257"
"1001","11001137","99001137","1","15","258"
"0","91002","99001137","30","8","259"
"1002","11001138","99001138","1","15","260"
"0","91002","99001138","30","8","261"
"1003","11001139","99001139","1","15","262"
"0","91002","99001139","30","8","263"
"1003","11001140","99001140","1","15","264"
"1001","11001142","99001142","1","15","265"
"0","91002","99001142","30","8","266"
"1001","11001143","99001143","1","15","267"
"0","91002","99001143","30","8","268"
"1002","11001144","99001144","1","15","269"
"0","91002","99001144","30","8","270"
"1003","11001145","99001145","1","15","271"
"0","91002","99001145","30","8","272"
"1001","11001146","99001146","0","15","273"
"1002","11001147","99001147","0","15","274"
"1001","11001148","99001148","1","15","275"
"0","91002","99001148","30","8","276"
"1001","11001149","99001149","1","15","277"
"0","91002","99001149","30","8","278"
"1002","11001150","99001150","1","15","279"
"0","91002","99001150","30","8","280"
"1003","11001151","99001151","1","15","281"
"0","91002","99001151","30","8","282"
"1001","11001152","99001152","1","15","283"
"0","91002","99001152","30","8","284"
"1001","11001153","99001153","1","15","285"
"0","91002","99001153","30","8","286"
"1002","11001154","99001154","1","15","287"
"0","91002","99001154","30","8","288"
"1003","11001155","99001155","1","15","289"
"0","91002","99001155","30","8","290"
"1001","11001156","99001156","1","15","291"
"0","91002","99001156","30","8","292"
"1001","11001157","99001157","1","15","293"
"0","91002","99001157","30","8","294"
"1002","11001158","99001158","1","15","295"
"0","91002","99001158","30","8","296"
"1003","11001159","99001159","1","15","297"
"0","91002","99001159","30","8","298"
"1001","11001160","99001160","1","15","299"
"0","91002","99001160","30","8","300"
"1001","11001161","99001161","1","15","301"
"0","91002","99001161","30","8","302"
"1002","11001162","99001162","1","15","303"
"0","91002","99001162","30","8","304"
"1003","11001163","99001163","1","15","305"
"0","91002","99001163","30","8","306"
"1002","11001164","99001164","1","15","307"
"1003","11001165","99001165","1","15","308"
"1001","11001166","99001166","1","15","309"
"0","91002","99001166","30","8","310"
"1001","11001167","99001167","1","15","311"
"0","91002","99001167","30","8","312"
"1002","11001168","99001168","1","15","313"
"0","91002","99001168","30","8","314"
"1003","11001169","99001169","1","15","315"
"0","91002","99001169","30","8","316"
"1001","11001170","99001170","1","15","317"
"0","91002","99001170","30","8","318"
"1001","11001171","99001171","1","15","319"
"0","91002","99001171","30","8","320"
"1002","11001172","99001172","1","15","321"
"0","91002","99001172","30","8","322"
"1003","11001173","99001173","1","15","323"
"0","91002","99001173","30","8","324"
"1001","11001174","99001174","1","15","325"
"0","91002","99001174","30","8","326"
"1001","11001175","99001175","1","15","327"
"0","91002","99001175","30","8","328"
"1002","11001176","99001176","1","15","329"
"0","91002","99001176","30","8","330"
"1003","11001177","99001177","1","15","331"
"0","91002","99001177","30","8","332"
"1001","11001178","99001178","1","15","333"
"0","91002","99001178","30","8","334"
"1001","11001179","99001179","1","15","335"
"0","91002","99001179","30","8","336"
"1002","11001180","99001180","1","15","337"
"0","91002","99001180","30","8","338"
"1003","11001181","99001181","1","15","339"
"0","91002","99001181","30","8","340"
"1001","11001182","99001182","1","15","341"
"0","91002","99001182","30","8","342"
"1001","11001183","99001183","1","15","343"
"0","91002","99001183","30","8","344"
"1002","11001184","99001184","1","15","345"
"0","91002","99001184","30","8","346"
"1003","11001185","99001185","1","15","347"
"0","91002","99001185","30","8","348"
"1001","11001186","99001186","1","15","349"
"0","91002","99001186","30","8","350"
"1001","11001187","99001187","1","15","351"
"0","91002","99001187","30","8","352"
"1002","11001188","99001188","1","15","353"
"0","91002","99001188","30","8","354"
"1003","11001189","99001189","1","15","355"
"0","91002","99001189","30","8","356"
"1001","11001190","99001190","1","15","357"
"0","91002","99001190","30","8","358"
"1001","11001191","99001191","1","15","359"
"0","91002","99001191","30","8","360"
"1002","11001192","99001192","1","15","361"
"0","91002","99001192","30","8","362"
"1003","11001193","99001193","1","15","363"
"0","91002","99001193","30","8","364"
"1001","11001194","99001194","1","15","365"
"0","91002","99001194","30","8","366"
"1001","11001195","99001195","1","15","367"
"0","91002","99001195","30","8","368"
"1002","11001196","99001196","1","15","369"
"0","91002","99001196","30","8","370"
"1003","11001197","99001197","1","15","371"
"0","91002","99001197","30","8","372"
"1002","11001198","99001198","1","15","373"
"1003","11001199","99001199","1","15","374"
"1001","11001200","99001200","1","15","375"
"0","91002","99001200","30","8","376"
"1001","11001201","99001201","1","15","377"
"0","91002","99001201","30","8","378"
"1002","11001202","99001202","1","15","379"
"0","91002","99001202","30","8","380"
"1003","11001203","99001203","1","15","381"
"0","91002","99001203","30","8","382"
"1003","11001204","99001204","1","15","383"
"1001","11001205","99001205","1","15","384"
"0","91002","99001205","30","8","385"
"1001","11001206","99001206","1","15","386"
"0","91002","99001206","30","8","387"
"1002","11001207","99001207","1","15","388"
"0","91002","99001207","30","8","389"
"1003","11001208","99001208","1","15","390"
"0","91002","99001208","30","8","391"
"1001","11001209","99001209","1","15","392"
"0","91002","99001209","30","8","393"
"1001","11001210","99001210","1","15","394"
"0","91002","99001210","30","8","395"
"1002","11001211","99001211","1","15","396"
"0","91002","99001211","30","8","397"
"1003","11001212","99001212","1","15","398"
"0","91002","99001212","30","8","399"
"1001","11001213","99001213","1","15","400"
"0","91002","99001213","30","8","401"
"1001","11001214","99001214","1","15","402"
"0","91002","99001214","30","8","403"
"1002","11001215","99001215","1","15","404"
"0","91002","99001215","30","8","405"
"1003","11001216","99001216","1","15","406"
"0","91002","99001216","30","8","407"
"1001","11001217","99001217","1","15","408"
"0","91002","99001217","30","8","409"
"1001","11001218","99001218","1","15","410"
"0","91002","99001218","30","8","411"
"1002","11001219","99001219","1","15","412"
"0","91002","99001219","30","8","413"
"1003","11001220","99001220","1","15","414"
"0","91002","99001220","30","8","415"
"1001","11001221","99001221","1","15","416"
"0","91002","99001221","30","8","417"
"1001","11001222","99001222","1","15","418"
"0","91002","99001222","30","8","419"
"1002","11001223","99001223","1","15","420"
"0","91002","99001223","30","8","421"
"1003","11001224","99001224","1","15","422"
"0","91002","99001224","30","8","423"
"1001","11001225","99001225","1","15","424"
"0","91002","99001225","30","8","425"
"1001","11001226","99001226","1","15","426"
"0","91002","99001226","30","8","427"
"1002","11001227","99001227","1","15","428"
"0","91002","99001227","30","8","429"
"1003","11001228","99001228","1","15","430"
"0","91002","99001228","30","8","431"
"1001","11001229","99001229","1","15","432"
"0","91002","99001229","30","8","433"
"1001","11001230","99001230","1","15","434"
"0","91002","99001230","30","8","435"
"1002","11001231","99001231","1","15","436"
"0","91002","99001231","30","8","437"
"1003","11001232","99001232","1","15","438"
"0","91002","99001232","30","8","439"
"1001","11001233","99001233","1","15","440"
"0","91002","99001233","30","8","441"
"1001","11001234","99001234","1","15","442"
"0","91002","99001234","30","8","443"
"1002","11001235","99001235","1","15","444"
"0","91002","99001235","30","8","445"
"1003","11001236","99001236","1","15","446"
"0","91002","99001236","30","8","447"
"1001","11001237","99001237","1","15","448"
"0","91002","99001237","30","8","449"
"1001","11001238","99001238","1","15","450"
"0","91002","99001238","30","8","451"
"1002","11001239","99001239","1","15","452"
"0","91002","99001239","30","8","453"
"1003","11001240","99001240","1","15","454"
"0","91002","99001240","30","8","455"
"1001","11001241","99001241","1","15","456"
"0","91002","99001241","30","8","457"
"1001","11001242","99001242","1","15","458"
"0","91002","99001242","30","8","459"
"1002","11001243","99001243","1","15","460"
"0","91002","99001243","30","8","461"
"1003","11001244","99001244","1","15","462"
"0","91002","99001244","30","8","463"
"1001","11001245","99001245","1","15","464"
"0","91002","99001245","30","8","465"
"1001","11001246","99001246","1","15","466"
"0","91002","99001246","30","8","467"
"1002","11001247","99001247","1","15","468"
"0","91002","99001247","30","8","469"
"1003","11001248","99001248","1","15","470"
"0","91002","99001248","30","8","471"
"1003","11001249","99001249","1","15","472"
"1001","11001250","99001250","1","15","473"
"0","91002","99001250","30","8","474"
"1001","11001251","99001251","1","15","475"
"0","91002","99001251","30","8","476"
"1002","11001252","99001252","1","15","477"
"0","91002","99001252","30","8","478"
"1003","11001253","99001253","1","15","479"
"0","91002","99001253","30","8","480"
"1001","11001254","99001254","1","15","481"
"0","91002","99001254","30","8","482"
"1001","11001255","99001255","1","15","483"
"0","91002","99001255","30","8","484"
"1002","11001256","99001256","1","15","485"
"0","91002","99001256","30","8","486"
"1003","11001257","99001257","1","15","487"
"0","91002","99001257","30","8","488"
"1001","11001258","99001258","1","15","489"
"0","91002","99001258","30","8","490"
"1001","11001259","99001259","1","15","491"
"0","91002","99001259","30","8","492"
"1002","11001260","99001260","1","15","493"
"0","91002","99001260","30","8","494"
"1003","11001261","99001261","1","15","495"
"0","91002","99001261","30","8","496"
"1001","11001262","99001262","1","15","497"
"1001","11001263","99001263","1","15","498"
"1001","11001264","99001264","1","15","499"
"1002","11001265","99001265","1","15","500"
"1003","11001266","99001266","1","15","501"
"1001","11001267","99001267","1","15","502"
"0","91002","99001267","30","8","503"
"1001","11001268","99001268","1","15","504"
"0","91002","99001268","30","8","505"
"1002","11001269","99001269","1","15","506"
"0","91002","99001269","30","8","507"
"1003","11001270","99001270","1","15","508"
"0","91002","99001270","30","8","509"
"1003","11001271","99001271","1","15","510"
"1001","11001272","99001272","1","15","511"
"0","91002","99001272","30","8","512"
"1001","11001273","99001273","1","15","513"
"0","91002","99001273","30","8","514"
"1002","11001274","99001274","1","15","515"
"0","91002","99001274","30","8","516"
"1003","11001275","99001275","1","15","517"
"0","91002","99001275","30","8","518"
"1003","11001276","99001276","1","15","519"
"1001","11001277","99001277","1","15","520"
"0","91002","99001277","30","8","521"
"1001","11001278","99001278","1","15","522"
"0","91002","99001278","30","8","523"
"1002","11001279","99001279","1","15","524"
"0","91002","99001279","30","8","525"
"1003","11001280","99001280","1","15","526"
"0","91002","99001280","30","8","527"
"1001","11001281","99001281","1","15","528"
"0","91002","99001281","30","8","529"
"1001","11001282","99001282","1","15","530"
"0","91002","99001282","30","8","531"
"1002","11001283","99001283","1","15","532"
"0","91002","99001283","30","8","533"
"1003","11001284","99001284","1","15","534"
"0","91002","99001284","30","8","535"
"1003","11001285","99001285","1","15","536"
"1001","11001286","99001286","1","15","537"
"0","91002","99001286","30","8","538"
"1001","11001287","99001287","1","15","539"
"0","91002","99001287","30","8","540"
"1002","11001288","99001288","1","15","541"
"0","91002","99001288","30","8","542"
"1003","11001289","99001289","1","15","543"
"0","91002","99001289","30","8","544"
"1001","11001290","99001290","1","15","545"
"0","91002","99001290","30","8","546"
"1001","11001291","99001291","1","15","547"
"0","91002","99001291","30","8","548"
"1002","11001292","99001292","1","15","549"
"0","91002","99001292","30","8","550"
"1003","11001293","99001293","1","15","551"
"0","91002","99001293","30","8","552"
"1001","11001294","99001294","1","15","553"
"0","91002","99001294","30","8","554"
"1001","11001295","99001295","1","15","555"
"0","91002","99001295","30","8","556"
"1002","11001296","99001296","1","15","557"
"0","91002","99001296","30","8","558"
"1003","11001297","99001297","1","15","559"
"0","91002","99001297","30","8","560"
"1001","11001298","99001298","1","15","561"
"0","91002","99001298","30","8","562"
"1001","11001299","99001299","1","15","563"
"0","91002","99001299","30","8","564"
"1002","11001300","99001300","1","15","565"
"0","91002","99001300","30","8","566"
"1003","11001301","99001301","1","15","567"
"0","91002","99001301","30","8","568"
"1003","11001302","99001302","1","15","569"
"1003","11001303","99001303","1","15","570"
"1003","11001304","99001304","1","15","571"
"1001","11001305","99001305","1","15","572"
"0","91002","99001305","30","8","573"
"1001","11001306","99001306","1","15","574"
"0","91002","99001306","30","8","575"
"1002","11001307","99001307","1","15","576"
"0","91002","99001307","30","8","577"
"1003","11001308","99001308","1","15","578"
"0","91002","99001308","30","8","579"
"1001","11001309","99001309","1","15","580"
"0","91002","99001309","30","8","581"
"1001","11001310","99001310","1","15","582"
"0","91002","99001310","30","8","583"
"1002","11001311","99001311","1","15","584"
"0","91002","99001311","30","8","585"
"1003","11001312","99001312","1","15","586"
"0","91002","99001312","30","8","587"
"1003","11001313","99001313","1","15","588"
"1001","11001314","99001314","1","15","589"
"0","91002","99001314","30","8","590"
"1001","11001315","99001315","1","15","591"
"0","91002","99001315","30","8","592"
"1002","11001316","99001316","1","15","593"
"0","91002","99001316","30","8","594"
"1003","11001317","99001317","1","15","595"
"0","91002","99001317","30","8","596"
"1003","11001318","99001318","1","15","597"
"1001","11001319","99001319","1","15","598"
"0","91002","99001319","30","8","599"
"1001","11001320","99001320","1","15","600"
"0","91002","99001320","30","8","601"
"1002","11001321","99001321","1","15","602"
"0","91002","99001321","30","8","603"
"1003","11001322","99001322","1","15","604"
"0","91002","99001322","30","8","605"
"1003","11001323","99001323","1","15","606"
"1001","11001324","99001324","1","15","607"
"0","91002","99001324","30","8","608"
"1001","11001325","99001325","1","15","609"
"0","91002","99001325","30","8","610"
"1002","11001326","99001326","1","15","611"
"0","91002","99001326","30","8","612"
"1003","11001327","99001327","1","15","613"
"0","91002","99001327","30","8","614"
"1003","11001328","99001328","1","15","615"
"1001","11001329","99001329","1","15","616"
"0","91002","99001329","30","8","617"
"1001","11001330","99001330","1","15","618"
"0","91002","99001330","30","8","619"
"1002","11001331","99001331","1","15","620"
"0","91002","99001331","30","8","621"
"1003","11001332","99001332","1","15","622"
"0","91002","99001332","30","8","623"
"1001","11001333","99001333","1","15","624"
"0","91002","99001333","30","8","625"
"1001","11001334","99001334","1","15","626"
"0","91002","99001334","30","8","627"
"1002","11001335","99001335","1","15","628"
"0","91002","99001335","30","8","629"
"1003","11001336","99001336","1","15","630"
"0","91002","99001336","30","8","631"
"1002","11001337","99001337","1","15","632"
"1002","11001338","99001338","1","15","633"
"1003","11001339","99001339","1","15","634"
"1001","11001340","99001340","1","15","635"
"0","91002","99001340","30","8","636"
"1001","11001341","99001341","1","15","637"
"0","91002","99001341","30","8","638"
"1002","11001342","99001342","1","15","639"
"0","91002","99001342","30","8","640"
"1003","11001343","99001343","1","15","641"
"0","91002","99001343","30","8","642"
"1003","19901001","99900001","1","15","643"
"1003","19901002","99900002","1","15","644"
"1003","19901003","99900003","1","15","645"
"1001","11001344","99001344","1","15","646"
"0","91002","99001344","30","8","647"
"1001","11001345","99001345","1","15","648"
"0","91002","99001345","30","8","649"
"1002","11001346","99001346","1","15","650"
"0","91002","99001346","30","8","651"
"1003","11001347","99001347","1","15","652"
"0","91002","99001347","30","8","653"
