b5171932c78b22769fd8e300792d37985a1209663b58ab096c0f37fce5fb8dc6,69b9186dd6c95374d644cf44aaff74ac38a0d2caeb75373c9a68c27dda064348,20f21a42e80a5faad6330f93beb671208637900e33541cb0478626899e181bd4,4069fc3618b8af22bd79ba7bd4c70f899eae5245c5773d01664fa24a5458f446,1082c2e593e741dd5c06aa15b25ecd6dc0de17267f90de68657d81113cc9252b,5df6be5567395358e33cdcf37beb9af0139d78aa3dbf0278bf5724b781b556e4,ec85a0a67ee377882918a5791da58453871eed4d70940379611ee24571308291,03cf2f0001eae54ff09109032d66df09ac418c5bd4d141403a226116066e53db,1e3aabc1b0d07f8b2855f9f55fb9e31ce0b66cc8f548b4742b9e50017a72772b,b78fb05d6a79fa44e034327a28a5fc701fc68a0ba21f7ef52c1924b22ade5f1c,e27ad2f1be7e4241e4474f3767d3c664444965196c187035fed30194c362651e,56f9a61ae7d6f1ea4af37571b29c98a77a1bda056d333f9a9bde0168a20d1ade,f0537ecffb624d4f8c67555bd43bf2a622084aacb2b6a29d53ebc521da3650c1
"1","1","0","カタツムリ","イモリ","0","ヤモリ","3230012","0","0","1","0","コウモリ"
"1","0","0","シリ","ムネ","0","アタマ","3230013","0","1","1","0","ハラ"
"1","0","0","スズメ","オオハクチョウ","0","ツバメ","3230014","0","1","1","0","マナヅル"
"0","0","0","ヒト","カメ","0","ヘビ","3230016","0","1","1","0","コウモリ"
"0","0","0","キャル","シェフィ","0","コッコロ","3231001","0","1","1","0","ペコリーヌ"
"1","0","0","ラビリスタ","レイ","0","コッコロ","3231002","0","1","1","0","ホマレ"
"0","0","0","3","4","0","2","3310001","0","1","1","0","1"
"0","0","0","金","アルミニウム","0","銀","3310003","0","1","1","0","銅"
"1","0","0","ファラッド","尺","0","メートル","3310005","0","1","1","0","インチ"
"1","0","0","ヒロイン","コサイン","0","サイン","3310006","0","1","1","0","タンジェント"
"1","0","0","おうぎ形","ひし形","0","正方形","3310007","0","1","1","0","長方形"
"0","0","0","112","215","0","405","3310008","0","1","1","0","827"
"1","0","0","A","E","0","L","3310009","0","1","1","0","D"
"1","1","0","銀","アルミニウム","0","鉄","3310010","0","0","1","0","金"
"0","0","0","硝酸","水酸化ナトリウム水溶液","0","石けん水","3310012","0","1","1","0","蒸留水"
"1","0","0","桃","藍","0","赤","3310013","0","1","1","0","緑"
"0","0","0","3","5","0","6","3310014","0","1","1","0","4"
"1","0","0","12:8","4:1","0","10:6","3310015","0","1","0","0","15:9"
"1","0","0","キャッスル・オブ・パルフェ","オーマ","0","ソルの塔","3311001","0","1","1","0","ランドソル"
"0","0","0","オーマ","キャッスル・オブ・パルフェ","0","ふぁんふぁんファーム","3311002","0","1","1","0","ソルの塔"
"1","0","0","じょろうぐも","にゅうどうぐも","0","いわしぐも","3320001","0","1","1","0","うろこぐも"
"1","0","0","アンタレス","アルタイル","0","デネブ","3320002","0","1","1","0","ベガ"
"1","0","0","交点","力点","0","支点","3320003","0","1","1","0","作用点"
"1","0","0","反射","対流","0","伝導","3320004","0","1","1","0","放射"
"1","0","0","1111","11111","0","111","3320005","0","1","0","0","111111"
"1","0","0","黄","青","0","赤","3320007","0","1","1","0","緑"
"1","0","0","冥王星","天王星","0","地球","3320008","0","1","1","0","海王星"
"0","0","0","おおいぬ座","わし座","0","はくちょう座","3320010","0","1","1","0","こいぬ座"
"0","0","0","アンモニア水","塩酸","0","レモンの果汁","3320011","0","1","1","0","塩水"
"0","0","0","二酸化炭素","臭素","0","塩素","3320014","0","1","1","0","酸素"
"0","0","0","ツンとする臭いがある","最も軽い気体である","0","酸素と混ぜて燃やすと音が出る","3320015","0","1","1","0","水色である"
"0","0","0","0","2","0","3","3320016","0","1","1","0","1"
"0","0","0","王宮騎士団","ルーセント学院","0","リトルリリカル","3321001","0","1","1","0","メルクリウス財団"
"0","0","0","保温効果","のど・鼻の保湿効果","0","清涼効果","3321002","0","1","1","0","美肌効果"
"1","0","0","おおやぎ座","おおかみ座","0","おおいぬ座","3330001","0","1","1","0","おおぐま座"
"0","0","0","シリウス","リゲル","0","ベテルギウス","3330002","0","1","1","0","アルタイル"
"1","0","0","閃緑岩","玄武岩","0","流紋岩","3330003","0","1","1","0","安山岩"
"0","0","0","カリウム","マグネシウム","0","カルシウム","3330004","0","1","1","0","アルミニウム"
"0","0","0","化素","炭素","0","酸素","3330007","0","1","1","0","二素"
"0","0","0","6！","2×2×5×5","0","10の2乗","3330010","0","1","1","0","ルート1000"
"0","0","0","112÷7","ルート225","0","4＋5＋6","3330011","0","1","1","0","2×3×4"
"1","0","0","窒素","水素","0","炭素","3330012","0","1","1","0","酸素"
"0","0","0","水酸化ナトリウム","硝酸","0","塩酸","3330013","0","1","1","0","硫酸"
"1","0","0","天気雨","霧","0","雪","3330014","0","1","1","0","薄雲"
"0","0","0","窒素","塩素","0","フッ素","3330015","0","1","1","0","ケイ素"
"1","0","0","オゾン","ダイヤモンド","0","黒鉛","3330016","0","1","1","0","フラーレン"
"0","0","0","イリス樹海","ペテロ大森林","0","カスタリア樹林","3331001","0","1","1","0","ケレス森林"
"1","0","0","アルバ浜堤","ヘリケ巨木","0","スィオネ樹林","3331002","0","1","1","0","イオカステ岩山"
"1","0","0","玄関","トイレ","0","風呂場","3410001","0","1","1","0","キッチン"
"0","0","0","警備員","消防士","0","警察官","3410002","0","1","1","0","弁護士"
"1","0","0","蛍光灯","段ボール","0","雑誌","3410003","0","1","1","0","新聞紙"
"0","0","0","青","緑","0","黄","3410004","0","1","1","0","オレンジ"
"0","0","0","練習","連絡","0","報告","3410005","0","1","1","0","放置"
"1","0","0","紫","青","0","赤","3410006","0","1","1","0","黄"
"1","0","0","リスタート","リユース","0","リデュース","3410007","0","1","1","0","リサイクル"
"1","0","0","親友","祖父","0","妻","3410008","0","1","1","0","孫"
"1","0","0","指切り","せん切り","0","みじん切り","3410010","0","1","1","0","輪切り"
"1","0","0","豆板醤","豆腐","0","納豆","3410011","0","1","1","0","豆乳"
"1","0","0","レッドペッパー","ホワイトペッパー","0","ブラックペッパー","3410013","0","1","1","0","ピンクペッパー"
"1","0","0","ブルーマウンテン","プーアル","0","ウーロン","3410015","0","1","1","0","ジャスミン"
"1","0","0","カオリ","レイ","0","ユイ","3411001","0","1","1","0","ヒヨリ"
"1","0","0","ユニ","ミソギ","0","ミミ","3411002","0","1","1","0","キョウカ"
"1","0","0","薪","石炭","0","石油","3420001","0","1","1","0","天然ガス"
"1","0","0","憲法","立法","0","司法","3420002","0","1","1","0","行政"
"0","0","0","新聞代","水道代","0","電気代","3420003","0","1","1","0","電車賃"
"1","0","0","惜春","賀正","0","謹賀新年","3420004","0","1","1","0","迎春"
"1","0","0","しばしば雨","一時雨","0","ときどき雨","3420005","0","1","1","0","のち雨"
"1","0","0","単7","単3","0","単1","3420007","0","1","1","0","単5"
"1","0","0","スライス","プラス","0","マイナス","3420009","0","1","1","0","ボックス"
"1","0","0","喉ごし豆腐","木綿豆腐","0","絹ごし豆腐","3420010","0","1","1","0","高野豆腐"
"1","0","0","マヨネーズ","バター","0","チーズ","3420011","0","1","1","0","ヨーグルト"
"1","0","0","カルパッチョ","スクランブルエッグ","0","オムレツ","3420012","0","1","1","0","エッグベネディクト"
"0","0","0","すだち米","もち米","0","うるち米","3420014","0","1","1","0","くち米"
"1","0","0","そば","スパゲッティ","0","うどん","3420015","0","1","1","0","ひやむぎ"
"0","0","0","エリコ","ニノン","0","キャル","3421001","0","1","1","0","リノ"
"0","0","0","おにぎりガチャ","レアガチャ","0","プレミアムガチャ","3421002","0","1","1","0","キャラバンガチャ"
"0","0","0","P","Z","0","E","3430001","0","1","1","0","G"
"1","0","0","とうちゃん","じいちゃん","0","かあちゃん","3430002","0","1","1","0","ばあちゃん"
"1","0","0","ベランダ","キッチン","0","居間","3430004","0","1","1","0","台所"
"1","0","0","達磨","大黒天","0","恵比寿","3430005","0","1","1","0","布袋"
"1","0","0","インフルエンザ","騒音","0","地盤沈下","3430007","0","1","1","0","振動"
"1","0","0","エスカレーター","歩行器","0","車椅子","3430008","0","1","1","0","スロープ"
"0","0","0","中学三年生","幼稚園児","0","生後半年","3430009","0","1","1","0","小学三年生"
"1","0","0","牛乳","油","0","酢","3430010","0","1","1","0","卵"
"1","0","0","ワイン","ウィスキー","0","焼酎","3430011","0","1","1","0","ビール"
"0","0","0","酒","酢","0","醤油","3430012","0","1","1","0","背脂"
"1","0","0","ゴボウ","ハコベラ","0","スズナ","3430013","0","1","1","0","ナズナ"
"1","0","0","サラミ","グラノーラ","0","コーンフレーク","3430015","0","1","1","0","オートミール"
"0","0","0","砂浜のプリンセス","サマーゲームの覇者","0","譲れないサマーゲーム","3431001","0","1","1","0","フラッグは譲れない"
"1","0","0","ぷうきちストライク","渚のスラッガー","0","渚の4番見習い","3431002","0","1","1","0","渚の不動の4番"
"1","0","0","将棋","囲碁","0","オセロ","3510001","0","1","1","0","チェス"
"1","0","0","バイオリン","フルート","0","尺八","3510002","0","1","1","0","リコーダー"
"1","0","0","インターネット","クラリネット","0","太鼓","3510003","0","1","1","0","尺八"
"1","0","0","ジェネラル","クイーン","0","ポーン","3510004","0","1","1","0","ビショップ"
"0","0","0","塔","歩","0","王将","3510005","0","1","1","0","騎士"
"1","0","0","トランプ","ツイスター","0","モノポリー","3510006","0","1","1","0","ダーツ"
"1","0","0","2","4","0","3","3510007","0","1","1","0","1"
"1","0","0","ツモ","チー","0","ポン","3510008","0","1","1","0","カン"
"0","0","0","ミ","ラ","0","ファ","3510009","0","1","1","0","シ"
"0","0","0","フルート","コントラバス","0","バイオリン","3510013","0","1","1","0","パイプオルガン"
"1","0","0","ベース","ティンパニー","0","タンバリン","3510014","0","1","1","0","トライアングル"
"0","0","0","チューバ","ファゴット","0","フルート","3510015","0","1","1","0","トランペット"
"0","0","3","","","2","","3511001","4","1","1","1",""
"1","0","0","プリンセスハート","ピュアメモリーピース","0","プリンセスオーブ","3511002","0","1","1","0","メモリーピース"
"0","0","0","ストレート","チェックメイト","0","スティルメイト","3520001","0","1","1","0","キャスト"
"1","0","0","花札","すごろく","0","チンチロリン","3520002","0","1","1","0","麻雀"
"0","0","0","ジントニック","レッドアイ","0","ブラッディマリー","3520003","0","1","1","0","スクリュードライバー"
"1","0","0","ギター","バイオリン","0","ビオラ","3520004","0","1","1","0","チェロ"
"1","0","0","伏せ箸","渡し箸","0","迷い箸","3520005","0","1","1","0","刺し箸"
"1","0","0","京劇","能","0","歌舞伎","3520006","0","1","1","0","狂言"
"0","0","0","歩","角","0","飛車","3520009","0","1","1","0","金"
"1","0","0","グレート","グランド","0","アップライト","3520010","0","1","1","0","エレクトリック"
"0","0","0","椿","梅","0","桜","3520011","0","1","1","0","桃"
"0","0","0","Q","D","0","C","3520012","0","1","1","0","K"
"1","0","0","赤","白","0","黒","3520015","0","1","1","0","灰色"
"1","0","0","E","U","0","S","3520016","0","1","1","0","V"
"0","0","0","イチゴ","ミント","0","バニラ","3521001","0","1","1","0","チョコ"
"1","0","0","メロン","ブドウ","0","イチゴ","3521002","0","1","1","0","キウイ"
"1","0","0","40","赤","0","奇数","3530001","0","1","1","0","1～12"
"1","0","0","犬間","腰板","0","水腰","3530002","0","1","1","0","猫間"
"0","0","0","ベース","バラライカ","0","三味線","3530003","0","1","1","0","ギター"
"0","0","0","2","A","0","J","3530005","0","1","1","0","9"
"0","0","0","Call","Copy","0","Carbon","3530006","0","1","1","0","Creative"
"1","0","0","一ツ目","二ツ目","0","前座","3530007","0","1","1","0","真打"
"1","0","0","カーボン","カラー","0","カット","3530008","0","1","1","0","カラット"
"1","0","0","2500","5000","0","10000","3530010","0","1","1","0","1000"
"0","0","0","クラリネット","ピッコロ","0","フルート","3530011","0","1","1","0","オーボエ"
"1","0","0","スリーペア","フラッシュ","0","ストレート","3530012","0","1","1","0","フルハウス"
"1","0","0","ヨット","ダウト","0","ポーカー","3530013","0","1","1","0","スピード"
"0","0","0","銀杏","蝶","0","猪","3530016","0","1","1","0","鯉"
"1","1","0","な～か、ぱっぱ","はじっめ、ちょろちょろ","0","うつっわに乗せて、ふーふーふー","3531001","0","0","1","0","あかっご泣いても、蓋とるな"
"0","0","0","プラチナたい焼き","贅沢たい焼き","0","ゼリー入りあんこたい焼き","3531002","0","1","1","0","レインボーたい焼き"
"1","1","0","吊り輪","鉄棒","0","ダンス","3610003","0","0","1","0","平均台"
"0","0","0","ミット","ラケット","0","ミトン","3610004","0","1","1","0","バット"
"0","0","0","バスケットボール","野球","0","テニス","3610005","0","1","1","0","サッカー"
"0","0","0","ラクロス","弓道","0","アーチェリー","3610006","0","1","1","0","剣道"
"0","0","0","柔道","スキー","0","水泳","3610007","0","1","1","0","レスリング"
"1","0","0","バスケットボール","バドミントン","0","バレーボール","3610008","0","1","1","0","テニス"
"0","0","0","サーフィン","スケート","0","スキー","3610010","0","1","1","0","テニス"
"1","1","0","ディフェンダー","フォワード","0","ゴールキーパー","3610011","0","0","1","0","ミッドフィルダー"
"0","0","0","野球","サッカー","0","アイスホッケー","3610012","0","1","1","0","テニス"
"0","0","0","スカイダイビング","フェンシング","0","剣道","3610013","0","1","1","0","レスリング"
"1","0","0","剣道","柔道","0","レスリング","3610014","0","1","1","0","ボクシング"
"0","0","0","ボクシング","シュノーケリング","0","サーフィン","3610015","0","1","1","0","スカイダイビング"
"1","0","0","ジャバウォック","黒月の守護像","0","ラースドラゴン","3611001","0","1","1","0","ポセイドン・嵐撃の槍"
"0","0","0","ミヤコ","クウカ","0","ノゾミ","3611002","0","1","1","0","リマ"
"0","0","0","15m","50m","0","25m","3620001","0","1","1","0","100m"
"0","0","0","場外に出る","突き","0","二刀流","3620002","0","1","1","0","足払い"
"1","0","0","すね","胴","0","面","3620003","0","1","1","0","小手"
"1","0","0","三段跳び","ベリーロール","0","背面跳び","3620006","0","1","1","0","はさみ跳び"
"1","0","0","カウントダウン","カウントアップ","0","クリケット","3620007","0","1","1","0","ゼロワン"
"1","1","0","正六角形","正四角形","0","正三角形","3620008","0","0","0","0","正五角形"
"0","0","0","青","白","0","赤","3620009","0","1","1","0","黒"
"1","0","0","砲丸投げ","自転車","0","水泳","3620010","0","1","1","0","長距離走"
"0","0","0","イレブンボール","セブンボール","0","ナインボール","3620013","0","1","1","0","ファイブボール"
"1","1","0","ベンチプレス","デッドリフト","0","ボディビル","3620014","0","0","1","0","スクワット"
"0","0","0","ライト","セカンド","0","ファースト","3620015","0","1","1","0","レフト"
"0","0","0","オールレンジ","フリースタイル","0","グレコローマン","3620016","0","1","1","0","タッグ"
"0","0","0","ガーゴイル","マグスガーゴイル","0","ガーゴイル・マギ","3621001","0","1","1","0","ガーゴイル・バースト"
"1","0","0","アメス","サレン（サマー）","0","モニカ","3621002","0","1","1","0","カリン"
"1","1","0","10番","5番","0","1番","3630001","0","0","0","0","7番"
"0","0","0","ロケット","アルティメット","0","クリケット","3630003","0","1","1","0","ブランケット"
"1","1","0","テニス","卓球","0","バレーボール","3630004","0","0","1","0","バドミントン"
"0","1","0","二丁投げ","二本背負い","0","一本背負い","3630005","0","1","0","0","一丁投げ"
"0","0","0","将軍","副将","0","大将","3630006","0","1","1","0","准将"
"0","0","0","サード","ファースト","0","キャッチャー","3630007","0","1","1","0","セカンド"
"1","0","0","横綱","関脇","0","大関","3630008","0","1","1","0","小結"
"0","0","0","平行棒","跳馬","0","床","3630010","0","1","1","0","鉄棒"
"0","0","0","つまみ持ち","ペンホルダー","0","シェークハンド","3630012","0","1","1","0","グラップ"
"0","0","0","ディフェンダー","パワーフォワード","0","ポイントガード","3630013","0","1","1","0","リベロ"
"1","0","0","シューティングガード","センター","0","ランニングバック","3630014","0","1","1","0","ラインバッカー"
"0","0","0","センターブロッカー","セッター","0","リベロ","3630016","0","1","1","0","スパイカー"
"0","0","0","ガイアバルディッシュ","アクアスラッシャー","0","ターコイズ・ノア","3631001","0","1","1","0","ブルーブラッド"
"1","0","0","覇海姫・竜征冥風裂波斬","タイフーン・ラブドリーム","0","スプレッドアフェクション","3631002","0","1","1","0","レヴィアタンランス"
