77292dda7e23cbace18e3385b705014781a4df9ec0e0d0cd652c4103fa666c77,2b0b6c3a33f8705206820786d07ace794b67ee912558016c0fb440f3959bc7f3,579ea471c3a56aefc6b796c02674983f64c321c13ec851a082bb0256f9c5f093,42cd12a583479e404c58d492c018fc3d3a86afa51a4d39e08401426e143266be,6c4746bc0b6a0f36a12b86806be390e04056b3f308749158224d04a2d33f9081,caa277d8278593970799b02813f9e884741461b31a1deabd6155a0807dea104f,674d98ed73d380ddd25d33b0ef9d980902657f8938817beb0f4362f5424e08de,de593271c7489063989a8921aa56c8ccc5ffcfb5f23b4d2a35a99aebe2e8fcea,6c22a27a56c14f2c765fb47ec48e4a1fe31deaaa96ed913704d2667658d89c75,41e45cc66cfceae4b6331ef51dbc1c9c9cf53e56c046119cc66ed01c934ddd1d,d5f9c48a196ff2413421902719136b5be0d44fa17829e4392ebc51aaf4b7b098,469eb96083c5b596a363359da82b310a8cef3c4efd1b2bd9cb39247b7ad3874a,fb4e62ecf1571f9916d50aad5bb2089e3894e59a81242583348fe06371285d70,13274a8c3ad82287115383bc3048500833d1bc616da93620bde6153f5e11ae2b
"4","100","0","31804","28022","180401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"5","100","0","31805","28022","180501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"6","100","0","31802","28022","180201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"7","100","0","31068","28022","106801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"8","100","0","31801","28022","180101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"9","100","0","31806","28022","180601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"10","100","0","31803","28022","180301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"11","100","0","31807","28022","180701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"12","100","0","31067","28022","106701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"13","100","0","31808","28022","180801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"14","100","0","31181","28022","118101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"15","100","0","31809","28022","180901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"16","100","0","31230","28022","123001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"1","100","0","31075","28023","107501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"2","100","0","31077","28023","107701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"3","100","0","31078","28023","107801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"4","100","0","31079","28023","107901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"5","100","0","31081","28023","108101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"6","100","0","31083","28023","108301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"7","100","0","31084","28023","108401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"8","100","0","31086","28023","108601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"9","100","0","31087","28023","108701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"10","100","0","31088","28023","108801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"11","100","0","31091","28023","109101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"12","100","0","31100","28023","110001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"13","100","0","31103","28023","110301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"14","100","0","31104","28023","110401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"15","100","0","31106","28023","110601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"16","100","0","31111","28023","111101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"17","100","0","31115","28023","111501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"18","100","0","31120","28023","112001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"19","100","0","31119","28023","111901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"20","100","0","31131","28023","113101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"21","100","0","31134","28023","113401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"22","100","0","31139","28023","113901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"23","100","0","31144","28023","114401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"24","100","0","31118","28023","111801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"25","100","0","31150","28023","115001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"26","100","0","31155","28023","115501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"27","100","0","31170","28023","117001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"28","100","0","31172","28023","117201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"29","100","0","31180","28023","118001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"30","100","0","31177","28023","117701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"31","100","0","31199","28023","119901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"32","100","0","31207","28023","120701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"33","100","0","31209","28023","120901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"34","100","0","31210","28023","121001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"35","100","0","31211","28023","121101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"36","100","0","31215","28023","121501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"37","100","0","31225","28023","122501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"38","100","0","31229","28023","122901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"39","100","0","31233","28023","123301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"40","100","0","31236","28023","123601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"41","100","0","31238","28023","123801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"42","100","0","31240","28023","124001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"43","100","0","31076","28023","107601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"44","100","0","31080","28023","108001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"45","100","0","31082","28023","108201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"46","100","0","31085","28023","108501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"47","100","0","31089","28023","108901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"48","100","0","31090","28023","109001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"49","100","0","31101","28023","110101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"50","100","0","31105","28023","110501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"51","100","0","31112","28023","111201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"52","100","0","31116","28023","111601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"53","100","0","31121","28023","112101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"54","100","0","31123","28023","112301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"55","100","0","31130","28023","113001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"56","100","0","31132","28023","113201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"57","100","0","31135","28023","113501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"58","100","0","31141","28023","114101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"59","100","0","31146","28023","114601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"60","100","0","31147","28023","114701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"61","100","0","31156","28023","115601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"62","100","0","31158","28023","115801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"63","100","0","31168","28023","116801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"64","100","0","31174","28023","117401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"65","100","0","31178","28023","117801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"66","100","0","31192","28023","119201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"67","100","0","31208","28023","120801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"68","100","0","31212","28023","121201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"69","100","0","31221","28023","122101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"70","100","0","31224","28023","122401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"71","100","0","31228","28023","122801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"72","100","0","31235","28023","123501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"73","100","0","31241","28023","124101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"1","100","0","31009","28024","100901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"2","100","0","31010","28024","101001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"3","100","0","31011","28024","101101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"4","100","0","31012","28024","101201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"5","100","0","31018","28024","101801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"6","100","0","31028","28024","102801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"7","100","0","31029","28024","102901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"8","100","0","31030","28024","103001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"9","100","0","31032","28024","103201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"10","100","0","31043","28024","104301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"11","100","0","31049","28024","104901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"12","100","0","31053","28024","105301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"13","100","0","31057","28024","105701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"14","100","0","31047","28024","104701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"15","100","0","31063","28024","106301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"16","100","0","31036","28024","103601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"17","100","0","31044","28024","104401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"18","100","0","31037","28024","103701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"19","100","0","31056","28024","105601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"20","100","0","31014","28024","101401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"21","100","0","31092","28024","109201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"22","100","0","31094","28024","109401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"23","100","0","31095","28024","109501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"24","100","0","31096","28024","109601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"25","100","0","31107","28024","110701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"26","100","0","31108","28024","110801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"27","100","0","31113","28024","111301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"28","100","0","31114","28024","111401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"29","100","0","31065","28024","106501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"30","100","0","31117","28024","111701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"31","100","0","31122","28024","112201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"32","100","0","31110","28024","111001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"33","100","0","31109","28024","110901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"34","100","0","31127","28024","112701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"35","100","0","31128","28024","112801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"36","100","0","31129","28024","112901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"37","100","0","31066","28024","106601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"38","100","0","31133","28024","113301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"39","100","0","31136","28024","113601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"40","100","0","31137","28024","113701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"41","100","0","31138","28024","113801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"42","100","0","31140","28024","114001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"43","100","0","31142","28024","114201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"44","100","0","31143","28024","114301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"45","100","0","31145","28024","114501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"46","100","0","31064","28024","106401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"47","100","0","31157","28024","115701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"48","100","0","31159","28024","115901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"49","100","0","31160","28024","116001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"50","100","0","31162","28024","116201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"51","100","0","31163","28024","116301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"52","100","0","31165","28024","116501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"53","100","0","31166","28024","116601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"54","100","0","31167","28024","116701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"55","100","0","31169","28024","116901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"56","100","0","31171","28024","117101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"57","100","0","31173","28024","117301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"58","100","0","31175","28024","117501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"59","100","0","31176","28024","117601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"60","100","0","31179","28024","117901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"61","100","0","31190","28024","119001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"62","100","0","31191","28024","119101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"63","100","0","31193","28024","119301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"64","100","0","31164","28024","116401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"65","100","0","31213","28024","121301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"66","100","0","31214","28024","121401","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"67","100","0","31216","28024","121601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"68","100","0","31220","28024","122001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"69","100","0","31219","28024","121901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"70","100","0","31222","28024","122201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"71","100","0","31223","28024","122301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"72","100","0","31226","28024","122601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"73","100","0","31227","28024","122701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"74","100","0","31231","28024","123101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"75","100","0","31232","28024","123201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"76","100","0","31237","28024","123701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"77","100","0","31239","28024","123901","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"78","100","0","31242","28024","124201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"79","100","0","31005","28024","100501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"80","100","0","31006","28024","100601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"81","100","0","31007","28024","100701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"82","100","0","31008","28024","100801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"83","100","0","31013","28024","101301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"84","100","0","31015","28024","101501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"85","100","0","31016","28024","101601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"86","100","0","31017","28024","101701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"87","100","0","31020","28024","102001","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"88","100","0","31023","28024","102301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"89","100","0","31026","28024","102601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"90","100","0","31027","28024","102701","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"91","100","0","31031","28024","103101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"92","100","0","31033","28024","103301","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"93","100","0","31038","28024","103801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"94","100","0","31042","28024","104201","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"95","100","0","31045","28024","104501","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"96","100","0","31046","28024","104601","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"97","100","0","31048","28024","104801","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
"98","100","0","31051","28024","105101","2030/08/01 14:59:59","0","2023/01/15 15:00:00","0","0","0","0","2"
