68904724d20575188e0c07c397a44468cf8cec365fbfcde0dff0b2a77acf103c,ecd652d653740f0e0fc24d5587fce74680e62c6fcf02b2c44c195708bea987aa,31ed9926487c542acc4d3ddc24f0b728717ac5ace74e743ce3e3c76b9b45e603,3a9ffe7a43770cf5c6294db9c417dcf6ff378c9a1e9408bcc60387374f4805ce,c22f9743f49cabc239bd2cbf859306d73c26459d3b11128a58a0b8c35e8d5381,766df9442ae5db013db2fbb4452ba8970e1095fd97df79094afbeb9ed0458b67,f8d252701063a05d5b8f440014c2932a3b2a26d6e2a6f681828d0d7e5444556a,eaf31411065e59cdc5704de5ee36169b2907beae3f667e148137387211f915ea,035227bbf1d80508f860e4bb47a147bf7a1c320ab520ae32ce53728c4d9ec590,222aba9d53f3129ad482750a3d240ca81df04cff51fd578ff22c01456a63baa1,53948167504e1a756f4eb9a0586da70194dd790d45e56fa8626ef864dda4c4f6,ffe85f35f15e3b5499b46bd8e69285afa0075357c3a5b7fa3a651fdef645ecc2,970646b320bbb930be18f241d9dda0e82bad4ff173806c7d845ff81b89e16375,ab0bf576f8f4a1ea268d498afef1ac1755fc84b0b1b2336b339ecd4247257d20,5332bc54beae4b1755c1d96af49d758bdfe7fb72d3ae48707e9df77c2ef483be,9cba6e85141ed75ff51137edfacced281e2596207f500d5448f5575c127c6241,1f61976e223d53931d419eba2ee7ad07cd51d6ee3296dad6b7c6875149a4f9d6,808152b1cf41fbf6a88034fe9aef0cc0ee1ac80ca5d6d0e2fa8bad0ec14f2a48,b86f7f440ac1cff286d905ad07011874a5414673f1f54a4d278f104723606b16,bab57529f4bebf15c15abe07798738e0b9da97c140f2788ab8fcc1fa2ea137b0,bb838070532110bd1ec771b4e0acf5e7f66ca88360732a71c450b58af9c3d9b9,d5d100fdbd6eecccc79c66a6415269569ca11e39653524a622c22b8ee01b1724,2e598c0f26f9c194258f4a4bc020af2abc5d082e4a79fd4f503ab6be0c686217,91b5b069011f0ff4d9ac998ba3f8c56376fd6bb2e1e2fa3f0450e8e540a44146,7393ab16c5ebf21659d133d01a8b2f7867465978104034947216ece5a2b18b55,f4c7c67a20cf5dc0ca9806645ed2d4de82edf81a88e7aff9150aa81f7d51f681,d6262f947bf987caf559c6d171454f11688cb7457f75f1540502ce66dfd399c4,8b9b3082e77b5efbd0f12e9e450db8a14fa21989fd5896f930f539a2585506ce,14735acc8c766e09ccb91ad49915f1329792b5cd8bb36d1bddc476f461f0e06b,6e379f3a6468c1ce7529a8db8a6f086d713abd0b0e5da769c304831022321b7d,2c8461ec33c14790a9639ecc828bdde1886426d6e6a8231a7e6438a8f7562ad5,aec658baf33662eea71742642bdd32b3bbb7202f0f0a6fa8f08eb62c93c65141,eb11ffdc8a49a7777ff81a9ff4a56786ff14e0283e504e6c7242342c84a974d1,7de582c7dd50d7dc59327c1dc83ac27a2e432e6facfe9d4cb97dab97d1c84670,2b6a29b18bcd41f3264e94e803a3a3ab8004c30424c9f3d343f42e70ee17f067,5071263529408658c97bbf6f0a1d2b9ed268a7cdfe1c14512c92c6057f1f25a9,274b465b1207ac667374bbf69269a27958f3bca29a073008f9533431c8809ced,ee4be5252801e45684402660a9089f193e5b12d88b165adc264b17ebb6f9d83b
"650002063","101011","0","0","670040014","1","66","670210115","0","0","0","0","0","0","670100015","0","0","313","670030015","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002071","0","0","0","670060016","1","18","0","0","0","0","0","0","0","670130016","0","0","321","670090016","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002072","0","0","0","670090016","1","66","0","4","0","0","0","0","0","670070016","0","0","321","670300116","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002073","101011","0","0","670290116","1","66","670340016","0","0","0","0","0","0","670160016","0","0","321","670380115","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002081","0","0","0","670090117","1","18","0","0","0","0","0","0","0","670110017","0","0","321","670300017","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002082","0","0","0","670120015","1","66","0","4","0","0","0","0","0","670390017","0","0","321","670300017","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002083","101011","0","0","670380016","1","66","670230017","0","0","0","0","0","0","670420017","0","0","321","670050016","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002091","0","0","0","670030018","1","18","0","0","0","0","0","0","0","670020018","0","0","321","670280018","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002092","0","0","0","670210118","1","66","0","4","0","0","0","0","0","670280018","0","0","321","670010018","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002093","101011","0","0","670270018","1","66","670160018","0","0","0","0","0","0","670420018","0","0","321","670380117","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002101","0","0","0","670380018","1","18","0","0","0","0","0","0","0","670340019","0","0","321","670320019","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002102","0","0","0","670330017","1","66","0","4","0","0","0","0","0","670080019","0","0","321","670210119","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002103","101011","0","0","670290119","1","66","670340019","0","0","0","0","0","0","670160019","0","0","321","670380118","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002111","0","0","0","670090120","1","18","0","0","0","0","0","0","0","670110020","0","0","321","670300020","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002112","0","0","0","670210120","1","66","0","4","0","0","0","0","0","670280020","0","0","321","670010020","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002113","101011","0","0","670040019","1","66","670210120","0","0","0","0","0","0","670100020","0","0","321","670030020","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002121","0","0","0","670370021","1","18","0","0","0","0","0","0","0","670440021","0","0","321","670060021","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002122","0","0","0","670090021","1","66","0","4","0","0","0","0","0","670070021","0","0","321","670300121","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002123","101011","0","0","670270021","1","66","670160021","0","0","0","0","0","0","670420021","0","0","321","670380120","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002131","0","0","0","670060022","1","18","0","0","0","0","0","0","0","670130022","0","0","326","670090022","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002132","0","0","0","670330020","1","66","0","4","0","0","0","0","0","670080022","0","0","326","670210122","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002133","101011","0","0","670380021","1","66","670230022","0","0","0","0","0","0","670420022","0","0","326","670050021","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002141","0","0","0","670030023","1","18","0","0","0","0","0","0","0","670020023","0","0","336","670280023","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002142","0","0","0","670120021","1","66","0","4","0","0","0","0","0","670390023","0","0","336","670300023","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002143","101011","0","0","670270023","1","66","670160023","0","0","0","0","0","0","670420023","0","0","336","670380122","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002151","0","0","0","670030025","1","18","0","0","0","0","0","0","0","670020025","0","0","341","670280025","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650002152","0","0","0","670050024","1","66","0","4","0","0","0","0","0","670140025","0","0","341","670300025","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650002153","101011","0","0","670330023","1","66","670130125","0","0","0","0","0","0","670250025","0","0","341","670290225","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650002161","0","0","0","670070027","1","86","0","4","0","4","0","0","0","670430027","0","0","356","670090127","101011","101011","0","0","0","0","86","2","10011003","1","1","86","0","10011001","0","0","1","0","10011002"
"650002162","0","0","0","670280026","1","36","0","0","0","0","0","0","0","670010025","0","0","356","670270027","0","0","0","0","0","0","36","2","62001005","1","2","60","0","62001007","0","0","1","0","61001004"
"650002163","101011","0","0","670240027","1","86","670150027","0","0","0","0","0","0","670220027","0","0","356","670380127","0","0","0","4","0","0","86","2","10011006","1","3","86","0","10011004","0","0","1","0","10011005"
"650002171","0","0","0","670090029","1","36","0","0","0","0","0","0","0","670110029","0","0","356","670400029","0","0","0","0","0","0","36","2","62001005","1","1","60","0","62001007","0","0","1","0","61001004"
"650002172","0","0","0","670050029","1","86","0","4","0","4","0","0","0","670380029","0","0","356","670190027","101011","101011","0","0","0","0","86","2","10011003","1","2","86","0","10011001","0","0","1","0","10011002"
"650002173","101011","0","0","670130129","1","86","670020029","0","0","0","0","0","0","670050029","0","0","356","670040029","0","0","0","4","0","0","86","2","10011006","1","3","86","0","10011004","0","0","1","0","10011005"
"650002181","0","0","0","670070032","1","86","0","4","0","4","0","0","0","670430032","0","0","356","670090132","101011","101011","0","0","0","0","86","2","10011003","1","1","86","0","10011001","0","0","1","0","10011002"
"650002182","0","0","0","670060032","1","36","0","0","0","0","0","0","0","670300132","0","0","356","670230030","0","0","0","0","0","0","36","2","62001005","1","2","60","0","62001007","0","0","1","0","61001004"
"650002183","101011","0","0","670120032","1","86","670140032","0","0","0","0","0","0","670420032","0","0","356","670380132","0","0","0","4","0","0","86","2","10011006","1","3","86","0","10011004","0","0","1","0","10011005"
"650002191","0","0","0","670030034","1","36","0","0","0","0","0","0","0","670390034","0","0","371","670290134","0","0","0","0","0","0","36","2","62001005","1","1","60","0","62001007","0","0","1","0","61001004"
"650002192","0","0","0","670280033","1","86","0","4","0","4","0","0","0","670010032","0","0","371","670270034","101011","101011","0","0","0","0","86","2","10011003","1","2","86","0","10011001","0","0","1","0","10011002"
"650002193","101011","0","0","670130134","1","86","670020034","0","0","0","0","0","0","670050034","0","0","371","670040034","0","0","0","4","0","0","86","2","10011006","1","3","86","0","10011004","0","0","1","0","10011005"
"650002201","0","0","0","670090037","1","36","0","0","0","0","0","0","0","670110037","0","0","386","670400037","0","0","0","0","0","0","36","2","62001005","1","1","60","0","62001007","0","0","1","0","61001004"
"650002202","0","0","0","670050037","1","86","0","4","0","4","0","0","0","670380037","0","0","386","670190035","101011","101011","0","0","0","0","86","2","10011003","1","2","86","0","10011001","0","0","1","0","10011002"
"650002203","101011","0","0","670240037","1","86","670150037","0","0","0","0","0","0","670220037","0","0","386","670380137","0","0","0","4","0","0","86","2","10011006","1","3","86","0","10011004","0","0","1","0","10011005"
"650003011","0","0","0","670370010","1","18","0","0","0","0","0","0","0","670440010","0","0","273","670060010","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003012","0","0","0","670090010","1","66","0","4","0","0","0","0","0","670070010","0","0","273","670300110","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003013","101011","0","0","670270010","1","66","670160010","0","0","0","0","0","0","670420010","0","0","273","670380109","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003021","0","0","0","670090111","1","18","0","0","0","0","0","0","0","670110011","0","0","281","670300011","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003022","0","0","0","670210111","1","66","0","4","0","0","0","0","0","670280011","0","0","281","670010011","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003023","101011","0","0","670380010","1","66","670230011","0","0","0","0","0","0","670420011","0","0","281","670050010","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003031","0","0","0","670380011","1","18","0","0","0","0","0","0","0","670340012","0","0","288","670320012","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003032","0","0","0","670330010","1","66","0","4","0","0","0","0","0","670080012","0","0","288","670210112","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003033","101011","0","0","670290112","1","66","670340012","0","0","0","0","0","0","670160012","0","0","288","670380111","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003041","0","0","0","670060013","1","18","0","0","0","0","0","0","0","670130013","0","0","298","670090013","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003042","0","0","0","670090013","1","66","0","4","0","0","0","0","0","670070013","0","0","298","670300113","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003043","101011","0","0","670040012","1","66","670210113","0","0","0","0","0","0","670100013","0","0","298","670030013","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003051","0","0","0","670030014","1","18","0","0","0","0","0","0","0","670020014","0","0","309","670280014","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003052","0","0","0","670210114","1","66","0","4","0","0","0","0","0","670280014","0","0","309","670010014","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003053","101011","0","0","670270014","1","66","670160014","0","0","0","0","0","0","670420014","0","0","309","670380113","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003061","0","0","0","670060015","1","18","0","0","0","0","0","0","0","670130015","0","0","313","670090015","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003062","0","0","0","670120013","1","66","0","4","0","0","0","0","0","670390015","0","0","313","670300015","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003063","101011","0","0","670330013","1","66","670130115","0","0","0","0","0","0","670250015","0","0","313","670290215","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003071","0","0","0","670090116","1","18","0","0","0","0","0","0","0","670110016","0","0","321","670300016","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003072","0","0","0","670050015","1","66","0","4","0","0","0","0","0","670140016","0","0","321","670300016","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003073","101011","0","0","670380015","1","66","670230016","0","0","0","0","0","0","670420016","0","0","321","670050015","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003081","0","0","0","670060017","1","18","0","0","0","0","0","0","0","670130017","0","0","321","670090017","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003082","0","0","0","670090017","1","66","0","4","0","0","0","0","0","670070017","0","0","321","670300117","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003083","101011","0","0","670290117","1","66","670340017","0","0","0","0","0","0","670160017","0","0","321","670380116","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003091","0","0","0","670090118","1","18","0","0","0","0","0","0","0","670110018","0","0","321","670300018","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003092","0","0","0","670120016","1","66","0","4","0","0","0","0","0","670390018","0","0","321","670300018","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003093","101011","0","0","670040017","1","66","670210118","0","0","0","0","0","0","670100018","0","0","321","670030018","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003101","0","0","0","670370019","1","18","0","0","0","0","0","0","0","670440019","0","0","321","670060019","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003102","0","0","0","670210119","1","66","0","4","0","0","0","0","0","670280019","0","0","321","670010019","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003103","101011","0","0","670270019","1","66","670160019","0","0","0","0","0","0","670420019","0","0","321","670380118","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003111","0","0","0","670380019","1","18","0","0","0","0","0","0","0","670340020","0","0","321","670320020","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003112","0","0","0","670050019","1","66","0","4","0","0","0","0","0","670140020","0","0","321","670300020","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003113","101011","0","0","670330018","1","66","670130120","0","0","0","0","0","0","670250020","0","0","321","670290220","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003121","0","0","0","670030021","1","18","0","0","0","0","0","0","0","670020021","0","0","321","670280021","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003122","0","0","0","670120019","1","66","0","4","0","0","0","0","0","670390021","0","0","321","670300021","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003123","101011","0","0","670290121","1","66","670340021","0","0","0","0","0","0","670160021","0","0","321","670380120","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003131","0","0","0","670030022","1","18","0","0","0","0","0","0","0","670020022","0","0","326","670280022","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003132","0","0","0","670090022","1","66","0","4","0","0","0","0","0","670070022","0","0","326","670300122","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003133","101011","0","0","670040021","1","66","670210122","0","0","0","0","0","0","670100022","0","0","326","670030022","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003141","0","0","0","670370023","1","18","0","0","0","0","0","0","0","670440023","0","0","336","670060023","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003142","0","0","0","670050022","1","66","0","4","0","0","0","0","0","670140023","0","0","336","670300023","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003143","101011","0","0","670380022","1","66","670230023","0","0","0","0","0","0","670420023","0","0","336","670050022","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003151","0","0","0","670090125","1","18","0","0","0","0","0","0","0","670110025","0","0","341","670300025","0","0","0","0","0","0","36","1","61001005","1","1","30","0","61001007","0","0","1","0","61001004"
"650003152","0","0","0","670330023","1","66","0","4","0","0","0","0","0","670080025","0","0","341","670210125","0","101011","0","0","0","0","66","1","10011003","1","2","66","0","10011001","0","0","1","0","10011002"
"650003153","101011","0","0","670270025","1","66","670160025","0","0","0","0","0","0","670420025","0","0","341","670380124","0","0","0","4","0","0","66","1","10011006","1","3","66","0","10011004","0","0","1","0","10011005"
"650003161","0","0","0","670030029","1","86","0","4","0","4","0","0","0","670390029","0","0","356","670290129","101011","101011","0","0","0","0","86","2","10011003","1","1","86","0","10011001","0","0","1","0","10011002"
"650003162","0","0","0","670060029","1","36","0","0","0","0","0","0","0","670300129","0","0","356","670230027","0","0","0","0","0","0","36","2","62001005","1","2","60","0","62001007","0","0","1","0","61001004"
"650003163","101011","0","0","670130129","1","86","670020029","0","0","0","0","0","0","670050029","0","0","356","670040029","0","0","0","4","0","0","86","2","10011006","1","3","86","0","10011004","0","0","1","0","10011005"
"650003171","0","0","0","670070031","1","36","0","0","0","0","0","0","0","670430031","0","0","356","670090131","0","0","0","0","0","0","36","2","62001005","1","1","60","0","62001007","0","0","1","0","61001004"
"650003172","0","0","0","670280030","1","86","0","4","0","4","0","0","0","670010029","0","0","356","670270031","101011","101011","0","0","0","0","86","2","10011003","1","2","86","0","10011001","0","0","1","0","10011002"
"650003173","101011","0","0","670120031","1","86","670140031","0","0","0","0","0","0","670420031","0","0","356","670380131","0","0","0","4","0","0","86","2","10011006","1","3","86","0","10011004","0","0","1","0","10011005"
"650003181","0","0","0","670090034","1","86","0","4","0","4","0","0","0","670110034","0","0","371","670400034","101011","101011","0","0","0","0","86","2","10011003","1","1","86","0","10011001","0","0","1","0","10011002"
"650003182","0","0","0","670050034","1","36","0","0","0","0","0","0","0","670380034","0","0","371","670190032","0","0","0","0","0","0","36","2","62001005","1","2","60","0","62001007","0","0","1","0","61001004"
"650003183","101011","0","0","670240034","1","86","670150034","0","0","0","0","0","0","670220034","0","0","371","670380134","0","0","0","4","0","0","86","2","10011006","1","3","86","0","10011004","0","0","1","0","10011005"
"650003191","0","0","0","670070036","1","36","0","0","0","0","0","0","0","670430036","0","0","381","670090136","0","0","0","0","0","0","36","2","62001005","1","1","60","0","62001007","0","0","1","0","61001004"
