bdf4f7a95bbcaab6cc116c4d174203e0481f9ea8ccb70071b7441ea43c4b684c,a9247f5ca38ce97ace2dd8b6994699bf2040aad9e365006fcce0c37b746f73af,cc37a91feeb46ebe75d0a37b484b95640a4f023a7d9c7e50f833d6fc3f411906,10f7e98efd81fc9c37d9487fc27a4da681cba4fdcd8b7a610c68cee367d60da5,55fe15f27e8c659d8e7c176ede429893ed5d5b507f1de0af167f3a90205ba94d,d65f581c6b998b34b9587af07c93c2d1ae0c38ab468cac7efeb6ee9fa16af431,7dd5491052bf76cca065fdeeb1db7ee44c163d146699cdcc776bcf76515ce9e9,ab200337eb9aa59be3d1502bf3968a399b12df2858c86199a428f7c15a605724,e0a7c904479e78a44aec46263ca6981fb38a82de613c95a8b2829ca87d185bf0,58dc56fee3acfe90da26a5879697cc338a5c4fb410c20230ffadbf4b527cdcd3,cf7b21a8e87a98404106a92495ca944dc6cedb5535fc61103b4c4f95de3d73a6,e916dcd63d10a589614304ed93bef2c4f57dbeca651543cfd913b7fc9f6967d1
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","600000000000","36000","1","物理防御ダウン90秒","300127","3001","1","300127"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","150000000000","36000","1","魔法防御ダウン90秒","300128","3001","1","300128"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","17460000000000","36000","1","魔法攻撃ダウン90秒","300201","3002","1","300201"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","16740000000000","36000","1","魔法攻撃ダウン90秒","300202","3002","1","300202"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","16200000000000","36000","1","物理防御ダウン90秒","300203","3002","1","300203"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","15660000000000","36000","1","魔法防御ダウン90秒","300204","3002","1","300204"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","15120000000000","36000","1","物理攻撃アップ90秒","300205","3002","1","300205"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","14400000000000","36000","1","魔法攻撃アップ90秒","300206","3002","1","300206"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","13320000000000","36000","1","魔法攻撃ダウン90秒","300207","3002","1","300207"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","12780000000000","36000","1","物理攻撃アップ90秒","300208","3002","1","300208"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","12060000000000","36000","1","魔法攻撃アップ90秒","300209","3002","1","300209"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","11520000000000","36000","1","魔法攻撃ダウン90秒","300210","3002","1","300210"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","10800000000000","36000","1","魔法攻撃ダウン90秒","300211","3002","1","300211"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","10260000000000","36000","1","物理防御ダウン90秒","300212","3002","1","300212"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","9720000000000","36000","1","魔法防御ダウン90秒","300213","3002","1","300213"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","9180000000000","36000","1","物理攻撃アップ90秒","300214","3002","1","300214"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","8460000000000","36000","1","魔法攻撃アップ90秒","300215","3002","1","300215"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","7380000000000","36000","1","魔法攻撃ダウン90秒","300216","3002","1","300216"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","6660000000000","36000","1","物理攻撃アップ90秒","300217","3002","1","300217"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","6120000000000","36000","1","魔法攻撃アップ90秒","300218","3002","1","300218"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","5580000000000","36000","1","魔法攻撃ダウン90秒","300219","3002","1","300219"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","4860000000000","36000","1","魔法攻撃ダウン90秒","300220","3002","1","300220"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","4320000000000","36000","1","物理防御ダウン90秒","300221","3002","1","300221"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","3780000000000","36000","1","魔法防御ダウン90秒","300222","3002","1","300222"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","3240000000000","36000","1","魔法攻撃ダウン90秒","300223","3002","1","300223"
"バトル開始時、味方のＴＰが150アップ","3","0","-1","2520000000000","36000","1","TP150アップ","300224","3002","1","300224"
"バトル開始から15秒間、味方が無敵状態になる","3","0","-1","1980000000000","36000","1","無敵15秒","300225","3002","1","300225"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","1440000000000","36000","1","物理防御ダウン90秒","300226","3002","1","300226"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","720000000000","36000","1","魔法防御ダウン90秒","300227","3002","1","300227"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","180000000000","36000","1","魔法攻撃ダウン90秒","300228","3002","1","300228"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","14550000000000","36000","1","物理攻撃ダウン90秒","300301","3003","1","300301"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","13950000000000","36000","1","魔法攻撃ダウン90秒","300302","3003","1","300302"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","13050000000000","36000","1","魔法攻撃ダウン90秒","300303","3003","1","300303"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","12600000000000","36000","1","物理攻撃アップ90秒","300304","3003","1","300304"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","12000000000000","36000","1","魔法攻撃アップ90秒","300305","3003","1","300305"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","11550000000000","36000","1","物理攻撃ダウン90秒","300306","3003","1","300306"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","11100000000000","36000","1","魔法攻撃ダウン90秒","300307","3003","1","300307"
"バトル開始から90秒間、味方のＨＰが毎秒回復","3","0","-1","10650000000000","36000","1","毎秒ＨＰ回復90秒","300308","3003","1","300308"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","3","0","-1","10050000000000","36000","1","毎秒ＴＰアップ90秒","300309","3003","1","300309"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","9600000000000","36000","1","物理攻撃ダウン90秒","300310","3003","1","300310"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","9000000000000","36000","1","魔法攻撃ダウン90秒","300311","3003","1","300311"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","8100000000000","36000","1","魔法攻撃ダウン90秒","300312","3003","1","300312"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","7650000000000","36000","1","物理攻撃アップ90秒","300313","3003","1","300313"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","7050000000000","36000","1","魔法攻撃アップ90秒","300314","3003","1","300314"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","6600000000000","36000","1","物理攻撃ダウン90秒","300315","3003","1","300315"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","6150000000000","36000","1","魔法攻撃ダウン90秒","300316","3003","1","300316"
"バトル開始から90秒間、味方のＨＰが毎秒回復","3","0","-1","5550000000000","36000","1","毎秒ＨＰ回復90秒","300317","3003","1","300317"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","3","0","-1","5100000000000","36000","1","毎秒ＴＰアップ90秒","300318","3003","1","300318"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","4650000000000","36000","1","物理攻撃ダウン90秒","300319","3003","1","300319"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","4050000000000","36000","1","魔法攻撃ダウン90秒","300320","3003","1","300320"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","3600000000000","36000","1","物理攻撃ダウン90秒","300321","3003","1","300321"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","3150000000000","36000","1","魔法攻撃ダウン90秒","300322","3003","1","300322"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","2700000000000","36000","1","物理攻撃アップ90秒","300323","3003","1","300323"
"バトル開始時、味方のＴＰが150アップ","3","0","-1","2100000000000","36000","1","TP150アップ","300324","3003","1","300324"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","1650000000000","36000","1","物理攻撃ダウン90秒","300325","3003","1","300325"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","1200000000000","36000","1","魔法攻撃ダウン90秒","300326","3003","1","300326"
"バトル開始から90秒間、味方のＨＰが毎秒回復","3","0","-1","600000000000","36000","1","毎秒ＨＰ回復90秒","300327","3003","1","300327"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","3","0","-1","150000000000","36000","1","毎秒ＴＰアップ90秒","300328","3003","1","300328"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","17460000000000","36000","1","物理防御ダウン90秒","300401","3004","1","300401"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","16740000000000","36000","1","物理防御ダウン90秒","300402","3004","1","300402"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","16200000000000","36000","1","物理攻撃アップ90秒","300403","3004","1","300403"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","15660000000000","36000","1","魔法攻撃アップ90秒","300404","3004","1","300404"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","15120000000000","36000","1","物理防御ダウン90秒","300405","3004","1","300405"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","13860000000000","36000","1","物理攻撃アップ90秒","300406","3004","1","300406"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","13320000000000","36000","1","魔法攻撃アップ90秒","300407","3004","1","300407"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","12780000000000","36000","1","物理防御ダウン90秒","300408","3004","1","300408"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","12060000000000","36000","1","物理防御ダウン90秒","300409","3004","1","300409"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","11520000000000","36000","1","物理防御ダウン90秒","300410","3004","1","300410"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","10800000000000","36000","1","物理防御ダウン90秒","300411","3004","1","300411"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","10260000000000","36000","1","物理攻撃アップ90秒","300412","3004","1","300412"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","9720000000000","36000","1","魔法攻撃アップ90秒","300413","3004","1","300413"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","9180000000000","36000","1","物理防御ダウン90秒","300414","3004","1","300414"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","7920000000000","36000","1","物理攻撃アップ90秒","300415","3004","1","300415"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","7380000000000","36000","1","魔法攻撃アップ90秒","300416","3004","1","300416"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","6660000000000","36000","1","物理防御ダウン90秒","300417","3004","1","300417"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","6120000000000","36000","1","物理防御ダウン90秒","300418","3004","1","300418"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","5580000000000","36000","1","物理攻撃アップ90秒","300419","3004","1","300419"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","4860000000000","36000","1","物理攻撃アップ90秒","300420","3004","1","300420"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","4320000000000","36000","1","物理攻撃アップ90秒","300421","3004","1","300421"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","3780000000000","36000","1","魔法攻撃アップ90秒","300422","3004","1","300422"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","3240000000000","36000","1","物理防御ダウン90秒","300423","3004","1","300423"
"バトル開始時、味方のＴＰが150アップ","3","0","-1","2520000000000","36000","1","TP150アップ","300424","3004","1","300424"
"バトル開始から15秒間、味方が無敵状態になる","3","0","-1","1980000000000","36000","1","無敵15秒","300425","3004","1","300425"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","1440000000000","36000","1","物理攻撃アップ90秒","300426","3004","1","300426"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","720000000000","36000","1","物理攻撃アップ90秒","300427","3004","1","300427"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","180000000000","36000","1","物理防御ダウン90秒","300428","3004","1","300428"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","64020000000000","36000","1","物理攻撃ダウン90秒","300501","3005","1","300501"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","61380000000000","36000","1","物理攻撃ダウン90秒","300502","3005","1","300502"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","59400000000000","36000","1","物理攻撃ダウン90秒","300503","3005","1","300503"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","57420000000000","36000","1","物理攻撃ダウン90秒","300504","3005","1","300504"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","55440000000000","36000","1","物理防御ダウン90秒","300505","3005","1","300505"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","52800000000000","36000","1","魔法防御ダウン90秒","300506","3005","1","300506"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","50820000000000","36000","1","物理攻撃ダウン90秒","300507","3005","1","300507"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","48840000000000","36000","1","物理攻撃ダウン90秒","300508","3005","1","300508"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","46860000000000","36000","1","物理防御ダウン90秒","300509","3005","1","300509"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","44220000000000","36000","1","魔法防御ダウン90秒","300510","3005","1","300510"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","42240000000000","36000","1","物理攻撃ダウン90秒","300511","3005","1","300511"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","39600000000000","36000","1","物理攻撃ダウン90秒","300512","3005","1","300512"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","37620000000000","36000","1","物理攻撃ダウン90秒","300513","3005","1","300513"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","35640000000000","36000","1","物理攻撃ダウン90秒","300514","3005","1","300514"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","33660000000000","36000","1","物理防御ダウン90秒","300515","3005","1","300515"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","31020000000000","36000","1","魔法防御ダウン90秒","300516","3005","1","300516"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","29040000000000","36000","1","物理攻撃ダウン90秒","300517","3005","1","300517"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","27060000000000","36000","1","物理攻撃ダウン90秒","300518","3005","1","300518"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","24420000000000","36000","1","物理防御ダウン90秒","300519","3005","1","300519"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","22440000000000","36000","1","魔法防御ダウン90秒","300520","3005","1","300520"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","20460000000000","36000","1","物理攻撃ダウン90秒","300521","3005","1","300521"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","17820000000000","36000","1","物理攻撃ダウン90秒","300522","3005","1","300522"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","15840000000000","36000","1","物理攻撃アップ90秒","300523","3005","1","300523"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","13860000000000","36000","1","魔法攻撃アップ90秒","300524","3005","1","300524"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","11880000000000","36000","1","物理攻撃ダウン90秒","300525","3005","1","300525"
"バトル開始時、味方のＴＰが150アップ","3","0","-1","9240000000000","36000","1","TP150アップ","300526","3005","1","300526"
"バトル開始から15秒間、味方が無敵状態になる","3","0","-1","7260000000000","36000","1","無敵15秒","300527","3005","1","300527"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","5280000000000","36000","1","物理攻撃アップ90秒","300528","3005","1","300528"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","2640000000000","36000","1","魔法攻撃アップ90秒","300529","3005","1","300529"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","660000000000","36000","1","物理攻撃ダウン90秒","300530","3005","1","300530"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","29100000000000","54000","1","魔法攻撃アップ90秒","300601","3006","1","300601"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","27000000000000","54000","1","物理攻撃アップ90秒","300602","3006","1","300602"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","25200000000000","54000","1","物理防御ダウン90秒","300603","3006","1","300603"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","23100000000000","54000","1","魔法攻撃アップ90秒","300604","3006","1","300604"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","21300000000000","54000","1","魔法防御ダウン90秒","300605","3006","1","300605"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","19200000000000","54000","1","魔法攻撃アップ90秒","300606","3006","1","300606"
"バトル開始から90秒間、味方のＨＰが毎秒回復","3","0","-1","17100000000000","54000","1","毎秒ＨＰ回復90秒","300607","3006","1","300607"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","15300000000000","54000","1","魔法攻撃アップ90秒","300608","3006","1","300608"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","13200000000000","54000","1","物理攻撃アップ90秒","300609","3006","1","300609"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","11100000000000","54000","1","物理防御ダウン90秒","300610","3006","1","300610"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","9300000000000","54000","1","魔法攻撃アップ90秒","300611","3006","1","300611"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","8100000000000","54000","1","魔法防御ダウン90秒","300612","3006","1","300612"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","6300000000000","54000","1","魔法攻撃アップ90秒","300613","3006","1","300613"
"バトル開始から90秒間、味方のＨＰが毎秒回復","3","0","-1","4200000000000","54000","1","毎秒ＨＰ回復90秒","300614","3006","1","300614"
"バトル開始から15秒間、味方が無敵状態になる","3","0","-1","3300000000000","54000","1","無敵15秒","300615","3006","1","300615"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","2400000000000","54000","1","魔法攻撃アップ90秒","300616","3006","1","300616"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","1200000000000","54000","1","物理防御ダウン90秒","300617","3006","1","300617"
"バトル開始から90秒間、敵の魔法防御力がダウン","3","0","-1","300000000000","54000","1","魔法防御ダウン90秒","300618","3006","1","300618"
"バトル開始から90秒間、味方のＨＰが毎秒回復","3","0","-1","34920000000000","54000","1","毎秒ＨＰ回復90秒","300701","3007","1","300701"
"バトル開始から90秒間、敵の物理攻撃力がダウン","3","0","-1","32400000000000","54000","1","物理攻撃ダウン90秒","300702","3007","1","300702"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","3","0","-1","30240000000000","54000","1","魔法攻撃ダウン90秒","300703","3007","1","300703"
"バトル開始から90秒間、味方の物理攻撃力がアップ","3","0","-1","27720000000000","54000","1","物理攻撃アップ90秒","300704","3007","1","300704"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","3","0","-1","25560000000000","54000","1","魔法攻撃アップ90秒","300705","3007","1","300705"
"バトル開始から90秒間、敵の物理防御力がダウン","3","0","-1","23040000000000","54000","1","物理防御ダウン90秒","300706","3007","1","300706"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","3","0","-1","20520000000000","54000","1","毎秒ＴＰアップ90秒","300707","3007","1","300707"
"バトル開始から90秒間、味方のＨＰが毎秒回復","3","0","-1","18360000000000","54000","1","毎秒ＨＰ回復90秒","300708","3007","1","300708"
