e14c063b34fee13a5de0875a6807ea0cec54be13ae335bb612414c5ea42efad3,cba243c7c8755955955c54408f82362193338c239416721abaead520a840c27c,bc3f2f552004724f6b2adfa08b86658083143ef50cace051956f2db58a1baab4,503ded3f401f8b46488cf4f7201e9e3cecb4ae6575ea0a9ccd51bc4b656bd95f,3f383a6d3889b1703e131635d1b68071e35703df0d4e24fd4a621b529fdd3408,842252daf46d5e30d08b683da2dfd8877fe12b1baa19117209d7df6bcf376599,90af66d39337604007f53b2103b2877ab15998d6433116285c3a9578eb46c100,12db3871acdd52763ce4dd753ecdbd0786ef96e4bf41f30c0ccde549d24dcd88,62c2e49822523a66b4274e469f97c2ae87a4f080309948f267fe65693aa51550,bff31d8bea34b5c04f570dac93554355bff070a52093187224b0ab2a3a46b4e6,8c6106010223dc30a8b3a722c702e9544b33ecadf0c32d5f5f16a7915742f5d4,6fe05fbbf9f29c223f863f61c388303b5f8f24fa6971ccebd01ac7ca5bf54cde,37351378faa711ec6cbb164106256b5ba7305a00dc106f9d4798a24a85397644,682104c0852955eb3cbc5e3beed50c6fc9c8820f672c392215b5e15f1500306f,28bc6b379f0d213f1762f1cc65359bd49c6ed5511e81623283c796356087c8cb
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32003","1","1004110","3200301"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32003","2","1004110","3200302"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32003","3","1004110","3200303"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32003","4","1004110","3200304"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32003","5","1004110","3200305"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32004","1","1004110","3200401"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32004","2","1004110","3200402"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32004","3","1004110","3200403"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32004","4","1004110","3200404"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32004","5","1004110","3200405"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32005","1","1004110","3200501"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32005","2","1004110","3200502"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32005","3","1004110","3200503"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32005","4","1004110","3200504"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32005","5","1004110","3200505"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32006","1","1004110","3200601"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32006","2","1004110","3200602"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32006","3","1004110","3200603"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32006","4","1004110","3200604"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32006","5","1004110","3200605"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32007","1","1004110","3200701"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32007","2","1004110","3200702"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32007","3","1004110","3200703"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32007","4","1004110","3200704"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32007","5","1004110","3200705"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32008","1","1004110","3200801"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32008","2","1004110","3200802"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32008","3","1004110","3200803"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32008","4","1004110","3200804"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32008","5","1004110","3200805"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32009","1","1004110","3200901"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32009","2","1004110","3200902"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32009","3","1004110","3200903"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32009","4","1004110","3200904"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32009","5","1004110","3200905"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32010","1","1004110","3201001"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32010","2","1004110","3201002"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32010","3","1004110","3201003"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32010","4","1004110","3201004"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32010","5","1004110","3201005"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを1回登頂しよう","1st Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001001","32011","1","1004110","3201101"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを2回登頂しよう","2nd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001002","32011","2","1004110","3201102"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを3回登頂しよう","3rd Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001003","32011","3","1004110","3201103"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを4回登頂しよう","4th Round Clear！","0","603","1","80001","2015/04/01 15:00:00","32001004","32011","4","1004110","3201104"
"0","0","2030/04/01 14:59:59","スペシャルダンジョンを5回登頂しよう","CONQUEST！","0","603","1","80001","2015/04/01 15:00:00","32001005","32011","5","1004110","3201105"
