9caa73d87e73fa0b551d89aaf082addc44a5ebee7c2e9657e30a627f3904fc23,304a678d46d0de92befc78e12aac50d9f0878d0dcda8f9155e027782831509d4,dfedb713ca44f101826b0b390c87210e5cf5392a0eb72dc55d78d28b72b3395f,781ab9b3b8a272f7bb2a93f79a79400cf358214e167c75503eb640835c5a4684,5a3692f75b0e2596bfeb01b7b072d86575880cbfcb6de3e1810aea659b44e63e,016c610a403212371f4de00b184143a5bac94867c8c0f4a0027576019930a36e,858d521751b8da0d033b65ef7f870c51b908034b20a6e044bd60a6b585a96a84,2977f61789f34ff04eb3b1e3960f15c7b3bb579dcf8190aaa5656a73a8f118f7,abd48153a79b4eaded4b35d5f90c2e1b1946138eef07dffd6d73b48d367bc61a,722bcbeb78d5f237cb22c1afbc95c4b79c68c1f675856fa796b9264f726dd175
"10041","0","302","1","0","0","2019/08/26 12:00:00","0","2019/08/31 11:59:59","1"
"10042","0","302","4","0","0","2019/09/03 21:00:00","0","2019/09/12 11:59:59","1"
"10043","90003","302","4","0","0","2019/09/12 12:00:00","0","2019/09/16 14:59:59","1"
"10044","0","302","4","0","0","2019/09/16 15:00:00","0","2019/09/29 11:59:59","1"
"10045","0","302","4","0","0","2019/09/30 12:00:00","0","2019/10/11 11:59:59","1"
"10046","90004","302","4","0","0","2019/10/11 12:00:00","0","2019/10/16 14:59:59","1"
"10047","0","302","4","0","0","2019/10/16 15:00:00","0","2019/10/31 11:59:59","1"
"10048","0","302","4","0","0","2019/10/31 12:00:00","0","2019/11/11 11:59:59","1"
"10049","0","302","4","0","0","2019/11/11 12:00:00","0","2019/11/15 14:59:59","1"
"10050","0","302","4","0","0","2019/11/15 15:00:00","0","2019/11/30 11:59:59","1"
"10051","0","302","4","0","0","2019/11/30 12:00:00","0","2019/12/11 11:59:59","1"
"10052","90005","302","4","0","0","2019/12/11 12:00:00","0","2019/12/20 14:59:59","1"
"10053","0","302","4","0","0","2019/12/20 15:00:00","0","2019/12/31 11:59:59","1"
"10054","0","302","4","0","0","2020/01/03 19:00:00","0","2020/01/10 11:59:59","1"
"10055","90006","302","4","0","0","2020/01/10 12:00:00","0","2020/01/16 14:59:59","1"
"10056","0","302","4","0","0","2020/01/16 15:00:00","0","2020/01/31 11:59:59","1"
"10057","0","302","4","0","0","2020/01/31 12:00:00","0","2020/02/10 11:59:59","1"
"10058","0","302","4","0","0","2020/02/10 12:00:00","0","2020/02/15 14:59:59","1"
"10059","90007","302","4","0","0","2020/02/25 12:00:00","0","2020/02/29 11:59:59","1"
"10060","0","302","4","0","0","2020/02/29 12:00:00","0","2020/03/13 14:59:59","1"
"10061","0","302","4","0","0","2020/03/13 15:00:00","0","2020/03/26 11:59:59","1"
"10062","90008","302","4","0","0","2020/07/10 12:00:00","0","2020/07/15 14:59:59","1"
"10063","0","302","4","0","0","2020/03/31 12:00:00","0","2020/04/10 11:59:59","1"
"10064","90009","302","4","0","0","2020/04/10 12:00:00","0","2020/04/15 14:59:59","1"
"10065","0","302","4","0","0","2020/04/15 15:00:00","0","2020/04/24 11:59:59","1"
"10066","0","302","4","0","0","2020/04/24 12:00:00","0","2020/04/30 11:59:59","1"
"10067","0","302","4","0","0","2020/04/30 12:00:00","0","2020/05/10 11:59:59","1"
"10068","90010","302","4","0","0","2020/05/10 12:00:00","0","2020/05/15 14:59:59","1"
"10069","0","302","4","0","0","2020/05/15 15:00:00","0","2020/05/31 11:59:59","1"
"10070","0","302","4","0","0","2020/06/03 19:00:00","0","2020/06/10 11:59:59","1"
"10071","90011","302","4","0","0","2020/06/10 12:00:00","0","2020/06/17 14:59:59","1"
"10072","0","302","4","0","0","2020/06/17 15:00:00","0","2020/06/24 11:59:59","1"
"10073","0","302","4","0","0","2020/06/24 12:00:00","0","2020/06/30 11:59:59","1"
"10074","0","302","4","0","0","2020/07/03 19:00:00","0","2020/07/10 11:59:59","1"
"10075","0","302","4","0","0","2020/07/15 15:00:00","0","2020/07/22 11:59:59","1"
"10076","90012","302","4","0","0","2020/07/22 12:00:00","0","2020/07/27 11:59:59","1"
"10077","0","302","4","0","0","2020/07/31 12:00:00","0","2020/08/10 11:59:59","1"
"10078","90013","302","4","0","0","2020/08/10 12:00:00","0","2020/08/15 14:59:59","1"
"10079","0","302","4","0","0","2020/08/15 15:00:00","0","2020/08/26 11:59:59","1"
"10080","0","302","4","0","0","2020/09/03 19:00:00","0","2020/09/14 11:59:59","1"
"10081","90014","302","4","0","0","2020/09/14 12:00:00","0","2020/09/19 14:59:59","1"
"10082","0","302","4","0","0","2020/09/19 15:00:00","0","2020/09/30 11:59:59","1"
"10083","0","302","4","0","0","2020/09/30 12:00:00","0","2020/10/10 11:59:59","1"
"10084","90015","302","4","0","0","2020/10/10 12:00:00","0","2020/10/15 14:59:59","1"
"10085","0","302","4","0","0","2020/10/15 15:00:00","0","2020/10/26 14:59:59","1"
"10086","90016","302","4","0","0","2020/10/26 15:00:00","0","2020/10/31 11:59:59","1"
"10087","0","302","4","0","0","2020/10/31 12:00:00","0","2020/11/10 11:59:59","1"
"10088","90017","302","4","0","0","2020/11/10 12:00:00","0","2020/11/21 14:59:59","1"
"10089","0","302","4","0","0","2020/11/21 15:00:00","0","2020/11/30 11:59:59","1"
"10090","0","302","4","0","0","2020/11/30 12:00:00","0","2020/12/10 11:59:59","1"
"10091","90018","302","4","0","0","2020/12/10 12:00:00","0","2020/12/21 14:59:59","1"
"10092","0","302","4","0","0","2020/12/21 15:00:00","0","2020/12/31 11:59:59","1"
"10093","0","302","4","0","0","2021/01/03 19:00:00","0","2021/01/12 11:59:59","1"
"10094","90019","302","4","0","0","2021/01/12 12:00:00","0","2021/01/17 11:59:59","1"
"10095","90020","302","4","0","0","2021/01/17 12:00:00","0","2021/01/22 14:59:59","1"
"10096","0","302","4","0","0","2021/01/22 15:00:00","0","2021/01/31 11:59:59","1"
"10097","0","302","4","0","0","2021/01/31 12:00:00","0","2021/02/10 11:59:59","1"
"10098","90021","302","4","0","0","2021/02/10 12:00:00","0","2021/02/15 22:59:59","1"
"10099","0","302","4","0","0","2021/02/15 23:00:00","0","2021/02/23 14:59:59","1"
"10100","0","302","4","0","30118","2021/02/23 15:00:00","0","2021/02/28 11:59:59","1"
"10101","0","302","5","0","30117","2021/02/23 15:00:00","0","2021/02/28 11:59:59","1"
"10102","0","302","6","0","30120","2021/03/03 19:00:00","0","2021/03/12 11:59:59","1"
"10103","90022","302","5","0","30121","2021/03/08 12:00:00","0","2021/03/24 11:59:59","1"
"10104","0","302","4","0","30122","2021/03/12 12:00:00","0","2021/03/22 14:59:59","1"
"10105","0","302","4","0","30123","2021/03/22 15:00:00","0","2021/03/31 11:59:59","1"
"10106","0","302","4","0","30125","2021/03/31 14:00:00","0","2021/04/08 11:59:59","1"
"10107","90023","302","4","0","0","2021/04/08 12:00:00","0","2021/04/15 14:59:59","1"
"10108","0","302","4","0","0","2021/04/15 15:00:00","0","2021/04/22 11:59:59","1"
"10109","0","302","4","0","0","2021/04/22 12:00:00","0","2021/04/28 11:59:59","1"
"10110","0","302","4","0","0","2021/04/30 12:00:00","0","2021/05/11 11:59:59","1"
"10111","90024","302","4","0","0","2021/05/11 12:00:00","0","2021/05/21 14:59:59","1"
"10112","0","302","4","0","0","2021/05/21 15:00:00","0","2021/05/31 11:59:59","1"
"10113","0","302","4","0","0","2021/05/31 12:00:00","0","2021/06/09 11:59:59","1"
"10114","90025","302","4","0","0","2021/06/09 12:00:00","0","2021/06/16 14:59:59","1"
"10115","0","302","4","0","30137","2021/06/16 15:00:00","0","2021/06/24 14:59:59","1"
"10116","90026","302","4","0","30136","2021/06/16 15:00:00","0","2021/06/20 14:59:59","1"
"10117","90027","302","4","0","30138","2021/06/20 15:00:00","0","2021/06/24 14:59:59","1"
"10118","0","302","4","0","0","2021/06/24 15:00:00","0","2021/06/30 11:59:59","1"
"10119","0","302","4","0","0","2021/07/03 19:00:00","0","2021/07/12 11:59:59","1"
"10120","0","302","4","0","0","2021/07/08 12:00:00","0","2021/07/15 14:59:59","1"
"10121","0","302","4","0","30144","2021/07/15 15:00:00","0","2021/07/24 14:59:59","1"
"10122","90028","302","4","0","30143","2021/07/15 15:00:00","0","2021/07/19 14:59:59","1"
"10123","0","302","4","0","30145","2021/07/19 15:00:00","0","2021/07/24 14:59:59","1"
"10124","90029","302","4","0","30146","2021/07/24 15:00:00","0","2021/07/31 11:59:59","1"
"10125","0","302","4","0","0","2021/07/31 12:00:00","0","2021/08/09 11:59:59","1"
"10126","0","302","4","0","0","2021/08/09 12:00:00","0","2021/08/15 14:59:59","1"
"10127","0","302","4","0","40005","2021/08/15 15:00:00","0","2021/08/23 11:59:59","1"
"10128","0","302","4","0","0","2021/08/23 12:00:00","0","2021/08/31 11:59:59","1"
"10129","0","302","4","0","0","2021/09/03 19:00:00","0","2021/09/08 11:59:59","1"
"10130","90030","302","4","0","0","2021/09/08 12:00:00","0","2021/09/13 11:59:59","1"
"10131","0","302","4","0","0","2021/09/13 12:00:00","0","2021/09/18 11:59:59","1"
"10132","0","302","4","0","0","2021/09/18 12:00:00","0","2021/09/24 11:59:59","1"
"10133","0","302","4","0","30157","2021/09/24 12:00:00","0","2021/09/30 11:59:59","1"
"10134","90031","302","5","0","30156","2021/09/24 12:00:00","0","2021/09/30 11:59:59","1"
"10135","0","302","4","0","0","2021/09/30 12:00:00","0","2021/10/08 11:59:59","1"
"10136","0","302","4","0","0","2021/10/08 12:00:00","0","2021/10/15 14:59:59","1"
"10137","0","302","4","0","0","2021/10/15 15:00:00","0","2021/10/22 11:59:59","1"
"10138","0","302","4","0","0","2021/10/22 12:00:00","0","2021/10/31 11:59:59","1"
"10139","0","302","4","0","0","2021/11/03 19:00:00","0","2021/11/11 11:59:59","1"
"10140","90032","302","4","0","0","2021/11/11 12:00:00","0","2021/11/16 11:59:59","1"
"10141","0","302","4","0","0","2021/11/16 12:00:00","0","2021/11/24 11:59:59","1"
"10142","90033","302","4","0","0","2021/11/24 12:00:00","0","2021/11/30 11:59:59","1"
"10143","0","302","4","0","0","2021/11/30 12:00:00","0","2021/12/08 11:59:59","1"
"10144","0","302","4","0","0","2021/12/08 12:00:00","0","2021/12/15 14:59:59","1"
"10145","0","302","4","0","0","2021/12/15 15:00:00","0","2021/12/22 11:59:59","1"
"10146","0","302","4","0","0","2021/12/22 12:00:00","0","2021/12/31 11:59:59","1"
"10147","0","302","4","0","0","2022/01/03 19:00:00","0","2022/01/11 11:59:59","1"
"10148","90034","302","4","0","0","2022/01/11 12:00:00","0","2022/01/15 14:59:59","1"
"10149","0","302","4","0","0","2022/01/15 15:00:00","0","2022/01/24 11:59:59","1"
"10150","90035","302","4","0","0","2022/01/24 12:00:00","0","2022/01/27 11:59:59","1"
"10151","90036","302","4","0","0","2022/01/27 12:00:00","0","2022/01/31 11:59:59","1"
"10152","0","302","4","0","0","2022/01/31 12:00:00","0","2022/02/08 11:59:59","1"
"10153","0","302","4","0","0","2022/02/08 12:00:00","0","2022/02/15 14:59:59","1"
"10154","0","302","4","0","40007","2022/02/15 15:00:00","0","2022/02/24 11:59:59","1"
"10155","0","302","4","0","30180","2022/02/15 15:00:00","0","2022/02/24 11:59:59","1"
"10156","0","302","4","0","0","2022/02/24 12:00:00","0","2022/02/28 11:59:59","1"
"10157","0","302","4","0","30184","2022/03/03 19:00:00","0","2022/03/11 11:59:59","1"
"10158","90037","302","4","0","30185","2022/03/08 12:00:00","0","2022/03/11 11:59:59","1"
"10159","90038","302","4","0","0","2022/03/11 12:00:00","0","2022/03/15 14:59:59","1"
"10160","0","302","4","0","0","2022/03/15 15:00:00","0","2022/03/24 11:59:59","1"
"10161","0","302","4","0","0","2022/03/24 12:00:00","0","2022/03/28 11:59:59","1"
"10162","0","302","4","0","0","2022/03/28 12:00:00","0","2022/03/31 11:59:59","1"
"10163","0","302","4","0","0","2022/04/03 19:00:00","0","2022/04/11 11:59:59","1"
"10164","90040","302","4","0","0","2022/04/11 12:00:00","0","2022/04/15 14:59:59","1"
"10165","0","302","4","0","0","2022/04/15 15:00:00","0","2022/04/22 11:59:59","1"
"10166","0","302","4","0","0","2022/04/22 12:00:00","0","2022/04/30 11:59:59","1"
"10167","0","302","4","0","0","2022/05/03 19:00:00","0","2022/05/11 11:59:59","1"
"10168","90041","302","4","0","0","2022/05/11 12:00:00","0","2022/05/15 14:59:59","1"
"10169","0","302","4","0","0","2022/05/15 15:00:00","0","2022/05/24 11:59:59","1"
"10170","0","302","4","0","0","2022/05/24 12:00:00","0","2022/05/28 11:59:59","1"
"10171","0","302","4","0","0","2022/05/31 12:00:00","0","2022/06/09 11:59:59","1"
"10172","90043","302","4","0","0","2022/06/09 12:00:00","0","2022/06/15 14:59:59","1"
"10173","0","302","4","0","0","2022/06/15 15:00:00","0","2022/06/24 11:59:59","1"
"10174","0","302","4","0","0","2022/06/24 12:00:00","0","2022/06/30 11:59:59","1"
"10175","0","302","4","0","0","2022/06/30 12:00:00","0","2022/07/08 11:59:59","1"
"10176","0","302","4","0","0","2022/07/08 12:00:00","0","2022/07/11 11:59:59","1"
"10177","90044","302","4","0","0","2022/07/11 12:00:00","0","2022/07/15 14:59:59","1"
"10178","0","302","9","0","0","2022/07/15 15:00:00","0","2022/07/25 11:59:59","1"
"10179","90045","302","9","0","0","2022/07/25 12:00:00","0","2022/07/28 11:59:59","1"
"10180","90046","302","9","0","0","2022/07/28 12:00:00","0","2022/07/31 11:59:59","1"
"10181","0","302","9","0","0","2022/07/31 12:00:00","0","2022/08/09 11:59:59","1"
"10182","0","302","9","0","0","2022/08/09 12:00:00","0","2022/08/12 11:59:59","1"
"10183","90047","302","9","0","0","2022/08/12 12:00:00","0","2022/08/15 14:59:59","1"
"10184","0","302","9","0","40008","2022/08/15 15:00:00","0","2022/08/23 11:59:59","1"
"10185","90048","302","9","0","0","2022/08/23 12:00:00","0","2022/08/26 11:59:59","1"
"10186","90049","302","9","0","0","2022/08/26 12:00:00","0","2022/08/31 11:59:59","1"
"10187","0","302","9","0","0","2022/09/03 19:00:00","0","2022/09/12 11:59:59","1"
"10188","0","302","9","0","0","2022/09/12 12:00:00","0","2022/09/15 14:59:59","1"
"10189","0","302","9","0","0","2022/09/15 15:00:00","0","2022/09/22 11:59:59","1"
"10190","0","302","9","0","0","2022/09/22 12:00:00","0","2022/09/30 11:59:59","1"
"10191","0","302","9","0","0","2022/09/30 12:00:00","0","2022/10/11 11:59:59","1"
"10192","0","302","9","0","0","2022/10/11 12:00:00","0","2022/10/15 14:59:59","1"
"10193","0","302","9","0","0","2022/10/15 15:00:00","0","2022/10/25 11:59:59","1"
"10194","90050","302","9","0","0","2022/10/25 12:00:00","0","2022/10/28 11:59:59","1"
"10195","90051","302","9","0","0","2022/10/28 12:00:00","0","2022/10/31 11:59:59","1"
"10196","0","302","9","0","0","2022/10/31 12:00:00","0","2022/11/08 11:59:59","1"
"10197","0","302","9","0","0","2022/11/08 12:00:00","0","2022/11/11 11:59:59","1"
"10198","90052","302","9","0","0","2022/11/11 12:00:00","0","2022/11/15 14:59:59","1"
"10199","0","302","9","0","0","2022/11/15 15:00:00","0","2022/11/24 11:59:59","1"
"10200","90054","302","9","0","0","2022/11/27 12:00:00","0","2022/11/30 11:59:59","1"
"10201","0","302","9","0","0","2022/11/30 12:00:00","0","2022/12/09 11:59:59","1"
"10202","0","302","9","0","0","2022/12/09 12:00:00","0","2022/12/16 11:59:59","1"
"10203","90055","302","9","0","0","2022/12/16 12:00:00","0","2022/12/23 11:59:59","1"
"10204","0","302","9","0","0","2022/12/23 12:00:00","0","2022/12/31 11:59:59","1"
"10205","0","302","9","0","0","2023/01/03 19:00:00","0","2023/01/10 11:59:59","1"
"10206","90056","302","9","0","0","2023/01/10 12:00:00","0","2023/01/15 14:59:59","1"
"10207","0","302","9","0","0","2023/01/15 15:00:00","0","2023/01/24 11:59:59","1"
"10208","0","302","9","0","0","2023/01/24 12:00:00","0","2023/01/31 11:59:59","1"
"10209","0","302","9","0","0","2023/01/31 12:00:00","0","2023/02/09 11:59:59","1"
"10210","0","302","9","0","0","2023/02/09 12:00:00","0","2023/02/12 11:59:59","1"
"10211","0","302","9","0","0","2023/02/12 12:00:00","0","2023/02/15 14:59:59","1"
"10212","0","302","9","0","40009","2023/02/15 15:00:00","0","2023/02/24 11:59:59","1"
"10213","0","302","9","0","30245","2023/02/15 15:00:00","0","2023/02/22 14:59:59","1"
"10214","0","302","9","0","0","2023/02/24 12:00:00","0","2023/02/28 11:59:59","1"
"10215","0","302","9","0","0","2023/03/03 19:00:00","0","2023/03/10 11:59:59","1"
"10216","0","302","9","0","0","2023/03/10 12:00:00","0","2023/03/17 11:59:59","1"
"10217","0","302","9","0","0","2023/03/17 12:00:00","0","2023/03/27 11:59:59","1"
"10218","0","302","9","0","0","2023/03/27 12:00:00","0","2023/03/31 11:59:59","1"
"10219","0","302","9","0","0","2023/03/31 12:00:00","0","2023/04/07 11:59:59","1"
"10220","0","302","9","0","0","2023/04/07 12:00:00","0","2023/04/10 11:59:59","1"
"10221","0","302","9","0","0","2023/04/10 12:00:00","0","2023/04/17 11:59:59","1"
"10222","0","302","9","0","0","2023/04/17 12:00:00","0","2023/04/25 11:59:59","1"
"10223","0","302","9","0","0","2023/04/25 12:00:00","0","2023/04/30 11:59:59","1"
"10224","0","302","9","0","0","2023/04/30 12:00:00","0","2023/05/10 11:59:59","1"
"10225","0","302","9","0","0","2023/05/10 12:00:00","0","2023/05/15 14:59:59","1"
"10226","0","302","9","0","0","2023/05/15 15:00:00","0","2023/05/24 11:59:59","1"
"10227","0","302","9","0","0","2023/05/27 12:00:00","0","2023/05/31 11:59:59","1"
"10228","0","302","9","0","0","2023/05/31 12:00:00","0","2023/06/09 11:59:59","1"
"10229","0","302","9","0","0","2023/06/09 12:00:00","0","2023/06/15 14:59:59","1"
"10230","0","302","9","0","0","2023/06/15 15:00:00","0","2023/06/23 11:59:59","1"
"10231","90057","302","9","0","0","2023/06/23 12:00:00","0","2023/06/30 11:59:59","1"
"10232","0","302","9","0","0","2023/07/03 19:00:00","0","2023/07/12 11:59:59","1"
"10233","0","302","9","0","0","2023/07/12 12:00:00","0","2023/07/15 14:59:59","1"
"10234","0","302","9","0","0","2023/07/15 15:00:00","0","2023/07/25 11:59:59","1"
"10235","0","302","9","0","0","2023/07/25 12:00:00","0","2023/07/31 11:59:59","1"
"10236","0","302","9","0","0","2023/07/31 12:00:00","0","2023/08/09 11:59:59","1"
"10237","0","302","9","0","0","2023/08/09 12:00:00","0","2023/08/12 11:59:59","1"
"10238","90058","302","9","0","0","2023/08/12 12:00:00","0","2023/08/15 14:59:59","1"
"10239","0","302","9","0","40010","2023/08/15 15:00:00","0","2023/08/22 11:59:59","1"
"10240","0","302","9","0","0","2023/08/22 12:00:00","0","2023/08/26 11:59:59","1"
"10241","0","302","9","0","0","2023/08/26 12:00:00","0","2023/08/31 11:59:59","1"
"10242","0","302","9","0","0","2023/09/03 19:00:00","0","2023/09/12 11:59:59","1"
"10243","90059","302","9","0","0","2023/09/12 12:00:00","0","2023/09/15 14:59:59","1"
"10244","0","302","9","0","0","2023/09/15 15:00:00","0","2023/09/25 11:59:59","1"
"10245","0","302","9","0","0","2023/09/25 12:00:00","0","2023/09/30 11:59:59","1"
"10246","0","302","9","0","0","2023/09/30 12:00:00","0","2023/10/10 11:59:59","1"
"10247","0","302","9","0","0","2023/10/10 12:00:00","0","2023/10/15 14:59:59","1"
"10248","0","302","9","0","0","2023/10/15 15:00:00","0","2023/10/23 11:59:59","1"
"10249","0","302","9","0","0","2023/10/23 12:00:00","0","2023/10/26 11:59:59","1"
"10250","0","302","9","0","0","2023/10/26 12:00:00","0","2023/10/31 11:59:59","1"
"10251","0","302","9","0","0","2023/10/31 12:00:00","0","2023/11/10 11:59:59","1"
"10252","0","302","9","0","0","2023/11/10 12:00:00","0","2023/11/15 14:59:59","1"
"10253","0","302","9","0","0","2023/11/15 15:00:00","0","2023/11/24 11:59:59","1"
"10254","90060","302","9","0","0","2023/11/27 12:00:00","0","2023/11/30 11:59:59","1"
"10255","0","302","9","0","0","2023/11/30 12:00:00","0","2023/12/11 11:59:59","1"
"10256","0","302","9","0","0","2023/12/11 12:00:00","0","2023/12/15 14:59:59","1"
"10257","0","302","9","0","0","2023/12/15 15:00:00","0","2023/12/22 11:59:59","1"
"10258","0","302","9","0","0","2023/12/22 12:00:00","0","2023/12/27 11:59:59","1"
"10259","0","302","9","0","0","2023/12/27 12:00:00","0","2023/12/31 11:59:59","1"
"10260","0","302","12","0","0","2024/01/03 19:00:00","0","2024/01/12 11:59:59","1"
"10261","90061","302","12","0","0","2024/01/12 12:00:00","0","2024/01/15 14:59:59","1"
"10262","0","302","12","0","0","2024/01/15 15:00:00","0","2024/01/22 11:59:59","1"
"10263","90062","302","12","0","0","2024/01/22 12:00:00","0","2024/01/26 11:59:59","1"
"10264","0","302","12","0","0","2024/01/26 12:00:00","0","2024/01/31 11:59:59","1"
"10265","0","302","12","0","0","2024/01/31 12:00:00","0","2024/02/12 11:59:59","1"
"10266","0","302","12","0","30306","2024/02/12 12:00:00","0","2024/02/14 23:59:59","1"
"10267","90063","302","12","0","30305","2024/02/12 12:00:00","0","2024/02/14 23:59:59","1"
"10268","0","302","12","0","0","2024/02/15 0:00:00","0","2024/02/22 11:59:59","1"
"10269","90064","302","12","0","0","2024/02/22 12:00:00","0","2024/02/29 11:59:59","1"
"10270","0","302","12","0","0","2024/03/03 19:00:00","0","2024/03/11 11:59:59","1"
"10271","0","302","12","0","0","2024/03/11 12:00:00","0","2024/03/18 11:59:59","1"
"10272","0","302","12","0","30313","2024/03/18 12:00:00","0","2024/03/28 11:59:59","1"
"10273","90065","302","12","0","30312","2024/03/18 12:00:00","0","2024/03/22 11:59:59","1"
"10274","0","302","11","0","30314","2024/03/22 12:00:00","0","2024/03/28 11:59:59","1"
"10275","0","302","12","0","0","2024/03/28 12:00:00","0","2024/03/31 11:59:59","1"
"10276","0","302","12","0","0","2024/03/31 12:00:00","0","2024/04/12 11:59:59","1"
"10277","0","302","12","0","30318","2024/04/12 12:00:00","0","2024/04/15 14:59:59","1"
"10278","0","302","12","0","30317","2024/04/12 12:00:00","0","2024/04/15 14:59:59","1"
"10279","0","302","12","0","0","2024/04/15 15:00:00","0","2024/04/26 11:59:59","1"
"10280","0","302","12","0","0","2024/04/26 12:00:00","0","2024/04/30 11:59:59","1"
"10281","0","302","19","0","30322","2024/05/03 19:00:00","0","2024/05/15 14:59:59","1"
"10282","90066","302","18","0","30323","2024/05/10 12:00:00","0","2024/05/15 14:59:59","1"
"10283","0","302","18","0","0","2024/05/15 15:00:00","0","2024/05/27 11:59:59","1"
"10284","0","302","18","0","0","2024/05/27 12:00:00","0","2024/05/31 11:59:59","1"
"10285","0","302","18","0","0","2024/05/31 12:00:00","0","2024/06/10 11:59:59","1"
"10286","0","302","18","0","0","2024/06/10 12:00:00","0","2024/06/15 14:59:59","1"
"10287","0","302","19","0","0","2024/06/15 15:00:00","0","2024/06/26 11:59:59","1"
"10288","0","302","18","0","0","2024/06/21 12:00:00","0","2024/06/26 11:59:59","1"
"10289","90067","302","18","0","0","2024/06/26 12:00:00","0","2024/06/30 11:59:59","1"
