ed8f720e339042000f8299017bfa222575a2c2a00f688d45ed7b8eafaa3cd105,e913bf7d44fab32c992928e7e30c481743f5db4783a56dd0f9d8e421362df8fa,b9a49474aea44eb692d13cd8cf0305b4b8077b493d7365b934bd6044d867f419,6b9e88c4e072d309b9006e1caf81b547b99d258b854c9b35eeb2b150867d7d3e,6b4280256edbea5a744e7708a689e2a1f16a8a4382b517ce7d4b2f6adb8420c2,98d9468fa753e64c6b691b33716b846ae23ee8c9578d130605a8eaf4d14cf62c,70d6bd153ebe95b459fd866b4e71a59116dd08bd15826f6c617356c07d86f391,e99efd3b51bbebda7e55e45773c30092bd70efba7020ee055c28a1f8e10cf5fd,476e4d95fe6b95ed54b8f4bd40219dd216de5c945751b87915366e669924f62c,73bb38ed1f0ad18e6c4aa6ca294594743c688ae48bd4fcda3fe7f38eed26fe54,ae654ef1a2da862716320184a516c2184480d8c4fc175dbd4c8d9d880726d69e,c1ef85cba2e6cba5161291bbaf59f875fc896429ae87e6b680470c50637dddbb,7054d767ea1c7cc3b5065aea227a0dd039f5a61cf5d7df66987e8f6802b95e86,e6ab8dd5d27fdda5bad41f62d989a8773aabbd2b88a7a507106fa5a0f2053b25,1ba254ed291a2c57b51239a19bfff3163c371e1a7947b7d682463a648c32ec93,7c08f8f3a6a0c8e8f46381497e907e8342219b5fa926182144c6742e363ab615,5d3377f332b9f90d381aa96314da1382cbb7a1ce448a25f92208778ea3c1f47a,15041b7ec5242e266e1d1ce021da68f703ca8a8438e7ebe075c82bc674beec54
"54","8600","8600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"55","8700","8700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"56","8800","8800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"57","8900","8900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"58","9000","9000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"59","9100","9100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"60","9200","9200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"61","9300","9300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"62","9400","9400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"63","9500","9500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"64","9600","9600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"65","9700","9700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"66","9800","9800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"67","9900","9900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"68","10000","10000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"69","10100","10100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"70","10200","10200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"71","10300","10300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"72","10400","10400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"73","10500","10500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"74","10600","10600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"75","10700","10700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"76","10800","10800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"77","10900","10900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"78","11000","11000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"79","11100","11100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"80","11200","11200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"81","11300","11300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"82","11400","11400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"83","11500","11500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"84","11600","11600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"85","11700","11700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"86","11800","11800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"87","11900","11900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"88","12000","12000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"89","12100","12100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"90","12200","12200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"91","12300","12300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"92","12400","12400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"93","12500","12500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"94","12600","12600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"95","12700","12700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"96","12800","12800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"97","12900","12900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"98","13000","13000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"99","13100","13100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"100","13200","13200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"101","13300","13300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"102","13400","13400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"103","13500","13500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"104","13600","13600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"105","13700","13700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"106","13800","13800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"107","13900","13900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"108","14000","14000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"109","14100","14100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"110","14200","14200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"111","14300","14300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"112","14400","14400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"113","14500","14500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"114","14600","14600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"115","14700","14700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"116","14800","14800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"117","14900","14900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"118","15000","15000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
