7c38e4d1390e50e034faf139782c93ea404ec9f61cf84cb5ada27dd19c5b7c2c,b8d45963121b105d0465ba8853be361cbdb29396b900af17ec3d77c5c9364d01,c8f5548a3a533667e810cdbc204b22bf589b1b800693be11d5e8bceddfdc0020,bd49c997d0406b95ec80ae388ce0ca250adc23f149c39bc51773ec34b74f4edb,cb95995ed28d623d46c4dbd110f836b4a084d51c61e99e85e7513e3a57b7c188,5a2ad6b58cd8a232667e0e76b58e66d6e0eba0ddbd4da3591be2fab40b59ed68,28ec69d1c551117e6c3252d261860722e727f6f451b2c299907597389761d0f3,b12d67c7724fff55b2f4234e919db218f5b6922aa0e33749a28f5799baa1bc26,b6d300977085f144cf81501571062642503b612d3526b43254c990cd18cf1848
"3","1","1","0","93","1","2","3","ザ・ベスト"
"3","1","1","2","94","1","2","3","パーフェクト"
"3","1","1","1","95","1","2","3","100年に1人の"
"3","1","1","2","96","1","2","3","レジェンダリー"
"3","1","1","0","97","1","2","3","超一流の"
"3","1","1","0","98","1","2","3","世界の"
"3","1","1","0","99","1","2","3","選ばれし"
"3","1","1","2","100","0","2","3","アスレチック"
"3","1","1","0","101","0","2","3","偉大なる"
"3","1","1","1","102","0","2","3","スーパーソニック"
"3","1","1","0","103","0","2","3","ウルトラ"
"3","1","1","0","104","0","2","3","MVPの"
"3","1","1","0","105","0","2","3","ジェネラル"
"3","1","1","2","106","0","2","3","オールラウンド"
"3","1","1","2","107","0","2","3","シルバーメダル"
"3","1","1","0","108","0","2","3","聖なる"
"3","1","1","2","109","0","2","3","エクセレント"
"3","1","1","0","110","0","2","3","一流の"
"3","1","1","0","111","0","2","3","マーベラス"
"3","1","0","0","112","1","2","3","スーパー"
"3","1","0","0","113","1","2","3","フライング"
"3","1","0","0","114","1","2","3","グレート"
"3","1","0","1","115","1","2","3","アンストッパブル"
"3","1","0","0","116","1","2","3","カリスマ"
"3","1","0","0","117","1","2","3","万能"
"3","1","0","0","118","1","2","3","新世代の"
"3","1","0","0","119","1","2","3","栄えある"
"3","1","0","0","120","1","2","3","異彩を放つ"
"3","1","0","0","121","1","2","3","いぶし銀の"
"3","1","0","0","122","1","2","3","天下の"
"3","1","0","0","123","0","2","3","レッツゴー"
"3","1","0","0","124","0","2","3","グッド"
"3","1","0","1","125","0","2","3","ホップ・ステップ・"
"3","1","0","2","126","0","2","3","伸びしろのある"
"3","1","0","2","127","0","2","3","ブロンズメダル"
"3","1","0","0","128","0","2","3","期待の"
"3","1","0","2","129","0","2","3","ジャンピング"
"3","1","0","0","130","0","2","3","新時代の"
"3","1","0","2","131","0","2","3","知る人ぞ知る"
