285a328867c1102392a91e70079638e0c1449ea56260140382a5275cd6db1b7e,58c98b69e31a165c712f3a2b65227a916b50ee8a48607a79c6c0b1d745758632,1febaa354f4ed12834a589a650750984a20b338d74563b6d1eedb20ecb6acabe,82b2ee6d9b4dd351423051f55712f86226a6b7bf6966fd5317744a45d44a4ba5,377a57787b4c71c02119f5fd04b436720d78f7064ba1bb25a673af2138b62c67,695ba3082c41231f72aa938f877cefaa624a4036d3c2cdc7d330052607cbcf7a,b928180eda125c3c2ef7c864c74c0cd3e60b867b264ec3a6a455b6a12503a496,7b10f466527db68b511e2595fe2c7f789f2dd4a4b173faba5d948877e9d7ac4d,3b5075a6a24407602d74f9d327fad1376cbd5fdec3dfa681a79bbf071e86f41b,dbdfd1400e12f3cf0fe01061a1ec6f69ef7f2d46042ed0ad9d3057f0e03af98f,306f1b0f136262eb1f6e55b0822f82f4b7076679367a4e9e41d001499e8899b9,2dc0c05c3aba9702c543cc1349bb6e6f86032add87e23bd65c7dc2bd2ce2d48f
"0","69","4","0","1005802","0","0","0","1","0","3.996","100580269"
"0","1","4","0","1005803","0","0","0","1","0","0.8","100580301"
"vo_ske_0301","2","2","0","1005803","0","0","vo_ske","0","0","0","100580302"
"0","3","1","1","1005803","200","1.797","0","0","0","0","100580303"
"0","4","4","0","1005803","0","0","0","1","0","2.514","100580304"
"0","5","1","1","1005803","304","0.612","0","0","200","0","100580305"
"0","6","4","0","1005803","0","0","0","1","0","0.612","100580306"
"0","7","1","2","1005803","56","0.464","0","0","0","0","100580307"
"0","8","4","0","1005803","0","0","0","1","0","0.889","100580308"
"0","9","1","2","1005803","179","1.164","0","0","56","0","100580309"
"0","10","4","0","1005803","0","0","0","1","0","2.59","100580310"
"vo_ske_0302","11","2","0","1005803","0","0","vo_ske","0","0","0","100580311"
"0","12","1","2","1005803","316","1.185","0","0","179","0","100580312"
"0","13","4","0","1005803","0","0","0","1","0","1.185","100580313"
"0","14","1","3","1005803","137","0.952","0","0","0","0","100580314"
"0","15","4","0","1005803","0","0","0","1","0","1.747","100580315"
"0","16","1","3","1005803","219","0.961","0","0","137","0","100580316"
"0","17","4","0","1005803","0","0","0","1","0","2.398","100580317"
"vo_ske_0303","18","2","0","1005803","0","0","vo_ske","0","0","0","100580318"
"0","19","1","4","1005803","188","1.401","0","0","0","0","100580319"
"0","20","4","0","1005803","0","0","0","1","0","1.935","100580320"
"0","21","1","4","1005803","356","1.288","0","0","188","0","100580321"
"0","22","4","0","1005803","0","0","0","1","0","2.418","100580322"
"vo_ske_0304","23","2","0","1005803","0","0","vo_ske","0","0","0","100580323"
"0","24","1","5","1005803","55","0.619","0","0","0","0","100580324"
"0","25","4","0","1005803","0","0","0","1","0","1.407","100580325"
"0","26","1","5","1005803","333","2.1","0","0","55","0","100580326"
"0","27","4","0","1005803","0","0","0","1","0","4.561","100580327"
"vo_ske_0305","28","2","0","1005803","0","0","vo_ske","0","0","0","100580328"
"0","29","1","6","1005803","280","2.309","0","0","0","0","100580329"
"0","30","4","0","1005803","0","0","0","1","0","3.378","100580330"
"0","31","1","7","1005803","79","0.664","0","0","0","0","100580331"
"0","32","4","0","1005803","0","0","0","1","0","1.555","100580332"
"0","33","1","7","1005803","328","1.706","0","0","79","0","100580333"
"0","34","4","0","1005803","0","0","0","1","0","4.399","100580334"
"vo_ske_0306","35","2","0","1005803","0","0","vo_ske","0","0","0","100580335"
"0","36","1","8","1005803","212","2.137","0","0","0","0","100580336"
"0","37","4","0","1005803","0","0","0","1","0","3.014","100580337"
"0","38","1","8","1005803","340","0.788","0","0","212","0","100580338"
"0","39","4","0","1005803","0","0","0","1","0","2.288","100580339"
"vo_ske_0307","40","2","0","1005803","0","0","vo_ske","0","0","0","100580340"
"0","41","1","9","1005803","267","2.054","0","0","0","0","100580341"
"0","42","4","0","1005803","0","0","0","1","0","2.931","100580342"
"0","43","1","9","1005803","358","0.801","0","0","267","0","100580343"
"0","44","4","0","1005803","0","0","0","1","0","1.48","100580344"
"0","45","1","10","1005803","347","2.75","0","0","0","0","100580345"
"0","46","4","0","1005803","0","0","0","1","0","5.052","100580346"
"vo_ske_0308","47","2","0","1005803","0","0","vo_ske","0","0","0","100580347"
"0","48","1","11","1005803","71","0.527","0","0","0","0","100580348"
"0","49","4","0","1005803","0","0","0","1","0","1.38","100580349"
"0","50","1","11","1005803","247","1.473","0","0","71","0","100580350"
"0","51","4","0","1005803","0","0","0","1","0","1.759","100580351"
"0","52","1","11","1005803","354","0.68","0","0","247","0","100580352"
"0","53","4","0","1005803","0","0","0","1","0","1.838","100580353"
"vo_ske_0309","54","2","0","1005803","0","0","vo_ske","0","0","0","100580354"
"0","55","1","12","1005803","63","0.477","0","0","0","0","100580355"
"0","56","4","0","1005803","0","0","0","1","0","1.108","100580356"
"0","57","1","12","1005803","323","2.144","0","0","63","0","100580357"
"0","58","4","0","1005803","0","0","0","1","0","3.802","100580358"
"vo_ske_0310","59","2","0","1005803","0","0","vo_ske","0","0","0","100580359"
"0","60","1","13","1005803","113","1.251","0","0","0","0","100580360"
"0","61","4","0","1005803","0","0","0","1","0","2.672","100580361"
"0","62","1","13","1005803","197","0.65","0","0","113","0","100580362"
"0","63","4","0","1005803","0","0","0","1","0","1.349","100580363"
"0","64","1","13","1005803","290","0.589","0","0","197","0","100580364"
"0","65","4","0","1005803","0","0","0","1","0","3.089","100580365"
"0","1","4","0","1005804","0","0","0","1","0","0.8","100580401"
"vo_ske_0401","2","2","0","1005804","0","0","vo_ske","0","0","0","100580402"
"0","3","1","1","1005804","186","1.769","0","0","0","0","100580403"
"0","4","4","0","1005804","0","0","0","1","0","3.723","100580404"
"vo_ske_0402","5","2","0","1005804","0","0","vo_ske","0","0","0","100580405"
"0","6","1","2","1005804","70","0.818","0","0","0","0","100580406"
"0","7","4","0","1005804","0","0","0","1","0","1.553","100580407"
"0","8","1","2","1005804","289","1.87","0","0","70","0","100580408"
"0","9","4","0","1005804","0","0","0","1","0","2.537","100580409"
"0","10","1","2","1005804","347","0.487","0","0","289","0","100580410"
"0","11","4","0","1005804","0","0","0","1","0","0.487","100580411"
"0","12","1","3","1005804","101","0.822","0","0","0","0","100580412"
"0","13","4","0","1005804","0","0","0","1","0","2.459","100580413"
"0","14","1","3","1005804","268","1.696","0","0","101","0","100580414"
"0","15","4","0","1005804","0","0","0","1","0","2.551","100580415"
"0","16","1","3","1005804","356","0.688","0","0","268","0","100580416"
"0","17","4","0","1005804","0","0","0","1","0","1.121","100580417"
"0","18","1","4","1005804","221","1.807","0","0","0","0","100580418"
"0","19","4","0","1005804","0","0","0","1","0","4.87","100580419"
"vo_ske_0403","20","2","0","1005804","0","0","vo_ske","0","0","0","100580420"
"0","21","1","5","1005804","101","0.78","0","0","0","0","100580421"
"0","22","4","0","1005804","0","0","0","1","0","2.288","100580422"
"0","23","1","5","1005804","324","1.497","0","0","101","0","100580423"
"0","24","4","0","1005804","0","0","0","1","0","3.177","100580424"
"vo_ske_0404","25","2","0","1005804","0","0","vo_ske","0","0","0","100580425"
"0","26","1","6","1005804","102","0.729","0","0","0","0","100580426"
"0","27","4","0","1005804","0","0","0","1","0","1.799","100580427"
"0","28","1","6","1005804","177","0.823","0","0","102","0","100580428"
"0","29","4","0","1005804","0","0","0","1","0","1.447","100580429"
"0","30","1","6","1005804","275","0.982","0","0","177","0","100580430"
"0","31","4","0","1005804","0","0","0","1","0","1.587","100580431"
"0","32","1","6","1005804","325","0.639","0","0","275","0","100580432"
"0","33","4","0","1005804","0","0","0","1","0","0.639","100580433"
"0","34","1","7","1005804","266","1.712","0","0","0","0","100580434"
"0","35","4","0","1005804","0","0","0","1","0","3.735","100580435"
"vo_ske_0405","36","2","0","1005804","0","0","vo_ske","0","0","0","100580436"
"0","37","1","8","1005804","58","0.793","0","0","0","0","100580437"
"0","38","4","0","1005804","0","0","0","1","0","2.073","100580438"
"0","39","1","8","1005804","80","0.405","0","0","58","0","100580439"
"0","40","4","0","1005804","0","0","0","1","0","1.081","100580440"
"0","41","1","8","1005804","228","0.962","0","0","80","0","100580441"
"0","42","4","0","1005804","0","0","0","1","0","3.994","100580442"
"vo_ske_0406","43","2","0","1005804","0","0","vo_ske","0","0","0","100580443"
"0","44","1","9","1005804","117","0.869","0","0","0","0","100580444"
"0","45","4","0","1005804","0","0","0","1","0","2.298","100580445"
"vo_ske_0407","46","2","0","1005804","0","0","vo_ske","0","0","0","100580446"
"0","47","1","9","1005804","242","1.07","0","0","117","0","100580447"
"0","48","4","0","1005804","0","0","0","1","0","2.401","100580448"
"vo_ske_0408","49","2","0","1005804","0","0","vo_ske","0","0","0","100580449"
"0","50","1","9","1005804","368","0.939","0","0","242","0","100580450"
"0","51","4","0","1005804","0","0","0","1","0","0.939","100580451"
"0","52","1","10","1005804","124","0.816","0","0","0","0","100580452"
"0","53","4","0","1005804","0","0","0","1","0","2.428","100580453"
"vo_ske_0409","54","2","0","1005804","0","0","vo_ske","0","0","0","100580454"
"0","55","1","10","1005804","172","0.626","0","0","124","0","100580455"
"0","56","4","0","1005804","0","0","0","1","0","1.776","100580456"
"0","57","1","10","1005804","360","1.439","0","0","172","0","100580457"
"0","58","4","0","1005804","0","0","0","1","0","1.439","100580458"
"0","59","1","11","1005804","71","0.447","0","0","0","0","100580459"
"0","60","4","0","1005804","0","0","0","1","0","2.012","100580460"
"vo_ske_0410","61","2","0","1005804","0","0","vo_ske","0","0","0","100580461"
"0","62","1","11","1005804","130","0.504","0","0","71","0","100580462"
"0","63","4","0","1005804","0","0","0","1","0","1.659","100580463"
"0","64","1","11","1005804","235","0.488","0","0","130","0","100580464"
"0","65","4","0","1005804","0","0","0","1","0","3.099","100580465"
"vo_ske_0411","66","2","0","1005804","0","0","vo_ske","0","0","0","100580466"
"0","67","1","12","1005804","89","0.743","0","0","0","0","100580467"
"0","68","4","0","1005804","0","0","0","1","0","1.683","100580468"
"0","69","1","12","1005804","319","2.16","0","0","89","0","100580469"
"0","70","4","0","1005804","0","0","0","1","0","3.689","100580470"
"0","71","1","13","1005804","220","1.846","0","0","0","0","100580471"
"0","72","4","0","1005804","0","0","0","1","0","4.239","100580472"
"vo_ske_0412","73","2","0","1005804","0","0","vo_ske","0","0","0","100580473"
"0","74","1","14","1005804","80","0.584","0","0","0","0","100580474"
"0","75","4","0","1005804","0","0","0","1","0","1.837","100580475"
"0","76","1","14","1005804","275","1.393","0","0","80","0","100580476"
"0","77","4","0","1005804","0","0","0","1","0","3.893","100580477"
"0","1","4","0","1005805","0","0","0","1","0","0.8","100580501"
"vo_ske_0501","2","2","0","1005805","0","0","vo_ske","0","0","0","100580502"
"0","3","1","1","1005805","123","1.013","0","0","0","0","100580503"
"0","4","4","0","1005805","0","0","0","1","0","1.598","100580504"
"0","5","1","1","1005805","271","1.062","0","0","123","0","100580505"
"0","6","4","0","1005805","0","0","0","1","0","2.428","100580506"
"vo_ske_0502","7","2","0","1005805","0","0","vo_ske","0","0","0","100580507"
"0","8","1","2","1005805","107","1.244","0","0","0","0","100580508"
"0","9","4","0","1005805","0","0","0","1","0","1.839","100580509"
"0","10","1","2","1005805","357","1.989","0","0","107","0","100580510"
"0","11","4","0","1005805","0","0","0","1","0","3.898","100580511"
"vo_ske_0503","12","2","0","1005805","0","0","vo_ske","0","0","0","100580512"
"0","13","1","3","1005805","188","1.43","0","0","0","0","100580513"
"0","14","4","0","1005805","0","0","0","1","0","1.915","100580514"
"0","15","1","3","1005805","309","0.906","0","0","188","0","100580515"
"0","16","4","0","1005805","0","0","0","1","0","2.75","100580516"
"vo_ske_0504","17","2","0","1005805","0","0","vo_ske","0","0","0","100580517"
"0","18","1","4","1005805","103","1.11","0","0","0","0","100580518"
"0","19","4","0","1005805","0","0","0","1","0","1.656","100580519"
"0","20","1","4","1005805","235","1.445","0","0","103","0","100580520"
"0","21","4","0","1005805","0","0","0","1","0","1.899","100580521"
"0","22","1","4","1005805","326","0.574","0","0","235","0","100580522"
"0","23","4","0","1005805","0","0","0","1","0","2.491","100580523"
"vo_ske_0505","24","2","0","1005805","0","0","vo_ske","0","0","0","100580524"
"0","25","1","5","1005805","167","1.192","0","0","0","0","100580525"
"0","26","4","0","1005805","0","0","0","1","0","1.943","100580526"
"0","27","1","5","1005805","279","0.864","0","0","167","0","100580527"
"0","28","4","0","1005805","0","0","0","1","0","1.47","100580528"
"0","29","1","5","1005805","340","0.713","0","0","279","0","100580529"
"0","30","4","0","1005805","0","0","0","1","0","3.073","100580530"
"vo_ske_0506","31","2","0","1005805","0","0","vo_ske","0","0","0","100580531"
"0","32","1","6","1005805","153","1.159","0","0","0","0","100580532"
"0","33","4","0","1005805","0","0","0","1","0","1.779","100580533"
"0","34","1","6","1005805","391","1.634","0","0","153","0","100580534"
"0","35","4","0","1005805","0","0","0","1","0","5.206","100580535"
"vo_ske_0507","36","2","0","1005805","0","0","vo_ske","0","0","0","100580536"
"0","37","1","7","1005805","183","1.363","0","0","0","0","100580537"
"0","38","4","0","1005805","0","0","0","1","0","2.334","100580538"
"0","39","1","7","1005805","343","1.128","0","0","183","0","100580539"
"0","40","4","0","1005805","0","0","0","1","0","3.267","100580540"
"vo_ske_0508","41","2","0","1005805","0","0","vo_ske","0","0","0","100580541"
"0","42","1","8","1005805","305","2.341","0","0","0","0","100580542"
"0","43","4","0","1005805","0","0","0","1","0","3.817","100580543"
"0","44","1","8","1005805","360","0.614","0","0","305","0","100580544"
"0","45","4","0","1005805","0","0","0","1","0","1.798","100580545"
"0","46","1","9","1005805","286","1.942","0","0","0","0","100580546"
"0","47","4","0","1005805","0","0","0","1","0","4.447","100580547"
"vo_ske_0509","48","2","0","1005805","0","0","vo_ske","0","0","0","100580548"
"0","49","1","10","1005805","108","0.441","0","0","0","0","100580549"
"0","50","4","0","1005805","0","0","0","1","0","1.691","100580550"
"0","51","1","10","1005805","382","2.177","0","0","108","0","100580551"
"0","52","4","0","1005805","0","0","0","1","0","4.215","100580552"
"vo_ske_0510","53","2","0","1005805","0","0","vo_ske","0","0","0","100580553"
"0","54","1","11","1005805","118","1.116","0","0","0","0","100580554"
"0","55","4","0","1005805","0","0","0","1","0","2.252","100580555"
"0","56","1","11","1005805","380","2.025","0","0","118","0","100580556"
"0","57","4","0","1005805","0","0","0","1","0","4.486","100580557"
"vo_ske_0511","58","2","0","1005805","0","0","vo_ske","0","0","0","100580558"
"0","59","1","12","1005805","64","0.473","0","0","0","0","100580559"
"0","60","4","0","1005805","0","0","0","1","0","1.015","100580560"
"0","61","1","12","1005805","164","0.759","0","0","64","0","100580561"
"0","62","4","0","1005805","0","0","0","1","0","2.172","100580562"
"0","63","1","13","1005805","362","2.606","0","0","0","0","100580563"
"0","64","4","0","1005805","0","0","0","1","0","5.313","100580564"
"vo_ske_0512","65","2","0","1005805","0","0","vo_ske","0","0","0","100580565"
"0","66","1","14","1005805","197","1.072","0","0","0","0","100580566"
"0","67","4","0","1005805","0","0","0","1","0","2.416","100580567"
"0","68","1","14","1005805","362","1.331","0","0","197","0","100580568"
"0","69","4","0","1005805","0","0","0","1","0","3.831","100580569"
"0","1","4","0","1005901","0","0","0","1","0","0.8","100590101"
"vo_ske_0601","2","2","0","1005901","0","0","vo_ske","0","0","0","100590102"
"0","3","1","1","1005901","198","1.86","0","0","0","0","100590103"
"0","4","4","0","1005901","0","0","0","1","0","2.5","100590104"
"0","5","1","1","1005901","365","1.2","0","0","198","0","100590105"
"0","6","4","0","1005901","0","0","0","1","0","3.1","100590106"
"vo_ske_0602","7","2","0","1005901","0","0","vo_ske","0","0","0","100590107"
"0","8","1","2","1005901","268","2.2","0","0","0","0","100590108"
"0","9","4","0","1005901","0","0","0","1","0","3.3","100590109"
"0","10","1","2","1005901","356","0.9","0","0","268","0","100590110"
"0","11","4","0","1005901","0","0","0","1","0","1.5","100590111"
"0","12","1","3","1005901","186","1.5","0","0","0","0","100590112"
"0","13","4","0","1005901","0","0","0","1","0","3.7","100590113"
"vo_ske_0603","14","2","0","1005901","0","0","vo_ske","0","0","0","100590114"
"0","15","1","3","1005901","381","1.5","0","0","186","0","100590115"
"0","16","4","0","1005901","0","0","0","1","0","1.5","100590116"
"0","17","1","4","1005901","50","0.3","0","0","0","0","100590117"
"0","18","4","0","1005901","0","0","0","1","0","1.5","100590118"
"0","19","1","4","1005901","132","0.8","0","0","50","0","100590119"
"0","20","4","0","1005901","0","0","0","1","0","1.5","100590120"
"0","21","1","4","1005901","378","1.9","0","0","132","0","100590121"
"0","22","4","0","1005901","0","0","0","1","0","4.5","100590122"
"vo_ske_0604","23","2","0","1005901","0","0","vo_ske","0","0","0","100590123"
"0","24","1","5","1005901","273","2.3","0","0","0","0","100590124"
"0","25","4","0","1005901","0","0","0","1","0","3.3","100590125"
"0","26","1","5","1005901","385","1.1","0","0","273","0","100590126"
"0","27","4","0","1005901","0","0","0","1","0","1.1","100590127"
"0","28","1","6","1005901","223","1.1","0","0","0","0","100590128"
"0","29","4","0","1005901","0","0","0","1","0","3.9","100590129"
"vo_ske_0605","30","2","0","1005901","0","0","vo_ske","0","0","0","100590130"
"0","31","1","7","1005901","76","0.5","0","0","0","0","100590131"
"0","32","4","0","1005901","0","0","0","1","0","1.7","100590132"
"0","33","1","7","1005901","210","1.2","0","0","76","0","100590133"
"0","34","4","0","1005901","0","0","0","1","0","1.9","100590134"
"0","35","1","7","1005901","292","0.9","0","0","210","0","100590135"
"0","36","4","0","1005901","0","0","0","1","0","2.6","100590136"
"vo_ske_0606","37","2","0","1005901","0","0","vo_ske","0","0","0","100590137"
"0","38","1","8","1005901","217","1.6","0","0","0","0","100590138"
"0","39","4","0","1005901","0","0","0","1","0","2","100590139"
"0","40","1","8","1005901","340","1","0","0","217","0","100590140"
"0","41","4","0","1005901","0","0","0","1","0","1","100590141"
"0","42","1","9","1005901","166","1.3","0","0","0","0","100590142"
"0","43","4","0","1005901","0","0","0","1","0","2.2","100590143"
"0","44","1","9","1005901","372","1.4","0","0","166","0","100590144"
"0","45","4","0","1005901","0","0","0","1","0","4","100590145"
"vo_ske_0607","46","2","0","1005901","0","0","vo_ske","0","0","0","100590146"
"0","47","1","10","1005901","115","1.1","0","0","0","0","100590147"
"0","48","4","0","1005901","0","0","0","1","0","1.8","100590148"
"0","49","1","10","1005901","220","1","0","0","115","0","100590149"
"0","50","4","0","1005901","0","0","0","1","0","2.3","100590150"
"0","51","1","10","1005901","366","1.4","0","0","220","0","100590151"
"0","52","4","0","1005901","0","0","0","1","0","3.4","100590152"
