44f963a1bbc18d76602f3ffb9d3e9f653ae8c4f7e4c4ad5aeef8df9aab553249,db2e79880936f1edb50875f4870525608e5448372344ba04affdb539e2897245,ec2d2e3c3decb219188e2f7409bfb32917d456f615fa01b3d30b101ea3b10f3b,09753cdfe905e13896967433558e8dfb06414b887446e15506368fee687f084f,8ad99a83d6e7a3f9c7e97fbe3e2fb70ba7a029a67b76e896bafea73b49e281b9,9699a858da5700cc8a6d0db5d8e690790153941b9faae8487f77cba1aea5a062,6c7e1b4c9cd228851eacf58bd35bf9c1f4c06efe66c381c94c47f071270fc5b1
"8","2","3750","0","10101","0","0"
"8","2","3780","0","10101","0","1"
"8","2","3810","0","10101","0","2"
"8","2","3840","0","10101","0","3"
"8","2","3870","0","10101","0","4"
"8","2","3900","0","10101","0","5"
"9","2","4050","0","10101","0","0"
"9","2","4080","0","10101","0","1"
"9","2","4110","0","10101","0","2"
"9","2","4140","0","10101","0","3"
"9","2","4170","0","10101","0","4"
"9","2","4200","0","10101","0","5"
"10","2","4350","0","10101","0","0"
"10","2","4380","0","10101","0","1"
"10","2","4410","0","10101","0","2"
"10","2","4440","0","10101","0","3"
"10","2","4470","0","10101","0","4"
"10","2","4500","0","10101","0","5"
"1","5","150","0","10102","0","0"
"1","5","180","0","10102","0","1"
"1","5","210","0","10102","0","2"
"1","5","240","0","10102","0","3"
"1","5","270","0","10102","0","4"
"1","5","300","0","10102","0","5"
"2","5","450","0","10102","0","0"
"2","5","480","0","10102","0","1"
"2","5","510","0","10102","0","2"
"2","5","540","0","10102","0","3"
"2","5","570","0","10102","0","4"
"2","5","600","0","10102","0","5"
"3","5","750","0","10102","0","0"
"3","5","780","0","10102","0","1"
"3","5","810","0","10102","0","2"
"3","5","840","0","10102","0","3"
"3","5","870","0","10102","0","4"
"3","5","900","0","10102","0","5"
"4","5","1050","0","10102","0","0"
"4","5","1080","0","10102","0","1"
"4","5","1110","0","10102","0","2"
"4","5","1140","0","10102","0","3"
"4","5","1170","0","10102","0","4"
"4","5","1200","0","10102","0","5"
"5","5","1350","0","10102","0","0"
"5","5","1380","0","10102","0","1"
"5","5","1410","0","10102","0","2"
"5","5","1440","0","10102","0","3"
"5","5","1470","0","10102","0","4"
"5","5","1500","0","10102","0","5"
"6","5","1575","0","10102","0","0"
"6","5","1590","0","10102","0","1"
"6","5","1605","0","10102","0","2"
"6","5","1620","0","10102","0","3"
"6","5","1635","0","10102","0","4"
"6","5","1650","0","10102","0","5"
"7","5","1725","0","10102","0","0"
"7","5","1740","0","10102","0","1"
"7","5","1755","0","10102","0","2"
"7","5","1770","0","10102","0","3"
"7","5","1785","0","10102","0","4"
"7","5","1800","0","10102","0","5"
"8","5","1875","0","10102","0","0"
"8","5","1890","0","10102","0","1"
"8","5","1905","0","10102","0","2"
"8","5","1920","0","10102","0","3"
"8","5","1935","0","10102","0","4"
"8","5","1950","0","10102","0","5"
"9","5","2025","0","10102","0","0"
"9","5","2040","0","10102","0","1"
"9","5","2055","0","10102","0","2"
"9","5","2070","0","10102","0","3"
"9","5","2085","0","10102","0","4"
"9","5","2100","0","10102","0","5"
"10","5","2175","0","10102","0","0"
"10","5","2190","0","10102","0","1"
"10","5","2205","0","10102","0","2"
"10","5","2220","0","10102","0","3"
"10","5","2235","0","10102","0","4"
"10","5","2250","0","10102","0","5"
"1","7","150","0","10103","0","0"
"1","7","180","0","10103","0","1"
"1","7","210","0","10103","0","2"
"1","7","240","0","10103","0","3"
"1","7","270","0","10103","0","4"
"1","7","300","0","10103","0","5"
"2","7","450","0","10103","0","0"
"2","7","480","0","10103","0","1"
"2","7","510","0","10103","0","2"
"2","7","540","0","10103","0","3"
"2","7","570","0","10103","0","4"
"2","7","600","0","10103","0","5"
"3","7","750","0","10103","0","0"
"3","7","780","0","10103","0","1"
"3","7","810","0","10103","0","2"
"3","7","840","0","10103","0","3"
"3","7","870","0","10103","0","4"
"3","7","900","0","10103","0","5"
"4","7","1050","0","10103","0","0"
"4","7","1080","0","10103","0","1"
"4","7","1110","0","10103","0","2"
"4","7","1140","0","10103","0","3"
"4","7","1170","0","10103","0","4"
"4","7","1200","0","10103","0","5"
"5","7","1350","0","10103","0","0"
"5","7","1380","0","10103","0","1"
"5","7","1410","0","10103","0","2"
"5","7","1440","0","10103","0","3"
"5","7","1470","0","10103","0","4"
"5","7","1500","0","10103","0","5"
"6","7","1575","0","10103","0","0"
"6","7","1590","0","10103","0","1"
"6","7","1605","0","10103","0","2"
"6","7","1620","0","10103","0","3"
"6","7","1635","0","10103","0","4"
"6","7","1650","0","10103","0","5"
"7","7","1725","0","10103","0","0"
"7","7","1740","0","10103","0","1"
"7","7","1755","0","10103","0","2"
"7","7","1770","0","10103","0","3"
"7","7","1785","0","10103","0","4"
"7","7","1800","0","10103","0","5"
"8","7","1875","0","10103","0","0"
"8","7","1890","0","10103","0","1"
"8","7","1905","0","10103","0","2"
"8","7","1920","0","10103","0","3"
"8","7","1935","0","10103","0","4"
"8","7","1950","0","10103","0","5"
"9","7","2025","0","10103","0","0"
"9","7","2040","0","10103","0","1"
"9","7","2055","0","10103","0","2"
"9","7","2070","0","10103","0","3"
"9","7","2085","0","10103","0","4"
"9","7","2100","0","10103","0","5"
"10","7","2175","0","10103","0","0"
"10","7","2190","0","10103","0","1"
"10","7","2205","0","10103","0","2"
"10","7","2220","0","10103","0","3"
"10","7","2235","0","10103","0","4"
"10","7","2250","0","10103","0","5"
"1","10","300","0","10104","0","0"
"1","10","360","0","10104","0","1"
"1","10","420","0","10104","0","2"
"1","10","480","0","10104","0","3"
"1","10","540","0","10104","0","4"
"1","10","600","0","10104","0","5"
"2","10","900","0","10104","0","0"
"2","10","960","0","10104","0","1"
"2","10","1020","0","10104","0","2"
"2","10","1080","0","10104","0","3"
"2","10","1140","0","10104","0","4"
"2","10","1200","0","10104","0","5"
"3","10","1500","0","10104","0","0"
"3","10","1560","0","10104","0","1"
"3","10","1620","0","10104","0","2"
"3","10","1680","0","10104","0","3"
"3","10","1740","0","10104","0","4"
"3","10","1800","0","10104","0","5"
"4","10","2100","0","10104","0","0"
"4","10","2160","0","10104","0","1"
"4","10","2220","0","10104","0","2"
"4","10","2280","0","10104","0","3"
"4","10","2340","0","10104","0","4"
"4","10","2400","0","10104","0","5"
"5","10","2700","0","10104","0","0"
"5","10","2760","0","10104","0","1"
"5","10","2820","0","10104","0","2"
"5","10","2880","0","10104","0","3"
"5","10","2940","0","10104","0","4"
"5","10","3000","0","10104","0","5"
"6","10","3150","0","10104","0","0"
"6","10","3180","0","10104","0","1"
"6","10","3210","0","10104","0","2"
"6","10","3240","0","10104","0","3"
"6","10","3270","0","10104","0","4"
"6","10","3300","0","10104","0","5"
"7","10","3450","0","10104","0","0"
"7","10","3480","0","10104","0","1"
"7","10","3510","0","10104","0","2"
"7","10","3540","0","10104","0","3"
"7","10","3570","0","10104","0","4"
"7","10","3600","0","10104","0","5"
"8","10","3750","0","10104","0","0"
"8","10","3780","0","10104","0","1"
"8","10","3810","0","10104","0","2"
"8","10","3840","0","10104","0","3"
"8","10","3870","0","10104","0","4"
"8","10","3900","0","10104","0","5"
"9","10","4050","0","10104","0","0"
"9","10","4080","0","10104","0","1"
"9","10","4110","0","10104","0","2"
"9","10","4140","0","10104","0","3"
"9","10","4170","0","10104","0","4"
"9","10","4200","0","10104","0","5"
"10","10","4350","0","10104","0","0"
"10","10","4380","0","10104","0","1"
"10","10","4410","0","10104","0","2"
"10","10","4440","0","10104","0","3"
"10","10","4470","0","10104","0","4"
"10","10","4500","0","10104","0","5"
"1","2","300","0","10201","0","0"
"1","2","360","0","10201","0","1"
"1","2","420","0","10201","0","2"
"1","2","480","0","10201","0","3"
"1","2","540","0","10201","0","4"
"1","2","600","0","10201","0","5"
"2","2","900","0","10201","0","0"
"2","2","960","0","10201","0","1"
"2","2","1020","0","10201","0","2"
"2","2","1080","0","10201","0","3"
"2","2","1140","0","10201","0","4"
"2","2","1200","0","10201","0","5"
"3","2","1500","0","10201","0","0"
"3","2","1560","0","10201","0","1"
"3","2","1620","0","10201","0","2"
"3","2","1680","0","10201","0","3"
"3","2","1740","0","10201","0","4"
"3","2","1800","0","10201","0","5"
"4","2","2100","0","10201","0","0"
"4","2","2160","0","10201","0","1"
"4","2","2220","0","10201","0","2"
"4","2","2280","0","10201","0","3"
"4","2","2340","0","10201","0","4"
"4","2","2400","0","10201","0","5"
"5","2","2700","0","10201","0","0"
"5","2","2760","0","10201","0","1"
"5","2","2820","0","10201","0","2"
"5","2","2880","0","10201","0","3"
"5","2","2940","0","10201","0","4"
"5","2","3000","0","10201","0","5"
"6","2","3150","0","10201","0","0"
"6","2","3180","0","10201","0","1"
"6","2","3210","0","10201","0","2"
"6","2","3240","0","10201","0","3"
"6","2","3270","0","10201","0","4"
"6","2","3300","0","10201","0","5"
"7","2","3450","0","10201","0","0"
"7","2","3480","0","10201","0","1"
"7","2","3510","0","10201","0","2"
"7","2","3540","0","10201","0","3"
"7","2","3570","0","10201","0","4"
"7","2","3600","0","10201","0","5"
"8","2","3750","0","10201","0","0"
"8","2","3780","0","10201","0","1"
"8","2","3810","0","10201","0","2"
"8","2","3840","0","10201","0","3"
"8","2","3870","0","10201","0","4"
"8","2","3900","0","10201","0","5"
"9","2","4050","0","10201","0","0"
"9","2","4080","0","10201","0","1"
"9","2","4110","0","10201","0","2"
"9","2","4140","0","10201","0","3"
"9","2","4170","0","10201","0","4"
"9","2","4200","0","10201","0","5"
"10","2","4350","0","10201","0","0"
"10","2","4380","0","10201","0","1"
"10","2","4410","0","10201","0","2"
"10","2","4440","0","10201","0","3"
"10","2","4470","0","10201","0","4"
"10","2","4500","0","10201","0","5"
"1","5","150","0","10202","0","0"
"1","5","180","0","10202","0","1"
"1","5","210","0","10202","0","2"
"1","5","240","0","10202","0","3"
"1","5","270","0","10202","0","4"
"1","5","300","0","10202","0","5"
"2","5","450","0","10202","0","0"
"2","5","480","0","10202","0","1"
"2","5","510","0","10202","0","2"
"2","5","540","0","10202","0","3"
"2","5","570","0","10202","0","4"
"2","5","600","0","10202","0","5"
"3","5","750","0","10202","0","0"
"3","5","780","0","10202","0","1"
"3","5","810","0","10202","0","2"
"3","5","840","0","10202","0","3"
"3","5","870","0","10202","0","4"
"3","5","900","0","10202","0","5"
"4","5","1050","0","10202","0","0"
"4","5","1080","0","10202","0","1"
"4","5","1110","0","10202","0","2"
"4","5","1140","0","10202","0","3"
"4","5","1170","0","10202","0","4"
"4","5","1200","0","10202","0","5"
"5","5","1350","0","10202","0","0"
"5","5","1380","0","10202","0","1"
"5","5","1410","0","10202","0","2"
"5","5","1440","0","10202","0","3"
"5","5","1470","0","10202","0","4"
"5","5","1500","0","10202","0","5"
"6","5","1575","0","10202","0","0"
"6","5","1590","0","10202","0","1"
"6","5","1605","0","10202","0","2"
"6","5","1620","0","10202","0","3"
"6","5","1635","0","10202","0","4"
"6","5","1650","0","10202","0","5"
"7","5","1725","0","10202","0","0"
"7","5","1740","0","10202","0","1"
"7","5","1755","0","10202","0","2"
"7","5","1770","0","10202","0","3"
"7","5","1785","0","10202","0","4"
"7","5","1800","0","10202","0","5"
"8","5","1875","0","10202","0","0"
"8","5","1890","0","10202","0","1"
"8","5","1905","0","10202","0","2"
"8","5","1920","0","10202","0","3"
"8","5","1935","0","10202","0","4"
"8","5","1950","0","10202","0","5"
"9","5","2025","0","10202","0","0"
"9","5","2040","0","10202","0","1"
"9","5","2055","0","10202","0","2"
"9","5","2070","0","10202","0","3"
"9","5","2085","0","10202","0","4"
"9","5","2100","0","10202","0","5"
"10","5","2175","0","10202","0","0"
"10","5","2190","0","10202","0","1"
"10","5","2205","0","10202","0","2"
"10","5","2220","0","10202","0","3"
"10","5","2235","0","10202","0","4"
"10","5","2250","0","10202","0","5"
"1","6","150","0","10203","0","0"
"1","6","180","0","10203","0","1"
"1","6","210","0","10203","0","2"
"1","6","240","0","10203","0","3"
"1","6","270","0","10203","0","4"
"1","6","300","0","10203","0","5"
"2","6","450","0","10203","0","0"
"2","6","480","0","10203","0","1"
"2","6","510","0","10203","0","2"
"2","6","540","0","10203","0","3"
"2","6","570","0","10203","0","4"
"2","6","600","0","10203","0","5"
"3","6","750","0","10203","0","0"
"3","6","780","0","10203","0","1"
"3","6","810","0","10203","0","2"
"3","6","840","0","10203","0","3"
"3","6","870","0","10203","0","4"
"3","6","900","0","10203","0","5"
"4","6","1050","0","10203","0","0"
"4","6","1080","0","10203","0","1"
"4","6","1110","0","10203","0","2"
"4","6","1140","0","10203","0","3"
"4","6","1170","0","10203","0","4"
"4","6","1200","0","10203","0","5"
"5","6","1350","0","10203","0","0"
"5","6","1380","0","10203","0","1"
"5","6","1410","0","10203","0","2"
"5","6","1440","0","10203","0","3"
"5","6","1470","0","10203","0","4"
"5","6","1500","0","10203","0","5"
"6","6","1575","0","10203","0","0"
"6","6","1590","0","10203","0","1"
"6","6","1605","0","10203","0","2"
"6","6","1620","0","10203","0","3"
"6","6","1635","0","10203","0","4"
"6","6","1650","0","10203","0","5"
"7","6","1725","0","10203","0","0"
"7","6","1740","0","10203","0","1"
"7","6","1755","0","10203","0","2"
"7","6","1770","0","10203","0","3"
"7","6","1785","0","10203","0","4"
"7","6","1800","0","10203","0","5"
"8","6","1875","0","10203","0","0"
"8","6","1890","0","10203","0","1"
"8","6","1905","0","10203","0","2"
"8","6","1920","0","10203","0","3"
"8","6","1935","0","10203","0","4"
"8","6","1950","0","10203","0","5"
"9","6","2025","0","10203","0","0"
"9","6","2040","0","10203","0","1"
"9","6","2055","0","10203","0","2"
"9","6","2070","0","10203","0","3"
"9","6","2085","0","10203","0","4"
"9","6","2100","0","10203","0","5"
"10","6","2175","0","10203","0","0"
"10","6","2190","0","10203","0","1"
"10","6","2205","0","10203","0","2"
"10","6","2220","0","10203","0","3"
"10","6","2235","0","10203","0","4"
"10","6","2250","0","10203","0","5"
"1","10","300","0","10204","0","0"
"1","10","360","0","10204","0","1"
"1","10","420","0","10204","0","2"
"1","10","480","0","10204","0","3"
"1","10","540","0","10204","0","4"
"1","10","600","0","10204","0","5"
"2","10","900","0","10204","0","0"
"2","10","960","0","10204","0","1"
"2","10","1020","0","10204","0","2"
"2","10","1080","0","10204","0","3"
"2","10","1140","0","10204","0","4"
"2","10","1200","0","10204","0","5"
"3","10","1500","0","10204","0","0"
"3","10","1560","0","10204","0","1"
"3","10","1620","0","10204","0","2"
"3","10","1680","0","10204","0","3"
"3","10","1740","0","10204","0","4"
"3","10","1800","0","10204","0","5"
"4","10","2100","0","10204","0","0"
"4","10","2160","0","10204","0","1"
"4","10","2220","0","10204","0","2"
"4","10","2280","0","10204","0","3"
"4","10","2340","0","10204","0","4"
"4","10","2400","0","10204","0","5"
"5","10","2700","0","10204","0","0"
"5","10","2760","0","10204","0","1"
"5","10","2820","0","10204","0","2"
"5","10","2880","0","10204","0","3"
"5","10","2940","0","10204","0","4"
"5","10","3000","0","10204","0","5"
"6","10","3150","0","10204","0","0"
"6","10","3180","0","10204","0","1"
"6","10","3210","0","10204","0","2"
"6","10","3240","0","10204","0","3"
"6","10","3270","0","10204","0","4"
"6","10","3300","0","10204","0","5"
"7","10","3450","0","10204","0","0"
"7","10","3480","0","10204","0","1"
"7","10","3510","0","10204","0","2"
"7","10","3540","0","10204","0","3"
"7","10","3570","0","10204","0","4"
"7","10","3600","0","10204","0","5"
"8","10","3750","0","10204","0","0"
"8","10","3780","0","10204","0","1"
"8","10","3810","0","10204","0","2"
"8","10","3840","0","10204","0","3"
"8","10","3870","0","10204","0","4"
"8","10","3900","0","10204","0","5"
"9","10","4050","0","10204","0","0"
"9","10","4080","0","10204","0","1"
"9","10","4110","0","10204","0","2"
"9","10","4140","0","10204","0","3"
"9","10","4170","0","10204","0","4"
"9","10","4200","0","10204","0","5"
"10","10","4350","0","10204","0","0"
"10","10","4380","0","10204","0","1"
"10","10","4410","0","10204","0","2"
"10","10","4440","0","10204","0","3"
"10","10","4470","0","10204","0","4"
"10","10","4500","0","10204","0","5"
"1","1","150","0","10301","0","0"
"1","1","180","0","10301","0","1"
"1","1","210","0","10301","0","2"
"1","1","240","0","10301","0","3"
"1","1","270","0","10301","0","4"
"1","1","300","0","10301","0","5"
"2","1","450","0","10301","0","0"
"2","1","480","0","10301","0","1"
"2","1","510","0","10301","0","2"
"2","1","540","0","10301","0","3"
"2","1","570","0","10301","0","4"
"2","1","600","0","10301","0","5"
"3","1","750","0","10301","0","0"
"3","1","780","0","10301","0","1"
"3","1","810","0","10301","0","2"
"3","1","840","0","10301","0","3"
"3","1","870","0","10301","0","4"
"3","1","900","0","10301","0","5"
"4","1","1050","0","10301","0","0"
"4","1","1080","0","10301","0","1"
"4","1","1110","0","10301","0","2"
"4","1","1140","0","10301","0","3"
"4","1","1170","0","10301","0","4"
"4","1","1200","0","10301","0","5"
"5","1","1350","0","10301","0","0"
"5","1","1380","0","10301","0","1"
"5","1","1410","0","10301","0","2"
"5","1","1440","0","10301","0","3"
"5","1","1470","0","10301","0","4"
"5","1","1500","0","10301","0","5"
"6","1","1575","0","10301","0","0"
"6","1","1590","0","10301","0","1"
"6","1","1605","0","10301","0","2"
"6","1","1620","0","10301","0","3"
"6","1","1635","0","10301","0","4"
"6","1","1650","0","10301","0","5"
"7","1","1725","0","10301","0","0"
"7","1","1740","0","10301","0","1"
"7","1","1755","0","10301","0","2"
"7","1","1770","0","10301","0","3"
"7","1","1785","0","10301","0","4"
"7","1","1800","0","10301","0","5"
"8","1","1875","0","10301","0","0"
"8","1","1890","0","10301","0","1"
"8","1","1905","0","10301","0","2"
"8","1","1920","0","10301","0","3"
"8","1","1935","0","10301","0","4"
"8","1","1950","0","10301","0","5"
"9","1","2025","0","10301","0","0"
"9","1","2040","0","10301","0","1"
"9","1","2055","0","10301","0","2"
"9","1","2070","0","10301","0","3"
"9","1","2085","0","10301","0","4"
"9","1","2100","0","10301","0","5"
"10","1","2175","0","10301","0","0"
"10","1","2190","0","10301","0","1"
"10","1","2205","0","10301","0","2"
"10","1","2220","0","10301","0","3"
"10","1","2235","0","10301","0","4"
"10","1","2250","0","10301","0","5"
"1","3","150","0","10302","0","0"
"1","3","180","0","10302","0","1"
"1","3","210","0","10302","0","2"
"1","3","240","0","10302","0","3"
"1","3","270","0","10302","0","4"
"1","3","300","0","10302","0","5"
"2","3","450","0","10302","0","0"
"2","3","480","0","10302","0","1"
"2","3","510","0","10302","0","2"
"2","3","540","0","10302","0","3"
"2","3","570","0","10302","0","4"
"2","3","600","0","10302","0","5"
"3","3","750","0","10302","0","0"
"3","3","780","0","10302","0","1"
"3","3","810","0","10302","0","2"
"3","3","840","0","10302","0","3"
"3","3","870","0","10302","0","4"
"3","3","900","0","10302","0","5"
"4","3","1050","0","10302","0","0"
"4","3","1080","0","10302","0","1"
"4","3","1110","0","10302","0","2"
"4","3","1140","0","10302","0","3"
"4","3","1170","0","10302","0","4"
"4","3","1200","0","10302","0","5"
"5","3","1350","0","10302","0","0"
"5","3","1380","0","10302","0","1"
"5","3","1410","0","10302","0","2"
"5","3","1440","0","10302","0","3"
"5","3","1470","0","10302","0","4"
"5","3","1500","0","10302","0","5"
"6","3","1575","0","10302","0","0"
"6","3","1590","0","10302","0","1"
"6","3","1605","0","10302","0","2"
"6","3","1620","0","10302","0","3"
"6","3","1635","0","10302","0","4"
"6","3","1650","0","10302","0","5"
"7","3","1725","0","10302","0","0"
"7","3","1740","0","10302","0","1"
"7","3","1755","0","10302","0","2"
"7","3","1770","0","10302","0","3"
"7","3","1785","0","10302","0","4"
"7","3","1800","0","10302","0","5"
"8","3","1875","0","10302","0","0"
"8","3","1890","0","10302","0","1"
"8","3","1905","0","10302","0","2"
"8","3","1920","0","10302","0","3"
"8","3","1935","0","10302","0","4"
"8","3","1950","0","10302","0","5"
"9","3","2025","0","10302","0","0"
"9","3","2040","0","10302","0","1"
"9","3","2055","0","10302","0","2"
"9","3","2070","0","10302","0","3"
"9","3","2085","0","10302","0","4"
"9","3","2100","0","10302","0","5"
"10","3","2175","0","10302","0","0"
"10","3","2190","0","10302","0","1"
"10","3","2205","0","10302","0","2"
"10","3","2220","0","10302","0","3"
"10","3","2235","0","10302","0","4"
"10","3","2250","0","10302","0","5"
"1","4","150","0","10303","0","0"
"1","4","180","0","10303","0","1"
"1","4","210","0","10303","0","2"
"1","4","240","0","10303","0","3"
"1","4","270","0","10303","0","4"
"1","4","300","0","10303","0","5"
"2","4","450","0","10303","0","0"
"2","4","480","0","10303","0","1"
"2","4","510","0","10303","0","2"
"2","4","540","0","10303","0","3"
"2","4","570","0","10303","0","4"
"2","4","600","0","10303","0","5"
"3","4","750","0","10303","0","0"
"3","4","780","0","10303","0","1"
"3","4","810","0","10303","0","2"
"3","4","840","0","10303","0","3"
"3","4","870","0","10303","0","4"
"3","4","900","0","10303","0","5"
"4","4","1050","0","10303","0","0"
"4","4","1080","0","10303","0","1"
"4","4","1110","0","10303","0","2"
"4","4","1140","0","10303","0","3"
"4","4","1170","0","10303","0","4"
"4","4","1200","0","10303","0","5"
"5","4","1350","0","10303","0","0"
"5","4","1380","0","10303","0","1"
"5","4","1410","0","10303","0","2"
"5","4","1440","0","10303","0","3"
"5","4","1470","0","10303","0","4"
"5","4","1500","0","10303","0","5"
"6","4","1575","0","10303","0","0"
"6","4","1590","0","10303","0","1"
"6","4","1605","0","10303","0","2"
"6","4","1620","0","10303","0","3"
"6","4","1635","0","10303","0","4"
"6","4","1650","0","10303","0","5"
"7","4","1725","0","10303","0","0"
"7","4","1740","0","10303","0","1"
"7","4","1755","0","10303","0","2"
"7","4","1770","0","10303","0","3"
"7","4","1785","0","10303","0","4"
"7","4","1800","0","10303","0","5"
"8","4","1875","0","10303","0","0"
"8","4","1890","0","10303","0","1"
"8","4","1905","0","10303","0","2"
"8","4","1920","0","10303","0","3"
"8","4","1935","0","10303","0","4"
"8","4","1950","0","10303","0","5"
"9","4","2025","0","10303","0","0"
"9","4","2040","0","10303","0","1"
"9","4","2055","0","10303","0","2"
"9","4","2070","0","10303","0","3"
"9","4","2085","0","10303","0","4"
"9","4","2100","0","10303","0","5"
"10","4","2175","0","10303","0","0"
"10","4","2190","0","10303","0","1"
"10","4","2205","0","10303","0","2"
"10","4","2220","0","10303","0","3"
"10","4","2235","0","10303","0","4"
"10","4","2250","0","10303","0","5"
"1","11","200","0","10304","0","0"
"1","11","240","0","10304","0","1"
"1","11","280","0","10304","0","2"
"1","11","320","0","10304","0","3"
"1","11","360","0","10304","0","4"
"1","11","400","0","10304","0","5"
"2","11","600","0","10304","0","0"
"2","11","640","0","10304","0","1"
"2","11","680","0","10304","0","2"
"2","11","720","0","10304","0","3"
"2","11","760","0","10304","0","4"
"2","11","800","0","10304","0","5"
"3","11","1000","0","10304","0","0"
"3","11","1040","0","10304","0","1"
"3","11","1080","0","10304","0","2"
"3","11","1120","0","10304","0","3"
"3","11","1160","0","10304","0","4"
"3","11","1200","0","10304","0","5"
"4","11","1400","0","10304","0","0"
"4","11","1440","0","10304","0","1"
"4","11","1480","0","10304","0","2"
"4","11","1520","0","10304","0","3"
"4","11","1560","0","10304","0","4"
"4","11","1600","0","10304","0","5"
"5","11","1800","0","10304","0","0"
"5","11","1840","0","10304","0","1"
"5","11","1880","0","10304","0","2"
"5","11","1920","0","10304","0","3"
"5","11","1960","0","10304","0","4"
"5","11","2000","0","10304","0","5"
"6","11","2100","0","10304","0","0"
"6","11","2120","0","10304","0","1"
"6","11","2140","0","10304","0","2"
"6","11","2160","0","10304","0","3"
"6","11","2180","0","10304","0","4"
"6","11","2200","0","10304","0","5"
"7","11","2300","0","10304","0","0"
"7","11","2320","0","10304","0","1"
"7","11","2340","0","10304","0","2"
"7","11","2360","0","10304","0","3"
"7","11","2380","0","10304","0","4"
"7","11","2400","0","10304","0","5"
"8","11","2500","0","10304","0","0"
"8","11","2520","0","10304","0","1"
"8","11","2540","0","10304","0","2"
"8","11","2560","0","10304","0","3"
"8","11","2580","0","10304","0","4"
"8","11","2600","0","10304","0","5"
"9","11","2700","0","10304","0","0"
"9","11","2720","0","10304","0","1"
"9","11","2740","0","10304","0","2"
"9","11","2760","0","10304","0","3"
"9","11","2780","0","10304","0","4"
"9","11","2800","0","10304","0","5"
"10","11","2900","0","10304","0","0"
"10","11","2920","0","10304","0","1"
"10","11","2940","0","10304","0","2"
"10","11","2960","0","10304","0","3"
"10","11","2980","0","10304","0","4"
"10","11","3000","0","10304","0","5"
"1","1","150","0","10401","0","0"
"1","1","180","0","10401","0","1"
"1","1","210","0","10401","0","2"
"1","1","240","0","10401","0","3"
"1","1","270","0","10401","0","4"
"1","1","300","0","10401","0","5"
"2","1","450","0","10401","0","0"
"2","1","480","0","10401","0","1"
"2","1","510","0","10401","0","2"
"2","1","540","0","10401","0","3"
"2","1","570","0","10401","0","4"
"2","1","600","0","10401","0","5"
"3","1","750","0","10401","0","0"
"3","1","780","0","10401","0","1"
"3","1","810","0","10401","0","2"
"3","1","840","0","10401","0","3"
"3","1","870","0","10401","0","4"
"3","1","900","0","10401","0","5"
"4","1","1050","0","10401","0","0"
"4","1","1080","0","10401","0","1"
"4","1","1110","0","10401","0","2"
"4","1","1140","0","10401","0","3"
"4","1","1170","0","10401","0","4"
"4","1","1200","0","10401","0","5"
"5","1","1350","0","10401","0","0"
"5","1","1380","0","10401","0","1"
"5","1","1410","0","10401","0","2"
"5","1","1440","0","10401","0","3"
"5","1","1470","0","10401","0","4"
"5","1","1500","0","10401","0","5"
"6","1","1575","0","10401","0","0"
"6","1","1590","0","10401","0","1"
"6","1","1605","0","10401","0","2"
"6","1","1620","0","10401","0","3"
"6","1","1635","0","10401","0","4"
