4aed103bd1629dbf329c29145279ed4be74b9fc8cf7d41098bfb9ae781900779,12cd61dd1c1d4bd5f0b38f3c4909ba5f54cd49eaf26e897aeadc4e330e1195d7,8df99ad2373586b547db04b330519a0c9b1cae493562d3e127add23f5790ef90,ddacf813e010efa5c04fc9377fab31db483bf55128f7a763e130a92e21610ae8,8c8c80338e781f69bef7c1e04c4dbe6d35d38a21dd8e19b524bf69fe40eb5221,421bcd03a1fbd4ad0f9452f9143d3a5fa9aace7371d0b642439ae6628f7d3c78,972abc504891c044190d32133a9f49c72b861fbd2cfbb3692bb672b2932668f1,ba0d08a805a258564c40253c415ee6ffd85671bbdad831e52f920338e4633231,fa5a647b2a55a4f713424c26512c7c5314ba20cd702e2413b566af762e66144b,a1249472ec8e6f4ba8c6942de6a41857f7ff4d0b3cfc03f5f56fa68476ba8b32,0d328b8f75964401ba962e8f80e1265d030ccd9358329b86e6b9087d7ecd6796
"0.2","0.2","2018","119931","0","3","psy_miyako_thinking4","","psy_miyako_appear","2","1"
"0","0","2019","1","0","3","psy_smoke_start","","psy_smoke_appear","2","0"
"","","2020","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0301","2",""
"0","0","2021","119931","4","11","1","1","プリン……プリン……\n究極のプリン作りは難しいの……\n何かひらめくキッカケが欲しいの……","2","0"
"","","2022","1","","93","","","1","2",""
"0.2","0.2","2023","106011","0","3","psy_idle_surprise2","","psy_surprise","2","1"
"","","2024","2021","","91","","","","2",""
"","","2025","0","","22","","","0","2",""
"","0.2","2026","119931","1","3","","","psy_miyako_idle_thinking","2",""
"","0.2","2027","106011","1","3","","","psy_talk_surprise2","2",""
"","","2028","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0307","2",""
"0","0","2029","106011","8","11","1","0.5","キャッ！？\nいきなり出てきてなんなのよあんた！","2","0"
"","","2030","0","","91","","","","2",""
"","0.2","2031","106011","1","3","","","psy_idle_surprise2","2",""
"","0.2","2032","119931","1","3","","","psy_miyako_anger1","2",""
"","","2033","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0302","2",""
"0","0","2034","119931","5","11","1","1","オマエが勝手に入ってきたの。\nミヤコは悪くないの。\nミヤコの邪魔をするななの……ん？\nオマエ……","2","0"
"","","2035","8","","93","","","1","2",""
"","0.2","2036","119931","1","3","","","psy_miyako_thinking2","2",""
"","","2037","2034","","91","","","","2",""
"","","2038","0","","22","","","0","2",""
"","0.2","2039","106011","1","3","","","psy_talk_sad","2",""
"","","2040","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0308","2",""
"0","0","2041","106011","8","11","1","0.5","な、何よ……","2","0"
"","","2042","0","","91","","","","2",""
"","0.2","2043","106011","1","3","","","psy_idle_sad","2",""
"","0.2","2044","119931","1","3","","","psy_miyako_run","2",""
"","","2045","119931","-200","2","2","","0","2","0"
"","","2046","2","","93","","","","2",""
"","0.2","2047","119931","1","3","","","psy_miyako_thinking2","2",""
"","","2048","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0303","2",""
"0","0","2049","119931","6","11","1","1","むむむむむ……\nオマエ、なんかおいしそうなの……","2","0"
"","","2050","0","","91","","","","2",""
"","","2051","0","","22","","","0","2",""
"","","2052","0.5","","93","","","","2",""
"","0.2","2053","106011","1","3","","","psy_talk_sad","2",""
"","","2054","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0309","2",""
"0","0","2055","106011","8","11","1","0.5","はぁ～？","2","0"
"","","2056","0","","91","","","","2",""
"","0.2","2057","106011","1","3","","","psy_idle_sad","2",""
"","","2058","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0304","2",""
"0","0","2059","119931","6","11","1","0.5","オマエをプリンにしてやるの～～！！","2","0"
"","","2060","0.5","","93","","","1","2",""
"0","0.2","2061","119931","0","3","psy_miyako_attack_loop","","psy_miyako_attack_in","2","1"
"","","2062","0.2","","93","","","1","2",""
"0.2","0.2","2063","106011","0","3","psy_idle_surprise2","","psy_surprise","2","1"
"","","2064","2059","","91","","","","2",""
"","","2065","0","","22","","","0","2",""
"","0.2","2066","106011","1","3","","","psy_talk_surprise2","2",""
"","","2067","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0310","2",""
"0","0","2068","106011","8","11","1","0.5","な、なんなのよこの店～～！！","2","0"
"","","2069","0","","91","","","","2",""
"","","2070","106011","","4","","","0","2",""
"","0.2","2071","106011","1","3","","","psy_run_shy","2",""
"","0.2","2072","119931","1","3","","","psy_miyako_attack_loop_move","2",""
"","","2073","106011","-220","2","3","","1000","2","0"
"","","2074","119931","-220","2","5","","1000","2","0"
"","","2075","3.5","","93","","","","2",""
"","","2076","0","","22","","","0","2",""
"","","2077","0","","91","","","","2",""
"1","1.65","3001","1","100","1","-250","psy_miyako_gasagoso_B","119931","3","-150"
"1","1.7","3002","1","100","1","340","psy_walk","105511","3","-180"
"","1","3003","1","0","31","0","","11","3","1"
"0","1.7","3004","1","101","5","-300","psy_smoke_start","1","3","-220"
"","","3005","105511","-180","2","2","","225","3","0"
"","","3006","2","","93","","","","3",""
"","0.2","3007","105511","1","3","","","psy_talk_wish","3",""
"","","3008","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0203","3",""
"0","0","3009","105511","8","11","1","0.5","こ、ここで先輩が働いてるんですよね？","3","0"
"","","3010","0","","91","","","","3",""
"0","0.2","3011","105511","0","3","psy_ayumi_kyoro_loop","","psy_ayumi_kyoro_in","3","1"
"","","3012","1.8","","93","","","","3",""
"","0.2","3013","105511","1","3","","","psy_talk_joy1","3",""
"","","3014","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0204","3",""
"0","0","3015","105511","8","11","1","0.5","わぁ、おいしそうなお菓子がたくさん\n並んでますね……先輩が作ったお菓子も\nあったりするのかな？","3","0"
"","","3016","0","","91","","","","3",""
"","0.2","3017","105511","1","3","","","psy_talk_call","3",""
"","","3018","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0205","3",""
"0","0","3019","105511","8","11","1","0.5","あの……このお菓子一つください。\nあの～すみませ～ん。\n聞こえてないのかな？","3","0"
"","","3020","3","","93","","","1","3",""
"0","0","3021","119931","0.8","12","1","0","5","3","0"
"","","3022","119931","","4","","","0","3",""
"","0","3023","119931","1","3","","","psy_miyako_idle_thinking","3",""
"","","3024","1.5","","93","","","1","3",""
"","","3025","119931","","4","","","1","3",""
"","0","3026","119931","1","3","","","psy_miyako_gasagoso_B","3",""
"","","3027","0.5","","93","","","1","3",""
"","0.2","3028","105511","1","3","","","psy_talk_sad","3",""
"","","3029","3019","","91","","","","3",""
"","0.2","3030","105511","1","3","","","psy_talk_wish","3",""
"","","3031","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0206","3",""
"0","0","3032","105511","8","11","1","0.5","と、とりあえずお金はおいておきますね\n失礼します！","3","0"
"","","3033","2","","93","","","1","3",""
"","0.2","3034","105511","1","3","","","psy_gasagoso_B2","3",""
"","","3035","1","","93","","","1","3",""
"0.2","0.2","3036","105511","0","3","psy_idle_normal","","psy_pekori","3","1"
"","","3037","3032","","91","","","","3",""
"","","3038","105511","","4","","","0","3",""
"","0.2","3039","105511","1","3","","","psy_run","3",""
"","","3040","105511","-180","2","3","","1000","3","0"
"","","3041","3","","93","","","","3",""
"","","3042","0.5","","93","","","","3",""
"","0","3043","119931","1","3","","","psy_miyako_idle_thinking","3",""
"","","3044","2","","93","","","","3",""
"","","3045","119931","","4","","","0","3",""
"","0.2","3046","119931","1","3","","","psy_miyako_run","3",""
"","","3047","119931","-165","2","2","","0","3","0"
"","","3048","2","","93","","","","3",""
"","0.2","3049","119931","1","3","","","psy_miyako_thinking4","3",""
"","","3050","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0201","3",""
"0","0","3051","119931","5","11","1","0.5","……？\nいつの間にかお金があるの！\nさっきまでなかったはずなの！\n怖いの！　お化けでも出たの？","3","0"
"","","3052","4","","93","","","1","3",""
"","0.2","3053","119931","1","3","","","psy_miyako_panic1","3",""
"","","3054","3051","","91","","","","3",""
"","","3055","0","","22","","","0","3",""
"0","0.2","3056","119931","0","3","psy_miyako_surprise2_loop","","psy_miyako_surprise2_in","3","1"
"","","3057","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0202","3",""
"0","0","3058","119931","5","11","1","1","……！\n急にプリンのアイデアが下りて来たの！\nでも、思い浮かんだ顔は記憶にないの。\nコイツは…………誰なの？","3","0"
"","","3059","4","","93","","","1","3",""
"","0.2","3060","119931","1","3","","","psy_miyako_thinking4","3",""
"","","3061","3058","","91","","","","3",""
"","","3062","0","","22","","","0","3",""
"","","3063","1","","93","","","","3",""
"","","3064","0","","91","","","","3",""
"0","1.7","4001","1","100","1","-300","psy_miyako_start","119931","4","-200"
"1","1.7","4002","1","100","1","300","psy_walk","107131","4","-220"
"","1","4003","1","0","31","0","","11","4","1"
"0","1.7","4004","1","101","5","-300","psy_smoke_start","1","4","-200"
"","","4005","107131","-220","2","2","","185","4","0"
"","","4006","2","","93","","","","4",""
"0.2","0.2","4007","107131","0","3","psy_talk_doya_loop","","psy_talk_doya","4","1"
"","","4008","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0405","4",""
"0","0","4009","107131","8","11","1","0.5","この店が話題になっていると聞いて、\nクリスティーナさんが来てやったぞ☆","4","0"
"","","4010","0","","91","","","","4",""
"","0.2","4011","107131","1","3","","","psy_idle_doya","4",""
"","0.2","4012","107131","1","3","","","psy_talk_sad","4",""
"","","4013","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0406","4",""
"0","0","4014","107131","8","11","1","0.5","……む？　誰もいないではないか。\nせっかくカルミナへの差し入れを\n買いに来たというのに。\nおい、誰かいないのか。","4","0"
"","","4015","6","","93","","","1","4",""
"","0.2","4016","107131","1","3","","","psy_talk_call","4",""
"","","4017","4014","","91","","","","4",""
"","0.2","4018","107131","1","3","","","psy_idle_arm_crossed","4",""
"0.2","0","4019","119931","0","3","psy_miyako_talk_joy1","","psy_miyako_appear","4","1"
"0","0","4020","1","0","3","psy_smoke_start","","psy_smoke_appear","4","0"
"","","4021","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0401","4",""
"0","0","4022","119931","6","11","1","0.5","あ！　オマエ！\n大きいプリンくれたヤツなの！\nまたミヤコにプリンを持ってきたの？","4","0"
"","","4023","0","","91","","","","4",""
"","","4024","0","","22","","","0","4",""
"","0.2","4025","119931","1","3","","","psy_miyako_idle","4",""
"","0.2","4026","107131","1","3","","","psy_talk_normal","4",""
"","","4027","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0407","4",""
"0","0","4028","107131","8","11","1","0.5","おまえは……ああ、いつぞやの\nクリスマスで会ったことがあったな。\n今日はサンタとしてではなく\n客として来たのだ。","4","0"
"","","4029","0","","91","","","","4",""
"","0.2","4030","107131","1","3","","","psy_idle_normal","4",""
"","0.2","4031","119931","1","3","","","psy_miyako_sad1","4",""
"","","4032","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0402","4",""
"0","0","4033","119931","6","11","1","0.5","プリンをくれないオマエに用はないの。\nおばあちゃんも留守だし、\nおとといきやがれなの。","4","0"
"","","4034","5","","93","","","1","4",""
"","0.2","4035","119931","1","3","","","psy_miyako_talk4","4",""
"","","4036","4033","","91","","","","4",""
"","","4037","0","","22","","","0","4",""
"","0.2","4038","119931","1","3","","","psy_miyako_idle2","4",""
"0.2","0.2","4039","107131","0","3","psy_ahaha_loop","","psy_ahaha_in","4","1"
"","","4040","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0408","4",""
"0","0","4041","107131","8","11","1","0.5","はっはっは！\nこのクリスティーナさんに向かって\nずいぶんな物言いだな。おもしろい☆","4","0"
"","","4042","1.7","","93","","","1","4",""
"","0.2","4043","107131","1","3","","","psy_talk_joy1","4",""
"","","4044","4041","","91","","","","4",""
"0.2","0.2","4045","107131","0","3","psy_talk_doya_loop","","psy_talk_doya","4","1"
"","","4046","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0409","4",""
"0","0","4047","107131","8","11","1","0.5","なんとしてもおまえからお菓子を\n買わせてもらおう。","4","0"
"","","4048","0","","91","","","","4",""
"","0.2","4049","107131","1","3","","","psy_idle_wish","4",""
"","0.2","4050","119931","1","3","","","psy_miyako_panic1","4",""
"","","4051","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0403","4",""
"0","0","4052","119931","6","11","1","0.5","なんでそうなるの！？\nいいから帰れなの！","4","0"
"","","4053","0","","91","","","","4",""
"","","4054","0","","22","","","0","4",""
"","0.2","4055","119931","1","3","","","psy_miyako_idle_panic","4",""
"0","0.2","4056","107131","0","3","psy_cris_approach_loop","","psy_cris_approach_in","4","1"
"","","4057","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0410","4",""
"0","0","4058","107131","8","11","1","0.5","ほぅ、作りかけのプリンが\nあるではないか。\nうーむ……手作りの差し入れというのも\n喜ばれそうだな。","4","0"
"","","4059","4","","93","","","1","4",""
"0","0.2","4060","107131","0","3","psy_talk_arm_crossed_loop","","psy_talk_arm_crossed","4","1"
"","","4061","4058","","91","","","","4",""
"","0.2","4062","107131","1","3","","","psy_talk_joy1","4",""
"","","4063","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0411","4",""
"0","0","4064","107131","8","11","1","0.5","よし！　ワタシがプリンを作ろう！\nおまえも手伝え。\nクリスマスの貸しを返してもらおう。","4","0"
"","","4065","0","","91","","","","4",""
"","0.2","4066","107131","1","3","","","psy_idle_joy1","4",""
"","0.2","4067","119931","1","3","","","psy_miyako_anger2","4",""
"","","4068","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0404","4",""
"0","0","4069","119931","6","11","1","0.5","な、なんでそうなるのーー！？","4","0"
"","","4070","4","","93","","","","4",""
"","","4071","0","","91","","","","4",""
"0","1.7","5001","1","100","1","-300","psy_miyako_start","119931","5","-200"
"1","1.7","5002","1","100","1","300","psy_walk","104931","5","-220"
"","1","5003","1","0","31","0","","11","5","1"
"0","1.7","5004","1","101","5","-300","psy_smoke_start","1","5","-200"
"","","5005","104931","-220","2","2","","185","5","0"
"","","5006","2","","93","","","","5",""
"","0.2","5007","104931","1","3","","","psy_talk_wish","5",""
"","","5008","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0504","5",""
"0","0","5009","104931","8","11","1","0.5","ここが弟くんとリノちゃんが\n手伝ってるっていうお菓子屋さんだね！\n弟くん！　お姉ちゃんが来たよ！！","5","0"
"","","5010","4.3","","93","","","1","5",""
"","0.2","5011","104931","1","3","","","psy_talk_joy1","5",""
"","","5012","5009","","91","","","","5",""
"","0.2","5013","104931","1","3","","","psy_idle_joy1","5",""
"0.2","0","5014","119931","0","3","psy_miyako_talk3","","psy_miyako_appear","5","1"
"0","0","5015","1","0","3","psy_smoke_start","","psy_smoke_appear","5","0"
"","","5016","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0501","5",""
"0","0","5017","119931","6","11","1","0.5","うるさいの。\nいきなりなんなの？","5","0"
"","","5018","0","","91","","","","5",""
"","","5019","0","","22","","","0","5",""
"","0.2","5020","119931","1","3","","","psy_miyako_idle","5",""
"","0.2","5021","104931","1","3","","","psy_talk_joy1","5",""
"","","5022","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0505","5",""
"0","0","5023","104931","8","11","1","0.5","あっ！　ミヤコちゃんだよね？\nリノちゃんから聞いてるよ！\n初めまして弟くんのお姉ちゃんだよ！","5","0"
"","","5024","4","","93","","","","5",""
"","0.2","5025","104931","1","3","","","psy_talk_wish","5",""
"","","5026","5023","","91","","","","5",""
"","","5027","0","","91","","","","5",""
"","0.2","5028","104931","1","3","","","psy_idle_wish","5",""
"","0.2","5029","119931","1","3","","","psy_miyako_anger3","5",""
"","","5030","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0502","5",""
"0","0","5031","119931","6","11","1","0.5","オマエがアイツのお姉ちゃんか\nどうかなんてどうでもいいの。\nミヤコはプリン作りに忙しいの。","5","0"
"","","5032","5","","93","","","1","5",""
"0","0.2","5033","119931","0","3","psy_miyako_arm_crossed_loop","","psy_miyako_arm_crossed_in","5","1]"
"","","5034","5031","","91","","","","5",""
"","","5035","0","","22","","","0","5",""
"","0.2","5036","119931","1","3","","","psy_miyako_arm_crossed_idle","5",""
"","0.2","5037","104931","1","3","","","psy_talk_wish","5",""
"","","5038","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0506","5",""
"0","0","5039","104931","8","11","1","0.5","どうでもいいって反応は初めてで\nお姉ちゃんそれはそれで\n傷ついちゃうな！\n愛の反対は無関心っていうし！","5","0"
"","","5040","0","","91","","","","5",""
"","0.2","5041","104931","1","3","","","psy_talk_joy2","5",""
"","","5042","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0507","5",""
"0","0","5043","104931","8","11","1","0.5","よーし！\n今からミヤコちゃんに\n弟くんとお姉ちゃんの愛と運命の物語を\nお届けしちゃうよ！","5","0"
"","","5044","0","","91","","","","5",""
"","0.2","5045","104931","1","3","","","psy_talk_memory","5",""
"","","5046","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0508","5",""
"0","0","5047","104931","8","11","1","0.5","まずはそう、運命の出会いから……","5","0"
"","","5048","0","","91","","","","5",""
"","0.2","5049","104931","1","3","","","psy_idle_memory","5",""
"","0.2","5050","119931","1","3","","","psy_miyako_sad1","5",""
"","","5051","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0503","5",""
"0","0","5052","119931","6","11","1","0.5","（なんか始まったの……\nめんどくさいからミヤコは消えるの……）","5","0"
"","","5053","0","","91","","","","5",""
"","","5054","0","","22","","","0","5",""
"","0.2","5055","119931","0","3","","","psy_miyako_hide","5",""
"0","0","5056","1","0","3","psy_smoke_start","","psy_smoke_hide","5","0"
"","","5057","2","","93","","","","5",""
"","","5058","0","","91","","","","5",""
"1","1.7","6001","1","100","1","-300","psy_miyako_idle_thinking","119931","6","-200"
"1","1.7","6002","1","100","1","300","psy_walk","103131","6","-220"
"","1","6003","1","0","31","0","","11","6","1"
"0","0","6004","119931","2","12","0","0","17","6","0"
"","","6005","103131","-220","2","2","","185","6","0"
"","","6006","2","","93","","","","6",""
"","0.2","6007","103131","1","3","","","psy_talk_wish","6",""
"","","6008","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0605","6",""
"0","0","6009","103131","8","11","1","0.5","こんにちは。\nミヤコさんがお菓子屋のお手伝いを\nしていると聞いたので、\n様子を見に来ました。","6","0"
"","","6010","0","","91","","","","6",""
"","0.2","6011","103131","1","3","","","psy_idle_wish","6",""
"","","6012","119931","","4","","","0","6",""
"0.2","0.2","6013","119931","0","3","psy_miyako_talk_joy2","","psy_miyako_surprise2_in","6","1"
"","","6014","1","","93","","","","6",""
"","","6015","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0601","6",""
"0","0","6016","119931","6","11","1","0.5","シノブ！　いいところに来たの！\nミヤコちょっと困ってるの！","6","0"
"","","6017","3","","93","","","1","6",""
"","0.2","6018","119931","1","3","","","psy_miyako_talk2","6",""
"","","6019","6016","","91","","","","6",""
"","","6020","0","","22","","","0","6",""
"","0.2","6021","119931","1","3","","","psy_miyako_idle_sad","6",""
"","0.2","6022","103131","1","3","","","psy_talk_sad","6",""
"","","6023","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0606","6",""
"0","0","6024","103131","8","11","1","0.5","どうしたんですか？\nあ、まさか売り物のプリンを\n食べてしまったんですか？\nそれなら一緒に謝りましょう。","6","0"
"","","6025","0","","91","","","","6",""
"","0.2","6026","103131","1","3","","","psy_idle_sad","6",""
"","0.2","6027","119931","1","3","","","psy_miyako_panic3","6",""
"","","6028","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0602","6",""
"0","0","6029","119931","5","11","1","0.5","違うの！　ミヤコは今究極のプリンを\n作ろうとしてるの！\nでも、いいアイデアが\n浮かばなくなっちゃったの……","6","0"
"","","6030","5.5","","93","","","1","6",""
"","0.2","6031","119931","1","3","","","psy_miyako_sad2","6",""
"","","6032","6029","","91","","","","6",""
"","","6033","0","","22","","","0","6",""
"","0.2","6034","119931","1","3","","","psy_miyako_idle_sad","6",""
"0.2","0.2","6035","103131","0","3","psy_talk_surprise1","","psy_surprise","6","1"
"","","6036","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0607","6",""
"0","0","6037","103131","8","11","1","0.5","ミヤコさんが……自分で……\nプリンを……","6","0"
"","","6038","0","","91","","","","6",""
"","0.2","6039","103131","1","3","","","psy_idle_surprise1","6",""
"","0.2","6040","119931","1","3","","","psy_miyako_talk2","6",""
"","","6041","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0603","6",""
"0","0","6042","119931","6","11","1","0.5","どうしたの？","6","0"
"","","6043","0","","91","","","","6",""
"","","6044","0","","22","","","0","6",""
"","0.2","6045","119931","1","3","","","psy_miyako_idle","6",""
"","0.2","6046","103131","1","3","","","psy_talk_joy1","6",""
"","","6047","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0608","6",""
"0","0","6048","103131","8","11","1","0.5","ふふっ、いえ。なんでもありませんよ。\n私で力になれるかはわかりませんが、\n精一杯手伝わせていただきます。","6","0"
"","","6049","4","","93","","","1","6",""
"","0.2","6050","103131","1","3","","","psy_talk_wish","6",""
"","","6051","6048","","91","","","","6",""
"","0.2","6052","103131","1","3","","","psy_idle_wish","6",""
"","0.2","6053","119931","1","3","","","psy_miyako_joy1","6",""
"","","6054","vo_minigame_1008","0","21","0","","vo_minigame_1008_drama_0604","6",""
"0","0","6055","119931","6","11","1","0.5","ありがとうなの！\nシノブとミヤコが揃えば最強なの！\n絶対においしいプリンが\nできるはずなの！","6","0"
"","","6056","5","","93","","","1","6",""
"0","0.2","6057","119931","0","3","psy_miyako_guts1_loop","","psy_miyako_guts1_in","6","1"
"","","6058","6055","","91","","","","6",""
"","","6059","0","","22","","","0","6",""
"","","6060","1.5","","93","","","","6",""
"","","6061","0","","91","","","","6",""
"0","1.7","7001","1","100","1","-200","psy_miyako_idle","119931","7","-200"
"0","1.7","7002","1","100","5","125","psy_fairy_idle","1","7","-220"
"","1","7003","1","0","31","0","","11","7","1"
