8c17b0effe7e9c584c302b4e80c961ba6a74d23ca75a46b8d23cbc493eef1126,4361e6d15d8f4b1f3545d8eb724d93ecbfb162dd8bb5953a7d6917ffd7f50440,b244d561d646e2f1fd324ad4475bc287d2c1174e8404898f7338fbe90a41daab,caf31786b7fb97158f4c0cfc8a83976c20629659f729fc70051f798ebf43b551,3318d84aaded9ea334f9bef8d7dbadbe822dfa4776fa72035ac3dd10eec29653,8d14e993c5edb69be98c85c14e8f5d9258b494963dcfcec58ff678892c6ad5c4
"106101","500341","ラビリンスギルド拠点","20","0","ムイミ"
"106301","500170","ミステリオン森林","3","0","アリサ"
"106401","500361","美食殿 ギルドハウス","2","0","シェフィ"
"106501","500833","密林_テント","4","0","カヤ"
"106601","500833","密林_テント","4","0","イノリ"
"106701","501320","ホマレの部屋","2","0","ホマレ"
"106801","500030","ランドソル 繁華街","18","0","模索路晶"
"106901","500100","ランドソル王城_玉座の間","2","0","カイザーインサイト"
"107001","500341","ラビリンスギルド拠点","2","0","ネネカ"
"107101","500090","ランドソル 王城入口","2","0","クリスティーナ・モーガン"
"107501","500164","マルジェン海岸_昼","4","0","ペコリーヌ（サマー）"
"107601","500164","マルジェン海岸_昼","4","0","コッコロ（サマー）"
"107701","500164","マルジェン海岸_昼","4","0","スズメ（サマー）"
"107801","500164","マルジェン海岸_昼","6","0","キャル（サマー）"
"107901","500284","無人島","2","0","タマキ（サマー）"
"108001","500284","無人島","2","0","ミフユ（サマー）"
"108101","500264","古城 ハロウィン","4","0","シノブ（ハロウィン）"
"108201","500264","古城 ハロウィン","4","0","ミヤコ（ハロウィン）"
"108301","505030","ランドソル 繁華街 ハロウィン","2","0","ミサキ（ハロウィン）"
"108401","500114","サレンディア救護院_広間_クリスマス","2","0","チカ（クリスマス）"
"108501","500114","サレンディア救護院_広間_クリスマス","4","0","クルミ（クリスマス）"
"108601","500114","サレンディア救護院_広間_クリスマス","4","0","アヤネ（クリスマス）"
"108701","500553","お正月神殿","4","0","ヒヨリ（ニューイヤー）"
"108801","500553","お正月神殿","4","0","ユイ（ニューイヤー）"
"108901","500553","お正月神殿","2","0","レイ（ニューイヤー）"
"109001","500600","キッチンスタジアム","4","0","エリコ（バレンタイン）"
"109101","500600","キッチンスタジアム","4","0","シズル（バレンタイン）"
"109201","500133","エステレラ街道","2","0","アン"
"109301","500133","エステレラ街道","4","0","ルゥ"
"109401","500133","エステレラ街道","4","0","グレア"
"109501","500650","オーエド横丁","4","0","クウカ（オーエド）"
"109601","500650","オーエド横丁","2","0","ニノン（オーエド）"
"109701","500175","ミステリオン森林","2","0","レム"
"109801","500175","ミステリオン森林","12","0","ラム"
"109901","500175","ミステリオン森林","2","0","エミリア"
"110001","500683","海_ステージ","4","0","スズナ（サマー）"
"110101","500683","海_ステージ","2","0","イオ（サマー）"
"110301","500164","マルジェン海岸_昼","2","0","サレン（サマー）"
"110401","500710","琉球風の海岸","6","0","マコト（サマー）"
"110501","500710","琉球風の海岸","4","0","カオリ（サマー）"
"110601","500710","琉球風の海岸","4","0","マホ（サマー）"
"110701","500730","聖テレサ女学院_正門","2","0","アオイ（編入生）"
"110801","500730","聖テレサ女学院_正門","2","0","クロエ"
"110901","500730","聖テレサ女学院_正門","2","0","チエル"
"111001","500730","聖テレサ女学院_正門","4","0","ユニ"
"111101","500811","屋敷_メインホール","2","0","キョウカ（ハロウィン）"
"111201","500811","屋敷_メインホール","4","0","ミソギ（ハロウィン）"
"111301","500811","屋敷_メインホール","4","0","ミミ（ハロウィン）"
"111401","500175","ミステリオン森林","4","0","ルナ"
"111501","500038","ランドソル_繁華街_クリスマス_夜","4","0","クリスティーナ（クリスマス）"
"111601","500038","ランドソル_繁華街_クリスマス_夜","4","0","ノゾミ（クリスマス）"
"111701","500038","ランドソル_繁華街_クリスマス_夜","4","0","イリヤ（クリスマス）"
"111801","500910","ランドソル_繁華街_駅伝","2","0","ぺコリーヌ（ニューイヤー）"
"111901","500910","ランドソル_繁華街_駅伝","2","0","コッコロ（ニューイヤー）"
"112001","500910","ランドソル_繁華街_駅伝","6","0","キャル（ニューイヤー）"
"112101","500910","ランドソル_繁華街_駅伝","2","0","スズメ（ニューイヤー）"
"112201","500010","ランドソル_市街地_昼","2","0","カスミ（マジカル）"
"112301","500010","ランドソル_市街地_昼","2","0","シオリ（マジカル）"
"112401","500920","ムーサの町_昼","4","0","ウヅキ（デレマス）"
"112501","500920","ムーサの町_昼","2","0","リン（デレマス）"
"112601","500920","ムーサの町_昼","4","0","ミオ（デレマス）"
"112701","500995","牧場 昼","2","0","リン（レンジャー）"
"112801","500995","牧場 昼","2","0","マヒル（レンジャー）"
"112901","501000","本の世界_平原","4","0","リノ（ワンダー）"
"113001","501000","本の世界_平原","2","0","アユミ（ワンダー）"
"113101","501030","ウィッシュビーチ","6","0","ルカ（サマー）"
"113201","501030","ウィッシュビーチ","4","0","アンナ（サマー）"
"113301","501030","ウィッシュビーチ","4","0","ナナカ（サマー）"
"113401","501100","ビーチグラウンド","4","0","ハツネ（サマー）"
"113501","501100","ビーチグラウンド","4","0","ミサト（サマー）"
"113601","500164","マルジェン海岸_昼","2","0","ジュン（サマー）"
"113701","500010","ランドソル_市街地_昼","4","0","アカリ（エンジェル）"
"113801","500010","ランドソル_市街地_昼","2","0","ヨリ（エンジェル）"
"113901","501130","ハロウィンパーク_昼","4","0","ツムギ（ハロウィン）"
"114001","501130","ハロウィンパーク_昼","3","0","レイ（ハロウィン）"
"114101","501130","ハロウィンパーク_昼","4","0","マツリ（ハロウィン）"
"114201","500010","ランドソル_市街地_昼","4","0","モニカ（マジカル）"
"114301","500010","ランドソル_市街地_昼","2","0","トモ（マジカル）"
"114401","500874","舞台_クリスマス_昼","4","0","アキノ（クリスマス）"
"114501","500874","舞台_クリスマス_昼","2","0","サレン（クリスマス）"
"114601","500874","舞台_クリスマス_昼","2","0","ユカリ（クリスマス）"
"114701","501162","オーマの町_昼","4","0","ムイミ（ニューイヤー）"
"115001","501162","オーマの町_昼","2","0","ネネカ（ニューイヤー）"
"115501","500140","プラノ平原","4","0","コッコロ（儀装束）"
"115601","500140","プラノ平原","17","0","ユイ（儀装束）"
"115701","500160","マルジェン海岸_昼","4","0","カスミ（サマー）"
"115801","500130","エステレラ街道","4","0","リマ（シンデレラ）"
"115901","500130","エステレラ街道","4","0","マコト（シンデレラ）"
"116001","500060","自警団 拠点","4","0","マホ（シンデレラ）"
"116201","500732","聖テレサ女学院_正門_聖学祭","2","0","クロエ（聖学祭）"
"116301","500732","聖テレサ女学院_正門_聖学祭","2","0","チエル（聖学祭）"
"116401","500732","聖テレサ女学院_正門_聖学祭","4","0","ユニ（聖学祭）"
"116501","500010","ランドソル_市街地_昼","18","0","イノリ（タイムトラベル）"
"116601","500010","ランドソル_市街地_昼","4","0","カヤ（タイムトラベル）"
"116701","501340","おもちゃ工場","4","0","アオイ（作業服）"
"116801","501340","おもちゃ工場","4","0","タマキ（作業服）"
"116901","501340","おもちゃ工場","2","0","ミフユ（作業服）"
"117001","500160","マルジェン海岸_昼","4","0","エリコ（サマー）"
"117101","500160","マルジェン海岸_昼","4","0","シズル（サマー）"
"117201","501363","サマーフェス会場","4","0","ノゾミ（サマー）"
"117301","501363","サマーフェス会場","2","0","チカ（サマー）"
"117401","501363","サマーフェス会場","4","0","ツムギ（サマー）"
"117501","501380","オーエド_診察室_昼","6","0","ミツキ（オーエド）"
"117601","501380","オーエド_診察室_昼","4","0","ユキ（オーエド）"
"117701","505035","ランドソル_繁華街_ハロウィン_夜","4","0","カオリ（ハロウィン）"
"117801","505035","ランドソル_繁華街_ハロウィン_夜","4","0","ニノン（ハロウィン）"
"117901","505035","ランドソル_繁華街_ハロウィン_夜","4","0","スズナ（ハロウィン）"
"118001","501070","ランドソル_王城周辺_執務室","4","0","クレジッタ"
"118101","501040","レイジ・レギオン拠点","4","0","ランファ"
"118201","501040","レイジ・レギオン拠点","4","0","ミソラ"
"118501","500371","ランドソル_お役所","4","0","カリン"
"118601","500360","美食殿_ギルドハウス","4","0","ネビア"
"119001","501450","ノワールのアジト","4","0","イオ（ノワール）"
"119101","501450","ノワールのアジト","4","0","クウカ（ノワール）"
"119201","500863","牧場_雪_昼","4","0","マヒル（クリスマス）"
"119301","500036","ランドソル_繁華街_クリスマス_昼","4","0","リノ（クリスマス）"
"119901","500038","ランドソル_繁華街_クリスマス_夜","4","0","ミヤコ（クリスマス）"
"120001","501450","ノワールのアジト","2","0","シズル（ノワール）"
"120701","501480","美食殿_ギルドハウス_外観_お正月","2","0","シェフィ（ニューイヤー）"
"120801","500560","参道_昼","3","0","ルカ（ニューイヤー）"
"120901","500260","古城","4","0","イリヤ（ニューイヤー）"
"121001","500361","美食殿 ギルドハウス","3","0","ぺコリーヌ（オーバーロード）"
"121101","500361","美食殿 ギルドハウス","2","0","キャル（オーバーロード）"
"121201","500341","ラビリンスギルド拠点","3","0","ラビリスタ（オーバーロード）"
"121301","501510","牧場_温泉施設_舞台","2","0","クルミ（ステージ）"
"121401","500354","サレンディア救護院_物産展","2","0","ミサキ（ステージ）"
"121501","500012","ランドソル_市街地_夜","18","0","アユミ（怪盗）"
"121601","500892","路地裏_夜","20","0","イノリ（怪盗）"
"121901","500843","船の甲板","2","0","アンナ（パイレーツ）"
"122001","500843","船の甲板","20","0","シノブ（パイレーツ）"
"122101","501590","キャンプ場_昼","20","0","アオイ（キャンプ）"
"122201","501590","キャンプ場_昼","2","0","ユカリ（キャンプ）"
"122301","500140","プラノ平原","4","0","ヴァンピィ"
"122401","501610","リゾートビーチ_昼","4","0","ヒヨリ（サマー）"
"122501","501610","リゾートビーチ_昼","2","0","レイ（サマー）"
"122601","501610","リゾートビーチ_昼","6","0","ユイ（サマー）"
"122701","500285","無人島","2","0","キョウカ（サマー）"
"122801","500160","マルジェン海岸_昼","4","0","ミソギ（サマー）"
"122901","500160","マルジェン海岸_昼","4","0","ミミ（サマー）"
"123001","500270","ソルの塔_庭園","4","0","アメス"
"123101","500833","密林_テント","4","0","マホ（エクスプローラー）"
"123201","501850","密林","4","0","アヤネ（エクスプローラー）"
"123301","501040","レイジ・レギオン拠点","4","0","ネア"
"123501","501870","舞台_コンテンツフェス_昼","2","0","リン（ハロウィン）"
"123601","501860","ランドソル_繁華街_ハロウィン_フェス","2","0","トモ（ハロウィン）"
"123701","501870","舞台_コンテンツフェス_昼","4","0","ナナカ（ハロウィン）"
"123801","500170","ミステリオン森林","2","0","クリスティーナ（ワイルド）"
"123901","500090","ランドソル 王城入口","2","0","マツリ（ワイルド）"
"124001","500036","ランドソル_繁華街_クリスマス_昼","2","0","アカリ（クリスマス）"
"124101","500036","ランドソル_繁華街_クリスマス_昼","2","0","ヨリ（クリスマス）"
"124201","500036","ランドソル_繁華街_クリスマス_昼","2","0","ジュン（クリスマス）"
"124501","501890","オーエド_温泉旅館_客室_昼","2","0","ホマレ（ニューイヤー）"
"124601","500553","お正月神殿","4","0","ミサト（ニューイヤー）"
"124701","501890","オーエド_温泉旅館_客室_昼","2","0","ミツキ（ニューイヤー）"
"124801","500033","ランドソル_繁華街_祭_昼","2","0","ノゾミ（リベレイター）"
"124901","500033","ランドソル_繁華街_祭_昼","4","0","カヤ（リベレイター）"
"125001","500033","ランドソル_繁華街_祭_昼","2","0","ムイミ（リベレイター）"
"125101","501950","ランドソル_飲食店内_猫カフェ_昼","4","0","タマキ（カフェ）"
"125201","501950","ランドソル_飲食店内_猫カフェ_昼","2","0","モニカ（カフェ）"
"125301","501690","平原_競技場_昼","2","0","コッコロ（レンジャー）"
"125401","501690","平原_競技場_昼","20","0","シオリ（レンジャー）"
"125501","500033","ランドソル_繁華街_祭_昼","4","0","ジータ（ウォーロック）"
"125601","500033","ランドソル_繁華街_祭_昼","4","0","ビカラ"
"125701","500371","ランドソル_お役所","2","0","カリン（アルケミスト）"
"125801","501670","ジオ・テオゴニア_街道_昼","2","0","リリ（フォールン）"
"126001","501670","ジオ・テオゴニア_街道_昼","2","0","クリア（フォールン）"
"126101","501670","ジオ・テオゴニア_街道_昼","2","0","プレシア（フォールン）"
"126201","501372","滝壺_夜","20","0","イリヤ（儀装束）"
"126301","500040","ランドソル ギルドハウス","4","0","ユキ（儀装束）"
"126401","501660","ジオ・テオゴニア_平原_昼","4","0","クローチェ"
"126501","501720","ジオ・テオゴニア_キャッスル・オブ・パルフェ_玉座の間_昼","4","0","ライラエル"
"126601","500692","海辺の店_夜","2","0","ネネカ（サマー）"
"126701","501030","ウィッシュビーチ","4","0","アキノ（サマー）"
"126801","500280","無人島","4","0","ユカリ（サマー）"
"126901","501030","ウィッシュビーチ","2","0","ランファ（サマー）"
"127001","500160","マルジェン海岸_昼","4","0","クウカ（サマー）"
"127101","500162","マルジェン海岸_夜","4","0","シノブ（サマー）"
"127201","502030","アンブローズ魔法学園_屋上_昼","2","0","キャル（編入生）"
"127301","502030","アンブローズ魔法学園_屋上_昼","4","0","スズナ（編入生）"
"127501","502060","砂漠の国の大通り_昼","2","0","サレン（サラサリア）"
"127601","501370","滝壺_昼","3","0","ルカ（サラサリア）"
"127701","501730","ジオ・テオゴニア_キャッスル・オブ・パルフェ_大広間","20","0","リンド"
"127801","501730","ジオ・テオゴニア_キャッスル・オブ・パルフェ_大広間","4","0","ヴルム"
"127901","500036","ランドソル_繁華街_クリスマス_昼","2","0","ペコリーヌ（クリスマス）"
"128001","500036","ランドソル_繁華街_クリスマス_昼","2","0","クレジッタ（クリスマス）"
"128301","500893","路地裏_雪_昼","4","0","イノリ（ニューイヤー）"
"128401","501470","ランドソル_繁華街_お正月_昼","4","0","ハツネ（ニューイヤー）"
"128501","501470","ランドソル_繁華街_お正月_昼","18","0","カスミ（ニューイヤー）"
"128701","500140","プラノ平原","2","0","ヒヨリ（アストラル）"
"128801","500140","プラノ平原","3","0","レイ（アストラル）"
"128901","500140","プラノ平原","2","0","ユイ（アストラル）"
"129001","500510","花畑","2","0","エリス"
"129301","502220","メルクリゾート_プールエリア_昼","2","0","ユニ（ウィンター）"
"129401","502220","メルクリゾート_プールエリア_昼","2","0","クロエ（ウィンター）"
"129501","502220","メルクリゾート_プールエリア_昼","2","0","チエル（ウィンター）"
"129601","502071","ジオ・ゲヘナ_ジャングル_夜","2","0","アネモネ"
"129701","502170","ジオ・ゲヘナ_鬼岩城塞_王座の間_昼","2","0","ネフィ＝ネラ"
"129801","501680","平原_昼","2","0","マコト（コマンダー）"
"129901","500030","ランドソル 繁華街","4","0","エリコ（コマンダー）"
"130001","501760","バンディシャーク号_室内_居住部","3","0","ヤマト"
"130101","501760","バンディシャーク号_室内_居住部","4","0","ワカナ"
"130201","501760","バンディシャーク号_室内_居住部","4","0","フブキ"
"130701","500020","ランドソル_郊外","20","0","キョウカ（スプリング）"
"130801","500351","サレンディア救護院_庭","2","0","スズメ（スプリング）"
"130901","502270","グランドリームパーク_エントランス_昼","4","0","クルル"
"131001","502280","グランドリームパーク_園内_昼","2","0","マホ（ドリームパーク）"
"131101","501030","ウィッシュビーチ","3","0","ネア（サマー）"
"131201","500690","海辺の店_昼","4","0","ミソラ（サマー）"
"131601","500163","海_パラソル_昼","2","0","リリ（サマー）"
"131701","500160","マルジェン海岸_昼","4","0","アメス（サマー）"
"131801","500285","無人島","2","0","ホマレ（サマー）"
"131901","501030","ウィッシュビーチ","2","0","エミリア（サマー）"
"132001","500160","マルジェン海岸_昼","2","0","エキドナ（サマー）"
"132101","500160","マルジェン海岸_昼","2","0","レム（サマー）"
"132201","502360","アルケス錬金堂_工房_昼","4","0","ノゾミ（アルケミスト）"
"132301","502360","アルケス錬金堂_工房_昼","2","0","ルイズマリー"
"132401","502360","アルケス錬金堂_工房_昼","4","0","イロハ"
"132501","502370","アルケス錬金堂_店内_昼","2","0","ソノ"
"132801","500038","ランドソル_繁華街_クリスマス_夜","4","0","ライラエル（クリスマス）"
"132901","500038","ランドソル_繁華街_クリスマス_夜","2","0","イオ（クリスマス）"
"133001","502290","ジオ・ニヴルヘル_遺灰砂漠","4","0","グレイス"
"133101","502460","ジオ・ニヴルヘル_巨鯨城_ホール","2","0","ヴァイオレット"
"133201","501470","ランドソル_繁華街_お正月_昼","4","0","モニカ（ニューイヤー）"
"133501","501470","ランドソル_繁華街_お正月_昼","2","0","サレン（ニューイヤー）"
"133601","500110","サレンディア救護院_広間_昼","2","0","メドゥーサ"
"133701","500341","ラビリンスギルド拠点","2","0","ラビリスタ（アルファ）"
"133801","500260","古城","2","0","ネネカ（アルファ）"
"133901","500780","ランドソル_繁華街_祭_壊れ_昼","4","0","クリスティーナ（アルファ）"
"134001","500130","エステレラ街道","2","0","フィオ"
"134301","501202","コッコロの里_夜","2","0","ランファ（儀装束）"
"134401","501220","コッコロの里_社の中_昼","2","0","チカ（儀装束）"
"134501","501670","ジオ・テオゴニア_街道_昼","4","0","クローチェ（エアリアル）"
"134601","500140","プラノ平原","2","0","アオイ（パイロット）"
"134701","502080","ジオ・ゲヘナ_平原_昼","2","0","ホウオウ"
"134801","502070","ジオ・ゲヘナ_ジャングル_昼","4","0","ツムギ（ジオ・ゲヘナ）"
"134901","502110","ジオ・ゲヘナ_鬼岩要塞_居住区_昼","4","0","カノン"
"135001","501030","ウィッシュビーチ","2","0","エリス（サマー）"
"135101","501030","ウィッシュビーチ","2","0","シェフィ（サマー）"
"180101","500130","エステレラ街道","2","0","ヒヨリ（プリンセス）"
"180201","500130","エステレラ街道","4","0","ユイ（プリンセス）"
"180301","500130","エステレラ街道","3","0","レイ（プリンセス）"
"180401","500130","エステレラ街道","4","0","ぺコリーヌ（プリンセス）"
"180501","500130","エステレラ街道","2","0","コッコロ（プリンセス）"
"180601","500130","エステレラ街道","18","0","キャル（プリンセス）"
"180701","501370","滝壺_昼","2","0","ハツネ＆シオリ"
"180801","500194","エルフの森_秘密基地","2","0","ミソギ＆ミミ＆キョウカ"
"180901","500140","プラノ平原","2","0","アキノ＆サレン"
"181001","500213","中腹_昼","2","0","アン＆グレア"
"181101","500010","ランドソル_市街地_昼","2","0","シズル＆リノ"
"181201","500130","エステレラ街道","2","0","シェフィ（プリンセス）"
