1367093219bba6003a6d4792a56bb4f552503728ad537830a7a7259087642383,554e53efbb7fa296dba7e405b30eb3354462a2d9131160dcdf7966e78f3d15ba,b46584f92f7273cbf380a1564b1f0b79c1fe75505d1948d3034fa6ca4961c22d,d5905d3e05918bc69c949c7f2ab7f7f0519d4b290f977218925ff603de8fcee8,d7027921d37eda63c281f012494b3a1b1a586f76ae5cb2411cde780462016f83,300fbda9f4c6e2dc61aee5bd0e06a04a4c36abc191c16abfaf80a5064c8f7eab,f16250f96f2c46c143335aebd83cdaa0f909de1ae5e05b57bdad617ed1d3194d,ee66b0b063ea97d012c7dc3327b12cb1ba6208304ba3145e6b0ff8aef8bf9647,f0e7f1aa128dcc4e26f911a51133e5c93feedff918f2074c02a40e4576f4d60a,578bc2fc0fe03a41210afa64afc46fda05c90cbca23c032d950329181d6231ce,f74013c05fb130a66ba385f105067e7b57bd24a551309db5b16f65fa7994a300,587dac969fd76fd0a0bf92e3f7d5c44e3f4b4a56e38e6a5dd739bf0281288640,c80847939a2d022b787ff6df7027904da69e6b3d1d4205eafc724894646e1db2
"うん、かなりいい感じよ！\nあんたには赤点の心配なんて\nまーったくなさそうね♪\nでも勉強はやめさせないけど！","7","11300114","vo_minigame_1012_result_1013","1","9","1","6.49","2","7","10","8","3001"
"あーあとちょっとで\n全問正解だったのに！\n難しい問題だけどあんたなら\n次は満点狙えるわ！","7","11300115","vo_minigame_1012_result_1014","1","9","1","3.56","2","1","0","5","3001"
"うん、ほとんど正解よ！\nこんな難しい問題なのに、\nすごいじゃない！\nやっぱりあんた只者じゃないわ！","7","11300116","vo_minigame_1012_result_1015","1","9","1","5.67","3","1","10","8","3001"
"着実に成長してるって感じね？\nあんたならこの難問でも、\nいつか満点取れちゃうかも…！","7","11300117","vo_minigame_1012_result_1016","1","9","1","2.85","3","1","10","7","3001"
"うわー惜しいわね！\nもうちょっとで満点よ？\nま、あたしでも悩む難問だから、\nこの点数は胸を張っていいわ！","7","11300118","vo_minigame_1012_result_1017","1","9","1","3.88","3","1","0","5","3001"
"正解率は半分くらいか～\n悪くはないんだけど、あんたなら\nこんなもんじゃないでしょ？","4","11300119","vo_minigame_1012_result_1018","1","6","1","4.12","1","1","0","3","3001"
"んーはっきり言っちゃうと\n中途半端な点数ね…\nまあいいわ！こっからガンガン\n点数上げていくわよ！","4","11300120","vo_minigame_1012_result_1019","1","6","1","4.34","1","1","0","9","3001"
"う～ん、正直物足りない点数ね！\nあんたには期待してんだから、\nもっと頑張んなさい！","4","11300121","vo_minigame_1012_result_1020","1","6","1","3.15","1","1","0","3","3001"
"半分くらいの正解率か\n難しい問題だから仕方ないわね…\nでもあんたはもっとできる！\nだってあたしがついてんのよ！","4","11300122","vo_minigame_1012_result_1021","1","6","1","5.3","2","1","0","9","3001"
"うん、そこそこできんじゃない！\n頑張って勉強して\nさらに上を目指しましょ！","4","11300123","vo_minigame_1012_result_1022","1","6","1","2.55","2","1","0","8","3001"
"難問なのにこの正解率は\nよくやってる方よね！\nでもこんなところで\n満足してんじゃないわよ！？","4","11300124","vo_minigame_1012_result_1023","1","6","1","4.19","2","7","0","1","3001"
"難問なのに半分くらい正解\nできてんじゃない♪\nこの調子でもっと学力\n上げていきましょ！","4","11300125","vo_minigame_1012_result_1024","1","6","1","3.43","3","1","0","7","3001"
"よし、平均点ってとこね！\nちゃんと勉強してるみたいで\n安心したわ～♪","4","11300126","vo_minigame_1012_result_1025","1","6","1","0","3","1","0","1","3001"
"難問揃いでこの正解率は\n大したもんよ！\nま、もっといい点取りたいんなら\n勉強、付き合ったげるわ！","4","11300127","vo_minigame_1012_result_1026","1","6","1","3.72","3","7","0","8","3001"
"なるほど…\nこれは教えがいがあるわね\nビシバシ鍛えてやるから\n覚悟しなさい！","1","11300128","vo_minigame_1012_result_1027","1","3","1","3.5","1","2","1","3","3001"
"ちょっとあんた、\n全然できてないじゃない！\n…まさかこれが本気だなんて\n言わないわよね～？","1","11300129","vo_minigame_1012_result_1028","1","3","1","3.25","1","2","1","4","3001"
"うーん……適当に答えても\nこれくらい正解できるわよ？\nちょっと本腰入れて\n教えないとね……！","1","11300130","vo_minigame_1012_result_1029","1","3","1","4.62","1","2","0","3","3001"
"…ま、まあこの問題は\nあんたには難しすぎたのかもね\nちょっとずつでいいから、\nレベルアップしていきましょ！","1","11300131","vo_minigame_1012_result_1030","1","3","1","4.5","2","1","0","9","3001"
"んー結構ミスっちゃってるわね…\nこのまま続けるのもいいけど、\n簡単な問題からやり直すのも\nありかもよ～？","1","11300132","vo_minigame_1012_result_1031","1","3","1","0.01","2","3","9","3","3001"
"あらら、あんたにはちょっと\n難しすぎたかしら…？\nもう一回やり直しましょうか！","1","11300133","vo_minigame_1012_result_1032","1","3","1","0.01","2","9","9","9","3001"
"うーん、残念な結果ね…\n超難問だから仕方ないけど\n無理せず簡単な問題から挑戦\nしてもいいかもよ？","1","11300134","vo_minigame_1012_result_1033","1","3","1","0.01","3","3","6","3","3001"
"正解率はかなり悪いわね…\nまあ難しい問題だもんね…！\nそのチャレンジ精神は買うわ！","1","11300135","vo_minigame_1012_result_1034","1","3","1","2.97","3","9","0","3","3001"
"なんとか０点は免れたわね…\n難問揃いだけど、\nもっと頑張っていきましょ！","1","11300136","vo_minigame_1012_result_1035","1","3","1","3.1","3","1","0","3","3001"
"…あんたさ、０点なんて\n逆に取るの難しいわよ！？\nまさか狙ったわけじゃ\nないでしょーね～！？","0","11300137","vo_minigame_1012_result_1036","1","0","1","4.31","1","2","1","6","3001"
"０点って…\nあんたふざけてんの！？\nちゃんとやらないなら\n電撃魔法くらわせるわよ！？","0","11300138","vo_minigame_1012_result_1037","1","0","1","0.1","1","2","1","2","3001"
"もしかしたらあんたは\n勉強向いてないのかもね…\n…勉強だけがすべてじゃないわ\n違うとこで頑張りましょ！","0","11300139","vo_minigame_1012_result_1038","1","0","1","4.23","1","3","9","9","3001"
"怒んないから正直に言って？\n…ふざけて答えたでしょ？\nほら、正直に\n言・い・な・さ・い？","0","11300140","vo_minigame_1012_result_1039","1","0","1","4.38","2","2","0","3","3001"
"あんたの点数は～～…\n…はい！　０てーん！！\n…って、ふざけんなーー！！！","0","11300141","vo_minigame_1012_result_1040","1","0","1","3.58","2","2","0","8","3001"
"０点ってどういうこと！？\nいやあんた、逆にすごいわよ！？\n目つぶってやったとしても\n１点は取れるから！","0","11300142","vo_minigame_1012_result_1041","1","0","1","2.02","2","2","1","4","3001"
"あちゃー……残念だけど０点よ\nちょっと難しすぎたかもねー…\n…ま、こんなこともあるわ！\n気を落とさなくていいわよ！","0","11300143","vo_minigame_1012_result_1042","1","0","1","5.53","3","1","9","9","3001"
"かなりの難問とはいえ、\n０点はちょっと寂しいわね…\nでもま、逆に考えるのよ！\nあんたには伸びしろしかないわ！","0","11300144","vo_minigame_1012_result_1043","1","0","1","4.4","3","1","9","3","3001"
"０点かー…うん、ごめん…\n慰めの言葉が浮かばないわ！\n……ま、次があるから\n切り替えてくのよ！","0","11300145","vo_minigame_1012_result_1044","1","0","1","5.35","3","1","0","3","3001"
"OK！","0","12120101","vo_minigame_1012_correct_132","2","0","1","0","0","8","0","8","1201"
"合ってる！","0","12120102","vo_minigame_1012_correct_133","2","0","1","0","0","7","0","7","1201"
"グッド！","0","12120103","vo_minigame_1012_correct_134","2","0","1","0","0","7","0","7","1201"
"まじっ！？","0","12120201","vo_minigame_1012_correct_135","2","3000","1","0","0","5","0","5","1202"
"へえ～！","0","12120202","vo_minigame_1012_correct_136","2","3000","1","0","0","10","0","10","1202"
"その調子！","3001","12120203","vo_minigame_1012_correct_137","2","6000","1","0","0","7","0","7","1202"
"ちょっと急ぐわよ！","13333","12120204","vo_minigame_1012_correct_138","2","-1","1","0","0","1","0","1","1202"
"すごすぎ！","0","12120301","vo_minigame_1012_correct_139","2","0","1","0","0","5","0","5","1203"
"楽勝！","0","12120401","vo_minigame_1012_correct_141","2","0","1","0","0","7","0","7","1204"
"リベンジね！","0","12120501","vo_minigame_1012_correct_140","2","0","1","0","0","7","0","7","1205"
"いいわよ！","3","12120601","vo_minigame_1012_correct_142","2","-1","1","0","0","1","0","1","1206"
"まだまだ！","3","12120701","vo_minigame_1012_correct_143","2","-1","1","0","0","2","0","2","1207"
"ブー！","0","12130101","vo_minigame_1012_incorrect_127","2","0","1","0","0","2","0","2","1301"
"ダメー！","0","12130102","vo_minigame_1012_incorrect_128","2","0","1","0","0","2","0","2","1301"
"あらら…！","0","12130103","vo_minigame_1012_incorrect_129","2","0","1","0","0","9","0","9","1301"
"焦らない！","0","12130201","vo_minigame_1012_incorrect_130","2","3000","1","0","0","3","0","3","1302"
"ゆっくり！","0","12130202","vo_minigame_1012_incorrect_131","2","3000","1","0","0","5","0","5","1302"
"深呼吸！","3001","12130203","vo_minigame_1012_incorrect_132","2","6000","1","0","0","2","0","2","1302"
"遅いわね…！","20000","12130204","vo_minigame_1012_incorrect_133","2","-1","1","0","0","3","0","3","1302"
"ムズッ！","0","12130301","vo_minigame_1012_incorrect_134","2","0","1","0","0","5","0","5","1303"
"忘れたの？","0","12130401","vo_minigame_1012_incorrect_135","2","0","1","0","0","6","0","6","1304"
"次はいける！","0","12130501","vo_minigame_1012_incorrect_136","2","0","1","0","0","2","0","2","1305"
"ラストスパート！","20000","12170101","vo_minigame_1012_time_100","2","30000","1","0.01","0","2","3","2","1701"
"もうすぐ終わりよ！","20000","12170102","vo_minigame_1012_time_101","2","30000","1","0.01","0","1","3","1","1701"
"はい、よくできました！\n基礎はもう完璧ね！\n次はもっと難しい問題にも\nチャレンジしちゃいなさいよ！","20","12300101","vo_minigame_1012_result_1045","2","-1","1","3.74","1","1","10","7","3001"
"なによあんた、走り出したペンが\n止まらないって感じ？\nったくシンプルにすごいじゃない\n花丸あげるわ！","20","12300102","vo_minigame_1012_result_1046","2","-1","1","3.85","1","9","0","1","3001"
"すごい点数ね…！\nあんた勉強してないとか言って\nホントはめちゃくちゃやってる\nパターンのやつね！？","20","12300103","vo_minigame_1012_result_1047","2","-1","1","0.01","1","5","8","5","3001"
"勉強の成果、\nちゃんとでてんじゃない！\nあたしもあんたの先生として、\n鼻が高いわ～♪","20","12300104","vo_minigame_1012_result_1048","2","-1","1","2.86","2","7","4","8","3001"
"オッケー！　もう十分よ！\nこれ以上でき過ぎちゃったら、\nあたしが教える必要なくなるわ！","20","12300105","vo_minigame_1012_result_1049","2","-1","1","2.02","2","3","9","5","3001"
"難しい問題を選んだつもりなのに\nすごい正解数ね…！\nでもまだ上がある…\n次は最難関に挑戦よ！","20","12300106","vo_minigame_1012_result_1050","2","-1","1","4.46","2","1","0","5","3001"
"すごいすごいとは思ってたけど、\nあんた勉強も完璧なの…？\nそりゃみんなあんたに惚れ…\nや、な、なんでもない！！","20","12300107","vo_minigame_1012_result_1051","2","-1","1","6.85","3","4","7","5","3001"
"この問題、あたしでも悩む\n超難問なのに…\nふふっ、もう褒めるしかないわ！\n大変よくできました！","20","12300108","vo_minigame_1012_result_1052","2","-1","1","3.79","3","9","0","5","3001"
"別に顔赤くなんてなってない！\n頭がいい人が好きとか…\nかっこいいとか…\n…思ってないからね！","20","12300109","vo_minigame_1012_result_1053","2","-1","1","0.01","3","4","7","4","3001"
"スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？","20","12300110","vo_minigame_1012_result_1054","2","-1","1","0","1","5","0","5","3001"
"スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？","20","12300112","vo_minigame_1012_result_1054","2","-1","1","0","2","5","0","5","3001"
"スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？","20","12300114","vo_minigame_1012_result_1054","2","-1","1","0","3","5","0","5","3001"
"おお～かなり正解できてるわね！\nこの調子でもっとすごい点\n目指しちゃうわよ！","15","12300116","vo_minigame_1012_result_1056","2","19","1","3","1","7","10","5","3001"
"うん、バッチリいい感じよ！\nちゃんと勉強してるみたいで\n関心関心♪","15","12300117","vo_minigame_1012_result_1057","2","19","1","0.01","1","8","10","8","3001"
"え、こんなにいい点取れたのに\nまだ満足してないの？\nなによその向上心…\nいいじゃない！","15","12300118","vo_minigame_1012_result_1058","2","19","1","4.01","1","8","0","5","3001"
"スピードも正解数もいい感じよ！\nねえねえ、この調子で\nてっぺん目指しちゃう？","15","12300119","vo_minigame_1012_result_1059","2","19","1","2.83","2","7","10","8","3001"
"この難易度でも\nスラスラ答えちゃうなんて…\nあんたって\nほんとすごいやつよね…！","15","12300120","vo_minigame_1012_result_1060","2","19","1","0","2","10","0","10","3001"
"これだけ正解できたら\n勉強も楽しいわよね♪\nさ、まだまだ続けるわよ～！","15","12300121","vo_minigame_1012_result_1061","2","19","1","3.66","2","7","4","8","3001"
"あんた、この成績\nまぐれじゃないわよね…！\nこれだけできたら\n大したもんだわ！","15","12300122","vo_minigame_1012_result_1062","2","19","1","3.28","3","8","0","5","3001"
"すごい！　とってもいい成績よ！\nこの難問も、あんたにかかりゃ\nイチコロってやつ？","15","12300123","vo_minigame_1012_result_1063","2","19","1","2.7","3","1","0","8","3001"
"あんた…もしかして\nあたしより点数いいかも？\nあ、あたしもあんたを見習って\n勉強しないとね…！","15","12300124","vo_minigame_1012_result_1064","2","19","1","3.98","3","9","9","5","3001"
"うん、なかなかいい点数よ！\nでもまだまだ頑張れるわよね？\nはい、次いきましょ！","10","12300131","vo_minigame_1012_result_1067","2","14","1","2.51","1","1","0","7","3001"
"十分優秀な成績だけど\nあんたならもっとできる！\nさ、頑張って勉強するわよ！","10","12300132","vo_minigame_1012_result_1068","2","14","1","4.16","1","7","0","1","3001"
"うん、いい感じね！\nこの調子で少しずつ、\n正解数を増やしてくわよ！","10","12300133","vo_minigame_1012_result_1069","2","14","1","2.07","1","7","0","8","3001"
"難問揃いなのに、\nけっこーいい感じじゃない！\nちゃんとできてるから\n自信もっていいわよ！","10","12300134","vo_minigame_1012_result_1070","2","14","1","3.51","2","1","0","8","3001"
"難しい問題でも基礎は大事よ！\nこの調子でどんどん\n点数上げていきましょう！","10","12300135","vo_minigame_1012_result_1071","2","14","1","0","2","1","0","1","3001"
"10問以上取れてるわね！\nえ、まだ物足りない？\nフフ、じゃあもっと上\n目指しちゃう？","10","12300136","vo_minigame_1012_result_1072","2","14","1","4.3","2","7","0","1","3001"
"うん、この難問でこの点数は\n十分すぎる出来よね！\nま、あんたならもっといい点\n目指しちゃうんだろうけど♪","10","12300137","vo_minigame_1012_result_1073","2","14","1","4.47","3","7","0","8","3001"
"はいお疲れ～\nなかなか良い点数じゃない\n…あたしも勉強しないとね！","10","12300138","vo_minigame_1012_result_1074","2","14","1","3.68","3","9","0","8","3001"
"おお～10問以上\n正解してんじゃない！\nあんたやっぱり\nただ者じゃないわね～","10","12300139","vo_minigame_1012_result_1075","2","14","1","3.34","3","1","0","5","3001"
"うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！","10","12300141","vo_minigame_1012_result_1077","2","14","1","6.58","1","8","0","1","3001"
"うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！","10","12300143","vo_minigame_1012_result_1077","2","14","1","6.58","2","8","0","1","3001"
"うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！","10","12300145","vo_minigame_1012_result_1077","2","14","1","6.58","3","8","0","1","3001"
"ふ～ん、まあまあの出来だわ\n悪くはないんだけど…あんたには\nもっともっと期待してるわ～","5","12300146","vo_minigame_1012_result_1078","2","9","1","4.24","1","7","0","1","3001"
"うん、頑張ったけど…\n正直もっと正解できるかもね～？\nこんなのあんたには通過点！\nさらに良い点目指してみない？","5","12300147","vo_minigame_1012_result_1079","2","9","1","4.74","1","1","0","7","3001"
"まあまあな点数だけど、\n自分的に手ごたえはどう？\nダメだって思ってんなら、\nまだまだ伸びる余地ありね！","5","12300148","vo_minigame_1012_result_1080","2","9","1","0","1","1","0","1","3001"
"うん、中々の出来ね！\nでもあんたはもっといい点\n取れるはずよ！\nもっと頑張りましょうか！","5","12300149","vo_minigame_1012_result_1081","2","9","1","2.21","2","1","0","8","3001"
"ん～はっきり言って微妙ね！\nま、難しい問題だし、\n勉強すれば\n点数は上がっていくと思うわ！","5","12300150","vo_minigame_1012_result_1082","2","9","1","2.46","2","1","0","3","3001"
"ん～…\n10点には届かなかったか～\n次は10点越え目指して\n頑張ってみない？","5","12300151","vo_minigame_1012_result_1083","2","9","1","2.94","2","1","0","3","3001"
"はいお疲れ～\n点数的にはまあまあってとこね！\nま、超難問だし頑張ったわよ","5","12300152","vo_minigame_1012_result_1084","2","9","1","4.19","3","1","0","7","3001"
"うん、かなり難しい問題なのに\n最後までやり遂げたわね\n次はもっといい点目指してみる？","5","12300153","vo_minigame_1012_result_1085","2","9","1","0","3","1","0","1","3001"
"ちょっとミスが多かったかもね～\nでも間違えた所は復習して\n次は正解するわよー！","5","12300154","vo_minigame_1012_result_1086","2","9","1","2.63","3","1","0","3","3001"
"あら…あんまり良くない点数ね～\nどうしたの、調子でも悪かった？\n次はもっと頑張りましょうか","1","12300155","vo_minigame_1012_result_1087","2","4","1","5.53","1","1","0","3","3001"
"ん～…正解数は\n物足りないわね～\nもうちょっと勉強の時間\n増やしちゃおっか？","1","12300156","vo_minigame_1012_result_1088","2","4","1","0.01","1","3","9","3","3001"
"ん～…あんたならもうちょと\nいい点取れんでしょ～？\nもっと頑張んなさいよ\n期待してやってんだからさ！","1","12300157","vo_minigame_1012_result_1089","2","4","1","4.15","1","1","3","3","3001"
"ん～今のあんたには、\nこの問題は難しかったかしら…\n難易度下げてチャレンジするのも\nありかもね～？","1","12300158","vo_minigame_1012_result_1090","2","4","1","0.01","2","9","9","9","3001"
"あんまり出来は良くないわね～\n難しい問題だししょうがないけど\n次はもっと頑張ってほしいわ！","1","12300159","vo_minigame_1012_result_1091","2","4","1","5.37","2","1","0","3","3001"
"なるほど…\nちょっと苦手な問題が多かった？\nもう一度チャレンジ\nしてみましょうか～","1","12300160","vo_minigame_1012_result_1092","2","4","1","1.44","2","1","0","3","3001"
"んん～…問題が難しすぎた？\n無理に難しい問題続けるより、\n難易度下げた方が\n勉強の効率良いかもよ～？","1","12300161","vo_minigame_1012_result_1093","2","4","1","0","3","3","0","3","3001"
"…あんまり点数取れなかったわね\nこれはあたしにも難しい問題だし\nそう落ち込まなくても大丈夫！\n次頑張りましょ！","1","12300162","vo_minigame_1012_result_1094","2","4","1","2.91","3","9","3","3","3001"
"ごめん、ちょっと難しすぎた？\nもう一度チャレンジするも良し、\n難易度を下げるも良し、\nあんたがやる気なら付き合うわ！","1","12300163","vo_minigame_1012_result_1095","2","4","1","2.61","3","1","0","5","3001"
"ちょっとあんた…\nやる気ないわよね～！？\n次こんな点数取ったら\n怒るわよ！","0","12300164","vo_minigame_1012_result_1096","2","0","1","3.63","1","2","1","4","3001"
"はあ…自分で何点取ったか\n分かってるわよね～…？\n０点よ０点！　舐めてんの！？","0","12300165","vo_minigame_1012_result_1097","2","0","1","4.16","1","2","1","6","3001"
"うう～頭痛い…\nあんたのせいよ！\nなに０点って！\nはあ、このままじゃ赤点よ～…","0","12300166","vo_minigame_1012_result_1098","2","0","1","0.01","1","3","6","3","3001"
"ねえ、あんた本気でやったの？\nまさか適当にやるわけないわよね\n…分かった、\nもう一回チャレンジするのよ！","0","12300167","vo_minigame_1012_result_1099","2","0","1","5.75","2","2","0","6","3001"
"あ…あんた、０点よ０点…！\nあたしの教え方が悪かった…？\n…燃えてきたわ！\n絶対あんたの学力上げてやる！","0","12300168","vo_minigame_1012_result_1100","2","0","1","5.64","2","2","1","4","3001"
"ちょっと待って採点ミスかも…\n…いや合ってるわね。はい０点\n…って０点！？\nふざけんなーー！","0","12300169","vo_minigame_1012_result_1101","2","0","1","5.73","2","4","8","8","3001"
"あらら…０点よ\nま、難しい問題だしね…\n…つっても０点は無いわ！\n一問くらい正解しなさいよ！","0","12300170","vo_minigame_1012_result_1102","2","0","1","5.32","3","3","1","5","3001"
"残念だけど０点よ\nま、まあ前向きにとらえるなら、\n今が底よ！　どん底！\nあとは上がってくだけね！","0","12300171","vo_minigame_1012_result_1103","2","0","1","2.37","3","9","9","3","3001"
"…かなり出来が悪いわね\n一旦休憩しましょうか？\nリフレッシュして頭切り替えて\nもう一度頑張りましょう！","0","12300172","vo_minigame_1012_result_1104","2","0","1","4.25","3","1","3","9","3001"
"さ、勉強を始めるわよ","0","13100101","vo_minigame_1012_gamestart_100","3","0","1","0","0","7","0","7","1001"
"よし、勉強の成果を見てやるわ！","0","13100102","vo_minigame_1012_gamestart_101","3","0","1","0","0","1","0","1","1001"
"じゃあ試験するわよ。はい教科書閉じて！","0","13100103","vo_minigame_1012_gamestart_102","3","0","1","1.82","0","7","0","1","1001"
"やる気マンマンじゃない！","3","13100201","vo_minigame_1012_gamestart_103","3","-1","1","0.01","0","8","4","8","1002"
"よし、じゃあもう一回やるわよ！","3","13100202","vo_minigame_1012_gamestart_104","3","-1","1","0","0","1","0","1","1002"
"普通の難易度よ！","1","13100301","vo_minigame_1012_gamestart_105","3","1","1","0","0","0","0","0","1003"
"まずは基本からね！","1","13100302","vo_minigame_1012_gamestart_106","3","1","1","0","0","7","0","7","1003"
"難しい問題に挑戦するのね！","2","13100303","vo_minigame_1012_gamestart_107","3","2","1","0","0","10","0","10","1003"
"よし、あんたならできるわ！","2","13100304","vo_minigame_1012_gamestart_108","3","2","1","0.67","0","8","0","1","1003"
"あたしでも手こずる難問揃いよ…！","3","13100305","vo_minigame_1012_gamestart_109","3","3","1","0","0","5","0","5","1003"
"激ムズだけど頑張んなさい！","3","13100306","vo_minigame_1012_gamestart_110","3","3","1","0","0","2","0","2","1003"
