4142006983581ded313a05e6b60a151e8cb298a43089dccebe014b69098adf4b,8ed19918ac7b777f44fd080b7104185591c143c28a2dd61cf9a8e65b180098df,036fe7a3ef38aad4cde4a4408614279d3a56d738dd6000b2e15d6c940a7a60b1,fc6a0444c815be9c415b2045354ffc18f7fb21dbb1f5bd013c94703684046046
"10001","9600","2008","200810"
"10004","1575","2009","200901"
"10003","2500","2009","200902"
"10002","3050","2009","200903"
"10006","3800","2009","200904"
"10006","4600","2009","200905"
"10003","6050","2009","200906"
"10003","6950","2009","200907"
"10001","7900","2009","200908"
"10001","8700","2009","200909"
"10005","9025","2009","200910"
"11010","900","2010","201001"
"11010","1800","2010","201002"
"11010","2700","2010","201003"
"11017","3600","2010","201004"
"11015","4500","2010","201005"
"11019","5400","2010","201006"
"11019","6300","2010","201007"
"11004","7200","2010","201008"
"11004","8100","2010","201009"
"11011","9000","2010","201010"
"11010","750","2011","201101"
"11017","1600","2011","201102"
"11010","2600","2011","201103"
"11019","3450","2011","201104"
"11004","4300","2011","201105"
"11015","5300","2011","201106"
"11004","6200","2011","201107"
"11010","7050","2011","201108"
"11019","7950","2011","201109"
"11011","8800","2011","201110"
"11019","700","2012","201201"
"11010","1700","2012","201202"
"11004","2550","2012","201203"
"11019","3500","2012","201204"
"11004","4400","2012","201205"
"11015","5200","2012","201206"
"11017","6150","2012","201207"
"11010","7100","2012","201208"
"11011","8000","2012","201209"
"11010","8850","2012","201210"
"11019","900","2013","201301"
"10013","1800","2013","201302"
"11019","2700","2013","201303"
"11007","3600","2013","201304"
"10013","4500","2013","201305"
"11007","5400","2013","201306"
"11015","6300","2013","201307"
"10013","7200","2013","201308"
"11017","8100","2013","201309"
"10013","9000","2013","201310"
"10013","1100","2014","201401"
"11007","1900","2014","201402"
"11015","2800","2014","201403"
"11017","3700","2014","201404"
"11007","4700","2014","201405"
"11019","5600","2014","201406"
"10013","6400","2014","201407"
"10013","7300","2014","201408"
"10013","8200","2014","201409"
"11019","9200","2014","201410"
"10013","1000","2015","201501"
"11019","1950","2015","201502"
"10013","2900","2015","201503"
"11007","3750","2015","201504"
"11019","4650","2015","201505"
"11017","5500","2015","201506"
"11015","6450","2015","201507"
"11007","7350","2015","201508"
"10013","8250","2015","201509"
"10013","9100","2015","201510"
"10005","725","2016","201601"
"10006","1800","2016","201602"
"10002","2900","2016","201603"
"10007","3600","2016","201604"
"10007","4500","2016","201605"
"10007","5400","2016","201606"
"10004","6775","2016","201607"
"10004","7675","2016","201608"
"11014","8100","2016","201609"
"11014","9000","2016","201610"
"10007","800","2017","201701"
"10004","2175","2017","201702"
"11014","2550","2017","201703"
"10002","3700","2017","201704"
"11014","4400","2017","201705"
"10007","5300","2017","201706"
"10005","6025","2017","201707"
"10007","7050","2017","201708"
"10006","7900","2017","201709"
"10004","9375","2017","201710"
"10007","750","2018","201801"
"10007","1650","2018","201802"
"10004","3075","2018","201803"
"10005","3275","2018","201804"
"10007","4300","2018","201805"
"10002","5450","2018","201806"
"10004","6625","2018","201807"
"10006","7000","2018","201808"
"11014","8000","2018","201809"
"11014","8800","2018","201810"
"11003","900","2019","201901"
"11017","1800","2019","201902"
"11003","2700","2019","201903"
"11015","3600","2019","201904"
"11011","4500","2019","201905"
"11015","5400","2019","201906"
"11003","6300","2019","201907"
"11003","7200","2019","201908"
"11019","8100","2019","201909"
"11019","9000","2019","201910"
"11003","1050","2020","202001"
"11015","2000","2020","202002"
"11011","2850","2020","202003"
"11015","3800","2020","202004"
"11019","4700","2020","202005"
"11003","5500","2020","202006"
"11003","6500","2020","202007"
"11019","7350","2020","202008"
"11017","8250","2020","202009"
"11003","9200","2020","202010"
"11003","1000","2021","202101"
"11019","1950","2021","202102"
"11011","2900","2021","202103"
"11019","3750","2021","202104"
"11015","4600","2021","202105"
"11003","5550","2021","202106"
"11003","6450","2021","202107"
"11017","7400","2021","202108"
"11003","8300","2021","202109"
"11015","9150","2021","202110"
"11003","900","2022","202201"
"11015","1800","2022","202202"
"11017","2700","2022","202203"
"10010","3675","2022","202204"
"10015","4650","2022","202205"
"10010","5475","2022","202206"
"11015","6300","2022","202207"
"11015","7200","2022","202208"
"11015","8100","2022","202209"
"10015","9150","2022","202210"
"10010","9975","2022","202211"
"10015","10950","2022","202212"
"10010","825","2023","202301"
"10015","1800","2023","202302"
"11015","2550","2023","202303"
"11015","3450","2023","202304"
"10015","4450","2023","202305"
"11003","5250","2023","202306"
"10010","6275","2023","202307"
"11017","7000","2023","202308"
"10010","8075","2023","202309"
"10015","9050","2023","202310"
"11015","9700","2023","202311"
"11015","10650","2023","202312"
"10010","775","2024","202401"
"11015","1600","2024","202402"
"10015","2650","2024","202403"
"10015","3550","2024","202404"
"11017","4400","2024","202405"
"11015","5300","2024","202406"
"11015","6150","2024","202407"
"10015","7250","2024","202408"
"11003","7950","2024","202409"
"11015","8850","2024","202410"
"10010","9825","2024","202411"
"10010","10675","2024","202412"
"11001","900","2025","202501"
"11010","1800","2025","202502"
"11010","2700","2025","202503"
"11019","3600","2025","202504"
"11007","4500","2025","202505"
"11019","5400","2025","202506"
"11001","6300","2025","202507"
"11010","7200","2025","202508"
"11004","8100","2025","202509"
"11006","9000","2025","202510"
"11016","9900","2025","202511"
"11017","10800","2025","202512"
"11019","1100","2026","202601"
"11007","2000","2026","202602"
"11019","2850","2026","202603"
"11004","3750","2026","202604"
"11006","4650","2026","202605"
"11010","5600","2026","202606"
"11001","6400","2026","202607"
"11010","7400","2026","202608"
"11010","8200","2026","202609"
"11016","9100","2026","202610"
"11017","10100","2026","202611"
"11001","10900","2026","202612"
"11010","1000","2027","202701"
"11010","1950","2027","202702"
"11016","2900","2027","202703"
"11001","3700","2027","202704"
"11017","4700","2027","202705"
"11001","5550","2027","202706"
"11004","6500","2027","202707"
"11010","7300","2027","202708"
"11006","8300","2027","202709"
"11007","9200","2027","202710"
"11019","10050","2027","202711"
"11019","10950","2027","202712"
"10003","1450","2028","202801"
"10003","2350","2028","202802"
"10001","3200","2028","202803"
"11012","4100","2028","202804"
"11019","4500","2028","202805"
"11004","5400","2028","202806"
"11012","6800","2028","202807"
"11012","7700","2028","202808"
"11012","8600","2028","202809"
"11011","9000","2028","202810"
"11007","9900","2028","202811"
"11019","10800","2028","202812"
"10003","1300","2029","202901"
"11012","2150","2029","202902"
"11012","3100","2029","202903"
"11007","3500","2029","202904"
"10003","4900","2029","202905"
"11004","5250","2029","202906"
"11019","6150","2029","202907"
"11011","7000","2029","202908"
"10001","8400","2029","202909"
"11019","8800","2029","202910"
"11012","10200","2029","202911"
"11012","11150","2029","202912"
"10003","1250","2030","203001"
"11019","1700","2030","203002"
"11012","3000","2030","203003"
"11012","3950","2030","203004"
"11019","4300","2030","203005"
"11012","5800","2030","203006"
"11012","6700","2030","203007"
"11007","7050","2030","203008"
"10001","8500","2030","203009"
"10003","9400","2030","203010"
"11011","9750","2030","203011"
"11004","10600","2030","203012"
"10010","975","2031","203101"
"11003","1800","2031","203102"
"10010","2775","2031","203103"
"11006","3600","2031","203104"
"11016","4500","2031","203105"
"11017","5400","2031","203106"
"10010","6375","2031","203107"
"11011","7200","2031","203108"
"10010","8175","2031","203109"
"11007","9000","2031","203110"
"11007","9900","2031","203111"
"11019","10800","2031","203112"
"11016","1050","2032","203201"
"10010","2025","2032","203202"
"11011","2900","2032","203203"
"11019","3800","2032","203204"
"11007","4600","2032","203205"
"10010","5625","2032","203206"
"11007","6400","2032","203207"
"10010","7475","2032","203208"
"11003","8300","2032","203209"
"11006","9200","2032","203210"
"11017","10000","2032","203211"
"10010","10975","2032","203212"
"11007","1000","2033","203301"
"11019","2000","2033","203302"
"11017","2850","2033","203303"
"10010","3825","2033","203304"
"10010","4725","2033","203305"
"10010","5675","2033","203306"
"11011","6500","2033","203307"
"10010","7375","2033","203308"
"11003","8250","2033","203309"
"11007","9100","2033","203310"
"11016","10050","2033","203311"
"11006","10950","2033","203312"
"11007","900","2034","203401"
"11019","1800","2034","203402"
"11019","2700","2034","203403"
"11017","3600","2034","203404"
"11017","4500","2034","203405"
"11011","5400","2034","203406"
"11002","6300","2034","203407"
"11001","7200","2034","203408"
"11002","8100","2034","203409"
"11010","9000","2034","203410"
"11003","9900","2034","203411"
"11010","10800","2034","203412"
"11010","700","2035","203501"
"11007","1600","2035","203502"
"11019","2600","2035","203503"
"11017","3450","2035","203504"
"11017","4300","2035","203505"
"11003","5300","2035","203506"
"11002","6150","2035","203507"
"11002","7000","2035","203508"
"11019","7900","2035","203509"
"11001","8900","2035","203510"
"11010","9750","2035","203511"
"11011","10700","2035","203512"
"11010","800","2036","203601"
"11019","1700","2036","203602"
"11007","2500","2036","203603"
"11002","3500","2036","203604"
"11002","4400","2036","203605"
"11017","5200","2036","203606"
"11001","6200","2036","203607"
"11017","7050","2036","203608"
"11019","8000","2036","203609"
"11003","8850","2036","203610"
"11010","9800","2036","203611"
"11011","10600","2036","203612"
"10001","1400","2037","203701"
"10001","2300","2037","203702"
"10001","3200","2037","203703"
"11007","3600","2037","203704"
"10002","4700","2037","203705"
"11004","5400","2037","203706"
"10010","6375","2037","203707"
"10007","7200","2037","203708"
"10009","8400","2037","203709"
"10004","9475","2037","203710"
"10003","10450","2037","203711"
"10003","11350","2037","203712"
"10010","1125","2038","203801"
"10007","1900","2038","203802"
"10001","3300","2038","203803"
"10003","4300","2038","203804"
"10003","5200","2038","203805"
"10002","5700","2038","203806"
"10001","6900","2038","203807"
"10004","7775","2038","203808"
"10001","8700","2038","203809"
"11004","9150","2038","203810"
"10009","10350","2038","203811"
"11007","10950","2038","203812"
"11004","1100","2039","203901"
"10007","1950","2039","203902"
"10009","3150","2039","203903"
"10003","4350","2039","203904"
"10001","5100","2039","203905"
"10001","6100","2039","203906"
"10010","6575","2039","203907"
"10003","7900","2039","203908"
"10001","8750","2039","203909"
"10002","9300","2039","203910"
"10004","10575","2039","203911"
"11007","11000","2039","203912"
"11003","900","2040","204001"
"11002","1800","2040","204002"
"10009","3000","2040","204003"
"11016","3600","2040","204004"
"11016","4500","2040","204005"
"10006","5400","2040","204006"
"10006","6300","2040","204007"
"10005","7025","2040","204008"
"10009","8400","2040","204009"
"10009","9300","2040","204010"
"10003","10450","2040","204011"
"10003","11350","2040","204012"
"11004","11700","2040","204013"
"11002","750","2041","204101"
"10009","1950","2041","204102"
"10006","2550","2041","204103"
"11016","3400","2041","204104"
"10009","4600","2041","204105"
"11004","5200","2041","204106"
"10006","6100","2041","204107"
"10009","7350","2041","204108"
"10003","8550","2041","204109"
"11016","8800","2041","204110"
"10005","9525","2041","204111"
"10003","11150","2041","204112"
"11003","11600","2041","204113"
"11002","800","2042","204201"
"11004","1700","2042","204202"
"10006","2600","2042","204203"
"10009","3750","2042","204204"
"10003","4950","2042","204205"
"10005","5075","2042","204206"
"10009","6450","2042","204207"
"11016","7100","2042","204208"
"11003","7950","2042","204209"
"10009","9200","2042","204210"
"10006","9750","2042","204211"
"10003","11200","2042","204212"
"11016","11500","2042","204213"
"11007","900","2043","204301"
"10003","2350","2043","204302"
"10001","3200","2043","204303"
"11016","3600","2043","204304"
"10009","4800","2043","204305"
"11016","5400","2043","204306"
"11003","6300","2043","204307"
"10010","7275","2043","204308"
"11015","8100","2043","204309"
"10002","9200","2043","204310"
"10005","9725","2043","204311"
"11006","10800","2043","204312"
"10004","12175","2043","204313"
"11016","1050","2044","204401"
"10005","1725","2044","204402"
"10004","3325","2044","204403"
"10009","4100","2044","204404"
"11015","4600","2044","204405"
"10001","6050","2044","204406"
"11003","6450","2044","204407"
"11006","7300","2044","204408"
"10002","8400","2044","204409"
"11016","9150","2044","204410"
"10003","10650","2044","204411"
"10010","11075","2044","204412"
"11007","11850","2044","204413"
"11016","1000","2045","204501"
"10003","2500","2045","204502"
"10004","3375","2045","204503"
"11015","3700","2045","204504"
"10005","4475","2045","204505"
"11016","5500","2045","204506"
"11003","6500","2045","204507"
"10002","7550","2045","204508"
"11006","8250","2045","204509"
"10010","9275","2045","204510"
"10009","10300","2045","204511"
"11007","10900","2045","204512"
"10001","12300","2045","204513"
"10015","1050","2046","204601"
"10015","1950","2046","204602"
"11004","2700","2046","204603"
"10001","4100","2046","204604"
"10003","5050","2046","204605"
"10006","5400","2046","204606"
"10004","6775","2046","204607"
"11012","7700","2046","204608"
"10004","8575","2046","204609"
"11012","9500","2046","204610"
"11011","9900","2046","204611"
"11012","11300","2046","204612"
"10002","11900","2046","204613"
"11004","800","2047","204701"
"11012","2150","2047","204702"
"10004","3025","2047","204703"
"10004","3975","2047","204704"
"10001","4800","2047","204705"
"10006","5300","2047","204706"
"10015","6250","2047","204707"
"11012","7550","2047","204708"
"10015","8100","2047","204709"
"11011","8900","2047","204710"
"10003","10300","2047","204711"
"10002","10850","2047","204712"
"11012","12100","2047","204713"
"10015","900","2048","204801"
"11012","2100","2048","204802"
"10003","3050","2048","204803"
"11004","3400","2048","204804"
"11012","4900","2048","204805"
"10004","5725","2048","204806"
"10015","6350","2048","204807"
"10006","7100","2048","204808"
"10002","8100","2048","204809"
"10001","9300","2048","204810"
"11011","9800","2048","204811"
"10004","11075","2048","204812"
"11012","12050","2048","204813"
"11007","900","2049","204901"
"11014","1800","2049","204902"
"11015","2700","2049","204903"
"10009","3900","2049","204904"
"10009","4800","2049","204905"
"10009","5700","2049","204906"
"10001","6800","2049","204907"
"10003","7750","2049","204908"
"10001","8600","2049","204909"
"11019","9000","2049","204910"
"11007","9900","2049","204911"
"11019","10800","2049","204912"
"11007","11700","2049","204913"
"11007","1050","2050","205001"
"10003","2450","2050","205002"
"10001","3400","2050","205003"
"10009","4050","2050","205004"
"11014","4650","2050","205005"
"11019","5550","2050","205006"
"11019","6500","2050","205007"
"10009","7700","2050","205008"
"11015","8200","2050","205009"
"11007","9200","2050","205010"
"10001","10600","2050","205011"
"10009","11200","2050","205012"
"11007","11850","2050","205013"
"10009","1300","2051","205101"
"11019","1950","2051","205102"
"11007","2800","2051","205103"
"11019","3700","2051","205104"
"10001","5200","2051","205105"
"10003","6050","2051","205106"
"11015","6400","2051","205107"
"11007","7350","2051","205108"
"10009","8550","2051","205109"
"11007","9100","2051","205110"
"11014","10000","2051","205111"
"10001","11450","2051","205112"
"10009","12100","2051","205113"
"10003","1450","2052","205201"
"10003","2350","2052","205202"
"10004","3175","2052","205203"
"11012","4100","2052","205204"
"10001","5000","2052","205205"
"11012","5900","2052","205206"
"10006","6300","2052","205207"
"10006","7200","2052","205208"
"10006","8100","2052","205209"
"11014","9000","2052","205210"
"10002","10100","2052","205211"
"11014","10800","2052","205212"
"10013","11700","2052","205213"
"10003","1300","2053","205301"
"11014","1700","2053","205302"
"10006","2550","2053","205303"
"10006","3400","2053","205304"
"10004","4875","2053","205305"
"11014","5250","2053","205306"
"11012","6650","2053","205307"
"11012","7600","2053","205308"
"10006","7900","2053","205309"
"10001","9350","2053","205310"
"10002","9950","2053","205311"
"10003","11250","2053","205312"
"10013","11500","2053","205313"
"10003","1350","2054","205401"
"11012","2150","2054","205402"
"10004","2975","2054","205403"
"10006","3450","2054","205404"
"11014","4300","2054","205405"
"10006","5200","2054","205406"
"10003","6750","2054","205407"
"11012","7550","2054","205408"
"10013","7950","2054","205409"
"10006","8900","2054","205410"
"10001","10300","2054","205411"
"11014","10600","2054","205412"
"10002","11750","2054","205413"
"10004","1375","2055","205501"
"10002","2000","2055","205502"
"10004","3175","2055","205503"
"10006","3600","2055","205504"
"10005","4325","2055","205505"
"10007","5400","2055","205506"
"11014","6300","2055","205507"
"11004","7200","2055","205508"
"11015","8100","2055","205509"
"11002","9000","2055","205510"
"11010","9900","2055","205511"
"11002","10800","2055","205512"
"11003","11700","2055","205513"
"11002","1050","2056","205601"
"10007","2000","2056","205602"
"11004","2850","2056","205603"
"10006","3700","2056","205604"
"11003","4650","2056","205605"
"10004","5975","2056","205606"
"10005","6275","2056","205607"
"11010","7400","2056","205608"
"11002","8250","2056","205609"
"10004","9575","2056","205610"
"11014","10000","2056","205611"
"10002","11200","2056","205612"
"11015","11850","2056","205613"
"11004","1000","2057","205701"
"10004","2375","2057","205702"
"11014","2900","2057","205703"
"10005","3625","2057","205704"
"11010","4700","2057","205705"
"10004","6025","2057","205706"
"11003","6500","2057","205707"
"11002","7350","2057","205708"
"11002","8300","2057","205709"
"11015","9150","2057","205710"
"10007","10050","2057","205711"
"10002","11100","2057","205712"
"10006","11900","2057","205713"
"11003","900","2058","205801"
"10009","2100","2058","205802"
"11003","2700","2058","205803"
"11007","3600","2058","205804"
"11011","4500","2058","205805"
"11007","5400","2058","205806"
"11017","6300","2058","205807"
"11015","7200","2058","205808"
"11017","8100","2058","205809"
"11019","9000","2058","205810"
