7175560a1434ccd4fc4584d5887c846c3fc3e1e7419c0ab251005f2adef4a50b,74fecdc23f441fcf9d976de5263acfde8284d2083844da7289b28b78bc8d2e70,e7e58ed9aa9762e36a9976da0324e80e910f618d8b944a6e8372eb1fe7bd0090,f2d1f44fab02e661b4245c9a6a1066a6a11164faa358bf57d2c62b76667ac0e8,96edb12b09656cd7e5f7e07ddb6efb8150fe065a30657657d1a31f9f7d74cc1d,b2d181d940dd39173c8b39c581bd1be34d0c82d6fa82426b2833468be93d0831
"3","10011003","123282","1","4","60000087"
"3","10011003","123311","1","4","60000088"
"3","10011003","123341","1","4","60000089"
"3","10011003","123343","1","4","60000090"
"3","10011003","123371","1","4","60000091"
"3","10011003","123432","1","4","60000092"
"3","10011003","123461","1","4","60000093"
"3","10011003","123491","1","4","60000094"
"3","10011003","123582","1","4","60000095"
"3","10011003","123583","1","4","60000096"
"3","10011003","123612","1","4","60000097"
"2","10011004","114011","1","4","60000098"
"2","10011004","114012","1","4","60000099"
"2","10011004","114041","1","4","60000100"
"2","10011004","114072","1","4","60000101"
"2","10011004","114102","1","4","60000102"
"2","10011004","114132","1","4","60000103"
"2","10011004","114162","1","4","60000104"
"2","10011004","114191","1","4","60000105"
"2","10011004","114221","1","4","60000106"
"2","10011004","114222","1","4","60000107"
"2","10011004","114252","1","4","60000108"
"3","10011004","114281","1","4","60000109"
"3","10011004","114282","1","4","60000110"
"3","10011004","114312","1","4","60000111"
"3","10011004","114341","1","4","60000112"
"3","10011004","114371","1","4","60000113"
"3","10011004","114372","1","4","60000114"
"3","10011004","114432","1","4","60000115"
"3","10011004","114461","1","4","60000116"
"3","10011004","114522","1","4","60000117"
"3","10011004","114551","1","4","60000118"
"3","10011004","114581","1","4","60000119"
"2","10011004","114611","1","4","60000120"
"2","10011004","124042","1","4","60000121"
"2","10011004","124071","1","4","60000122"
"2","10011004","124101","1","4","60000123"
"2","10011004","124131","1","4","60000124"
"2","10011004","124161","1","4","60000125"
"2","10011004","124192","1","4","60000126"
"2","10011004","124251","1","4","60000127"
"3","10011004","124311","1","4","60000128"
"3","10011004","124342","1","4","60000129"
"3","10011004","124401","1","4","60000130"
"3","10011004","124431","1","4","60000131"
"3","10011004","124491","1","4","60000132"
"3","10011004","124521","1","4","60000133"
"100","10012098","31012","1","2","60000134"
"100","10012099","31038","1","2","60000135"
"100","62001045","60001","1","2","62001045"
"100","62001046","60002","3","2","62001046"
