3e69748ad1a0fb31a06531ce82e28a06f48e4ee1f9812a182f09b6ea915fffb7,a72360bc6d8c15d2523fb1f7782d4d42f4ae6ca8125c53de7cd2819170155958,c2e61f9d126f96a51e1cead1761920d53164959d79137cf61731cb5045adf502,7aec0968dd6bb94067804beaa237b81e9872bba5e856886fbc8f8d9e861f2adb,df1c177f17d30e597c99466b4aeebffc75e5c682365ff6c3b04168512f994b63,3d1b3415ab29758e378e93d94ee280b94fd4fcf86fa29bd26f67f852e315d196,4b80ae4b9b4b9fa96a0ca19f3e35b56bf7554dc07b132d65ed31b03bf15d57f1,29e720175c976cae8e669ae257896d8e508ffff78d846c919b79e1ae6ec6f900,c609c2e6ce4c296d2e802a5da4cf3b0c691533caceb2bd2e365542c28af56b23,d5dc27d8cfa82b8eac9fe97957cb41e252cd54192c8e330a2ec30ed3ee3fa1a4,6e8a1f0c6a564036cb80d8ed30ba700a3ca61791987534d0a6a00339a2671538,8b3028b58627c57d142a49358402cc2857de4fd95887757146ffcb6b2adcb042,d9f801ffdeb4e81a4fe06e0f871a2b1420628e8c1e1c46ac2ba1a8c8ca05fb06
"23","2019/08/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M254","bgm_M254","380000","0","1","380000","10023"
"24","2019/09/09 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M128","bgm_M128","380000","0","1","380000","10024"
"25","2019/09/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M265","bgm_M265_Top","380000","0","1","380000","10025"
"26","2019/10/10 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M135","bgm_M135","380000","0","1","380000","10026"
"27","2019/10/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M273","bgm_M273","380000","0","1","380000","10027"
"28","2019/11/08 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M162","bgm_M162","380000","0","1","380000","10028"
"29","2019/11/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M281","bgm_M281","380000","0","1","380000","10029"
"30","2019/12/09 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M171","bgm_M171","380000","0","1","380000","10030"
"31","2019/12/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M294","bgm_M294","380000","0","1","380000","10031"
"32","2020/01/14 12:00:00","0","0","2030/03/26 14:59:00","0","bgm_M182","bgm_M182","380000","0","1","380000","10032"
"33","2020/01/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M316","bgm_M316","380000","0","1","380000","10033"
"34","2020/02/10 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M189","bgm_M189","380000","0","1","380000","10034"
"35","2020/02/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M330","bgm_M330","380000","0","1","380000","10035"
"36","2020/02/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M330","bgm_M330","380000","0","1","380000","10036"
"37","2020/03/12 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M206","bgm_M206","380000","0","1","380000","10037"
"38","2020/03/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M343","bgm_M343","380000","0","1","380000","10038"
"39","2020/04/10 12:00:00","0","0","2030/03/26 14:59:00","0","bgm_M215","bgm_M215","380000","0","1","380000","10039"
"40","2020/04/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M351","bgm_M351","380000","0","1","380000","10040"
"41","2020/05/10 12:00:00","0","0","2030/03/26 14:59:00","0","bgm_M223","bgm_M223","380000","0","1","380000","10041"
"42","2020/05/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M375","bgm_M375","380000","0","1","380000","10042"
"43","2020/06/08 18:00:00","0","0","2030/03/26 14:59:00","0","bgm_M237","bgm_M237","380000","0","1","380000","10043"
"44","2020/06/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M380A","bgm_M380A","380000","0","1","380000","10044"
"45","2020/07/25 12:00:00","0","0","2030/03/26 14:59:00","0","bgm_M393","bgm_M393","380000","0","1","380000","10046"
"46","2020/07/09 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M245","bgm_M245","380000","0","1","380000","10045"
"47","2020/08/09 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M254","bgm_M254","380000","0","1","380000","10047"
"48","2020/08/24 12:00:00","0","0","2030/03/26 14:59:00","0","bgm_M403","bgm_M403","380000","0","1","380000","10048"
"49","2020/09/14 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M265","bgm_M265_Top","380000","0","1","380000","10049"
"50","2020/09/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M413","bgm_M413","380000","0","1","380000","10050"
"52","2020/10/26 12:00:00","0","0","2030/03/26 14:59:00","0","bgm_M421","bgm_M421","380000","0","1","380000","10052"
"53","2020/11/06","0","0","2030/03/26 14:59:00","0","0","0","380000","0","1","380000","10053"
"54","2020/11/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M426","bgm_M426","380000","0","1","380000","10054"
"56","2020/12/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M435","bgm_M435","380000","0","1","380000","10056"
"58","2021/01/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M442A","bgm_M442A","380000","0","1","380000","10058"
"59","2021/01/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M442B","bgm_M442B","380000","0","1","380000","10059"
"61","2021/02/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M451","bgm_M451","380000","0","1","380000","10061"
"64","2021/03/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M457","bgm_M457","380000","0","1","380000","10064"
"66","2021/04/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M467","bgm_M467","380000","0","1","380000","10066"
"68","2021/05/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M478","bgm_M478_Lofi","380000","0","1","380000","10068"
"70","2021/06/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M486","bgm_M486","380000","0","1","380000","10070"
"72","2021/07/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M496","bgm_M496","380000","0","1","380000","10072"
"74","2021/08/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M508","bgm_M508","380000","0","1","380000","10074"
"76","2021/09/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M520","bgm_M520","380000","0","1","380000","10076"
"78","2021/10/25 18:30:00","0","0","2030/03/26 14:59:00","0","bgm_M527","bgm_M527","380000","0","1","380000","10078"
"80","2021/11/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M536","bgm_M536","380000","0","1","380000","10080"
"82","2021/12/27 18:30:00","0","0","2030/03/26 14:59:00","0","bgm_M543","bgm_M543","380000","0","1","380000","10082"
"84","2022/01/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M552","bgm_M552","380000","0","1","380000","10084"
"85","2022/01/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M553","bgm_M553","380000","0","1","380000","10085"
"88","2022/02/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M565","bgm_M565","380000","0","1","380000","10088"
"90","2022/03/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M574","bgm_M574","380000","0","1","380000","10090"
"92","2022/04/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M582","bgm_M582","380000","0","1","380000","10092"
"94","2022/05/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M595","bgm_M595","380000","0","1","380000","10094"
"96","2022/06/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M601","bgm_M601","380000","0","1","380000","10096"
"98","2022/07/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M608","bgm_M608","380000","0","1","380000","10098"
"100","2022/08/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M618","bgm_M618","380000","0","1","380000","10100"
"102","2022/09/22 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M623","bgm_M623","380000","0","1","380000","10102"
"104","2022/10/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M630","bgm_M630","380000","0","1","380000","10104"
"106","2022/11/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M638","bgm_M638","380000","0","1","380000","10106"
"108","2022/12/27 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M647","bgm_M647","380000","0","1","380000","10108"
"110","2023/01/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M659","bgm_M659","380000","0","1","380000","10110"
"111","2023/01/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M660","bgm_M660","380000","0","1","380000","10111"
"114","2023/02/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_M668","bgm_M668","380000","0","1","380000","10114"
"116","2023/03/23 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC017","bgm_MC017","380000","0","1","380000","10116"
"118","2023/04/24 19:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC026","bgm_MC026","380000","0","1","380000","10118"
"120","2023/05/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC036","bgm_MC036","380000","0","1","380000","10120"
"122","2023/06/23 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC046","bgm_MC046","380000","0","1","380000","10122"
"124","2023/07/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC056","bgm_MC056","380000","0","1","380000","10124"
"126","2023/08/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC063","bgm_MC063","380000","0","1","380000","10126"
"128","2023/09/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC075","bgm_MC075","380000","0","1","380000","10128"
"130","2023/10/23 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC082","bgm_MC082","380000","0","1","380000","10130"
"132","2023/11/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC091","bgm_MC091","380000","0","1","380000","10132"
"134","2023/12/27 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC099","bgm_MC099","380000","0","1","380000","10134"
"136","2024/01/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC110","bgm_MC110","380000","0","1","380000","10136"
"137","2024/01/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC111","bgm_MC111","380000","0","1","380000","10137"
"140","2024/02/24 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC124","bgm_MC124","380000","0","1","380000","10140"
"142","2024/03/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC136","bgm_MC136","380000","0","1","380000","10142"
"144","2024/04/27 21:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC143","bgm_MC143","380000","0","1","380000","10144"
"146","2024/05/23 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC147","bgm_MC147","380000","0","1","380000","10146"
"148","2024/06/30 12:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC156","bgm_MC156","380000","0","1","380000","10148"
"150","2024/07/26 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC162","bgm_MC162","380000","0","1","380000","10150"
"152","2024/08/26 18:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC172","bgm_MC172_TitleCall","380000","0","1","380000","10152"
"154","2024/09/25 15:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC186","bgm_MC186","380000","0","1","380000","10154"
"156","2024/10/25 17:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC194","bgm_MC194","380000","0","1","380000","10156"
"158","2024/11/30 12:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC213","bgm_MC213","380000","0","1","380000","10158"
"160","2024/12/26 21:00:00","0","0","2030/03/26 14:59:00","0","bgm_MC215B","bgm_MC215B","380000","0","1","380000","10160"
