6db7645e4ecacb002c057b92a44bb84d486b43d27a848219b0cf11e2dd64d539,103871b610f232347ddff1a7986358781ce5e0efd931532fa070d5e7a7bdd664,7c8c7043d66496567c698ad49f242eedcaba2980d0c012fe83b8e029cb121e2c,da2daabcd47066c73e1cceb62034a23f8d235b4375b78b93e8aca0104ffacb13,535c7ac3734b3b212246ab02ff2bd1ca0a7f205ee3fbb591b19a20a6a13b5439,fda5f476baea109c3253cbc53794f45bd228ad866d0b67f108eba9ddb7b13ca4,fa2fad12cab10d9e1b7df8b83dfa9d80080b14ce6e4fd4f900403fb38b5dd1e4,edc2e13e3d98d6d026f9c95f70b3e910b3d938dcdd3219944a26604283b5d20f,44e069b5366c16b7e4267621a3bc0a60d9a3e8eccd3cc170da0be6859f5897da,ef418e639a0df965a0ef5690bc5b5100749ed992801da5e4cc77d58e2becb74a,130288fb67bf2156192d7cbe138323893f64af2b65c0bae44641b415e2a0f0f3,ef360b0efe60f0834c07f95962fa72d8d6423a1cbc2138927b76cd3eef6b97ea
"16","0","0","285","0","1","0","1160008","3","0","1.18441558441558","8"
"16","1","0","0","0","4","2.18441558441558","1160009","3","0","0","9"
"16","0","vo_10011600_1604","0","0","2","0","1160010","0","vo_10011600","0","10"
"16","0","0","370","285","1","0","1160011","3","0","0.353246753246753","11"
"16","1","0","0","0","4","0.553246753246753","1160012","3","0","0","12"
"16","0","vo_10011600_1605","0","0","2","0","1160013","0","vo_10011600","0","13"
"16","0","0","635","370","1","0","1160014","3","0","1.1012987012987","14"
"16","1","0","0","0","4","1.1012987012987","1160015","3","0","0","15"
"16","0","0","470","0","1","0","1160016","4","0","1.95324675324675","16"
"16","1","0","0","0","4","2.45324675324675","1160017","4","0","0","17"
"16","0","vo_10011600_1606","0","0","2","0","1160018","0","vo_10011600","0","18"
"16","0","0","660","470","1","0","1160019","4","0","0.78961038961039","19"
"16","1","0","0","0","4","1.78961038961039","1160020","4","0","0","20"
"16","0","vo_10011600_1607","0","0","2","0","1160021","0","vo_10011600","0","21"
"16","0","0","480","0","1","0","1160022","5","0","1.99480519480519","22"
"16","1","0","0","0","4","2.99480519480519","1160023","5","0","0","23"
"16","0","vo_10011600_1608","0","0","2","0","1160024","0","vo_10011600","0","24"
"16","0","0","660","480","1","0","1160025","5","0","0.748051948051948","25"
"16","1","0","0","0","4","1.99805194805195","1160026","5","0","0","26"
"16","0","vo_10011600_1609","0","0","2","0","1160027","0","vo_10011600","0","27"
"16","0","0","370","0","1","0","1160028","6","0","1.53766233766234","28"
"16","1","0","0","0","4","2.13766233766234","1160029","6","0","0","29"
"16","0","vo_10011600_1610","0","0","2","0","1160030","0","vo_10011600","0","30"
"16","0","0","710","370","1","0","1160031","6","0","1.41298701298701","31"
"16","1","0","0","0","4","1.41298701298701","1160032","6","0","0","32"
"16","0","0","190","0","1","0","1160033","7","0","0.78961038961039","33"
"16","1","0","0","0","4","2.33961038961039","1160034","7","0","0","34"
"16","0","vo_10011600_1611","0","0","2","0","1160035","0","vo_10011600","0","35"
"16","0","0","360","190","1","0","1160036","7","0","0.706493506493507","36"
"16","1","0","0","0","4","1.00649350649351","1160037","7","0","0","37"
"16","0","vo_10011600_1612","0","0","2","0","1160038","0","vo_10011600","0","38"
"16","0","0","710","360","1","0","1160039","7","0","1.45454545454545","39"
"16","1","0","0","0","4","2.95454545454545","1160040","7","0","0","40"
"16","0","vo_10011600_1613","0","0","2","0","1160041","0","vo_10011600","0","41"
"16","0","0","770","710","1","0","1160042","7","0","0.249350649350649","42"
"16","1","0","0","0","4","0.749350649350649","1160043","7","0","0","43"
"16","0","vo_10011600_1614","0","0","2","0","1160044","0","vo_10011600","0","44"
"16","0","0","558","0","1","0","1160045","8","0","2.31896103896104","45"
"16","1","0","0","0","4","3.71896103896104","1160046","8","0","0","46"
"16","0","vo_10011600_1615","0","0","2","0","1160047","0","vo_10011600","0","47"
"16","0","0","730","558","1","0","1160048","8","0","0.714805194805195","48"
"16","1","0","0","0","4","2.71480519480519","1160049","8","0","0","49"
"16","0","0","560","0","1","0","1160050","9","0","0.01","50"
"16","1","0","0","0","4","0","1160051","9","0","0","51"
"16","0","vo_10011600_1616","0","0","2","0","1160052","0","vo_10011600","0","52"
"16","0","0","710","560","1","0","1160053","9","0","0.623376623376623","53"
"17","0","vo_10011600_1701","0","0","2","0","1170001","0","vo_10011600","0","1"
"17","0","0","160","0","1","0","1170002","1","0","0.664935064935065","2"
"17","1","0","0","0","4","2.16493506493507","1170003","1","0","0","3"
"17","0","vo_10011600_1702","0","0","2","0","1170004","0","vo_10011600","0","4"
"17","0","0","125","0","1","0","1170005","2","0","0.730519480519481","5"
"17","1","0","0","0","4","1.53051948051948","1170006","2","0","0","6"
"17","0","vo_10011600_1703","0","0","2","0","1170007","0","vo_10011600","0","7"
"17","0","0","770","125","1","0","1170008","2","0","3.35064935064935","8"
"17","1","0","0","0","4","4.85064935064935","1170009","2","0","0","9"
"17","0","vo_10011600_1704","0","0","2","0","1170010","0","vo_10011600","0","10"
"17","0","0","205","0","1","0","1170011","3","0","0.851948051948052","11"
"17","1","0","0","0","4","2.10194805194805","1170012","3","0","0","12"
"17","0","vo_10011600_1705","0","0","2","0","1170013","0","vo_10011600","0","13"
"17","0","0","730","205","1","0","1170014","3","0","2.72727272727273","14"
"17","1","0","0","0","4","4.47727272727273","1170015","3","0","0","15"
"17","0","vo_10011600_1706","0","0","2","0","1170016","0","vo_10011600","0","16"
"17","0","0","400","0","1","0","1170017","4","0","1.66233766233766","17"
"17","1","0","0","0","4","2.86233766233766","1170018","4","0","0","18"
"17","0","vo_10011600_1707","0","0","2","0","1170019","0","vo_10011600","0","19"
"17","0","0","710","400","1","0","1170020","4","0","1.28831168831169","20"
"17","1","0","0","0","4","3.03831168831169","1170021","4","0","0","21"
"17","0","vo_10011600_1708","0","0","2","0","1170022","0","vo_10011600","0","22"
"17","0","0","570","0","1","0","1170023","5","0","2.36883116883117","23"
"17","1","0","0","0","4","3.76883116883117","1170024","5","0","0","24"
"17","0","vo_10011600_1709","0","0","2","0","1170025","0","vo_10011600","0","25"
"17","0","0","360","0","1","0","1170026","6","0","1.4961038961039","26"
"17","1","0","0","0","4","2.2461038961039","1170027","6","0","0","27"
"17","0","vo_10011600_1710","0","0","2","0","1170028","0","vo_10011600","0","28"
"17","0","0","595","360","1","0","1170029","6","0","0.976623376623377","29"
"17","1","0","0","0","4","1.97662337662338","1170030","6","0","0","30"
"17","0","vo_10011600_1711","0","0","2","0","1170031","0","vo_10011600","0","31"
"17","0","0","333","0","1","0","1170032","7","0","1.3838961038961","32"
"17","1","0","0","0","4","2.7838961038961","1170033","7","0","0","33"
"17","0","vo_10011600_1712","0","0","2","0","1170034","0","vo_10011600","0","34"
"17","0","0","530","333","1","0","1170035","7","0","0.818701298701299","35"
"17","1","0","0","0","4","1.8187012987013","1170036","7","0","0","36"
"17","0","vo_10011600_1713","0","0","2","0","1170037","0","vo_10011600","0","37"
"17","0","0","740","530","1","0","1170038","7","0","0.872727272727273","38"
"17","1","0","0","0","4","2.67272727272727","1170039","7","0","0","39"
"17","0","vo_10011600_1714","0","0","2","0","1170040","0","vo_10011600","0","40"
"17","0","0","140","0","1","0","1170041","8","0","0.581818181818182","41"
"17","1","0","0","0","4","1.38181818181818","1170042","8","0","0","42"
"17","0","vo_10011600_1715","0","0","2","0","1170043","0","vo_10011600","0","43"
"17","0","0","465","140","1","0","1170044","8","0","1.35064935064935","44"
"17","1","0","0","0","4","2.60064935064935","1170045","8","0","0","45"
"17","0","vo_10011600_1716","0","0","2","0","1170046","0","vo_10011600","0","46"
"17","0","0","700","465","1","0","1170047","8","0","0.976623376623377","47"
"17","1","0","0","0","4","2.97662337662338","1170048","8","0","0","48"
"17","0","0","470","0","1","0","1170049","9","0","0.01","49"
"17","1","0","0","0","4","0","1170050","9","0","0","50"
"17","0","vo_10011600_1717","0","0","2","0","1170051","0","vo_10011600","0","51"
"17","0","0","700","470","1","0","1170052","9","0","1.19480519480519","52"
