27f482673c9851d448afa86db003b39df70282f37cd183c0fcd8bdc33233746b,4c1d9494e8a063826e50daf148507041447127fc639e82525f06d87ad39ba91b,3ccb49e55586b7c2fbf9eb1204fca4a9bfa07529e3a3e0625034a2fb0e18bebb,961e32c410f776367f7ec49da900cacf966168298154da4fcb08db1df8951559,e61a86f4b32dbcee30937300ccebd3fe03c4f5bb3e89853a49a0defb1196b1d1,4d1ce4fe2a16e3a33b3719573d4011ac29b42426ae30e9be6ddf41efb4df591d,8e0f342589067ef9ce3777468343bd67bd088cca3863675002f438de2dfb03e5,7d1bb5045b02e04d7b5a125deb5998d6d4573871e3bc91f4cfeb127ce7c85055,6de6f322b625e59687654abf74715023a9b94c7ec5fa87fe3b98c4b87c702947,b71e7f8ec05e31d2d2fdb4d015326f8d4c34b3b15e0cafbec7d431e1a27e68d4
"10013","1002","1004","2021/02/28 11:59:59","2","1003","1003","2021/02/15 15:00:00","2","2015009"
"10014","1001","0","2021/08/15 14:59:59","1","0","0","2021/02/28 12:00:00","1","0"
"10015","1002","0","2021/08/15 14:59:59","2","0","0","2021/02/28 12:00:00","2","2015009"
"10016","1001","1005","2021/08/31 11:59:59","1","0","0","2021/08/15 15:00:00","1","0"
"10017","1002","1005","2021/08/31 11:59:59","2","0","0","2021/08/15 15:00:00","2","2015009"
"10018","1001","0","2030/02/15 14:59:59","1","0","0","2021/08/31 12:00:00","1","0"
"10019","1002","0","2030/02/15 14:59:59","2","0","0","2021/08/31 12:00:00","2","2015009"
"10020","1001","1006","2022/02/28 11:59:59","1","1004","1004","2022/02/15 15:00:00","1","0"
"10021","1002","1006","2022/02/28 11:59:59","2","1004","1004","2022/02/15 15:00:00","2","2015009"
"10022","1001","0","2022/08/15 14:59:59","1","0","0","2022/02/28 12:00:00","1","0"
"10023","1002","0","2022/08/15 14:59:59","2","0","0","2022/02/28 12:00:00","2","2015009"
"10024","1001","1007","2022/08/31 11:59:59","1","0","0","2022/08/15 15:00:00","1","0"
"10025","1002","1007","2022/08/31 11:59:59","2","0","0","2022/08/15 15:00:00","2","2015009"
"10026","1001","0","2023/02/15 14:59:59","1","0","0","2022/08/31 12:00:00","1","0"
"10027","1002","0","2023/02/15 14:59:59","2","0","0","2022/08/31 12:00:00","2","2015009"
"10028","1001","1008","2023/02/28 11:59:59","1","1005","1005","2023/02/15 15:00:00","1","0"
"10029","1002","1008","2023/02/28 11:59:59","2","1005","1005","2023/02/15 15:00:00","2","2015009"
"10030","1001","0","2023/08/15 14:59:59","1","0","0","2023/02/28 12:00:00","1","0"
"10031","1002","0","2023/08/15 14:59:59","2","0","0","2023/02/28 12:00:00","2","2015009"
"10032","1003","0","2023/08/15 14:59:59","2","0","0","2023/03/15 12:00:00","3","2201005"
"10033","1001","1009","2023/08/31 11:59:59","1","0","0","2023/08/15 15:00:00","1","0"
"10034","1002","1009","2023/08/31 11:59:59","2","0","0","2023/08/15 15:00:00","2","2015009"
"10035","1001","0","2024/02/14 23:59:59","1","0","0","2023/08/31 12:00:00","1","0"
"10036","1002","0","2024/02/14 23:59:59","2","0","0","2023/08/31 12:00:00","2","2015009"
"10037","1003","1009","2023/08/31 11:59:59","2","0","0","2023/08/15 15:00:00","3","2201005"
"10038","1003","0","2024/02/14 23:59:59","3","0","0","2023/08/31 12:00:00","3","2201005"
"10039","1001","1010","2024/02/29 11:59:59","1","1006","1006","2024/02/15","1","0"
"10040","1002","1010","2024/02/29 11:59:59","2","1006","1006","2024/02/15","2","2015009"
"10041","1001","0","2024/08/15 14:59:59","1","0","0","2024/02/29 12:00:00","1","0"
"10042","1002","0","2024/08/15 14:59:59","2","0","0","2024/02/29 12:00:00","2","2015009"
"10043","1003","1010","2024/02/29 11:59:59","3","1006","1006","2024/02/15","3","2201005"
"10044","1003","0","2024/08/15 14:59:59","3","0","0","2024/02/29 12:00:00","3","2201005"
"10045","1001","1011","2024/08/16 11:59:59","1","0","0","2024/08/15 15:00:00","1","0"
"10046","1002","1011","2024/08/16 11:59:59","2","0","0","2024/08/15 15:00:00","2","2015009"
"10047","1003","1011","2024/08/16 11:59:59","3","0","0","2024/08/15 15:00:00","3","2201005"
"10048","1004","1011","2024/08/21 11:59:59","1","0","0","2024/08/16 12:00:00","1","0"
"10049","1004","1011","2024/08/21 11:59:59","2","0","0","2024/08/16 12:00:00","2","2015009"
"10050","1004","1011","2024/08/21 11:59:59","3","0","0","2024/08/16 12:00:00","3","2201005"
"10051","1001","1011","2024/08/31 11:59:59","1","0","0","2024/08/21 12:00:00","1","0"
"10052","1002","1011","2024/08/31 11:59:59","2","0","0","2024/08/21 12:00:00","2","2015009"
"10053","1001","0","2025/02/14 23:59:59","1","0","0","2024/08/31 12:00:00","1","0"
"10054","1002","0","2025/02/14 23:59:59","2","0","0","2024/08/31 12:00:00","2","2015009"
"10055","1003","1011","2024/08/31 11:59:59","3","0","0","2024/08/21 12:00:00","3","2201005"
"10056","1003","0","2025/02/14 23:59:59","3","0","0","2024/08/31 12:00:00","3","2201005"
