2a78fdf758c0fbd5c1d263479673b2f79d3f1005ef9c877db155c2066d30c8b4,2df6c5c1acfc50680e4186917324f6c55f88268677393c7574b4f8c64b969ecf,cc69a097c43cc905917b327504f53a6aeedf1c64dcbdfae4c70dd8fb9c765af1,1eef551da97c1b3f7241ca756b779ddfcdc5cb07971512e374c34f72464d101c,3dfa1cb95a8632b52651db77878f3934ef939be0b57afd04d9bb38f06981f683,ed5a3b1381b0614957dff7e7490d0463a2f781cf69c9ffba915f259c9c6dc4df
"10073","610073407","0","1","0","175"
"10074","610074501","0","1","0","250"
"10074","610074502","0","1","0","380"
"10074","610074503","0","1","0","-100"
"10074","610074504","0","1","0","480"
"10074","610074601","1","2","1","20"
"10074","610074602","1","2","2","140"
"10074","610074603","1","2","3","300"
"10075","610075601","0","2","0","-150"
"10075","610075602","0","2","0","-145"
"10076","610076601","0","2","0","-180"
"10076","610076602","0","2","0","-145"
"10076","610076603","0","2","0","150"
"10077","610077404","1","1","1","20"
"10077","610077405","1","1","2","140"
"10077","610077406","1","1","3","300"
"10079","610079401","0","1","1","20"
"10079","610079402","0","1","2","140"
"10079","610079403","0","1","3","300"
"10080","610080601","0","2","0","-220"
"10080","610080602","0","2","0","-110"
"10080","610080603","0","2","0","0"
"10081","610081501","0","2","0","-180"
"10081","610081502","0","2","0","20"
"10081","610081503","0","2","0","150"
"10082","610082501","1","1","0","20"
"10082","610082502","1","1","0","140"
"10082","610082503","1","1","0","300"
"10083","610083501","0","1","0","-120"
"10083","610083502","0","1","0","-10"
"10083","610083503","0","1","0","30"
"10084","610084601","0","1","0","-150"
"10084","610084602","0","1","0","250"
"10084","610084603","0","1","0","50"
"10084","610084604","0","1","0","450"
"10084","610084701","1","2","1","-15"
"10084","610084702","1","2","2","40"
"10084","610084703","1","2","3","-70"
"10084","610084704","1","2","4","40"
"10084","610084705","1","2","5","-15"
"10084","610084706","1","2","6","-70"
"10084","610084707","1","2","7","40"
"10084","610084708","1","2","8","-15"
"10084","610084709","1","2","9","-70"
"10084","610084710","1","2","10","-100"
"10085","610085501","0","1","0","-500"
"10085","610085502","0","1","0","-220"
"10085","610085503","0","1","0","-50"
"10085","610085504","0","1","0","-350"
"10086","610086501","1","1","1","20"
"10086","610086502","1","1","2","140"
"10086","610086503","1","1","3","300"
"10086","610086601","0","1","0","200"
"10086","610086602","0","1","0","-200"
"10087","610087501","0","2","0","40"
"10087","610087502","0","2","0","-15"
"10087","610087503","0","2","0","-90"
"10087","610087504","0","2","0","200"
"10088","610088404","1","1","1","20"
"10088","610088405","1","1","2","100"
"10088","610088406","1","1","3","150"
"10088","610088407","1","1","4","200"
"10088","610088408","1","1","5","250"
"10088","610088409","1","1","6","300"
"10089","610089501","0","1","0","-200"
"10089","610089502","0","1","0","-80"
"10089","610089503","0","1","0","100"
"10092","610092404","1","1","1","20"
"10092","610092405","1","1","2","140"
"10092","610092406","1","1","3","300"
"10092","610092501","0","2","0","-150"
"10092","610092502","0","2","0","250"
"10092","610092503","0","2","0","50"
"10092","610092504","0","2","0","450"
"10093","610093501","0","1","0","-170"
"10093","610093502","0","1","0","20"
"10093","610093503","0","1","0","49"
"10094","610094501","1","1","1","-150"
"10094","610094502","1","1","2","250"
"10094","610094503","1","1","3","50"
"10094","610094504","1","1","4","450"
"10095","610095501","0","2","0","-180"
"10095","610095502","0","2","0","20"
"10095","610095503","0","2","0","150"
"10096","610096501","0","2","0","-180"
"10096","610096502","0","2","0","80"
"10096","610096503","0","2","0","-145"
"10097","610097506","0","2","0","350"
"10097","610097507","0","2","0","250"
"10097","610097640","0","1","0","250"
"10097","610097641","0","1","0","350"
"10097","610097642","0","1","0","700"
"10097","610097643","0","1","0","800"
"10098","610098501","0","2","0","-180"
"10098","610098502","0","2","0","-25"
"10098","610098503","0","2","0","280"
"10098","610098601","0","2","0","-40"
"10098","610098602","0","2","0","80"
"10098","610098603","0","2","0","180"
"10098","610098604","0","2","0","280"
"10099","610099501","1","1","1","20"
"10099","610099502","1","1","2","140"
"10099","610099503","1","1","3","300"
"10099","610099601","0","2","0","-180"
"10099","610099602","0","2","0","-145"
"10099","610099603","0","2","0","80"
"10100","610100501","0","1","0","-150"
"10100","610100502","0","1","0","0"
"10100","610100503","0","1","0","300"
"10100","610100504","0","1","0","150"
"10101","610101501","0","1","0","250"
"10101","610101502","0","1","0","380"
"10101","610101503","0","1","0","-100"
"10101","610101504","0","1","0","480"
"10101","610101601","1","2","1","20"
"10101","610101602","1","2","2","140"
"10101","610101603","1","2","3","300"
"10102","610102501","0","2","0","-180"
"10102","610102502","0","2","0","50"
"10102","610102503","0","2","0","180"
"10103","610103601","0","2","0","-180"
"10103","610103602","0","2","0","-145"
"10103","610103603","0","2","0","150"
"10104","610104501","0","1","0","-110"
"10104","610104502","0","1","0","0"
"10104","610104503","0","1","0","-200"
"10106","610106601","1","2","0","150"
"10106","610106602","1","2","0","-50"
"10106","610106603","1","2","0","-300"
"10107","610107601","0","2","0","-220"
"10107","610107602","0","2","0","-110"
"10107","610107603","0","2","0","0"
"10109","610109501","1","1","0","20"
"10109","610109502","1","1","0","140"
"10109","610109503","1","1","0","300"
"10110","610110501","0","1","0","-200"
"10110","610110502","0","1","0","-100"
"10110","610110503","0","1","0","0"
"10110","610110504","0","1","0","100"
"10111","610111501","0","2","0","-120"
"10111","610111502","0","2","0","-40"
"10111","610111503","0","2","0","40"
"10112","610112601","0","1","0","-150"
"10112","610112602","0","1","0","250"
"10112","610112603","0","1","0","50"
"10112","610112604","0","1","0","450"
"10112","610112701","1","2","1","-15"
"10112","610112702","1","2","2","40"
"10112","610112703","1","2","3","-70"
"10112","610112704","1","2","4","40"
"10112","610112705","1","2","5","-15"
"10112","610112706","1","2","6","-70"
"10112","610112707","1","2","7","40"
"10112","610112708","1","2","8","-15"
"10112","610112709","1","2","9","-70"
"10112","610112710","1","2","10","-100"
"10113","610113501","0","1","0","-500"
"10113","610113502","0","1","0","-220"
"10113","610113503","0","1","0","-50"
"10113","610113504","0","1","0","-350"
"10114","610114501","1","1","0","-400"
"10114","610114502","1","1","0","-300"
"10114","610114503","1","1","0","-200"
"10114","610114504","1","1","0","-100"
"10115","610115404","1","1","1","20"
"10115","610115405","1","1","2","140"
"10115","610115406","1","1","3","300"
"10117","610117501","1","1","0","20"
"10117","610117502","1","1","0","140"
"10117","610117503","1","1","0","300"
"10119","610119404","1","1","1","20"
"10119","610119405","1","1","2","140"
"10119","610119406","1","1","3","300"
"10119","610119501","0","2","0","-150"
"10119","610119502","0","2","0","250"
"10119","610119503","0","2","0","50"
"10119","610119504","0","2","0","450"
"10120","610120501","0","2","0","-275"
"10120","610120502","0","2","0","-45"
"10120","610120503","0","2","0","115"
"10120","610120504","0","2","0","175"
"10121","610121501","1","1","1","-150"
"10121","610121502","1","1","2","250"
"10121","610121503","1","1","3","50"
"10121","610121504","1","1","4","450"
"10122","610122403","0","2","0","-220"
"10122","610122404","0","2","0","-110"
"10122","610122405","0","2","0","0"
"10123","610123501","0","2","0","-180"
"10123","610123502","0","2","0","80"
"10123","610123503","0","2","0","-145"
"10124","610124407","0","1","0","-220"
"10124","610124408","0","1","0","-110"
"10124","610124409","0","1","0","0"
"10125","610125501","0","2","0","-180"
"10125","610125502","0","2","0","-25"
"10125","610125503","0","2","0","280"
"10125","610125601","0","2","0","-40"
"10125","610125602","0","2","0","80"
"10125","610125603","0","2","0","180"
"10125","610125604","0","2","0","280"
"10155","610126404","0","2","0","-300"
"10155","610126405","0","2","0","-200"
"10155","610126406","0","2","0","20"
"10155","610126407","0","2","0","80"
"10127","610127501","0","1","0","-150"
"10127","610127502","0","1","0","250"
"10127","610127503","0","1","0","50"
"10127","610127504","0","1","0","450"
"10157","610128402","1","1","0","-220"
"10157","610128403","1","1","0","-110"
"10157","610128404","1","1","0","0"
"10129","610129501","0","2","0","-180"
"10129","610129502","0","2","0","-145"
"10129","610129503","0","2","0","80"
"10129","610129601","0","2","0","-180"
"10129","610129602","0","2","0","-145"
"10129","610129603","0","2","0","80"
"10159","610130502","0","2","0","-100"
"10159","610130503","0","2","0","100"
"10159","610130504","0","2","0","220"
"10131","610131501","0","1","0","-110"
"10131","610131502","0","1","0","0"
"10131","610131503","0","1","0","-200"
"10132","610132601","1","1","0","-220"
"10132","610132602","1","1","0","-140"
"10132","610132603","1","1","0","-60"
"10132","610132604","1","1","0","0"
"10132","610132701","1","1","0","-220"
"10132","610132702","1","1","0","-140"
"10132","610132703","1","1","0","-60"
"10132","610132704","1","1","0","0"
"10133","610133501","0","2","0","-180"
"10133","610133502","0","2","0","-145"
"10133","610133503","0","2","0","80"
"10133","610133601","1","2","0","150"
"10133","610133602","1","2","0","-50"
"10133","610133603","1","2","0","-300"
"10134","610134602","1","2","0","-220"
"10134","610134603","1","2","0","-140"
"10134","610134604","1","2","0","-60"
"10134","610134605","1","2","0","0"
"10134","610134702","1","2","0","-220"
"10134","610134703","1","2","0","-140"
"10134","610134704","1","2","0","-60"
"10134","610134705","1","2","0","0"
"10164","610136601","0","1","0","-180"
"10164","610136602","0","1","0","80"
"10164","610136603","0","1","0","-145"
"10164","610136604","0","2","0","0"
"10136","610136701","0","1","0","-180"
"10136","610136702","0","1","0","80"
"10136","610136703","0","1","0","-145"
"10136","610136704","0","2","0","0"
"10138","610138501","0","1","0","-200"
"10138","610138502","0","1","0","-100"
"10138","610138503","0","1","0","0"
"10138","610138504","0","1","0","100"
"10139","610139501","0","2","0","-120"
"10139","610139502","0","2","0","-40"
"10139","610139503","0","2","0","40"
"10141","610141501","1","1","0","-400"
"10141","610141502","1","1","0","-300"
"10141","610141503","1","1","0","-200"
"10141","610141504","1","1","0","-100"
"10167","610142601","0","2","0","-200"
"10167","610142602","0","2","0","-140"
"10167","610142603","0","2","0","-60"
"10167","610142604","0","2","0","0"
"10142","610142701","0","2","0","-200"
"10142","610142702","0","2","0","-140"
"10142","610142703","0","2","0","-60"
"10142","610142704","0","2","0","0"
"10168","610144601","0","2","0","-200"
"10168","610144602","0","2","0","-140"
"10168","610144603","0","2","0","-60"
"10168","610144604","0","2","0","0"
"10144","610144701","0","2","0","-200"
"10144","610144702","0","2","0","-140"
"10144","610144703","0","2","0","-60"
"10144","610144704","0","2","0","0"
"10169","610146601","0","1","0","-250"
"10169","610146602","0","1","0","-180"
"10169","610146603","0","1","0","100"
"10169","610146604","0","1","0","150"
"10146","610146701","0","1","0","-250"
"10146","610146702","0","1","0","-180"
"10146","610146703","0","1","0","100"
"10146","610146704","0","1","0","150"
"10147","610147501","0","2","0","-275"
"10147","610147502","0","2","0","-45"
"10147","610147503","0","2","0","115"
"10147","610147504","0","2","0","175"
"10170","610148601","0","1","0","-220"
"10170","610148602","0","1","0","-100"
"10170","610148603","0","1","0","0"
"10148","610148701","0","1","0","-220"
"10148","610148702","0","1","0","-100"
"10148","610148703","0","1","0","0"
"10149","610149403","0","2","0","-220"
"10149","610149404","0","2","0","-110"
"10149","610149405","0","2","0","0"
"10151","610151407","0","1","0","-220"
"10151","610151408","0","1","0","-110"
"10151","610151409","0","1","0","0"
"10172","610152601","1","1","0","-480"
"10172","610152602","1","1","0","-440"
"10172","610152603","1","1","0","-320"
"10172","610152604","1","1","0","-260"
"10152","610152701","1","1","0","-480"
"10152","610152702","1","1","0","-440"
"10152","610152703","1","1","0","-320"
"10152","610152704","1","1","0","-260"
"10153","610153501","0","1","0","-180"
"10153","610153502","0","1","0","-80"
"10173","610154601","0","2","0","-200"
"10173","610154602","0","2","0","-140"
"10173","610154603","0","2","0","-60"
"10173","610154701","0","2","0","-200"
"10173","610154702","0","2","0","-140"
"10173","610154703","0","2","0","-60"
"10176","610156601","0","2","0","-200"
"10176","610156602","0","2","0","-140"
"10176","610156603","0","2","0","-60"
"10176","610156604","0","2","0","0"
"10176","610156701","0","2","0","-200"
"10176","610156702","0","2","0","-140"
"10176","610156703","0","2","0","-60"
"10176","610156704","0","2","0","0"
"10177","610158601","0","2","0","-200"
"10177","610158602","0","2","0","-140"
"10177","610158603","0","2","0","-60"
"10177","610158604","0","2","0","0"
"10177","610158701","0","2","0","-200"
"10177","610158702","0","2","0","-140"
"10177","610158703","0","2","0","-60"
"10177","610158704","0","2","0","0"
"10178","610160601","1","1","0","-200"
"10178","610160602","1","1","0","-140"
"10178","610160603","1","1","0","-60"
"10178","610160604","1","1","0","0"
"10178","610160701","1","1","0","-200"
"10178","610160702","1","1","0","-140"
"10178","610160703","1","1","0","-60"
"10178","610160704","1","1","0","0"
