9609dff771b2b585e9738723d153b81d2ec56fde87e44d091255a4389ba14168,71685b31c2f23f1d370f7fcb121ee011c47bc4c68a345cba5075e829f5af92cd,278190cb3d46e2fb7ebc35313bc42e7a5f024868edc97ad4251348eece581431,6504c9397612f328326c9c3f4db8c8840cc12a3b36e11e02851dc6297365b890,693d71c32a80c87679249ad585668d51f5797de4b1960038968eb4b2ddabcff1
"28","173","3","173","42"
"101","174","3","174","42"
"50","175","3","175","88"
"75","176","3","176","66"
"32","177","3","177","38"
"97","178","3","178","38"
"93","179","3","179","63"
"43","180","3","180","86"
"24","181","4","181","40"
"107","182","4","182","40"
"87","183","4","183","61"
"54","184","4","184","86"
"35","185","4","185","40"
"94","186","4","186","40"
"42","187","4","187","65"
"71","188","4","188","86"
"28","189","4","189","41"
"101","190","4","190","41"
"55","191","4","191","65"
"61","192","4","192","86"
"26","193","4","193","43"
"107","194","4","194","43"
"61","195","4","195","86"
"71","196","4","196","68"
"35","197","4","197","46"
"94","198","4","198","46"
"82","199","4","199","71"
"59","200","4","200","91"
"58","201","4","201","102"
"26","202","4","202","41"
"104","203","4","203","41"
"48","204","4","204","60"
"71","205","4","205","80"
"58","206","4","206","102"
"35","207","4","207","40"
"94","208","4","208","40"
"78","209","4","209","80"
"45","210","4","210","65"
"58","211","4","211","102"
"29","212","4","212","46"
"100","213","4","213","46"
"80","214","4","214","65"
"45","215","4","215","75"
"58","216","4","216","102"
"29","217","4","217","41"
"105","218","4","218","41"
"57","219","4","219","83"
"45","220","4","220","65"
"58","221","4","221","102"
"32","222","4","222","46"
"97","223","4","223","46"
"68","224","4","224","62"
"74","225","4","225","86"
"32","226","4","226","41"
"104","227","4","227","41"
"42","228","4","228","65"
"57","229","4","229","86"
"78","230","4","230","73"
"24","231","4","231","40"
"110","232","4","232","40"
"44","233","4","233","58"
"81","234","4","234","71"
"57","235","4","235","93"
"42","236","4","236","40"
"97","237","4","237","40"
"65","238","4","238","61"
"75","239","4","239","83"
"46","240","4","240","77"
"41","241","4","241","41"
"105","242","4","242","41"
"48","243","4","243","71"
"58","244","4","244","91"
"88","245","4","245","61"
"31","246","4","246","41"
"97","247","4","247","41"
"45","248","4","248","74"
"81","249","4","249","65"
"72","250","4","250","86"
"47","251","5","251","30"
"88","252","5","252","30"
"85","253","5","253","52"
"79","254","5","254","70"
"39","255","5","255","32"
"99","256","5","256","32"
"50","257","5","257","90"
"85","258","5","258","60"
"38","259","5","259","35"
"100","260","5","260","35"
"52","261","5","261","64"
"81","262","5","262","52"
"44","263","5","263","31"
"91","264","5","264","31"
"58","265","5","265","50"
"79","266","5","266","62"
"47","267","5","267","30"
"88","268","5","268","30"
"50","269","5","269","71"
"82","270","5","270","54"
"38","271","5","271","35"
"97","272","5","272","35"
"50","273","5","273","70"
"70","274","5","274","55"
"50","275","5","275","95"
"46","276","5","276","30"
"89","277","5","277","30"
"49","278","5","278","50"
"66","279","5","279","70"
"86","280","5","280","60"
"44","281","5","281","31"
"91","282","5","282","31"
"73","283","5","283","75"
"85","284","5","284","65"
"50","285","5","285","48"
"41","286","5","286","31"
"94","287","5","287","31"
"50","288","5","288","90"
"86","289","5","289","65"
"68","290","5","290","50"
"46","291","5","291","31"
"89","292","5","292","31"
"59","293","5","293","60"
"70","294","5","294","47"
"69","295","5","295","75"
"44","296","5","296","32"
"88","297","5","297","32"
"52","298","5","298","90"
"58","299","5","299","52"
"83","300","5","300","72"
"41","301","5","301","33"
"96","302","5","302","33"
"50","303","5","303","65"
"63","304","5","304","80"
"81","305","5","305","52"
"44","306","5","306","30"
"91","307","5","307","30"
"54","308","5","308","45"
"62","309","5","309","67"
"83","310","5","310","55"
"50","311","5","311","30"
"85","312","5","312","30"
"50","313","5","313","56"
"63","314","5","314","90"
"82","315","5","315","67"
"46","316","5","316","30"
"91","317","5","317","30"
"68","318","5","318","60"
"82","319","5","319","48"
"83","320","5","320","75"
"98","321","2","321","59"
"26","322","2","322","58"
"107","323","2","323","72"
"83","324","2","324","61"
"65","325","2","325","63"
"33","326","2","326","58"
"57","327","2","327","57"
"107","328","2","328","72"
"39","329","2","329","57"
"92","330","2","330","55"
