6d48d4f0958626ce569acbba6146d3ac30de8ba1cd06d594bc56c6db32cec256,22e8e68f3ca84c0956f4f710f61cc45768d4185c35a635278fce5331b6897ba7,19b1753e4f541a1918719adf8a1a7ce57ea84af42672afb92e8a2df190ae9ce1,64ce78c9cb7aee72720bc098388fb8e43df9a69959730106ac1b136901fc4192,bab3322566d603728b2e3e91edb33ebf01dfb1bdef221de568eb34af84e79d05,5b293b4b3948ed8827f82f30a82c4995cccc21c8772e6195828d39dd00429a70,3e5cb6dfcfea0105f6b5fff7858965b8d5660e382b903ae9c60980ce668bcce7,83e9f941438cf738a5b984a9d6ab4041eb650d36da6375bb16bd24dff5a06a02,87480c1e344ba56a92b2ccd46215d8268b50b6d88c01fef607264c9427b84917,cf2c151f0a4a803149f7af1960a7af7fdf9527d7eb57a8028a21e7c308fdd3d9,2c9507bb83bbe7eaf58bc959caa8ba62b4e5d7e9d04296db2b049223707f738e
"1010020019","-160","0","1","5","1002","1","travel_exdrama_r_100_raiseup","11","-100","1.46"
"1010020020","0","","0","93","1002","0.4","","0","0","0"
"1010020021","0","","1","32","1002","10000","","","",""
"1010020022","","","0","93","1002","0.6","","","",""
"1010020023","0","","","6","1002","1000001","","","","0.12"
"1010020024","0","","","6","1002","1000002","","","","0.12"
"1010020025","0","","","6","1002","1000003","","","","0.12"
"1010020026","0","","","6","1002","1000004","","","","0.12"
"1010020027","0","","","6","1002","1000005","","","","0.12"
"1010020028","0","","","6","1002","1","","","","0.12"
"1010020029","","","0","93","1002","0.12","","","",""
"1010020030","","","","91","1002","0","","","",""
"1010110001","1","","10100","31","1011","10100","","-350","5","1"
"1010110002","1","","10002","31","1011","10002","","-525","50","0"
"1010110003","1","","10101","31","1011","10101","","-184","-121","1"
"1010110004","1","","10102","31","1011","10102","","-350","5","0"
"1010110005","1","","10103","31","1011","10103","","-350","5","0"
"1010110006","1","","10104","31","1011","10104","","-350","5","0"
"1010110007","-200","0","1000001","1","1011","1","travel_exdrama_r_101_walk","11","-470","1.46"
"1010110008","-150","0","1000002","1","1011","1","travel_exdrama_r_101_walk","1","-320","1.46"
"1010110009","-200","0","1","5","1011","1","travel_exdrama_r_101_walk","12","-470","1.46"
"1010110010","-150","0","2","5","1011","1","travel_exdrama_r_101_walk","2","-320","1.46"
"1010120001","","","se_travel_finish_cave_rare","23","1012","se_travel","","0","",""
"1010120002","0","","-500","2","1012","1000001","","-200","0.1",""
"1010120003","0","","-350","2","1012","1000002","","-150","0.1",""
"1010120004","0","","-500","2","1012","1","","-200","0.1",""
"1010120005","0","","-350","2","1012","2","","-150","0.1",""
"1010120006","1","0.2","travel_exdrama_r_101_joy","3","1012","1000001","","0","travel_exdrama_r_101_walk","0.2"
"1010120007","1","0.2","travel_exdrama_r_101_joy","3","1012","1000002","","0","travel_exdrama_r_101_walk","0.2"
"1010120008","1","0.2","travel_exdrama_r_101_joy","3","1012","1","","0","travel_exdrama_r_101_walk","0.2"
"1010120009","1","0.2","travel_exdrama_r_101_joy","3","1012","2","","0","travel_exdrama_r_101_walk","0.2"
"1010120010","","","0","32","1012","10101","","0","",""
"1010120011","","","1","32","1012","10102","","0","",""
"1010120012","","","0","93","1012","1.66","","","",""
"1010120013","","","1","32","1012","10101","","0","",""
"1010120014","","","0","32","1012","10102","","0","",""
"1010120015","0","","-470","2","1012","1000001","","-200","0.2",""
"1010120016","0","","-320","2","1012","1000002","","-150","0.2",""
"1010120017","0","","-470","2","1012","1","","-200","0.2",""
"1010120018","0","","-320","2","1012","2","","-150","0.2",""
"1010130001","","","se_travel_finish_cave_event","23","1013","se_travel","","0","",""
"1010130002","1","0","travel_exdrama_r_101_panic_A","3","1013","1000001","","0","travel_exdrama_r_101_walk","0.2"
"1010130003","1","0","travel_exdrama_r_101_panic_B","3","1013","1000002","","0","travel_exdrama_r_101_walk","0.2"
"1010130004","1","0","travel_exdrama_r_101_panic_A","3","1013","1","","0","travel_exdrama_r_101_walk","0.2"
"1010130005","1","0","travel_exdrama_r_101_panic_B","3","1013","2","","0","travel_exdrama_r_101_walk","0.2"
"1010130006","","","1","32","1013","10002","","","",""
"1010130007","","","1","32","1013","10103","","","",""
"1010130008","","","0","93","1013","3","","","",""
"1010130009","","","0","32","1013","10002","","","",""
"1010130010","","","0","32","1013","10103","","","",""
"1010140001","0","0","-500","2","1014","1000001","","-200","0.1","0"
"1010140002","0","0","-350","2","1014","1000002","","-150","0.1","0"
"1010140003","0","0","-500","2","1014","1","","-200","0.1","0"
"1010140004","0","0","-350","2","1014","2","","-150","0.1","0"
"1010140005","0","0","travel_exdrama_r_finish_B_hand","3","1014","1000001","","0","","0"
"1010140006","0","0","travel_exdrama_r_finish_B_hand","3","1014","1000002","","0","","0"
"1010140007","0","0","travel_exdrama_r_101_finish","3","1014","1","","0","","0"
"1010140008","0","0","travel_exdrama_r_101_finish","3","1014","2","","0","","0"
"1010140009","","","0","32","1014","10101","","0","",""
"1010140010","","","1","32","1014","10104","","0","",""
"1010210001","1","","10200","31","1021","10200","","-350","5","1"
"1010210002","1","","10201","31","1021","10201","","-350","5","0"
"1010210003","1","","10202","31","1021","10202","","-350","5","0"
"1010210004","1","","10203","31","1021","10203","","-490","86","0"
"1010210005","1","","10204","31","1021","10204","","-200","105","0"
"1010210006","1","","10001","31","1021","10001","","-525","50","0"
"1010210007","-180","0","1000001","1","1021","1","travel_exdrama_r_102_book","1","-490","1.46"
"1010210008","-180","0","1000002","1","1021","1","travel_exdrama_r_102_loupe","2","-200","1.46"
"1010210009","-180","0","1","5","1021","1","travel_exdrama_r_102_book","11","-490","1.46"
"1010210010","-180","0","2","5","1021","1","travel_exdrama_r_102_loupe","12","-200","1.46"
"1010210011","-136","0","5","5","1021","5","reliclight_none","13","-339","2"
"1010220001","","","se_travel_finish_ruins_rare","23","1022","se_travel","","0","",""
"1010220002","1","0.2","travel_exdrama_r_102_bookFind_A","3","1022","1000001","","0","travel_exdrama_r_102_book","0.2"
"1010220003","1","0.2","travel_exdrama_r_102_loupeFind_A","3","1022","1000002","","0","travel_exdrama_r_102_loupe","0.2"
"1010220004","1","0.2","travel_exdrama_r_102_bookFind_A","3","1022","1","","0","travel_exdrama_r_102_book","0.2"
"1010220005","1","0.2","travel_exdrama_r_102_loupeFind_A","3","1022","2","","0","travel_exdrama_r_102_loupe","0.2"
"1010220006","","","1","32","1022","10202","","","",""
"1010220007","","","1","32","1022","10203","","","",""
"1010220008","","","1","32","1022","10204","","","",""
"1010220009","","","0","93","1022","1.66","","","",""
"1010220010","","","0","32","1022","10202","","","",""
"1010220011","","","0","32","1022","10203","","","",""
"1010220012","","","0","32","1022","10204","","","",""
"1010230001","","","se_travel_finish_ruins_event","23","1023","se_travel","","0","",""
"1010230002","1","0","travel_exdrama_r_102_bookFind_B","3","1023","1000001","","0","travel_exdrama_r_102_book","0.2"
"1010230003","1","0","travel_exdrama_r_102_loupeFind_B","3","1023","1000002","","0","travel_exdrama_r_102_loupe","0.2"
"1010230004","1","0","travel_exdrama_r_102_bookFind_B","3","1023","1","","0","travel_exdrama_r_102_book","0.2"
"1010230005","1","0","travel_exdrama_r_102_loupeFind_B","3","1023","2","","0","travel_exdrama_r_102_loupe","0.2"
"1010230006","","","reliclight_on","3","1023","5","","0","",""
"1010230007","","","1","32","1023","10201","","","",""
"1010230008","","","1","32","1023","10001","","","",""
"1010230009","","","0","93","1023","3","","","",""
"1010230010","","","0","32","1023","10201","","","",""
"1010230011","","","0","32","1023","10001","","","",""
"1010230012","","","reliclight_none","3","1023","5","","0","",""
"1010240001","0","0","1","4","1024","1000002","","0","","0"
"1010240002","0","0","1","4","1024","2","","0","","0"
"1010240003","0","0","travel_exdrama_r_finish_A","3","1024","1000001","","0","","0"
"1010240004","0","0","travel_exdrama_r_finish_A_front","3","1024","1000002","","0","","0"
"1010240005","0","0","travel_exdrama_r_102_book_finish","3","1024","1","","0","","0"
"1010240006","0","0","travel_exdrama_r_102_loupe_finish","3","1024","2","","0","","0"
"1010240007","","","reliclight_none","3","1024","5","","0","",""
"1010310001","1","","10300","31","1031","10300","","-350","5","1"
"1010310002","1","","10301","31","1031","10301","","-350","5","0"
"1010310003","1","","10302","31","1031","10302","","-350","5","0"
"1010310004","1","","10002","31","1031","10002","","-525","50","0"
"1010310005","-200","0","1000001","1","1031","1","travel_exdrama_r_103_dig_A","5","-510","1.46"
"1010310006","-175","0","1000002","1","1031","1","travel_exdrama_r_103_dig_B","3","-400","1.46"
"1010310007","-140","0","1000003","1","1031","1","travel_exdrama_r_103_map","1","-190","1.46"
"1010310008","-200","0","1","5","1031","1","travel_exdrama_r_103_dig_A","6","-510","1.46"
"1010310009","-175","0","2","5","1031","1","travel_exdrama_r_103_dig_B","4","-400","1.46"
"1010310010","-140","0","3","5","1031","1","travel_exdrama_r_103_map","2","-190","1.46"
"1010320001","","","se_travel_finish_dig_rare","23","1032","se_travel","","0","",""
"1010320002","1","0.2","travel_exdrama_r_103_surprise_A","3","1032","1000001","","0","travel_exdrama_r_103_dig_A","0.2"
"1010320003","1","0.2","travel_exdrama_r_103_surprise_A","3","1032","1000002","","0","travel_exdrama_r_103_dig_B","0.2"
"1010320004","1","0.2","travel_exdrama_r_103_mapSurprise_A","3","1032","1000003","","0","travel_exdrama_r_103_map","0.2"
"1010320005","1","0.2","travel_exdrama_r_103_surprise_A","3","1032","1","","0","travel_exdrama_r_103_dig_A","0.2"
"1010320006","1","0.2","travel_exdrama_r_103_surprise_A","3","1032","2","","0","travel_exdrama_r_103_dig_B","0.2"
"1010320007","1","0.2","travel_exdrama_r_103_mapSurprise_A","3","1032","3","","0","travel_exdrama_r_103_map","0.2"
"1010320008","","","1","32","1032","10302","","","",""
"1010320009","","","0","93","1032","1.25","","","",""
"1010320010","","","0","32","1032","10302","","","",""
"1010330001","","","se_travel_finish_dig_event","23","1033","se_travel","","0","",""
"1010330002","1","0","travel_exdrama_r_103_surprise_B","3","1033","1000001","","0","travel_exdrama_r_103_dig_A","0.2"
"1010330003","1","0","travel_exdrama_r_103_surprise_B","3","1033","1000002","","0","travel_exdrama_r_103_dig_B","0.2"
"1010330004","1","0","travel_exdrama_r_103_mapSurprise_B","3","1033","1000003","","0","travel_exdrama_r_103_map","0.2"
"1010330005","1","0","travel_exdrama_r_103_surprise_B","3","1033","1","","0","travel_exdrama_r_103_dig_A","0.2"
"1010330006","1","0","travel_exdrama_r_103_surprise_B","3","1033","2","","0","travel_exdrama_r_103_dig_B","0.2"
"1010330007","1","0","travel_exdrama_r_103_mapSurprise_B","3","1033","3","","0","travel_exdrama_r_103_map","0.2"
"1010330008","","","1","32","1033","10301","","","",""
"1010330009","","","1","32","1033","10002","","","",""
"1010330010","","","0","93","1033","3","","","",""
"1010330011","","","0","32","1033","10301","","","",""
"1010330012","","","0","32","1033","10002","","","",""
"1010340001","","","1","4","1034","1000003","","","",""
"1010340002","","","1","4","1034","3","","","",""
"1010340003","0","0","travel_exdrama_r_finish_B","3","1034","1000001","","0","","0"
"1010340004","0","0","travel_exdrama_r_finish_B","3","1034","1000002","","0","","0"
"1010340005","0","0","travel_exdrama_r_finish_A_front","3","1034","1000003","","0","","0"
"1010340006","0","0","travel_exdrama_r_103_shovel","3","1034","1","","0","","0"
"1010340007","0","0","travel_exdrama_r_103_shovel","3","1034","2","","0","","0"
"1010340008","0","0","travel_exdrama_r_103_map_finish","3","1034","3","","0","","0"
"1010410001","1","","10400","31","1041","10400","","-350","5","1"
"1010410002","1","","10401","31","1041","10401","","-350","5","1"
"1010410003","1","","10402","31","1041","10402","","-350","5","0"
"1010410004","1","","10403","31","1041","10403","","-350","5","0"
"1010410005","1","","10001","31","1041","10001","","-525","50","0"
"1010410006","-150","0","1000001","1","1041","1","travel_exdrama_r_104_fishingIdle","12","-450","1.46"
"1010410007","-125","0","1000002","1","1041","1","travel_exdrama_r_104_idle_B","10","-200","1.46"
"1010410008","-150","0","1","5","1041","2","travel_exdrama_r_104_fishingIdle","11","-450","1.46"
"1010410009","-150","0","10","5","1041","4","none","20","-350","1"
"1010420001","","","se_travel_finish_bridge_rare","23","1042","se_travel","","0","",""
"1010420002","1","0.2","travel_exdrama_r_104_fishingCatch","3","1042","1000001","","0","travel_exdrama_r_104_fishingIdle","0.2"
"1010420003","1","0.2","travel_exdrama_r_104_glad_B","3","1042","1000002","","0","travel_exdrama_r_104_idle_B","0.2"
"1010420004","1","0.2","travel_exdrama_r_104_fishingCatch","3","1042","1","","0","travel_exdrama_r_104_fishingIdle","0.2"
"1010420005","1","0","fish","3","1042","10","","0","none","0"
"1010420006","","","1","32","1042","10402","","","",""
"1010420007","","","0","93","1042","1.25","","","",""
"1010420008","","","0","32","1042","10402","","","",""
"1010430001","","","se_travel_finish_bridge_event","23","1043","se_travel","","0","",""
"1010430002","1","0","travel_exdrama_r_104_fishingBig","3","1043","1000001","","0","travel_exdrama_r_104_fishingIdle","0"
"1010430003","1","0","travel_exdrama_r_104_surprise_B","3","1043","1000002","","0","travel_exdrama_r_104_idle_B","0"
"1010430004","1","0","travel_exdrama_r_104_fishingBig","3","1043","1","","0","travel_exdrama_r_104_fishingIdle","0"
"1010430005","","","1","32","1043","10403","","","",""
"1010430006","","","1","32","1043","10001","","","",""
"1010430007","","","0","93","1043","3","","","",""
"1010430008","","","0","32","1043","10403","","","",""
"1010430009","","","0","32","1043","10001","","","",""
"1010440001","","","1","4","1044","1000002","","","",""
"1010440002","0","0","travel_exdrama_r_104_fishing_finish","3","1044","1000001","","0","","0"
"1010440003","0","0","travel_exdrama_r_finish_A_front","3","1044","1000002","","0","","0"
"1010440004","0","0","travel_exdrama_r_104_fishing_finish","3","1044","1","","0","","0.2"
"1010510001","1","","10500","31","1051","10500","","-350","5","1"
"1010510002","1","","10501","31","1051","10501","","-350","-200","0"
"1010510003","1","","10001","31","1051","10001","","-525","50","0"
"1010510004","-200","0","1000001","1","1051","1","travel_exdrama_r_105_netSearch","1","-470","1.46"
"1010510005","-220","0","1000002","1","1051","1","travel_exdrama_r_105_binoculars","2","-200","1.46"
"1010510006","-200","0","1","5","1051","1","travel_exdrama_r_105_netSearch","5","-470","1.46"
"1010510007","-220","0","2","5","1051","1","travel_exdrama_r_105_binoculars","3","-200","1.46"
"1010510008","-230","0","10","5","1051","3","idle","4","-350","1.46"
"1010520001","1","0.1","travel_exdrama_r_105_netFind_A","3","1052","1000001","","0","travel_exdrama_r_105_netSearch","0.2"
"1010520002","1","0.2","travel_exdrama_r_105_binocularsFind_A","3","1052","1000002","","0","travel_exdrama_r_105_binoculars","0.2"
"1010520003","1","0.1","travel_exdrama_r_105_netFind_A","3","1052","1","","0","travel_exdrama_r_105_netSearch","0.2"
"1010520004","1","0.2","travel_exdrama_r_105_binocularsFind_A","3","1052","2","","0","travel_exdrama_r_105_binoculars","0.2"
"1010520005","1","0.2","beetle","3","1052","10","","0","idle","0.2"
"1010520006","","","1","32","1052","10501","","","",""
"1010520007","","","0","93","1052","1.2","","","",""
"1010520008","","","0","32","1052","10501","","","",""
"1010530001","","","se_travel_finish_insects_event","23","1053","se_travel","","0","",""
"1010530002","1","0","travel_exdrama_r_105_netFind_B","3","1053","1000001","","0","travel_exdrama_r_105_netSearch","0.2"
"1010530003","1","0","travel_exdrama_r_105_binocularsFind_B","3","1053","1000002","","0","travel_exdrama_r_105_binoculars","0.2"
"1010530004","1","0","travel_exdrama_r_105_netFind_B","3","1053","1","","0","travel_exdrama_r_105_netSearch","0.2"
"1010530005","1","0","travel_exdrama_r_105_binocularsFind_B","3","1053","2","","0","travel_exdrama_r_105_binoculars","0.2"
"1010530006","1","0","butterfly","3","1053","10","","0","idle","0.2"
"1010530007","","","1","32","1053","10501","","","",""
"1010530008","","","1","32","1053","10001","","","",""
"1010530009","","","0","93","1053","2.6","","","",""
"1010530010","","","0","32","1053","10501","","","",""
"1010530011","","","1","32","1053","10501","","","",""
"1010530012","","","0","93","1053","0.4","","","",""
"1010530013","","","0","32","1053","10501","","","",""
"1010530014","","","0","32","1053","10001","","","",""
"1010540001","","","1","4","1054","1000002","","","",""
"1010540002","","","1","4","1054","2","","","",""
"1010540003","0","0","travel_exdrama_r_finish_B_hand","3","1054","1000001","","0","","0"
"1010540004","0","0","travel_exdrama_r_finish_B","3","1054","1000002","","0","","0"
"1010540005","0","0","travel_exdrama_r_105_net_finish","3","1054","1","","0","","0"
"1010540006","0","0","travel_exdrama_r_105_binoculars_finish","3","1054","2","","0","","0"
"1010540007","0","0","stop","3","1054","10","","0","","0"
"1010610001","1","","10600","31","1061","10600","","-350","5","1"
"1010610002","1","","10601","31","1061","10601","","-350","5","0"
"1010610003","1","","10602","31","1061","10602","","-350","5","0"
"1010610004","1","","10603","31","1061","10603","","-350","5","0"
"1010610005","1","","10604","31","1061","10604","","-350","5","1"
"1010610006","1","","10605","31","1061","10605","","-350","5","1"
"1010610007","1","","10001","31","1061","10001","","-525","50","0"
"1010610008","-224","0","1000001","1","1061","1","travel_exdrama_r_106_idle_A","18","-497","1.46"
"1010610009","-116","0","1000002","1","1061","1","travel_exdrama_r_106_idle_B","2","-208","1.46"
"1010610010","-224","0","1","5","1061","1","travel_exdrama_r_106_idle_A","30","-497","1.46"
"1010610011","-116","0","2","5","1061","1","travel_exdrama_r_000_none","3","-208","1.46"
"1010620001","","","se_travel_finish_beach_rare","23","1062","se_travel","","0","",""
"1010620002","1","0.2","travel_exdrama_r_106_rare_A","3","1062","1000001","","0","travel_exdrama_r_106_idle_A","0"
"1010620003","1","0.2","travel_exdrama_r_106_rare_B","3","1062","1000002","","0","travel_exdrama_r_106_idle_B","0"
"1010620004","1","0.2","travel_exdrama_r_106_rare_A","3","1062","1","","0","travel_exdrama_r_106_idle_A","0"
"1010620005","0","0.2","travel_exdrama_r_106_rare_B","3","1062","2","","0","travel_exdrama_r_000_none","0"
"1010620006","","","1","32","1062","10603","","","",""
"1010620007","","","0","93","1062","1.2","","","",""
"1010620008","","","0","32","1062","10603","","","",""
"1010630001","","","se_travel_finish_beach_event","23","1063","se_travel","","0","",""
"1010630002","1","0","travel_exdrama_r_106_memory_A","3","1063","1000001","","0","travel_exdrama_r_106_idle_A","0"
"1010630003","1","0","travel_exdrama_r_106_memory_B","3","1063","1000002","","0","travel_exdrama_r_106_idle_B","0"
"1010630004","1","0","travel_exdrama_r_106_memory_A","3","1063","1","","0","travel_exdrama_r_106_idle_A","0"
"1010630005","","","1","32","1063","10601","","","",""
"1010630006","","","1","32","1063","10602","","","",""
"1010630007","","","1","32","1063","10001","","","",""
"1010630008","","","0","93","1063","3","","","",""
"1010630009","","","0","32","1063","10601","","","",""
"1010630010","","","0","32","1063","10602","","","",""
"1010630011","","","0","32","1063","10001","","","",""
"1010640001","","","1","4","1064","1000002","","","",""
"1010640002","","","1","4","1064","1000001","","","",""
"1010640003","","","1","4","1064","2","","","",""
"1010640004","","0","travel_exdrama_r_106_finish_A","3","1064","1000001","","0","","0"
"1010640005","","0","travel_exdrama_r_106_finish_B","3","1064","1000002","","0","","0"
"1010640006","","0","travel_exdrama_r_106_rare_A","3","1064","1","","0","","0"
"1010640007","","0","travel_exdrama_r_000_none","3","1064","2","","0","","0"
"1010710001","1","","10700","31","1071","10700","","-350","5","1"
"1010710002","1","","10701","31","1071","10701","","-350","5","1"
"1010710003","1","","10702","31","1071","10702","","-350","5","0"
"1010710004","1","","10703","31","1071","10703","","-350","5","0"
"1010710005","1","","10001","31","1071","10001","","-525","50","0"
"1010710006","-170","0","1000001","1","1071","1","travel_exdrama_r_107_dig_A","32","-470","1.46"
"1010710007","-170","1","1000002","1","1071","1","travel_exdrama_r_107_dig_B","30","-215","1.46"
"1010710008","-170","0","1","5","1071","1","travel_exdrama_r_107_dig_A","33","-470","1.46"
"1010710009","-170","1","10","5","1071","1","travel_exdrama_r_107_dig_B","31","-215","1.46"
"1010720001","","","se_travel_finish_raredrop","23","1072","se_travel","","0","",""
"1010720002","1","0.2","travel_exdrama_r_107_joy","3","1072","1000001","","0","travel_exdrama_r_107_dig_A","0.2"
"1010720003","1","0.2","travel_exdrama_r_107_joy","3","1072","1000002","","0","travel_exdrama_r_107_dig_B","0.2"
"1010720004","1","0.2","travel_exdrama_r_107_joy","3","1072","1","","0","travel_exdrama_r_107_dig_A","0.2"
"1010720005","1","0.2","travel_exdrama_r_107_joy","3","1072","10","","0","travel_exdrama_r_107_dig_B","0.2"
"1010720006","","","0","32","1072","10701","","","",""
"1010720007","","","1","32","1072","10702","","","",""
"1010720008","","","0","93","1072","1.4","","","",""
"1010720009","","","1","32","1072","10701","","","",""
"1010720010","","","0","32","1072","10702","","","",""
"1010730001","","","se_travel_finish_memory_event","23","1073","se_travel","","0","",""
"1010730002","1","0","travel_exdrama_r_107_surprise_A","3","1073","1000001","","0","travel_exdrama_r_107_dig_A","0.2"
"1010730003","1","0","travel_exdrama_r_107_surprise_B","3","1073","1000002","","0","travel_exdrama_r_107_dig_B","0.2"
"1010730004","1","0","travel_exdrama_r_107_surprise_A","3","1073","1","","0","travel_exdrama_r_107_dig_A","0.2"
"1010730005","1","0","travel_exdrama_r_107_surprise_B","3","1073","10","","0","travel_exdrama_r_107_dig_B","0.2"
"1010730006","","","1","32","1073","10703","","","",""
"1010730007","","","1","32","1073","10001","","","",""
"1010730008","","","0","32","1073","10701","","","",""
"1010730009","","","0","93","1073","3","","","",""
"1010730010","","","0","32","1073","10703","","","",""
"1010730011","","","0","32","1073","10001","","","",""
"1010730012","","","1","32","1073","10701","","","",""
"1010740001","","","1","4","1074","1000002","","","",""
"1010740002","","","1","4","1074","10","","","",""
"1010740003","0","0","travel_exdrama_r_finish_B_hand","3","1074","1000001","","0","","0"
"1010740004","0","0","travel_exdrama_r_finish_B_hand","3","1074","1000002","","0","","0"
"1010740005","0","0","travel_exdrama_r_107_finish_A","3","1074","1","","0","","0"
"1010740006","0","0","travel_exdrama_r_107_finish_A","3","1074","10","","0","","0"
"1010740007","","","0","32","1074","10701","","","",""
"1010810001","1","","10800","31","1081","10800","","-350","5","1"
"1010810002","1","","10401","31","1081","10401","","-350","5","1"
"1010810003","1","","10402","31","1081","10402","","-350","5","0"
"1010810004","1","","10403","31","1081","10403","","-350","5","0"
"1010810005","1","","10001","31","1081","10001","","-525","50","0"
"1010810006","-150","0","1000001","1","1081","1","travel_exdrama_r_104_fishingIdle","12","-450","1.46"
"1010810007","-125","0","1000002","1","1081","1","travel_exdrama_r_104_idle_B","10","-200","1.46"
"1010810008","-150","0","1","5","1081","2","travel_exdrama_r_104_fishingIdle","11","-450","1.46"
"1010810009","-150","0","10","5","1081","4","none","20","-350","1"
"1010820001","","","se_travel_finish_bridge_rare","23","1082","se_travel","","0","",""
"1010820002","1","0.2","travel_exdrama_r_104_fishingCatch","3","1082","1000001","","0","travel_exdrama_r_104_fishingIdle","0.2"
"1010820003","1","0.2","travel_exdrama_r_104_glad_B","3","1082","1000002","","0","travel_exdrama_r_104_idle_B","0.2"
"1010820004","1","0.2","travel_exdrama_r_104_fishingCatch","3","1082","1","","0","travel_exdrama_r_104_fishingIdle","0.2"
"1010820005","1","0","fish","3","1082","10","","0","none","0"
"1010820006","","","1","32","1082","10402","","","",""
"1010820007","","","0","93","1082","1.25","","","",""
"1010820008","","","0","32","1082","10402","","","",""
"1010830001","","","se_travel_finish_bridge_event","23","1083","se_travel","","0","",""
"1010830002","1","0","travel_exdrama_r_104_fishingBig","3","1083","1000001","","0","travel_exdrama_r_104_fishingIdle","0"
"1010830003","1","0","travel_exdrama_r_104_surprise_B","3","1083","1000002","","0","travel_exdrama_r_104_idle_B","0"
