8138470bd2bc8b94ea576b4b5b8956c7037a578e615bf5ccdf39dc43a1e57982,a9a4344c35cc4ef4866d6a949474f33c7970b9ae1bcf8edbb1a84d6d35995b3e,4b815a139ff662b26c3dd883d9a92ca26f985e87508c6a19deee42a70353f590,428403c91cb766d08fd71ce9f98f49bf67b0a4cd90ae0d133efb14b8f2c9e559,b1f9e04014a18ba2eae100e892966a7ff6c884cb9ed7d1eac904945e47c2d064,53e80298602a890284c362d2723fe4c50f4cc6ee70554c79d7b01858911de8f7,369be61efbf2079e3e7bfee96976a2e0557682bb39e3b9e6d8303311d772cbab,a70b3d1ff1de9b3edda86abe07992ae636399e1bd0856b417f161cd23be7d545,b046b42e79af30b1ac890b0e6db64406c11734bf7c662f443199251659e2dfbc,b82ba325b6102917b906d6373250b03bdace5cf56e8e4fab81ca2d2475dafd40,b2ee3d3819f0bf9fbcce21d393870318640480666297b229d078ecc5a18b98f4,d76195ff22a4429f9b9328f32655682773b7026b61683b06db4d55d75e4e153a,718855db89d3605503b0cacc4f2cca07a98632d1eb2d815f620d4d76674d0aa7,5201b0c25f50eb536129bd41d58aa36dd1899748e61b6ff52f05ff96fbdc1aa0,ba5580e89bf068afee06fcf81045ce1345f5a7456efbf4c6282473a3e3c2dbcb
"102401008","0","0","0","1","0","0","610137504","0","61013601","0","0","0","16","610137008"
"102401009","0","0","0","1","0","0","610137504","0","61013601","0","0","0","16","610137009"
"102402001","0","0","0","1","0","0","610140504","0","61014001","0","0","0","16","610140007"
"102402002","0","0","0","1","0","0","610140504","0","61014001","0","0","0","16","610140008"
"102402003","0","0","0","1","0","0","610140504","0","61014001","0","0","0","16","610140009"
"102403001","0","0","0","1","0","0","610142404","0","61014201","0","0","0","16","610142004"
"102403002","0","0","0","1","0","0","610142405","0","61014201","0","0","0","16","610142005"
"102403003","0","0","0","1","0","0","610142406","0","61014201","0","0","0","16","610142006"
"102403004","0","0","0","1","0","0","610142504","0","61014201","0","0","0","16","610142007"
"102403005","0","0","0","1","0","0","610142505","0","61014201","0","0","0","16","610142008"
"102403006","0","0","0","1","0","0","610142506","0","61014201","0","0","0","16","610142009"
"102404001","0","0","0","1","0","0","610144404","0","61014401","0","0","0","16","610144004"
"102404002","0","0","0","1","0","0","610144405","0","61014401","0","0","0","16","610144005"
"102404003","0","0","0","1","0","0","610144406","0","61014401","0","0","0","16","610144006"
"102404004","0","0","0","1","0","0","610144504","0","61014401","0","0","0","16","610144007"
"102404005","0","0","0","1","0","0","610144505","0","61014401","0","0","0","16","610144008"
"102404006","0","0","0","1","0","0","610144506","0","61014401","0","0","0","16","610144009"
"102405001","0","0","0","1","0","0","610146404","0","61014601","0","0","0","16","610146004"
"102405002","0","0","0","1","0","0","610146405","0","61014601","0","0","0","16","610146005"
"102405003","0","0","0","1","0","0","610146406","0","61014601","0","0","0","16","610146006"
"102405004","0","0","0","1","0","0","610146504","0","61014601","0","0","0","16","610146007"
"102405005","0","0","0","1","0","0","610146505","0","61014601","0","0","0","16","610146008"
"102405006","0","0","0","1","0","0","610146506","0","61014601","0","0","0","16","610146009"
"102406001","0","0","0","1","0","0","610148404","0","61014801","0","0","0","16","610148004"
"102406002","0","0","0","1","0","0","610148405","0","61014801","0","0","0","16","610148005"
"102406003","0","0","0","1","0","0","610148406","0","61014801","0","0","0","16","610148006"
"102406004","0","0","0","1","0","0","610148504","0","61014801","0","0","0","16","610148007"
"102406005","0","0","0","1","0","0","610148505","0","61014801","0","0","0","16","610148008"
"102406006","0","0","0","1","0","0","610148506","0","61014801","0","0","0","16","610148009"
"102407001","0","0","0","4","0","0","610150404","0","61015001","0","0","0","16","610150004"
"102407002","0","0","0","4","0","0","610150405","0","61015001","0","0","0","16","610150005"
"102407003","0","0","0","4","0","0","610150406","0","61015001","0","0","0","16","610150006"
"102407004","0","0","0","4","0","0","610150504","0","61015001","0","0","0","16","610150007"
"102407005","0","0","0","4","0","0","610150505","0","61015001","0","0","0","16","610150008"
"102407006","0","0","0","4","0","0","610150506","0","61015001","0","0","0","16","610150009"
"102408001","0","0","0","4","0","0","610152404","0","61015201","0","0","0","16","610152004"
"102408002","0","0","0","4","0","0","610152405","0","61015201","0","0","0","16","610152005"
"102408003","0","0","0","4","0","0","610152406","0","61015201","0","0","0","16","610152006"
"102408004","0","0","0","4","0","0","610152504","0","61015201","0","0","0","16","610152007"
"102408005","0","0","0","4","0","0","610152505","0","61015201","0","0","0","16","610152008"
"102408006","0","0","0","4","0","0","610152506","0","61015201","0","0","0","16","610152009"
"102691001","0","0","0","1","0","0","102690311","0","0","0","0","0","0","120690033"
"102701001","0","0","0","1","0","0","102700311","0","0","0","0","0","0","120700033"
"401705101","0","0","0","1","0","0","401705112","0","0","0","0","0","9","401705101"
"401705102","0","0","0","1","0","0","401705113","0","0","0","0","0","9","401705102"
"401705105","0","0","0","1","0","0","401705114","0","0","0","0","0","9","401705105"
"401705106","0","0","0","1","0","0","401705115","0","0","0","0","0","9","401705106"
"401705107","0","0","0","1","0","0","401705116","0","0","0","0","0","9","401705107"
"401705201","0","0","0","1","0","0","401705212","0","0","0","0","0","9","401705201"
"401705202","0","0","0","1","0","0","401705213","0","0","0","0","0","9","401705202"
"401705205","0","0","0","1","0","0","401705214","0","0","0","0","0","9","401705205"
"401705206","0","0","0","1","0","0","401705215","0","0","0","0","0","9","401705206"
"401705207","0","0","0","1","0","0","401705216","0","0","0","0","0","9","401705207"
"401705301","0","0","0","1","0","0","401705312","0","0","0","0","0","9","401705301"
"401705302","0","0","0","1","0","0","401705313","0","0","0","0","0","9","401705302"
"401705305","0","0","0","1","0","0","401705314","0","0","0","0","0","9","401705305"
"401705306","0","0","0","1","0","0","401705315","0","0","0","0","0","9","401705306"
"401705307","0","0","0","1","0","0","401705316","0","0","0","0","0","9","401705307"
"401705401","0","0","0","1","0","0","401705412","0","0","0","0","0","9","401705401"
"401705402","0","0","0","1","0","0","401705413","0","0","0","0","0","9","401705402"
"401705405","0","0","0","1","0","0","401705414","0","0","0","0","0","9","401705405"
"401705406","0","0","0","1","0","0","401705415","0","0","0","0","0","9","401705406"
"401705407","0","0","0","1","0","0","401705416","0","0","0","0","0","9","401705407"
"401705501","0","0","0","1","0","0","401705512","0","0","0","0","0","9","401705501"
"401705502","0","0","0","1","0","0","401705513","0","0","0","0","0","9","401705502"
"401705505","0","0","0","1","0","0","401705514","0","0","0","0","0","9","401705505"
"401705506","0","0","0","1","0","0","401705515","0","0","0","0","0","9","401705506"
"401705507","0","0","0","1","0","0","401705516","0","0","0","0","0","9","401705507"
"401705601","0","0","0","1","0","0","401705612","0","0","0","0","0","9","401705601"
"401705602","0","0","0","1","0","0","401705613","0","0","0","0","0","9","401705602"
"401705605","0","0","0","1","0","0","401705614","0","0","0","0","0","9","401705605"
"401705606","0","0","0","1","0","0","401705615","0","0","0","0","0","9","401705606"
"401705607","0","0","0","1","0","0","401705616","0","0","0","0","0","9","401705607"
"401705701","0","0","0","1","0","0","401705712","0","0","0","0","0","9","401705701"
"401705702","0","0","0","1","0","0","401705713","0","0","0","0","0","9","401705702"
"401705705","0","0","0","1","0","0","401705714","0","0","0","0","0","9","401705705"
"401705706","0","0","0","1","0","0","401705715","0","0","0","0","0","9","401705706"
"401705707","0","0","0","1","0","0","401705716","0","0","0","0","0","9","401705707"
"401706101","0","0","0","1","0","0","401706109","0","0","0","0","0","9","401706101"
"401706102","0","0","0","1","0","0","401706110","0","0","0","0","0","9","401706102"
"401706103","0","0","0","1","0","0","401706111","0","0","0","0","0","9","401706103"
"401706104","0","0","0","1","0","0","401706112","0","0","0","0","0","9","401706104"
"401706108","0","0","0","1","0","0","401706113","0","0","0","0","0","9","401706108"
"401706201","0","0","0","1","0","0","401706209","0","0","0","0","0","9","401706201"
"401706202","0","0","0","1","0","0","401706210","0","0","0","0","0","9","401706202"
"401706203","0","0","0","1","0","0","401706211","0","0","0","0","0","9","401706203"
"401706204","0","0","0","1","0","0","401706212","0","0","0","0","0","9","401706204"
"401706208","0","0","0","1","0","0","401706213","0","0","0","0","0","9","401706208"
"401706301","0","0","0","1","0","0","401706309","0","0","0","0","0","9","401706301"
"401706302","0","0","0","1","0","0","401706310","0","0","0","0","0","9","401706302"
"401706303","0","0","0","1","0","0","401706311","0","0","0","0","0","9","401706303"
"401706304","0","0","0","1","0","0","401706312","0","0","0","0","0","9","401706304"
"401706308","0","0","0","1","0","0","401706313","0","0","0","0","0","9","401706308"
"401706401","0","0","0","1","0","0","401706409","0","0","0","0","0","9","401706401"
"401706402","0","0","0","1","0","0","401706410","0","0","0","0","0","9","401706402"
"401706403","0","0","0","1","0","0","401706411","0","0","0","0","0","9","401706403"
"401706404","0","0","0","1","0","0","401706412","0","0","0","0","0","9","401706404"
"401706408","0","0","0","1","0","0","401706413","0","0","0","0","0","9","401706408"
"401706501","0","0","0","1","0","0","401706509","0","0","0","0","0","9","401706501"
"401706502","0","0","0","1","0","0","401706510","0","0","0","0","0","9","401706502"
"401706503","0","0","0","1","0","0","401706511","0","0","0","0","0","9","401706503"
"401706504","0","0","0","1","0","0","401706512","0","0","0","0","0","9","401706504"
"401706508","0","0","0","1","0","0","401706513","0","0","0","0","0","9","401706508"
"401706601","0","0","0","1","0","0","401706609","0","0","0","0","0","9","401706601"
"401706602","0","0","0","1","0","0","401706610","0","0","0","0","0","9","401706602"
"401706603","0","0","0","1","0","0","401706611","0","0","0","0","0","9","401706603"
"401706604","0","0","0","1","0","0","401706612","0","0","0","0","0","9","401706604"
"401706608","0","0","0","1","0","0","401706613","0","0","0","0","0","9","401706608"
"401706701","0","0","0","1","0","0","401706709","0","0","0","0","0","9","401706701"
"401706702","0","0","0","1","0","0","401706710","0","0","0","0","0","9","401706702"
"401706703","0","0","0","1","0","0","401706711","0","0","0","0","0","9","401706703"
"401706704","0","0","0","1","0","0","401706712","0","0","0","0","0","9","401706704"
"401706708","0","0","0","1","0","0","401706713","0","0","0","0","0","9","401706708"
"401707101","0","0","0","4","0","0","401707109","0","0","0","0","0","9","401707101"
"401707102","0","0","0","4","0","0","401707110","0","0","0","0","0","9","401707102"
"401707103","0","0","0","4","0","0","401707111","0","0","0","0","0","9","401707103"
"401707104","0","0","0","4","0","0","401707112","0","0","0","0","0","9","401707104"
"401707105","0","0","0","4","0","0","401707113","0","0","0","0","0","9","401707105"
"401707201","0","0","0","4","0","0","401707209","0","0","0","0","0","9","401707201"
"401707202","0","0","0","4","0","0","401707210","0","0","0","0","0","9","401707202"
"401707203","0","0","0","4","0","0","401707211","0","0","0","0","0","9","401707203"
"401707204","0","0","0","4","0","0","401707212","0","0","0","0","0","9","401707204"
"401707205","0","0","0","4","0","0","401707213","0","0","0","0","0","9","401707205"
"401707301","0","0","0","4","0","0","401707309","0","0","0","0","0","9","401707301"
"401707302","0","0","0","4","0","0","401707310","0","0","0","0","0","9","401707302"
"401707303","0","0","0","4","0","0","401707311","0","0","0","0","0","9","401707303"
"401707304","0","0","0","4","0","0","401707312","0","0","0","0","0","9","401707304"
"401707305","0","0","0","4","0","0","401707313","0","0","0","0","0","9","401707305"
"401707401","0","0","0","4","0","0","401707409","0","0","0","0","0","9","401707401"
"401707402","0","0","0","4","0","0","401707410","0","0","0","0","0","9","401707402"
"401707403","0","0","0","4","0","0","401707411","0","0","0","0","0","9","401707403"
"401707404","0","0","0","4","0","0","401707412","0","0","0","0","0","9","401707404"
"401707405","0","0","0","4","0","0","401707413","0","0","0","0","0","9","401707405"
"401707501","0","0","0","4","0","0","401707509","0","0","0","0","0","9","401707501"
"401707502","0","0","0","4","0","0","401707510","0","0","0","0","0","9","401707502"
"401707503","0","0","0","4","0","0","401707511","0","0","0","0","0","9","401707503"
"401707504","0","0","0","4","0","0","401707512","0","0","0","0","0","9","401707504"
"401707505","0","0","0","4","0","0","401707513","0","0","0","0","0","9","401707505"
"401707601","0","0","0","4","0","0","401707609","0","0","0","0","0","9","401707601"
"401707602","0","0","0","4","0","0","401707610","0","0","0","0","0","9","401707602"
"401707603","0","0","0","4","0","0","401707611","0","0","0","0","0","9","401707603"
"401707604","0","0","0","4","0","0","401707612","0","0","0","0","0","9","401707604"
"401707605","0","0","0","4","0","0","401707613","0","0","0","0","0","9","401707605"
"401707701","0","0","0","4","0","0","401707709","0","0","0","0","0","9","401707701"
"401707702","0","0","0","4","0","0","401707710","0","0","0","0","0","9","401707702"
"401707703","0","0","0","4","0","0","401707711","0","0","0","0","0","9","401707703"
"401707704","0","0","0","4","0","0","401707712","0","0","0","0","0","9","401707704"
"401707705","0","0","0","4","0","0","401707713","0","0","0","0","0","9","401707705"
"401708101","0","0","0","4","0","0","401708109","0","0","0","0","0","9","401708101"
"401708102","0","0","0","4","0","0","401708110","0","0","0","0","0","9","401708102"
"401708106","0","0","0","4","0","0","401708111","0","0","0","0","0","9","401708106"
"401708107","0","0","0","4","0","0","401708112","0","0","0","0","0","9","401708107"
"401708108","0","0","0","4","0","0","401708113","0","0","0","0","0","9","401708108"
"401708201","0","0","0","4","0","0","401708209","0","0","0","0","0","9","401708201"
"401708202","0","0","0","4","0","0","401708210","0","0","0","0","0","9","401708202"
"401708206","0","0","0","4","0","0","401708211","0","0","0","0","0","9","401708206"
"401708207","0","0","0","4","0","0","401708212","0","0","0","0","0","9","401708207"
"401708208","0","0","0","4","0","0","401708213","0","0","0","0","0","9","401708208"
"401708301","0","0","0","4","0","0","401708309","0","0","0","0","0","9","401708301"
"401708302","0","0","0","4","0","0","401708310","0","0","0","0","0","9","401708302"
"401708306","0","0","0","4","0","0","401708311","0","0","0","0","0","9","401708306"
"401708307","0","0","0","4","0","0","401708312","0","0","0","0","0","9","401708307"
"401708308","0","0","0","4","0","0","401708313","0","0","0","0","0","9","401708308"
"401708401","0","0","0","4","0","0","401708411","0","0","0","0","0","9","401708401"
"401708402","0","0","0","4","0","0","401708412","0","0","0","0","0","9","401708402"
"401708406","0","0","0","4","0","0","401708413","0","0","0","0","0","9","401708406"
"401708407","0","0","0","4","0","0","401708414","0","0","0","0","0","9","401708407"
"401708408","0","0","0","4","0","0","401708415","0","0","0","0","0","9","401708408"
"401708501","0","0","0","4","0","0","401708509","0","0","0","0","0","9","401708501"
"401708502","0","0","0","4","0","0","401708510","0","0","0","0","0","9","401708502"
"401708506","0","0","0","4","0","0","401708511","0","0","0","0","0","9","401708506"
"401708507","0","0","0","4","0","0","401708512","0","0","0","0","0","9","401708507"
"401708508","0","0","0","4","0","0","401708513","0","0","0","0","0","9","401708508"
"401708601","0","0","0","4","0","0","401708609","0","0","0","0","0","9","401708601"
"401708602","0","0","0","4","0","0","401708610","0","0","0","0","0","9","401708602"
"401708606","0","0","0","4","0","0","401708611","0","0","0","0","0","9","401708606"
"401708607","0","0","0","4","0","0","401708612","0","0","0","0","0","9","401708607"
"401708608","0","0","0","4","0","0","401708613","0","0","0","0","0","9","401708608"
"401708701","0","0","0","4","0","0","401708709","0","0","0","0","0","9","401708701"
"401708702","0","0","0","4","0","0","401708710","0","0","0","0","0","9","401708702"
"401708706","0","0","0","4","0","0","401708711","0","0","0","0","0","9","401708706"
"401708707","0","0","0","4","0","0","401708712","0","0","0","0","0","9","401708707"
"401708708","0","0","0","4","0","0","401708713","0","0","0","0","0","9","401708708"
"430001001","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010011"
"430001002","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010021"
"430001003","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010031"
"430001004","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010041"
"430001005","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010051"
"430001006","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010061"
"430001007","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010071"
"430001008","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010081"
"430001009","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010091"
"430001010","0","810101003","1","1","810101004","0","810101002","0","0","4","0","0","43","810010101"
"430001011","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010111"
"430001012","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010121"
"430001013","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010131"
"430001014","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010141"
"430001015","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010151"
"430001016","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010161"
"430001017","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010171"
"430001018","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010181"
"430001019","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010191"
"430001020","0","810102003","1","1","810102004","0","810102002","0","0","1","0","0","43","810010201"
"430001021","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010211"
"430001022","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010221"
"430001023","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010231"
"430001024","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010241"
"430001025","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010251"
"430001026","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010261"
"430001027","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010271"
"430001028","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010281"
"430001029","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","810010291"
"430001030","0","810103003","1","1","810103004","0","810103002","0","0","1","0","0","43","810010301"
"430001031","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010311"
"430001032","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010321"
"430001033","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010331"
"430001034","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010341"
"430001035","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010351"
"430001036","0","810103107","1","1","810103606","0","810103106","0","0","2","0","0","43","810010361"
"430001037","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010371"
"430001038","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010381"
"430001039","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010391"
"430001040","0","810104003","1","1","0","0","810104002","0","0","1","0","0","43","810010401"
"430001041","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010411"
"430001042","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010421"
"430001043","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010431"
"430001044","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010441"
"430001045","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010451"
"430001046","2","810103107","1","1","810104606","0","810103106","0","0","2","810104607","0","43","810010461"
"430001047","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010471"
"430001048","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010481"
"430001049","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","810010491"
"430001050","0","810105003","1","1","810105004","0","810105002","0","0","1","0","0","43","810010501"
"430001051","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010011"
"430001052","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010021"
"430001053","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010031"
"430001054","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010041"
"430001055","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010051"
"430001056","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010061"
"430001057","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010071"
"430001058","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010081"
"430001059","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010091"
"430001060","0","820101003","1","1","0","0","820101002","0","0","0","0","0","43","820010101"
"430001061","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010111"
"430001062","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010121"
"430001063","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010131"
"430001064","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010141"
"430001065","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010151"
"430001066","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010161"
"430001067","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010171"
"430001068","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010181"
"430001069","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010191"
"430001070","0","820102003","1","1","820102004","0","820102002","0","0","1","0","0","43","820010201"
"430001071","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010211"
"430001072","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010221"
"430001073","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010231"
"430001074","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010241"
"430001075","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010251"
"430001076","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010261"
"430001077","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010271"
"430001078","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010281"
"430001079","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","820010291"
"430001080","0","820103006","1","1","820103007","0","820103005","0","0","1","0","0","43","820010301"
"430001081","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010311"
"430001082","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010321"
"430001083","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010331"
"430001084","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010341"
"430001085","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010351"
"430001086","0","810103107","1","1","820103606","0","810103106","0","0","2","0","0","43","820010361"
"430001087","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010371"
"430001088","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010381"
"430001089","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010391"
"430001090","0","820104006","1","1","820104007","0","820104005","0","0","1","0","0","43","820010401"
"430001091","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010411"
"430001092","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010421"
"430001093","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010431"
"430001094","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010441"
"430001095","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010451"
"430001096","0","810103107","1","1","820104606","0","810103106","0","0","2","0","0","43","820010461"
"430001097","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010471"
"430001098","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010481"
"430001099","0","810103107","1","1","0","0","810103106","0","0","0","0","0","43","820010491"
"430001100","0","820105003","1","1","0","0","820105002","0","0","0","0","0","43","820010501"
"430001101","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010011"
"430001102","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010021"
"430001103","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010031"
"430001104","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010041"
"430001105","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010051"
"430001106","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010061"
"430001107","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010071"
"430001108","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010081"
"430001109","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010091"
"430001110","0","830101003","1","1","0","0","830101002","0","0","0","0","0","43","830010101"
"430001111","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010111"
"430001112","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010121"
"430001113","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010131"
"430001114","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010141"
"430001115","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010151"
"430001116","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010161"
"430001117","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010171"
"430001118","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010181"
"430001119","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010191"
"430001120","0","830102005","1","1","0","0","830102004","0","0","0","0","0","43","830010201"
"430001121","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010211"
"430001122","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010221"
"430001123","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010231"
"430001124","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010241"
"430001125","0","810100107","1","1","0","0","810100106","0","0","0","0","0","43","830010251"
