9b0c267a674bd545c6e2a02db3b104d5549d59c7b00650890c6f403f5c3f67dd,6459d65327bdf2fb65bb0886e43700cd23788b5300daf7ba94bc90b7d3445733,7da83b2447dfda06b5d0c17f03cf89a87d510912b7110999c9719a8d3d5fdde2,b1399eaec74e03d9502d38364b895c1340d374f0764e8e649cf0d3158b294d06,f7cdb6e594e0e0fb6857a713ddda137384e3e57f49c3b80a9f817de73c73bd80,526d70e525e024ae0e36baabc5b28209ded5b41acbe8d13d34e8f0ca17e24a14,12200476912b90dd3ad634dda046bc2aa506e9585d543707318a493d363d823d,4ab28fa5a5e8e5e8d2139931e66525d43ce003d834b47bb7bb06924da4d6398e,777a18b069c94e985aeef343e0015455c8928eccac0ba7cb0a08fd1fface2b28,458fe328b09c660abe89b62ebe258ca7355057ddacaca9f2859d49d55722d7e4,3aca8c8049cebc971208a04d16f290429d4d070264f79e0439a8e16082a17184,20f4618d96088f9878046dd0a4802dae385aa6e80757b7e46aa516765c2facd1,76ca69c66f7e65964d6578293979115a1b004fe52956c80d9364dd655e98e92c,cbb40e4fe527de40d726a0028d4f79422a8076bc0f2643c968c27cb3173f9e65,8d2d8f1dbe8b8e26dcc6f0efd3b7210c09306025e039cc1d584779167c0ab12f
"461","0","200","2022/04/01 5:00:00","4613","2816","313","4611","2","0","0","0","2","4612","46"
"471","0","200","2022/04/02 5:00:00","4713","2816","285","4711","2","0","0","0","2","4712","47"
"481","102001","200","2022/04/03 5:00:00","4813","2816","260","4811","2","0","0","9102003","2","4812","48"
"491","0","200","2022/04/04 5:00:00","4913","2816","257","4911","2","0","0","0","2","4912","49"
"501","100201","200","2022/04/05 5:00:00","5013","2816","173","5011","2","0","0","9100203","2","5012","50"
"511","0","200","2022/04/06 5:00:00","5113","2816","227","5111","2","0","0","0","2","5112","51"
"521","105501","200","2022/04/07 5:00:00","5213","2816","57","5211","2","0","0","9105503","2","5212","52"
"531","0","200","2022/04/08 5:00:00","5313","2816","197","5311","2","0","0","0","2","5312","53"
"541","0","200","2022/04/09 5:00:00","5413","2816","169","5411","2","0","0","0","2","5412","54"
"551","101601","200","2022/04/10 5:00:00","5513","2816","-55","5511","2","0","0","9101603","2","5512","55"
"561","0","200","2022/04/11 5:00:00","5613","2816","141","5611","2","0","0","0","2","5612","56"
"571","0","200","2022/04/12 5:00:00","5713","2816","111","5711","2","0","0","0","2","5712","57"
"581","0","200","2022/04/13 5:00:00","5813","2816","81","5811","2","0","0","0","2","5812","58"
"591","0","200","2022/04/14 5:00:00","5913","2816","53","5911","2","0","0","0","2","5912","59"
"601","0","200","2022/04/15 5:00:00","6013","2816","-180","6011","2","0","0","0","2","6012","60"
"611","0","200","2022/04/16 5:00:00","6113","2816","-210","6111","2","0","0","0","2","6112","61"
"621","106701","200","2022/04/17 5:00:00","6213","2816","-221","6211","2","0","0","9106703","2","6212","62"
"631","0","200","2022/04/18 5:00:00","6313","2816","24","6311","2","0","0","0","2","6312","63"
"641","0","200","2022/04/19 5:00:00","6413","2816","-6","6411","2","0","0","0","2","6412","64"
"651","0","200","2022/04/20 5:00:00","6513","2816","-33","6511","2","0","0","0","2","6512","65"
"661","0","200","2022/04/21 5:00:00","6613","2816","-63","6611","2","0","0","0","2","6612","66"
"671","0","200","2022/04/22 5:00:00","6713","2816","-91","6711","2","0","0","0","2","6712","67"
"681","0","200","2022/04/23 5:00:00","6813","2816","-121","6811","2","0","0","0","2","6812","68"
"691","0","200","2022/04/24 5:00:00","6913","2816","-150","6911","2","0","0","0","2","6912","69"
"701","0","200","2022/04/25 5:00:00","7013","2816","-180","7011","2","0","0","0","2","7012","70"
"711","0","200","2022/04/26 5:00:00","7113","2816","-208","7111","2","0","0","0","2","7112","71"
"721","0","200","2022/04/27 5:00:00","7213","2816","-236","7211","2","0","0","0","2","7212","72"
"731","0","200","2022/04/28 5:00:00","7313","2816","-266","7311","2","0","0","0","2","7312","73"
"741","0","200","2022/04/29 5:00:00","7413","2816","-295","7411","2","0","0","0","2","7412","74"
"751","0","200","2022/04/30 5:00:00","7513","2816","-360","7511","2","0","1","0","2","7512","75"
"761","0","100","2022/05/01 5:00:00","7613","2816","344","7611","1","0","0","0","3","7612","76"
"771","0","100","2022/05/02 5:00:00","7713","2816","306","7711","1","0","0","0","3","7712","77"
"781","0","100","2022/05/03 5:00:00","7813","2816","390","7811","1","0","0","0","3","7812","78"
"791","0","100","2022/05/04 5:00:00","7913","2816","267","7911","1","0","0","0","3","7912","79"
"801","104401","100","2022/05/05 5:00:00","8013","2816","254","8011","1","0","0","9104403","3","8012","80"
"811","0","100","2022/05/06 5:00:00","8113","2816","230","8111","1","0","0","0","3","8112","81"
"821","0","100","2022/05/07 5:00:00","8213","2816","192","8211","1","0","0","0","3","8212","82"
"831","0","100","2022/05/08 5:00:00","8313","2816","284","8311","1","0","0","0","3","8312","83"
"841","0","100","2022/05/09 5:00:00","8413","2816","153","8411","1","0","0","0","3","8412","84"
"851","102301","100","2022/05/10 5:00:00","8513","2816","0","8511","1","0","0","9102303","3","8512","85"
"861","105901","100","2022/05/11 5:00:00","8613","2816","-207","8611","1","0","0","9105903","3","8612","86"
"871","0","100","2022/05/12 5:00:00","8713","2816","116","8711","1","0","0","0","3","8712","87"
"881","0","100","2022/05/13 5:00:00","8813","2816","78","8811","1","0","0","0","3","8812","88"
"891","0","100","2022/05/14 5:00:00","8913","2816","173","8911","1","0","0","0","3","8912","89"
"901","0","100","2022/05/15 5:00:00","9013","2816","145","9011","1","0","0","0","3","9012","90"
"911","0","100","2022/05/16 5:00:00","9113","2816","40","9111","1","0","0","0","3","9112","91"
"921","0","100","2022/05/17 5:00:00","9213","2816","0","9211","1","0","0","0","3","9212","92"
"931","0","100","2022/05/18 5:00:00","9313","2816","-36","9311","1","0","0","0","3","9312","93"
"941","0","100","2022/05/19 5:00:00","9413","2816","-75","9411","1","0","0","0","3","9412","94"
"951","0","100","2022/05/20 5:00:00","9513","2816","-111","9511","1","0","0","0","3","9512","95"
"961","0","100","2022/05/21 5:00:00","9613","2816","-113","9611","1","0","0","0","3","9612","96"
"971","0","100","2022/05/22 5:00:00","9713","2816","-150","9711","1","0","0","0","3","9712","97"
"981","0","100","2022/05/23 5:00:00","9813","2816","-226","9811","1","0","0","0","3","9812","98"
"991","0","100","2022/05/24 5:00:00","9913","2816","0","9911","1","0","0","0","3","9912","99"
"1001","0","100","2022/05/25 5:00:00","10013","2816","-70","10011","1","0","0","0","3","10012","100"
"1011","0","100","2022/05/26 5:00:00","10113","2816","-171","10111","1","0","0","0","3","10112","101"
"1021","0","100","2022/05/27 5:00:00","10213","2816","-263","10211","1","0","0","0","3","10212","102"
"1031","0","100","2022/05/28 5:00:00","10313","2816","-302","10311","1","0","0","0","3","10312","103"
"1041","0","100","2022/05/29 5:00:00","10413","2816","-245","10411","1","0","0","0","3","10412","104"
"1051","0","100","2022/05/30 5:00:00","10513","2816","-318","10511","1","0","0","0","3","10512","105"
"1061","0","100","2022/05/31 5:00:00","10613","2816","-348","10611","1","0","1","0","3","10612","106"
"1071","0","300","2022/06/01 5:00:00","10713","2816","328","10711","0","0","0","0","4","10712","107"
"1081","0","300","2022/06/02 5:00:00","10813","2816","287","10811","0","0","0","0","4","10812","108"
"1091","104201","300","2022/06/03 5:00:00","10913","2816","220","10911","0","0","0","9104203","4","10912","109"
"1101","0","300","2022/06/04 5:00:00","11013","2816","360","11011","0","0","0","0","4","11012","110"
"1111","0","300","2022/06/05 5:00:00","11113","2816","324","11111","0","0","0","0","4","11112","111"
"1121","104001","300","2022/06/06 5:00:00","11213","2816","110","11211","0","0","0","9104003","4","11212","112"
"1131","0","300","2022/06/07 5:00:00","11313","2816","246","11311","0","0","0","0","4","11312","113"
"1141","0","300","2022/06/08 5:00:00","11413","2816","205","11411","0","0","0","0","4","11412","114"
"1151","102101","300","2022/06/09 5:00:00","11513","2816","-70","11511","0","0","0","9102103","4","11512","115"
"1161","0","300","2022/06/10 5:00:00","11613","2816","334","11611","0","0","0","0","4","11612","116"
"1171","0","300","2022/06/11 5:00:00","11713","2816","280","11711","0","0","0","0","4","11712","117"
"1181","0","300","2022/06/12 5:00:00","11813","2816","164","11811","0","0","0","0","4","11812","118"
"1191","0","300","2022/06/13 5:00:00","11913","2816","123","11911","0","0","0","0","4","11912","119"
"1201","0","300","2022/06/14 5:00:00","12013","2816","82","12011","0","0","0","0","4","12012","120"
"1211","0","300","2022/06/15 5:00:00","12113","2816","122","12111","0","0","0","0","4","12112","121"
"1221","0","300","2022/06/16 5:00:00","12213","2816","92","12211","0","0","0","0","4","12212","122"
"1231","106301","300","2022/06/17 5:00:00","12313","2816","-100","12311","0","0","0","9106303","4","12312","123"
"1241","0","300","2022/06/18 5:00:00","12413","2816","41","12411","0","0","0","0","4","12412","124"
"1251","0","300","2022/06/19 5:00:00","12513","2816","0","12511","0","0","0","0","4","12512","125"
"1261","0","300","2022/06/20 5:00:00","12613","2816","70","12611","0","0","0","0","4","12612","126"
"1271","0","300","2022/06/21 5:00:00","12713","2816","31","12711","0","0","0","0","4","12712","127"
"1281","0","300","2022/06/22 5:00:00","12813","2816","-41","12811","0","0","0","0","4","12812","128"
"1291","0","300","2022/06/23 5:00:00","12913","2816","-82","12911","0","0","0","0","4","12912","129"
"1301","0","300","2022/06/24 5:00:00","13013","2816","-123","13011","0","0","0","0","4","13012","130"
"1311","106501","300","2022/06/25 5:00:00","13113","2816","-180","13111","0","0","0","9106503","4","13112","131"
"1321","0","300","2022/06/26 5:00:00","13213","2816","-164","13211","0","0","0","0","4","13212","132"
"1331","0","300","2022/06/27 5:00:00","13313","2816","-205","13311","0","0","0","0","4","13312","133"
"1341","0","300","2022/06/28 5:00:00","13413","2816","-246","13411","0","0","0","0","4","13412","134"
"1351","0","300","2022/06/29 5:00:00","13513","2816","-287","13511","0","0","0","0","4","13512","135"
"1361","0","300","2022/06/30 5:00:00","13613","2816","-370","13611","0","0","1","0","4","13612","136"
"1371","0","400","2022/07/01 5:00:00","13713","2816","357","13711","3","0","0","0","5","13712","137"
"1381","0","400","2022/07/02 5:00:00","13813","2816","319","13811","3","0","0","0","5","13812","138"
"1391","0","400","2022/07/03 5:00:00","13913","2816","330","13911","3","0","0","0","5","13912","139"
"1401","0","400","2022/07/04 5:00:00","14013","2816","305","14011","3","0","0","0","5","14012","140"
"1411","100901","400","2022/07/05 5:00:00","14113","2816","310","14111","3","0","0","9100903","5","14112","141"
"1421","0","400","2022/07/06 5:00:00","14213","2816","282","14211","3","0","0","0","5","14212","142"
"1431","101701","400","2022/07/07 5:00:00","14313","2816","133","14311","3","0","0","9101703","5","14312","143"
"1441","0","400","2022/07/08 5:00:00","14413","2816","246","14411","3","0","0","0","5","14412","144"
"1451","0","400","2022/07/09 5:00:00","14513","2816","209","14511","3","0","0","0","5","14512","145"
"1461","0","400","2022/07/10 5:00:00","14613","2816","172","14611","3","0","0","0","5","14612","146"
"1471","105601","400","2022/07/11 5:00:00","14713","2816","129","14711","3","0","0","9105603","5","14712","147"
"1481","0","400","2022/07/12 5:00:00","14813","2816","134","14811","3","0","0","0","5","14812","148"
"1491","0","400","2022/07/13 5:00:00","14913","2816","97","14911","3","0","0","0","5","14912","149"
"1501","0","400","2022/07/14 5:00:00","15013","2816","60","15011","3","0","0","0","5","15012","150"
"1511","0","400","2022/07/15 5:00:00","15113","2816","22","15111","3","0","0","0","5","15112","151"
"1521","0","400","2022/07/16 5:00:00","15213","2816","-12","15211","3","0","0","0","5","15212","152"
"1531","0","400","2022/07/17 5:00:00","15313","2816","-49","15311","3","0","0","0","5","15312","153"
"1541","0","400","2022/07/18 5:00:00","15413","2816","-86","15411","3","0","0","0","5","15412","154"
"1551","0","400","2022/07/19 5:00:00","15513","2816","-29","15511","3","0","0","0","5","15512","155"
"1561","0","400","2022/07/20 5:00:00","15613","2816","-55","15611","3","0","0","0","5","15612","156"
"1571","0","400","2022/07/21 5:00:00","15713","2816","-124","15711","3","0","0","0","5","15712","157"
"1581","0","400","2022/07/22 5:00:00","15813","2816","-161","15811","3","0","0","0","5","15812","158"
"1591","0","400","2022/07/23 5:00:00","15913","2816","-199","15911","3","0","0","0","5","15912","159"
"1601","0","400","2022/07/24 5:00:00","16013","2816","-235","16011","3","0","0","0","5","16012","160"
"1611","106801","400","2022/07/25 5:00:00","16113","2816","0","16111","3","0","0","9106803","5","16112","161"
"1621","0","400","2022/07/26 5:00:00","16213","2816","-272","16211","3","0","0","0","5","16212","162"
"1631","0","400","2022/07/27 5:00:00","16313","2816","-309","16311","3","0","0","0","5","16312","163"
"1641","105301","400","2022/07/28 5:00:00","16413","2816","-172","16411","3","0","0","9105303","5","16412","164"
"1651","0","400","2022/07/29 5:00:00","16513","2816","-299","16511","3","0","0","0","5","16512","165"
"1661","102701","400","2022/07/30 5:00:00","16613","2816","-233","16611","3","0","0","9102703","5","16612","166"
"1671","0","400","2022/07/31 5:00:00","16713","2816","-356","16711","3","0","1","0","5","16712","167"
"1681","0","400","2022/08/01 5:00:00","16813","2816","306","16811","3","0","0","0","6","16812","168"
"1691","0","400","2022/08/02 5:00:00","16913","2816","226","16911","3","0","0","0","6","16912","169"
"1701","0","400","2022/08/03 5:00:00","17013","2816","146","17011","3","0","0","0","6","17012","170"
"1711","0","400","2022/08/04 5:00:00","17113","2816","66","17111","3","0","0","0","6","17112","171"
"1721","0","400","2022/08/05 5:00:00","17213","2816","-14","17211","3","0","0","0","6","17212","172"
"1731","0","400","2022/08/06 5:00:00","17313","2816","-94","17311","3","0","0","0","6","17312","173"
"1741","110801","400","2022/08/07 5:00:00","17413","2816","270","17411","3","0","0","9110803","6","17412","174"
"1751","0","400","2022/08/08 5:00:00","17513","2816","-174","17511","3","0","0","0","6","17512","175"
"1761","104301","400","2022/08/09 5:00:00","17613","2816","55","17611","3","0","0","9104303","6","17612","176"
"1771","100401","400","2022/08/10 5:00:00","17713","2816","50","17711","3","0","0","9100403","6","17712","177"
"1781","103701","400","2022/08/11 5:00:00","17813","2816","-120","17811","3","0","0","9103703","6","17812","178"
"1782","106101","400","2022/08/11 5:00:00","17823","2816","-210","17821","3","0","0","9106103","6","17822","179"
"1791","0","400","2022/08/12 5:00:00","17913","2816","-254","17911","3","0","0","0","6","17912","180"
"1801","0","400","2022/08/13 5:00:00","18013","2816","-369","18011","3","0","1","0","6","18012","181"
"1811","101801","400","2022/08/14 5:00:00","18113","2816","295","18111","3","0","0","9101803","7","18112","182"
"1821","0","400","2022/08/15 5:00:00","18213","2816","326","18211","3","0","0","0","7","18212","183"
"1831","0","400","2022/08/16 5:00:00","18313","2816","271","18311","3","0","0","0","7","18312","184"
"1841","0","400","2022/08/17 5:00:00","18413","2816","216","18411","3","0","0","0","7","18412","185"
"1851","0","400","2022/08/18 5:00:00","18513","2816","161","18511","3","0","0","0","7","18512","186"
"1861","0","400","2022/08/19 5:00:00","18613","2816","106","18611","3","0","0","0","7","18612","187"
"1871","0","400","2022/08/20 5:00:00","18713","2816","51","18711","3","0","0","0","7","18712","188"
"1881","101301","400","2022/08/21 5:00:00","18813","2816","150","18811","3","0","0","9101303","7","18812","189"
"1891","0","400","2022/08/22 5:00:00","18913","2816","-4","18911","3","0","0","0","7","18912","190"
"1901","0","400","2022/08/23 5:00:00","19013","2816","-59","19011","3","0","0","0","7","19012","191"
"1911","0","400","2022/08/24 5:00:00","19113","2816","-114","19111","3","0","0","0","7","19112","192"
"1921","101101","400","2022/08/25 5:00:00","19213","2816","5","19211","3","0","0","9101103","7","19212","193"
"1931","0","400","2022/08/26 5:00:00","19313","2816","-169","19311","3","0","0","0","7","19312","194"
"1941","100101","400","2022/08/27 5:00:00","19413","2816","-130","19411","3","0","0","9100103","7","19412","195"
"1951","0","400","2022/08/28 5:00:00","19513","2816","-224","19511","3","0","0","0","7","19512","196"
"1961","0","400","2022/08/29 5:00:00","19613","2816","-279","19611","3","0","0","0","7","19612","197"
"1971","0","400","2022/08/30 5:00:00","19713","2816","-369","19711","3","0","0","0","7","19712","198"
"1981","103001","400","2022/08/31 5:00:00","19813","2816","-250","19811","3","0","1","9103003","7","19812","199"
"1991","0","500","2022/09/01 5:00:00","19913","2816","571","19911","0","0","0","0","8","19912","200"
"2001","106001","500","2022/09/02 5:00:00","20013","2816","480","20011","0","0","0","9106003","8","20012","201"
"2011","0","500","2022/09/03 5:00:00","20113","2816","516","20111","0","0","0","0","8","20112","202"
"2021","0","500","2022/09/04 5:00:00","20213","2816","461","20211","0","0","0","0","8","20212","203"
"2031","101501","500","2022/09/05 5:00:00","20313","2816","390","20311","0","0","0","9101503","8","20312","204"
"2041","0","500","2022/09/06 5:00:00","20413","2816","406","20411","0","0","0","0","8","20412","205"
"2051","105401","500","2022/09/07 5:00:00","20513","2816","340","20511","0","0","0","9105403","8","20512","206"
"2061","0","500","2022/09/08 5:00:00","20613","2816","351","20611","0","0","0","0","8","20612","207"
"2071","0","500","2022/09/09 5:00:00","20713","2816","296","20711","0","0","0","0","8","20712","208"
"2081","0","500","2022/09/10 5:00:00","20813","2816","241","20811","0","0","0","0","8","20812","209"
"2091","0","500","2022/09/11 5:00:00","20913","2816","186","20911","0","0","0","0","8","20912","210"
"2101","118501","500","2022/09/12 5:00:00","21013","2816","170","21011","0","0","0","9118503","8","21012","211"
"2111","0","500","2022/09/13 5:00:00","21113","2816","131","21111","0","0","0","0","8","21112","212"
"2121","0","500","2022/09/14 5:00:00","21213","2816","76","21211","0","0","0","0","8","21212","213"
"2131","110901","500","2022/09/15 5:00:00","21313","2816","50","21311","0","0","0","9110903","8","21312","214"
"2141","0","500","2022/09/16 5:00:00","21413","2816","21","21411","0","0","0","0","8","21412","215"
"2151","0","500","2022/09/17 5:00:00","21513","2816","-34","21511","0","0","0","0","8","21512","216"
"2161","0","500","2022/09/18 5:00:00","21613","2816","-89","21611","0","0","0","0","8","21612","217"
"2171","118001","500","2022/09/19 5:00:00","21713","2816","-120","21711","0","0","0","9118003","8","21712","218"
"2181","0","500","2022/09/20 5:00:00","21813","2816","-144","21811","0","0","0","0","8","21812","219"
"2191","0","500","2022/09/21 5:00:00","21913","2816","-199","21911","0","0","0","0","8","21912","220"
"2201","101001","500","2022/09/22 5:00:00","22013","2816","-270","22011","0","0","0","9101003","8","22012","221"
"2211","0","500","2022/09/23 5:00:00","22113","2816","-254","22111","0","0","0","0","8","22112","222"
"2221","0","500","2022/09/24 5:00:00","22213","2816","-309","22211","0","0","0","0","8","22212","223"
"2231","0","500","2022/09/25 5:00:00","22313","2816","-364","22311","0","0","0","0","8","22312","224"
"2241","0","500","2022/09/26 5:00:00","22413","2816","-419","22411","0","0","0","0","8","22412","225"
"2251","0","500","2022/09/27 5:00:00","22513","2816","-474","22511","0","0","0","0","8","22512","226"
"2261","0","500","2022/09/28 5:00:00","22613","2816","-529","22611","0","0","0","0","8","22612","227"
"2271","106601","500","2022/09/29 5:00:00","22713","2816","-370","22711","0","0","0","9106603","8","22712","228"
"2281","0","500","2022/09/30 5:00:00","22813","2816","-579","22811","0","0","1","0","8","22812","229"
"2291","0","500","2022/10/01 5:00:00","22913","2816","383","22911","0","0","0","0","9","22912","230"
"2301","0","500","2022/10/02 5:00:00","23013","2816","339","23011","0","0","0","0","9","23012","231"
"2311","0","500","2022/10/03 5:00:00","23113","2816","296","23111","0","0","0","0","9","23112","232"
"2321","102801","500","2022/10/04 5:00:00","23213","2816","290","23211","0","0","0","9102803","9","23212","233"
"2331","0","500","2022/10/05 5:00:00","23313","2816","253","23311","0","0","0","0","9","23312","234"
"2341","0","500","2022/10/06 5:00:00","23413","2816","210","23411","0","0","0","0","9","23412","235"
"2351","0","500","2022/10/07 5:00:00","23513","2816","167","23511","0","0","0","0","9","23512","236"
"2361","0","500","2022/10/08 5:00:00","23613","2816","200","23611","0","0","0","0","9","23612","237"
"2371","0","500","2022/10/09 5:00:00","23713","2816","180","23711","0","0","0","0","9","23712","238"
"2381","100801","500","2022/10/10 5:00:00","23813","2816","130","23811","0","0","0","9100803","9","23812","239"
"2391","0","500","2022/10/11 5:00:00","23913","2816","125","23911","0","0","0","0","9","23912","240"
"2401","0","500","2022/10/12 5:00:00","24013","2816","83","24011","0","0","0","0","9","24012","241"
"2411","0","500","2022/10/13 5:00:00","24113","2816","100","24111","0","0","0","0","9","24112","242"
"2421","0","500","2022/10/14 5:00:00","24213","2816","80","24211","0","0","0","0","9","24212","243"
"2431","0","500","2022/10/15 5:00:00","24313","2816","41","24311","0","0","0","0","9","24312","244"
"2441","0","500","2022/10/16 5:00:00","24413","2816","-1","24411","0","0","0","0","9","24412","245"
"2451","0","500","2022/10/17 5:00:00","24513","2816","-43","24511","0","0","0","0","9","24512","246"
"2461","0","500","2022/10/18 5:00:00","24613","2816","10","24611","0","0","0","0","9","24612","247"
"2471","0","500","2022/10/19 5:00:00","24713","2816","-10","24711","0","0","0","0","9","24712","248"
"2481","0","500","2022/10/20 5:00:00","24813","2816","-10","24811","0","0","0","0","9","24812","249"
"2491","0","500","2022/10/21 5:00:00","24913","2816","-40","24911","0","0","0","0","9","24912","250"
"2501","0","500","2022/10/22 5:00:00","25013","2816","-85","25011","0","0","0","0","9","25012","251"
"2511","0","500","2022/10/23 5:00:00","25113","2816","-127","25111","0","0","0","0","9","25112","252"
"2521","104901","500","2022/10/24 5:00:00","25213","2816","-130","25211","0","0","0","9104903","9","25212","253"
"2531","104701","500","2022/10/25 5:00:00","25313","2816","-270","25311","0","0","0","9104703","9","25312","254"
"2541","0","500","2022/10/26 5:00:00","25413","2816","-169","25411","0","0","0","0","9","25412","255"
"2551","0","500","2022/10/27 5:00:00","25513","2816","-211","25511","0","0","0","0","9","25512","256"
"2561","0","500","2022/10/28 5:00:00","25613","2816","-253","25611","0","0","0","0","9","25612","257"
"2571","0","500","2022/10/29 5:00:00","25713","2816","-295","25711","0","0","0","0","9","25712","258"
"2581","0","500","2022/10/30 5:00:00","25813","2816","-337","25811","0","0","0","0","9","25812","259"
"2591","0","500","2022/10/31 5:00:00","25913","2816","-379","25911","0","0","1","0","9","25912","260"
"2601","0","500","2022/11/01 5:00:00","26013","2816","600","26011","0","0","0","0","10","26012","261"
"2611","0","500","2022/11/02 5:00:00","26113","2816","560","26111","0","0","0","0","10","26112","262"
