eb9d774d1ca2af46a918eb31c801e7b7d667a488ed5447ab609ca9ca7ce83ffb,9031853d8fb5d6364557c4b70fb8b9f6bb8beaa996d6654dd31fab55289cf7d5,d41ca41e443ce2a5233c79cdfa68ac15883f495bef62cc4becf6a4ab578b26c9,deaef81910b5a6ff4f8ef11cab667e66e6cfb89370cb73e0bbd73effc8b7015d,9bb739c5ead26f3f4da483731a17bcbde7045c5a576137599e1f0110bb927944,32bb2d91e859696f8ad61138c0cc2f7cd2b475c339f1e8e6ae24b295970bab35,1ad3d05eaaf106abe63ed9b154d3a84d48aa308a573e88de8c00952e20e992aa,c13fcdf8d877a72e469a000fab9a8759a386ff36da30fb1cd83cb3fe224907cb,1317e6e7057b314d5fbd1d5052001c17b568653c2134f0ba39277e818f508264,783d649f0705948b31c3619a94faa1a33bfa2240ddb9d70ebd4bd43d1a45e071,284be6b7151bfb5785d4f2b995ade1e4f5c505ad12f840e6a20317d2acc3eb06,102d390cf87187816d217a10b564ffbd4cac63edfc8a1258200143f5974c38fc,7a36bfd064ebdd8a3b9a52d6c0e2133f9e903ee09cf0d8a484a26e96beedf5d9,f7e77e32289263d844820186b7e4889bf228e4e1b9f67cde86822121974c3929,8709daede02a593ff19227358cf972b62139b445397fb4550d12bb279c23c8b1,bd3b755f9fcd2ecdd77917b64a64f135d8c9012d26f7027b90d6a0399820e02f,3fc4476671ef4faee6e5a80f82c19151c8348041097fbf2c7bf32f615814d354,64b8660dd54e11e0ecde792c7e33013f1dc8eb06dfbd433e1c477e3b2510e772,2b22bca2c9f938043b821a894ad9e0eb1e287d4c7b6f6069fc77e69801b7a056,0a55d81ee46d9ab8cccbd0476c06e13710fac31b953b8c1c95e275e26f205891,b1e53a596f8719695fed3d98067485a4917952f98b6d4bc780f175dca9daa6eb,2d9345639739e611eb1064a8106051e8f7746c53981ed78bbe9861c60eced027
"10030105","0","210","150","450","1.1","1","0","1","-50","101042","5","101042","0","5","-30","1","1003","1.8","bgm_M55","-55","1.35"
"10040101","0","210","250","-480","0.6","1","-30","1","0","101161","1","101161","10","1","-30","1","1004","0.8","bgm_M64","-120","0.7"
"10040102","0","200","0","-260","0.75","1","0","1","0","101161","2","101161","10","2","-30","1","1004","1.2","bgm_M64","-120","1"
"10040103","-15","200","100","-20","0.9","1","-10","1","-30","101161","3","101161","0","3","-30","1","1004","1.4","bgm_M64","55","1"
"10040104","0","200","0","180","0.9","1","0","1","-30","101161","4","101161","0","4","-30","1","1004","1.3","bgm_M64","-30","1"
"10040105","-40","250","200","470","0.9","1","-30","1","-50","101162","5","101162","0","5","-30","1","1004","1.2","bgm_M55","-60","0.9"
"10050101","0","210","250","-480","0.6","1","-30","1","0","101171","1","101161","10","1","-30","1","1005","0.8","bgm_M64","-120","0.7"
"10050102","0","200","0","-260","0.75","1","0","1","0","101171","2","101161","10","2","-30","1","1005","1.2","bgm_M64","-120","1"
"10050103","-15","200","100","-20","0.9","1","-10","1","-30","101171","3","101161","0","3","-30","1","1005","1.4","bgm_M64","45","1"
"10050104","0","200","0","190","0.7","1","0","1","0","101171","4","101161","0","4","-30","1","1005","1","bgm_M64","-70","1"
"10050105","-40","240","200","445","1","1","0","1","-30","101172","5","101162","0","5","-30","1","1005","1.3","bgm_M55","-25","1"
"10060101","0","210","250","-480","0.6","1","-30","1","0","101191","1","101161","10","1","-30","1","1006","0.8","bgm_M64","-120","0.7"
"10060102","0","200","0","-260","0.75","1","0","1","0","101191","2","101161","10","2","-30","1","1006","1.2","bgm_M64","-100","1"
"10060103","-15","200","100","-10","0.8","1","-10","1","0","101191","3","101161","0","3","-30","1","1006","1.1","bgm_M64","65","1"
"10060104","0","200","0","190","0.8","1","0","1","0","101191","4","101161","0","4","-30","1","1006","1.2","bgm_M64","-110","1"
"10060105","0","280","270","485","0.9","1","-45","1","-50","101192","5","101162","-10","5","-30","1","1006","1.15","bgm_M55","-70","1"
"10070101","0","210","250","-480","0.6","1","-30","1","0","101201","1","101161","10","1","-30","1","1007","0.8","bgm_M64","-120","0.7"
"10070102","0","240","120","-260","0.9","1","0","1","0","101201","2","101161","10","2","-30","1","1007","1.2","bgm_M64","-120","1"
"10070103","-15","200","100","-10","0.8","1","-10","1","0","101201","3","101161","0","3","-30","1","1007","1.1","bgm_M64","65","1"
"10070104","0","200","100","190","0.9","1","0","1","0","101201","4","101161","0","4","-30","1","1007","1.2","bgm_M64","-110","1"
"10070105","-20","250","270","475","1","1","-45","1","-50","101202","5","101162","10","5","-30","1","1007","1.45","bgm_M55","-30","1"
"10080101","0","210","250","-480","0.6","1","-30","1","0","101291","1","101161","10","1","-30","1","1008","0.8","bgm_M64","-120","0.7"
"10080102","0","240","120","-260","0.9","1","0","1","0","101291","2","101161","10","2","-30","1","1008","1.2","bgm_M64","-120","1"
"10080103","-15","200","100","-40","0.8","1","-10","1","0","101291","3","101161","0","3","-30","1","1008","1.1","bgm_M64","65","1"
"10080104","0","200","100","150","0.9","1","0","1","0","101291","4","101161","0","4","-30","1","1008","1.3","bgm_M64","-110","1.3"
"10080105","-20","230","45","490","1.1","1","30","1","15","101292","5","101162","30","5","-30","1","1008","1.45","bgm_M55","-15","1.3"
"10090101","0","210","250","-480","0.6","1","-30","1","0","101301","1","101161","10","1","-30","1","1009","0.8","bgm_M64","-120","0.7"
"10090102","0","200","120","-260","0.75","1","0","1","0","101301","2","101161","10","2","-30","1","1009","1.2","bgm_M64","-120","1"
"10090103","-15","200","100","-50","1.55","1","-10","1","0","101301","3","101161","0","3","-30","1","1009","2.3","bgm_M64","100","2.2"
"10090104","0","200","100","180","1","1","0","1","15","101301","4","101161","0","4","-30","1","1009","1.3","bgm_M64","-100","1.3"
"10090105","-20","270","200","470","1","1","-30","1","-15","101302","5","101162","10","5","-30","1","1009","1.2","bgm_M55","-55","1.1"
"10100101","0","210","170","-450","0.575","1","-30","1","-25","101441","1","101161","10","1","-30","1","1010","1","bgm_M64","-130","0.9"
"10100102","0","200","120","-250","0.75","1","0","1","0","101441","2","101161","10","2","-30","1","1010","1.2","bgm_M64","-120","1"
"10100103","-15","200","100","-10","0.8","1","-10","1","0","101441","3","101161","0","3","-30","1","1010","1.1","bgm_M64","50","1"
"10100104","0","200","0","180","0.9","1","0","1","-30","101441","4","101161","0","4","-30","1","1010","1.3","bgm_M64","-100","1"
"10100105","-20","270","200","470","0.95","1","-30","1","-35","101442","5","101162","10","5","-30","1","1010","1.2","bgm_M55","-70","1.1"
"10110101","0","210","170","-450","0.575","1","-30","1","-25","101451","1","101451","10","1","-30","1","1011","1","bgm_M64","-130","0.9"
"10110102","0","200","120","-250","0.75","1","0","1","0","101451","2","101451","10","2","-30","1","1011","1.2","bgm_M64","-120","1"
"10110103","-15","200","100","-20","0.9","1","-10","1","-30","101451","3","101451","0","3","-30","1","1011","1.4","bgm_M64","50","1"
"10110104","0","220","100","200","0.65","1","0","1","20","101451","4","101451","0","4","-30","1","1011","0.9","bgm_M64","-100","0.8"
"10110105","0","290","200","510","1.25","1","-50","1","-35","101452","5","101452","0","5","-30","1","1011","1.55","bgm_M55","-70","1.4"
"10120101","0","210","170","-450","0.575","1","-30","1","-25","101561","1","101451","10","1","-30","1","1012","1","bgm_M64","-130","0.9"
"10120102","0","240","120","-240","0.9","1","0","1","0","101561","2","101451","0","2","-30","1","1012","1.2","bgm_M64","-120","1"
"10120103","-5","200","100","-30","0.6","1","-10","1","0","101561","3","101451","5","3","-30","1","1012","0.9","bgm_M64","60","0.8"
"10120104","0","200","100","180","0.9","1","0","1","-30","101561","4","101451","0","4","-30","1","1012","1.5","bgm_M64","-100","1.2"
"10120105","0","290","400","460","1.25","1","-50","1","-60","101562","5","101452","0","5","-30","1","1012","1.55","bgm_M55","-70","1.35"
"10130101","0","210","250","-480","0.6","1","-30","1","0","101001","1","101001","10","1","-30","1","1013","0.8","bgm_M64","-120","0.7"
"10130102","0","200","0","-260","0.75","1","0","1","0","101001","2","101001","10","2","-30","1","1013","1.2","bgm_M64","-120","1"
"10130103","-13","200","100","-40","0.7","1","-10","1","0","101001","3","101001","0","3","-30","1","1013","1.1","bgm_M64","0","1"
"10130104","0","200","0","240","0.7","1","0","1","0","101001","4","101001","0","4","-30","1","1013","1.2","bgm_M64","-50","1"
"10130105","0","250","200","480","1.2","1","0","1","0","101011","5","101011","0","5","-30","1","1013","1.3","bgm_M55","-40","1"
"10140101","0","210","170","-450","0.575","1","-30","1","-25","101041","1","101041","10","1","-30","1","1014","1","bgm_M64","-130","0.9"
"10140102","0","200","120","-250","0.75","1","0","1","0","101041","2","101041","10","2","-30","1","1014","1.2","bgm_M64","-120","1"
"10140103","-15","200","100","-50","1.55","1","-10","1","0","101041","3","101041","0","3","-30","1","1014","2.3","bgm_M64","100","2.2"
"10140104","0","200","0","190","0.7","1","0","1","0","101041","4","101041","0","4","-30","1","1014","1","bgm_M64","-70","1"
"10140105","0","250","200","440","1.4","1","0","1","0","101042","5","101042","0","5","-30","1","1014","1.8","bgm_M55","0","1.6"
"10150101","0","210","250","-470","0.6","1","-30","1","0","101041","1","101161","10","1","-30","1","1015","0.8","bgm_M64","-125","0.7"
"10150102","0","200","120","-210","0.75","1","0","1","0","101041","2","101161","10","2","-30","1","1015","1.2","bgm_M64","-95","1"
"10150103","-15","200","100","50","0.9","1","-10","1","-30","101041","3","101161","0","3","-30","1","1015","1.4","bgm_M64","-120","1"
"10150104","0","200","150","195","0.7","1","0","1","43","101041","4","101162","0","4","-30","1","1015","1","bgm_M64","35","1"
"10150105","0","210","150","450","1.1","1","0","1","-50","101042","5","101161","0","5","-30","1","1015","1.8","bgm_M55","-55","1.35"
"10160101","0","210","250","-480","0.6","1","0","1","0","101161","1","101451","10","1","-30","1","1016","0.8","bgm_M64","-120","0.85"
"10160102","0","200","0","-260","0.75","1","0","1","0","101161","2","101451","10","2","-30","1","1016","1.2","bgm_M64","-100","1.1"
"10160103","-15","200","100","-10","0.8","1","-10","1","0","101161","3","101451","0","3","-30","1","1016","1.1","bgm_M64","65","1"
"10160104","0","200","0","190","0.8","1","0","1","0","101161","4","101451","0","4","-30","1","1016","1","bgm_M64","-110","0.85"
"10160105","0","280","270","485","0.9","1","-45","1","-50","101162","5","101452","-10","5","-30","1","1016","1.15","bgm_M55","-70","1"
"10170101","0","210","200","-480","0.6","1","-30","1","0","101171","1","101171","10","1","-30","1","1017","0.8","bgm_M64","-120","0.7"
"10170102","0","240","200","-260","0.6","1","0","1","0","101171","2","101171","10","2","-30","1","1017","1","bgm_M64","-120","0.7"
"10170103","-15","200","200","-10","0.9","1","-10","1","-30","101171","3","101171","0","3","-30","1","1017","1.4","bgm_M64","65","1"
"10170104","0","200","200","190","0.9","1","0","1","-30","101171","4","101171","0","4","-30","1","1017","1.3","bgm_M64","-110","1"
"10170105","-20","250","200","475","1","1","0","1","-50","101172","5","101172","10","5","-30","1","1017","1.45","bgm_M55","-30","1"
"10180101","0","210","100","-480","0.6","1","-30","1","0","101191","1","101171","10","1","-30","1","1018","0.8","bgm_M64","-120","0.7"
"10180102","0","200","100","-260","0.8","1","0","1","0","101191","2","101171","10","2","-30","1","1018","1.2","bgm_M64","-100","1"
"10180103","-5","200","100","-10","0.6","1","-10","1","0","101191","3","101171","5","3","-30","1","1018","0.9","bgm_M64","65","0.8"
"10180104","-30","200","100","190","0.9","1","0","1","0","101191","4","101171","0","4","-30","1","1018","1.2","bgm_M64","-110","1"
"10180105","0","280","100","485","1.1","1","-45","1","-50","101192","5","101172","-10","5","-30","1","1018","1.3","bgm_M55","-70","1"
"10190101","0","210","100","-480","0.6","1","0","1","0","101201","1","101161","10","1","-30","1","1019","0.8","bgm_M64","-120","0.85"
"10190102","0","240","100","-260","0.75","1","0","1","0","101201","2","101161","10","2","-30","1","1019","1.2","bgm_M64","-120","1.1"
"10190103","-15","200","100","-10","0.8","1","-10","1","0","101201","3","101161","0","3","-30","1","1019","1.1","bgm_M64","65","1"
"10190104","0","200","100","190","0.7","1","0","1","43","101201","4","101161","0","4","-30","1","1019","1","bgm_M64","-110","1"
"10190105","-20","250","100","475","1","1","-45","1","-50","101202","5","101162","10","5","-30","1","1019","1.45","bgm_M55","-30","1"
"10200101","0","210","100","-480","0.6","1","0","1","0","101291","1","101161","10","1","-30","1","1020","0.8","bgm_M64","-120","0.85"
"10200102","0","240","100","-260","0.75","1","0","1","0","101291","2","101161","10","2","-30","1","1020","1.2","bgm_M64","-120","1.1"
"10200103","-15","200","100","-40","0.8","1","-10","1","0","101291","3","101161","0","3","-30","1","1020","1.1","bgm_M64","65","1"
"10200104","0","200","100","150","0.8","1","0","1","-30","101291","4","101161","0","4","-30","1","1020","1.5","bgm_M64","-110","1"
"10200105","-20","230","100","490","1.1","1","30","1","15","101292","5","101162","30","5","-30","1","1020","1.45","bgm_M55","-15","1"
"10210101","0","210","100","-480","0.58","1","-30","1","0","101301","1","101161","10","1","-30","1","1021","0.8","bgm_M64","-120","0.7"
"10210102","0","200","100","-260","0.9","1","0","1","0","101301","2","101161","10","2","-30","1","1021","1.2","bgm_M64","-120","1"
"10210103","0","200","200","-50","0.93","1","-10","1","-30","101301","3","101161","-10","3","-30","1","1021","1.4","bgm_M64","100","1"
"10210104","0","200","100","180","0.9","1","0","1","15","101301","4","101161","0","4","-30","1","1021","1.3","bgm_M64","-100","1.3"
"10210105","-20","270","100","470","1","1","-30","1","-15","101302","5","101162","10","5","-30","1","1021","1.2","bgm_M55","-55","1.1"
"10220101","0","210","100","-450","0.575","1","0","1","0","101441","1","101161","10","1","-30","1","1022","0.8","bgm_M64","-130","0.85"
"10220102","0","200","100","-250","0.75","1","0","1","0","101441","2","101161","10","2","-30","1","1022","1.2","bgm_M64","-120","1.1"
"10220103","-15","200","100","-10","0.8","1","-10","1","0","101441","3","101161","0","3","-30","1","1022","1.2","bgm_M64","50","1.1"
"10220104","0","200","100","180","0.9","1","0","1","15","101441","4","101161","0","4","-30","1","1022","1.3","bgm_M64","-100","1.3"
"10220105","-20","230","100","470","0.95","1","-30","1","-35","101442","5","101162","10","5","-30","1","1022","1.2","bgm_M55","-70","1.1"
"10230101","0","210","100","-450","0.58","1","-30","1","0","101451","1","101451","10","1","-30","1","1023","0.8","bgm_M64","-130","0.7"
"10230102","0","200","100","-250","0.9","1","0","1","0","101451","2","101451","10","2","-30","1","1023","1.2","bgm_M64","-120","1"
"10230103","-15","200","100","-20","0.9","1","-10","1","-30","101451","3","101451","0","3","-30","1","1023","1.4","bgm_M64","50","1"
"10230104","0","200","100","200","0.8","1","0","1","0","101451","4","101451","0","4","-30","1","1023","1","bgm_M64","-100","0.85"
"10230105","0","290","100","510","1.25","1","-50","1","-35","101452","5","101452","0","5","-30","1","1023","1.55","bgm_M55","-70","1.4"
"10240101","0","210","100","-450","0.58","1","-30","1","0","101561","1","101451","10","1","-30","1","1024","0.8","bgm_M64","-130","0.7"
"10240102","0","240","100","-240","0.75","1","0","1","0","101561","2","101451","0","2","-30","1","1024","1.2","bgm_M64","-120","1.1"
"10240103","-5","200","100","-30","0.65","1","-10","1","0","101561","3","101451","5","3","-30","1","1024","1.1","bgm_M64","60","1"
"10240104","0","200","100","180","0.7","1","0","1","0","101561","4","101451","0","4","-30","1","1024","1.2","bgm_M64","-100","1"
"10240105","0","290","400","460","1.25","1","-50","1","-60","101562","5","101452","0","5","-30","1","1024","1.55","bgm_M55","-70","1.35"
"10250101","0","210","100","-480","0.58","1","-30","1","0","101001","1","101451","10","1","-30","1","1025","0.8","bgm_M64","-120","0.7"
"10250102","0","200","100","-260","0.75","1","0","1","0","101001","2","101451","10","2","-30","1","1025","1.2","bgm_M64","-120","1.1"
"10250103","-13","200","100","-40","0.6","1","-10","1","0","101001","3","101451","0","3","-30","1","1025","0.9","bgm_M64","0","0.8"
"10250104","0","200","100","240","0.8","1","0","1","-30","101001","4","101451","0","4","-30","1","1025","1.5","bgm_M64","-50","1"
"10250105","0","250","100","480","1.2","1","0","1","0","101011","5","101452","0","5","-30","1","1025","1.3","bgm_M55","-40","1"
"10260101","0","210","170","-450","0.575","1","-30","1","-25","101021","1","101021","10","1","-30","1","1026","1","bgm_M64","-130","0.9"
"10260102","0","200","120","-250","0.75","1","0","1","0","101021","2","101021","10","2","-30","1","1026","1.2","bgm_M64","-120","1"
"10260103","-15","200","100","-50","1.55","1","-10","1","0","101021","3","101021","0","3","-30","1","1026","2.3","bgm_M64","100","2.2"
"10260104","0","200","150","190","0.7","1","0","1","43","101021","4","101021","0","4","-30","1","1026","1","bgm_M64","-70","1"
"10260105","0","220","200","440","1.4","1","0","1","0","101031","5","101031","0","5","-30","1","1026","1.8","bgm_M55","0","1.6"
"10270101","0","210","250","-470","0.6","1","-30","1","0","101041","1","101161","10","1","-30","1","1027","0.8","bgm_M64","-125","0.7"
"10270102","0","200","120","-210","0.75","1","0","1","0","101041","2","101161","10","2","-30","1","1027","1.2","bgm_M64","-95","1"
"10270103","-15","200","100","50","0.75","1","-10","1","-10","101041","3","101161","10","3","-30","1","1027","1.2","bgm_M64","-120","1"
"10270104","0","200","100","195","0.7","1","0","1","20","101041","4","101162","0","4","-30","1","1027","1.1","bgm_M64","35","1"
"10270105","0","210","150","450","1.1","1","0","1","-50","101042","5","101161","0","5","-30","1.3","1027","1.8","bgm_M55","-55","1.35"
"10280101","0","210","250","-480","0.6","1","0","1","0","101161","1","101161","10","1","-30","1","1028","0.8","bgm_M64","-120","0.85"
"10280102","0","200","0","-260","0.75","1","0","1","0","101161","2","101161","10","2","-30","1","1028","1.2","bgm_M64","-100","1.1"
"10280103","-5","200","100","-10","0.65","1","-10","1","0","101161","3","101161","5","3","-30","1","1028","1.1","bgm_M64","65","1"
"10280104","0","200","100","190","0.9","1","0","1","0","101161","4","101161","0","4","-30","1","1028","1.35","bgm_M64","-110","1.3"
"10280105","-40","280","270","485","0.9","1","-45","1","-50","101162","5","101162","-10","5","-30","1.3","1028","1.15","bgm_M55","-70","1"
"10290101","0","210","200","-480","0.6","1","-30","1","0","101171","1","101171","10","1","-30","1","1029","0.8","bgm_M64","-120","0.7"
"10290102","0","240","200","-260","0.6","1","0","1","0","101171","2","101171","10","2","-30","1","1029","1","bgm_M64","-120","0.7"
"10290103","-15","200","200","-10","0.9","1","-10","1","-30","101171","3","101171","0","3","-30","1","1029","1.4","bgm_M64","65","1"
"10290104","0","200","200","190","0.9","1","0","1","-30","101171","4","101171","0","4","-30","1","1029","1.3","bgm_M64","-110","1"
"10290105","-20","250","200","475","1","1","0","1","-50","101172","5","101172","10","5","-30","1","1029","1.45","bgm_M55","-30","1"
"10300101","0","210","100","-480","0.6","1","-30","1","0","101191","1","101171","10","1","-30","1","1030","0.8","bgm_M64","-120","0.7"
"10300102","0","200","100","-260","0.8","1","0","1","0","101191","2","101171","10","2","-30","1","1030","1.2","bgm_M64","-100","1"
"10300103","-5","200","100","-10","0.6","1","-10","1","0","101191","3","101171","5","3","-30","1","1030","0.9","bgm_M64","65","0.8"
"10300104","0","200","100","190","0.9","1","0","1","0","101191","4","101171","0","4","-30","1","1030","1.2","bgm_M64","-110","1"
"10300105","0","280","200","485","1.1","1","-45","1.2","-50","101192","5","101172","-10","5","-30","1","1030","1.3","bgm_M55","-70","1"
"10310101","0","210","100","-480","0.6","1","0","1","0","101201","1","101161","10","1","-30","1","1031","0.8","bgm_M64","-120","0.85"
"10310102","0","240","100","-260","0.75","1","0","1","0","101201","2","101161","10","2","-30","1","1031","1.2","bgm_M64","-120","1.1"
"10310103","-15","200","100","-10","0.8","1","-10","1","0","101201","3","101161","0","3","-30","1","1031","1.1","bgm_M64","65","1"
"10310104","0","200","100","190","0.7","1","0","1","43","101201","4","101161","0","4","-30","1","1031","1","bgm_M64","-110","1"
"10310105","-20","250","100","475","1","1","-45","1","-50","101202","5","101162","10","5","-30","1","1031","1.45","bgm_M55","-30","1"
"10320101","0","210","100","-480","0.6","1","0","1","0","101291","1","101291","10","1","-30","1","1032","0.8","bgm_M64","-120","0.85"
"10320102","0","240","100","-260","0.75","1","0","1","0","101291","2","101291","10","2","-30","1","1032","1.2","bgm_M64","-120","1.1"
"10320103","-15","200","100","-40","0.9","1","-10","1","0","101291","3","101291","0","3","-30","1","1032","1.3","bgm_M64","65","1"
"10320104","0","200","100","150","0.8","1","0","1","-30","101291","4","101291","0","4","-30","1","1032","1.3","bgm_M64","-110","1"
"10320105","-20","230","100","490","1.1","1","30","1","15","101292","5","101292","30","5","-30","1","1032","1.45","bgm_M55","-15","1"
"10330101","0","210","100","-480","0.58","1","-30","1","0","101301","1","101301","10","1","-30","1","1033","0.8","bgm_M64","-120","0.7"
"10330102","0","200","100","-260","0.9","1","0","1","0","101301","2","101301","10","2","-30","1","1033","1.2","bgm_M64","-120","1"
"10330103","0","200","200","-50","0.93","1","-10","1","-30","101301","3","101301","-10","3","-30","1","1033","1.4","bgm_M64","100","1"
"10330104","0","200","100","100","0.9","1","0","1","15","101301","4","101301","0","4","-30","1","1033","1.3","bgm_M64","-100","1"
"10330105","-20","270","100","470","1","1","-30","1","-15","101302","5","101302","10","5","-30","1","1033","1.2","bgm_M55","-55","1.1"
"10340101","0","210","100","-450","0.575","1","0","1","0","101441","1","101161","10","1","-30","1","1034","0.8","bgm_M64","-130","0.85"
"10340102","0","200","200","-250","0.75","1","0","1","0","101441","2","101161","10","2","-30","1","1034","1","bgm_M64","-120","0.7"
"10340103","-15","200","100","-10","0.8","1","-10","1","0","101441","3","101161","0","3","-30","1","1034","1.2","bgm_M64","50","1.1"
"10340104","0","200","150","180","0.9","1","0","1","43","101441","4","101161","0","4","-30","1","1034","1","bgm_M64","-100","1"
"10340105","-20","230","100","470","0.95","1","-30","1","-35","101442","5","101162","10","5","-30","1","1034","1.2","bgm_M55","-70","1.1"
"10350101","0","210","100","-450","0.58","1","-30","1","0","101451","1","101451","10","1","-30","1","1035","0.8","bgm_M64","-130","0.7"
"10350102","0","200","100","-250","0.9","1","0","1","0","101451","2","101451","10","2","-30","1","1035","1.2","bgm_M64","-120","1"
"10350103","-15","200","100","-20","0.9","1","-10","1","-30","101451","3","101451","0","3","-30","1","1035","1.4","bgm_M64","50","1"
"10350104","0","200","100","200","0.8","1","0","1","0","101451","4","101451","0","4","-30","1","1035","1","bgm_M64","-100","0.85"
"10350105","0","290","100","510","1.25","1","-50","1.2","-35","101452","5","101452","0","5","-30","1","1035","1.55","bgm_M55","-70","1.4"
"10360101","0","210","100","-450","0.58","1","-30","1","0","101561","1","101451","10","1","-30","1","1036","0.8","bgm_M64","-130","0.7"
"10360102","0","240","100","-240","0.75","1","0","1","0","101561","2","101451","0","2","-30","1","1036","1.2","bgm_M64","-120","1.1"
"10360103","-5","200","100","-30","0.65","1","-10","1","0","101561","3","101451","5","3","-30","1","1036","1.1","bgm_M64","60","1"
"10360104","0","200","100","180","1.1","1","0","1","0","101561","4","101451","0","4","-30","1","1036","1.2","bgm_M64","-100","1"
"10360105","0","290","400","460","1.25","1","-50","1.4","-60","101562","5","101452","0","5","-30","1","1036","1.55","bgm_M55","-70","1.35"
"10370101","0","210","100","-480","0.58","1","-30","1","0","101001","1","101451","10","1","-30","1","1037","0.8","bgm_M64","-120","0.7"
"10370102","0","200","100","-260","0.75","1","0","1","0","101001","2","101451","10","2","-30","1","1037","1.2","bgm_M64","-120","1.1"
"10370103","-13","200","150","-40","0.6","1","-60","1.4","-50","101001","3","101451","0","3","-30","1","1037","0.9","bgm_M64","0","0.55"
"10370104","0","200","100","240","0.8","1","0","1","-30","101001","4","101451","0","4","-30","1","1037","1.3","bgm_M64","-50","1"
"10370105","0","250","100","480","1.2","1","0","1.2","0","101011","5","101452","0","5","-30","1","1037","1.3","bgm_M55","-40","1"
"10380101","0","210","170","-450","0.575","1","-30","1","-25","101021","1","101021","10","1","-30","1","1038","1","bgm_M64","-110","0.9"
"10380102","0","200","120","-250","0.75","1","0","1","0","101021","2","101021","10","2","-30","1","1038","1.2","bgm_M64","-120","1"
"10380103","-15","200","100","-50","0.8","1","-10","1","0","101021","3","101021","0","3","-30","1","1038","1.2","bgm_M64","100","1.1"
