3181e540be620273e560659e91a05c5d417d96cbb05299055d35f1dfa676acd8,4d3ab3345d16a103986f8e3ab52ebc97a44405c84ac7b48be3b316d446f219a6,dec0a7f131e6c9c4ff945ad6a635ad8193b153f2a40dd6fce11c5b4005db67ca,52a80bae11dcbc5ded79baaa548501813acfaa3e237b935ace204db30b5b69bc,fe04acf0298b8d8914017326f36d1f8fc38c79b189145bc4b00d34e2f851bd62,f794c3592b78011f3eb373bd396f0b23b4aa0b26604109a703e05c512ab7573e,b1f2fb2cdf08c93b3de759f3c404511661f98dea9c181c7538173166bd35d680,4bb6640967267c2c5c556e8965d87557d67e57ffc658847119f453f1594b5692,753e8cc5984f30c3bc738f013df2e9ecba59a6faf01bf59af244db9a82e11363,0eb0d17cf6f58273186e33e5617c48949a9d64196b89e205f48bd80f497657e0,07fe9ac7b1666281603cdba40c7970cb73e1f1be2d869862f3f6d3300da79705
"100","-45","-165","1","1","1.3","0","105831","01_uek_cmn_idol_def_N","13","1130001"
"100","-20","-45","1","1","1.3","0","105931","01_uek_cmn_idol_def_N","13","1130002"
"100","-5","120","1","1","1.3","1","106031","01_uek_cmn_idol_def_N","13","1130003"
"1","1","","105931","3","","","01_uek_talk_normal","","13","1130004"
"10","0","0","105931","11","","","かなり高くまで\n登ってまいりました\nですが…","","13","1130005"
"","","","0","91","","","","","13","1130006"
"0","1","01_uek_cmn_idol_def_N","105931","3","0.2","","01_uek_13_kokkoro","","13","1130007"
"0","1","01_uek_13_kyaru_loop","106031","3","","","01_uek_13_kyaru","","13","1130008"
"10","0","0","106031","11","","","全然頂上が\n見えないじゃない！\nどんだけ高いのよ！","","13","1130009"
"","","","0","91","","","","","13","1130010"
"1","0","","105831","3","","","01_uek_13_peco_loop","","13","1130011"
"10","0","0","105831","11","","","いいじゃないですか\n運動のあとの食事は\nまた格別ですよ☆","","13","1130012"
"","","","0","91","","","","","13","1130013"
"100","-25","-86","1","1","1.3","0","104031","03_uek_cmn_idol_def_N","14","1140001"
"0","1","250","1","31","1","","1","","14","1140002"
"0","1","03_uek_14_aoi_loop","104031","3","","","03_uek_14_aoi","","14","1140003"
"10","0","0","104031","11","","","うう、ぼっちへの\n風当たりが\n強すぎませんか！？","","14","1140004"
"100","-20","-75","1","1","1.3","0","100731","03_uek_cmn_idol_def_N","15","1150001"
"100","10","65","1","1","1.3","1","103131","03_uek_15_father","15","1150002"
"1","0","","100731","3","","","03_uek_15_miyako","","15","1150003"
"10","0","0","100731","11","","","空は気持ちいいの～\nこれが天にも昇る\n気持ちってやつなの","","15","1150004"
"","","","0","91","","","","","15","1150005"
"1","0","","103131","3","","","03_uek_15_father","","15","1150006"
"10","0","0","103131","11","","","ガキんちょもか？\nオレも身体が\n軽くなってきたぞ！","","15","1150007"
"","","","0","91","","","","","15","1150008"
"1","0","","103131","3","","","03_uek_talk_normal","","15","1150009"
"10","0","0","103131","11","","","ミヤコさんは\n本当に昇天しちゃ\nだめですよ…？","","15","1150010"
"","","","0","91","","","","","15","1150011"
"1","0","","103131","3","0.2","","03_uek_cmn_idol_def_N","","15","1150012"
"100","-45","-110","1","1","1.3","0","112431","01_uek_cmn_idol_def_N","16","1160001"
"100","-15","40","1","1","1.3","1","105831","01_uek_cmn_idol_def_N","16","1160002"
"100","10","140","1","1","1.3","1","105931","01_uek_cmn_idol_def_N","16","1160003"
"0","0","01_uek_cmn_idol_def_N","105931","3","","","01_uek_01_kokkoro","","16","1160004"
"0","1","01_uek_cmn_idol_def_N","112431","3","","","01_uek_01_uduki","","16","1160005"
"0","1","01_uek_cmn_idol_def_N","105831","3","","","01_uek_01_peko","","16","1160006"
"","","","0","91","","","","","16","1160007"
"1","1","","105931","3","","","01_uek_talk_normal","","16","1160008"
"10","0","0","105931","11","","","ウヅキさま。先は長\nそうですが、休まな\nくて大丈夫ですか？","","16","1160009"
"","","","0","91","","","","","16","1160010"
"1","1","","105931","3","","","01_uek_cmn_idol_def_N","","16","1160011"
"1","","","112431","3","","","01_uek_talk_joy1","","16","1160012"
"10","0","0","112431","11","","","はい、平気です！\nとっても楽しくって\nやばいです☆","","16","1160013"
"","","","1.5","93","","","","","16","1160014"
"0","1","01_uek_16_uduki_loop","112431","3","0.2","","01_uek_16_uduki","","16","1160015"
"","","","1160013","91","","","","","16","1160016"
"1","","","105831","3","","","01_uek_talk_joy1","","16","1160017"
"10","0","0","105831","11","","","元気いっぱいですね\nウヅキさん、一緒に\n頑張りましょう～☆","","16","1160018"
"","","","2.2","93","","","","","16","1160019"
"0","1","01_uek_16_uduki_loop","105831","3","0.2","","01_uek_16_peco","","16","1160020"
"","","","1160018","91","","","","","16","1160021"
"300","10","150","1","1","1.3","1","102331","03_uek_cmn_idol_def_N","17","1170001"
"100","-15","-100","1","1","1.3","0","102131","03_uek_cmn_idol_def_N","17","1170002"
"20","1.3","10","3","31","0","","3","","17","1170003"
"0","1","03_uek_17_ayane_loop","102331","3","0.2","0.2","03_uek_17_ayane","","17","1170004"
"0","1","03_uek_cmn_idol_def_N","102131","3","0.2","","03_uek_cmn_pose05","","17","1170005"
"","","","3","32","","","1","","17","1170006"
"10","0","0","102331","11","","","見て見て！\n雲でぷうきちを\n作ったよー！","","17","1170007"
"","","","0","91","","","","","17","1170008"
"1","","","102131","3","0.2","","03_uek_talk_joy1","","17","1170009"
"10","0","0","102131","11","","","わぁ、すご～い…！\n私も何か\n作りたいなぁ…♪","","17","1170010"
"","","","0","91","","","","","17","1170011"
"1","","","102131","3","0.2","","03_uek_cmn_idol_def_N","","17","1170012"
"100","45","229","1","1","1.3","0","112631","01_uek_cmn_idol_def_N","18","1180001"
"110","20","170","1","1","1.3","0","105831","01_uek_cmn_idol_def_N","18","1180002"
"100","-10","-85","1","1","1.3","0","105931","01_uek_cmn_idol_def_N","18","1180003"
"0","1","01_uek_18_mio_loop","112631","3","","","01_uek_18_mio","","18","1180004"
"10","0","0","112631","11","","","だいぶ登ったね～\nちょっと下のほう\n見てみようよ！","","18","1180005"
"","","","0","91","","","","","18","1180006"
"0","1","01_uek_18_mio_loop","105831","3","","","01_uek_18_mio","","18","1180007"
"10","0","0","105831","11","","","そうですね！\nえーと、どれどれ…\nって、わわわわ！","","18","1180008"
"","","","3","93","","","","","18","1180009"
"5","1","2","105831","2","","","170","","18","1180010"
"","","","1180008","91","","","","","18","1180011"
"0","1","01_uek_cmn_idol_def_N","105931","3","","","01_uek_18_kokkoro","","18","1180012"
"10","0","0","105931","11","","","ふふ、お二人とも\nはしゃがれて、楽し\nそうでございますね","","18","1180013"
"100","110","402","1","1","1.3","0","101231","02_uek_19_hatsune","19","1190001"
"100","30","166","1","1","1.3","0","103831","02_uek_talk_surprise2","19","1190002"
"1","0","","103831","3","0.2","","02_uek_talk_surprise2","","19","1190003"
"10","0","0","103831","11","","","あ！　お姉ちゃん！\nこんなところで\n寝ちゃ危ないよー！","","19","1190004"
"","","","0","91","","","","","19","1190005"
"10","0","0","101231","11","","","しおりんの声が\n聞こえたような…\nすやぁ…☆","","19","1190006"
"100","-35","-195","2","1","0.9","0","105831","05_idle","20","1200001"
"1000","30","150","2","1","1.4","0","304602","304602_idle","20","1200002"
"150","1","50","102","31","1","","17","","20","1200003"
"150","1","400","103","31","1","","18","","20","1200004"
"110","25","185","1","1","1.3","0","105931","01_uek_21_kokkoro_loop","21","1210001"
"120","-5","65","1","1","1.3","0","112531","01_uek_21_rin_loop","21","1210002"
"100","-35","-140","1","1","1.3","0","106031","01_uek_cmn_idol_def_N","21","1210003"
"10","0","0","105931","11","","","風が心地よいですね\n優しく、囁きかけて\nいるように感じます","","21","1210004"
"","","","0","91","","","","","21","1210005"
"10","0","0","112531","11","","","上に向かう私たちに\n蒼い風が語りかけて\nきてるのかもね…","","21","1210006"
"","","","0","91","","","","","21","1210007"
"0","1","01_uek_cmn_idol_def_N","106031","3","","","01_uek_21_kyaru","","21","1210008"
"10","0","0","106031","11","","","…あんたたち\nなんか妙なところで\nシンクロしてるわね","","21","1210009"
"","","","0","91","","","","","21","1210010"
"100","40","180","1","1","1.3","0","105831","01_uek_cmn_idol_def_N","22","1220001"
"420","1.3","250","4","31","1","","4","","22","1220002"
"1","","","105831","3","0.2","","01_uek_cmn_pose03","","22","1220003"
"10","0","0","105831","11","","","おにぎり型の雲って\nどんな味がするんで\nしょう…じゅるり☆","","22","1220004"
"","","","0","91","","","","","22","1220005"
"100","5","33","1","1","1.3","0","105231","03_uek_cmn_idol_def_N","23","1230001"
"1010","40","200","1","1","1.3","0","102631","03_uek_23_rin","23","1230002"
"100","-25","-110","1","1","1.3","0","103331","03_uek_cmn_idol_def_N","23","1230003"
"220","1","32","5","31","1","","5","","23","1230004"
"1","","","102631","3","0.2","","03_uek_23_rin","","23","1230005"
"10","0","0","102631","11","","","この雲、ふかふかで\n気持ちいい～\nぐっすり眠れそう～","","23","1230006"
"","","","0","91","","","","","23","1230007"
"40","0","45","102631","2","","","1100","","23","1230008"
"32","0","45","5","33","","","1120","","23","1230009"
"1","","","105231","3","0.2","","03_uek_cmn_pose04","","23","1230010"
"1","","","103331","3","0.2","","03_uek_talk_surprise2","","23","1230011"
"10","0","0","105231","11","","","リンちゃんの寝てる\n雲が流されてるわ！\nど、どうしよう！","","23","1230012"
"","","","0","91","","","","","23","1230013"
"10","0","0","103331","11","","","干し草のほうが\nふかふかだべー！\n戻ってくるべさー！","","23","1230014"
"","","","0","91","","","","","23","1230015"
"10","-45","-240","1","1","1.3","0","105531","03_uek_24_ayumi","24","1240001"
"1","0","","105531","3","","","03_uek_24_ayumi","","24","1240002"
"10","0","0","105531","11","","","あっ、あそこに\n先輩がいる\nじーーーー…","","24","1240003"
"100","15","175","1","1","1.3","1","103631","03_uek_cmn_idol_def_N","25","1250001"
"100","-10","-36","1","1","1.3","0","100431","03_uek_cmn_idol_def_N","25","1250002"
"100","-45","-158","1","1","1.3","0","102031","03_uek_cmn_idol_def_N","25","1250003"
"1","0","","102031","3","","","03_uek_cmn_pose06","","25","1250004"
"10","0","0","102031","11","","","お空で遊ぶのって\nすごく気持ちいいね\nるんたった～♪","","25","1250005"
"","","","0","91","","","","","25","1250006"
"0","1","03_uek_25_misogi_loop","100431","3","","","03_uek_25_misogi","","25","1250007"
"10","0","0","100431","11","","","うん！　キョウカも\nそう思うでしょー？\n…わぁっ！","","25","1250008"
"1","0","03_uek_25_kyouka_loop","103631","3","","","03_uek_25_kyouka","","25","1250009"
"","","","0","91","","","","","25","1250010"
"10","0","0","103631","11","","","ちょっとミソギ！\n落ちたら危ないから\nおどかさないでよ！","","25","1250011"
"","","","0","91","","","","","25","1250012"
"100","-43","-179","1","1","1.3","0","104831","01_uek_cmn_idol_def_N","27","1270001"
"100","-14","0","1","1","1.3","0","104631","01_uek_27_tamaki_loop","27","1270002"
"100","24","200","1","1","1.3","1","103231","01_uek_cmn_idol_def_N","27","1270003"
"10","0","0","104631","11","","","はぁはぁ…\nも、もう限界にゃ…\n帰りたいにゃ…","","27","1270004"
"","","","0","91","","","","","27","1270005"
"0","1","01_uek_talk_normal","104831","3","","","01_uek_cmn_pose02","","27","1270006"
"10","0","0","104831","11","","","効率的な体力配分で\n登れば、これくらい\n楽勝のはずよ","","27","1270007"
"","","","0","91","","","","","27","1270008"
"1","0","","104831","3","0.3","","01_uek_cmn_idol_def_N","","27","1270009"
"1","0","","103231","3","","","01_uek_27_akino_loop","","27","1270010"
"10","0","0","103231","11","","","おーっほっほっほ！\nいい眺めですわ！\n先が楽しみですわね","","27","1270011"
"110","-10","0","1","1","1.3","0","102931","04_uek_cmn_idol_def_N","28","1280001"
"120","-30","-120","1","1","1.3","0","104231","04_uek_cmn_idol_def_N","28","1280002"
"100","10","120","1","1","1.3","0","105431","04_uek_cmn_idol_def_N","28","1280003"
"35","1.3","10","6","31","0","","6","","28","1280004"
"-85","1.3","-10","6","31","0","","9","","28","1280005"
"155","1.3","30","6","31","0","","10","","28","1280006"
"1","","","102931","3","0.2","","04_uek_28_nozomi","","28","1280007"
"1","","","104231","3","0.2","","04_uek_28_chika","","28","1280008"
"1","","","105431","3","0.2","","04_uek_28_tsumugi","","28","1280009"
"","","","6","32","","","1","","28","1280010"
"","","","9","32","","","1","","28","1280011"
"","","","10","32","","","1","","28","1280012"
"10","0","0","102931","11","","","空の上でも\nカルミナ…\nオンステージ！","","28","1280013"
"","","","0","91","","","","","28","1280014"
"10","0","0","104231","11","","","風が気持ちいい…！\n精霊たちも\n楽しそうです！","","28","1280015"
"","","","0","91","","","","","28","1280016"
"10","0","0","105431","11","","","最っ高ですね！\nアンコールまで\n駆け抜けましょう！","","28","1280017"
"","","","0","91","","","","","28","1280018"
"100","-10","-40","1","1","1.3","0","101531","03_uek_cmn_idol_def_N","29","1290001"
"100","10","95","1","1","1.3","1","101831","03_uek_cmn_idol_def_N","29","1290002"
"1","0","","101831","3","","","03_uek_talk_joy1","","29","1290003"
"10","0","0","101831","11","","","気持ちいいところね\n遠足で生徒たちも\n連れてこようかしら","","29","1290004"
"","","","0","91","","","","","29","1290005"
"1","0","","101831","3","0.3","","03_uek_cmn_idol_def_N","","29","1290006"
"1","0","","101531","3","0.3","","03_uek_talk_joy1","","29","1290007"
"10","0","0","101531","11","","","あらあら～、じゃあ\n里の子どもたちも\nご一緒したいです～","","29","1290008"
"","","","0","91","","","","","29","1290009"
"1","0","","101531","3","0.3","","03_uek_cmn_idol_def_N","","29","1290010"
"100","-35","-195","2","1","0.9","0","105831","05_idle","30","1300001"
"1000","-50","150","2","1","1.5","0","307505","307505_idle","30","1300002"
"150","1","50","102","31","1","","19","","30","1300003"
"150","1","400","103","31","1","","20","","30","1300004"
"0","1","307505_idle","307505","3","0","","307505_awake","","30","1300005"
"110","10","140","1","1","1.3","0","105831","01_uek_cmn_idol_def_N","31","1310001"
"110","0","20","1","1","1.3","0","105931","01_uek_cmn_idol_def_N","31","1310002"
"110","-55","-200","1","1","1.3","0","106031","01_uek_26_kyaru_loop","31","1310003"
"","","","1","93","","","","","31","1310004"
"","","","105831","4","","","1","","31","1310005"
"1","","","105831","3","0","","01_uek_cmn_pose04","","31","1310006"
"10","","","105831","11","","","見てください！\nお星様の世界です！\nすごい景色ですね☆","","31","1310007"
"","","","2.3","93","","","","","31","1310008"
"0","0","","105831","3","0.2","","01_uek_cmn_idol_def_N","","31","1310009"
"","","","1310007","91","","","","","31","1310010"
"1","0","","105831","3","0.2","","01_uek_cmn_idol_def_N","","31","1310011"
"1","","","105931","3","","","01_uek_talk_normal","","31","1310012"
"10","","","105931","11","","","本当に素晴らしい\n場所でございます\n堪能いたしましょう","","31","1310013"
"","","","0","91","","","","","31","1310014"
"1","","","105931","3","0.2","","01_uek_cmn_idol_def_N","","31","1310015"
"10","","","106031","11","","","何落ち着いてるのよ\nおかしいでしょ\nなんか色々と…！","","31","1310016"
"100","91","255","1","1","1.3","1","104531","02_uek_32_kuka_loop","32","1320001"
"100","-29","-97","1","1","1.3","0","105331","02_uek_cmn_idol_def_N","32","1320002"
"100","0","50","1","1","1.3","0","103031","02_uek_cmn_idol_def_N","32","1320003"
"0","0","","104531","3","0.5","","02_uek_32_kuka","","32","1320004"
"0","1","02_uek_talk_surprise2","105331","3","0.5","","02_uek_cmn_shock_def_N","","32","1320005"
"0","1","02_uek_talk_surprise2","103031","3","0.5","","02_uek_cmn_shock_def_N","","32","1320006"
"","","","0","91","","","","","32","1320007"
"1","0","","103031","3","0.5","","02_uek_talk_surprise2","","32","1320008"
"10","0","0","103031","11","","","せっかく見つけた\nクウカがまた\n飛んでマス！","","32","1320009"
"","","","0","91","","","","","32","1320010"
"1","0","","105331","3","0.5","","02_uek_talk_surprise2","","32","1320011"
"10","0","0","105331","11","","","やっぱりよろこんで\nなかったか！？","","32","1320012"
"100","0","0","1","1","1.3","1","100831","02_uek_cmn_idol_def_N","33","1330001"
"-120","1.3","130","7","31","1","","7","","33","1330002"
"0","1","02_uek_33_yuki_loop","100831","3","0.2","","02_uek_33_yuki","","33","1330003"
"10","0","0","100831","11","","","星の輝きを浴びた\nボクはまた一段と\n美しいね…","","33","1330004"
"","","","0","91","","","","","33","1330005"
"110","0","10","1","1","1.3","1","100931","02_uek_cmn_idol_def_N","34","1340001"
"110","10","180","1","1","1.3","1","101331","02_uek_cmn_idol_def_N","34","1340002"
"","","","1","93","","","","","34","1340003"
"1","1","02_uek_cmn_idol_def_N","101331","3","0.2","0.2","02_uek_cmn_pose01","","34","1340004"
"10","0","0","101331","11","","","ウチュウキター！\nテンション爆上がり\nですしおすし！","","34","1340005"
"","","","0","91","","","","","34","1340006"
"0","1","02_uek_34_anna_loop","100931","3","0.2","0","02_uek_34_anna","","34","1340007"
"10","0","0","100931","11","","","くくく…星の力を\n強く感じるぞ！\n覚醒の時は近い…！","","34","1340008"
"100","-60","-200","1","1","1.3","1","100231","01_uek_cmn_idol_def_N","35","1350001"
"100","10","0","1","1","1.3","1","100331","01_uek_cmn_idol_def_N","35","1350002"
"100","20","200","1","1","1.3","1","100131","01_uek_cmn_idol_def_N","35","1350003"
"0","1","270","8","31","1","","8","","35","1350004"
"0","1","01_uek_35_yui_loop","100231","3","0.2","0.2","01_uek_35_yui","","35","1350005"
"0","1","01_uek_35_rei_loop","100331","3","0.2","0.2","01_uek_35_rei","","35","1350006"
"1","","","100131","3","0.2","","01_uek_cmn_pose03","","35","1350007"
"10","0","0","100231","11","","","見て、流れ星…！\nみんなで願い事を\nしようよ","","35","1350008"
"","","","0","91","","","","","35","1350009"
"10","0","0","100331","11","","","ああ、そうだね\n私たちにぴったりな\nシチュエーションだ","","35","1350010"
"","","","0","91","","","","","35","1350011"
"10","0","0","100131","11","","","さんせーい！\nじゃあ、あたしは…\nうーん、うーん…！","","35","1350012"
"","","","0","91","","","","","35","1350013"
