690436b07993a67fc0c5b159c9d2a639c38faca508369a5a39d8857eececb56f,aee233191bdedeff047030e921720b70a05142002d9076074fc94075b4ee747f,3887efa59fd6bf884e84965b95b41a9871fec51118b4537a8bb59f72146217d3,63a722897007df6bbc989537a7e570144496dd18936d060eb80ff0be8fa5b8c6,cf8e31c9a300cbac0dba05119b895abeb89880a4eb0b946b60f64943bbb1dca3,26911870ab630813d5aff5a56e8dcaa79c46ea0137f2b5be0d5ec90ff69de0c0,1e9613b1b33c66fc9c1f143bae7c299bacb758755974ec49b2ea523327904e06,eb9627aecb76f00409d905d80886261d940c6bcf2b3481f15a6d5354dddeca28,81ea617f96b343e3d51e04e6e95e3bca94639ff75a5ccdf463c2261c8fe3ef42,dca8d877c8f208118e7a7350da4a2512cbc90b591751eb843ccd4dc2616e156d,d33f5715be2b0af7810a5097c355550a61300b250339c8788c233b1df7882b47,8e948cb442114f38876eef32381a5b67ceba90e2f00bab3cd03485d4b1d91859,a87b792453224006731d4dfcb53eb79138ee92671c77104b2a5ac386eca6dc75,663edf562fdde1ed533f37b6ccab6a2e11a6b848fc3949be985135d3e93b09c4
"46","2000","40","0","0","1","1","-1","0","2018/09/10 04:59:59","2018/08/31 05:00:00","103","0","44"
"47","2000","40","0","0","1","1","-1","0","2018/09/20 04:59:59","2018/09/10 05:00:00","104","0","45"
"48","2000","30","0","0","1","1","-1","0","2018/09/25 04:59:59","2018/09/20 05:00:00","101","0","31"
"49","2000","40","0","0","1","1","-1","0","2018/09/25 04:59:59","2018/09/20 05:00:00","101","0","41"
"50","2000","30","0","0","1","1","-1","0","2018/09/30 04:59:59","2018/09/25 05:00:00","102","0","32"
"51","2000","40","0","0","1","1","-1","0","2018/09/30 04:59:59","2018/09/25 05:00:00","102","0","42"
"52","2000","30","0","0","1","1","-1","0","2018/10/10 04:59:59","2018/09/30 05:00:00","103","0","34"
"53","2000","40","0","0","1","1","-1","0","2018/10/10 04:59:59","2018/09/30 05:00:00","103","0","44"
"54","2000","40","0","0","1","1","-1","0","2018/10/21 04:59:59","2018/10/10 05:00:00","104","0","45"
"57","2000","30","0","0","1","1","-1","0","2018/10/26 04:59:59","2018/10/21 05:00:00","101","0","31"
"58","2000","40","0","0","1","1","-1","0","2018/10/26 04:59:59","2018/10/21 05:00:00","101","0","41"
"59","2000","30","0","0","1","1","-1","0","2018/10/31 04:59:59","2018/10/26 05:00:00","102","0","32"
"60","2000","40","0","0","1","1","-1","0","2018/10/31 04:59:59","2018/10/26 05:00:00","102","0","42"
"61","2000","30","0","0","1","1","-1","0","2018/11/10 04:59:59","2018/10/31 05:00:00","103","0","34"
"62","2000","40","0","0","1","1","-1","0","2018/11/10 04:59:59","2018/10/31 05:00:00","103","0","44"
"63","1500","80","0","0","1","1","-1","0","2018/11/14 14:59:59","2018/10/31 12:00:00","6004","0","151"
"64","1500","80","0","0","1","1","-1","0","2018/11/14 14:59:59","2018/10/31 12:00:00","6005","0","152"
"65","2000","40","0","0","1","1","-1","0","2018/11/19 04:59:59","2018/11/10 05:00:00","104","0","45"
"66","2000","30","0","0","1","1","-1","0","2018/11/24 04:59:59","2018/11/19 05:00:00","101","0","31"
"67","2000","40","0","0","1","1","-1","0","2018/11/24 04:59:59","2018/11/19 05:00:00","101","0","41"
"68","2000","30","0","0","1","1","-1","0","2018/11/29 04:59:59","2018/11/24 05:00:00","102","0","32"
"69","2000","40","0","0","1","1","-1","0","2018/11/29 04:59:59","2018/11/24 05:00:00","102","0","42"
"70","2000","30","0","0","1","1","-1","0","2018/12/10 04:59:59","2018/11/29 05:00:00","103","0","34"
"71","2000","40","0","0","1","1","-1","0","2018/12/10 04:59:59","2018/11/29 05:00:00","103","0","44"
"72","1500","80","0","0","1","1","-1","0","2018/12/14 14:59:59","2018/11/30 12:00:00","6004","0","151"
"73","1500","80","0","0","1","1","-1","0","2018/12/14 14:59:59","2018/11/30 12:00:00","6005","0","152"
"74","2000","40","0","0","1","1","-1","0","2018/12/19 04:59:59","2018/12/10 05:00:00","104","0","45"
"75","2000","30","0","0","1","1","-1","0","2018/12/24 04:59:59","2018/12/19 05:00:00","101","0","31"
"76","2000","40","0","0","1","1","-1","0","2018/12/24 04:59:59","2018/12/19 05:00:00","101","0","41"
"77","2000","30","0","0","1","1","-1","0","2018/12/30 04:59:59","2018/12/24 05:00:00","102","0","32"
"78","2000","40","0","0","1","1","-1","0","2018/12/30 04:59:59","2018/12/24 05:00:00","102","0","42"
"79","2000","30","0","0","1","1","-1","0","2019/1/11 04:59:59","2018/12/30 05:00:00","103","0","34"
"80","2000","40","0","0","1","1","-1","0","2019/1/11 04:59:59","2018/12/30 05:00:00","103","0","44"
"81","1500","80","0","0","1","1","-1","0","2019/1/14 14:59:59","2018/12/31 12:00:00","6004","0","151"
"82","1500","80","0","0","1","1","-1","0","2019/1/14 14:59:59","2018/12/31 12:00:00","6005","0","152"
"83","2000","40","0","0","1","1","-1","0","2019/1/21 04:59:59","2019/1/11 05:00:00","104","0","45"
"84","2000","30","0","0","1","1","-1","0","2019/1/22 04:59:59","2019/1/15 05:00:00","101","0","31"
"85","2000","40","0","0","1","1","-1","0","2019/1/22 04:59:59","2019/1/15 05:00:00","101","0","41"
"86","2000","30","0","0","1","1","-1","0","2019/1/27 04:59:59","2019/1/22 05:00:00","102","0","32"
"87","2000","40","0","0","1","1","-1","0","2019/1/27 04:59:59","2019/1/22 05:00:00","102","0","42"
"88","2000","30","0","0","1","1","-1","0","2019/1/31 04:59:59","2019/1/27 05:00:00","101","0","31"
"89","2000","40","0","0","1","1","-1","0","2019/1/31 04:59:59","2019/1/27 05:00:00","101","0","41"
"90","2000","30","0","0","1","1","-1","0","2019/2/11 04:59:59","2019/1/31 05:00:00","103","0","34"
"91","2000","40","0","0","1","1","-1","0","2019/2/11 04:59:59","2019/1/31 05:00:00","103","0","44"
"92","1500","80","0","0","1","1","-1","0","2019/2/14 14:59:59","2019/1/31 12:00:00","6004","0","151"
"93","1500","80","0","0","1","1","-1","0","2019/2/14 14:59:59","2019/1/31 12:00:00","6005","0","152"
"94","2000","40","0","0","1","1","-1","0","2019/2/18 04:59:59","2019/2/11 05:00:00","104","0","45"
"95","3000","30","0","0","1","1","-1","0","2019/02/22 04:59:59","2019/02/11 05:00:00","101","0","31"
"96","3000","40","0","0","1","1","-1","0","2019/02/22 04:59:59","2019/02/11 05:00:00","101","0","41"
"97","3000","30","0","0","1","1","-1","0","2019/02/28 04:59:59","2019/02/22 05:00:00","102","0","32"
"98","3000","40","0","0","1","1","-1","0","2019/02/28 04:59:59","2019/02/22 05:00:00","102","0","42"
"99","2000","30","0","0","1","1","-1","0","2019/3/11 04:59:59","2019/2/28 05:00:00","103","0","34"
"100","2000","40","0","0","1","1","-1","0","2019/3/11 04:59:59","2019/2/28 05:00:00","103","0","44"
"101","1500","80","0","0","1","1","-1","0","2019/3/14 14:59:59","2019/2/28 12:00:00","6004","0","151"
"102","1500","80","0","0","1","1","-1","0","2019/3/14 14:59:59","2019/2/28 12:00:00","6005","0","152"
"103","2000","40","0","0","1","1","-1","0","2019/3/21 04:59:59","2019/3/11 05:00:00","104","0","45"
"104","2000","30","0","0","1","1","-1","0","2019/3/22 04:59:59","2019/3/15 05:00:00","101","0","31"
"105","2000","40","0","0","1","1","-1","0","2019/3/22 04:59:59","2019/3/15 05:00:00","101","0","41"
"106","2000","30","0","0","1","1","-1","0","2019/3/23 04:59:59","2019/3/19 05:00:00","103","0","34"
"107","2000","40","0","0","1","1","-1","0","2019/3/23 04:59:59","2019/3/19 05:00:00","103","0","44"
"108","2000","30","0","0","1","1","-1","0","2019/3/27 04:59:59","2019/3/22 05:00:00","102","0","32"
"109","2000","40","0","0","1","1","-1","0","2019/3/27 04:59:59","2019/3/22 05:00:00","102","0","42"
"110","2000","30","0","0","1","1","-1","0","2019/3/27 04:59:59","2019/3/22 05:00:00","109","0","37"
"111","2000","30","0","0","1","1","-1","0","2019/3/31 04:59:59","2019/3/27 05:00:00","101","0","31"
"112","2000","40","0","0","1","1","-1","0","2019/3/31 04:59:59","2019/3/27 05:00:00","101","0","41"
"113","2000","30","0","0","1","1","-1","0","2019/4/10 04:59:59","2019/3/31 05:00:00","103","0","34"
"114","2000","40","0","0","1","1","-1","0","2019/4/10 04:59:59","2019/3/31 05:00:00","103","0","44"
"115","1500","80","0","0","1","1","-1","0","2019/4/12 20:59:59","2019/3/31 12:00:00","6004","0","151"
"116","1500","80","0","0","1","1","-1","0","2019/4/12 20:59:59","2019/3/31 12:00:00","6005","0","152"
"117","2000","30","0","0","1","1","-1","0","2019/4/13 04:59:59","2019/4/10 05:00:00","101","0","31"
"118","2000","40","0","0","1","1","-1","0","2019/4/13 04:59:59","2019/4/10 05:00:00","101","0","41"
"119","2000","40","0","0","1","1","-1","0","2019/4/20 04:59:59","2019/4/10 05:00:00","104","0","45"
"120","2000","30","0","0","1","1","-1","0","2019/4/17 04:59:59","2019/4/13 05:00:00","109","0","37"
"121","1500","80","0","0","1","1","-1","0","2019/4/22 20:59:59","2019/4/15 12:00:00","7004","0","251"
"122","1500","80","0","0","1","1","-1","0","2019/4/22 20:59:59","2019/4/15 12:00:00","7005","0","252"
"123","2000","30","0","0","1","1","-1","0","2019/4/20 04:59:59","2019/4/17 05:00:00","101","0","31"
"124","2000","40","0","0","1","1","-1","0","2019/4/20 04:59:59","2019/4/17 05:00:00","101","0","41"
"125","2000","30","0","0","1","1","-1","0","2019/4/23 04:59:59","2019/4/19 05:00:00","103","0","34"
"126","2000","40","0","0","1","1","-1","0","2019/4/23 04:59:59","2019/4/19 05:00:00","103","0","44"
"127","2000","30","0","0","1","1","-1","0","2019/4/27 04:59:59","2019/4/20 05:00:00","102","0","32"
"128","2000","40","0","0","1","1","-1","0","2019/4/27 04:59:59","2019/4/20 05:00:00","102","0","42"
"129","3000","30","0","0","1","1","-1","0","2019/05/02 04:59:59","2019/04/27 05:00:00","101","0","31"
"130","3000","40","0","0","1","1","-1","0","2019/05/02 04:59:59","2019/04/27 05:00:00","101","0","41"
"131","2000","30","0","0","1","1","-1","0","2019/05/02 04:59:59","2019/04/27 05:00:00","103","0","34"
"132","2000","40","0","0","1","1","-1","0","2019/05/02 04:59:59","2019/04/27 05:00:00","103","0","44"
"133","3000","30","0","0","1","1","-1","0","2019/05/07 04:59:59","2019/05/02 05:00:00","102","0","32"
"134","3000","40","0","0","1","1","-1","0","2019/05/07 04:59:59","2019/05/02 05:00:00","102","0","42"
"135","2000","40","0","0","1","1","-1","0","2019/05/07 04:59:59","2019/05/02 05:00:00","104","0","45"
"136","2000","30","0","0","1","1","-1","0","2019/05/11 04:59:59","2019/05/07 05:00:00","103","0","34"
"137","2000","40","0","0","1","1","-1","0","2019/05/11 04:59:59","2019/05/07 05:00:00","103","0","44"
"138","1500","80","0","0","1","1","-1","0","2019/05/12 20:59:59","2019/04/30 12:00:00","6004","0","151"
"139","1500","80","0","0","1","1","-1","0","2019/05/12 20:59:59","2019/04/30 12:00:00","6005","0","152"
"140","2000","40","0","0","1","1","-1","0","2019/05/21 04:59:59","2019/05/11 05:00:00","104","0","45"
"141","2000","30","0","0","1","1","-1","0","2019/05/14 04:59:59","2019/05/11 05:00:00","101","0","31"
"142","2000","40","0","0","1","1","-1","0","2019/05/14 04:59:59","2019/05/11 05:00:00","101","0","41"
"143","2000","30","0","0","1","1","-1","0","2019/05/18 04:59:59","2019/05/14 05:00:00","109","0","37"
"144","1500","80","0","0","1","1","-1","0","2019/05/22 20:59:59","2019/05/15 12:00:00","7004","0","251"
"145","1500","80","0","0","1","1","-1","0","2019/05/22 20:59:59","2019/05/15 12:00:00","7005","0","252"
"146","2000","30","0","0","1","1","-1","0","2019/05/22 04:59:59","2019/05/17 05:00:00","103","0","34"
"147","2000","40","0","0","1","1","-1","0","2019/05/22 04:59:59","2019/05/17 05:00:00","103","0","44"
"148","2000","30","0","0","1","1","-1","0","2019/05/25 04:59:59","2019/05/18 05:00:00","101","0","31"
"149","2000","40","0","0","1","1","-1","0","2019/05/25 04:59:59","2019/05/18 05:00:00","101","0","41"
"150","2000","30","0","0","1","1","-1","0","2019/05/31 04:59:59","2019/05/25 05:00:00","102","0","32"
"151","2000","40","0","0","1","1","-1","0","2019/05/31 04:59:59","2019/05/25 05:00:00","102","0","42"
"152","2000","30","0","0","1","1","-1","0","2019/06/11 04:59:59","2019/05/31 05:00:00","103","0","34"
"153","2000","40","0","0","1","1","-1","0","2019/06/11 04:59:59","2019/05/31 05:00:00","103","0","44"
"154","1500","80","0","0","1","1","-1","0","2019/06/14 20:59:59","2019/05/31 12:00:00","6004","0","151"
"155","1500","80","0","0","1","1","-1","0","2019/06/14 20:59:59","2019/05/31 12:00:00","6005","0","152"
"156","2000","30","0","0","1","1","-1","0","2019/06/11 04:59:59","2019/06/07 05:00:00","101","0","31"
"157","2000","40","0","0","1","1","-1","0","2019/06/11 04:59:59","2019/06/07 05:00:00","101","0","41"
"158","2000","40","0","0","1","1","-1","0","2019/06/20 04:59:59","2019/06/11 05:00:00","104","0","45"
"159","2000","30","0","0","1","1","-1","0","2019/06/22 04:59:59","2019/06/14 05:00:00","101","0","31"
"160","2000","40","0","0","1","1","-1","0","2019/06/22 04:59:59","2019/06/14 05:00:00","101","0","41"
"161","1500","80","0","0","1","1","-1","0","2019/06/22 20:59:59","2019/06/15 12:00:00","7004","0","251"
"162","1500","80","0","0","1","1","-1","0","2019/06/22 20:59:59","2019/06/15 12:00:00","7005","0","252"
"163","2000","30","0","0","1","1","-1","0","2019/06/18 04:59:59","2019/06/14 05:00:00","103","0","34"
"164","2000","40","0","0","1","1","-1","0","2019/06/18 04:59:59","2019/06/14 05:00:00","103","0","44"
"165","2000","30","0","0","1","1","-1","0","2019/06/27 04:59:59","2019/06/21 05:00:00","102","0","32"
"166","2000","40","0","0","1","1","-1","0","2019/06/27 04:59:59","2019/06/21 05:00:00","102","0","42"
"167","2000","30","0","0","1","1","-1","0","2019/06/27 04:59:59","2019/06/21 05:00:00","109","0","37"
"168","2000","30","0","0","1","1","-1","0","2019/06/30 04:59:59","2019/06/27 05:00:00","101","0","31"
"169","2000","40","0","0","1","1","-1","0","2019/06/30 04:59:59","2019/06/27 05:00:00","101","0","41"
"170","2000","30","0","0","1","1","-1","0","2019/07/06 04:59:59","2019/06/30 05:00:00","103","0","34"
"171","2000","40","0","0","1","1","-1","0","2019/07/06 04:59:59","2019/06/30 05:00:00","103","0","44"
"172","1500","80","0","0","1","1","-1","0","2019/07/14 20:59:59","2019/06/30 12:00:00","6004","0","151"
"173","1500","80","0","0","1","1","-1","0","2019/07/14 20:59:59","2019/06/30 12:00:00","6005","0","152"
"174","2000","30","0","0","1","1","-1","0","2019/07/11 04:59:59","2019/07/6 05:00:00","101","0","31"
"175","2000","40","0","0","1","1","-1","0","2019/07/11 04:59:59","2019/07/6 05:00:00","101","0","41"
"176","2000","30","0","0","1","1","-1","0","2019/07/15 04:59:59","2019/07/11 05:00:00","109","0","37"
"177","2000","40","0","0","1","1","-1","0","2019/07/21 04:59:59","2019/07/11 05:00:00","104","0","45"
"178","2000","30","0","0","1","1","-1","0","2019/07/23 04:59:59","2019/07/14 05:00:00","103","0","34"
"179","2000","40","0","0","1","1","-1","0","2019/07/23 04:59:59","2019/07/14 05:00:00","103","0","44"
"180","2000","30","0","0","1","1","-1","0","2019/07/22 04:59:59","2019/07/15 05:00:00","101","0","31"
"181","2000","40","0","0","1","1","-1","0","2019/07/22 04:59:59","2019/07/15 05:00:00","101","0","41"
"182","2000","30","0","0","1","1","-1","0","2019/07/28 04:59:59","2019/07/22 05:00:00","102","0","32"
"183","2000","40","0","0","1","1","-1","0","2019/07/28 04:59:59","2019/07/22 05:00:00","102","0","42"
"184","2000","30","0","0","1","1","-1","0","2019/07/28 04:59:59","2019/07/25 05:00:00","109","0","37"
"185","2000","30","0","0","1","1","-1","0","2019/07/31 04:59:59","2019/07/28 05:00:00","101","0","31"
"186","2000","40","0","0","1","1","-1","0","2019/07/31 04:59:59","2019/07/28 05:00:00","101","0","41"
"187","2000","30","0","0","1","1","-1","0","2019/08/6 04:59:59","2019/07/31 05:00:00","103","0","34"
"188","2000","40","0","0","1","1","-1","0","2019/08/6 04:59:59","2019/07/31 05:00:00","103","0","44"
"189","1500","80","0","0","1","1","-1","0","2019/07/22 20:59:59","2019/07/15 12:00:00","7004","0","251"
"190","1500","80","0","0","1","1","-1","0","2019/07/22 20:59:59","2019/07/15 12:00:00","7005","0","252"
"191","1500","80","0","0","1","1","-1","0","2019/08/13 20:59:59","2019/07/31 12:00:00","6004","0","151"
"192","1500","80","0","0","1","1","-1","0","2019/08/13 20:59:59","2019/07/31 12:00:00","6005","0","152"
"193","2000","30","0","0","1","1","-1","0","2019/08/11 04:59:59","2019/08/06 05:00:00","101","0","31"
"194","2000","40","0","0","1","1","-1","0","2019/08/11 04:59:59","2019/08/06 05:00:00","101","0","41"
"195","2000","40","0","0","1","1","-1","0","2019/08/21 04:59:59","2019/08/11 05:00:00","104","0","45"
"196","2000","30","0","0","1","1","-1","0","2019/08/28 04:59:59","2019/08/22 05:00:00","109","0","37"
"197","2000","30","0","0","1","1","-1","0","2019/08/31 04:59:59","2019/08/28 05:00:00","101","0","31"
"198","2000","40","0","0","1","1","-1","0","2019/08/31 04:59:59","2019/08/28 05:00:00","101","0","41"
"199","2000","30","0","0","1","1","-1","0","2019/09/06 04:59:59","2019/08/31 05:00:00","103","0","34"
"200","2000","40","0","0","1","1","-1","0","2019/09/06 04:59:59","2019/08/31 05:00:00","103","0","44"
"201","3000","30","0","0","1","1","-1","0","2019/08/22 04:59:59","2019/08/15 05:00:00","101","0","31"
"202","3000","40","0","0","1","1","-1","0","2019/08/22 04:59:59","2019/08/15 05:00:00","101","0","41"
"203","2000","30","0","0","1","1","-1","0","2019/08/19 04:59:59","2019/08/15 05:00:00","103","0","34"
"204","2000","40","0","0","1","1","-1","0","2019/08/19 04:59:59","2019/08/15 05:00:00","103","0","44"
"205","3000","30","0","0","1","1","-1","0","2019/08/28 04:59:59","2019/08/22 05:00:00","102","0","32"
"206","3000","40","0","0","1","1","-1","0","2019/08/28 04:59:59","2019/08/22 05:00:00","102","0","42"
"207","1500","80","0","0","1","1","-1","0","2019/09/14 20:59:59","2019/08/31 12:00:00","6004","0","151"
"208","1500","80","0","0","1","1","-1","0","2019/09/14 20:59:59","2019/08/31 12:00:00","6005","0","152"
"209","1500","80","0","0","1","1","-1","0","2019/08/22 20:59:59","2019/08/15 12:00:00","7004","0","251"
"210","1500","80","0","0","1","1","-1","0","2019/08/22 20:59:59","2019/08/15 12:00:00","7005","0","252"
"211","1500","100","0","0","1","1","-1","0","2019/09/04 04:59:59","2019/08/31 05:00:00","101","0","91"
"212","1500","100","0","0","1","1","-1","0","2019/09/04 04:59:59","2019/08/31 05:00:00","102","0","92"
"213","1500","100","0","0","1","1","-1","0","2019/09/04 04:59:59","2019/08/31 12:00:00","111","0","93"
"214","1500","100","0","0","1","1","-1","0","2019/09/04 04:59:59","2019/08/31 05:00:00","109","0","94"
"215","1500","100","0","0","1","1","-1","0","2019/09/04 04:59:59","2019/08/31 12:00:00","112","0","95"
"216","1500","100","0","0","1","1","-1","0","2019/09/04 04:59:59","2019/08/31 12:00:00","6004","0","96"
"217","1500","100","0","0","1","1","-1","0","2019/09/04 04:59:59","2019/08/31 12:00:00","6005","0","97"
"220","2000","30","0","0","1","1","-1","0","2019/09/09 04:59:59","2019/09/04 05:00:00","101","0","31"
"221","2000","40","0","0","1","1","-1","0","2019/09/09 04:59:59","2019/09/04 05:00:00","101","0","41"
"222","2000","30","0","0","1","1","-1","0","2019/09/14 04:59:59","2019/09/09 05:00:00","109","0","37"
"223","2000","40","0","0","1","1","-1","0","2019/09/20 04:59:59","2019/09/11 05:00:00","104","0","45"
"224","2000","30","0","0","1","1","-1","0","2019/09/20 04:59:59","2019/09/14 05:00:00","101","0","31"
"225","2000","40","0","0","1","1","-1","0","2019/09/20 04:59:59","2019/09/14 05:00:00","101","0","41"
"226","2000","30","0","0","1","1","-1","0","2019/09/21 04:59:59","2019/09/14 05:00:00","103","0","34"
"227","2000","40","0","0","1","1","-1","0","2019/09/21 04:59:59","2019/09/14 05:00:00","103","0","44"
"228","2000","30","0","0","1","1","-1","0","2019/09/26 04:59:59","2019/09/20 05:00:00","102","0","32"
"229","2000","40","0","0","1","1","-1","0","2019/09/26 04:59:59","2019/09/20 05:00:00","102","0","42"
"230","2000","30","0","0","1","1","-1","0","2019/09/29 04:59:59","2019/09/26 05:00:00","109","0","37"
"231","2000","30","0","0","1","1","-1","0","2019/09/30 04:59:59","2019/09/27 05:00:00","101","0","31"
"232","2000","40","0","0","1","1","-1","0","2019/09/30 04:59:59","2019/09/27 05:00:00","101","0","41"
"233","2000","30","0","0","1","1","-1","0","2019/10/06 04:59:59","2019/09/30 05:00:00","103","0","34"
"234","2000","40","0","0","1","1","-1","0","2019/10/06 04:59:59","2019/09/30 05:00:00","103","0","44"
"235","1500","80","0","0","1","1","-1","0","2019/09/23 20:59:59","2019/09/16 12:00:00","7004","0","251"
"236","1500","80","0","0","1","1","-1","0","2019/09/23 20:59:59","2019/09/16 12:00:00","7005","0","252"
"237","2000","30","0","0","1","1","-1","0","2019/09/14 04:59:59","2019/09/09 05:00:00","112","0","38"
"238","1500","80","0","0","1","1","-1","0","2019/10/14 20:59:59","2019/09/30 12:00:00","6004","0","151"
"239","1500","80","0","0","1","1","-1","0","2019/10/14 20:59:59","2019/09/30 12:00:00","6005","0","152"
"240","2000","30","0","0","1","1","-1","0","2019/09/29 04:59:59","2019/09/26 05:00:00","112","0","38"
"241","2000","30","0","0","1","1","-1","0","2019/10/09 04:59:59","2019/10/04 05:00:00","101","0","31"
