c65bf5584d40aa999b106b6da4f6d49da969edb38794ca1becd073668b634d4e,d781dcdf5842c8010e3e45d9d0ed2c586c7a508dad4aff28be967cf6f0bc1c77,a3bc7327d856bac61c3011529be31db559ee6993c1ec46315bcca31c86407642,515550851bc0126d09ddc408e6bf191ee06a43f71797c81ae514c5fe6fde22eb,2895fa0f56b8087a0880d8ad23c2121a36c880bcce2fa5a9de059e1f0eca24b4,d0b1b2132080f91587117cc1ce694fea13a3cacaf894963a24f2363b239781ac,3c952b103affe6f0a1d44a13a881c3f343cae6676082d2a5ec390914b6306573,b949492ca28a61ede895e049a59a2f949fd2345ca81ac9c0391606ce3960ce67,3c08b257e9bd12cc225dfe667d63942e5b570f0dc9d3c19e4c96f2220da14891,9f25a26ed50a07290cb9345917a45c5fb04e4b63a3a91469fc39bc98a82839ac,6b93c2fca4a31f5bbe2e5d10bf4201ef6310c7b47609312ab456444863e51078
"42","2","う～かき氷食べ過ぎて、\n身体が冷えちゃいました…\nあなたの体温で温めてください！\nギューーッ♪","107501","6","0","8","150","ぺコリーヌ","91002","40001"
"43","2","夏は危険がいっぱいと申します…\nですが、わたくしが主さまを\nしっかりとお守りいたしますよ","107601","7","0","8","150","コッコロ","91002","40001"
"44","2","ん～なんであんたと、ひと夏を\n過ごすことになったのかな…\n結構楽しいからいいけど！\nさ、まだまだ遊ぶわよ！","107801","8","0","8","150","キャル","91002","40001"
"45","2","あなたと過ごすはじめての夏…\nいまからドキドキが止まりません\n楽しくて素敵な思い出が、\nまた一つ増えるんですね♪","107701","9","0","8","150","スズメ","91002","40001"
"46","2","夏は一番の稼ぎ時にゃのに、\n今年はキミと過ごしたいって\n思ってるにゃ楽しい思い出\n増やしてくれるかにゃ？","107901","10","0","8","150","タマキ","91002","40001"
"57","0","","0","1","0","8","150","","91002","40003"
"58","0","","0","2","0","8","150","","91002","40003"
"59","0","","0","3","0","8","150","","91002","40003"
"60","0","","0","4","0","8","150","","91002","40003"
"61","0","","0","5","0","8","150","","91002","40003"
"62","0","","0","6","0","8","150","","91002","40003"
"63","0","","0","7","0","8","150","","91002","40003"
"64","0","","0","8","0","8","150","","91002","40003"
"65","0","","0","9","0","8","150","","91002","40003"
"66","0","","0","10","0","8","150","","91002","40003"
"67","0","","0","1","0","8","150","","91002","40004"
"68","0","","0","2","0","8","150","","91002","40004"
"69","0","","0","3","0","8","150","","91002","40004"
"70","0","","0","4","0","8","150","","91002","40004"
"71","0","","0","5","0","8","150","","91002","40004"
"72","0","","0","6","0","8","150","","91002","40004"
"73","0","","0","7","0","8","150","","91002","40004"
"74","0","","0","8","0","8","150","","91002","40004"
"75","0","","0","9","0","8","150","","91002","40004"
"76","0","","0","10","0","8","150","","91002","40004"
"77","0","","0","1","0","8","150","","91002","40005"
"78","0","","0","2","0","8","150","","91002","40005"
"79","0","","0","3","0","8","150","","91002","40005"
"80","0","","0","4","0","8","150","","91002","40005"
"81","0","","0","5","0","8","150","","91002","40005"
"82","0","","0","6","0","8","150","","91002","40005"
"83","0","","0","7","0","8","150","","91002","40005"
"84","0","","0","8","0","8","150","","91002","40005"
"85","0","","0","9","0","8","150","","91002","40005"
"86","0","","0","10","0","8","150","","91002","40005"
"87","0","","0","1","0","8","500","","91002","70000"
"88","0","","0","2","0","8","500","","91002","70000"
"89","0","","0","1","0","8","300","","91002","70001"
"90","0","","0","2","0","8","300","","91002","70001"
"91","0","","0","3","0","8","300","","91002","70001"
"92","1","","101201","1","500213","8","100","ハツネ","91002","80001"
"93","1","","103601","2","500193","8","100","キョウカ","91002","80001"
"94","1","","101001","3","500263","8","100","マホ","91002","80001"
"95","1","","102501","4","500164","8","100","スズメ","91002","80001"
"96","1","","104601","5","500284","8","100","タマキ","91002","80001"
"97","1","","103201","6","500070","8","100","アキノ","91002","80001"
"98","1","","107101","7","500096","8","100","クリスティーナ","91002","80001"
"99","1","","103701","8","500096","8","100","トモ","91002","80001"
"100","1","","100701","9","500264","8","100","ミヤコ","91002","80001"
"101","1","","100901","10","500143","8","100","アンナ","91002","80001"
"102","1","","105601","11","500143","8","100","ルカ","91002","80001"
"103","1","","102101","12","500114","8","100","クルミ","91002","80001"
"104","1","","101101","13","500600","8","100","リノ","91002","80001"
"105","1","","100201","14","500040","8","100","ユイ","91002","80001"
"106","1","","105801","15","500033","8","100","ペコリーヌ","91002","80001"
"107","0","","0","1","0","8","500","","91002","70002"
"108","0","","0","2","0","8","500","","91002","70002"
"109","0","","0","1","0","8","300","","91002","70003"
"110","0","","0","2","0","8","300","","91002","70003"
"111","0","","0","3","0","8","300","","91002","70003"
"112","0","","0","1","0","8","100","","91002","80002"
"113","0","","0","2","0","8","100","","91002","80002"
"114","0","","0","3","0","8","100","","91002","80002"
"115","0","","0","4","0","8","100","","91002","80002"
"116","0","","0","5","0","8","100","","91002","80002"
"117","0","","0","6","0","8","100","","91002","80002"
"118","0","","0","7","0","8","100","","91002","80002"
"119","0","","0","8","0","8","100","","91002","80002"
"120","0","","0","9","0","8","100","","91002","80002"
"121","0","","0","10","0","8","100","","91002","80002"
"122","0","","0","11","0","8","100","","91002","80002"
"123","0","","0","12","0","8","100","","91002","80002"
"124","0","","0","13","0","8","100","","91002","80002"
"125","0","","0","14","0","8","100","","91002","80002"
"126","0","","0","15","0","8","100","","91002","80002"
"127","0","","0","1","0","8","150","","91002","40006"
"128","0","","0","2","0","8","150","","91002","40006"
"129","0","","0","3","0","8","150","","91002","40006"
"130","0","","0","4","0","8","150","","91002","40006"
"131","0","","0","5","0","8","150","","91002","40006"
"132","0","","0","6","0","8","150","","91002","40006"
"133","0","","0","7","0","8","150","","91002","40006"
"134","0","","0","8","0","8","150","","91002","40006"
"135","0","","0","9","0","8","150","","91002","40006"
"136","0","","0","10","0","8","150","","91002","40006"
"137","0","","0","1","0","8","150","","91002","40007"
"138","0","","0","2","0","8","150","","91002","40007"
"139","0","","0","3","0","8","150","","91002","40007"
"140","0","","0","4","0","8","150","","91002","40007"
"141","0","","0","5","0","8","150","","91002","40007"
"142","0","","0","6","0","8","150","","91002","40007"
"143","0","","0","7","0","8","150","","91002","40007"
"144","0","","0","8","0","8","150","","91002","40007"
"145","0","","0","9","0","8","150","","91002","40007"
"146","0","","0","10","0","8","150","","91002","40007"
"147","0","","0","1","0","8","150","","91002","40008"
"148","0","","0","2","0","8","150","","91002","40008"
"149","0","","0","3","0","8","150","","91002","40008"
"150","0","","0","4","0","8","150","","91002","40008"
"151","0","","0","5","0","8","150","","91002","40008"
"152","0","","0","6","0","8","150","","91002","40008"
"153","0","","0","7","0","8","150","","91002","40008"
"154","0","","0","8","0","8","150","","91002","40008"
"155","0","","0","9","0","8","150","","91002","40008"
"156","0","","0","10","0","8","150","","91002","40008"
"157","1","","0","1","500371","8","100","","91002","80003"
"158","1","","0","2","500371","8","100","","91002","80003"
"159","1","","0","3","500033","8","100","","91002","80003"
"160","1","","0","4","500371","8","100","","91002","80003"
"161","1","","0","5","500033","8","100","","91002","80003"
"162","1","","0","6","500371","8","100","","91002","80003"
"163","1","","0","7","500367","8","100","","91002","80003"
"164","1","","0","8","500367","8","100","","91002","80003"
"165","1","","0","9","500367","8","100","","91002","80003"
"166","1","","0","10","500033","8","100","","91002","80003"
"167","1","","0","11","500033","8","100","","91002","80003"
"168","1","","0","12","500033","8","100","","91002","80003"
"169","1","","0","13","509020","8","100","","91002","80003"
"170","1","","0","14","500371","8","100","","91002","80003"
"171","1","","0","15","500033","8","100","","91002","80003"
"183","0","","0","1","0","8","500","","91002","70004"
"184","0","","0","2","0","8","500","","91002","70004"
"185","0","","0","1","0","8","300","","91002","70005"
"186","0","","0","2","0","8","300","","91002","70005"
"187","0","","0","3","0","8","300","","91002","70005"
"188","0","","0","1","530101","8","100","","91002","80004"
"189","0","","0","2","530102","8","100","","91002","80004"
"190","0","","0","3","530103","8","100","","91002","80004"
"191","0","","0","4","530104","8","100","","91002","80004"
"192","0","","0","5","530105","8","100","","91002","80004"
"193","0","","0","6","530106","8","100","","91002","80004"
"194","0","","0","7","530107","8","100","","91002","80004"
"195","0","","0","8","530108","8","100","","91002","80004"
"196","0","","0","9","530109","8","100","","91002","80004"
"197","0","","0","10","530110","8","100","","91002","80004"
"198","0","","0","11","530111","8","100","","91002","80004"
"199","0","","0","12","530112","8","100","","91002","80004"
"200","0","","0","13","530113","8","100","","91002","80004"
"201","0","","0","14","530114","8","100","","91002","80004"
"202","0","","0","15","530115","8","100","","91002","80004"
"203","0","","0","16","530116","8","100","","91002","80004"
"204","0","","0","17","530117","8","100","","91002","80004"
"205","0","","0","17","530117","7","1","","2805","80004"
"206","0","","0","1","0","8","150","","91002","40009"
"207","0","","0","2","0","8","150","","91002","40009"
"208","0","","0","3","0","8","150","","91002","40009"
"209","0","","0","4","0","8","150","","91002","40009"
"210","0","","0","5","0","8","150","","91002","40009"
"211","0","","0","6","0","8","150","","91002","40009"
"212","0","","0","7","0","8","150","","91002","40009"
"213","0","","0","8","0","8","150","","91002","40009"
"214","0","","0","9","0","8","150","","91002","40009"
"215","0","","0","10","0","8","150","","91002","40009"
"216","0","","0","1","500367","8","100","","91002","80005"
"217","0","","0","2","500367","8","100","","91002","80005"
"218","0","","0","3","500367","8","100","","91002","80005"
"219","0","","0","4","500367","8","100","","91002","80005"
"220","0","","0","5","500367","8","100","","91002","80005"
"221","0","","0","6","500367","8","100","","91002","80005"
"222","0","","0","7","500367","8","100","","91002","80005"
"223","0","","0","8","500367","8","100","","91002","80005"
"224","0","","0","9","500367","8","100","","91002","80005"
"225","0","","0","10","500367","8","100","","91002","80005"
"226","0","","0","11","500367","8","100","","91002","80005"
"227","0","","0","12","500367","8","100","","91002","80005"
"228","0","","0","13","500367","8","100","","91002","80005"
"229","0","","0","14","500367","8","100","","91002","80005"
"230","0","","0","15","500367","8","100","","91002","80005"
"231","0","","0","1","0","8","500","","91002","70006"
"232","0","","0","2","0","8","500","","91002","70006"
"233","0","","0","1","0","8","300","","91002","70007"
"234","0","","0","2","0","8","300","","91002","70007"
"235","0","","0","3","0","8","300","","91002","70007"
"236","0","","0","1","0","8","150","","91002","40010"
"237","0","","0","2","0","8","150","","91002","40010"
"238","0","","0","3","0","8","150","","91002","40010"
"239","0","","0","4","0","8","150","","91002","40010"
"240","0","","0","5","0","8","150","","91002","40010"
"241","0","","0","6","0","8","150","","91002","40010"
"242","0","","0","7","0","8","150","","91002","40010"
"243","0","","0","8","0","8","150","","91002","40010"
"244","0","","0","9","0","8","150","","91002","40010"
"245","0","","0","10","0","8","150","","91002","40010"
"246","0","","0","1","530121","8","100","","91002","80006"
"247","0","","0","2","530122","8","100","","91002","80006"
"248","0","","0","3","530123","8","100","","91002","80006"
"249","0","","0","4","530124","8","100","","91002","80006"
"250","0","","0","5","530125","8","100","","91002","80006"
"251","0","","0","6","530126","8","100","","91002","80006"
"252","0","","0","7","530127","8","100","","91002","80006"
"253","0","","0","8","530128","8","100","","91002","80006"
"254","0","","0","9","530129","8","100","","91002","80006"
"255","0","","0","10","530130","8","100","","91002","80006"
"256","0","","0","11","530131","8","100","","91002","80006"
"257","0","","0","12","530132","8","100","","91002","80006"
"258","0","","0","13","530133","8","100","","91002","80006"
"259","0","","0","14","530134","8","100","","91002","80006"
"260","0","","0","15","530135","8","100","","91002","80006"
"261","0","","0","16","530136","8","100","","91002","80006"
"262","0","","0","17","530137","8","100","","91002","80006"
"263","0","","0","17","530137","7","1","","2816","80006"
"264","0","","0","1","530123","8","100","","91002","80007"
"265","0","","0","2","530124","8","100","","91002","80007"
"266","0","","0","3","530125","8","100","","91002","80007"
"267","0","","0","4","530126","8","100","","91002","80007"
"268","0","","0","5","530127","8","100","","91002","80007"
"269","0","","0","6","530128","8","100","","91002","80007"
"270","0","","0","7","530129","8","100","","91002","80007"
"271","0","","0","8","530130","8","100","","91002","80007"
"272","0","","0","9","530131","8","100","","91002","80007"
"273","0","","0","10","530132","8","100","","91002","80007"
"274","0","","0","11","530133","8","100","","91002","80007"
"275","0","","0","12","530134","8","100","","91002","80007"
"276","0","","0","13","530135","8","100","","91002","80007"
"277","0","","0","14","530136","8","100","","91002","80007"
"278","0","","0","15","530137","8","100","","91002","80007"
"279","0","","0","15","530137","16","1","","9000215","80007"
"280","0","","0","15","530137","16","1","","9000216","80007"
"281","0","","0","1","0","8","500","","91002","70008"
"282","0","","0","2","0","8","500","","91002","70008"
"283","0","","0","1","0","8","1000","","91002","70009"
"284","0","","0","1","530141","8","100","","91002","80008"
"285","0","","0","2","530142","8","100","","91002","80008"
"286","0","","0","3","530143","8","100","","91002","80008"
"287","0","","0","4","530144","8","100","","91002","80008"
"288","0","","0","5","530145","8","100","","91002","80008"
"289","0","","0","6","530146","8","100","","91002","80008"
"290","0","","0","7","530147","8","100","","91002","80008"
"291","0","","0","8","530148","8","100","","91002","80008"
"292","0","","0","9","530149","8","100","","91002","80008"
"293","0","","0","10","530150","8","100","","91002","80008"
"294","0","","0","11","530151","8","100","","91002","80008"
"295","0","","0","12","530152","8","100","","91002","80008"
"296","0","","0","13","530153","8","100","","91002","80008"
"297","0","","0","14","530154","8","100","","91002","80008"
"298","0","","0","15","530155","8","100","","91002","80008"
"299","0","","0","16","530156","8","100","","91002","80008"
"300","0","","0","16","530156","7","1","","2830","80008"
"301","0","","0","1","0","8","100","","91002","20001"
"302","0","","0","1","0","2","20","","23001","20001"
"303","0","","0","2","0","8","100","","91002","20001"
"304","0","","0","2","0","2","20","","23001","20001"
"305","0","","0","3","0","2","1","","24016","20001"
"306","0","","0","3","0","2","20","","23001","20001"
"307","0","","0","4","0","8","100","","91002","20001"
"308","0","","0","4","0","2","20","","23001","20001"
"309","0","","0","5","0","8","300","","91002","20001"
"310","0","","0","5","0","2","20","","23001","20001"
"311","0","","0","6","0","8","100","","91002","20001"
"312","0","","0","6","0","2","20","","23001","20001"
"313","0","","0","7","0","8","100","","91002","20001"
"314","0","","0","7","0","2","20","","23001","20001"
"315","0","","0","8","0","8","200","","91002","20001"
"316","0","","0","8","0","2","20","","23001","20001"
"317","0","","0","9","0","8","300","","91002","20001"
"318","0","","0","9","0","2","20","","23001","20001"
"319","0","","0","10","0","2","1","","24016","20001"
"320","0","","0","10","0","2","20","","23001","20001"
"321","1","もうすぐ、みなさまに\nお会いできるのですね。\n胸が高鳴ってしまいます……\n","125801","1","0","2","1","リリ","24001","40011"
"322","1","初めまして、クリアです♪\nみなさんと一緒に冒険するの\nとっても楽しみにしてます","126001","2","0","2","1","クリア","24001","40011"
"323","1","んーと。\nこれ、あげる。\nはい","126101","3","0","2","1","プレシア","24001","40011"
"324","2","あらためまして……\n【アルターメイデン】の\nギルドマスター、リリと申します","125801","4","0","2","1","リリ","24001","40011"
"325","2","こんにちは、お兄さん♪\n【アルターメイデン】の\nクリアです","126001","5","0","2","1","クリア","24001","40011"
"326","2","お兄。\nきてくれて、うれしい","126101","6","0","2","1","プレシア","24001","40011"
"327","0","","0","1","532001","8","100","","91002","80009"
"328","0","","0","2","532002","8","100","","91002","80009"
"329","0","","0","3","532003","8","100","","91002","80009"
"330","0","","0","4","532004","8","100","","91002","80009"
"331","0","","0","5","532005","8","100","","91002","80009"
"332","0","","0","6","532006","8","100","","91002","80009"
"333","0","","0","7","532007","8","100","","91002","80009"
"334","0","","0","8","532008","8","100","","91002","80009"
"335","0","","0","9","532009","8","100","","91002","80009"
"336","0","","0","10","532010","8","100","","91002","80009"
"337","0","","0","11","532011","8","100","","91002","80009"
"338","0","","0","12","532012","8","100","","91002","80009"
"339","0","","0","13","532013","8","100","","91002","80009"
"340","0","","0","14","532014","8","100","","91002","80009"
"341","0","","0","15","532015","8","100","","91002","80009"
"342","0","","0","1","0","2","1","","24001","40012"
"343","0","","0","2","0","2","1","","24001","40012"
"344","0","","0","3","0","18","1","","4201402","40012"
"345","0","","0","4","0","2","1","","24001","40012"
"346","0","","0","5","0","2","1","","24001","40012"
"347","0","","0","6","0","18","1","","4203402","40012"
"348","0","","0","7","0","2","1","","24001","40012"
"349","0","","0","8","0","16","1","","9000229","40012"
"350","0","","0","1","0","8","500","","91002","70010"
"351","0","","0","1","0","2","1","","41000","70012"
"352","0","","0","1","0","8","1000","","91002","70011"
"353","0","","0","1","530157","8","100","","91002","80010"
"354","0","","0","2","530158","8","100","","91002","80010"
"355","0","","0","3","530159","8","100","","91002","80010"
"356","0","","0","4","530160","8","100","","91002","80010"
"357","0","","0","5","530161","8","100","","91002","80010"
"358","0","","0","6","530162","8","100","","91002","80010"
"359","0","","0","7","530163","8","100","","91002","80010"
"360","0","","0","8","530164","8","100","","91002","80010"
"361","0","","0","9","530165","8","100","","91002","80010"
"362","0","","0","10","530166","8","100","","91002","80010"
"363","0","","0","11","530167","8","100","","91002","80010"
"364","0","","0","12","530168","8","100","","91002","80010"
"365","0","","0","12","530173","7","1","","2844","80010"
"366","0","","0","13","530169","8","100","","91002","80010"
"367","0","","0","13","530173","7","1","","2846","80010"
"368","0","","0","14","530170","8","100","","91002","80010"
"369","0","","0","14","530173","7","1","","2845","80010"
"370","0","","0","15","530171","8","100","","91002","80010"
"371","0","","0","15","530173","7","5","","2843","80010"
"372","0","","0","16","530172","8","100","","91002","80010"
"373","0","","0","16","530173","7","1","","2842","80010"
"374","0","","0","1","0","16","1","","9000236","40013"
"375","0","","0","1","0","16","1","","9000237","40013"
"376","0","","0","1","0","16","1","","9000238","40013"
"377","0","","0","1","0","16","1","","9000239","40013"
"378","0","","0","1","532001","8","100","","91002","80011"
"379","0","","0","2","532002","8","100","","91002","80011"
"380","0","","0","3","532003","8","100","","91002","80011"
"381","0","","0","4","532004","8","100","","91002","80011"
"382","0","","0","5","532005","8","100","","91002","80011"
"383","0","","0","6","532006","8","100","","91002","80011"
"384","0","","0","7","532007","8","100","","91002","80011"
"385","0","","0","8","532008","8","100","","91002","80011"
"386","0","","0","9","532009","8","100","","91002","80011"
"387","0","","0","10","532010","8","100","","91002","80011"
"388","0","","0","11","532011","8","100","","91002","80011"
"389","0","","0","12","532012","8","100","","91002","80011"
"390","0","","0","13","532013","8","100","","91002","80011"
"391","0","","0","14","532014","8","100","","91002","80011"
"392","0","","0","15","532015","8","100","","91002","80011"
"393","0","","0","1","0","18","1","","4305403","40014"
"394","0","","0","2","0","16","1","","9000242","40014"
"395","0","","0","1","0","8","500","","91002","40015"
"396","0","","0","2","0","2","3000","","90008","40015"
"397","0","","0","3","0","8","500","","91002","40015"
"398","0","","0","4","0","2","3000","","90008","40015"
"399","0","","0","5","0","8","1000","","91002","40015"
