6e8ba77ba443e6ae3676462504b07a1adaa197f4c21c990ee047aa32b4b239ec,df83b13c6f7f8804fd95e63e1aa4ac56803074a7aac5de85ae698a475c33d3ce,84a6f57bd15edbcfb2588a1ef96f73dcf0384970506857b15fe150be2e56e0b9,845485245b2bf29dc05f346854d091b6bf2c5f5510307ddca070181468be8f5f,e3a4d41fa53e0b3c2172dd902bdffa368a82f070e76106231e5e7e00119a0705,6d5106a2a0bf47f9bf5232d97bc5fae26975e3eaf6abd3cb94670876b30b55da
"2421","-892","2","9","2816","-892"
"2431","-892","2","9","2816","-850"
"2441","-850","2","9","2816","-808"
"2451","-808","2","9","2816","-766"
"2461","-766","2","9","2816","-766"
"2471","-766","2","9","2816","-766"
"2481","-766","2","9","2816","-766"
"2491","-766","2","9","2816","-766"
"2501","-766","2","9","2816","-724"
"2511","-724","2","9","2816","-682"
"2521","-682","2","9","2816","-682"
"2531","-682","2","9","2816","-682"
"2541","-682","2","9","2816","-640"
"2551","-640","2","9","2816","-598"
"2561","-598","2","9","2816","-556"
"2571","-556","2","9","2816","-514"
"2581","-514","2","9","2816","-472"
"2591","-472","2","9","2816","-430"
"2601","-1440","1","10","2816","-1440"
"2611","-1440","1","10","2816","-1440"
"2621","-1440","1","10","2816","-1440"
"2622","-1440","1","10","2816","-1440"
"2623","-1440","1","10","2816","-1440"
"2631","-1440","1","10","2816","-1373"
"2641","-1373","1","10","2816","-1308"
"2651","-1308","1","10","2816","-1244"
"2661","-1244","1","10","2816","-1181"
"2671","-1181","1","10","2816","-1118"
"2681","-1118","1","10","2816","-1055"
"2691","-1055","1","10","2816","-992"
"2701","-992","1","10","2816","-992"
"2711","-992","1","10","2816","-929"
"2721","-929","1","10","2816","-866"
"2731","-866","1","10","2816","-803"
"2741","-803","1","10","2816","-740"
"2751","-740","1","10","2816","-677"
"2761","-677","1","10","2816","-614"
"2771","-614","1","10","2816","-551"
"2781","-551","1","10","2816","-551"
"2791","-551","1","10","2816","-551"
"2801","-551","1","10","2816","-551"
"2811","-551","1","10","2816","-551"
"2821","-551","1","10","2816","-551"
"2831","-551","1","10","2816","-551"
"2841","-551","1","10","2816","-551"
"2851","-551","1","10","2816","-488"
"2861","-488","1","10","2816","-425"
"2871","-425","1","10","2816","-361"
"2881","-361","1","10","2816","-296"
"2891","-296","1","10","2816","-230"
"2901","-1240","2","11","2816","-1240"
"2911","-1240","2","11","2816","-1203"
"2921","-1203","2","11","2816","-1168"
"2931","-1168","2","11","2816","-1133"
"2941","-1133","2","11","2816","-1098"
"2951","-1098","2","11","2816","-1063"
"2961","-1063","2","11","2816","-1028"
"2971","-1028","2","11","2816","-993"
"2981","-993","2","11","2816","-958"
"2991","-958","2","11","2816","-923"
"3001","-923","2","11","2816","-888"
"3011","-888","2","11","2816","-888"
"3021","-888","2","11","2816","-853"
"3031","-853","2","11","2816","-853"
"3041","-853","2","11","2816","-818"
"3051","-818","2","11","2816","-783"
"3061","-783","2","11","2816","-748"
"3071","-748","2","11","2816","-713"
"3081","-713","2","11","2816","-678"
"3091","-678","2","11","2816","-643"
"3101","-643","2","11","2816","-608"
"3111","-608","2","11","2816","-608"
"3121","-608","2","11","2816","-573"
"3131","-573","2","11","2816","-573"
"3141","-573","2","11","2816","-573"
"3151","-573","2","11","2816","-573"
"3161","-573","2","11","2816","-538"
"3171","-538","2","11","2816","-538"
"3181","-538","2","11","2816","-503"
"3191","-503","2","11","2816","-468"
"3201","-468","2","11","2816","-430"
"3211","-1240","2","12","2816","-1240"
"3221","-1240","2","12","2816","-1240"
"3231","-1240","2","12","2816","-1240"
"3241","-1240","2","12","2816","-1194"
"3251","-1194","2","12","2816","-1150"
"3261","-1150","2","12","2816","-1108"
"3271","-1108","2","12","2816","-1066"
"3281","-1066","2","12","2816","-1024"
"3291","-1024","2","12","2816","-982"
"3301","-982","2","12","2816","-940"
"3311","-940","2","12","2816","-898"
"3321","-898","2","12","2816","-898"
"3331","-898","2","12","2816","-856"
"3341","-856","2","12","2816","-814"
"3351","-814","2","12","2816","-772"
"3361","-772","2","12","2816","-730"
"3371","-730","2","12","2816","-688"
"3381","-688","2","12","2816","-688"
"3391","-688","2","12","2816","-688"
"3401","-688","2","12","2816","-646"
"3411","-646","2","12","2816","-604"
"3421","-604","2","12","2816","-562"
"3431","-562","2","12","2816","-562"
"3441","-562","2","12","2816","-562"
"3451","-562","2","12","2816","-519"
"3461","-519","2","12","2816","-519"
"3471","-519","2","12","2816","-519"
"3481","-519","2","12","2816","-475"
"3491","-475","2","12","2816","-475"
"3501","-475","2","12","2816","-475"
"3511","-475","2","12","2816","-430"
"3521","-1240","2","13","2816","-1190"
"3531","-1190","2","13","2816","-1190"
"3541","-1190","2","13","2816","-1190"
"3551","-1190","2","13","2816","-1190"
"3561","-1190","2","13","2816","-1190"
"3571","-1190","2","13","2816","-1190"
"3581","-1190","2","13","2816","-1190"
"3591","-1190","2","13","2816","-1141"
"3601","-1141","2","13","2816","-1094"
"3611","-1094","2","13","2816","-1047"
"3621","-1047","2","13","2816","-1000"
"3631","-1000","2","13","2816","-953"
"3641","-953","2","13","2816","-906"
"3651","-906","2","13","2816","-859"
"3661","-859","2","13","2816","-812"
"3671","-812","2","13","2816","-765"
"3681","-765","2","13","2816","-718"
"3691","-718","2","13","2816","-718"
"3701","-718","2","13","2816","-718"
"3711","-718","2","13","2816","-671"
"3721","-671","2","13","2816","-624"
"3731","-624","2","13","2816","-577"
"3741","-577","2","13","2816","-577"
"3751","-577","2","13","2816","-577"
"3761","-577","2","13","2816","-529"
"3771","-529","2","13","2816","-480"
"3781","-480","2","13","2816","-430"
"3791","-430","2","13","2816","-430"
"3801","-1440","1","14","2816","-1440"
"3811","-1440","1","14","2816","-1440"
"3821","-1440","1","14","2816","-1440"
"3831","-1440","1","14","2816","-1362"
"3841","-1362","1","14","2816","-1285"
"3851","-1285","1","14","2816","-1209"
"3861","-1209","1","14","2816","-1209"
"3871","-1209","1","14","2816","-1134"
"3881","-1134","1","14","2816","-1059"
"3891","-1059","1","14","2816","-1059"
"3901","-1059","1","14","2816","-984"
"3911","-984","1","14","2816","-984"
"3921","-984","1","14","2816","-984"
"3931","-984","1","14","2816","-984"
"3941","-984","1","14","2816","-984"
"3951","-984","1","14","2816","-984"
"3961","-984","1","14","2816","-984"
"3971","-984","1","14","2816","-984"
"3981","-984","1","14","2816","-909"
"3991","-909","1","14","2816","-834"
"4001","-834","1","14","2816","-759"
"4011","-759","1","14","2816","-684"
"4021","-684","1","14","2816","-684"
"4031","-684","1","14","2816","-684"
"4041","-684","1","14","2816","-609"
"4051","-609","1","14","2816","-534"
"4061","-534","1","14","2816","-459"
"4071","-459","1","14","2816","-384"
"4081","-384","1","14","2816","-308"
"4091","-308","1","14","2816","-230"
"4092","-200","1","1","2816","-200"
