8d0efa69dbce9787f5f11dcbed06f5a27b83fd29a61c19064e522a480bf9b5a6,bfb1c05817bdfb67f5d74a1057795cf99d06c19be0992d9a241152d834cc5e3e,2467850cad6e6d2cd89f257e48d6455d279929c3a83eaf202a70701c92cef3bf,ce6185532f9261bfca5bc5adb929b76b06349cd914183cac9a52905ea4a79021,70f3637f6002ad893ccb98c839b855eaa989b96dff9bba999423da8de56c2942,7d188a7b576d554f525d495754419c819baf6d56c1ae1d92e5e7e2e1d62a4157,2430ec580dda92f5b62494124816cc10c7e51d0c903c5ca2c239309fbf41c46c,aca63146dd85a9bf24b215cc0561068967f3a57cffdabb6bdf2dce9276f3c6a4,250eeddeea0f6137a3c3ee6363a044ffc09f7e1944baf3eac92144945abee04f,fbce47820ba14775f461d254d3042adbe1ec83ab026c36e3090d99d497bbb426,2d3d8476d12c25eb05a82aa1cc4478e68d90de7bd269ea90298835ca54f4a87b,09aef1fc4deb6b75bce9c14c414a7623e0cf7df8f46db7bbde7e9338594ec0d1,cfde574ab52532eed0c07e05cce5fc016b28f742e29045178b2e01d30383c6f1,7b358228604d9b726497a01960dbcde6f0cdc3f6539c137111243d563a5cb90e,f4af534694840ee471d63254e7910aa23ebabb4ef3414dd9071484f1e66bc23d,44824790016455686cf4d06c39e397290ae53bc1e17fcd1c883f1bef6a3273c1,a649b356aeb64da8e6ec068decfe1f2eba01e1820c512b7f6de1ac51fde7e8bf,032fcb1e4d4cada5723e76ad0129fc62bc1c431ccf157e213f65abaf99000b30,afcfac82cefe4ba24c053c9f802f0386f631c6d3ac94d0c9f4838ac229131949
"41067","31067","1106701","106701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41068","31068","1106801","106801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41069","31069","1106901","106901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41070","31070","1107001","107001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41071","31071","1107101","107101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41075","31075","1107501","107501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41076","31076","1107601","107601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41077","31077","1107701","107701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41078","31078","1107801","107801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41079","31079","1107901","107901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41080","31080","1108001","108001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41081","31081","1108101","108101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41082","31082","1108201","108201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41083","31083","1108301","108301","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41084","31084","1108401","108401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41085","31085","1108501","108501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41086","31086","1108601","108601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41087","31087","1108701","108701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41088","31088","1108801","108801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41089","31089","1108901","108901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41090","31090","1109001","109001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41091","31091","1109101","109101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41092","31092","1109201","109201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41093","31093","1109301","109301","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41094","31094","1109401","109401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41095","31095","1109501","109501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41096","31096","1109601","109601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41097","31097","1109701","109701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41098","31098","1109801","109801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41099","31099","1109901","109901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41100","31100","1110001","110001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41101","31101","1110101","110101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41103","31103","1110301","110301","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41104","31104","1110401","110401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41105","31105","1110501","110501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41106","31106","1110601","110601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41107","31107","1110701","110701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41108","31108","1110801","110801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41109","31109","1110901","110901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41110","31110","1111001","111001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41111","31111","1111101","111101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41112","31112","1111201","111201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41113","31113","1111301","111301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41114","31114","1111401","111401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41115","31115","1111501","111501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41116","31116","1111601","111601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41117","31117","1111701","111701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41118","31118","1111801","111801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41119","31119","1111901","111901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41120","31120","1112001","112001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41121","31121","1112101","112101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41122","31122","1112201","112201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41123","31123","1112301","112301","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41124","31124","1112401","112401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41125","31125","1112501","112501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41126","31126","1112601","112601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41127","31127","1112701","112701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41128","31128","1112801","112801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41129","31129","1112901","112901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41130","31130","1113001","113001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41131","31131","1113101","113101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41132","31132","1113201","113201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41133","31133","1113301","113301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41134","31134","1113401","113401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41135","31135","1113501","113501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41136","31136","1113601","113601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41137","31137","1113701","113701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41138","31138","1113801","113801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41139","31139","1113901","113901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41140","31140","1114001","114001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41141","31141","1114101","114101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41142","31142","1114201","114201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41143","31143","1114301","114301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41144","31144","1114401","114401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41145","31145","1114501","114501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41146","31146","1114601","114601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41147","31147","1114701","114701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41150","31150","1115001","115001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41155","31155","1115501","115501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41156","31156","1115601","115601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41157","31157","1115701","115701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41158","31158","1115801","115801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41159","31159","1115901","115901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41160","31160","1116001","116001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41162","31162","1116201","116201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41163","31163","1116301","116301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41164","31164","1116401","116401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41165","31165","1116501","116501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41166","31166","1116601","116601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41167","31167","1116701","116701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41168","31168","1116801","116801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41169","31169","1116901","116901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41170","31170","1117001","117001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41171","31171","1117101","117101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41172","31172","1117201","117201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41173","31173","1117301","117301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41174","31174","1117401","117401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41175","31175","1117501","117501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41176","31176","1117601","117601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41177","31177","1117701","117701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41178","31178","1117801","117801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41179","31179","1117901","117901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41180","31180","1118001","118001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41181","31181","1118101","118101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41182","31182","1118201","118201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41185","31185","1118501","118501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41186","31186","1118601","118601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41190","31190","1119001","119001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41191","31191","1119101","119101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41192","31192","1119201","119201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41193","31193","1119301","119301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41199","31199","1119901","119901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41200","31200","1120001","120001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41207","31207","1120701","120701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41208","31208","1120801","120801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41209","31209","1120901","120901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41210","31210","1121001","121001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41211","31211","1121101","121101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41212","31212","1121201","121201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41213","31213","1121301","121301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41214","31214","1121401","121401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41215","31215","1121501","121501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41216","31216","1121601","121601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41219","31219","1121901","121901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41220","31220","1122001","122001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41221","31221","1122101","122101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41222","31222","1122201","122201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41223","31223","1122301","122301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41224","31224","1122401","122401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41225","31225","1122501","122501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41226","31226","1122601","122601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41227","31227","1122701","122701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41228","31228","1122801","122801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41229","31229","1122901","122901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41230","31230","1123001","123001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41231","31231","1123101","123101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41232","31232","1123201","123201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41233","31233","1123301","123301","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41235","31235","1123501","123501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41236","31236","1123601","123601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41237","31237","1123701","123701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41238","31238","1123801","123801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41239","31239","1123901","123901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41240","31240","1124001","124001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41241","31241","1124101","124101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41242","31242","1124201","124201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41246","31246","1124601","124601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41247","31247","1124701","124701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41245","31245","1124501","124501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41248","31248","1124801","124801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41249","31249","1124901","124901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41250","31250","1125001","125001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41251","31251","1125101","125101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41252","31252","1125201","125201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41253","31253","1125301","125301","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41254","31254","1125401","125401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41255","31255","1125501","125501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41256","31256","1125601","125601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41257","31257","1125701","125701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41258","31258","1125801","125801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41260","31260","1126001","126001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41261","31261","1126101","126101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41262","31262","1126201","126201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41263","31263","1126301","126301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41264","31264","1126401","126401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41267","31267","1126701","126701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41265","31265","1126501","126501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41266","31266","1126601","126601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41268","31268","1126801","126801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41269","31269","1126901","126901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41270","31270","1127001","127001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41271","31271","1127101","127101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41272","31272","1127201","127201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41273","31273","1127301","127301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41275","31275","1127501","127501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41276","31276","1127601","127601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41279","31279","1127901","127901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41280","31280","1128001","128001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41283","31283","1128301","128301","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41284","31284","1128401","128401","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41285","31285","1128501","128501","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41287","31287","1128701","128701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41288","31288","1128801","128801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41289","31289","1128901","128901","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41290","31290","1129001","129001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41293","31293","1129301","129301","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41294","31294","1129401","129401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41296","31296","1129601","129601","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41297","31297","1129701","129701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41298","31298","1129801","129801","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41299","31299","1129901","129901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41307","31307","1130701","130701","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41308","31308","1130801","130801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41309","31309","1130901","130901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41310","31310","1131001","131001","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41311","31311","1131101","131101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41312","31312","1131201","131201","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
