ae0ffc4c9b33b13b2a5703976ac01679250fe593a694314486d3fe743ef3645f,0f80a4a35d9d825fc602e2d1b7820d67cfa2b408e66b92f001f3b22ebc944367,8525ac04a7a6695953f7b48e9c89dcc21e47b664ba6b08416490c13c4366cbcf,16b61dd95f55735133ea8e10e2c230052bf33eb697c054ab0fc599902d4b80da,65d725c88d4628303005583fd0811aeb78a7ca8d575a380455b56e6cde3b7d7e,794083b815fd8d8590ef259a42acf483431d1ed0605687c6cdb8aacae8ea8f80,20dec54a825d1e7f888b6bb362b8b730186a0a568d9fe00fcd3d4370601bc5a0,37f42f7c187599b7ee8bdccc62255043570387ca3a630d68c180498a1eee183d,21834574cdfe0fd7d45a391f0c5b370e9c3bb76fa175a06c09c8f96d47fad620,54945d4533f7f7e1bfc46ae622ce530951de6bf329a87e058226ed02d27d6601,3ced10b76d262a5b144ffd19adfc03ac9698088b7945bd7a71fd5024c5b1e8e9,a20f911971dd45a576d32559060faa2b4f7a8740b46767dc22098d371dde49eb,c814f3c6e1694da139f7aead48489acac091091700c5390fbab1ab9283da08aa,38f8a899a578d7758da51f2a3cbaa6084100fce098f585e06e8e31d2e506da4f,918732cedd5e7c88a1e7daaf101add5d8f9115f11cec2b0496c04e6793687274,5b7266bbbe5cabbf26b7d015e6874adff0e47c006762603c41ac6e1b7a26213a,ff6641a022e4614fde522d7cbe7e09bbbef4241510de18cab380d793169ba39a,2c84315fde2e05b6fe6d8ae26d95bc1f984beb48156770b4725bf0b8e4877d79,ee9d4bffe79e29b4a4cae54927229fedd389fdafce6ae6e5c3f8deea3dd577c0,a6501665fffdf81bc22845b7071e1b5056009f2f8b5ae929092a4e685132e5c4,9123034424c19f96478e875241fe2affcf09868f19a38f2e6bbba10b87bc5050
"44","0","501","0","8","0","16","31025","1000","90006","0","0","1005","91002","3000","0","1","2","2","0","3000"
"45","0","1001","0","8","0","14","31025","2000","90006","0","0","1005","91002","2500","0","1","2","2","0","2500"
"46","0","2001","0","8","0","12","31025","3000","90006","0","0","1005","91002","2000","0","1","2","2","0","2000"
"47","0","3001","0","8","0","10","31025","5000","90006","0","0","1005","91002","1500","0","1","2","2","0","1500"
"48","0","5001","0","8","0","8","31025","10000","90006","0","0","1005","91002","1000","0","1","2","2","0","1000"
"49","0","10001","0","8","0","5","31025","-1","90006","0","0","1005","91002","500","0","1","2","2","0","500"
"50","0","1","0","8","0","30","31043","20","90006","0","0","1006","91002","5000","0","1","2","2","0","5000"
"51","0","21","0","8","0","25","31043","100","90006","0","0","1006","91002","4500","0","1","2","2","0","4500"
"52","0","101","0","8","0","20","31043","250","90006","0","0","1006","91002","4000","0","1","2","2","0","4000"
"53","0","251","0","8","0","18","31043","500","90006","0","0","1006","91002","3500","0","1","2","2","0","3500"
"54","0","501","0","8","0","16","31043","1000","90006","0","0","1006","91002","3000","0","1","2","2","0","3000"
"55","0","1001","0","8","0","14","31043","2000","90006","0","0","1006","91002","2500","0","1","2","2","0","2500"
"56","0","2001","0","8","0","12","31043","3000","90006","0","0","1006","91002","2000","0","1","2","2","0","2000"
"57","0","3001","0","8","0","10","31043","5000","90006","0","0","1006","91002","1500","0","1","2","2","0","1500"
"58","0","5001","0","8","0","8","31043","10000","90006","0","0","1006","91002","1000","0","1","2","2","0","1000"
"59","0","10001","0","8","0","5","31043","-1","90006","0","0","1006","91002","500","0","1","2","2","0","500"
"60","0","1","0","8","0","30","31022","20","90006","0","0","1007","91002","5000","0","1","2","2","0","5000"
"61","0","21","0","8","0","25","31022","100","90006","0","0","1007","91002","4500","0","1","2","2","0","4500"
"62","0","101","0","8","0","20","31022","250","90006","0","0","1007","91002","4000","0","1","2","2","0","4000"
"63","0","251","0","8","0","18","31022","500","90006","0","0","1007","91002","3500","0","1","2","2","0","3500"
"64","0","501","0","8","0","16","31022","1000","90006","0","0","1007","91002","3000","0","1","2","2","0","3000"
"65","0","1001","0","8","0","14","31022","2000","90006","0","0","1007","91002","2500","0","1","2","2","0","2500"
"66","0","2001","0","8","0","12","31022","3000","90006","0","0","1007","91002","2000","0","1","2","2","0","2000"
"67","0","3001","0","8","0","10","31022","5000","90006","0","0","1007","91002","1500","0","1","2","2","0","1500"
"68","0","5001","0","8","0","8","31022","10000","90006","0","0","1007","91002","1000","0","1","2","2","0","1000"
"69","0","10001","0","8","0","5","31022","-1","90006","0","0","1007","91002","500","0","1","2","2","0","500"
"70","0","1","0","8","0","30","31042","20","90006","0","0","1008","91002","5000","0","1","2","2","0","5000"
"71","0","21","0","8","0","25","31042","100","90006","0","0","1008","91002","4500","0","1","2","2","0","4500"
"72","0","101","0","8","0","20","31042","250","90006","0","0","1008","91002","4000","0","1","2","2","0","4000"
"73","0","251","0","8","0","18","31042","500","90006","0","0","1008","91002","3500","0","1","2","2","0","3500"
"74","0","501","0","8","0","16","31042","1000","90006","0","0","1008","91002","3000","0","1","2","2","0","3000"
"75","0","1001","0","8","0","14","31042","2000","90006","0","0","1008","91002","2500","0","1","2","2","0","2500"
"76","0","2001","0","8","0","12","31042","3000","90006","0","0","1008","91002","2000","0","1","2","2","0","2000"
"77","0","3001","0","8","0","10","31042","5000","90006","0","0","1008","91002","1500","0","1","2","2","0","1500"
"78","0","5001","0","8","0","8","31042","10000","90006","0","0","1008","91002","1000","0","1","2","2","0","1000"
"79","0","10001","0","8","0","5","31042","-1","90006","0","0","1008","91002","500","0","1","2","2","0","500"
"80","0","1","0","8","0","30","31018","20","90006","0","0","1009","91002","5000","0","1","2","2","0","5000"
"81","0","21","0","8","0","25","31018","100","90006","0","0","1009","91002","4500","0","1","2","2","0","4500"
"82","0","101","0","8","0","20","31018","250","90006","0","0","1009","91002","4000","0","1","2","2","0","4000"
"83","0","251","0","8","0","18","31018","500","90006","0","0","1009","91002","3500","0","1","2","2","0","3500"
"84","0","501","0","8","0","16","31018","1000","90006","0","0","1009","91002","3000","0","1","2","2","0","3000"
"85","0","1001","0","8","0","14","31018","2000","90006","0","0","1009","91002","2500","0","1","2","2","0","2500"
"86","0","2001","0","8","0","12","31018","3000","90006","0","0","1009","91002","2000","0","1","2","2","0","2000"
"87","0","3001","0","8","0","10","31018","5000","90006","0","0","1009","91002","1500","0","1","2","2","0","1500"
"88","0","5001","0","8","0","8","31018","10000","90006","0","0","1009","91002","1000","0","1","2","2","0","1000"
"89","0","10001","0","8","0","5","31018","-1","90006","0","0","1009","91002","500","0","1","2","2","0","500"
"90","0","1","0","8","0","30","31025","20","90006","0","0","1010","91002","5000","0","1","2","2","0","5000"
"91","0","21","0","8","0","25","31025","100","90006","0","0","1010","91002","4500","0","1","2","2","0","4500"
"92","0","101","0","8","0","20","31025","250","90006","0","0","1010","91002","4000","0","1","2","2","0","4000"
"93","0","251","0","8","0","18","31025","500","90006","0","0","1010","91002","3500","0","1","2","2","0","3500"
"94","0","501","0","8","0","16","31025","1000","90006","0","0","1010","91002","3000","0","1","2","2","0","3000"
"95","0","1001","0","8","0","14","31025","2000","90006","0","0","1010","91002","2500","0","1","2","2","0","2500"
"96","0","2001","0","8","0","12","31025","3000","90006","0","0","1010","91002","2000","0","1","2","2","0","2000"
"97","0","3001","0","8","0","10","31025","5000","90006","0","0","1010","91002","1500","0","1","2","2","0","1500"
"98","0","5001","0","8","0","8","31025","10000","90006","0","0","1010","91002","1000","0","1","2","2","0","1000"
"99","0","10001","0","8","0","5","31025","-1","90006","0","0","1010","91002","500","0","1","2","2","0","500"
"100","0","1","0","8","0","30","31043","20","90006","0","0","1011","91002","5000","0","1","2","2","0","5000"
"101","0","21","0","8","0","25","31043","100","90006","0","0","1011","91002","4500","0","1","2","2","0","4500"
"102","0","101","0","8","0","20","31043","250","90006","0","0","1011","91002","4000","0","1","2","2","0","4000"
"103","0","251","0","8","0","18","31043","500","90006","0","0","1011","91002","3500","0","1","2","2","0","3500"
"104","0","501","0","8","0","16","31043","1000","90006","0","0","1011","91002","3000","0","1","2","2","0","3000"
"105","0","1001","0","8","0","14","31043","2000","90006","0","0","1011","91002","2500","0","1","2","2","0","2500"
"106","0","2001","0","8","0","12","31043","3000","90006","0","0","1011","91002","2000","0","1","2","2","0","2000"
"107","0","3001","0","8","0","10","31043","5000","90006","0","0","1011","91002","1500","0","1","2","2","0","1500"
"108","0","5001","0","8","0","8","31043","10000","90006","0","0","1011","91002","1000","0","1","2","2","0","1000"
"109","0","10001","0","8","0","5","31043","-1","90006","0","0","1011","91002","500","0","1","2","2","0","500"
"110","0","1","0","8","0","30","31022","20","90006","0","0","1012","91002","5000","0","1","2","2","0","5000"
"111","0","21","0","8","0","25","31022","100","90006","0","0","1012","91002","4500","0","1","2","2","0","4500"
"112","0","101","0","8","0","20","31022","250","90006","0","0","1012","91002","4000","0","1","2","2","0","4000"
"113","0","251","0","8","0","18","31022","500","90006","0","0","1012","91002","3500","0","1","2","2","0","3500"
"114","0","501","0","8","0","16","31022","1000","90006","0","0","1012","91002","3000","0","1","2","2","0","3000"
"115","0","1001","0","8","0","14","31022","2000","90006","0","0","1012","91002","2500","0","1","2","2","0","2500"
"116","0","2001","0","8","0","12","31022","3000","90006","0","0","1012","91002","2000","0","1","2","2","0","2000"
"117","0","3001","0","8","0","10","31022","5000","90006","0","0","1012","91002","1500","0","1","2","2","0","1500"
"118","0","5001","0","8","0","8","31022","10000","90006","0","0","1012","91002","1000","0","1","2","2","0","1000"
"119","0","10001","0","8","0","5","31022","-1","90006","0","0","1012","91002","500","0","1","2","2","0","500"
"120","0","1","0","8","0","30","31042","20","90006","0","0","1013","91002","5000","0","1","2","2","0","5000"
"121","0","21","0","8","0","25","31042","100","90006","0","0","1013","91002","4500","0","1","2","2","0","4500"
"122","0","101","0","8","0","20","31042","250","90006","0","0","1013","91002","4000","0","1","2","2","0","4000"
"123","0","251","0","8","0","18","31042","500","90006","0","0","1013","91002","3500","0","1","2","2","0","3500"
"124","0","501","0","8","0","16","31042","1000","90006","0","0","1013","91002","3000","0","1","2","2","0","3000"
"125","0","1001","0","8","0","14","31042","2000","90006","0","0","1013","91002","2500","0","1","2","2","0","2500"
"126","0","2001","0","8","0","12","31042","3000","90006","0","0","1013","91002","2000","0","1","2","2","0","2000"
"127","0","3001","0","8","0","10","31042","5000","90006","0","0","1013","91002","1500","0","1","2","2","0","1500"
"128","0","5001","0","8","0","8","31042","10000","90006","0","0","1013","91002","1000","0","1","2","2","0","1000"
"129","0","10001","0","8","0","5","31042","-1","90006","0","0","1013","91002","500","0","1","2","2","0","500"
"130","0","1","0","8","0","30","31018","20","90006","0","0","1014","91002","5000","0","1","2","2","0","5000"
"131","0","21","0","8","0","25","31018","100","90006","0","0","1014","91002","4500","0","1","2","2","0","4500"
"132","0","101","0","8","0","20","31018","250","90006","0","0","1014","91002","4000","0","1","2","2","0","4000"
"133","0","251","0","8","0","18","31018","500","90006","0","0","1014","91002","3500","0","1","2","2","0","3500"
"134","0","501","0","8","0","16","31018","1000","90006","0","0","1014","91002","3000","0","1","2","2","0","3000"
"135","0","1001","0","8","0","14","31018","2000","90006","0","0","1014","91002","2500","0","1","2","2","0","2500"
"136","0","2001","0","8","0","12","31018","3000","90006","0","0","1014","91002","2000","0","1","2","2","0","2000"
"137","0","3001","0","8","0","10","31018","5000","90006","0","0","1014","91002","1500","0","1","2","2","0","1500"
"138","0","5001","0","8","0","8","31018","10000","90006","0","0","1014","91002","1000","0","1","2","2","0","1000"
"139","0","10001","0","8","0","5","31018","-1","90006","0","0","1014","91002","500","0","1","2","2","0","500"
"140","0","1","0","8","0","30","31042","20","90006","0","0","1015","91002","5000","0","1","2","2","0","5000"
"141","0","21","0","8","0","25","31042","100","90006","0","0","1015","91002","4500","0","1","2","2","0","4500"
"142","0","101","0","8","0","20","31042","250","90006","0","0","1015","91002","4000","0","1","2","2","0","4000"
"143","0","251","0","8","0","18","31042","500","90006","0","0","1015","91002","3500","0","1","2","2","0","3500"
"144","0","501","0","8","0","16","31042","1000","90006","0","0","1015","91002","3000","0","1","2","2","0","3000"
"145","0","1001","0","8","0","14","31042","2000","90006","0","0","1015","91002","2500","0","1","2","2","0","2500"
"146","0","2001","0","8","0","12","31042","3000","90006","0","0","1015","91002","2000","0","1","2","2","0","2000"
"147","0","3001","0","8","0","10","31042","5000","90006","0","0","1015","91002","1500","0","1","2","2","0","1500"
"148","0","5001","0","8","0","8","31042","10000","90006","0","0","1015","91002","1000","0","1","2","2","0","1000"
"149","0","10001","0","8","0","5","31042","-1","90006","0","0","1015","91002","500","0","1","2","2","0","500"
"150","0","1","0","8","0","30","31025","50","90006","0","0","1016","91002","5000","0","1","2","2","0","5000"
"151","0","51","0","8","0","25","31025","150","90006","0","0","1016","91002","4500","0","1","2","2","0","4500"
"152","0","151","0","8","0","20","31025","300","90006","0","0","1016","91002","4000","0","1","2","2","0","4000"
"153","0","301","0","8","0","18","31025","700","90006","0","0","1016","91002","3500","0","1","2","2","0","3500"
"154","0","701","0","8","0","16","31025","1300","90006","0","0","1016","91002","3000","0","1","2","2","0","3000"
"155","0","1301","0","8","0","14","31025","2500","90006","0","0","1016","91002","2500","0","1","2","2","0","2500"
"156","0","2501","0","8","0","12","31025","4000","90006","0","0","1016","91002","2000","0","1","2","2","0","2000"
"157","0","4001","0","8","0","10","31025","6000","90006","0","0","1016","91002","1500","0","1","2","2","0","1500"
"158","0","6001","0","8","0","8","31025","10000","90006","0","0","1016","91002","1000","0","1","2","2","0","1000"
"159","0","10001","0","8","0","7","31025","15000","90006","0","0","1016","91002","750","0","1","2","2","0","750"
"160","0","15001","0","8","0","5","31025","-1","90006","0","0","1016","91002","500","0","1","2","2","0","500"
"165","0","1","0","8","0","30","31043","50","90006","0","0","1017","91002","5000","0","1","2","2","0","5000"
"166","0","51","0","8","0","25","31043","150","90006","0","0","1017","91002","4500","0","1","2","2","0","4500"
"167","0","151","0","8","0","20","31043","300","90006","0","0","1017","91002","4000","0","1","2","2","0","4000"
"168","0","301","0","8","0","18","31043","700","90006","0","0","1017","91002","3500","0","1","2","2","0","3500"
"169","0","701","0","8","0","16","31043","1300","90006","0","0","1017","91002","3000","0","1","2","2","0","3000"
"170","0","1301","0","8","0","14","31043","2500","90006","0","0","1017","91002","2500","0","1","2","2","0","2500"
"171","0","2501","0","8","0","12","31043","4000","90006","0","0","1017","91002","2000","0","1","2","2","0","2000"
"172","0","4001","0","8","0","10","31043","6000","90006","0","0","1017","91002","1500","0","1","2","2","0","1500"
"173","0","6001","0","8","0","8","31043","10000","90006","0","0","1017","91002","1000","0","1","2","2","0","1000"
"174","0","10001","0","8","0","7","31043","15000","90006","0","0","1017","91002","750","0","1","2","2","0","750"
"175","0","15001","0","8","0","5","31043","-1","90006","0","0","1017","91002","500","0","1","2","2","0","500"
"176","0","1","0","8","0","30","31022","50","90006","0","0","1018","91002","5000","0","1","2","2","0","5000"
"177","0","51","0","8","0","25","31022","150","90006","0","0","1018","91002","4500","0","1","2","2","0","4500"
"178","0","151","0","8","0","20","31022","300","90006","0","0","1018","91002","4000","0","1","2","2","0","4000"
"179","0","301","0","8","0","18","31022","700","90006","0","0","1018","91002","3500","0","1","2","2","0","3500"
"180","0","701","0","8","0","16","31022","1300","90006","0","0","1018","91002","3000","0","1","2","2","0","3000"
"181","0","1301","0","8","0","14","31022","2500","90006","0","0","1018","91002","2500","0","1","2","2","0","2500"
"182","0","2501","0","8","0","12","31022","4000","90006","0","0","1018","91002","2000","0","1","2","2","0","2000"
"183","0","4001","0","8","0","10","31022","6000","90006","0","0","1018","91002","1500","0","1","2","2","0","1500"
"184","0","6001","0","8","0","8","31022","10000","90006","0","0","1018","91002","1000","0","1","2","2","0","1000"
"185","0","10001","0","8","0","7","31022","15000","90006","0","0","1018","91002","750","0","1","2","2","0","750"
"186","0","15001","0","8","0","5","31022","-1","90006","0","0","1018","91002","500","0","1","2","2","0","500"
"187","0","1","0","8","0","30","31018","50","90006","0","0","1019","91002","5000","0","1","2","2","0","5000"
"188","0","51","0","8","0","25","31018","150","90006","0","0","1019","91002","4500","0","1","2","2","0","4500"
"189","0","151","0","8","0","20","31018","300","90006","0","0","1019","91002","4000","0","1","2","2","0","4000"
"190","0","301","0","8","0","18","31018","700","90006","0","0","1019","91002","3500","0","1","2","2","0","3500"
"191","0","701","0","8","0","16","31018","1300","90006","0","0","1019","91002","3000","0","1","2","2","0","3000"
"192","0","1301","0","8","0","14","31018","2500","90006","0","0","1019","91002","2500","0","1","2","2","0","2500"
"193","0","2501","0","8","0","12","31018","4000","90006","0","0","1019","91002","2000","0","1","2","2","0","2000"
"194","0","4001","0","8","0","10","31018","6000","90006","0","0","1019","91002","1500","0","1","2","2","0","1500"
"195","0","6001","0","8","0","8","31018","10000","90006","0","0","1019","91002","1000","0","1","2","2","0","1000"
"196","0","10001","0","8","0","7","31018","15000","90006","0","0","1019","91002","750","0","1","2","2","0","750"
"197","0","15001","0","8","0","5","31018","-1","90006","0","0","1019","91002","500","0","1","2","2","0","500"
"198","0","1","0","8","0","30","31042","50","90006","0","0","1020","91002","5000","0","1","2","2","0","5000"
"199","0","51","0","8","0","25","31042","150","90006","0","0","1020","91002","4500","0","1","2","2","0","4500"
"200","0","151","0","8","0","20","31042","300","90006","0","0","1020","91002","4000","0","1","2","2","0","4000"
"201","0","301","0","8","0","18","31042","700","90006","0","0","1020","91002","3500","0","1","2","2","0","3500"
"202","0","701","0","8","0","16","31042","1300","90006","0","0","1020","91002","3000","0","1","2","2","0","3000"
"203","0","1301","0","8","0","14","31042","2500","90006","0","0","1020","91002","2500","0","1","2","2","0","2500"
"204","0","2501","0","8","0","12","31042","4000","90006","0","0","1020","91002","2000","0","1","2","2","0","2000"
"205","0","4001","0","8","0","10","31042","6000","90006","0","0","1020","91002","1500","0","1","2","2","0","1500"
"206","0","6001","0","8","0","8","31042","10000","90006","0","0","1020","91002","1000","0","1","2","2","0","1000"
"207","0","10001","0","8","0","7","31042","15000","90006","0","0","1020","91002","750","0","1","2","2","0","750"
"208","0","15001","0","8","0","5","31042","-1","90006","0","0","1020","91002","500","0","1","2","2","0","500"
"209","0","1","0","8","0","30","31025","50","90006","0","0","1021","91002","5000","0","1","2","2","0","5000"
"210","0","51","0","8","0","25","31025","150","90006","0","0","1021","91002","4500","0","1","2","2","0","4500"
"211","0","151","0","8","0","20","31025","300","90006","0","0","1021","91002","4000","0","1","2","2","0","4000"
"212","0","301","0","8","0","18","31025","700","90006","0","0","1021","91002","3500","0","1","2","2","0","3500"
"213","0","701","0","8","0","16","31025","1300","90006","0","0","1021","91002","3000","0","1","2","2","0","3000"
"214","0","1301","0","8","0","14","31025","2500","90006","0","0","1021","91002","2500","0","1","2","2","0","2500"
"215","0","2501","0","8","0","12","31025","4000","90006","0","0","1021","91002","2000","0","1","2","2","0","2000"
"216","0","4001","0","8","0","10","31025","6000","90006","0","0","1021","91002","1500","0","1","2","2","0","1500"
"217","0","6001","0","8","0","8","31025","10000","90006","0","0","1021","91002","1000","0","1","2","2","0","1000"
"218","0","10001","0","8","0","7","31025","15000","90006","0","0","1021","91002","750","0","1","2","2","0","750"
"219","0","15001","0","8","0","5","31025","-1","90006","0","0","1021","91002","500","0","1","2","2","0","500"
"220","0","1","0","8","0","30","31018","50","90006","0","0","1022","91002","5000","0","1","2","2","0","5000"
"221","0","51","0","8","0","25","31018","150","90006","0","0","1022","91002","4500","0","1","2","2","0","4500"
"222","0","151","0","8","0","20","31018","300","90006","0","0","1022","91002","4000","0","1","2","2","0","4000"
"223","0","301","0","8","0","18","31018","700","90006","0","0","1022","91002","3500","0","1","2","2","0","3500"
"224","0","701","0","8","0","16","31018","1300","90006","0","0","1022","91002","3000","0","1","2","2","0","3000"
"225","0","1301","0","8","0","14","31018","2500","90006","0","0","1022","91002","2500","0","1","2","2","0","2500"
"226","0","2501","0","8","0","12","31018","4000","90006","0","0","1022","91002","2000","0","1","2","2","0","2000"
"227","0","4001","0","8","0","10","31018","6000","90006","0","0","1022","91002","1500","0","1","2","2","0","1500"
"228","0","6001","0","8","0","8","31018","10000","90006","0","0","1022","91002","1000","0","1","2","2","0","1000"
"229","0","10001","0","8","0","7","31018","15000","90006","0","0","1022","91002","750","0","1","2","2","0","750"
"230","0","15001","0","8","0","5","31018","-1","90006","0","0","1022","91002","500","0","1","2","2","0","500"
"231","0","1","0","8","0","30","31042","50","90006","0","0","1023","91002","5000","0","1","2","2","0","5000"
"232","0","51","0","8","0","25","31042","150","90006","0","0","1023","91002","4500","0","1","2","2","0","4500"
"233","0","151","0","8","0","20","31042","300","90006","0","0","1023","91002","4000","0","1","2","2","0","4000"
"234","0","301","0","8","0","18","31042","700","90006","0","0","1023","91002","3500","0","1","2","2","0","3500"
"235","0","701","0","8","0","16","31042","1300","90006","0","0","1023","91002","3000","0","1","2","2","0","3000"
"236","0","1301","0","8","0","14","31042","2500","90006","0","0","1023","91002","2500","0","1","2","2","0","2500"
"237","0","2501","0","8","0","12","31042","4000","90006","0","0","1023","91002","2000","0","1","2","2","0","2000"
"238","0","4001","0","8","0","10","31042","6000","90006","0","0","1023","91002","1500","0","1","2","2","0","1500"
"239","0","6001","0","8","0","8","31042","10000","90006","0","0","1023","91002","1000","0","1","2","2","0","1000"
"240","0","10001","0","8","0","7","31042","15000","90006","0","0","1023","91002","750","0","1","2","2","0","750"
"241","0","15001","0","8","0","5","31042","-1","90006","0","0","1023","91002","500","0","1","2","2","0","500"
"242","0","1","0","8","0","30","31043","50","90006","0","0","1024","91002","5000","0","1","2","2","0","5000"
"243","0","51","0","8","0","25","31043","150","90006","0","0","1024","91002","4500","0","1","2","2","0","4500"
"244","0","151","0","8","0","20","31043","300","90006","0","0","1024","91002","4000","0","1","2","2","0","4000"
