d078f88b9b09bda22148f2b9b738701af17d9c3b90721f3cfe415fff209f89ca,73b5a1e2f3e9894ce7478dc4289cf3b207dc7e46ea16dcf2d85c264f6d8099ef,23753f1aa3f305ddb39e6300b9e96bf70a17f91f3e1aab7663ed48b75b477861,1d4638ba584d42be2bac618ec574de6f32e34615b983dafb33aa60cee683154a,e1b973293db72593180079297de4b6fe0c3cf8a591e28d35865bd4adfa3febba,ee3c1a242e1b4a431a21a1fc53d6a1d2b5066ea81f6d358686fbe92ca9d3e225,c04572eea70a5071824ff28d8474ad9d005d1f958b8df25cc3e439ef65b52449,c8d3fb58fdda58cfb7b93195cca8cae91153299f1f5c06e9fa4b94a19508dd19,81e7060e2ff2ebae1b408b06fcbb29225630e3a0aee3b52833e2db8baa30e4a4,76db2f564ccb60be192c0be7a47c192302d6e3da067d238b7edf310ddf9a6125,0fc4a6ba3ca18f6b7bd02c63acce3cfc02e6431c8353e72428ffec5df76f4e33
"0","211","31","0","10020","","","102110004","0","1","10020"
"62","211","1","0.68","1001001","<weapon>_idle","0","102110005","-100","-90","2"
"61","211","1","0.68","1001002","<weapon>_idle","0","102110006","-170","-15","2"
"63","211","1","0.68","1001003","<weapon>_idle","0","102110007","-240","-105","2"
"61","211","1","0.68","1001004","<weapon>_idle","0","102110008","-310","-15","2"
"62","211","1","0.68","1001005","<weapon>_idle","0","102110009","-380","-90","2"
"-100","211","31","1","1001001","","0","102110010","-90","0.68","10012"
"-170","211","31","1","1001002","","0","102110011","-15","0.68","10012"
"-240","211","31","1","1001003","","0","102110012","-105","0.68","10012"
"-310","211","31","1","1001004","","0","102110013","-15","0.68","10012"
"-380","211","31","1","1001005","","0","102110014","-90","0.68","10012"
"52","211","1","0.68","1002001","<weapon>_idle","0","102110015","-500","-240","2"
"51","211","1","0.68","1002002","<weapon>_idle","0","102110016","-570","-165","2"
"53","211","1","0.68","1002003","<weapon>_idle","0","102110017","-640","-255","2"
"51","211","1","0.68","1002004","<weapon>_idle","0","102110018","-710","-165","2"
"52","211","1","0.68","1002005","<weapon>_idle","0","102110019","-780","-240","2"
"-500","211","31","1","1002001","","0","102110020","-240","0.68","10012"
"-570","211","31","1","1002002","","0","102110021","-165","0.68","10012"
"-640","211","31","1","1002003","","0","102110022","-255","0.68","10012"
"-710","211","31","1","1002004","","0","102110023","-165","0.68","10012"
"-780","211","31","1","1002005","","0","102110024","-240","0.68","10012"
"0","211","31","0","10030","","","102110025","0","1","10030"
"0","211","31","0","10031","","","102110026","0","1","10031"
"","211","91","","0","","","102110027","","",""
"","211","32","","1","","","102110028","","","10030"
"","211","91","","0","","","102110029","","","0"
"1","211","3","0","<weapon>_run","","","102110030","","0","1001001"
"1","211","3","0","<weapon>_run","","","102110031","","0","1001002"
"1","211","3","0","<weapon>_run","","","102110032","","0","1001003"
"1","211","3","0","<weapon>_run","","","102110033","","0","1001004"
"1","211","3","0","<weapon>_run","","","102110034","","0","1001005"
"-90","211","2","","850","","","102110035","3","0","1001001"
"-15","211","2","","780","","","102110036","3","0","1001002"
"-105","211","2","","710","","","102110037","3","0","1001003"
"-15","211","2","","640","","","102110038","3","0","1001004"
"-90","211","2","","570","","","102110039","3","0","1001005"
"-90","211","33","","850","","","102110040","3","0","1001001"
"-15","211","33","","780","","","102110041","3","0","1001002"
"-105","211","33","","710","","","102110042","3","0","1001003"
"-15","211","33","","640","","","102110043","3","0","1001004"
"-90","211","33","","570","","","102110044","3","0","1001005"
"1","211","3","0","<weapon>_run","","","102110045","","0","1002001"
"1","211","3","0","<weapon>_run","","","102110046","","0","1002002"
"1","211","3","0","<weapon>_run","","","102110047","","0","1002003"
"1","211","3","0","<weapon>_run","","","102110048","","0","1002004"
"1","211","3","0","<weapon>_run","","","102110049","","0","1002005"
"-240","211","2","","450","","","102110050","3","0","1002001"
"-165","211","2","","380","","","102110051","3","0","1002002"
"-255","211","2","","310","","","102110052","3","0","1002003"
"-165","211","2","","240","","","102110053","3","0","1002004"
"-240","211","2","","170","","","102110054","3","0","1002005"
"-240","211","33","","450","","","102110055","3","0","1002001"
"-165","211","33","","380","","","102110056","3","0","1002002"
"-255","211","33","","310","","","102110057","3","0","1002003"
"-165","211","33","","240","","","102110058","3","0","1002004"
"-240","211","33","","170","","","102110059","3","0","1002005"
"","211","32","","1","","","102110060","","","10020"
"","211","93","","0","","","102110061","","","2.5"
"","211","32","","1","","","102110062","","","10031"
"","211","93","","0","","","102110063","","","0.4"
"","211","91","","0","","","102110064","","","0"
"0","311","23","","se_travel_start_3pt","","","103110001","","","se_travel"
"0","311","31","1","10010","","","103110002","0","1","10010"
"0","311","31","1","10011","","","103110003","0","1","10011"
"0","311","31","0","10020","","","103110004","0","1","10020"
"62","311","1","0.68","1001001","<weapon>_idle","0","103110005","0","-240","2"
"61","311","1","0.68","1001002","<weapon>_idle","0","103110006","-70","-165","2"
"63","311","1","0.68","1001003","<weapon>_idle","0","103110007","-140","-255","2"
"61","311","1","0.68","1001004","<weapon>_idle","0","103110008","-210","-165","2"
"62","311","1","0.68","1001005","<weapon>_idle","0","103110009","-280","-240","2"
"0","311","31","1","1001001","","0","103110010","-240","0.68","10012"
"-70","311","31","1","1001002","","0","103110011","-165","0.68","10012"
"-140","311","31","1","1001003","","0","103110012","-255","0.68","10012"
"-210","311","31","1","1001004","","0","103110013","-165","0.68","10012"
"-280","311","31","1","1001005","","0","103110014","-240","0.68","10012"
"52","311","1","0.68","1002001","<weapon>_idle","0","103110015","-250","-60","2"
"51","311","1","0.68","1002002","<weapon>_idle","0","103110016","-320","15","2"
"53","311","1","0.68","1002003","<weapon>_idle","0","103110017","-390","-75","2"
"51","311","1","0.68","1002004","<weapon>_idle","0","103110018","-460","15","2"
"52","311","1","0.68","1002005","<weapon>_idle","0","103110019","-530","-60","2"
"-250","311","31","1","1002001","","0","103110020","-60","0.68","10012"
"-320","311","31","1","1002002","","0","103110021","15","0.68","10012"
"-390","311","31","1","1002003","","0","103110022","-75","0.68","10012"
"-460","311","31","1","1002004","","0","103110023","15","0.68","10012"
"-530","311","31","1","1002005","","0","103110024","-60","0.68","10012"
"62","311","1","0.68","1003001","<weapon>_idle","0","103110025","-500","-250","2"
"61","311","1","0.68","1003002","<weapon>_idle","0","103110026","-570","-175","2"
"63","311","1","0.68","1003003","<weapon>_idle","0","103110027","-640","-265","2"
"61","311","1","0.68","1003004","<weapon>_idle","0","103110028","-710","-175","2"
"62","311","1","0.68","1003005","<weapon>_idle","0","103110029","-780","-250","2"
"-500","311","31","1","1003001","","0","103110030","-250","0.68","10012"
"-570","311","31","1","1003002","","0","103110031","-175","0.68","10012"
"-640","311","31","1","1003003","","0","103110032","-265","0.68","10012"
"-710","311","31","1","1003004","","0","103110033","-175","0.68","10012"
"-780","311","31","1","1003005","","0","103110034","-250","0.68","10012"
"0","311","31","0","10030","","","103110035","0","1","10030"
"0","311","31","0","10031","","","103110036","0","1","10031"
"","311","91","","0","","","103110037","","",""
"","311","32","","1","","","103110038","","","10030"
"","311","91","","0","","","103110039","","","0"
"1","311","3","0","<weapon>_run","","","103110040","","0","1001001"
"1","311","3","0","<weapon>_run","","","103110041","","0","1001002"
"1","311","3","0","<weapon>_run","","","103110042","","0","1001003"
"1","311","3","0","<weapon>_run","","","103110043","","0","1001004"
"1","311","3","0","<weapon>_run","","","103110044","","0","1001005"
"-240","311","2","","950","","","103110045","3","0","1001001"
"-165","311","2","","880","","","103110046","3","0","1001002"
"-255","311","2","","810","","","103110047","3","0","1001003"
"-165","311","2","","740","","","103110048","3","0","1001004"
"-240","311","2","","670","","","103110049","3","0","1001005"
"-240","311","33","","950","","","103110050","3","0","1001001"
"-165","311","33","","880","","","103110051","3","0","1001002"
"-255","311","33","","810","","","103110052","3","0","1001003"
"-165","311","33","","740","","","103110053","3","0","1001004"
"-240","311","33","","670","","","103110054","3","0","1001005"
"1","311","3","0","<weapon>_run","","","103110055","","0","1002001"
"1","311","3","0","<weapon>_run","","","103110056","","0","1002002"
"1","311","3","0","<weapon>_run","","","103110057","","0","1002003"
"1","311","3","0","<weapon>_run","","","103110058","","0","1002004"
"1","311","3","0","<weapon>_run","","","103110059","","0","1002005"
"-60","311","2","","700","","","103110060","3","0","1002001"
"15","311","2","","630","","","103110061","3","0","1002002"
"-75","311","2","","560","","","103110062","3","0","1002003"
"15","311","2","","490","","","103110063","3","0","1002004"
"-60","311","2","","420","","","103110064","3","0","1002005"
"-60","311","33","","700","","","103110065","3","0","1002001"
"15","311","33","","630","","","103110066","3","0","1002002"
"-75","311","33","","560","","","103110067","3","0","1002003"
"15","311","33","","490","","","103110068","3","0","1002004"
"-60","311","33","","420","","","103110069","3","0","1002005"
"1","311","3","0","<weapon>_run","","","103110070","","0","1003001"
"1","311","3","0","<weapon>_run","","","103110071","","0","1003002"
"1","311","3","0","<weapon>_run","","","103110072","","0","1003003"
"1","311","3","0","<weapon>_run","","","103110073","","0","1003004"
"1","311","3","0","<weapon>_run","","","103110074","","0","1003005"
"-250","311","2","","450","","","103110075","3","0","1003001"
"-175","311","2","","380","","","103110076","3","0","1003002"
"-265","311","2","","310","","","103110077","3","0","1003003"
"-175","311","2","","240","","","103110078","3","0","1003004"
"-250","311","2","","170","","","103110079","3","0","1003005"
"-250","311","33","","450","","","103110080","3","0","1003001"
"-175","311","33","","380","","","103110081","3","0","1003002"
"-265","311","33","","310","","","103110082","3","0","1003003"
"-175","311","33","","240","","","103110083","3","0","1003004"
"-250","311","33","","170","","","103110084","3","0","1003005"
"","311","32","","1","","","103110085","","","10020"
"","311","93","","0","","","103110086","","","2.5"
"","311","32","","1","","","103110087","","","10031"
"","311","93","","0","","","103110088","","","0.4"
"","311","91","","0","","","103110089","","","0"
