164c050b61ea17822d216287bd6e4562b111f9b21fb7a2615bd37cf828034c9a,5d3c3125f002ef14f3577f547bb9ec9238bd24866d106f49f9cecf0696387479,ac519500a1a0fe8999eb1e8ac6ae8f5a1e99e6f2a0b5cf909efe7275104911cd,ba9d78470075acd7266041e28e3eac0aec4fe588f158e549b7f251de1174e2b5,b93f6bea88ddde6ea89201a289c0e448ca54e60ab296dab433e8bf8a82056fc8,6a8abad0ac582597d828d3e722bfa53e3bc3bd43518bfe341f4aa5c8c2099715,352532b9b6475256f7561343e0b18c850b11530c0ae8a5345d554b34b5402018,2a1d596b6cad3368ccaa83f5046b476c3a4ef3977af820ef6814a1af044d2578,fcfcccca6b0f06bf92e7ddd4d3b221733c872ad9e26a60c050b4cc9b8aed6023,9f509e0fd15ab2ac81af4ff4148f0e720a5ab1a53749b8d970c007a7b9ab2fcd,2b3c8fe75cc2925e01fb40e6b0d90c25b3dc114d59050f278710ac1ed6774023
"1","1000001","100","-240","2","2201","","122010012","","","0"
"","se_travel","se_travel_treasure_cha_run","0","23","2201","","122010013","","",""
"","1","0","","93","2201","","122010014","","",""
"0","300000","300000","345.4","31","3000","0","130000001","","","1"
"","0","","","91","3000","","130000002","","",""
"1.05","1.05","1.05","1.05","123","3000","0","130000003","","","7.4"
"","1000001","wait","0","3","3000","0.2","130000004","","",""
"","2","1","","35","3000","","130000005","","",""
"","4.9","0","","93","3000","","130000006","","",""
"0.95","0.95","0.95","0.95","123","3000","0","130000007","","","0.4"
"","300000","1","","32","3000","","130000008","","",""
"","0.1","0","","93","3000","","130000009","","",""
"","2","0","","32","3000","","130000010","","",""
"","0.1","0","","93","3000","","130000011","","",""
"","996","1","","32","3000","","130000012","","",""
"","1000001","joy_from_wait","0","3","3000","0","130000013","","",""
"","1.9","0","","93","3000","","130000014","","",""
"","1000001","glad_from_joy","0","3","3000","0","130000015","","",""
"","1.5","0","","93","3000","","130000016","","",""
"","1000001","run_gatein","1","3","3000","0.2","130000017","","",""
"","se_travel","se_travel_treasure_cha_run","","23","3000","","130000018","","",""
"1","1000001","450","-195","2","3000","","130000019","","","0"
"","0.5","1","","93","3000","","130000020","","",""
"1","1000001","1","1","6","3000","0.4","130000021","","0","0"
"","0.4","0","","93","3000","","130000022","","",""
"","1","","","113","3000","","130000023","","",""
"0","300100","300100","345.4","31","3001","0","130010001","","","1"
"0","990001","990001","345.4","31","3001","1","130010002","","","1"
"","0","","","91","3001","","130010003","","",""
"1.05","1.05","1.05","1.05","123","3001","0","130010004","","","7.4"
"","1000001","wait","0","3","3001","0.2","130010005","","",""
"","2","1","","35","3001","","130010006","","",""
"","5.4","0","","93","3001","","130010007","","",""
"0.95","0.95","0.95","0.95","123","3001","0","130010008","","","0.4"
"","1000001","glad","0","3","3001","0.2","130010009","","",""
"","300100","1","","32","3001","","130010010","","",""
"","996","1","","32","3001","","130010011","","",""
"","0.1","0","","93","3001","","130010012","","",""
"","2","0","","32","3001","","130010013","","",""
"","3","0","","32","3001","","130010014","","",""
"","1.5","0","","93","3001","","130010015","","",""
"","1000001","joy","0","3","3001","0.2","130010016","","",""
"","1.7","0","","93","3001","","130010017","","",""
"","1000001","run_gatein","1","3","3001","0","130010018","","",""
"1","1000001","450","-195","2","3001","","130010019","","","0"
"","0.5","1","","93","3001","","130010020","","",""
"1","1000001","1","1","6","3001","0.4","130010021","","0","0"
"","0.4","0","","93","3001","","130010022","","",""
"","1","","","113","3001","","130010023","","",""
"0","300100","300100","345.4","31","3002","0","130020001","","","1"
"0","990002","990002","345.4","31","3002","1","130020002","","","1"
"","0","","","91","3002","","130020003","","",""
"1.05","1.05","1.05","1.05","123","3002","0","130020004","","","7.4"
"","1000001","wait","0","3","3002","0.2","130020005","","",""
"","2","1","","35","3002","","130020006","","",""
"","5.4","0","","93","3002","","130020007","","",""
"0.95","0.95","0.95","0.95","123","3002","0","130020008","","","0.4"
"","1000001","glad","0","3","3002","0.2","130020009","","",""
"","300100","1","","32","3002","","130020010","","",""
"","996","1","","32","3002","","130020011","","",""
"","0.1","0","","93","3002","","130020012","","",""
"","2","0","","32","3002","","130020013","","",""
"","3","0","","32","3002","","130020014","","",""
"","1.5","0","","93","3002","","130020015","","",""
"","1000001","joy","0","3","3002","0.2","130020016","","",""
"","1.7","0","","93","3002","","130020017","","",""
"","1000001","run_gatein","1","3","3002","0","130020018","","",""
"1","1000001","450","-195","2","3002","","130020019","","","0"
"","0.5","1","","93","3002","","130020020","","",""
"1","1000001","1","1","6","3002","0.4","130020021","","0","0"
"","0.4","0","","93","3002","","130020022","","",""
"","1","","","113","3002","","130020023","","",""
"0","6","6","345.4","31","3011","0","130110001","","","1"
"0","8","8","345.4","31","3011","0","130110002","","","1"
"0","301100","301100","345.4","31","3011","0","130110003","","","1"
"","0","","","91","3011","","130110004","","",""
"1.05","1.05","1.05","1.05","123","3011","0","130110005","","","7.4"
"","1000001","wait","0","3","3011","0.2","130110006","","",""
"","2","1","","35","3011","","130110007","","",""
"","4.9","0","","93","3011","","130110008","","",""
"0.95","0.95","0.95","0.95","123","3011","0","130110009","","","0.3"
"","se_travel","se_travel_treasure_ghost_success","0","23","3011","","130110010","","",""
"","8","1","","32","3011","","130110011","","",""
"","8","0","","35","3011","","130110012","","",""
"","6","1","","32","3011","","130110013","","",""
"","0.1","0","","93","3011","","130110014","","",""
"","2","0","","32","3011","","130110015","","",""
"","3","0","","32","3011","","130110016","","",""
"","1000001","dotEyes","0","3","3011","","130110017","","",""
"","0.87","0","","93","3011","","130110018","","",""
"","1000001","glad","0","3","3011","0.2","130110019","","",""
"","301100","1","","32","3011","","130110020","","",""
"","8","1","","35","3011","","130110021","","",""
"","0.6","0","","93","3011","","130110022","","",""
"","996","1","","32","3011","","130110023","","",""
"","0.5","0","","93","3011","","130110024","","",""
"","1000001","joy","0","3","3011","","130110025","","",""
"","1.67","0","","93","3011","","130110026","","",""
"","1000001","run_gatein","1","3","3011","0","130110027","","",""
"1","1000001","450","-195","2","3011","","130110028","","","0"
"","0.5","1","","93","3011","","130110029","","",""
"1","1000001","1","1","6","3011","0.4","130110030","","0","0"
"","0.4","0","","93","3011","","130110031","","",""
"","1","","","113","3011","","130110032","","",""
"","1000001","idle","1","3","3012","0.2","130120001","","",""
"0","301200","13","0","31","3012","0","130120002","","","1"
"0","101","14","0","31","3012","0","130120003","","","1"
"-150","301204","16","260","31","3012","0","130120004","","","1"
"0","301205","17","0","31","3012","0","130120005","","","1"
"0","6","18","345.4","31","3012","0","130120006","","","1"
"0","301201","20","345.4","31","3012","0","130120007","","","1"
"0","301202","21","345.4","31","3012","0","130120008","","","1"
"9340","1","3","55","5","3012","1","130120009","round_monster_walk","0","-234"
"","0","","","91","3012","","130120010","","",""
"1","3","1","1","6","3012","0","130120011","","0","0"
"0","3","345","-234","2","3012","0","130120012","","0","0"
"1.05","1.05","1.05","1.05","123","3012","0","130120013","","0","7.4"
"","1000001","wait","0","3","3012","0.2","130120014","","",""
"","2","1","","35","3012","","130120015","","",""
"0","301203","15","0","31","3012","0","130120016","","","1"
"9340","2","1000002","57","1","3012","0.89","130120017","<weapon>_run","0","-250"
"","4.3","0","","93","3012","","130120018","","",""
"0.95","0.95","0.95","0.95","123","3012","0","130120019","","","0.4"
"","21","1","","32","3012","","130120020","","",""
"","21","0","","35","3012","","130120021","","",""
"","se_travel","se_travel_treasure_success_monster_helper_1","","23","3012","","130120022","","",""
"","18","1","","32","3012","","130120023","","",""
"","0.1","0","","93","3012","","130120024","","",""
"","2","0","","32","3012","","130120025","","",""
"1","3","1","1","6","3012","0.3","130120026","","0","1"
"","13","1","","32","3012","","130120027","","",""
"","3","round_monster_appear","0","3","3012","","130120028","","",""
"","1000001","back","0","3","3012","","130120029","","",""
"","0.67","0","","93","3012","","130120030","","",""
"","3","round_monster_walk","0","3","3012","0.2","130120031","","",""
"1.4","3","220","-234","2","3012","","130120032","","","0"
"","20","1","","32","3012","","130120033","","",""
"","0.1","0","","93","3012","","130120034","","",""
"","18","0","","32","3012","","130120035","","",""
"","0.5","0","","93","3012","","130120036","","",""
"","1000002","1","","4","3012","","130120037","","",""
"0","1000002","1445","-240","2","3012","","130120038","","","0"
"","0.5","0","","93","3012","","130120039","","",""
"","3","round_monster_attack","0","3","3012","0.3","130120040","","",""
"","0.5","0","","93","3012","","130120041","","",""
"","17","1","","32","3012","","130120042","","",""
"","1000001","back_loop","0","3","3012","0.1","130120043","","",""
"","0.5","0","","93","3012","","130120044","","",""
"0","1000002","950","-240","2","3012","","130120045","","","0"
"0.16","1000002","650","-240","2","3012","","130120046","","","0"
"","1000002","<weapon>_run","0","3","3012","0.2","130120047","","",""
"","0.16","0","","93","3012","","130120048","","",""
"","1000002","<weapon>_attack_skipQuest","0","3","3012","0.2","130120049","","",""
"","0.1","0","","93","3012","","130120050","","",""
"0","3","280","-234","2","3012","","130120051","","","0"
"","3","1","","4","3012","","130120052","","",""
"","3","round_monster_die","0","3","3012","0.2","130120053","","",""
"","16","1","","32","3012","","130120054","","",""
"","0.5","0","","93","3012","","130120055","","",""
"0","1000001","20","-240","2","3012","","130120056","","","0"
"","1000001","back_origin","0","3","3012","0","130120057","","",""
"","1000001","surprise","0","3","3012","0.2","130120058","","",""
"","1000002","<weapon>_idle","1","3","3012","0.2","130120059","","",""
"","0.66","0","","93","3012","","130120060","","",""
"","15","1","","32","3012","","130120061","","",""
"","996","1","","32","3012","","130120062","","",""
"1","3","1","1","6","3012","0.6","130120063","","","0"
"","1000001","joy_short","0","3","3012","0.2","130120064","","",""
"","18","1","","32","3012","","130120065","","",""
"","0.02","0","","93","3012","","130120066","","",""
"","20","0","","32","3012","","130120067","","",""
"","21","0","","32","3012","","130120068","","",""
"","1.5","0","","93","3012","","130120069","","",""
"","1000001","smile","0","3","3012","0.2","130120070","","",""
"","1000002","<weapon>_run","1","3","3012","0","130120071","","",""
"","1000002","0","","4","3012","","130120072","","",""
"2","1000002","1500","-250","2","3012","","130120073","","","0"
"","1","0","","93","3012","","130120074","","",""
"1","1000002","1","1","6","3012","0.2","130120075","","","0"
"","1000001","run_gatein","1","3","3012","0.2","130120076","","",""
"1","1000001","360","-200","2","3012","","130120077","","","0"
"","0.5","0","","93","3012","","130120078","","",""
"1","1000001","1","1","6","3012","0.4","130120079","","","0"
"","0.4","0","","93","3012","","130120080","","",""
"","1","0","","113","3012","","130120081","","",""
"0","301300","301300","345.4","31","3013","0","130130001","","","1"
"","0","","","91","3013","","130130002","","",""
"","1000001","wait_gradeUp","0","3","3013","0.2","130130003","","",""
"","301300","1","","32","3013","","130130004","","",""
"","0.1","0","","93","3013","","130130005","","",""
"","2","0","","32","3013","","130130006","","",""
"","0.8","0","","93","3013","","130130007","","",""
"1.05","1.05","1.05","1.05","123","3013","0","130130008","","","0"
"","5","5","0.5","122","3013","","130130009","","",""
"","1.1","0","","93","3013","","130130010","","",""
"1.05","1.05","1.05","1.05","123","3013","0","130130011","","","0"
"","10","10","0.5","122","3013","","130130012","","",""
"","0.8","0","","93","3013","","130130013","","",""
"","1000001","glad","0","3","3013","0.2","130130014","","",""
"","0.1","0","","93","3013","","130130015","","",""
"0.907","0.907","0.907","0.907","123","3013","2","130130016","","","2"
"","0.3","0","","93","3013","","130130017","","",""
"","996","1","","32","3013","","130130018","","",""
"","0.5","0","","93","3013","","130130019","","",""
"","1000001","joy","0","3","3013","0.2","130130020","","",""
"","1.7","0","","93","3013","","130130021","","",""
"","1000001","run_gatein","1","3","3013","0","130130022","","",""
"1","1000001","450","-195","2","3013","","130130023","","","0"
"","0.5","1","","93","3013","","130130024","","",""
"1","1000001","1","1","6","3013","0.4","130130025","","0","0"
"","0.4","0","","93","3013","","130130026","","",""
"","1","","","113","3013","","130130027","","",""
"0","301400","301400","345.4","31","3014","0","130140001","","","1"
"","0","","","91","3014","","130140002","","",""
"1.05","1.05","1.05","1.05","123","3014","0","130140003","","","7.4"
"","1000001","wait","0","3","3014","0.2","130140004","","",""
"","301400","1","","32","3014","","130140005","","",""
"","0.1","0","","93","3014","","130140006","","",""
"","2","0","","32","3014","","130140007","","",""
"","3.4","0","","93","3014","","130140008","","",""
"0.95","0.95","0.95","0.95","123","3014","5","130140009","","","3.2"
"","1.6","0","","93","3014","","130140010","","",""
"","1000001","relief","0","3","3014","0.2","130140011","","",""
"","996","1","","32","3014","","130140012","","",""
"","1.7","0","","93","3014","","130140013","","",""
"","1000001","run_gatein","1","3","3014","0","130140014","","",""
"1","1000001","450","-195","2","3014","","130140015","","","0"
"","0.5","1","","93","3014","","130140016","","",""
"1","1000001","1","1","6","3014","0.4","130140017","","0","0"
"","0.4","0","","93","3014","","130140018","","",""
"","1","","","113","3014","","130140019","","",""
"0","301501","301501","345.4","31","3015","0","130150001","","","1"
"0","301500","301500","345.4","31","3015","1","130150002","","","1"
"","0","","","91","3015","","130150003","","",""
"1.05","1.05","1.05","1.05","123","3015","0","130150004","","","7.4"
"","1000001","wait_wakuwaku","0","3","3015","0.2","130150005","","",""
"","2","1","","35","3015","","130150006","","",""
"","5.4","0","","93","3015","","130150007","","",""
"0.95","0.95","0.95","0.95","123","3015","0","130150008","","","0.4"
"","1000001","glad","0","3","3015","0.2","130150009","","",""
"","301501","1","","32","3015","","130150010","","",""
"","996","1","","32","3015","","130150011","","",""
"","0.1","0","","93","3015","","130150012","","",""
"","2","0","","32","3015","","130150013","","",""
"","3","0","","32","3015","","130150014","","",""
"","1.5","0","","93","3015","","130150015","","",""
"","1000001","joy","0","3","3015","0.2","130150016","","",""
"","1.7","0","","93","3015","","130150017","","",""
"","1000001","run_gatein","1","3","3015","0","130150018","","",""
"1","1000001","450","-195","2","3015","","130150019","","","0"
"","0.5","1","","93","3015","","130150020","","",""
"1","1000001","1","1","6","3015","0.4","130150021","","0","0"
"","0.4","0","","93","3015","","130150022","","",""
"","1","","","113","3015","","130150023","","",""
"0","6","6","345.4","31","3016","0","130160001","","","1"
"0","8","8","345.4","31","3016","0","130160002","","","1"
"-80","301600","301600","345.4","31","3016","0","130160003","","","1"
"0","301601","301601","345.4","31","3016","0","130160004","","","1"
"0","990002","990002","345.4","31","3016","1","130160005","","","1"
"","0","","","91","3016","","130160006","","",""
"1.05","1.05","1.05","1.05","123","3016","0","130160007","","","7.4"
"","1000001","wait","0","3","3016","0.2","130160008","","",""
"","2","1","","35","3016","","130160009","","",""
"","5.4","0","","93","3016","","130160010","","",""
"0.95","0.95","0.95","0.95","123","3016","0","130160011","","","0.4"
"","8","1","","32","3016","","130160012","","",""
"","8","0","","35","3016","","130160013","","",""
"","301600","1","","32","3016","","130160014","","",""
"","6","1","","32","3016","","130160015","","",""
"","0.1","0","","93","3016","","130160016","","",""
"","2","0","","32","3016","","130160017","","",""
"","3","0","","32","3016","","130160018","","",""
"","1000001","glad","0","3","3016","0.1","130160019","","",""
"","se_travel","se_travel_treasure_success_butterfly","0","23","3016","","130160020","","",""
"","0.5","0","","93","3016","","130160021","","",""
"","8","1","","35","3016","","130160022","","",""
"","1.1","0","","93","3016","","130160023","","",""
"","301601","1","","32","3016","","130160024","","",""
"","996","1","","32","3016","","130160025","","",""
"","1000001","joy","0","3","3016","0.2","130160026","","",""
"","1.67","0","","93","3016","","130160027","","",""
"","1000001","run_gatein","1","3","3016","0","130160028","","",""
"","se_travel","se_travel_treasure_cha_run","0","23","3016","","130160029","","",""
"1","1000001","450","-195","2","3016","","130160030","","","0"
"","0.5","1","","93","3016","","130160031","","",""
"1","1000001","1","1","6","3016","0.4","130160032","","0","0"
"","0.4","0","","93","3016","","130160033","","",""
"","1","","","113","3016","","130160034","","",""
"0","310000","310000","345.4","31","3017","0","130170001","","","1"
"0","310001","310001","0","31","3017","0","130170002","","","1"
"0","301700","301700","345.4","31","3017","0","130170003","","","1"
"-115","301701","301701","740","31","3017","0","130170004","","","1"
"0","301702","301702","345.4","31","3017","0","130170005","","","1"
"0","301703","301703","345.4","31","3017","0","130170006","","","1"
"610","5","15","100","5","3017","0.44","130170007","empty","0","-235"
"610","5","16","55","5","3017","0.44","130170008","empty","0","-235"
"","0","","","91","3017","","130170009","","",""
"1.05","1.05","1.05","1.05","123","3017","0","130170010","","","7.4"
"","1000001","wait","0","3","3017","0.2","130170011","","",""
"","2","1","","35","3017","","130170012","","",""
"","5.4","0","","93","3017","","130170013","","",""
"0.95","0.95","0.95","0.95","123","3017","0","130170014","","","0.3"
"","310000","1","","32","3017","","130170015","","",""
"","310001","1","","32","3017","","130170016","","",""
"","0.2","0","","93","3017","","130170017","","",""
"","50","50","0.6","122","3017","","130170018","","",""
"","1000001","shock","0","3","3017","0.2","130170019","","",""
"","1.6","0","","93","3017","","130170020","","",""
"","301700","1","","32","3017","","130170021","","",""
"","1.2","0","","93","3017","","130170022","","",""
"","se_travel","se_travel_treasure_croce_ui","0","23","3017","","130170023","","",""
"","15","punch","0","3","3017","","130170024","","",""
"","16","punch_B","0","3","3017","","130170025","","",""
"","0.2","0","","93","3017","","130170026","","",""
"1.05","1.05","1.05","1.05","123","3017","11","130170027","","","0.1"
"","0.1","0","","93","3017","","130170028","","",""
"0.95","0.95","0.95","0.95","123","3017","0","130170029","","","0.3"
"","1","0","","93","3017","","130170030","","",""
"","se_travel","se_travel_treasure_croce_door","0","23","3017","","130170031","","",""
"","0.4","0","","93","3017","","130170032","","",""
"","301701","1","","32","3017","","130170033","","",""
"","0.9","0","","93","3017","","130170034","","",""
"1.05","1.05","1.05","1.05","123","3017","0","130170035","","","0"
"","75","75","0.6","122","3017","","130170036","","",""
"","301702","1","","32","3017","","130170037","","",""
"","0.4","0","","93","3017","","130170038","","",""
"","2","0","","32","3017","","130170039","","",""
"","310000","0","","32","3017","","130170040","","",""
"","0.4","0","","93","3017","","130170041","","",""
"0.95","0.95","0.95","0.95","123","3017","11","130170042","","","2"
"","0.2","0","","93","3017","","130170043","","",""
"","1000001","glad","0","3","3017","0.2","130170044","","",""
"","301703","1","","32","3017","","130170045","","",""
"","0.1","0","","93","3017","","130170046","","",""
"","996","1","","32","3017","","130170047","","",""
"","0.9","0","","93","3017","","130170048","","",""
"","1000001","joy","0","3","3017","0.2","130170049","","",""
"","1.7","0","","93","3017","","130170050","","",""
"","1000001","run_gatein","1","3","3017","0","130170051","","",""
"","se_travel","se_travel_treasure_cha_run","","23","3017","","130170052","","",""
"1","1000001","450","-195","2","3017","","130170053","","","0"
"","0.5","1","","93","3017","","130170054","","",""
"1","1000001","1","1","6","3017","0.4","130170055","","0","0"
"","0.4","0","","93","3017","","130170056","","",""
"","1","","","113","3017","","130170057","","",""
"0","310000","310000","345.4","31","3100","0","131000001","","","1"
"0","310001","310001","0","31","3100","0","131000002","","","1"
"","0","","","91","3100","","131000003","","",""
"1.05","1.05","1.05","1.05","123","3100","0","131000004","","","7.4"
"","1000001","wait","0","3","3100","0.2","131000005","","",""
"","2","1","","35","3100","","131000006","","",""
"","5.4","0","","93","3100","","131000007","","",""
"0.95","0.95","0.95","0.95","123","3100","0","131000008","","","0.3"
"","310000","1","","32","3100","","131000009","","",""
"","310001","1","","32","3100","","131000010","","",""
"","0.2","0","","93","3100","","131000011","","",""
"","50","50","0.6","122","3100","","131000012","","",""
"","1000001","shock","0","3","3100","0.2","131000013","","",""
"","1.6","0","","93","3100","","131000014","","",""
"","2","","","113","3100","","131000015","","",""
"0","6","6","345.4","31","3111","0","131110001","","","1"
"0","7","7","345.4","31","3111","0","131110002","","","1"
"0","8","8","345.4","31","3111","0","131110003","","","1"
"8000","3","13","55","5","3111","1.3","131110004","appear","0","0"
"","0","","","91","3111","","131110005","","",""
"1","13","1","1","6","3111","0","131110006","","0","0"
"0","13","95","-250","2","3111","","131110007","","","0"
"1.05","1.05","1.05","1.05","123","3111","0","131110008","","","7.4"
"","1000001","wait","0","3","3111","0.2","131110009","","",""
"","2","1","","35","3111","","131110010","","",""
"","4.9","0","","93","3111","","131110011","","",""
"0.95","0.95","0.95","0.95","123","3111","0","131110012","","","0.3"
"","se_travel","se_travel_treasure_ghost_fail","0","23","3111","","131110013","","",""
"","8","1","","32","3111","","131110014","","",""
"","8","0","","35","3111","","131110015","","",""
"","6","1","","32","3111","","131110016","","",""
"","0.1","0","","93","3111","","131110017","","",""
"","2","0","","32","3111","","131110018","","",""
"","3","0","","32","3111","","131110019","","",""
"","1000001","dotEyes","0","3","3111","","131110020","","",""
"","0.3","0","","93","3111","","131110021","","",""
"","13","appear","0","3","3111","","131110022","","",""
"1","13","1","1","6","3111","0","131110023","","0","1"
"","0.67","0","","93","3111","","131110024","","",""
"","1000001","shock_jump","0","3","3111","","131110025","","",""
"1","1000001","70","-250","2","3111","","131110026","","","0"
"","1.1","0","","93","3111","","131110027","","",""
"","1000001","escape","1","3","3111","","131110028","","",""
"1.2","1000001","-350","-250","2","3111","","131110029","","","0"
"","13","march","0","3","3111","","131110030","","",""
"","0.2","0","","93","3111","","131110031","","",""
"","7","1","","32","3111","","131110032","","",""
"","0.1","0","","93","3111","","131110033","","",""
"","6","0","","32","3111","","131110034","","",""
"","1.6","0","","93","3111","","131110035","","",""
"","2","","","113","3111","","131110036","","",""
"","1000001","idle","1","3","3112","0.2","131120001","","",""
"0","301200","13","0","31","3112","0","131120002","","","1"
"0","101","14","0","31","3112","0","131120003","","","1"
"0","301205","15","0","31","3112","0","131120004","","","1"
"-170","301206","16","130","31","3112","0","131120005","","","1"
"0","6","18","345.4","31","3112","0","131120006","","","1"
"0","301201","20","345.4","31","3112","0","131120007","","","1"
"0","301202","21","345.4","31","3112","0","131120008","","","1"
"9340","1","3","55","5","3112","1","131120009","round_monster_walk","0","-234"
"","0","","","91","3112","","131120010","","",""
"1","3","1","1","6","3112","0","131120011","","0","0"
"0","3","345","-234","2","3112","0","131120012","","0","0"
"1.05","1.05","1.05","1.05","123","3112","0","131120013","","0","7.4"
"","1000001","wait","0","3","3112","0.2","131120014","","",""
"","2","1","","35","3112","","131120015","","",""
"","4.3","0","","93","3112","","131120016","","",""
"0.95","0.95","0.95","0.95","123","3112","0","131120017","","","0.4"
"","21","1","","32","3112","","131120018","","",""
"","21","0","","35","3112","","131120019","","",""
"","se_travel","se_travel_treasure_monster_failure","","23","3112","","131120020","","",""
"","18","1","","32","3112","","131120021","","",""
"","0.1","0","","93","3112","","131120022","","",""
"","2","0","","32","3112","","131120023","","",""
"1","3","1","1","6","3112","0.3","131120024","","0","1"
"","13","1","","32","3112","","131120025","","",""
"","3","round_monster_appear","0","3","3112","","131120026","","",""
"","1000001","back","0","3","3112","","131120027","","",""
"","0.67","0","","93","3112","","131120028","","",""
"","3","round_monster_walk","0","3","3112","0.2","131120029","","",""
"1.4","3","220","-234","2","3112","0","131120030","","0","0"
"","20","1","","32","3112","","131120031","","",""
"","0.1","0","","93","3112","","131120032","","",""
"","18","0","","32","3112","","131120033","","",""
"","1","0","","93","3112","","131120034","","",""
"","3","round_monster_attack","0","3","3112","0.3","131120035","","",""
"","0.5","0","","93","3112","","131120036","","",""
"","15","1","","32","3112","","131120037","","",""
"","1000001","back_loop","1","3","3112","0.2","131120038","","",""
"","1","0","","93","3112","","131120039","","",""
"","16","1","","32","3112","","131120040","","",""
"","0","50","0.5","122","3112","","131120041","","",""
"0","1000001","40","-250","2","3112","","131120042","","","0"
