7f5c9f1b390fa778700621f74f9a9ed06c5379a050c5b92f90c66dd4eaecddf9,91da6d0e337e07da4fbcc5156adc7435f6a7791901efabf09b98d595ac1fcf99,cd6950e23ea5ae10911b1cb092746f06d75ea740cf948f60a692f7aa1c549aac,d9f9fb6785b95f852a758942e2f246d7249307c59c2795dac6db1c77965a5103,ceacf34a27fc4df4183d9e76607310c24f3e0a0da1b8fae611e035b01db0d3b1
"611","1","90","770115301","770115301"
"711","1","90","770115302","770115301"
"811","1","90","770115303","770115301"
"911","1","90","770115304","770115301"
"1011","1","85","770115305","770115301"
"611","1","90","770115401","770115401"
"711","1","90","770115402","770115401"
"811","1","90","770115403","770115401"
"911","1","90","770115404","770115401"
"1011","1","85","770115405","770115401"
"611","1","90","770115501","770115501"
"711","1","90","770115502","770115501"
"811","1","90","770115503","770115501"
"911","1","90","770115504","770115501"
"1011","1","85","770115505","770115501"
"611","1","90","770115601","770115601"
"711","1","90","770115602","770115601"
"811","1","90","770115603","770115601"
"911","1","90","770115604","770115601"
"1011","1","85","770115605","770115601"
"611","1","90","770115701","770115701"
"711","1","90","770115702","770115701"
"811","1","90","770115703","770115701"
"911","1","90","770115704","770115701"
"1011","1","85","770115705","770115701"
"611","1","90","770115801","770115801"
"711","1","90","770115802","770115801"
"811","1","90","770115803","770115801"
"911","1","90","770115804","770115801"
"1011","1","85","770115805","770115801"
"611","1","90","770115901","770115901"
"711","1","90","770115902","770115901"
"811","1","90","770115903","770115901"
"911","1","90","770115904","770115901"
"1011","1","85","770115905","770115901"
"611","1","90","770116001","770116001"
"711","1","90","770116002","770116001"
"811","1","90","770116003","770116001"
"911","1","90","770116004","770116001"
"1011","1","85","770116005","770116001"
"611","1","90","770116101","770116101"
"711","1","90","770116102","770116101"
"811","1","90","770116103","770116101"
"911","1","90","770116104","770116101"
"1011","1","85","770116105","770116101"
"611","1","90","770116201","770116201"
"711","1","90","770116202","770116201"
"811","1","90","770116203","770116201"
"911","1","90","770116204","770116201"
"1011","1","85","770116205","770116201"
"611","1","90","770116301","770116301"
"711","1","90","770116302","770116301"
"811","1","90","770116303","770116301"
"911","1","90","770116304","770116301"
"1011","1","85","770116305","770116301"
"611","1","90","770116401","770116401"
"711","1","90","770116402","770116401"
"811","1","90","770116403","770116401"
"911","1","90","770116404","770116401"
"1011","1","85","770116405","770116401"
"611","1","90","770116501","770116501"
"711","1","90","770116502","770116501"
"811","1","90","770116503","770116501"
"911","1","90","770116504","770116501"
"1011","1","85","770116505","770116501"
"611","1","90","770116601","770116601"
"711","1","90","770116602","770116601"
"811","1","90","770116603","770116601"
"911","1","90","770116604","770116601"
"1011","1","85","770116605","770116601"
"611","1","90","770116701","770116701"
"711","1","90","770116702","770116701"
"811","1","90","770116703","770116701"
"911","1","90","770116704","770116701"
"1011","1","85","770116705","770116701"
"611","1","90","770116801","770116801"
"711","1","90","770116802","770116801"
"811","1","90","770116803","770116801"
"911","1","90","770116804","770116801"
"1011","1","85","770116805","770116801"
"611","1","90","770116901","770116901"
"711","1","90","770116902","770116901"
"811","1","90","770116903","770116901"
"911","1","90","770116904","770116901"
"1011","1","85","770116905","770116901"
"611","1","90","770117001","770117001"
"711","1","90","770117002","770117001"
"811","1","90","770117003","770117001"
"911","1","90","770117004","770117001"
"1011","1","85","770117005","770117001"
"611","1","90","770117101","770117101"
"711","1","90","770117102","770117101"
"811","1","90","770117103","770117101"
"911","1","90","770117104","770117101"
"1011","1","85","770117105","770117101"
"611","1","90","770117201","770117201"
"711","1","90","770117202","770117201"
"811","1","90","770117203","770117201"
"911","1","90","770117204","770117201"
"1011","1","85","770117205","770117201"
"112","2","90","770120101","770120101"
"112","2","90","770120201","770120201"
"112","2","90","770120301","770120301"
"112","2","90","770120401","770120401"
"112","2","90","770120501","770120501"
"112","2","90","770120601","770120601"
"112","2","90","770120701","770120701"
"112","2","90","770120801","770120801"
"112","2","90","770120901","770120901"
"112","2","90","770121001","770121001"
"112","2","90","770121101","770121101"
"112","2","90","770121201","770121201"
"612","2","90","770121301","770121301"
"712","2","90","770121302","770121301"
"812","2","90","770121303","770121301"
"912","2","90","770121304","770121301"
"1012","2","85","770121305","770121301"
"612","2","90","770121401","770121401"
"712","2","90","770121402","770121401"
"812","2","90","770121403","770121401"
"912","2","90","770121404","770121401"
"1012","2","85","770121405","770121401"
"612","2","90","770121501","770121501"
"712","2","90","770121502","770121501"
"812","2","90","770121503","770121501"
"912","2","90","770121504","770121501"
"1012","2","85","770121505","770121501"
"612","2","90","770121601","770121601"
"712","2","90","770121602","770121601"
"812","2","90","770121603","770121601"
"912","2","90","770121604","770121601"
"1012","2","85","770121605","770121601"
"612","2","90","770121701","770121701"
"712","2","90","770121702","770121701"
"812","2","90","770121703","770121701"
"912","2","90","770121704","770121701"
"1012","2","85","770121705","770121701"
"612","2","90","770121801","770121801"
"712","2","90","770121802","770121801"
"812","2","90","770121803","770121801"
"912","2","90","770121804","770121801"
"1012","2","85","770121805","770121801"
"612","2","90","770121901","770121901"
"712","2","90","770121902","770121901"
"812","2","90","770121903","770121901"
"912","2","90","770121904","770121901"
"1012","2","85","770121905","770121901"
"612","2","90","770122001","770122001"
"712","2","90","770122002","770122001"
"812","2","90","770122003","770122001"
"912","2","90","770122004","770122001"
"1012","2","85","770122005","770122001"
"612","2","90","770122101","770122101"
"712","2","90","770122102","770122101"
"812","2","90","770122103","770122101"
"912","2","90","770122104","770122101"
"1012","2","85","770122105","770122101"
"612","2","90","770122201","770122201"
"712","2","90","770122202","770122201"
"812","2","90","770122203","770122201"
"912","2","90","770122204","770122201"
"1012","2","85","770122205","770122201"
"612","2","90","770122301","770122301"
"712","2","90","770122302","770122301"
"812","2","90","770122303","770122301"
"912","2","90","770122304","770122301"
"1012","2","85","770122305","770122301"
"612","2","90","770122401","770122401"
"712","2","90","770122402","770122401"
"812","2","90","770122403","770122401"
"912","2","90","770122404","770122401"
"1012","2","85","770122405","770122401"
"121","1","90","770210101","770210101"
"121","1","90","770210201","770210201"
"121","1","90","770210301","770210301"
"121","1","90","770210401","770210401"
"121","1","90","770210501","770210501"
"121","1","90","770210601","770210601"
"121","1","90","770210701","770210701"
"121","1","90","770210801","770210801"
"121","1","90","770210901","770210901"
"121","1","90","770211001","770211001"
"121","1","90","770211101","770211101"
"121","1","90","770211201","770211201"
"121","1","90","770211301","770211301"
"121","1","90","770211401","770211401"
"121","1","90","770211501","770211501"
"121","1","90","770211601","770211601"
"121","1","90","770211701","770211701"
"121","1","90","770211801","770211801"
"121","1","90","770211901","770211901"
"121","1","90","770212001","770212001"
"121","1","90","770212101","770212101"
"121","1","90","770212201","770212201"
"121","1","90","770212301","770212301"
"121","1","90","770212401","770212401"
"121","1","90","770212501","770212501"
"121","1","90","770212601","770212601"
"121","1","90","770212701","770212701"
"121","1","90","770212801","770212801"
"121","1","90","770212901","770212901"
"121","1","90","770213001","770213001"
"121","1","90","770213101","770213101"
"121","1","90","770213201","770213201"
"121","1","90","770213301","770213301"
"121","1","90","770213401","770213401"
"121","1","90","770213501","770213501"
"121","1","90","770213601","770213601"
"621","1","90","770213701","770213701"
"721","1","90","770213702","770213701"
"821","1","90","770213703","770213701"
"921","1","90","770213704","770213701"
"1021","1","85","770213705","770213701"
"621","1","90","770213801","770213801"
"721","1","90","770213802","770213801"
"821","1","90","770213803","770213801"
"921","1","90","770213804","770213801"
"1021","1","85","770213805","770213801"
"621","1","90","770213901","770213901"
"721","1","90","770213902","770213901"
"821","1","90","770213903","770213901"
"921","1","90","770213904","770213901"
"1021","1","85","770213905","770213901"
"621","1","90","770214001","770214001"
"721","1","90","770214002","770214001"
"821","1","90","770214003","770214001"
"921","1","90","770214004","770214001"
"1021","1","85","770214005","770214001"
"621","1","90","770214101","770214101"
"721","1","90","770214102","770214101"
"821","1","90","770214103","770214101"
"921","1","90","770214104","770214101"
"1021","1","85","770214105","770214101"
"621","1","90","770214201","770214201"
"721","1","90","770214202","770214201"
"821","1","90","770214203","770214201"
"921","1","90","770214204","770214201"
"1021","1","85","770214205","770214201"
"621","1","90","770214301","770214301"
"721","1","90","770214302","770214301"
"821","1","90","770214303","770214301"
"921","1","90","770214304","770214301"
"1021","1","85","770214305","770214301"
"621","1","90","770214401","770214401"
"721","1","90","770214402","770214401"
"821","1","90","770214403","770214401"
"921","1","90","770214404","770214401"
"1021","1","85","770214405","770214401"
"621","1","90","770214501","770214501"
"721","1","90","770214502","770214501"
"821","1","90","770214503","770214501"
"921","1","90","770214504","770214501"
"1021","1","85","770214505","770214501"
"621","1","90","770214601","770214601"
"721","1","90","770214602","770214601"
"821","1","90","770214603","770214601"
"921","1","90","770214604","770214601"
"1021","1","85","770214605","770214601"
"621","1","90","770214701","770214701"
"721","1","90","770214702","770214701"
"821","1","90","770214703","770214701"
"921","1","90","770214704","770214701"
"1021","1","85","770214705","770214701"
"621","1","90","770214801","770214801"
"721","1","90","770214802","770214801"
"821","1","90","770214803","770214801"
"921","1","90","770214804","770214801"
"1021","1","85","770214805","770214801"
"621","1","90","770214901","770214901"
"721","1","90","770214902","770214901"
"821","1","90","770214903","770214901"
"921","1","90","770214904","770214901"
"1021","1","85","770214905","770214901"
"621","1","90","770215001","770215001"
"721","1","90","770215002","770215001"
"821","1","90","770215003","770215001"
"921","1","90","770215004","770215001"
"1021","1","85","770215005","770215001"
"621","1","90","770215101","770215101"
"721","1","90","770215102","770215101"
"821","1","90","770215103","770215101"
"921","1","90","770215104","770215101"
"1021","1","85","770215105","770215101"
"621","1","90","770215201","770215201"
"721","1","90","770215202","770215201"
"821","1","90","770215203","770215201"
"921","1","90","770215204","770215201"
"1021","1","85","770215205","770215201"
"621","1","90","770215301","770215301"
"721","1","90","770215302","770215301"
"821","1","90","770215303","770215301"
"921","1","90","770215304","770215301"
"1021","1","85","770215305","770215301"
"621","1","90","770215401","770215401"
"721","1","90","770215402","770215401"
"821","1","90","770215403","770215401"
"921","1","90","770215404","770215401"
"1021","1","85","770215405","770215401"
"621","1","90","770215501","770215501"
"721","1","90","770215502","770215501"
"821","1","90","770215503","770215501"
"921","1","90","770215504","770215501"
"1021","1","85","770215505","770215501"
"621","1","90","770215601","770215601"
"721","1","90","770215602","770215601"
"821","1","90","770215603","770215601"
"921","1","90","770215604","770215601"
"1021","1","85","770215605","770215601"
"621","1","90","770215701","770215701"
"721","1","90","770215702","770215701"
"821","1","90","770215703","770215701"
"921","1","90","770215704","770215701"
"1021","1","85","770215705","770215701"
"621","1","90","770215801","770215801"
"721","1","90","770215802","770215801"
"821","1","90","770215803","770215801"
"921","1","90","770215804","770215801"
"1021","1","85","770215805","770215801"
"621","1","90","770215901","770215901"
"721","1","90","770215902","770215901"
"821","1","90","770215903","770215901"
"921","1","90","770215904","770215901"
"1021","1","85","770215905","770215901"
"621","1","90","770216001","770216001"
"721","1","90","770216002","770216001"
"821","1","90","770216003","770216001"
"921","1","90","770216004","770216001"
"1021","1","85","770216005","770216001"
"621","1","90","770216101","770216101"
"721","1","90","770216102","770216101"
"821","1","90","770216103","770216101"
"921","1","90","770216104","770216101"
"1021","1","85","770216105","770216101"
"621","1","90","770216201","770216201"
"721","1","90","770216202","770216201"
"821","1","90","770216203","770216201"
"921","1","90","770216204","770216201"
"1021","1","85","770216205","770216201"
"621","1","90","770216301","770216301"
"721","1","90","770216302","770216301"
"821","1","90","770216303","770216301"
"921","1","90","770216304","770216301"
"1021","1","85","770216305","770216301"
"621","1","90","770216401","770216401"
"721","1","90","770216402","770216401"
"821","1","90","770216403","770216401"
"921","1","90","770216404","770216401"
"1021","1","85","770216405","770216401"
"621","1","90","770216501","770216501"
"721","1","90","770216502","770216501"
"821","1","90","770216503","770216501"
"921","1","90","770216504","770216501"
"1021","1","85","770216505","770216501"
"621","1","90","770216601","770216601"
"721","1","90","770216602","770216601"
"821","1","90","770216603","770216601"
"921","1","90","770216604","770216601"
"1021","1","85","770216605","770216601"
"621","1","90","770216701","770216701"
"721","1","90","770216702","770216701"
"821","1","90","770216703","770216701"
"921","1","90","770216704","770216701"
"1021","1","85","770216705","770216701"
"621","1","90","770216801","770216801"
"721","1","90","770216802","770216801"
"821","1","90","770216803","770216801"
"921","1","90","770216804","770216801"
"1021","1","85","770216805","770216801"
"621","1","90","770216901","770216901"
"721","1","90","770216902","770216901"
"821","1","90","770216903","770216901"
"921","1","90","770216904","770216901"
"1021","1","85","770216905","770216901"
"621","1","90","770217001","770217001"
"721","1","90","770217002","770217001"
"821","1","90","770217003","770217001"
"921","1","90","770217004","770217001"
"1021","1","85","770217005","770217001"
"621","1","90","770217101","770217101"
"721","1","90","770217102","770217101"
"821","1","90","770217103","770217101"
"921","1","90","770217104","770217101"
"1021","1","85","770217105","770217101"
"621","1","90","770217201","770217201"
"721","1","90","770217202","770217201"
"821","1","90","770217203","770217201"
"921","1","90","770217204","770217201"
"1021","1","85","770217205","770217201"
"122","2","90","770220101","770220101"
"122","2","90","770220201","770220201"
"122","2","90","770220301","770220301"
"122","2","90","770220401","770220401"
"122","2","90","770220501","770220501"
"122","2","90","770220601","770220601"
"122","2","90","770220701","770220701"
"122","2","90","770220801","770220801"
"122","2","90","770220901","770220901"
"122","2","90","770221001","770221001"
"122","2","90","770221101","770221101"
"122","2","90","770221201","770221201"
"622","2","90","770221301","770221301"
"722","2","90","770221302","770221301"
"822","2","90","770221303","770221301"
"922","2","90","770221304","770221301"
"1022","2","85","770221305","770221301"
"622","2","90","770221401","770221401"
"722","2","90","770221402","770221401"
"822","2","90","770221403","770221401"
"922","2","90","770221404","770221401"
"1022","2","85","770221405","770221401"
"622","2","90","770221501","770221501"
"722","2","90","770221502","770221501"
"822","2","90","770221503","770221501"
"922","2","90","770221504","770221501"
"1022","2","85","770221505","770221501"
"622","2","90","770221601","770221601"
"722","2","90","770221602","770221601"
"822","2","90","770221603","770221601"
"922","2","90","770221604","770221601"
"1022","2","85","770221605","770221601"
"622","2","90","770221701","770221701"
"722","2","90","770221702","770221701"
"822","2","90","770221703","770221701"
"922","2","90","770221704","770221701"
"1022","2","85","770221705","770221701"
"622","2","90","770221801","770221801"
"722","2","90","770221802","770221801"
"822","2","90","770221803","770221801"
"922","2","90","770221804","770221801"
"1022","2","85","770221805","770221801"
"622","2","90","770221901","770221901"
"722","2","90","770221902","770221901"
"822","2","90","770221903","770221901"
"922","2","90","770221904","770221901"
"1022","2","85","770221905","770221901"
"622","2","90","770222001","770222001"
"722","2","90","770222002","770222001"
"822","2","90","770222003","770222001"
"922","2","90","770222004","770222001"
"1022","2","85","770222005","770222001"
"622","2","90","770222101","770222101"
"722","2","90","770222102","770222101"
"822","2","90","770222103","770222101"
"922","2","90","770222104","770222101"
"1022","2","85","770222105","770222101"
"622","2","90","770222201","770222201"
"722","2","90","770222202","770222201"
"822","2","90","770222203","770222201"
"922","2","90","770222204","770222201"
"1022","2","85","770222205","770222201"
"622","2","90","770222301","770222301"
"722","2","90","770222302","770222301"
"822","2","90","770222303","770222301"
"922","2","90","770222304","770222301"
"1022","2","85","770222305","770222301"
"622","2","90","770222401","770222401"
"722","2","90","770222402","770222401"
"822","2","90","770222403","770222401"
"922","2","90","770222404","770222401"
"1022","2","85","770222405","770222401"
"131","1","90","770310101","770310101"
"131","1","90","770310201","770310201"
"131","1","90","770310301","770310301"
"131","1","90","770310401","770310401"
"131","1","90","770310501","770310501"
"131","1","90","770310601","770310601"
"131","1","90","770310701","770310701"
"131","1","90","770310801","770310801"
"131","1","90","770310901","770310901"
"131","1","90","770311001","770311001"
"131","1","90","770311101","770311101"
"131","1","90","770311201","770311201"
"131","1","90","770311301","770311301"
"131","1","90","770311401","770311401"
"131","1","90","770311501","770311501"
"131","1","90","770311601","770311601"
"131","1","90","770311701","770311701"
"131","1","90","770311801","770311801"
"131","1","90","770311901","770311901"
"131","1","90","770312001","770312001"
"131","1","90","770312101","770312101"
"131","1","90","770312201","770312201"
"131","1","90","770312301","770312301"
"131","1","90","770312401","770312401"
"131","1","90","770312501","770312501"
"131","1","90","770312601","770312601"
"131","1","90","770312701","770312701"
"131","1","90","770312801","770312801"
"131","1","90","770312901","770312901"
"131","1","90","770313001","770313001"
"131","1","90","770313101","770313101"
"131","1","90","770313201","770313201"
"131","1","90","770313301","770313301"
"131","1","90","770313401","770313401"
"131","1","90","770313501","770313501"
"131","1","90","770313601","770313601"
"631","1","90","770313701","770313701"
"731","1","90","770313702","770313701"
"831","1","90","770313703","770313701"
"931","1","90","770313704","770313701"
"1031","1","85","770313705","770313701"
"631","1","90","770313801","770313801"
"731","1","90","770313802","770313801"
"831","1","90","770313803","770313801"
"931","1","90","770313804","770313801"
"1031","1","85","770313805","770313801"
"631","1","90","770313901","770313901"
"731","1","90","770313902","770313901"
"831","1","90","770313903","770313901"
"931","1","90","770313904","770313901"
"1031","1","85","770313905","770313901"
"631","1","90","770314001","770314001"
"731","1","90","770314002","770314001"
"831","1","90","770314003","770314001"
"931","1","90","770314004","770314001"
"1031","1","85","770314005","770314001"
"631","1","90","770314101","770314101"
"731","1","90","770314102","770314101"
"831","1","90","770314103","770314101"
"931","1","90","770314104","770314101"
"1031","1","85","770314105","770314101"
"631","1","90","770314201","770314201"
"731","1","90","770314202","770314201"
"831","1","90","770314203","770314201"
"931","1","90","770314204","770314201"
"1031","1","85","770314205","770314201"
"631","1","90","770314301","770314301"
"731","1","90","770314302","770314301"
"831","1","90","770314303","770314301"
"931","1","90","770314304","770314301"
"1031","1","85","770314305","770314301"
"631","1","90","770314401","770314401"
"731","1","90","770314402","770314401"
"831","1","90","770314403","770314401"
"931","1","90","770314404","770314401"
"1031","1","85","770314405","770314401"
"631","1","90","770314501","770314501"
"731","1","90","770314502","770314501"
"831","1","90","770314503","770314501"
"931","1","90","770314504","770314501"
"1031","1","85","770314505","770314501"
"631","1","90","770314601","770314601"
"731","1","90","770314602","770314601"
"831","1","90","770314603","770314601"
"931","1","90","770314604","770314601"
"1031","1","85","770314605","770314601"
"631","1","90","770314701","770314701"
"731","1","90","770314702","770314701"
"831","1","90","770314703","770314701"
"931","1","90","770314704","770314701"
"1031","1","85","770314705","770314701"
"631","1","90","770314801","770314801"
"731","1","90","770314802","770314801"
"831","1","90","770314803","770314801"
"931","1","90","770314804","770314801"
"1031","1","85","770314805","770314801"
"631","1","90","770314901","770314901"
"731","1","90","770314902","770314901"
"831","1","90","770314903","770314901"
"931","1","90","770314904","770314901"
"1031","1","85","770314905","770314901"
"631","1","90","770315001","770315001"
"731","1","90","770315002","770315001"
"831","1","90","770315003","770315001"
"931","1","90","770315004","770315001"
"1031","1","85","770315005","770315001"
"631","1","90","770315101","770315101"
"731","1","90","770315102","770315101"
"831","1","90","770315103","770315101"
"931","1","90","770315104","770315101"
"1031","1","85","770315105","770315101"
"631","1","90","770315201","770315201"
"731","1","90","770315202","770315201"
"831","1","90","770315203","770315201"
"931","1","90","770315204","770315201"
"1031","1","85","770315205","770315201"
"631","1","90","770315301","770315301"
"731","1","90","770315302","770315301"
"831","1","90","770315303","770315301"
"931","1","90","770315304","770315301"
"1031","1","85","770315305","770315301"
"631","1","90","770315401","770315401"
"731","1","90","770315402","770315401"
"831","1","90","770315403","770315401"
"931","1","90","770315404","770315401"
"1031","1","85","770315405","770315401"
"631","1","90","770315501","770315501"
"731","1","90","770315502","770315501"
"831","1","90","770315503","770315501"
"931","1","90","770315504","770315501"
"1031","1","85","770315505","770315501"
"631","1","90","770315601","770315601"
"731","1","90","770315602","770315601"
"831","1","90","770315603","770315601"
"931","1","90","770315604","770315601"
"1031","1","85","770315605","770315601"
"631","1","90","770315701","770315701"
"731","1","90","770315702","770315701"
"831","1","90","770315703","770315701"
"931","1","90","770315704","770315701"
"1031","1","85","770315705","770315701"
"631","1","90","770315801","770315801"
"731","1","90","770315802","770315801"
"831","1","90","770315803","770315801"
"931","1","90","770315804","770315801"
"1031","1","85","770315805","770315801"
"631","1","90","770315901","770315901"
"731","1","90","770315902","770315901"
"831","1","90","770315903","770315901"
"931","1","90","770315904","770315901"
"1031","1","85","770315905","770315901"
"631","1","90","770316001","770316001"
"731","1","90","770316002","770316001"
"831","1","90","770316003","770316001"
"931","1","90","770316004","770316001"
"1031","1","85","770316005","770316001"
"631","1","90","770316101","770316101"
"731","1","90","770316102","770316101"
"831","1","90","770316103","770316101"
"931","1","90","770316104","770316101"
"1031","1","85","770316105","770316101"
"631","1","90","770316201","770316201"
"731","1","90","770316202","770316201"
"831","1","90","770316203","770316201"
"931","1","90","770316204","770316201"
"1031","1","85","770316205","770316201"
"631","1","90","770316301","770316301"
"731","1","90","770316302","770316301"
"831","1","90","770316303","770316301"
"931","1","90","770316304","770316301"
"1031","1","85","770316305","770316301"
"631","1","90","770316401","770316401"
"731","1","90","770316402","770316401"
"831","1","90","770316403","770316401"
"931","1","90","770316404","770316401"
"1031","1","85","770316405","770316401"
"631","1","90","770316501","770316501"
"731","1","90","770316502","770316501"
"831","1","90","770316503","770316501"
"931","1","90","770316504","770316501"
"1031","1","85","770316505","770316501"
"631","1","90","770316601","770316601"
"731","1","90","770316602","770316601"
"831","1","90","770316603","770316601"
"931","1","90","770316604","770316601"
"1031","1","85","770316605","770316601"
"631","1","90","770316701","770316701"
"731","1","90","770316702","770316701"
"831","1","90","770316703","770316701"
"931","1","90","770316704","770316701"
"1031","1","85","770316705","770316701"
"631","1","90","770316801","770316801"
"731","1","90","770316802","770316801"
"831","1","90","770316803","770316801"
"931","1","90","770316804","770316801"
"1031","1","85","770316805","770316801"
"631","1","90","770316901","770316901"
"731","1","90","770316902","770316901"
"831","1","90","770316903","770316901"
"931","1","90","770316904","770316901"
"1031","1","85","770316905","770316901"
"631","1","90","770317001","770317001"
"731","1","90","770317002","770317001"
"831","1","90","770317003","770317001"
"931","1","90","770317004","770317001"
"1031","1","85","770317005","770317001"
"631","1","90","770317101","770317101"
"731","1","90","770317102","770317101"
"831","1","90","770317103","770317101"
"931","1","90","770317104","770317101"
"1031","1","85","770317105","770317101"
"631","1","90","770317201","770317201"
"731","1","90","770317202","770317201"
"831","1","90","770317203","770317201"
"931","1","90","770317204","770317201"
"1031","1","85","770317205","770317201"
"132","2","90","770320101","770320101"
"132","2","90","770320201","770320201"
"132","2","90","770320301","770320301"
"132","2","90","770320401","770320401"
"132","2","90","770320501","770320501"
"132","2","90","770320601","770320601"
"132","2","90","770320701","770320701"
"132","2","90","770320801","770320801"
"132","2","90","770320901","770320901"
"132","2","90","770321001","770321001"
"132","2","90","770321101","770321101"
"132","2","90","770321201","770321201"
"632","2","90","770321301","770321301"
"732","2","90","770321302","770321301"
"832","2","90","770321303","770321301"
"932","2","90","770321304","770321301"
"1032","2","85","770321305","770321301"
"632","2","90","770321401","770321401"
"732","2","90","770321402","770321401"
"832","2","90","770321403","770321401"
"932","2","90","770321404","770321401"
"1032","2","85","770321405","770321401"
"632","2","90","770321501","770321501"
"732","2","90","770321502","770321501"
"832","2","90","770321503","770321501"
"932","2","90","770321504","770321501"
"1032","2","85","770321505","770321501"
"632","2","90","770321601","770321601"
"732","2","90","770321602","770321601"
"832","2","90","770321603","770321601"
"932","2","90","770321604","770321601"
"1032","2","85","770321605","770321601"
"632","2","90","770321701","770321701"
"732","2","90","770321702","770321701"
"832","2","90","770321703","770321701"
"932","2","90","770321704","770321701"
"1032","2","85","770321705","770321701"
"632","2","90","770321801","770321801"
"732","2","90","770321802","770321801"
"832","2","90","770321803","770321801"
"932","2","90","770321804","770321801"
"1032","2","85","770321805","770321801"
"632","2","90","770321901","770321901"
"732","2","90","770321902","770321901"
"832","2","90","770321903","770321901"
"932","2","90","770321904","770321901"
"1032","2","85","770321905","770321901"
