db418c4fe4a0bcff9efef876ea6f0f22cffcb202bc7603a8ca039ab4644078eb,8a6bb46eec48f625492b5fc2f87d59f096160ad7b7a5a099523a1a0fe756ab50,baf0345f58561e8aab97cb7fd648ba9da0d14ac6f9c6fb8af312240742fdddd7,647be21a0cd678df005dffeadcd8d1d12f8fc5e3c87bf179b5e2e66acade577b,61b6252519fc6dae35f52463e969e37aa47ebf438a7664a6a45beeffa24a5b75,3192056dcce963a5a434d27d87813af28023553bb0d85061ffc2dcfc8a90f0f8,a2403a9d99a8dbc0ea814e2690e310f491452247ddf5a2df8a9e0cf1abebe756,9676dae4940886133d064d3585302a178e2566e41b7696707f268ea38416f751,77bc5899e747bfdbb067b0799bb912d60018fb8ad61dce613f780d356e5fb3ee,97526383bed9b96370818c28aa72a0fcb1bb51307609158e44ba4d3c5c07e7e8,9dba076e8fb1011de96010c7686b10852753d2b1b10caa12afd8c19ed630f20f
"","","se_travel_finish_cave_rare","se_travel","1012","","","23","1010120001","0",""
"","0.1","-500","1000001","1012","","0","2","1010120002","-200",""
"","0.1","-350","1000002","1012","","0","2","1010120003","-150",""
"","0.1","-500","1","1012","","0","2","1010120004","-200",""
"","0.1","-350","2","1012","","0","2","1010120005","-150",""
"0.2","travel_exdrama_r_101_walk","travel_exdrama_r_101_joy","1000001","1012","","1","3","1010120006","0","0.2"
"0.2","travel_exdrama_r_101_walk","travel_exdrama_r_101_joy","1000002","1012","","1","3","1010120007","0","0.2"
"0.2","travel_exdrama_r_101_walk","travel_exdrama_r_101_joy","1","1012","","1","3","1010120008","0","0.2"
"0.2","travel_exdrama_r_101_walk","travel_exdrama_r_101_joy","2","1012","","1","3","1010120009","0","0.2"
"","","0","10101","1012","","","32","1010120010","0",""
"","","1","10102","1012","","","32","1010120011","0",""
"","","0","1.66","1012","","","93","1010120012","",""
"","","1","10101","1012","","","32","1010120013","0",""
"","","0","10102","1012","","","32","1010120014","0",""
"","0.2","-470","1000001","1012","","0","2","1010120015","-200",""
"","0.2","-320","1000002","1012","","0","2","1010120016","-150",""
"","0.2","-470","1","1012","","0","2","1010120017","-200",""
"","0.2","-320","2","1012","","0","2","1010120018","-150",""
"","","se_travel_finish_cave_event","se_travel","1013","","","23","1010130001","0",""
"0","travel_exdrama_r_101_walk","travel_exdrama_r_101_panic_A","1000001","1013","","1","3","1010130002","0","0.2"
"0","travel_exdrama_r_101_walk","travel_exdrama_r_101_panic_B","1000002","1013","","1","3","1010130003","0","0.2"
"0","travel_exdrama_r_101_walk","travel_exdrama_r_101_panic_A","1","1013","","1","3","1010130004","0","0.2"
"0","travel_exdrama_r_101_walk","travel_exdrama_r_101_panic_B","2","1013","","1","3","1010130005","0","0.2"
"","","1","10002","1013","","","32","1010130006","",""
"","","1","10103","1013","","","32","1010130007","",""
"","","0","3","1013","","","93","1010130008","",""
"","","0","10002","1013","","","32","1010130009","",""
"","","0","10103","1013","","","32","1010130010","",""
"0","0.1","-500","1000001","1014","","0","2","1010140001","-200","0"
"0","0.1","-350","1000002","1014","","0","2","1010140002","-150","0"
"0","0.1","-500","1","1014","","0","2","1010140003","-200","0"
"0","0.1","-350","2","1014","","0","2","1010140004","-150","0"
"0","","travel_exdrama_r_finish_B_hand","1000001","1014","","0","3","1010140005","0","0"
"0","","travel_exdrama_r_finish_B_hand","1000002","1014","","0","3","1010140006","0","0"
"0","","travel_exdrama_r_101_finish","1","1014","","0","3","1010140007","0","0"
"0","","travel_exdrama_r_101_finish","2","1014","","0","3","1010140008","0","0"
"","","0","10101","1014","","","32","1010140009","0",""
"","","1","10104","1014","","","32","1010140010","0",""
"","5","10200","10200","1021","","1","31","1010210001","-350","1"
"","5","10201","10201","1021","","1","31","1010210002","-350","0"
"","5","10202","10202","1021","","1","31","1010210003","-350","0"
"","86","10203","10203","1021","","1","31","1010210004","-490","0"
"","105","10204","10204","1021","","1","31","1010210005","-200","0"
"","50","10001","10001","1021","","1","31","1010210006","-525","0"
"0","-490","1000001","1","1021","travel_exdrama_r_102_book","-180","1","1010210007","1","1.46"
"0","-200","1000002","1","1021","travel_exdrama_r_102_loupe","-180","1","1010210008","2","1.46"
"0","-490","1","1","1021","travel_exdrama_r_102_book","-180","5","1010210009","11","1.46"
"0","-200","2","1","1021","travel_exdrama_r_102_loupe","-180","5","1010210010","12","1.46"
"0","-339","5","5","1021","reliclight_none","-136","5","1010210011","13","2"
"","","se_travel_finish_ruins_rare","se_travel","1022","","","23","1010220001","0",""
"0.2","travel_exdrama_r_102_book","travel_exdrama_r_102_bookFind_A","1000001","1022","","1","3","1010220002","0","0.2"
"0.2","travel_exdrama_r_102_loupe","travel_exdrama_r_102_loupeFind_A","1000002","1022","","1","3","1010220003","0","0.2"
"0.2","travel_exdrama_r_102_book","travel_exdrama_r_102_bookFind_A","1","1022","","1","3","1010220004","0","0.2"
"0.2","travel_exdrama_r_102_loupe","travel_exdrama_r_102_loupeFind_A","2","1022","","1","3","1010220005","0","0.2"
"","","1","10202","1022","","","32","1010220006","",""
"","","1","10203","1022","","","32","1010220007","",""
"","","1","10204","1022","","","32","1010220008","",""
"","","0","1.66","1022","","","93","1010220009","",""
"","","0","10202","1022","","","32","1010220010","",""
"","","0","10203","1022","","","32","1010220011","",""
"","","0","10204","1022","","","32","1010220012","",""
"","","se_travel_finish_ruins_event","se_travel","1023","","","23","1010230001","0",""
"0","travel_exdrama_r_102_book","travel_exdrama_r_102_bookFind_B","1000001","1023","","1","3","1010230002","0","0.2"
"0","travel_exdrama_r_102_loupe","travel_exdrama_r_102_loupeFind_B","1000002","1023","","1","3","1010230003","0","0.2"
"0","travel_exdrama_r_102_book","travel_exdrama_r_102_bookFind_B","1","1023","","1","3","1010230004","0","0.2"
"0","travel_exdrama_r_102_loupe","travel_exdrama_r_102_loupeFind_B","2","1023","","1","3","1010230005","0","0.2"
"","","reliclight_on","5","1023","","","3","1010230006","0",""
"","","1","10201","1023","","","32","1010230007","",""
"","","1","10001","1023","","","32","1010230008","",""
"","","0","3","1023","","","93","1010230009","",""
"","","0","10201","1023","","","32","1010230010","",""
"","","0","10001","1023","","","32","1010230011","",""
"","","reliclight_none","5","1023","","","3","1010230012","0",""
"0","","1","1000002","1024","","0","4","1010240001","0","0"
"0","","1","2","1024","","0","4","1010240002","0","0"
"0","","travel_exdrama_r_finish_A","1000001","1024","","0","3","1010240003","0","0"
"0","","travel_exdrama_r_finish_A_front","1000002","1024","","0","3","1010240004","0","0"
"0","","travel_exdrama_r_102_book_finish","1","1024","","0","3","1010240005","0","0"
"0","","travel_exdrama_r_102_loupe_finish","2","1024","","0","3","1010240006","0","0"
"","","reliclight_none","5","1024","","","3","1010240007","0",""
"","5","10300","10300","1031","","1","31","1010310001","-350","1"
"","5","10301","10301","1031","","1","31","1010310002","-350","0"
"","5","10302","10302","1031","","1","31","1010310003","-350","0"
"","50","10002","10002","1031","","1","31","1010310004","-525","0"
"0","-510","1000001","1","1031","travel_exdrama_r_103_dig_A","-200","1","1010310005","5","1.46"
"0","-400","1000002","1","1031","travel_exdrama_r_103_dig_B","-175","1","1010310006","3","1.46"
"0","-190","1000003","1","1031","travel_exdrama_r_103_map","-140","1","1010310007","1","1.46"
"0","-510","1","1","1031","travel_exdrama_r_103_dig_A","-200","5","1010310008","6","1.46"
"0","-400","2","1","1031","travel_exdrama_r_103_dig_B","-175","5","1010310009","4","1.46"
"0","-190","3","1","1031","travel_exdrama_r_103_map","-140","5","1010310010","2","1.46"
"","","se_travel_finish_dig_rare","se_travel","1032","","","23","1010320001","0",""
"0.2","travel_exdrama_r_103_dig_A","travel_exdrama_r_103_surprise_A","1000001","1032","","1","3","1010320002","0","0.2"
"0.2","travel_exdrama_r_103_dig_B","travel_exdrama_r_103_surprise_A","1000002","1032","","1","3","1010320003","0","0.2"
"0.2","travel_exdrama_r_103_map","travel_exdrama_r_103_mapSurprise_A","1000003","1032","","1","3","1010320004","0","0.2"
"0.2","travel_exdrama_r_103_dig_A","travel_exdrama_r_103_surprise_A","1","1032","","1","3","1010320005","0","0.2"
"0.2","travel_exdrama_r_103_dig_B","travel_exdrama_r_103_surprise_A","2","1032","","1","3","1010320006","0","0.2"
"0.2","travel_exdrama_r_103_map","travel_exdrama_r_103_mapSurprise_A","3","1032","","1","3","1010320007","0","0.2"
"","","1","10302","1032","","","32","1010320008","",""
"","","0","1.25","1032","","","93","1010320009","",""
"","","0","10302","1032","","","32","1010320010","",""
"","","se_travel_finish_dig_event","se_travel","1033","","","23","1010330001","0",""
"0","travel_exdrama_r_103_dig_A","travel_exdrama_r_103_surprise_B","1000001","1033","","1","3","1010330002","0","0.2"
"0","travel_exdrama_r_103_dig_B","travel_exdrama_r_103_surprise_B","1000002","1033","","1","3","1010330003","0","0.2"
"0","travel_exdrama_r_103_map","travel_exdrama_r_103_mapSurprise_B","1000003","1033","","1","3","1010330004","0","0.2"
"0","travel_exdrama_r_103_dig_A","travel_exdrama_r_103_surprise_B","1","1033","","1","3","1010330005","0","0.2"
"0","travel_exdrama_r_103_dig_B","travel_exdrama_r_103_surprise_B","2","1033","","1","3","1010330006","0","0.2"
"0","travel_exdrama_r_103_map","travel_exdrama_r_103_mapSurprise_B","3","1033","","1","3","1010330007","0","0.2"
"","","1","10301","1033","","","32","1010330008","",""
"","","1","10002","1033","","","32","1010330009","",""
"","","0","3","1033","","","93","1010330010","",""
"","","0","10301","1033","","","32","1010330011","",""
"","","0","10002","1033","","","32","1010330012","",""
"","","1","1000003","1034","","","4","1010340001","",""
"","","1","3","1034","","","4","1010340002","",""
"0","","travel_exdrama_r_finish_B","1000001","1034","","0","3","1010340003","0","0"
"0","","travel_exdrama_r_finish_B","1000002","1034","","0","3","1010340004","0","0"
"0","","travel_exdrama_r_finish_A_front","1000003","1034","","0","3","1010340005","0","0"
"0","","travel_exdrama_r_103_shovel","1","1034","","0","3","1010340006","0","0"
"0","","travel_exdrama_r_103_shovel","2","1034","","0","3","1010340007","0","0"
"0","","travel_exdrama_r_103_map_finish","3","1034","","0","3","1010340008","0","0"
"","5","10400","10400","1041","","1","31","1010410001","-350","1"
"","5","10401","10401","1041","","1","31","1010410002","-350","1"
"","5","10402","10402","1041","","1","31","1010410003","-350","0"
"","5","10403","10403","1041","","1","31","1010410004","-350","0"
"","50","10001","10001","1041","","1","31","1010410005","-525","0"
"0","-450","1000001","1","1041","travel_exdrama_r_104_fishingIdle","-150","1","1010410006","12","1.46"
"0","-200","1000002","1","1041","travel_exdrama_r_104_idle_B","-125","1","1010410007","10","1.46"
"0","-450","1","2","1041","travel_exdrama_r_104_fishingIdle","-150","5","1010410008","11","1.46"
"0","-350","10","4","1041","none","-150","5","1010410009","20","1"
"","","se_travel_finish_bridge_rare","se_travel","1042","","","23","1010420001","0",""
"0.2","travel_exdrama_r_104_fishingIdle","travel_exdrama_r_104_fishingCatch","1000001","1042","","1","3","1010420002","0","0.2"
"0.2","travel_exdrama_r_104_idle_B","travel_exdrama_r_104_glad_B","1000002","1042","","1","3","1010420003","0","0.2"
"0.2","travel_exdrama_r_104_fishingIdle","travel_exdrama_r_104_fishingCatch","1","1042","","1","3","1010420004","0","0.2"
"0","none","fish","10","1042","","1","3","1010420005","0","0"
"","","1","10402","1042","","","32","1010420006","",""
"","","0","1.25","1042","","","93","1010420007","",""
"","","0","10402","1042","","","32","1010420008","",""
"","","se_travel_finish_bridge_event","se_travel","1043","","","23","1010430001","0",""
"0","travel_exdrama_r_104_fishingIdle","travel_exdrama_r_104_fishingBig","1000001","1043","","1","3","1010430002","0","0"
"0","travel_exdrama_r_104_idle_B","travel_exdrama_r_104_surprise_B","1000002","1043","","1","3","1010430003","0","0"
"0","travel_exdrama_r_104_fishingIdle","travel_exdrama_r_104_fishingBig","1","1043","","1","3","1010430004","0","0"
"","","1","10403","1043","","","32","1010430005","",""
"","","1","10001","1043","","","32","1010430006","",""
"","","0","3","1043","","","93","1010430007","",""
"","","0","10403","1043","","","32","1010430008","",""
"","","0","10001","1043","","","32","1010430009","",""
"","","1","1000002","1044","","","4","1010440001","",""
"0","","travel_exdrama_r_104_fishing_finish","1000001","1044","","0","3","1010440002","0","0"
"0","","travel_exdrama_r_finish_A_front","1000002","1044","","0","3","1010440003","0","0"
"0","","travel_exdrama_r_104_fishing_finish","1","1044","","0","3","1010440004","0","0.2"
"","5","10500","10500","1051","","1","31","1010510001","-350","1"
"","-200","10501","10501","1051","","1","31","1010510002","-350","0"
"","50","10001","10001","1051","","1","31","1010510003","-525","0"
"0","-470","1000001","1","1051","travel_exdrama_r_105_netSearch","-200","1","1010510004","1","1.46"
"0","-200","1000002","1","1051","travel_exdrama_r_105_binoculars","-220","1","1010510005","2","1.46"
"0","-470","1","1","1051","travel_exdrama_r_105_netSearch","-200","5","1010510006","5","1.46"
"0","-200","2","1","1051","travel_exdrama_r_105_binoculars","-220","5","1010510007","3","1.46"
"0","-350","10","3","1051","idle","-230","5","1010510008","4","1.46"
"0.1","travel_exdrama_r_105_netSearch","travel_exdrama_r_105_netFind_A","1000001","1052","","1","3","1010520001","0","0.2"
"0.2","travel_exdrama_r_105_binoculars","travel_exdrama_r_105_binocularsFind_A","1000002","1052","","1","3","1010520002","0","0.2"
"0.1","travel_exdrama_r_105_netSearch","travel_exdrama_r_105_netFind_A","1","1052","","1","3","1010520003","0","0.2"
"0.2","travel_exdrama_r_105_binoculars","travel_exdrama_r_105_binocularsFind_A","2","1052","","1","3","1010520004","0","0.2"
"0.2","idle","beetle","10","1052","","1","3","1010520005","0","0.2"
"","","1","10501","1052","","","32","1010520006","",""
"","","0","1.2","1052","","","93","1010520007","",""
"","","0","10501","1052","","","32","1010520008","",""
"","","se_travel_finish_insects_event","se_travel","1053","","","23","1010530001","0",""
"0","travel_exdrama_r_105_netSearch","travel_exdrama_r_105_netFind_B","1000001","1053","","1","3","1010530002","0","0.2"
"0","travel_exdrama_r_105_binoculars","travel_exdrama_r_105_binocularsFind_B","1000002","1053","","1","3","1010530003","0","0.2"
"0","travel_exdrama_r_105_netSearch","travel_exdrama_r_105_netFind_B","1","1053","","1","3","1010530004","0","0.2"
"0","travel_exdrama_r_105_binoculars","travel_exdrama_r_105_binocularsFind_B","2","1053","","1","3","1010530005","0","0.2"
"0","idle","butterfly","10","1053","","1","3","1010530006","0","0.2"
"","","1","10501","1053","","","32","1010530007","",""
"","","1","10001","1053","","","32","1010530008","",""
"","","0","2.6","1053","","","93","1010530009","",""
"","","0","10501","1053","","","32","1010530010","",""
"","","1","10501","1053","","","32","1010530011","",""
"","","0","0.4","1053","","","93","1010530012","",""
"","","0","10501","1053","","","32","1010530013","",""
"","","0","10001","1053","","","32","1010530014","",""
"","","1","1000002","1054","","","4","1010540001","",""
"","","1","2","1054","","","4","1010540002","",""
"0","","travel_exdrama_r_finish_B_hand","1000001","1054","","0","3","1010540003","0","0"
"0","","travel_exdrama_r_finish_B","1000002","1054","","0","3","1010540004","0","0"
"0","","travel_exdrama_r_105_net_finish","1","1054","","0","3","1010540005","0","0"
"0","","travel_exdrama_r_105_binoculars_finish","2","1054","","0","3","1010540006","0","0"
"0","","stop","10","1054","","0","3","1010540007","0","0"
"","5","10600","10600","1061","","1","31","1010610001","-350","1"
"","5","10601","10601","1061","","1","31","1010610002","-350","0"
"","5","10602","10602","1061","","1","31","1010610003","-350","0"
"","5","10603","10603","1061","","1","31","1010610004","-350","0"
"","5","10604","10604","1061","","1","31","1010610005","-350","1"
"","5","10605","10605","1061","","1","31","1010610006","-350","1"
"","50","10001","10001","1061","","1","31","1010610007","-525","0"
"0","-497","1000001","1","1061","travel_exdrama_r_106_idle_A","-224","1","1010610008","18","1.46"
"0","-208","1000002","1","1061","travel_exdrama_r_106_idle_B","-116","1","1010610009","2","1.46"
"0","-497","1","1","1061","travel_exdrama_r_106_idle_A","-224","5","1010610010","30","1.46"
"0","-208","2","1","1061","travel_exdrama_r_000_none","-116","5","1010610011","3","1.46"
"","","se_travel_finish_beach_rare","se_travel","1062","","","23","1010620001","0",""
"0.2","travel_exdrama_r_106_idle_A","travel_exdrama_r_106_rare_A","1000001","1062","","1","3","1010620002","0","0"
"0.2","travel_exdrama_r_106_idle_B","travel_exdrama_r_106_rare_B","1000002","1062","","1","3","1010620003","0","0"
"0.2","travel_exdrama_r_106_idle_A","travel_exdrama_r_106_rare_A","1","1062","","1","3","1010620004","0","0"
"0.2","travel_exdrama_r_000_none","travel_exdrama_r_106_rare_B","2","1062","","0","3","1010620005","0","0"
"","","1","10603","1062","","","32","1010620006","",""
"","","0","1.2","1062","","","93","1010620007","",""
"","","0","10603","1062","","","32","1010620008","",""
"","","se_travel_finish_beach_event","se_travel","1063","","","23","1010630001","0",""
"0","travel_exdrama_r_106_idle_A","travel_exdrama_r_106_memory_A","1000001","1063","","1","3","1010630002","0","0"
"0","travel_exdrama_r_106_idle_B","travel_exdrama_r_106_memory_B","1000002","1063","","1","3","1010630003","0","0"
"0","travel_exdrama_r_106_idle_A","travel_exdrama_r_106_memory_A","1","1063","","1","3","1010630004","0","0"
"","","1","10601","1063","","","32","1010630005","",""
"","","1","10602","1063","","","32","1010630006","",""
"","","1","10001","1063","","","32","1010630007","",""
"","","0","3","1063","","","93","1010630008","",""
"","","0","10601","1063","","","32","1010630009","",""
"","","0","10602","1063","","","32","1010630010","",""
"","","0","10001","1063","","","32","1010630011","",""
"","","1","1000002","1064","","","4","1010640001","",""
"","","1","1000001","1064","","","4","1010640002","",""
"","","1","2","1064","","","4","1010640003","",""
"0","","travel_exdrama_r_106_finish_A","1000001","1064","","","3","1010640004","0","0"
"0","","travel_exdrama_r_106_finish_B","1000002","1064","","","3","1010640005","0","0"
"0","","travel_exdrama_r_106_rare_A","1","1064","","","3","1010640006","0","0"
"0","","travel_exdrama_r_000_none","2","1064","","","3","1010640007","0","0"
"","5","10700","10700","1071","","1","31","1010710001","-350","1"
"","5","10701","10701","1071","","1","31","1010710002","-350","1"
"","5","10702","10702","1071","","1","31","1010710003","-350","0"
"","5","10703","10703","1071","","1","31","1010710004","-350","0"
"","50","10001","10001","1071","","1","31","1010710005","-525","0"
"0","-470","1000001","1","1071","travel_exdrama_r_107_dig_A","-170","1","1010710006","32","1.46"
"1","-215","1000002","1","1071","travel_exdrama_r_107_dig_B","-170","1","1010710007","30","1.46"
"0","-470","1","1","1071","travel_exdrama_r_107_dig_A","-170","5","1010710008","33","1.46"
"1","-215","10","1","1071","travel_exdrama_r_107_dig_B","-170","5","1010710009","31","1.46"
"","","se_travel_finish_raredrop","se_travel","1072","","","23","1010720001","0",""
"0.2","travel_exdrama_r_107_dig_A","travel_exdrama_r_107_joy","1000001","1072","","1","3","1010720002","0","0.2"
"0.2","travel_exdrama_r_107_dig_B","travel_exdrama_r_107_joy","1000002","1072","","1","3","1010720003","0","0.2"
"0.2","travel_exdrama_r_107_dig_A","travel_exdrama_r_107_joy","1","1072","","1","3","1010720004","0","0.2"
"0.2","travel_exdrama_r_107_dig_B","travel_exdrama_r_107_joy","10","1072","","1","3","1010720005","0","0.2"
"","","0","10701","1072","","","32","1010720006","",""
"","","1","10702","1072","","","32","1010720007","",""
"","","0","1.4","1072","","","93","1010720008","",""
"","","1","10701","1072","","","32","1010720009","",""
"","","0","10702","1072","","","32","1010720010","",""
"","","se_travel_finish_memory_event","se_travel","1073","","","23","1010730001","0",""
"0","travel_exdrama_r_107_dig_A","travel_exdrama_r_107_surprise_A","1000001","1073","","1","3","1010730002","0","0.2"
"0","travel_exdrama_r_107_dig_B","travel_exdrama_r_107_surprise_B","1000002","1073","","1","3","1010730003","0","0.2"
"0","travel_exdrama_r_107_dig_A","travel_exdrama_r_107_surprise_A","1","1073","","1","3","1010730004","0","0.2"
"0","travel_exdrama_r_107_dig_B","travel_exdrama_r_107_surprise_B","10","1073","","1","3","1010730005","0","0.2"
"","","1","10703","1073","","","32","1010730006","",""
"","","1","10001","1073","","","32","1010730007","",""
"","","0","10701","1073","","","32","1010730008","",""
"","","0","3","1073","","","93","1010730009","",""
"","","0","10703","1073","","","32","1010730010","",""
"","","0","10001","1073","","","32","1010730011","",""
"","","1","10701","1073","","","32","1010730012","",""
"","","1","1000002","1074","","","4","1010740001","",""
"","","1","10","1074","","","4","1010740002","",""
"0","","travel_exdrama_r_finish_B_hand","1000001","1074","","0","3","1010740003","0","0"
"0","","travel_exdrama_r_finish_B_hand","1000002","1074","","0","3","1010740004","0","0"
"0","","travel_exdrama_r_107_finish_A","1","1074","","0","3","1010740005","0","0"
"0","","travel_exdrama_r_107_finish_A","10","1074","","0","3","1010740006","0","0"
"","","0","10701","1074","","","32","1010740007","",""
"","5","10800","10800","1081","","1","31","1010810001","-350","1"
"","5","10401","10401","1081","","1","31","1010810002","-350","1"
"","5","10402","10402","1081","","1","31","1010810003","-350","0"
"","5","10403","10403","1081","","1","31","1010810004","-350","0"
"","50","10001","10001","1081","","1","31","1010810005","-525","0"
"0","-450","1000001","1","1081","travel_exdrama_r_104_fishingIdle","-150","1","1010810006","12","1.46"
"0","-200","1000002","1","1081","travel_exdrama_r_104_idle_B","-125","1","1010810007","10","1.46"
"0","-450","1","2","1081","travel_exdrama_r_104_fishingIdle","-150","5","1010810008","11","1.46"
"0","-350","10","4","1081","none","-150","5","1010810009","20","1"
"","","se_travel_finish_bridge_rare","se_travel","1082","","","23","1010820001","0",""
"0.2","travel_exdrama_r_104_fishingIdle","travel_exdrama_r_104_fishingCatch","1000001","1082","","1","3","1010820002","0","0.2"
"0.2","travel_exdrama_r_104_idle_B","travel_exdrama_r_104_glad_B","1000002","1082","","1","3","1010820003","0","0.2"
"0.2","travel_exdrama_r_104_fishingIdle","travel_exdrama_r_104_fishingCatch","1","1082","","1","3","1010820004","0","0.2"
"0","none","fish","10","1082","","1","3","1010820005","0","0"
"","","1","10402","1082","","","32","1010820006","",""
"","","0","1.25","1082","","","93","1010820007","",""
"","","0","10402","1082","","","32","1010820008","",""
"","","se_travel_finish_bridge_event","se_travel","1083","","","23","1010830001","0",""
"0","travel_exdrama_r_104_fishingIdle","travel_exdrama_r_104_fishingBig","1000001","1083","","1","3","1010830002","0","0"
"0","travel_exdrama_r_104_idle_B","travel_exdrama_r_104_surprise_B","1000002","1083","","1","3","1010830003","0","0"
"0","travel_exdrama_r_104_fishingIdle","travel_exdrama_r_104_fishingBig","1","1083","","1","3","1010830004","0","0"
