90f1acafe98ecdf2166c51e6244b752fedce2a26c529a3135e471879d99a91c4,daacfd5c61c91a71656a5db63a3665369d88fc8eb11929450d873768d1fe53f6,e51ceced82f8cf6dcacd3123f08874af3d3db764fada7160185758994abae98d,89f937eb01dc07f0318f3573ed79bc527dcb042f77d6a9ac9e5ad08965fa1e1b,a47a960855a347b7d221271fda69ca2bea842bfd4bc54a4fac32a05002e2539f,dd14d0d1086fa81bc1f958fe9e74093d547430fea3d6a479875b6b3ee44ccabb,89960c0557fc3c2d431113c6e82cfe0d7d43a8330d21412a471d5b1758adeff8,03439bae8e520486ad49d154ccb1b73e134da616b0a14e53487729130419c287,c62c43d02ddd0666ad4312b1e630036fb68cdb0102b8c1024eac55b5c999dabf,44ea64bb65cb7464f92e1847b97ddd0fba54ee7d12c32755c076f78253e35215,0ef5aab9e55ab77b6c60574466c1119c9bb046a8a709ff4bcc0f08317556b151
"0","76","","","0","150","40004","91002","10","0","8"
"0","77","","","0","150","40005","91002","1","0","8"
"0","78","","","0","150","40005","91002","2","0","8"
"0","79","","","0","150","40005","91002","3","0","8"
"0","80","","","0","150","40005","91002","4","0","8"
"0","81","","","0","150","40005","91002","5","0","8"
"0","82","","","0","150","40005","91002","6","0","8"
"0","83","","","0","150","40005","91002","7","0","8"
"0","84","","","0","150","40005","91002","8","0","8"
"0","85","","","0","150","40005","91002","9","0","8"
"0","86","","","0","150","40005","91002","10","0","8"
"0","87","","","0","500","70000","91002","1","0","8"
"0","88","","","0","500","70000","91002","2","0","8"
"0","89","","","0","300","70001","91002","1","0","8"
"0","90","","","0","300","70001","91002","2","0","8"
"0","91","","","0","300","70001","91002","3","0","8"
"1","92","","ハツネ","101201","100","80001","91002","1","500213","8"
"1","93","","キョウカ","103601","100","80001","91002","2","500193","8"
"1","94","","マホ","101001","100","80001","91002","3","500263","8"
"1","95","","スズメ","102501","100","80001","91002","4","500164","8"
"1","96","","タマキ","104601","100","80001","91002","5","500284","8"
"1","97","","アキノ","103201","100","80001","91002","6","500070","8"
"1","98","","クリスティーナ","107101","100","80001","91002","7","500096","8"
"1","99","","トモ","103701","100","80001","91002","8","500096","8"
"1","100","","ミヤコ","100701","100","80001","91002","9","500264","8"
"1","101","","アンナ","100901","100","80001","91002","10","500143","8"
"1","102","","ルカ","105601","100","80001","91002","11","500143","8"
"1","103","","クルミ","102101","100","80001","91002","12","500114","8"
"1","104","","リノ","101101","100","80001","91002","13","500600","8"
"1","105","","ユイ","100201","100","80001","91002","14","500040","8"
"1","106","","ペコリーヌ","105801","100","80001","91002","15","500033","8"
"0","107","","","0","500","70002","91002","1","0","8"
"0","108","","","0","500","70002","91002","2","0","8"
"0","109","","","0","300","70003","91002","1","0","8"
"0","110","","","0","300","70003","91002","2","0","8"
"0","111","","","0","300","70003","91002","3","0","8"
"0","112","","","0","100","80002","91002","1","0","8"
"0","113","","","0","100","80002","91002","2","0","8"
"0","114","","","0","100","80002","91002","3","0","8"
"0","115","","","0","100","80002","91002","4","0","8"
"0","116","","","0","100","80002","91002","5","0","8"
"0","117","","","0","100","80002","91002","6","0","8"
"0","118","","","0","100","80002","91002","7","0","8"
"0","119","","","0","100","80002","91002","8","0","8"
"0","120","","","0","100","80002","91002","9","0","8"
"0","121","","","0","100","80002","91002","10","0","8"
"0","122","","","0","100","80002","91002","11","0","8"
"0","123","","","0","100","80002","91002","12","0","8"
"0","124","","","0","100","80002","91002","13","0","8"
"0","125","","","0","100","80002","91002","14","0","8"
"0","126","","","0","100","80002","91002","15","0","8"
"0","127","","","0","150","40006","91002","1","0","8"
"0","128","","","0","150","40006","91002","2","0","8"
"0","129","","","0","150","40006","91002","3","0","8"
"0","130","","","0","150","40006","91002","4","0","8"
"0","131","","","0","150","40006","91002","5","0","8"
"0","132","","","0","150","40006","91002","6","0","8"
"0","133","","","0","150","40006","91002","7","0","8"
"0","134","","","0","150","40006","91002","8","0","8"
"0","135","","","0","150","40006","91002","9","0","8"
"0","136","","","0","150","40006","91002","10","0","8"
"0","137","","","0","150","40007","91002","1","0","8"
"0","138","","","0","150","40007","91002","2","0","8"
"0","139","","","0","150","40007","91002","3","0","8"
"0","140","","","0","150","40007","91002","4","0","8"
"0","141","","","0","150","40007","91002","5","0","8"
"0","142","","","0","150","40007","91002","6","0","8"
"0","143","","","0","150","40007","91002","7","0","8"
"0","144","","","0","150","40007","91002","8","0","8"
"0","145","","","0","150","40007","91002","9","0","8"
"0","146","","","0","150","40007","91002","10","0","8"
"0","147","","","0","150","40008","91002","1","0","8"
"0","148","","","0","150","40008","91002","2","0","8"
"0","149","","","0","150","40008","91002","3","0","8"
"0","150","","","0","150","40008","91002","4","0","8"
"0","151","","","0","150","40008","91002","5","0","8"
"0","152","","","0","150","40008","91002","6","0","8"
"0","153","","","0","150","40008","91002","7","0","8"
"0","154","","","0","150","40008","91002","8","0","8"
"0","155","","","0","150","40008","91002","9","0","8"
"0","156","","","0","150","40008","91002","10","0","8"
"1","157","","","0","100","80003","91002","1","500371","8"
"1","158","","","0","100","80003","91002","2","500371","8"
"1","159","","","0","100","80003","91002","3","500033","8"
"1","160","","","0","100","80003","91002","4","500371","8"
"1","161","","","0","100","80003","91002","5","500033","8"
"1","162","","","0","100","80003","91002","6","500371","8"
"1","163","","","0","100","80003","91002","7","500367","8"
"1","164","","","0","100","80003","91002","8","500367","8"
"1","165","","","0","100","80003","91002","9","500367","8"
"1","166","","","0","100","80003","91002","10","500033","8"
"1","167","","","0","100","80003","91002","11","500033","8"
"1","168","","","0","100","80003","91002","12","500033","8"
"1","169","","","0","100","80003","91002","13","509020","8"
"1","170","","","0","100","80003","91002","14","500371","8"
"1","171","","","0","100","80003","91002","15","500033","8"
"0","183","","","0","500","70004","91002","1","0","8"
"0","184","","","0","500","70004","91002","2","0","8"
"0","185","","","0","300","70005","91002","1","0","8"
"0","186","","","0","300","70005","91002","2","0","8"
"0","187","","","0","300","70005","91002","3","0","8"
"0","188","","","0","100","80004","91002","1","530101","8"
"0","189","","","0","100","80004","91002","2","530102","8"
"0","190","","","0","100","80004","91002","3","530103","8"
"0","191","","","0","100","80004","91002","4","530104","8"
"0","192","","","0","100","80004","91002","5","530105","8"
"0","193","","","0","100","80004","91002","6","530106","8"
"0","194","","","0","100","80004","91002","7","530107","8"
"0","195","","","0","100","80004","91002","8","530108","8"
"0","196","","","0","100","80004","91002","9","530109","8"
"0","197","","","0","100","80004","91002","10","530110","8"
"0","198","","","0","100","80004","91002","11","530111","8"
"0","199","","","0","100","80004","91002","12","530112","8"
"0","200","","","0","100","80004","91002","13","530113","8"
"0","201","","","0","100","80004","91002","14","530114","8"
"0","202","","","0","100","80004","91002","15","530115","8"
"0","203","","","0","100","80004","91002","16","530116","8"
"0","204","","","0","100","80004","91002","17","530117","8"
"0","205","","","0","1","80004","2805","17","530117","7"
"0","206","","","0","150","40009","91002","1","0","8"
"0","207","","","0","150","40009","91002","2","0","8"
"0","208","","","0","150","40009","91002","3","0","8"
"0","209","","","0","150","40009","91002","4","0","8"
"0","210","","","0","150","40009","91002","5","0","8"
"0","211","","","0","150","40009","91002","6","0","8"
"0","212","","","0","150","40009","91002","7","0","8"
"0","213","","","0","150","40009","91002","8","0","8"
"0","214","","","0","150","40009","91002","9","0","8"
"0","215","","","0","150","40009","91002","10","0","8"
"0","216","","","0","100","80005","91002","1","500367","8"
"0","217","","","0","100","80005","91002","2","500367","8"
"0","218","","","0","100","80005","91002","3","500367","8"
"0","219","","","0","100","80005","91002","4","500367","8"
"0","220","","","0","100","80005","91002","5","500367","8"
"0","221","","","0","100","80005","91002","6","500367","8"
"0","222","","","0","100","80005","91002","7","500367","8"
"0","223","","","0","100","80005","91002","8","500367","8"
"0","224","","","0","100","80005","91002","9","500367","8"
"0","225","","","0","100","80005","91002","10","500367","8"
"0","226","","","0","100","80005","91002","11","500367","8"
"0","227","","","0","100","80005","91002","12","500367","8"
"0","228","","","0","100","80005","91002","13","500367","8"
"0","229","","","0","100","80005","91002","14","500367","8"
"0","230","","","0","100","80005","91002","15","500367","8"
"0","231","","","0","500","70006","91002","1","0","8"
"0","232","","","0","500","70006","91002","2","0","8"
"0","233","","","0","300","70007","91002","1","0","8"
"0","234","","","0","300","70007","91002","2","0","8"
"0","235","","","0","300","70007","91002","3","0","8"
"0","236","","","0","150","40010","91002","1","0","8"
"0","237","","","0","150","40010","91002","2","0","8"
"0","238","","","0","150","40010","91002","3","0","8"
"0","239","","","0","150","40010","91002","4","0","8"
"0","240","","","0","150","40010","91002","5","0","8"
"0","241","","","0","150","40010","91002","6","0","8"
"0","242","","","0","150","40010","91002","7","0","8"
"0","243","","","0","150","40010","91002","8","0","8"
"0","244","","","0","150","40010","91002","9","0","8"
"0","245","","","0","150","40010","91002","10","0","8"
"0","246","","","0","100","80006","91002","1","530121","8"
"0","247","","","0","100","80006","91002","2","530122","8"
"0","248","","","0","100","80006","91002","3","530123","8"
"0","249","","","0","100","80006","91002","4","530124","8"
"0","250","","","0","100","80006","91002","5","530125","8"
"0","251","","","0","100","80006","91002","6","530126","8"
"0","252","","","0","100","80006","91002","7","530127","8"
"0","253","","","0","100","80006","91002","8","530128","8"
"0","254","","","0","100","80006","91002","9","530129","8"
"0","255","","","0","100","80006","91002","10","530130","8"
"0","256","","","0","100","80006","91002","11","530131","8"
"0","257","","","0","100","80006","91002","12","530132","8"
"0","258","","","0","100","80006","91002","13","530133","8"
"0","259","","","0","100","80006","91002","14","530134","8"
"0","260","","","0","100","80006","91002","15","530135","8"
"0","261","","","0","100","80006","91002","16","530136","8"
"0","262","","","0","100","80006","91002","17","530137","8"
"0","263","","","0","1","80006","2816","17","530137","7"
"0","264","","","0","100","80007","91002","1","530123","8"
"0","265","","","0","100","80007","91002","2","530124","8"
"0","266","","","0","100","80007","91002","3","530125","8"
"0","267","","","0","100","80007","91002","4","530126","8"
"0","268","","","0","100","80007","91002","5","530127","8"
"0","269","","","0","100","80007","91002","6","530128","8"
"0","270","","","0","100","80007","91002","7","530129","8"
"0","271","","","0","100","80007","91002","8","530130","8"
"0","272","","","0","100","80007","91002","9","530131","8"
"0","273","","","0","100","80007","91002","10","530132","8"
"0","274","","","0","100","80007","91002","11","530133","8"
"0","275","","","0","100","80007","91002","12","530134","8"
"0","276","","","0","100","80007","91002","13","530135","8"
"0","277","","","0","100","80007","91002","14","530136","8"
"0","278","","","0","100","80007","91002","15","530137","8"
"0","279","","","0","1","80007","9000215","15","530137","16"
"0","280","","","0","1","80007","9000216","15","530137","16"
"0","281","","","0","500","70008","91002","1","0","8"
"0","282","","","0","500","70008","91002","2","0","8"
"0","283","","","0","1000","70009","91002","1","0","8"
"0","284","","","0","100","80008","91002","1","530141","8"
"0","285","","","0","100","80008","91002","2","530142","8"
"0","286","","","0","100","80008","91002","3","530143","8"
"0","287","","","0","100","80008","91002","4","530144","8"
"0","288","","","0","100","80008","91002","5","530145","8"
"0","289","","","0","100","80008","91002","6","530146","8"
"0","290","","","0","100","80008","91002","7","530147","8"
"0","291","","","0","100","80008","91002","8","530148","8"
"0","292","","","0","100","80008","91002","9","530149","8"
"0","293","","","0","100","80008","91002","10","530150","8"
"0","294","","","0","100","80008","91002","11","530151","8"
"0","295","","","0","100","80008","91002","12","530152","8"
"0","296","","","0","100","80008","91002","13","530153","8"
"0","297","","","0","100","80008","91002","14","530154","8"
"0","298","","","0","100","80008","91002","15","530155","8"
"0","299","","","0","100","80008","91002","16","530156","8"
"0","300","","","0","1","80008","2830","16","530156","7"
"0","301","","","0","100","20001","91002","1","0","8"
"0","302","","","0","20","20001","23001","1","0","2"
"0","303","","","0","100","20001","91002","2","0","8"
"0","304","","","0","20","20001","23001","2","0","2"
"0","305","","","0","1","20001","24016","3","0","2"
"0","306","","","0","20","20001","23001","3","0","2"
"0","307","","","0","100","20001","91002","4","0","8"
"0","308","","","0","20","20001","23001","4","0","2"
"0","309","","","0","300","20001","91002","5","0","8"
"0","310","","","0","20","20001","23001","5","0","2"
"0","311","","","0","100","20001","91002","6","0","8"
"0","312","","","0","20","20001","23001","6","0","2"
"0","313","","","0","100","20001","91002","7","0","8"
"0","314","","","0","20","20001","23001","7","0","2"
"0","315","","","0","200","20001","91002","8","0","8"
"0","316","","","0","20","20001","23001","8","0","2"
"0","317","","","0","300","20001","91002","9","0","8"
"0","318","","","0","20","20001","23001","9","0","2"
"0","319","","","0","1","20001","24016","10","0","2"
"0","320","","","0","20","20001","23001","10","0","2"
"1","321","もうすぐ、みなさまに\nお会いできるのですね。\n胸が高鳴ってしまいます……\n","リリ","125801","1","40011","24001","1","0","2"
"1","322","初めまして、クリアです♪\nみなさんと一緒に冒険するの\nとっても楽しみにしてます","クリア","126001","1","40011","24001","2","0","2"
"1","323","んーと。\nこれ、あげる。\nはい","プレシア","126101","1","40011","24001","3","0","2"
"2","324","あらためまして……\n【アルターメイデン】の\nギルドマスター、リリと申します","リリ","125801","1","40011","24001","4","0","2"
"2","325","こんにちは、お兄さん♪\n【アルターメイデン】の\nクリアです","クリア","126001","1","40011","24001","5","0","2"
"2","326","お兄。\nきてくれて、うれしい","プレシア","126101","1","40011","24001","6","0","2"
"0","327","","","0","100","80009","91002","1","532001","8"
"0","328","","","0","100","80009","91002","2","532002","8"
"0","329","","","0","100","80009","91002","3","532003","8"
"0","330","","","0","100","80009","91002","4","532004","8"
"0","331","","","0","100","80009","91002","5","532005","8"
"0","332","","","0","100","80009","91002","6","532006","8"
"0","333","","","0","100","80009","91002","7","532007","8"
"0","334","","","0","100","80009","91002","8","532008","8"
"0","335","","","0","100","80009","91002","9","532009","8"
"0","336","","","0","100","80009","91002","10","532010","8"
"0","337","","","0","100","80009","91002","11","532011","8"
"0","338","","","0","100","80009","91002","12","532012","8"
"0","339","","","0","100","80009","91002","13","532013","8"
"0","340","","","0","100","80009","91002","14","532014","8"
"0","341","","","0","100","80009","91002","15","532015","8"
"0","342","","","0","1","40012","24001","1","0","2"
"0","343","","","0","1","40012","24001","2","0","2"
"0","344","","","0","1","40012","4201402","3","0","18"
"0","345","","","0","1","40012","24001","4","0","2"
"0","346","","","0","1","40012","24001","5","0","2"
"0","347","","","0","1","40012","4203402","6","0","18"
"0","348","","","0","1","40012","24001","7","0","2"
"0","349","","","0","1","40012","9000229","8","0","16"
"0","350","","","0","500","70010","91002","1","0","8"
"0","351","","","0","1","70012","41000","1","0","2"
"0","352","","","0","1000","70011","91002","1","0","8"
"0","353","","","0","100","80010","91002","1","530157","8"
"0","354","","","0","100","80010","91002","2","530158","8"
"0","355","","","0","100","80010","91002","3","530159","8"
"0","356","","","0","100","80010","91002","4","530160","8"
"0","357","","","0","100","80010","91002","5","530161","8"
"0","358","","","0","100","80010","91002","6","530162","8"
"0","359","","","0","100","80010","91002","7","530163","8"
"0","360","","","0","100","80010","91002","8","530164","8"
"0","361","","","0","100","80010","91002","9","530165","8"
"0","362","","","0","100","80010","91002","10","530166","8"
"0","363","","","0","100","80010","91002","11","530167","8"
"0","364","","","0","100","80010","91002","12","530168","8"
"0","365","","","0","1","80010","2844","12","530173","7"
"0","366","","","0","100","80010","91002","13","530169","8"
"0","367","","","0","1","80010","2846","13","530173","7"
"0","368","","","0","100","80010","91002","14","530170","8"
"0","369","","","0","1","80010","2845","14","530173","7"
"0","370","","","0","100","80010","91002","15","530171","8"
"0","371","","","0","5","80010","2843","15","530173","7"
"0","372","","","0","100","80010","91002","16","530172","8"
"0","373","","","0","1","80010","2842","16","530173","7"
"0","374","","","0","1","40013","9000236","1","0","16"
"0","375","","","0","1","40013","9000237","1","0","16"
"0","376","","","0","1","40013","9000238","1","0","16"
"0","377","","","0","1","40013","9000239","1","0","16"
"0","378","","","0","100","80011","91002","1","532001","8"
"0","379","","","0","100","80011","91002","2","532002","8"
"0","380","","","0","100","80011","91002","3","532003","8"
"0","381","","","0","100","80011","91002","4","532004","8"
"0","382","","","0","100","80011","91002","5","532005","8"
"0","383","","","0","100","80011","91002","6","532006","8"
"0","384","","","0","100","80011","91002","7","532007","8"
"0","385","","","0","100","80011","91002","8","532008","8"
"0","386","","","0","100","80011","91002","9","532009","8"
"0","387","","","0","100","80011","91002","10","532010","8"
"0","388","","","0","100","80011","91002","11","532011","8"
"0","389","","","0","100","80011","91002","12","532012","8"
"0","390","","","0","100","80011","91002","13","532013","8"
"0","391","","","0","100","80011","91002","14","532014","8"
"0","392","","","0","100","80011","91002","15","532015","8"
"0","393","","","0","1","40014","4305403","1","0","18"
"0","394","","","0","1","40014","9000242","2","0","16"
"0","395","","","0","500","40015","91002","1","0","8"
"0","396","","","0","3000","40015","90008","2","0","2"
"0","397","","","0","500","40015","91002","3","0","8"
"0","398","","","0","3000","40015","90008","4","0","2"
"0","399","","","0","1000","40015","91002","5","0","8"
"0","400","","","0","1000","70013","91002","1","0","8"
"0","401","","","0","500","70014","91002","1","0","8"
"0","402","","","0","1","70015","41000","1","0","2"
"0","403","","","0","100","80012","91002","1","530208","8"
"0","404","","","0","100","80012","91002","2","530209","8"
"0","405","","","0","100","80012","91002","3","530210","8"
"0","406","","","0","100","80012","91002","4","530211","8"
"0","407","","","0","100","80012","91002","5","530212","8"
"0","408","","","0","100","80012","91002","6","530213","8"
"0","409","","","0","100","80012","91002","7","530214","8"
"0","410","","","0","100","80012","91002","8","530215","8"
"0","411","","","0","10000","40015","25011","1","0","2"
"0","412","","","0","3000","40015","25021","1","0","2"
"0","413","","","0","10000","40015","25012","2","0","2"
"0","414","","","0","3000","40015","25021","2","0","2"
"0","415","","","0","10000","40015","25013","3","0","2"
"0","416","","","0","3000","40015","25021","3","0","2"
"0","417","","","0","10000","40015","25014","4","0","2"
"0","418","","","0","3000","40015","25021","4","0","2"
"0","419","","","0","10000","40015","25015","5","0","2"
"0","420","","","0","3000","40015","25021","5","0","2"
"0","421","","","0","50","70016","91002","1","0","8"
"0","422","","","0","100","80013","91002","1","530216","8"
"0","423","","","0","100","80013","91002","2","530217","8"
"0","424","","","0","100","80013","91002","3","530218","8"
"0","425","","","0","100","80013","91002","4","530219","8"
"0","426","","","0","100","80013","91002","5","530220","8"
"0","427","","","0","100","80014","91002","1","530221","8"
"0","428","","","0","100","80014","91002","2","530222","8"
"0","429","","","0","100","80014","91002","3","530223","8"
"0","430","","","0","1","40016","9000252","1","0","16"
"0","431","","","0","500","40016","91002","1","0","8"
"0","432","","","0","100","40017","91002","1","0","8"
"0","433","","","0","100","40017","91002","2","0","8"
"0","434","","","0","100","40017","91002","3","0","8"
"0","435","","","0","100","40017","91002","4","0","8"
"0","436","","","0","100","40017","91002","5","0","8"
"0","437","","","0","500","70017","91002","1","0","8"
"0","438","","","0","1","70018","41000","1","0","2"
