8586e17a023d91492b6575dcace7ee5dc03e7819bc5772276f80203bf238079d,2f4736d842f6c201165427b43f8ec2752c3582b246ae6a63a13e65741a651620,13b640af5e96d0b9025c299519326c377173c53e19a648ec866f76eed33ae996,c45005afeb707711ffa8720a39209855d8f91486d23008bd926c22a55dcbeec8,9e280969821898ff598fe89dea89db1b9f1e608db9b0c7c88c5f21c4903ed7ae,dba0705a2053771d4d7c8966aab90f4695c7507a4a6b11338f6e441d821a80d0,eeb285765b94163e7a5810d419c2864110aa6bbb23714a16a28d94025e553278,cdfcbde39b82af9ab53ca1a21b98cc90c80ab2acfac89846a3ec2307aaa6afb9,8b1c41f40a1479d1542e395a5dc697463515962eb3f789500f955ec58689e88b
"22","3","2","16402","53002","2","2","9","2"
"22","2","2","16501","53003","1","1","9","1"
"22","2","1","16502","53002","1","1","9","1"
"22","1","2","16601","53002","1","0","9","0"
"22","7","8","16701","53003","5","-1","10","6"
"22","7","4","16702","53002","5","-1","10","6"
"22","6","6","16801","53003","4","5","10","5"
"22","6","5","16802","53002","4","5","10","5"
"22","5","5","16901","53003","3","4","10","4"
"22","5","5","16902","53002","3","4","10","4"
"22","4","4","17001","53003","3","3","10","3"
"22","4","3","17002","53002","3","3","10","3"
"22","3","3","17101","53003","2","2","10","2"
"22","3","2","17102","53002","2","2","10","2"
"22","2","2","17201","53003","1","1","10","1"
"22","2","1","17202","53002","1","1","10","1"
"22","1","2","17301","53002","1","0","10","0"
"22","7","8","17401","53003","5","-1","11","6"
"22","7","4","17402","53002","5","-1","11","6"
"22","6","6","17501","53003","4","5","11","5"
"22","6","5","17502","53002","4","5","11","5"
"22","5","5","17601","53003","3","4","11","4"
"22","5","5","17602","53002","3","4","11","4"
"22","4","4","17701","53003","3","3","11","3"
"22","4","3","17702","53002","3","3","11","3"
"22","3","3","17801","53003","2","2","11","2"
"22","3","2","17802","53002","2","2","11","2"
"22","2","2","17901","53003","1","1","11","1"
"22","2","1","17902","53002","1","1","11","1"
"22","1","2","18001","53002","1","0","11","0"
"22","7","8","18101","53003","5","-1","12","6"
"22","7","4","18102","53002","5","-1","12","6"
"22","6","6","18201","53003","4","5","12","5"
"22","6","5","18202","53002","4","5","12","5"
"22","5","5","18301","53003","3","4","12","4"
"22","5","5","18302","53002","3","4","12","4"
"22","4","4","18401","53003","3","3","12","3"
"22","4","3","18402","53002","3","3","12","3"
"22","3","3","18501","53003","2","2","12","2"
"22","3","2","18502","53002","2","2","12","2"
"22","2","2","18601","53003","1","1","12","1"
"22","2","1","18602","53002","1","1","12","1"
"22","1","2","18701","53002","1","0","12","0"
