9a930f9f80f5daa6b5792d3bec88ea50c8e18f60d40118d5e93063365e78d04c,9581faaa806035cbd17ae97f28409c9d9c4e482b5e480a70c98e85f6d9e60fed,57bff0e24c2dea1501bfdcfd7a931aa1136ca7fc7f921829b929062d7dd9702b,c150b5d8406a78941416948d8dca4c720449f671708cdfe8c7451236a3342fed,cbf865bf1c8e35b8df563a9064845024b2140bbf82b7e49b289bfebc41930a63,41b2ab825c03c4164bce2ee752a83758b6efb3d66e14ada261c71227f4a8c015,32aad44666d525502f8108b70164538975a0a8ed6cb0fd8594ab77a0e1b62ab5,74932d52166b35b06f43a9ec51306e5098f263a800ba0bab3e77ecb9203ea18d,fd612961311375c1cedd15cbb72054782152d7ca4b94f12f3cf5da60ed1829cf,f709bb82664a07f446acff537cde7d169dacb2afd234e4fc1f8715ceafe76d5c,ce2443d8c33352fee550fdd8574e151f412ee9eba84952b8d80c57a069117ba9
"3","nyx_cmn_02","104631","0.3","103","0","1","","11030029","0.2","nyx_idle_sad"
"3","nyx_cmn_02","2","","103","0","","","11030030","0.2",""
"3","nyx_cmn_02","103431","0.3","103","0","1","","11030031","0.2","nyx_cmn_03"
"3","nyx_cmn_02","2","","103","0","","","11030032","0.2",""
"3","nyx_cmn_02","104831","0.2","103","0","1","","11030033","0.2","nyx_idle_normal"
"3","nyx_cmn_02","2","","103","0","","","11030034","0.2",""
"93","","1.5","","103","","","","11030035","",""
"3","nyx_303_yuni_01","111031","","103","1","","","11030036","0.2",""
"11","ふむ、次はぼくだな\nまさに真打登場と\n言ったところか","111031","","103","10","","","11030037","",""
"93","","2.8","","103","","","","11030038","",""
"12","13","104831","","103","1","","","11030039","",""
"3","nyx_talk_normal","104831","","103","1","","","11030040","0.2",""
"91","","11030037","","103","","","","11030041","",""
"11","チエル君、クロエ君\n君らの無念はぼくが\n晴らして見せよう","111031","","103","10","","","11030042","",""
"91","","0","","103","","","","11030043","",""
"3","nyx_103_yuni_02","111031","","103","1","","","11030044","0.2",""
"11","いざ上級生としての\n責務を果たす時だ","111031","","103","10","","","11030045","",""
"93","","1.5","","103","","","","11030046","",""
"12","17","103231","","103","1","","","11030047","",""
"3","nyx_idle_normal","104831","","103","1","","","11030048","0.2",""
"3","nyx_cmn_05","103231","","103","1","","","11030049","0.2",""
"91","","11030045","","103","","","","11030050","",""
"3","nyx_103_yuni_03","111031","0.6","103","0","0","","11030051","0.3","nyx_103_yuni_04"
"11","ユニちゃんズの\n名に懸けて…！","111031","","103","10","","","11030052","",""
"91","","0","","103","","","","11030053","",""
"3","nyx_idle_normal","103231","","103","1","","","11030054","0.2",""
"93","","0.6","","103","","","","11030055","",""
"12","12","111031","","103","1","","","11030056","0.2",""
"3","cmn_pose02_def_N","111031","0.2","103","0","1","","11030057","0.2","nyx_idle_normal"
"93","","1.5","","103","","","","11030058","",""
"12","15","104631","","103","1","","","11030059","",""
"3","nyx_talk_sad","104631","0.2","103","0","1","","11030060","0.2","nyx_idle_worry"
"93","","2","","103","","","","11030061","",""
"12","10","103231","","103","1","","","11030062","",""
"3","nyx_talk_joy1","103231","0.2","103","0","1","","11030063","0.2","nyx_idle_normal"
"3","nyx_103_yuni_01","111031","0.2","103","0","1","","11030064","0.2","nyx_idle_normal"
"93","","2.5","","103","","","","11030065","",""
"12","1","103431","","103","1","","","11030066","",""
"3","nyx_cmn_01","103431","0.3","103","0","1","","11030067","0.2","nyx_cmn_03"
"93","","2","","103","","","","11030068","",""
"12","12","104831","","103","1","","","11030069","",""
"3","nyx_talk_bitter","104831","","103","1","","","11030070","0.2",""
"93","","2","","103","","","","11030071","",""
"3","nyx_idle_bitter","104831","","103","1","","","11030072","0.2",""
"93","","1","","103","","","","11030073","",""
"101","","11030056","","103","","","","11030074","",""
"1","103231","1","1","201","110","-294.7","nyx_201_akino_01","12010001","1.2","-235.4"
"5","2","2","1","201","120","-294.7","nyx_201_akino_01","12010002","1.2","-235.4"
"1","104631","1","0","201","110","-281.6","nyx_idle_normal","12010003","1.2","-357"
"1","103431","1","1","201","110","-281.6","nyx_idle_normal","12010004","1.2","310.5"
"1","104831","1","0","201","110","-281.6","nyx_idle_normal","12010005","1.2","-453.3"
"31","1","2","","201","0","1","","12010006","1","0"
"31","2","11","","201","0","1","","12010007","1","0"
"25","bgm_M347","bgm_M347","","201","","","","12010008","",""
"93","","2","","201","","","","12010009","",""
"11","タマキさん、この\n部品の組み立てを\nお願いしますわ！","103231","","201","10","","","12010010","",""
"91","","0","","201","","","","12010011","",""
"3","nyx_surprise","104631","0.3","201","0","1","","12010012","0.3","nyx_idle_surprise1"
"11","わ、わかったにゃ！\n…こんなの設計図に\nあったかにゃ…？","104631","","201","10","","","12010013","",""
"91","","0","","201","","","","12010014","",""
"4","0","103231","","201","0","","","12010015","",""
"4","0","2","","201","","","","12010016","",""
"3","nyx_idle_bitter2","104631","0.3","201","1","","","12010017","0.3",""
"3","nyx_201_akino_02","103231","0.3","201","1","","","12010018","0.3",""
"3","nyx_201_akino_02","2","0.3","201","1","","","12010019","0.3",""
"2","199","103231","","201","-294.7","","","12010020","","2.2"
"2","199","2","","201","-294.7","","","12010021","","2.2"
"93","","2.2","","201","","","","12010022","",""
"3","nyx_201_akino_01","103231","0.3","201","1","","","12010023","0.3",""
"3","nyx_201_akino_01","2","0.3","201","1","","","12010024","0.3",""
"11","ユカリさん！\nこの回路の発注を\n至急お願いします！","103231","","201","10","","","12010025","",""
"91","","0","","201","","","","12010026","",""
"3","nyx_cmn_01","103431","0.3","201","1","","","12010027","0.3",""
"11","えっ？　えっ？\nちょっとアキノさん\nこれ何に使うの！？","103431","","201","10","","","12010028","",""
"91","","0","","201","","","","12010029","",""
"3","nyx_idle_bitter2","103431","0.3","201","1","","","12010030","0.3",""
"4","1","103231","","201","","","","12010031","",""
"4","1","2","","201","","","","12010032","",""
"3","nyx_201_akino_02","103231","0.3","201","1","","","12010033","0.3",""
"3","nyx_201_akino_02","2","0.3","201","1","","","12010034","0.3",""
"2","-235.4","103231","","201","-294.7","","","12010035","","2.2"
"2","-235.4","2","","201","-294.7","","","12010036","","2.2"
"93","","2.2","","201","","","","12010037","",""
"3","nyx_201_akino_01","103231","0.3","201","1","","","12010038","0.3",""
"3","nyx_201_akino_01","2","0.3","201","1","","","12010039","0.3",""
"11","ミフユさんは動作\nチェックを念入りに\nお願いします！","103231","","201","10","","","12010040","",""
"91","","0","","201","","","","12010041","",""
"3","nyx_surprise","104831","0.3","201","0","1","","12010042","0.3","nyx_idle_surprise1"
"11","は、はいっ！\n…アキノさんが\n燃えてるわ…","104831","","201","10","","","12010043","0",""
"91","","0","","201","","","","12010044","",""
"3","nyx_talk_sad","104831","0.3","201","1","","","12010045","0.3",""
"11","でもなぜかしら\n不安だわ…\n不安しかない…","104831","","201","10","","","12010046","0",""
"91","","0","","201","","","","12010047","",""
"3","nyx_idle_bitter2","104831","0.3","201","1","","","12010048","0.3",""
"91","","0","","201","","","","12010049","",""
"93","","0.4","","201","","","","12010050","",""
"4","0","103231","","201","0","","","12010051","",""
"4","0","2","","201","","","","12010052","",""
"3","nyx_201_akino_02","103231","0.2","201","1","","","12010053","0.2",""
"3","nyx_201_akino_02","2","0.2","201","1","","","12010054","0.2",""
"2","199","103231","","201","-294.7","","","12010055","","2.2"
"2","199","2","","201","-294.7","","","12010056","","2.2"
"3","nyx_cmn_03","103431","0.2","201","1","","","12010057","0.2",""
"93","","2.2","","201","","","","12010058","",""
"12","10","103231","","201","1","","","12010059","",""
"3","nyx_201_akino_01","103231","0.2","201","1","","","12010060","0.2",""
"3","nyx_201_akino_01","2","0.2","201","1","","","12010061","0.2",""
"91","","0","","201","","","","12010062","",""
"3","nyx_idle_surprise1","103431","0.2","201","1","","","12010063","0.2",""
"91","","0","","201","","","","12010064","",""
"3","nyx_102_chloe_02","103431","0.2","201","1","","","12010065","0.2",""
"4","1","103231","","201","","","","12010066","",""
"4","1","2","","201","","","","12010067","",""
"3","nyx_201_akino_02","103231","0.2","201","1","","","12010068","0.2",""
"3","nyx_201_akino_02","2","0.2","201","1","","","12010069","0.2",""
"2","-235.4","103231","","201","-294.7","","","12010070","","2.2"
"2","-235.4","2","","201","-294.7","","","12010071","","2.2"
"93","","2.2","","201","","","","12010072","",""
"12","10","103231","","201","1","","","12010073","",""
"3","nyx_201_akino_01","103231","0.2","201","1","","","12010074","0.2",""
"3","nyx_201_akino_01","2","0.2","201","1","","","12010075","",""
"93","","3","","201","","","","12010076","",""
"3","cmn_nod_def_N","104631","0.2","201","0","1","","12010077","0.2","nyx_idle_normal"
"93","","0.8","","201","","","","12010078","",""
"12","3","104831","","201","1","","","12010079","",""
"3","nyx_talk_worry","104831","0.2","201","0","1","","12010080","0.2","nyx_idle_sad"
"93","","1","","201","","","","12010081","",""
"101","","12010051","","201","","","","12010082","",""
"5","3","1","0","202","100","-255","nyx_202_tamaki_03_loop","12020001","1.2","-136"
"1","103231","1","1","202","110","-286.1","nyx_idle_joy1","12020002","1.2","183.7"
"5","5","2","1","202","120","-286.1","nyx_202_yukari_01","12020003","1.2","312.6"
"1","103431","1","1","202","110","-286.1","nyx_202_yukari_01","12020004","1.2","312.6"
"1","104831","1","0","202","120","-286.1","nyx_idle_normal","12020005","1.2","-269.8"
"31","1","2","","202","0","1","","12020006","1","0"
"31","2","12","","202","0","1","","12020007","1","34"
"31","7","16","","202","-74","1","","12020008","0","130"
"5","4","3","0","202","110","-255","nyx_yagura_idle","12020009","1","-208"
"5","6","2","0","202","120","-286.1","NoItem","12020010","1.2","-269.8"
"25","bgm_M347","bgm_M347","","202","","","","12020011","",""
"93","","2","","202","","","","12020012","",""
"11","開発もなんだか\n楽しくなってきた\nにゃ～！","3","","202","10","","","12020013","",""
"91","","0","","202","","","","12020014","",""
"11","ここまで来たら\n世界一のたい焼き\nメカにするにゃ！","3","","202","10","","","12020015","",""
"91","","0","","202","","","","12020016","",""
"11","あたしの全てを\n注ぎ込んでやる\nにゃあ～～！","3","","202","10","","","12020017","",""
"93","","0.4","","202","","","","12020018","",""
"3","nyx_202_tamaki_03_puton","3","","202","0","1","","12020019","0.2","nyx_202_tamaki_loop"
"91","","12020017","","202","","","","12020020","",""
"3","nyx_202_tamaki_up","3","","202","0","1","","12020021","0.2","nyx_202_tamaki_01"
"3","nyx_yagura_up","4","","202","0","1","","12020022","","nyx_yagura_up_idle"
"93","","2.4","","202","","","","12020023","",""
"32","1","7","","202","","","","12020024","",""
"3","nyx_202_akino_01_loop","103231","","202","1","","","12020025","0.2",""
"11","おーほっほっほ！\n素晴らしい意気込み\nですわ、タマキさん","103231","","202","10","","","12020026","",""
"91","","0","","202","","","","12020027","",""
"3","nyx_talk_anger2","104831","","202","1","","","12020028","0.2",""
"11","設計図のどこにも\nたい焼きなんて\n書いてないわよ！？","104831","","202","10","","","12020029","",""
"91","","0","","202","","","","12020030","",""
"3","nyx_idle_anger2","103431","","202","1","","","12020031","0.2",""
"3","nyx_202_yukari_01","103431","","202","1","","","12020032","0.2",""
"11","ミフユさん…\nタマキさんなら\n大丈夫よ…ひっく","103431","","202","10","","","12020033","",""
"91","","0","","202","","","","12020034","",""
"3","nyx_cmn_05","104831","0.2","202","0","","","12020035","0.2","nyx_cmn_04"
"11","ユカリさん？\n何を飲んでるの？\n…買収されたわね？","104831","","202","10","","","12020036","0",""
"91","","0","","202","","","","12020037","",""
"3","nyx_202_yukari_01","103431","","202","1","","","12020038","0.2",""
"11","え～？\nにゃんのことぉ～？\n…うっふふ～♪","103431","","202","10","","","12020039","",""
"91","","0","","202","","","","12020040","",""
"93","","2","","202","","","","12020041","",""
"12","13","103231","","202","1","","","12020042","",""
"3","nyx_talk_joy2","103231","0.2","202","0","1","","12020043","0.2","nyx_202_akino_01_loop"
"93","","2.5","","202","","","","12020044","",""
"12","3","104831","","202","1","","","12020045","",""
"3","nyx_talk_anger2","104831","","202","1","","","12020046","0.2",""
"93","","2","","202","","","","12020047","",""
"3","nyx_cmn_02","104831","","202","0","","","12020048","0.2",""
"3","nyx_cmn_02","6","","202","0","1","","12020049","0.2","NoItem"
"93","","1","","202","","","","12020050","",""
"3","nyx_cmn_05","104831","0.2","202","0","1","","12020051","0.2","nyx_cmn_04"
"93","","2","","202","","","","12020052","",""
"12","5","103431","","202","1","","","12020053","",""
"3","nyx_203_yukari_01","5","0.2","202","0","1","","12020054","0.2","nyx_202_yukari_01"
"3","nyx_203_yukari_01","103431","0.2","202","0","1","","12020055","0.2","nyx_202_yukari_01"
"93","","1.2","","202","","","","12020056","",""
"12","11","3","","202","1","","","12020057","",""
"93","","0.8","","202","","","","12020058","",""
"101","","12020041","","202","","","","12020059","",""
"1","104831","1","0","203","130","-286","nyx_idle_normal","12030001","1.2","-300"
"1","104631","1","1","203","100","-286","nyx_idle_normal","12030002","1.2","316"
"1","103231","1","1","203","100","-286","nyx_idle_normal","12030003","1.2","110"
"1","103431","1","0","203","100","-10","nyx_203_yukari_01","12030004","1.2","-200"
"31","1","2","","203","0","1","","12030005","1","0"
"31","2","13","","203","-80","1","","12030006","1","34"
"5","3","2","0","203","110","-10","nyx_203_yukari_01","12030007","1.2","-200"
"5","4","3","0","203","120","-255","nyx_yagura_up_harf","12030008","1","-250"
"25","bgm_M347","bgm_M347","","203","","","","12030009","",""
"93","","2","","203","","","","12030010","",""
"11","あっれぇ～？\nここはどこぉ～？\n私はだれ～？","103431","","203","10","","","12030011","",""
"93","","0.6","","203","","","","12030012","",""
"3","nyx_lookup","103231","0.2","203","0","1","","12030013","0.2","nyx_lookup_loop2"
"91","","12030011","","203","","","","12030014","",""
"11","ん～？\nにゃ～にこの\nでっかいのぉ～","103431","","203","10","","","12030015","",""
"93","","0.6","","203","","","","12030016","",""
"3","nyx_lookup","104631","0.2","203","0","1","","12030017","0.2","nyx_lookup_loop2"
"91","","12030015","","203","","","","12030018","",""
"3","nyx_203_yukari_02","3","","203","0","1","","12030019","0.2","nyx_203_yukari_05"
"3","nyx_203_yukari_02","103431","","203","0","1","","12030020","0.2","nyx_203_yukari_05"
"11","あんたも麦しゅわ\n飲む～？\nお～いしいわよ～？","103431","","203","10","","","12030021","",""
"93","","0.4","","203","","","","12030022","",""
"3","nyx_lookup","104831","0.2","203","0","1","","12030023","0.2","nyx_lookup_loop2"
"91","","12030021","","203","","","","12030024","",""
"93","","0.2","","203","","","","12030025","",""
"3","nyx_cmn_02","104831","0.2","203","0","1","","12030026","0.2","nyx_idle_sad"
"11","何してるのよ\nユカリさん…","104831","","203","10","","","12030027","0",""
"93","","0.1","","203","","","","12030028","",""
"3","nyx_cmn_02","103231","0.2","203","0","1","","12030029","0.2","nyx_cmn_04"
"11","何してますの…\nユカリさん…","103231","","203","10","","","12030030","",""
"93","","0.1","","203","","","","12030031","",""
"3","nyx_cmn_02","104631","0.2","203","0","1","","12030032","0.2","nyx_idle_sad"
"11","何してるのにゃ\nユカリ…","104631","","203","10","","","12030033","",""
"91","","0","","203","","","","12030034","",""
"3","nyx_203_yukari_03","3","","203","1","","","12030035","0.5",""
