9d6281133ef829bcd3627a1fa571274ba777dd1fe5f9f39ebd3879671ef408e0,51a708c05c28a6f642468b76836a2d80da008c83951386722fbc542174330829,9fd470c0b691581f9068541ad4532445ec4a23c8ba933a7b4dbebd895d2815e4,2bfa244635283309a9c791e65b02e680028476265049f9bcc54b41b606ce32fb,c825aa3a58a2f7a8c6e3d54d2b8d8cbf56945ee65444b7c8449bc7c65beffda7,467d956e6ce157aac63a5b2207adf08f97b1dadd934cd7c21d6b7ebd201515c5
"1001","15","440","99001233","1","11001233"
"0","8","441","99001233","30","91002"
"1001","15","442","99001234","1","11001234"
"0","8","443","99001234","30","91002"
"1002","15","444","99001235","1","11001235"
"0","8","445","99001235","30","91002"
"1003","15","446","99001236","1","11001236"
"0","8","447","99001236","30","91002"
"1001","15","448","99001237","1","11001237"
"0","8","449","99001237","30","91002"
"1001","15","450","99001238","1","11001238"
"0","8","451","99001238","30","91002"
"1002","15","452","99001239","1","11001239"
"0","8","453","99001239","30","91002"
"1003","15","454","99001240","1","11001240"
"0","8","455","99001240","30","91002"
"1001","15","456","99001241","1","11001241"
"0","8","457","99001241","30","91002"
"1001","15","458","99001242","1","11001242"
"0","8","459","99001242","30","91002"
"1002","15","460","99001243","1","11001243"
"0","8","461","99001243","30","91002"
"1003","15","462","99001244","1","11001244"
"0","8","463","99001244","30","91002"
"1001","15","464","99001245","1","11001245"
"0","8","465","99001245","30","91002"
"1001","15","466","99001246","1","11001246"
"0","8","467","99001246","30","91002"
"1002","15","468","99001247","1","11001247"
"0","8","469","99001247","30","91002"
"1003","15","470","99001248","1","11001248"
"0","8","471","99001248","30","91002"
"1003","15","472","99001249","1","11001249"
"1001","15","473","99001250","1","11001250"
"0","8","474","99001250","30","91002"
"1001","15","475","99001251","1","11001251"
"0","8","476","99001251","30","91002"
"1002","15","477","99001252","1","11001252"
"0","8","478","99001252","30","91002"
"1003","15","479","99001253","1","11001253"
"0","8","480","99001253","30","91002"
"1001","15","481","99001254","1","11001254"
"0","8","482","99001254","30","91002"
"1001","15","483","99001255","1","11001255"
"0","8","484","99001255","30","91002"
"1002","15","485","99001256","1","11001256"
"0","8","486","99001256","30","91002"
"1003","15","487","99001257","1","11001257"
"0","8","488","99001257","30","91002"
"1001","15","489","99001258","1","11001258"
"0","8","490","99001258","30","91002"
"1001","15","491","99001259","1","11001259"
"0","8","492","99001259","30","91002"
"1002","15","493","99001260","1","11001260"
"0","8","494","99001260","30","91002"
"1003","15","495","99001261","1","11001261"
"0","8","496","99001261","30","91002"
"1001","15","497","99001262","1","11001262"
"1001","15","498","99001263","1","11001263"
"1001","15","499","99001264","1","11001264"
"1002","15","500","99001265","1","11001265"
"1003","15","501","99001266","1","11001266"
"1001","15","502","99001267","1","11001267"
"0","8","503","99001267","30","91002"
"1001","15","504","99001268","1","11001268"
"0","8","505","99001268","30","91002"
"1002","15","506","99001269","1","11001269"
"0","8","507","99001269","30","91002"
"1003","15","508","99001270","1","11001270"
"0","8","509","99001270","30","91002"
"1003","15","510","99001271","1","11001271"
"1001","15","511","99001272","1","11001272"
"0","8","512","99001272","30","91002"
"1001","15","513","99001273","1","11001273"
"0","8","514","99001273","30","91002"
"1002","15","515","99001274","1","11001274"
"0","8","516","99001274","30","91002"
"1003","15","517","99001275","1","11001275"
"0","8","518","99001275","30","91002"
"1003","15","519","99001276","1","11001276"
"1001","15","520","99001277","1","11001277"
"0","8","521","99001277","30","91002"
"1001","15","522","99001278","1","11001278"
"0","8","523","99001278","30","91002"
"1002","15","524","99001279","1","11001279"
"0","8","525","99001279","30","91002"
"1003","15","526","99001280","1","11001280"
"0","8","527","99001280","30","91002"
"1001","15","528","99001281","1","11001281"
"0","8","529","99001281","30","91002"
"1001","15","530","99001282","1","11001282"
"0","8","531","99001282","30","91002"
"1002","15","532","99001283","1","11001283"
"0","8","533","99001283","30","91002"
"1003","15","534","99001284","1","11001284"
"0","8","535","99001284","30","91002"
"1003","15","536","99001285","1","11001285"
"1001","15","537","99001286","1","11001286"
"0","8","538","99001286","30","91002"
"1001","15","539","99001287","1","11001287"
"0","8","540","99001287","30","91002"
"1002","15","541","99001288","1","11001288"
"0","8","542","99001288","30","91002"
"1003","15","543","99001289","1","11001289"
"0","8","544","99001289","30","91002"
"1001","15","545","99001290","1","11001290"
"0","8","546","99001290","30","91002"
"1001","15","547","99001291","1","11001291"
"0","8","548","99001291","30","91002"
"1002","15","549","99001292","1","11001292"
"0","8","550","99001292","30","91002"
"1003","15","551","99001293","1","11001293"
"0","8","552","99001293","30","91002"
"1001","15","553","99001294","1","11001294"
"0","8","554","99001294","30","91002"
"1001","15","555","99001295","1","11001295"
"0","8","556","99001295","30","91002"
"1002","15","557","99001296","1","11001296"
"0","8","558","99001296","30","91002"
"1003","15","559","99001297","1","11001297"
"0","8","560","99001297","30","91002"
"1001","15","561","99001298","1","11001298"
"0","8","562","99001298","30","91002"
"1001","15","563","99001299","1","11001299"
"0","8","564","99001299","30","91002"
"1002","15","565","99001300","1","11001300"
"0","8","566","99001300","30","91002"
"1003","15","567","99001301","1","11001301"
"0","8","568","99001301","30","91002"
"1003","15","569","99001302","1","11001302"
"1003","15","570","99001303","1","11001303"
"1003","15","571","99001304","1","11001304"
"1001","15","572","99001305","1","11001305"
"0","8","573","99001305","30","91002"
"1001","15","574","99001306","1","11001306"
"0","8","575","99001306","30","91002"
"1002","15","576","99001307","1","11001307"
"0","8","577","99001307","30","91002"
"1003","15","578","99001308","1","11001308"
"0","8","579","99001308","30","91002"
"1001","15","580","99001309","1","11001309"
"0","8","581","99001309","30","91002"
"1001","15","582","99001310","1","11001310"
"0","8","583","99001310","30","91002"
"1002","15","584","99001311","1","11001311"
"0","8","585","99001311","30","91002"
"1003","15","586","99001312","1","11001312"
"0","8","587","99001312","30","91002"
"1003","15","588","99001313","1","11001313"
"1001","15","589","99001314","1","11001314"
"0","8","590","99001314","30","91002"
"1001","15","591","99001315","1","11001315"
"0","8","592","99001315","30","91002"
"1002","15","593","99001316","1","11001316"
"0","8","594","99001316","30","91002"
"1003","15","595","99001317","1","11001317"
"0","8","596","99001317","30","91002"
"1003","15","597","99001318","1","11001318"
"1001","15","598","99001319","1","11001319"
"0","8","599","99001319","30","91002"
"1001","15","600","99001320","1","11001320"
"0","8","601","99001320","30","91002"
"1002","15","602","99001321","1","11001321"
"0","8","603","99001321","30","91002"
"1003","15","604","99001322","1","11001322"
"0","8","605","99001322","30","91002"
"1003","15","606","99001323","1","11001323"
