4806a392790abb327e9008b77a3dd605168b160ca9c1f733e781e177882f7b15,3b8586cdf77b99166229ce6dae79419a5ac0605ace5e96389cd6a19c77acf1ec,9a064267e68c91ca67b675830604544bfbf709f8b87b59cbb6d064948c675d94,dc129375b1991cb5cc8014dcf33b7f931f886c9f76bc81df9f2a443cc9eacdd0,7d4d579c892913c68b08c321f2c66e34a807705c28c17d65a3808d441daf2f71,3900ae09336204f3502a4d74860936667d3ade9079a06cf1f4b87212363aee3f,19e1c4a1ee0a3fdabe63a30da00e8c19a36bc96589403b16e6aa341b5e59bcc5,d3e9cccb2fbc2d9c36ea06a0277564e3a81dd6d8787bb54f3a50364c73e273e1,20b155b8eb50c582483795b7b877f94d5e046d2cf8804ffdd997cb4b7724793c,e61a741c5196736196080c40895e8ea873c0b7a069675018a730303b6d241a1e
"鼻","爪","1","0","0","0","尻","2120022","眉","0"
"念仏","論語","1","0","0","0","かすがい","2120023","小判","0"
"花瓶","ひょうたん","1","0","0","0","巾着","2120025","とっくり","0"
"牛","雀","1","0","0","0","虎","2120026","馬","0"
"一長一短","一朝一夕","1","0","0","0","一兆一億","2120027","一鳥一石","0"
"6つ","4つ","1","0","0","0","8つ","2120028","2つ","0"
"herro","hello","1","0","0","0","harro","2120029","hallo","0"
"一進一退","優柔不断","1","0","0","0","日進月歩","2120031","不言実行","0"
"日曜日","金曜日","1","0","0","0","月曜日","2120033","木曜日","0"
"木曜日","水曜日","1","0","0","0","火曜日","2120034","金曜日","0"
"ダンシングメッセージ","ダイイングメッセージ","1","0","0","0","ダイビングメッセージ","2120035","ダビングメッセージ","0"
"犬","馬","1","0","0","0","獅子","2120036","牛","0"
"クローゼット","トイレ","1","0","0","0","キッチン","2120037","川","0"
"かいまみる","かんがみる","1","0","0","0","こころみる","2120038","かんがえる","0"
"五百万","八百万","1","0","0","0","二百万","2120039","三百万","0"
"猿","蛇","1","0","0","0","猪","2120042","熊","0"
"状態","一死","1","0","0","0","すべて正しい","2120045","瀕死","0"
"追跡","不信","1","0","0","0","すべて正しい","2120046","人物","0"
"両替","硬化","1","0","0","0","すべて正しい","2120047","紙幣","0"
"しぶんごれつ","きゅうしいっしょう","1","0","0","0","さんしゃさんよう","2120048","はちめんろっぴ","0"
"しめんそか","せんざいいちぐう","1","0","0","0","いちもうだじん","2120049","ひゃっぱちひゃくちゅう","0"
"計る","図る","1","0","0","0","測る","2120050","謀る","0"
"突く","就く","1","0","0","0","付く","2120051","着く","0"
"黒","青","1","0","0","0","白","2120053","赤","0"
"七分","五分","1","0","0","0","二分","2120054","三分","0"
"カップル","敵同士","1","0","0","0","師弟","2120055","家族","0"
"シイタケ","タケノコ","1","0","0","0","アスパラ","2120056","マツタケ","0"
"仕事","金","1","0","0","0","命","2120057","女","0"
"髪の毛","真綿","1","0","0","0","糸","2120058","麻","0"
"あご","眉","1","0","0","0","うなじ","2120059","耳","0"
"犬","亀","1","0","0","0","猫","2120060","鶴","0"
"猫","狐","1","0","0","0","兎","2120061","狸","0"
"ぼくらの防衛団","バイバイぼっち団","1","0","0","0","バイトばっかり団","2121001","ばたんきゅー冒険団","0"
"ザ・バタリオン・オブ・ゲヘナ・イモータルズ","ジ・オーダー・オブ・ゲヘナ・イモータルズ","1","0","0","0","ジ・オーダー・オブ・ハデス・イモータル","2121002","ザ・バタリオン・オブ・ハデス・イモータル","0"
"聖夜女君","絶対妻君","1","0","0","0","獰猛女君","2121003","誓約女君","0"
"しっぷうのめいひ","しっぷうのヘカーテ","1","0","0","0","しっぷうのダークプリンセス","2121004","しっぷうのめいひめ","0"
"1000","1000000","1","0","0","0","100000000","2121005","10000000","0"
"小指","薬指","1","0","0","0","中指","2130004","親指","0"
"親指","中指","1","0","0","0","人差し指","2130005","薬指","0"
"薬指","人差し指","1","0","0","0","親指","2130006","中指","0"
"野菜","酒","1","0","0","0","米","2130007","肉","0"
"頑固者","世間知らず","1","0","0","0","料理人","2130008","貧乏人","0"
"原","床","1","0","0","0","尾","2130009","病","0"
"西","南","1","0","0","0","北","2130011","東","0"
"居間","台所","1","0","0","0","納戸","2130014","トイレ","0"
"六","九","1","0","0","0","八","2130015","七","0"
"ギター","三味線","1","0","0","0","ピアノ","2130016","琴","0"
"千変万化","天衣無法","1","0","0","0","馬耳東風","2130018","再三再四","0"
"貴重","格下","1","0","0","0","穀物","2130019","貢献","0"
"金券","掛軸","1","0","0","0","木刀","2130020","貝殻","0"
"無芸大食","羊頭苦肉","1","0","0","0","汚名返上","2130021","器用貧乏","0"
"夏","秋","1","0","0","0","冬","2130022","春","0"
"チュウ","ハン","1","0","0","0","タン","2130023","ホン","0"
"サン","タン","1","0","0","0","コン","2130024","イツ","0"
"キン","シン","1","0","0","0","テン","2130025","イン","0"
"木伊乃","木乃伊","1","0","0","0","乃伊木","2130026","伊乃木","0"
"ちょうおんとう","ぬるまゆ","1","0","0","0","ねっとう","2130027","さらゆ","0"
"口風琴","自鳴琴","1","0","0","0","鉄琴","2130028","手風琴","0"
"線描","素描","1","0","0","0","寸描","2130029","点描","0"
"不注意","用心しすぎ","1","0","0","0","平凡","2130030","大胆","0"
"麻雀","囲碁","1","0","0","0","双六","2130031","将棋","0"
"食事","釣り","1","0","0","0","女性","2130033","賭け事","0"
"鯵","鰯","1","0","0","0","鰹","2130034","鮪","0"
"突然のチャンス","良いときの邪魔者","1","0","0","0","災難続き","2130035","悪いときの助け船","0"
"薔薇","蓮","1","0","0","0","百合","2130036","菊","0"
"梅","菊","1","0","0","0","松","2130037","桜","0"
"いっき","いちる","1","0","0","0","いっぺん","2130039","いちまつ","0"
"生け花","サイコロ博打","1","0","0","0","指圧","2130041","タコ漁","0"
"カエル","クモ","1","0","0","0","ヤモリ","2130044","カマキリ","0"
"ネコ","カラス","1","0","0","0","スズムシ","2130045","カエル","0"
"居候","江戸っ子","1","0","0","0","武士","2130046","盗人","0"
"カモ","キジ","1","0","0","0","サギ","2130047","カラス","0"
"草","苔","1","0","0","0","芽","2130048","カビ","0"
"ずいし","すいこう","1","0","0","0","すいさつ","2130049","ついかく","0"
"車","翼","1","0","0","0","獅子","2130050","刀","0"
"酢をつける","味噌をつける","1","0","0","0","辛子をつける","2130052","塩をつける","0"
"筆いね","筆まめ","1","0","0","0","筆あわ","2130053","筆むぎ","0"
"あまねく","ようやく","1","0","0","0","ことごとく","2130054","しばらく","0"
"詩","詩人","1","0","0","0","詩を書く","2130055","詩集","0"
"あけび","いちじく","1","0","0","0","ざくろ","2130058","びわ","0"
"ぜんまい","うど","1","0","0","0","つくし","2130059","わらび","0"
"おみなえし","かきつばた","1","0","0","0","さるすべり","2130061","しょうぶ","0"
"ディープエターナル＝ディヴァイダー","エターナルアビス＝ディヴァイダー","1","0","0","0","エターナルアビス＝エアスラッシャー","2131001","ディープエターナル＝エアスラッシャー","0"
"アビステクノロジー・ヘルコード","ギアスアポクリフォ・タイラントコード","1","0","0","0","ギアスグリモワール・ナンバーオブサタン","2131002","アポカリプスコード・スリーシックス","0"
"百点満点","百面相","1","0","0","0","百人一首","2131003","百貨店","0"
"お仕事","推し事","1","0","0","0","愛言葉","2131004","胸の内","0"
"ファイト","キャンプ","1","0","0","0","マラソン","2131005","クルーズ","0"
"ヤゴ","オタマジャクシ","1","0","0","0","ゲンゴロウ","2210001","アオダイショウ","0"
"しっぽ","角","1","0","0","0","耳","2210003","翼","0"
"サンゴ","イナゴ","1","0","0","0","ロンゴ","2210004","ダンゴ","0"
"コウノトリ","カラス","1","0","0","0","オウム","2210005","ペリカン","0"
"オニオン","ジンジャー","1","0","0","0","ターメリック","2210006","ガーリック","0"
"ドリアン","アボカド","1","0","0","0","ランブータン","2210007","マンゴー","0"
"パール","パクチー","1","0","0","0","パーシー","2210008","パンジー","0"
"ハクサイ","ニンジン","1","0","0","0","キュウリ","2210009","ピーマン","0"
"鳥類","魚類","1","0","0","0","は虫類","2210011","哺乳類","0"
"慣れ","免疫","1","0","0","0","自己防衛","2210012","罷免","0"
"口","耳","1","0","0","0","目","2210013","鼻","0"
"イヌ科","イタチ科","1","0","0","0","ネコ科","2210015","リス科","0"
"おじいさん","お母さん","1","0","0","0","おばあさん","2210016","お父さん","0"
"耳","鼻","1","0","0","0","目","2210018","口","0"
"アユ","サケ","1","0","0","0","コイ","2210019","サバ","0"
"ヒツジ","ラクダ","1","0","0","0","ゴリラ","2210020","パンダ","0"
"ライオン","チーター","1","0","0","0","トラ","2210021","ダチョウ","0"
"キツツキ","オウム","1","0","0","0","フクロウ","2210022","カッコウ","0"
"物知らず","親知らず","1","0","0","0","八重歯","2210024","情知らず","0"
"コウノトリ","クジャク","1","0","0","0","ライチョウ","2210025","フラミンゴ","0"
"タカアシガニ","タラバガニ","1","0","0","0","モクズガニ","2210026","ズワイガニ","0"
"レモン糖","ブドウ糖","1","0","0","0","イチゴ糖","2210027","ミカン糖","0"
"シイタケ","ソデタケ","1","0","0","0","マイタケ","2210029","マツタケ","0"
"キャビア","トリュフ","1","0","0","0","ナツメグ","2210030","フォアグラ","0"
"解体動物","軟体動物","1","0","0","0","変体動物","2210032","剛体動物","0"
"レタス","ピーマン","1","0","0","0","キャベツ","2210034","モヤシ","0"
"なたまめ","そらまめ","1","0","0","0","くろまめ","2210035","えんどうまめ","0"
"ヒラメ筋","上腕二頭筋","1","0","0","0","上腕五頭筋","2210037","上腕一頭筋","0"
"黄","赤","1","0","0","0","緑","2210040","青","0"
"5匹","1匹","1","0","0","0","10匹","2210041","20匹","0"
"前脚","耳","1","0","0","0","尻尾","2210042","鼻","0"
"湖","海","1","0","0","0","池","2210045","川","0"
"首が360度回る","くちばしが膨らむ","1","0","0","0","木をつついて穴をあける","2210046","地上を高速で走る","0"
"ペンション","貝","1","0","0","0","小石","2210047","サンゴ","0"
"サザンカ","サクラ","1","0","0","0","キク","2210048","アサガオ","0"
"くしゃみ","いびき","1","0","0","0","あくび","2210049","しゃっくり","0"
"頭あい骨","頭がい骨","1","0","0","0","頭こう骨","2210050","頭とう骨","0"
"46℃前後","36℃前後","1","0","0","0","56℃前後","2210051","26℃前後","0"
"カマドウマ","カメレオン","1","0","0","0","ハンミョウ","2210052","キリギリス","0"
"タバスコウオ","サンショウウオ","1","0","0","0","シチミトウガラシウオ","2210054","コショウウオ","0"
"ツキノワグマ","クマゲラ","1","0","0","0","ヒグマ","2210056","ホッキョクグマ","0"
"すっぱい","あつい","1","0","0","0","あまい","2210057","にがい","0"
"トンボ","ホタル","1","0","0","0","ハチ","2210058","セミ","0"
"ホットドッグ","ブルドッグ","1","0","0","0","アメリカンドッグ","2210059","ソルティドッグ","0"
"ツツジ","イチョウ","1","0","0","0","ハゼノキ","2210060","モミジ","0"
"キョウカ","ユニ","1","0","0","0","ミミ","2211001","ミソギ","0"
"～であーる","～ッス","1","0","0","0","～だぴょん♪","2211002","～ガオッ","0"
"コッコロ","キャル","1","0","0","0","シェフィ","2211003","ぺコリーヌ","0"
"イオせんせー","ちゃんイオ","1","0","0","0","イオ殿","2211004","イオっち","0"
"クリア","ミソラ","1","0","0","0","プレシア","2211005","リリ","0"
"このみ","くまのみ","1","0","0","0","ゆのみ","2220001","やしのみ","0"
"アジサイ","サザンカ","1","0","0","0","アサガオ","2220002","タンポポ","0"
"6本","8本","1","0","0","0","12本","2220005","10本","0"
"ミカン科","ナス科","1","0","0","0","ウリ科","2220006","バラ科","0"
"トノガメ","オサガメ","1","0","0","0","ババガメ","2220007","ジジガメ","0"
"パイナップル","キーウィ","1","0","0","0","マンゴー","2220008","パパイヤ","0"
"カミ","アシ","1","0","0","0","カカト","2220009","ミミ","0"
"血液を作る","役に立っていない","1","0","0","0","解毒の機能がある","2220010","食べ物を消化する","0"
"チンパンジー","ニホンザル","1","0","0","0","オランウータン","2220012","ゴリラ","0"
"クツワムシ","スズムシ","1","0","0","0","クワガタムシ","2220015","マツムシ","0"
"アマゾネスオオカブト","ヘラクレスオオカブト","1","0","0","0","ペルセウスオオカブト","2220016","アキレスオオカブト","0"
"3つ","4つ","1","0","0","0","分かれていない","2220017","2つ","0"
"ヒグマ","ホッキョクグマ","1","0","0","0","アメリカクロクマ","2220018","ツキノワグマ","0"
"テントウムシ","カマキリ","1","0","0","0","セミ","2220019","クワガタ","0"
"貯頬","頬袋","1","0","0","0","頬冠","2220020","肌頬","0"
"カノコユリ","コチョウラン","1","0","0","0","ボタンキンバイ","2220021","ベニバナクサギ","0"
"心房","細胞","1","0","0","0","棍棒","2220022","脂肪","0"
"バッタ","コオロギ","1","0","0","0","アリ","2220023","キリギリス","0"
"サメ","フグ","1","0","0","0","シャチ","2220024","アンコウ","0"
"め","く","1","0","0","0","て","2220025","い","0"
"イカ","クラゲ","1","0","0","0","タコ","2220026","ウニ","0"
"イカ","ウニ","1","0","0","0","タコ","2220027","クラゲ","0"
"羊","牛","1","0","0","0","ラクダ","2220028","犬","0"
"うさぎ","さなぎ","1","0","0","0","さかき","2220030","なぎさ","0"
"カメレオン","ワニ","1","0","0","0","カバ","2220031","ヘビ","0"
"チンパンジー","マントヒヒ","1","0","0","0","オランウータン","2220033","ゴリラ","0"
"カナブン","クワガタ","1","0","0","0","カマキリ","2220034","カブトムシ","0"
"7週間後","7年後","1","0","0","0","7日後","2220038","7ヵ月後","0"
"アジサイ","ウメ","1","0","0","0","コスモス","2220040","ヒマワリ","0"
"頭","足","1","0","0","0","腰","2220042","手","0"
"和名","学名","1","0","0","0","実名","2220043","本名","0"
"モモ・サピエンス","ホモ・サピエンス","1","0","0","0","イモ・アジエンス","2220044","ホモ・アジエンス","0"
"カブトムシ","トンボ","1","0","0","0","スズムシ","2220046","セミ","0"
"束子植物","種子植物","1","0","0","0","芥子植物","2220047","硝子植物","0"
"毛頭血管","毛細血管","1","0","0","0","毛深血管","2220048","毛様血管","0"
"両生類","貝類","1","0","0","0","魚類","2220049","鳥類","0"
"カニ","クラゲ","1","0","0","0","フジツボ","2220050","エビ","0"
"ヤマアラシ","アルマジロ","1","0","0","0","オオアリクイ","2220051","ハリネズミ","0"
"脂質","水","1","0","0","0","炭水化物","2220052","たんぱく質","0"
"スズメ","ライチョウ","1","0","0","0","カワセミ","2220054","カッコウ","0"
"骨","皮膚","1","0","0","0","脂肪","2220056","毛","0"
"泌尿器","呼吸器","1","0","0","0","消化器","2220057","循環器","0"
"イカ","ウニ","1","0","0","0","エビ","2220058","タコ","0"
"法子","胞子","1","0","0","0","奉仕","2220059","法師","0"
"マツタケ","シメジ","1","0","0","0","ナメコ","2220060","マイタケ","0"
"リリ","ミミ","1","0","0","0","イノリ","2221001","キョウカ","0"
"トライロッカー","トラタイガー","1","0","0","0","トラライオン","2221002","タラトイガー","0"
"ぺんぺこりん","ぺんぽこりん","1","0","0","0","ぷんぽこりん","2221003","ぽんこりん","0"
"ミサキ","ミヤコ","1","0","0","0","クルミ","2221004","トモ","0"
"ワニドロロ","ドロゲーター","1","0","0","0","タテマツリワニ","2221005","ワニゴン","0"
"アルガン","アルベド","1","0","0","0","アルキン","2230001","アルヘナ","0"
"トラベリング","シバリング","1","0","0","0","シャーリング","2230003","アイドリング","0"
"腎臓","膵臓","1","0","0","0","心臓","2230005","肝臓","0"
"ピーナッツ","ピーヘン","1","0","0","0","ピーチ","2230007","ピーラー","0"
"マウンティング","クラッタリング","1","0","0","0","ギャザリング","2230008","グルーミング","0"
"イヌザメ科","ネズミザメ科","1","0","0","0","イタチザメ科","2230010","ネコザメ科","0"
"ポピーマリー","ローズマリー","1","0","0","0","サンフラワーマリー","2230012","デイジーマリー","0"
"スリット","フランジ","1","0","0","0","ラチェット","2230013","レバー","0"
"フジ","アジサイ","1","0","0","0","シダレザクラ","2230014","スミレ","0"
"根","実","1","0","0","0","茎","2230015","葉","0"
"ミラクルフルーツ","ドラゴンフルーツ","1","0","0","0","パッションフルーツ","2230016","ジャックフルーツ","0"
"ホウレンソウ","ブロッコリー","1","0","0","0","チンゲンサイ","2230017","キャベツ","0"
"こんご","ぜいご","1","0","0","0","けいご","2230018","でいご","0"
"人間のほうが多い","同じ","1","0","0","0","個体によって違う","2230019","キリンのほうが多い","0"
"ジャコウクマ科","ジャコウネコ科","1","0","0","0","ジャコウウマ科","2230021","ジャコウイヌ科","0"
"セリ科","シソ科","1","0","0","0","イネ科","2230022","キク科","0"
"縞模様","白","1","0","0","0","赤","2230023","黒","0"
"ヌートリア","カピバラ","1","0","0","0","チンチラ","2230024","ビーバー","0"
"ドジョウ","ナマズ","1","0","0","0","マグロ","2230026","ウナギ","0"
"ヒマワリトンボ","ムギワラトンボ","1","0","0","0","タンポポトンボ","2230027","バナナトンボ","0"
"カブトムシ","カイコ","1","0","0","0","クワガタ","2230028","トンボ","0"
"鰆","鰻","1","0","0","0","鮪","2230029","山女魚","0"
"1つ","3つ","1","0","0","0","5つ","2230030","2つ","0"
"ホホジロザメ","シーラカンス","1","0","0","0","ミミックオクトパス","2230031","マンタ","0"
"侍帽筋","僧帽筋","1","0","0","0","王帽筋","2230032","兵帽筋","0"
"尾ひれ","うろこ","1","0","0","0","口","2230033","目","0"
"YY","XY","1","0","0","0","XZ","2230034","XX","0"
"7本","0本","1","0","0","0","23本","2230036","15本","0"
"スズキ","イトウ","1","0","0","0","タカハシ","2230037","サトウ","0"
"イヌ科","イタチ科","1","0","0","0","ネコ科","2230038","リス科","0"
"ブタ科","イヌ科","1","0","0","0","ジャコウネコ科","2230040","ネコ科","0"
"ヤゴ","ボウフラ","1","0","0","0","アリジゴク","2230043","イモムシ","0"
"カブトムシ","カマキリ","1","0","0","0","クワガタ","2230044","クモ","0"
"ふり返り","こむら返り","1","0","0","0","生き返り","2230045","おうむ返し","0"
"スミレ科","イネ科","1","0","0","0","ユリ科","2230046","ツツジ科","0"
"広葉樹","落葉樹","1","0","0","0","常緑樹","2230048","針葉樹","0"
"カロロフィル","クロロフィル","1","0","0","0","キロロフィル","2230049","ケロロフィル","0"
"ニワトリ","フクロウ","1","0","0","0","ハト","2230050","カッコウ","0"
"星見草","月見草","1","0","0","0","星夜草","2230051","月夜草","0"
"ウグイス貝","オウム貝","1","0","0","0","スズメ貝","2230052","カラス貝","0"
"カイカイ","アイアイ","1","0","0","0","ハイハイ","2230053","マイマイ","0"
"カツオ筋","ヒラメ筋","1","0","0","0","マグロ筋","2230055","アナゴ筋","0"
"石油","脂肪","1","0","0","0","夢","2230058","水","0"
"タヌキ","ネコ","1","0","0","0","キツネ","2230059","イヌ","0"
"ラッパー","ケッパー","1","0","0","0","アッパー","2230061","ペッパー","0"
"ノエルの淑女","聖女仮面","1","0","0","0","白銀マスク","2231001","マスク・ド・ジュン","0"
"コッコロ","アオイ","1","0","0","0","イリヤ","2231002","アヤネ","0"
"カスタネット","タンバリン","1","0","0","0","マラカス","2231003","太鼓","0"
"クロエ","ユニ","1","0","0","0","アオイ","2231004","チエル","0"
"ニノン","スズナ","1","0","0","0","キャル","2231005","エリコ","0"
"2","1","1","0","0","0","0.5","2310002","0","0"
"火星","月","1","0","0","0","水星","2310003","太陽","0"
"火星","土星","1","0","0","0","金星","2310005","水星","0"
"トルコ石","ルビー","1","0","0","0","真珠","2310006","エメラルド","0"
"寒帯低気圧","熱帯低気圧","1","0","0","0","乾燥帯低気圧","2310009","温帯低気圧","0"
"ミリバール","デシベル","1","0","0","0","キログラム","2310010","ヘクトパスカル","0"
"キログラム","カロリー","1","0","0","0","リットル","2310011","メートル","0"
"24","6","1","0","0","0","9","2310012","12","0"
"36時間","24時間","1","0","0","0","48時間","2310014","12時間","0"
"1kgの砂","すべて同じ","1","0","0","0","1kgの綿","2310015","1kgの鉄","0"
"1520分","1440分","1","0","0","0","1600分","2310016","1360分","0"
"E","M","1","0","0","0","W","2310017","N","0"
"黄夜","白夜","1","0","0","0","赤夜","2310018","黒夜","0"
"白","黒","1","0","0","0","ピンク","2310019","赤","0"
"60度","45度","1","0","0","0","90度","2310020","30度","0"
"ブルーホール","ブラックホール","1","0","0","0","ホワイトホール","2310021","レッドホール","0"
"360度","720度","1","0","0","0","540度","2310023","180度","0"
"22","21","1","0","0","0","23","2310024","20","0"
"泥の川","天の川","1","0","0","0","紀の川","2310025","湯の川","0"
"水素","質素","1","0","0","0","炭素","2310026","窒素","0"
"10メートル","0.01メートル","1","0","0","0","100メートル","2310027","0.1メートル","0"
"スパッツ","ヘルツ","1","0","0","0","ワッツ","2310028","ワルツ","0"
"ショール","スコール","1","0","0","0","イコール","2310030","クロール","0"
"人工衛星との衝突","隕石との衝突","1","0","0","0","地面からの爆発","2310031","ロケットとの衝突","0"
"165.24日","365.24日","1","0","0","0","465.24日","2310032","265.24日","0"
"約49.5日","約29.5日","1","0","0","0","約59.5日","2310034","約39.5日","0"
"割層","断層","1","0","0","0","高層","2310035","切層","0"
"酸化","沸騰","1","0","0","0","液化","2310036","爆発","0"
"寒点","氷点","1","0","0","0","冷点","2310037","固点","0"
"6キロ","2キロ","1","0","0","0","8キロ","2310038","4キロ","0"
"5050","0","1","0","0","0","-500","2310039","50","0"
"金環日食","皆既日食","1","0","0","0","全体日食","2310041","部分日食","0"
"反発","抵抗","1","0","0","0","対立","2310042","反抗","0"
"マイル","コイル","1","0","0","0","ネイル","2310043","ホイル","0"
"デシリットル","ミリメートル","1","0","0","0","キロリットル","2310044","ミリリットル","0"
"150","200","1","0","0","0","155","2310045","160","0"
"3－2","3×2","1","0","0","0","2＋3","2310047","3＋2","0"
"三日月","満月","1","0","0","0","新月","2310049","半月","0"
"銅","銭","1","0","0","0","鉄","2310051","銀","0"
"未絶体","半導体","1","0","0","0","中縁体","2310052","不導体","0"
"R波","P波","1","0","0","0","S波","2310053","Q波","0"
"米1合","水1リットル","1","0","0","0","1万円札で100万円","2310054","1円玉100枚","0"
"黒潮","干潮","1","0","0","0","満潮","2310056","赤潮","0"
"高さ","円周率","1","0","0","0","2","2310059","底辺","0"
"霰","霜","1","0","0","0","雹","2310060","雷","0"
"1100","1200","1","0","0","0","1000","2311001","1480","0"
"700","630","1","0","0","0","540","2311002","460","0"
"5400","6400","1","0","0","0","7980","2311003","1600","0"
"トーゴク","ランドソル","1","0","0","0","セントールス","2311004","オーマ","0"
"1150ルピ","1100ルピ","1","0","0","0","950ルピ","2311005","1000ルピ","0"
"180度","90度","1","0","0","0","360度","2320001","0度","0"
"7本","5本","1","0","0","0","9本","2320004","2本","0"
"キミレス","アンタレス","1","0","0","0","オイラレス","2320005","ボクレス","0"
"ゼミナール","ルミノール","1","0","0","0","ファール","2320006","ノネナール","0"
"600℃","6000℃","1","0","0","0","60000℃","2320008","60℃","0"
