f70513c4862f671dc7f5e6f383c3a437b1cf3e79f43a0a79083696c39d59ae21,f9af545ec77947e0b792cd7d1cff6e4ee3fd08c42ac1c360192af6542fbfe1ca,91ca5232db76d83e3a03fadd3e87de1274e33818305ab0a8aa4afe1c3ae842c8,961df0aa85fa73ab05e2262cceb92163ca73efb97deea9c0c780eff7384d903a,b7d8ee0d290f8179f0fd8466142488ea9c8b2b86809f53bbba875e6d29bffdd2,28ab10281d988260ac301cfa8a1e367058b28b6f0d0a659e73a2ea8a290dba10,c1c6c12dc0172cd29a763148420fe146b09fad18d0d25502f2c78ec3765e4166,892cac78f411b17f24ca42b8d848553ac8e2546c6836b7dcddc7ad45246d13be,beaca290d5420e66644ad123b66ac306462a495b38ce694e90e77b3b224f1be9
"0.9","62","0","320100407","3","30","452","2","502010408"
"0.65","13","0","320100407","1","29","453","3","0"
"0.9","60","0","320100408","1","40","454","1","0"
"1","10","0","320100409","1","0","455","1","0"
"1","-35","0","320100410","1","-20","456","1","0"
"0.7","40","0","320100506","2","-74","457","1","502010501"
"1","67","0","320100506","3","13","458","2","502010503"
"0.65","11","0","320100506","1","43.5","459","3","0"
"0.7","50","0","320100507","2","-68","460","1","502010506"
"0.9","62","0","320100507","3","30","461","2","502010508"
"0.65","13","0","320100507","1","29","462","3","0"
"0.9","60","0","320100508","1","40","463","1","0"
"1","10","0","320100509","1","0","464","1","0"
"1","-35","0","320100510","1","-20","465","1","0"
