17233d0ba18685b7ef03785a329aad8f2f71363479347a63762e1ab22408fafe,7a0feea4b2ad91e8f7e64fa473f18d1e49f1565166bc25e9fd202abd3e41fb96,0a30b5f7f1bf1abeb643e2d698233342b7ef36c70f8dfe7c4ebfbb0928c93ba3,a1050161cfeff46da772d06617b4d1f31be7d855cdb1493f8a6aaf41aba75b59,315a800a513a159bf38feed0659d07f1db4799c27036363459bb2d88695d6837
"151","3","331","0","1070"
"152","4","332","0","1070"
"153","1","333","0","1071"
"154","2","335","0","1071"
"155","3","336","0","1071"
"156","4","337","0","1071"
"157","1","338","0","1072"
"158","2","340","0","1072"
"159","3","341","0","1072"
"160","4","342","0","1072"
"161","1","343","0","1073"
"162","2","345","0","1073"
"163","3","346","0","1073"
"164","4","347","0","1073"
"165","1","348","0","1074"
"166","2","350","0","1074"
"167","3","351","0","1074"
"168","4","352","0","1074"
"169","1","353","0","1075"
"170","2","355","0","1075"
"171","3","356","0","1075"
"172","4","357","0","1075"
"173","1","358","0","1076"
"174","2","360","0","1076"
"175","3","361","0","1076"
"176","4","362","0","1076"
"177","1","363","0","1077"
"178","2","365","0","1077"
"179","3","366","0","1077"
"180","4","367","0","1077"
"181","1","368","0","1078"
"182","2","370","0","1078"
"183","3","371","0","1078"
"184","4","372","0","1078"
"185","1","373","0","1079"
"186","2","375","0","1079"
"187","3","376","0","1079"
"188","4","377","0","1079"
"189","1","378","0","1080"
"190","2","380","0","1080"
"191","3","381","0","1080"
"192","4","382","0","1080"
"193","1","383","0","1081"
"194","2","385","0","1081"
"195","3","386","0","1081"
"196","4","387","0","1081"
"197","1","388","0","1082"
"198","2","390","0","1082"
"199","3","391","0","1082"
"200","4","392","0","1082"
"201","1","393","0","1083"
"202","2","395","0","1083"
"203","3","396","0","1083"
"204","4","397","0","1083"
"205","1","398","0","1084"
"206","2","400","0","1084"
"207","3","401","0","1084"
"208","4","402","0","1084"
"209","1","403","0","1085"
"210","2","405","0","1085"
"211","3","406","0","1085"
"212","4","407","0","1085"
"213","1","408","0","1086"
"214","2","410","0","1086"
"215","3","411","0","1086"
"216","4","412","0","1086"
"217","1","413","0","1087"
"218","2","415","0","1087"
"219","3","416","0","1087"
"220","4","417","0","1087"
"221","1","418","0","1088"
"222","2","420","0","1088"
"223","3","421","0","1088"
"224","4","422","0","1088"
"225","1","423","0","1089"
"226","2","425","0","1089"
"227","3","426","0","1089"
"228","4","427","0","1089"
"229","1","428","0","1090"
"230","2","430","0","1090"
"231","3","431","0","1090"
"232","4","432","0","1090"
"233","1","433","0","1091"
"234","2","435","0","1091"
"235","3","436","0","1091"
"236","4","437","0","1091"
"237","1","438","0","1092"
"238","2","440","0","1092"
"239","3","441","0","1092"
"240","4","442","0","1092"
"241","1","443","0","1093"
"242","2","445","0","1093"
"243","3","446","0","1093"
"244","4","447","0","1093"
"245","1","448","0","1094"
"246","2","450","0","1094"
"247","3","451","0","1094"
"248","4","452","0","1094"
"249","1","453","0","1095"
"250","2","455","0","1095"
"251","3","456","0","1095"
"252","4","457","0","1095"
"253","1","458","0","1096"
"254","2","460","0","1096"
"255","3","461","0","1096"
"256","4","462","0","1096"
"257","1","463","0","1097"
"258","2","465","0","1097"
"259","3","466","0","1097"
"260","4","467","0","1097"
"261","1","468","0","1098"
"262","2","470","0","1098"
"263","3","471","0","1098"
"264","4","472","0","1098"
"265","1","473","0","1099"
"266","2","475","0","1099"
"267","3","476","0","1099"
"268","4","477","0","1099"
"269","1","478","0","1100"
"270","2","480","0","1100"
"271","3","481","0","1100"
"272","4","482","0","1100"
"273","1","483","0","1101"
"274","2","485","0","1101"
"275","3","486","0","1101"
"276","4","487","0","1101"
"277","1","488","0","1102"
"278","2","490","0","1102"
"279","3","491","0","1102"
"280","4","492","0","1102"
"281","1","493","0","1103"
"282","2","495","0","1103"
"283","3","496","0","1103"
"284","4","497","0","1103"
