950a8a5dcfcfece01a4c40229a8932beedee6d17cf583c8d883244b43a8de088,5292afe01a2af0e678d15d824cf645fd461f75c7a50b7dc74e5fa60b565cd3db,f4d968c22b70ffd3a162f91901628a83376e5ea8d707de475e8f62c1c7206eb4,7da95e25258277fad79e3adb530529d74d37cecf44427643824919b071b07be5,546046b734d033b5435f6556e2208d296402bfb275737bdeadaa07b2a5a3475b,f1e517a8566b32d61d3f5a2e29c65491c9e4587fe9e9fdfe0dbcda13464d9fa3,1d6d6c103e76e1e29dfcafab011fdbd6d67d6ff9d90b1fe911060aa8e3c864ce,38ed6e81a401f69dad15d4c7b8f509931e2b83c3146621c3cfa5de5e5778b2aa,360491fc33f59a029962e0acad056b957b68e04a3dc5a48fe2fe71fc560d8592,7d722853d351789098bb1573bc1edba4705821abbbfba81c8ebcc8caa8428d4e,44bcaa7c252ec9ecd11d6c4cb5adf3055b4a280c7a78f7bd2c9da6f3e7371786,5eea9a608f0bc38535809101f477513cc4ec5d918132f348560465728bd22434,8c5917c42f142e9546c2a7454271739e1f0055b42852ba30d546fb0aa57059c6,fc7b1446b34a315892c9e454014fcee3b1e045c7b7e1c627f942a447c13850ab,00c03ada35a463d4de818c0069d210b76aa954502da201bc8859c1b2b56c47c9,ce87a43dbda8f9a5523732104b1d29f209fd201910d92fa24bf8918e27282e42,63c4ea62cfa367ca78d5b769a75284ec92312a0b496fb2fcfbef0b0ff125697b,d6d631e667c08c10dd87db69fa0a083ff81ae3ddcec4896a7ce8c8b6cf849e8d,86ccb4edbc8c7f127590ca5c6c700e5c473aa3f5bc3deab3de30ff3e7adcda2a,cc1d60f268241ab62cf6f9f47d15d79c0c31c0de142cfcf9104f856a8b93db02,27842f9c75309aab3beaddd7a923e76fd7ec3ecdf455c3b21cb4b6575df81d87
"19","90006","-1","2","0","1","1002","0","0","500","10001","8","0","31022","2","0","0","91002","0","5","500"
"20","90006","20","2","0","1","1003","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"21","90006","100","2","0","1","1003","0","0","4500","21","8","0","31042","2","0","0","91002","0","25","4500"
"22","90006","250","2","0","1","1003","0","0","4000","101","8","0","31042","2","0","0","91002","0","20","4000"
"23","90006","500","2","0","1","1003","0","0","3500","251","8","0","31042","2","0","0","91002","0","18","3500"
"24","90006","1000","2","0","1","1003","0","0","3000","501","8","0","31042","2","0","0","91002","0","16","3000"
"25","90006","2000","2","0","1","1003","0","0","2500","1001","8","0","31042","2","0","0","91002","0","14","2500"
"26","90006","3000","2","0","1","1003","0","0","2000","2001","8","0","31042","2","0","0","91002","0","12","2000"
"27","90006","5000","2","0","1","1003","0","0","1500","3001","8","0","31042","2","0","0","91002","0","10","1500"
"28","90006","10000","2","0","1","1003","0","0","1000","5001","8","0","31042","2","0","0","91002","0","8","1000"
"29","90006","-1","2","0","1","1003","0","0","500","10001","8","0","31042","2","0","0","91002","0","5","500"
"30","90006","20","2","0","1","1004","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"31","90006","100","2","0","1","1004","0","0","4500","21","8","0","31018","2","0","0","91002","0","25","4500"
"32","90006","250","2","0","1","1004","0","0","4000","101","8","0","31018","2","0","0","91002","0","20","4000"
"33","90006","500","2","0","1","1004","0","0","3500","251","8","0","31018","2","0","0","91002","0","18","3500"
"34","90006","1000","2","0","1","1004","0","0","3000","501","8","0","31018","2","0","0","91002","0","16","3000"
"35","90006","2000","2","0","1","1004","0","0","2500","1001","8","0","31018","2","0","0","91002","0","14","2500"
"36","90006","3000","2","0","1","1004","0","0","2000","2001","8","0","31018","2","0","0","91002","0","12","2000"
"37","90006","5000","2","0","1","1004","0","0","1500","3001","8","0","31018","2","0","0","91002","0","10","1500"
"38","90006","10000","2","0","1","1004","0","0","1000","5001","8","0","31018","2","0","0","91002","0","8","1000"
"39","90006","-1","2","0","1","1004","0","0","500","10001","8","0","31018","2","0","0","91002","0","5","500"
"40","90006","20","2","0","1","1005","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"41","90006","100","2","0","1","1005","0","0","4500","21","8","0","31025","2","0","0","91002","0","25","4500"
"42","90006","250","2","0","1","1005","0","0","4000","101","8","0","31025","2","0","0","91002","0","20","4000"
"43","90006","500","2","0","1","1005","0","0","3500","251","8","0","31025","2","0","0","91002","0","18","3500"
"44","90006","1000","2","0","1","1005","0","0","3000","501","8","0","31025","2","0","0","91002","0","16","3000"
"45","90006","2000","2","0","1","1005","0","0","2500","1001","8","0","31025","2","0","0","91002","0","14","2500"
"46","90006","3000","2","0","1","1005","0","0","2000","2001","8","0","31025","2","0","0","91002","0","12","2000"
"47","90006","5000","2","0","1","1005","0","0","1500","3001","8","0","31025","2","0","0","91002","0","10","1500"
"48","90006","10000","2","0","1","1005","0","0","1000","5001","8","0","31025","2","0","0","91002","0","8","1000"
"49","90006","-1","2","0","1","1005","0","0","500","10001","8","0","31025","2","0","0","91002","0","5","500"
"50","90006","20","2","0","1","1006","0","0","5000","1","8","0","31043","2","0","0","91002","0","30","5000"
"51","90006","100","2","0","1","1006","0","0","4500","21","8","0","31043","2","0","0","91002","0","25","4500"
"52","90006","250","2","0","1","1006","0","0","4000","101","8","0","31043","2","0","0","91002","0","20","4000"
"53","90006","500","2","0","1","1006","0","0","3500","251","8","0","31043","2","0","0","91002","0","18","3500"
"54","90006","1000","2","0","1","1006","0","0","3000","501","8","0","31043","2","0","0","91002","0","16","3000"
"55","90006","2000","2","0","1","1006","0","0","2500","1001","8","0","31043","2","0","0","91002","0","14","2500"
"56","90006","3000","2","0","1","1006","0","0","2000","2001","8","0","31043","2","0","0","91002","0","12","2000"
"57","90006","5000","2","0","1","1006","0","0","1500","3001","8","0","31043","2","0","0","91002","0","10","1500"
"58","90006","10000","2","0","1","1006","0","0","1000","5001","8","0","31043","2","0","0","91002","0","8","1000"
"59","90006","-1","2","0","1","1006","0","0","500","10001","8","0","31043","2","0","0","91002","0","5","500"
"60","90006","20","2","0","1","1007","0","0","5000","1","8","0","31022","2","0","0","91002","0","30","5000"
"61","90006","100","2","0","1","1007","0","0","4500","21","8","0","31022","2","0","0","91002","0","25","4500"
"62","90006","250","2","0","1","1007","0","0","4000","101","8","0","31022","2","0","0","91002","0","20","4000"
"63","90006","500","2","0","1","1007","0","0","3500","251","8","0","31022","2","0","0","91002","0","18","3500"
"64","90006","1000","2","0","1","1007","0","0","3000","501","8","0","31022","2","0","0","91002","0","16","3000"
"65","90006","2000","2","0","1","1007","0","0","2500","1001","8","0","31022","2","0","0","91002","0","14","2500"
"66","90006","3000","2","0","1","1007","0","0","2000","2001","8","0","31022","2","0","0","91002","0","12","2000"
"67","90006","5000","2","0","1","1007","0","0","1500","3001","8","0","31022","2","0","0","91002","0","10","1500"
"68","90006","10000","2","0","1","1007","0","0","1000","5001","8","0","31022","2","0","0","91002","0","8","1000"
"69","90006","-1","2","0","1","1007","0","0","500","10001","8","0","31022","2","0","0","91002","0","5","500"
"70","90006","20","2","0","1","1008","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"71","90006","100","2","0","1","1008","0","0","4500","21","8","0","31042","2","0","0","91002","0","25","4500"
"72","90006","250","2","0","1","1008","0","0","4000","101","8","0","31042","2","0","0","91002","0","20","4000"
"73","90006","500","2","0","1","1008","0","0","3500","251","8","0","31042","2","0","0","91002","0","18","3500"
"74","90006","1000","2","0","1","1008","0","0","3000","501","8","0","31042","2","0","0","91002","0","16","3000"
"75","90006","2000","2","0","1","1008","0","0","2500","1001","8","0","31042","2","0","0","91002","0","14","2500"
"76","90006","3000","2","0","1","1008","0","0","2000","2001","8","0","31042","2","0","0","91002","0","12","2000"
"77","90006","5000","2","0","1","1008","0","0","1500","3001","8","0","31042","2","0","0","91002","0","10","1500"
"78","90006","10000","2","0","1","1008","0","0","1000","5001","8","0","31042","2","0","0","91002","0","8","1000"
"79","90006","-1","2","0","1","1008","0","0","500","10001","8","0","31042","2","0","0","91002","0","5","500"
"80","90006","20","2","0","1","1009","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"81","90006","100","2","0","1","1009","0","0","4500","21","8","0","31018","2","0","0","91002","0","25","4500"
"82","90006","250","2","0","1","1009","0","0","4000","101","8","0","31018","2","0","0","91002","0","20","4000"
"83","90006","500","2","0","1","1009","0","0","3500","251","8","0","31018","2","0","0","91002","0","18","3500"
"84","90006","1000","2","0","1","1009","0","0","3000","501","8","0","31018","2","0","0","91002","0","16","3000"
"85","90006","2000","2","0","1","1009","0","0","2500","1001","8","0","31018","2","0","0","91002","0","14","2500"
"86","90006","3000","2","0","1","1009","0","0","2000","2001","8","0","31018","2","0","0","91002","0","12","2000"
"87","90006","5000","2","0","1","1009","0","0","1500","3001","8","0","31018","2","0","0","91002","0","10","1500"
"88","90006","10000","2","0","1","1009","0","0","1000","5001","8","0","31018","2","0","0","91002","0","8","1000"
"89","90006","-1","2","0","1","1009","0","0","500","10001","8","0","31018","2","0","0","91002","0","5","500"
"90","90006","20","2","0","1","1010","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"91","90006","100","2","0","1","1010","0","0","4500","21","8","0","31025","2","0","0","91002","0","25","4500"
"92","90006","250","2","0","1","1010","0","0","4000","101","8","0","31025","2","0","0","91002","0","20","4000"
"93","90006","500","2","0","1","1010","0","0","3500","251","8","0","31025","2","0","0","91002","0","18","3500"
"94","90006","1000","2","0","1","1010","0","0","3000","501","8","0","31025","2","0","0","91002","0","16","3000"
"95","90006","2000","2","0","1","1010","0","0","2500","1001","8","0","31025","2","0","0","91002","0","14","2500"
"96","90006","3000","2","0","1","1010","0","0","2000","2001","8","0","31025","2","0","0","91002","0","12","2000"
"97","90006","5000","2","0","1","1010","0","0","1500","3001","8","0","31025","2","0","0","91002","0","10","1500"
"98","90006","10000","2","0","1","1010","0","0","1000","5001","8","0","31025","2","0","0","91002","0","8","1000"
"99","90006","-1","2","0","1","1010","0","0","500","10001","8","0","31025","2","0","0","91002","0","5","500"
"100","90006","20","2","0","1","1011","0","0","5000","1","8","0","31043","2","0","0","91002","0","30","5000"
"101","90006","100","2","0","1","1011","0","0","4500","21","8","0","31043","2","0","0","91002","0","25","4500"
"102","90006","250","2","0","1","1011","0","0","4000","101","8","0","31043","2","0","0","91002","0","20","4000"
"103","90006","500","2","0","1","1011","0","0","3500","251","8","0","31043","2","0","0","91002","0","18","3500"
"104","90006","1000","2","0","1","1011","0","0","3000","501","8","0","31043","2","0","0","91002","0","16","3000"
"105","90006","2000","2","0","1","1011","0","0","2500","1001","8","0","31043","2","0","0","91002","0","14","2500"
"106","90006","3000","2","0","1","1011","0","0","2000","2001","8","0","31043","2","0","0","91002","0","12","2000"
"107","90006","5000","2","0","1","1011","0","0","1500","3001","8","0","31043","2","0","0","91002","0","10","1500"
"108","90006","10000","2","0","1","1011","0","0","1000","5001","8","0","31043","2","0","0","91002","0","8","1000"
"109","90006","-1","2","0","1","1011","0","0","500","10001","8","0","31043","2","0","0","91002","0","5","500"
"110","90006","20","2","0","1","1012","0","0","5000","1","8","0","31022","2","0","0","91002","0","30","5000"
"111","90006","100","2","0","1","1012","0","0","4500","21","8","0","31022","2","0","0","91002","0","25","4500"
"112","90006","250","2","0","1","1012","0","0","4000","101","8","0","31022","2","0","0","91002","0","20","4000"
"113","90006","500","2","0","1","1012","0","0","3500","251","8","0","31022","2","0","0","91002","0","18","3500"
"114","90006","1000","2","0","1","1012","0","0","3000","501","8","0","31022","2","0","0","91002","0","16","3000"
"115","90006","2000","2","0","1","1012","0","0","2500","1001","8","0","31022","2","0","0","91002","0","14","2500"
"116","90006","3000","2","0","1","1012","0","0","2000","2001","8","0","31022","2","0","0","91002","0","12","2000"
"117","90006","5000","2","0","1","1012","0","0","1500","3001","8","0","31022","2","0","0","91002","0","10","1500"
"118","90006","10000","2","0","1","1012","0","0","1000","5001","8","0","31022","2","0","0","91002","0","8","1000"
"119","90006","-1","2","0","1","1012","0","0","500","10001","8","0","31022","2","0","0","91002","0","5","500"
"120","90006","20","2","0","1","1013","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"121","90006","100","2","0","1","1013","0","0","4500","21","8","0","31042","2","0","0","91002","0","25","4500"
"122","90006","250","2","0","1","1013","0","0","4000","101","8","0","31042","2","0","0","91002","0","20","4000"
"123","90006","500","2","0","1","1013","0","0","3500","251","8","0","31042","2","0","0","91002","0","18","3500"
"124","90006","1000","2","0","1","1013","0","0","3000","501","8","0","31042","2","0","0","91002","0","16","3000"
"125","90006","2000","2","0","1","1013","0","0","2500","1001","8","0","31042","2","0","0","91002","0","14","2500"
"126","90006","3000","2","0","1","1013","0","0","2000","2001","8","0","31042","2","0","0","91002","0","12","2000"
"127","90006","5000","2","0","1","1013","0","0","1500","3001","8","0","31042","2","0","0","91002","0","10","1500"
"128","90006","10000","2","0","1","1013","0","0","1000","5001","8","0","31042","2","0","0","91002","0","8","1000"
"129","90006","-1","2","0","1","1013","0","0","500","10001","8","0","31042","2","0","0","91002","0","5","500"
"130","90006","20","2","0","1","1014","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"131","90006","100","2","0","1","1014","0","0","4500","21","8","0","31018","2","0","0","91002","0","25","4500"
"132","90006","250","2","0","1","1014","0","0","4000","101","8","0","31018","2","0","0","91002","0","20","4000"
"133","90006","500","2","0","1","1014","0","0","3500","251","8","0","31018","2","0","0","91002","0","18","3500"
"134","90006","1000","2","0","1","1014","0","0","3000","501","8","0","31018","2","0","0","91002","0","16","3000"
"135","90006","2000","2","0","1","1014","0","0","2500","1001","8","0","31018","2","0","0","91002","0","14","2500"
"136","90006","3000","2","0","1","1014","0","0","2000","2001","8","0","31018","2","0","0","91002","0","12","2000"
"137","90006","5000","2","0","1","1014","0","0","1500","3001","8","0","31018","2","0","0","91002","0","10","1500"
"138","90006","10000","2","0","1","1014","0","0","1000","5001","8","0","31018","2","0","0","91002","0","8","1000"
"139","90006","-1","2","0","1","1014","0","0","500","10001","8","0","31018","2","0","0","91002","0","5","500"
"140","90006","20","2","0","1","1015","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"141","90006","100","2","0","1","1015","0","0","4500","21","8","0","31042","2","0","0","91002","0","25","4500"
"142","90006","250","2","0","1","1015","0","0","4000","101","8","0","31042","2","0","0","91002","0","20","4000"
"143","90006","500","2","0","1","1015","0","0","3500","251","8","0","31042","2","0","0","91002","0","18","3500"
"144","90006","1000","2","0","1","1015","0","0","3000","501","8","0","31042","2","0","0","91002","0","16","3000"
"145","90006","2000","2","0","1","1015","0","0","2500","1001","8","0","31042","2","0","0","91002","0","14","2500"
"146","90006","3000","2","0","1","1015","0","0","2000","2001","8","0","31042","2","0","0","91002","0","12","2000"
"147","90006","5000","2","0","1","1015","0","0","1500","3001","8","0","31042","2","0","0","91002","0","10","1500"
"148","90006","10000","2","0","1","1015","0","0","1000","5001","8","0","31042","2","0","0","91002","0","8","1000"
"149","90006","-1","2","0","1","1015","0","0","500","10001","8","0","31042","2","0","0","91002","0","5","500"
"150","90006","50","2","0","1","1016","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"151","90006","150","2","0","1","1016","0","0","4500","51","8","0","31025","2","0","0","91002","0","25","4500"
"152","90006","300","2","0","1","1016","0","0","4000","151","8","0","31025","2","0","0","91002","0","20","4000"
"153","90006","700","2","0","1","1016","0","0","3500","301","8","0","31025","2","0","0","91002","0","18","3500"
"154","90006","1300","2","0","1","1016","0","0","3000","701","8","0","31025","2","0","0","91002","0","16","3000"
"155","90006","2500","2","0","1","1016","0","0","2500","1301","8","0","31025","2","0","0","91002","0","14","2500"
"156","90006","4000","2","0","1","1016","0","0","2000","2501","8","0","31025","2","0","0","91002","0","12","2000"
"157","90006","6000","2","0","1","1016","0","0","1500","4001","8","0","31025","2","0","0","91002","0","10","1500"
"158","90006","10000","2","0","1","1016","0","0","1000","6001","8","0","31025","2","0","0","91002","0","8","1000"
"159","90006","15000","2","0","1","1016","0","0","750","10001","8","0","31025","2","0","0","91002","0","7","750"
"160","90006","-1","2","0","1","1016","0","0","500","15001","8","0","31025","2","0","0","91002","0","5","500"
"165","90006","50","2","0","1","1017","0","0","5000","1","8","0","31043","2","0","0","91002","0","30","5000"
"166","90006","150","2","0","1","1017","0","0","4500","51","8","0","31043","2","0","0","91002","0","25","4500"
"167","90006","300","2","0","1","1017","0","0","4000","151","8","0","31043","2","0","0","91002","0","20","4000"
"168","90006","700","2","0","1","1017","0","0","3500","301","8","0","31043","2","0","0","91002","0","18","3500"
"169","90006","1300","2","0","1","1017","0","0","3000","701","8","0","31043","2","0","0","91002","0","16","3000"
"170","90006","2500","2","0","1","1017","0","0","2500","1301","8","0","31043","2","0","0","91002","0","14","2500"
"171","90006","4000","2","0","1","1017","0","0","2000","2501","8","0","31043","2","0","0","91002","0","12","2000"
"172","90006","6000","2","0","1","1017","0","0","1500","4001","8","0","31043","2","0","0","91002","0","10","1500"
"173","90006","10000","2","0","1","1017","0","0","1000","6001","8","0","31043","2","0","0","91002","0","8","1000"
"174","90006","15000","2","0","1","1017","0","0","750","10001","8","0","31043","2","0","0","91002","0","7","750"
"175","90006","-1","2","0","1","1017","0","0","500","15001","8","0","31043","2","0","0","91002","0","5","500"
"176","90006","50","2","0","1","1018","0","0","5000","1","8","0","31022","2","0","0","91002","0","30","5000"
"177","90006","150","2","0","1","1018","0","0","4500","51","8","0","31022","2","0","0","91002","0","25","4500"
"178","90006","300","2","0","1","1018","0","0","4000","151","8","0","31022","2","0","0","91002","0","20","4000"
"179","90006","700","2","0","1","1018","0","0","3500","301","8","0","31022","2","0","0","91002","0","18","3500"
"180","90006","1300","2","0","1","1018","0","0","3000","701","8","0","31022","2","0","0","91002","0","16","3000"
"181","90006","2500","2","0","1","1018","0","0","2500","1301","8","0","31022","2","0","0","91002","0","14","2500"
"182","90006","4000","2","0","1","1018","0","0","2000","2501","8","0","31022","2","0","0","91002","0","12","2000"
"183","90006","6000","2","0","1","1018","0","0","1500","4001","8","0","31022","2","0","0","91002","0","10","1500"
"184","90006","10000","2","0","1","1018","0","0","1000","6001","8","0","31022","2","0","0","91002","0","8","1000"
"185","90006","15000","2","0","1","1018","0","0","750","10001","8","0","31022","2","0","0","91002","0","7","750"
"186","90006","-1","2","0","1","1018","0","0","500","15001","8","0","31022","2","0","0","91002","0","5","500"
"187","90006","50","2","0","1","1019","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"188","90006","150","2","0","1","1019","0","0","4500","51","8","0","31018","2","0","0","91002","0","25","4500"
"189","90006","300","2","0","1","1019","0","0","4000","151","8","0","31018","2","0","0","91002","0","20","4000"
"190","90006","700","2","0","1","1019","0","0","3500","301","8","0","31018","2","0","0","91002","0","18","3500"
"191","90006","1300","2","0","1","1019","0","0","3000","701","8","0","31018","2","0","0","91002","0","16","3000"
"192","90006","2500","2","0","1","1019","0","0","2500","1301","8","0","31018","2","0","0","91002","0","14","2500"
"193","90006","4000","2","0","1","1019","0","0","2000","2501","8","0","31018","2","0","0","91002","0","12","2000"
"194","90006","6000","2","0","1","1019","0","0","1500","4001","8","0","31018","2","0","0","91002","0","10","1500"
"195","90006","10000","2","0","1","1019","0","0","1000","6001","8","0","31018","2","0","0","91002","0","8","1000"
"196","90006","15000","2","0","1","1019","0","0","750","10001","8","0","31018","2","0","0","91002","0","7","750"
"197","90006","-1","2","0","1","1019","0","0","500","15001","8","0","31018","2","0","0","91002","0","5","500"
"198","90006","50","2","0","1","1020","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"199","90006","150","2","0","1","1020","0","0","4500","51","8","0","31042","2","0","0","91002","0","25","4500"
"200","90006","300","2","0","1","1020","0","0","4000","151","8","0","31042","2","0","0","91002","0","20","4000"
"201","90006","700","2","0","1","1020","0","0","3500","301","8","0","31042","2","0","0","91002","0","18","3500"
"202","90006","1300","2","0","1","1020","0","0","3000","701","8","0","31042","2","0","0","91002","0","16","3000"
"203","90006","2500","2","0","1","1020","0","0","2500","1301","8","0","31042","2","0","0","91002","0","14","2500"
"204","90006","4000","2","0","1","1020","0","0","2000","2501","8","0","31042","2","0","0","91002","0","12","2000"
"205","90006","6000","2","0","1","1020","0","0","1500","4001","8","0","31042","2","0","0","91002","0","10","1500"
"206","90006","10000","2","0","1","1020","0","0","1000","6001","8","0","31042","2","0","0","91002","0","8","1000"
"207","90006","15000","2","0","1","1020","0","0","750","10001","8","0","31042","2","0","0","91002","0","7","750"
"208","90006","-1","2","0","1","1020","0","0","500","15001","8","0","31042","2","0","0","91002","0","5","500"
"209","90006","50","2","0","1","1021","0","0","5000","1","8","0","31025","2","0","0","91002","0","30","5000"
"210","90006","150","2","0","1","1021","0","0","4500","51","8","0","31025","2","0","0","91002","0","25","4500"
"211","90006","300","2","0","1","1021","0","0","4000","151","8","0","31025","2","0","0","91002","0","20","4000"
"212","90006","700","2","0","1","1021","0","0","3500","301","8","0","31025","2","0","0","91002","0","18","3500"
"213","90006","1300","2","0","1","1021","0","0","3000","701","8","0","31025","2","0","0","91002","0","16","3000"
"214","90006","2500","2","0","1","1021","0","0","2500","1301","8","0","31025","2","0","0","91002","0","14","2500"
"215","90006","4000","2","0","1","1021","0","0","2000","2501","8","0","31025","2","0","0","91002","0","12","2000"
"216","90006","6000","2","0","1","1021","0","0","1500","4001","8","0","31025","2","0","0","91002","0","10","1500"
"217","90006","10000","2","0","1","1021","0","0","1000","6001","8","0","31025","2","0","0","91002","0","8","1000"
"218","90006","15000","2","0","1","1021","0","0","750","10001","8","0","31025","2","0","0","91002","0","7","750"
"219","90006","-1","2","0","1","1021","0","0","500","15001","8","0","31025","2","0","0","91002","0","5","500"
"220","90006","50","2","0","1","1022","0","0","5000","1","8","0","31018","2","0","0","91002","0","30","5000"
"221","90006","150","2","0","1","1022","0","0","4500","51","8","0","31018","2","0","0","91002","0","25","4500"
"222","90006","300","2","0","1","1022","0","0","4000","151","8","0","31018","2","0","0","91002","0","20","4000"
"223","90006","700","2","0","1","1022","0","0","3500","301","8","0","31018","2","0","0","91002","0","18","3500"
"224","90006","1300","2","0","1","1022","0","0","3000","701","8","0","31018","2","0","0","91002","0","16","3000"
"225","90006","2500","2","0","1","1022","0","0","2500","1301","8","0","31018","2","0","0","91002","0","14","2500"
"226","90006","4000","2","0","1","1022","0","0","2000","2501","8","0","31018","2","0","0","91002","0","12","2000"
"227","90006","6000","2","0","1","1022","0","0","1500","4001","8","0","31018","2","0","0","91002","0","10","1500"
"228","90006","10000","2","0","1","1022","0","0","1000","6001","8","0","31018","2","0","0","91002","0","8","1000"
"229","90006","15000","2","0","1","1022","0","0","750","10001","8","0","31018","2","0","0","91002","0","7","750"
"230","90006","-1","2","0","1","1022","0","0","500","15001","8","0","31018","2","0","0","91002","0","5","500"
"231","90006","50","2","0","1","1023","0","0","5000","1","8","0","31042","2","0","0","91002","0","30","5000"
"232","90006","150","2","0","1","1023","0","0","4500","51","8","0","31042","2","0","0","91002","0","25","4500"
"233","90006","300","2","0","1","1023","0","0","4000","151","8","0","31042","2","0","0","91002","0","20","4000"
"234","90006","700","2","0","1","1023","0","0","3500","301","8","0","31042","2","0","0","91002","0","18","3500"
"235","90006","1300","2","0","1","1023","0","0","3000","701","8","0","31042","2","0","0","91002","0","16","3000"
"236","90006","2500","2","0","1","1023","0","0","2500","1301","8","0","31042","2","0","0","91002","0","14","2500"
"237","90006","4000","2","0","1","1023","0","0","2000","2501","8","0","31042","2","0","0","91002","0","12","2000"
"238","90006","6000","2","0","1","1023","0","0","1500","4001","8","0","31042","2","0","0","91002","0","10","1500"
"239","90006","10000","2","0","1","1023","0","0","1000","6001","8","0","31042","2","0","0","91002","0","8","1000"
"240","90006","15000","2","0","1","1023","0","0","750","10001","8","0","31042","2","0","0","91002","0","7","750"
"241","90006","-1","2","0","1","1023","0","0","500","15001","8","0","31042","2","0","0","91002","0","5","500"
"242","90006","50","2","0","1","1024","0","0","5000","1","8","0","31043","2","0","0","91002","0","30","5000"
"243","90006","150","2","0","1","1024","0","0","4500","51","8","0","31043","2","0","0","91002","0","25","4500"
