66fb4bff8a2b8f5d1fe20013830fdb8e666bee12c1aadc19e717652665d7f784,1d0ef7e8fbd3747933fd1ed43f241b8fd69ee70f3ded49d7791d6ad0304fc440,44a11f288b225389a6eb75ea3de78a6d9e90e96ec00983a046c4aa7446439ee1,f0f2ecaf916e1c05cda0d38e7fc2825e669893825f3cc9ef80c5f01d292f8816,a4e677e07e45a2b9389f2a91c7b5266e6bd766f8a6faf13b8f8b925fa28de80b,91942961f34e2e16d12696a18d7a2012b9790cff9afc05e768257e1469d55ed9,e3b004029f2c209bd246a0bb071876d4199baf764d9ce8797971ab371832c2e5,068dcb82d6752e9c64ac1d08a75eb73c3338389f676f6ea5b9fdd8a71ddbd9e0,f5bfee6a2491732b8919fa5a3a7b208e3d443914c370cc156c6dd74d2004cdd5,9b6c0bcb59a334ed5fa08987de03346e760c158236c55e40094e39a2f1e930b7,5f64144b8beba84c41c1d918bb80fa812e5d667b89159071d30dd866bdb20736
"1076","3","1","0","idle_normal","top_luis_sit_out","0.2","","1","0","1"
"1077","2","1","","0.3","-100","","","0","-130","1"
"1078","93","1","","","0","","","","","1"
"1079","3","1","","","walk_normal","0.2","","","0","1"
"1080","2","1","","1","-216","","","0","-103","1"
"1081","93","1","","","0","","","","","1"
"1082","3","1","","","idle_normal","0.1","","","0","1"
"1083","93","1","","","0","","","","","0.8"
"1084","32","1","","","0","","","","","14"
"1085","101","1","","0","","","","","0","1005"
"2001","5","2","1","400","2","1.43","top_iroha_read","-130","100","2"
"2002","5","2","1","980","11","1.4","butterfly","130","101","11"
"2003","31","2","","-130","11","0","","1","400","11"
"2004","91","2","","","0","","","","","0"
"2005","3","2","","","top_iroha_read","0.2","","","1","2"
"2006","93","2","","","0","","","","","9"
"2007","4","2","","","1","","","","","11"
"2008","2","2","","7","-980","","","0","130","11"
"2009","93","2","","","0","","","","","2.5"
"2010","3","2","","","top_iroha_read_notice","0.2","","","0","2"
"2011","93","2","","","0","","","","","0.6"
"2012","3","2","0","top_iroha_run","top_iroha_notice_to_run","0","","1","0","2"
"2013","93","2","","","0","","","","","0.4"
"2014","32","2","","","1","","","","","11"
"2015","37","2","","","smokeR","","","","","11"
"2016","33","2","","4.2","-980","","","0","-130","11"
"2017","2","2","","4.2","-980","","","0","-130","2"
"2018","93","2","","","0","","","","","4.2"
"2019","32","2","","","0","","","","","11"
"2020","93","2","","","0","","","","","1"
"2021","4","2","","","0","","","","","11"
"2022","2","2","","7","980","","","0","130","11"
"2023","93","2","","","0","","","","","1.5"
"2024","32","2","","","1","","","","","11"
"2025","37","2","","","smokeL","","","","","11"
"2026","33","2","","5.964","980","","","0","-130","11"
"2027","3","2","","","top_iroha_run_joy","0","","","1","2"
"2028","4","2","","","0","","","","","2"
"2029","2","2","","5.964","980","","","0","-130","2"
"2030","93","2","","","0","","","","","5.964"
"2031","32","2","","","0","","","","","11"
"2032","93","2","","","0","","","","","2"
"2033","3","2","","","top_iroha_walk","0","","","1","2"
"2034","4","2","","","1","","","","","2"
"2035","2","2","","3","400","","","0","-130","2"
"2036","33","2","","3","400","","","0","-130","11"
"2037","93","2","","","0","","","","","3"
"2038","3","2","0","idle_normal","top_iroha_walk_out","0.2","","1","0","2"
"2039","93","2","","","0","","","","","0.4"
"2040","3","2","0.2","","top_iroha_sit_in","0.2","","","0","2"
"2041","93","2","","","0","","","","","4"
"2042","101","2","","","","","","","","2005"
"3001","5","3","1","350","3","1.38","top_sono_readPaper","-130","100","3"
"3002","31","3","","-18","10","1","","1","475","10"
"3003","91","3","","","0","","","","","0"
"3004","3","3","","","top_sono_readPaper","0.2","","","1","3"
"3005","93","3","","","0","","","","","13.6"
"3006","3","3","0","top_sono_stretch","top_sono_sit_out","0.2","","1","0","3"
"3007","93","3","","","0","","","","","3.5"
"3008","3","3","","","top_sono_drink","0.2","","","1","3"
"3009","93","3","","","","","","","","10.5"
"3010","3","3","","","top_sono_sit_in","0.2","","","0","3"
"3011","93","3","","","0","","","","","2.6"
"3012","101","3","","","","","","","","3004"
"4001","5","4","1","400","2","1.43","top_iroha_read","-130","101","2"
"4002","5","4","1","-216","1","1.4","top_luis_thinking","-103","100","1"
"4003","5","4","1","980","11","1.4","butterfly","130","102","11"
"4004","31","4","","-130","11","0","","1","400","11"
"4005","91","4","","","0","","","","","0"
"4006","3","4","","","top_luis_thinking","0.2","","","1","1"
"4007","3","4","","","top_iroha_read","0.2","","","1","2"
"4008","93","4","","","0","","","","","9"
"4009","4","4","","","1","","","","","11"
"4010","2","4","","7","-980","","","0","130","11"
"4011","93","4","","","0","","","","","2.5"
"4012","3","4","","","top_iroha_read_notice","0.2","","","0","2"
"4013","93","4","","","0","","","","","0.6"
"4014","3","4","0","top_iroha_run","top_iroha_notice_to_run","0","","1","0","2"
"4015","93","4","","","0","","","","","0.4"
"4016","32","4","","","1","","","","","11"
"4017","37","4","","","smokeR","","","","","11"
"4018","33","4","","4.2","-980","","","0","-130","11"
"4019","2","4","","4.2","-980","","","0","-130","2"
"4020","93","4","","","0","","","","","1.9"
"4021","3","4","0","top_luis_surprise_idle","top_luis_surprise_in","0.2","","1","0","1"
"4022","93","4","","","0","","","","","2.3"
"4023","32","4","","","0","","","","","11"
"4024","93","4","","","0","","","","","1"
"4025","4","4","","","0","","","","","11"
"4026","2","4","","7","980","","","0","130","11"
"4027","93","4","","","0","","","","","1.5"
"4028","32","4","","","1","","","","","11"
"4029","37","4","","","smokeL","","","","","11"
"4030","33","4","","5.964","980","","","0","-130","11"
"4031","3","4","","","top_iroha_run_joy","0","","","1","2"
"4032","4","4","","","0","","","","","2"
"4033","2","4","","5.964","980","","","0","-130","2"
"4034","93","4","","","0","","","","","2.2"
"4035","3","4","","","top_luis_surprise_look","0","","","1","1"
"4036","93","4","","","0","","","","","3.764"
"4037","3","4","","","top_luis_thinking","0.2","","","1","1"
"4038","32","4","","","0","","","","","11"
"4039","93","4","","","0","","","","","2"
"4040","3","4","","","top_iroha_walk","0","","","1","2"
"4041","4","4","","","1","","","","","2"
"4042","2","4","","3","400","","","0","-130","2"
"4043","33","4","","3","400","","","0","-130","11"
"4044","93","4","","","0","","","","","3"
"4045","3","4","0","idle_normal","top_iroha_walk_out","0.2","","1","0","2"
"4046","93","4","","","0","","","","","0.4"
"4047","3","4","0.2","","top_iroha_sit_in","0.2","","","0","2"
"4048","93","4","","","0","","","","","4"
"4049","101","4","","","","","","","","4007"
"5001","5","5","1","350","3","1.4","top_sono_readPaper","-130","100","3"
"5002","5","5","1","452","2","1.4","top_iroha_read_loop","-130","110","2"
"5003","91","5","","","0","","","","","0"
"5004","3","5","","","top_iroha_read_loop","0.2","","","1","2"
"5005","3","5","","","top_sono_readPaper","0.2","","","1","3"
"5006","93","5","","","0","","","","","13.6"
"5007","3","5","0","top_sono_stretch","top_sono_sit_out","0.2","","1","0","3"
"5008","2","5","","0.3","287","","","0","-130","3"
"5009","93","5","","","0","","","","","3.5"
"5010","3","5","","","top_sono_drink","0.2","","","1","3"
"5011","93","5","","","0","","","","","2.6"
"5012","3","5","","","top_iroha_read_look","0.4","","","0","2"
"5013","93","5","","","0","","","","","7.9"
"5014","3","5","","","top_sono_sit_in","0.2","","","0","3"
"5015","93","5","","","0","","","","","0.1"
"5016","3","5","","","top_iroha_read_loop","0.2","","","1","2"
"5017","2","5","","0.3","350","","","0","-130","3"
"5018","93","5","","","0","","","","","2.5"
"5019","101","5","","","","","","","","5005"
"6001","5","6","1","-216","1","1.4","idle_normal","-103","100","1"
"6002","5","6","1","350","3","1.38","top_sono_readPaper_loop","-130","101","3"
"6003","31","6","","-18","10","1","","1","475","10"
"6004","31","6","","-140","13","0","","1","56","13"
"6005","31","6","","-140","14","0","","1","56","14"
"6006","91","6","","","0","","","","","0"
"6007","3","6","","","top_sono_readPaper_loop","0.2","","","1","3"
"6008","3","6","0","top_luis_arm_crossed_idle","top_luis_arm_crossed_in","0.2","","1","0","1"
"6009","93","6","","","0","","","","","4"
"6010","3","6","0","top_luis_approach_idle","top_luis_approach_in","0.2","","1","0","1"
"6011","93","6","","","0","","","","","3.5"
"6012","3","6","","","top_luis_thinking","0.2","","","1","1"
"6013","93","6","","","0","","","","","3.5"
"6014","3","6","","","top_luis_walk_think","0.2","","","1","1"
"6015","2","6","","2","-495","","","0","-103","1"
"6016","93","6","","","0","","","","","2"
"6017","4","6","","","0","","","","","1"
"6018","2","6","","2","-216","","","0","-103","1"
"6019","93","6","","","0","","","","","2"
"6020","3","6","","","top_luis_notice","0","","","1","1"
"6021","93","6","","","0","","","","","1"
"6022","3","6","","","top_luis_walk_jog","0.2","","","1","1"
"6023","2","6","","0.5","-100","","","0","-130","1"
"6024","93","6","","","0","","","","","0.5"
"6025","4","6","","","1","","","","","1"
"6026","3","6","0","top_luis_sit_idle","top_luis_sit_in","0.2","","1","0","1"
"6027","93","6","","","0","","","","","0.1"
"6028","2","6","","0.4","-57","","","0","-140","1"
"6029","93","6","","","0","","","","","0.4"
"6030","2","6","","0","-16","","","0","-140","1"
"6031","4","6","","","0","","","","","1"
"6032","93","6","","","0","","","","","0.6"
"6033","3","6","","","top_luis_experiment_failer_in","0.2","","","0","1"
"6034","93","6","","","0","","","","","2.3"
"6035","3","6","","","top_luis_experiment_failer_mix","0.1","","","0","1"
"6036","93","6","","","0","","","","","2.7"
"6037","3","6","0","top_sono_notice_loop_surprise","top_sono_notice_in_surprise","0.2","","1","0","3"
"6038","32","6","","","1","","","","","13"
"6039","3","6","","","top_luis_experiment_failer_burst","0.1","","","0","1"
"6040","93","6","","","0","","","","","2.7"
"6041","3","6","","","top_sono_readPaper_loop","0.2","","","1","3"
"6042","3","6","","","top_luis_experiment_failer_out","0.1","","","0","1"
"6043","93","6","","","0","","","","","1.1"
"6044","3","6","0","idle_normal","top_luis_sit_out","0.2","","1","0","1"
"6045","4","6","","","1","","","","","1"
"6046","2","6","","0","-57","","","0","-140","1"
"6047","2","6","","0.3","-100","","","0","-130","1"
"6048","93","6","","","0","","","","","1"
"6049","3","6","","","walk_normal","0.2","","","0","1"
"6050","2","6","","1","-216","","","0","-103","1"
"6051","93","6","","","0","","","","","1"
"6052","3","6","","","idle_normal","0.1","","","0","1"
"6053","93","6","","","0","","","","","0.8"
"6054","32","6","","","0","","","","","13"
"6055","3","6","0","top_luis_arm_crossed_idle","top_luis_arm_crossed_in","0.2","","1","0","1"
"6056","93","6","","","0","","","","","4"
"6057","3","6","0","top_luis_approach_idle","top_luis_approach_in","0.2","","1","0","1"
"6058","93","6","","","0","","","","","3.5"
"6059","3","6","","","top_luis_thinking","0.2","","","1","1"
"6060","93","6","","","0","","","","","3.5"
"6061","3","6","","","top_luis_walk_think","0.2","","","1","1"
"6062","2","6","","2","-495","","","0","-103","1"
"6063","93","6","","","0","","","","","2"
"6064","4","6","","","0","","","","","1"
"6065","2","6","","2","-216","","","0","-103","1"
"6066","93","6","","","0","","","","","2"
"6067","3","6","","","top_luis_notice","0","","","1","1"
"6068","93","6","","","0","","","","","1"
"6069","3","6","","","top_luis_walk_jog","0.2","","","1","1"
"6070","2","6","","0.5","-100","","","0","-130","1"
"6071","93","6","","","0","","","","","0.5"
"6072","4","6","","","1","","","","","1"
"6073","3","6","0","top_luis_sit_idle","top_luis_sit_in","0.2","","1","0","1"
"6074","93","6","","","0","","","","","0.1"
"6075","2","6","","0.4","-57","","","0","-140","1"
"6076","93","6","","","0","","","","","0.4"
"6077","2","6","","0","-16","","","0","-140","1"
"6078","4","6","","","0","","","","","1"
"6079","93","6","","","0","","","","","0.6"
"6080","3","6","","","top_luis_experiment_success_in","0.2","","","0","1"
"6081","93","6","","","0","","","","","2.3"
"6082","3","6","","","top_luis_experiment_success_mix","0.1","","","0","1"
"6083","93","6","","","0","","","","","2.7"
"6084","3","6","0","top_sono_notice_loop_dere","top_sono_notice_in_dere","0.2","","1","0","3"
"6085","32","6","","","1","","","","","14"
"6086","3","6","","","top_luis_experiment_success_burst","0.1","","","0","1"
"6087","93","6","","","0","","","","","2.7"
"6088","3","6","","","top_sono_readPaper_loop","0.2","","","1","3"
"6089","3","6","","","top_luis_experiment_success_out","0.1","","","0","1"
"6090","93","6","","","0","","","","","1.1"
"6091","3","6","0","idle_normal","top_luis_sit_out","0.2","","1","0","1"
"6092","4","6","","","1","","","","","1"
"6093","2","6","","0","-57","","","0","-140","1"
"6094","2","6","","0.3","-100","","","0","-130","1"
"6095","93","6","","","0","","","","","1"
"6096","3","6","","","walk_normal","0.2","","","0","1"
"6097","2","6","","1","-216","","","0","-103","1"
"6098","93","6","","","0","","","","","1"
"6099","3","6","","","idle_normal","0.1","","","0","1"
"6100","93","6","","","0","","","","","0.8"
"6101","32","6","","","0","","","","","14"
"6102","101","6","","0","","","","","0","6008"
"7001","5","7","1","-216","1","1.4","idle_normal","-103","100","1"
"7002","5","7","1","452","2","1.43","top_iroha_read_loop","-130","110","2"
"7003","5","7","1","350","3","1.38","top_sono_readPaper_loop","-130","101","3"
"7004","5","7","1","980","11","1.4","butterfly","130","111","11"
"7005","31","7","","-130","11","0","","1","452","11"
"7006","31","7","","-140","14","0","","1","56","14"
"7007","91","7","","","0","","","","","0"
"7008","3","7","","","top_iroha_read_loop","0.2","","","1","2"
"7009","3","7","","","top_sono_readPaper_loop","0.2","","","1","3"
"7010","3","7","0","top_luis_arm_crossed_idle","top_luis_arm_crossed_in","0.2","","1","0","1"
"7011","93","7","","","0","","","","","4"
"7012","3","7","0","top_luis_approach_idle","top_luis_approach_in","0.2","","1","0","1"
"7013","93","7","","","0","","","","","3.5"
"7014","3","7","","","top_luis_thinking","0.2","","","1","1"
"7015","93","7","","","0","","","","","3.5"
"7016","3","7","","","top_luis_walk_think","0.2","","","1","1"
"7017","2","7","","2","-495","","","0","-103","1"
"7018","93","7","","","0","","","","","2"
"7019","4","7","","","0","","","","","1"
"7020","2","7","","2","-216","","","0","-103","1"
"7021","93","7","","","0","","","","","2"
"7022","3","7","","","top_luis_notice","0","","","1","1"
"7023","93","7","","","0","","","","","1"
"7024","3","7","","","top_luis_walk_jog","0.2","","","1","1"
"7025","2","7","","0.5","-100","","","0","-130","1"
"7026","93","7","","","0","","","","","0.5"
"7027","4","7","","","1","","","","","1"
"7028","3","7","0","top_luis_sit_idle","top_luis_sit_in","0.2","","1","0","1"
"7029","93","7","","","0","","","","","0.1"
"7030","2","7","","0.4","-57","","","0","-140","1"
"7031","93","7","","","0","","","","","0.4"
"7032","2","7","","0","-16","","","0","-140","1"
"7033","4","7","","","0","","","","","1"
"7034","93","7","","","0","","","","","0.6"
"7035","3","7","","","top_luis_experiment_success_in","0.2","","","0","1"
"7036","93","7","","","0","","","","","2.3"
"7037","3","7","","","top_luis_experiment_success_mix","0.1","","","0","1"
"7038","93","7","","","0","","","","","2.7"
"7039","3","7","0","top_sono_notice_loop_dere","top_sono_notice_in_dere","0.2","","1","0","3"
"7040","3","7","","","top_iroha_read_look_light","0.2","","","1","2"
"7041","32","7","","","1","","","","","14"
"7042","3","7","","","top_luis_experiment_success_burst","0.1","","","0","1"
"7043","93","7","","","0","","","","","2.7"
"7044","3","7","","","top_sono_readPaper_loop","0.2","","","1","3"
"7045","3","7","","","top_iroha_read","0.2","","","1","2"
"7046","3","7","","","top_luis_experiment_success_out","0.1","","","0","1"
"7047","93","7","","","0","","","","","1.1"
"7048","3","7","0","idle_normal","top_luis_sit_out","0.2","","1","0","1"
"7049","4","7","","","1","","","","","1"
"7050","2","7","","0","-57","","","0","-140","1"
"7051","2","7","","0.3","-100","","","0","-130","1"
"7052","93","7","","","0","","","","","1"
"7053","3","7","","","walk_normal","0.2","","","0","1"
"7054","2","7","","1","-216","","","0","-103","1"
"7055","93","7","","","0","","","","","1"
"7056","3","7","","","idle_normal","0.1","","","0","1"
"7057","93","7","","","0","","","","","0.8"
"7058","32","7","","","0","","","","","14"
"7059","3","7","","","top_luis_thinking","0.2","","","1","1"
"7060","93","7","","","0","","","","","5.1"
"7061","4","7","","","1","","","","","11"
"7062","2","7","","7","-980","","","0","130","11"
"7063","93","7","","","0","","","","","2.5"
"7064","3","7","","","top_iroha_read_notice","0.2","","","0","2"
"7065","93","7","","","0","","","","","0.6"
"7066","3","7","0","top_iroha_run","top_iroha_notice_to_run","0","","1","0","2"
"7067","93","7","","","0","","","","","0.4"
"7068","32","7","","","1","","","","","11"
"7069","37","7","","","smokeR","","","","","11"
"7070","33","7","","4.2","-980","","","0","-130","11"
"7071","2","7","","4.2","-980","","","0","-130","2"
"7072","93","7","","","0","","","","","0.2"
"7073","3","7","0","top_sono_notice_loop_surprise","top_sono_notice_in_surprise","0.2","","1","0","3"
"7074","93","7","","","0","","","","","1.7"
"7075","3","7","0","top_luis_surprise_idle","top_luis_surprise_in","0.2","","1","0","1"
"7076","93","7","","","0","","","","","2.5"
"7077","32","7","","","0","","","","","11"
"7078","93","7","","","0","","","","","1"
"7079","4","7","","","0","","","","","11"
"7080","2","7","","7","980","","","0","130","11"
"7081","93","7","","","0","","","","","1.5"
"7082","32","7","","","1","","","","","11"
"7083","37","7","","","smokeL","","","","","11"
"7084","33","7","","5.964","980","","","0","-130","11"
"7085","3","7","","","top_iroha_run_joy","0","","","1","2"
"7086","4","7","","","0","","","","","2"
"7087","2","7","","5.964","980","","","0","-130","2"
"7088","93","7","","","0","","","","","2.2"
"7089","3","7","","","top_luis_surprise_look","0","","","1","1"
"7090","93","7","","","0","","","","","1.8"
"7091","3","7","","","top_sono_notice_loop_look","0","","","1","3"
"7092","93","7","","","0","","","","","1.964"
"7093","32","7","","","0","","","","","11"
"7094","93","7","","","0","","","","","0.5"
"7095","3","7","","","top_luis_thinking","0.2","","","1","1"
"7096","93","7","","","0","","","","","1.5"
"7097","3","7","","","top_iroha_walk","0","","","1","2"
"7098","4","7","","","1","","","","","2"
"7099","2","7","","0","1032","","","0","-130","2"
"7100","33","7","","0","1032","","","0","-130","11"
"7101","2","7","","3","452","","","0","-130","2"
"7102","33","7","","3","452","","","0","-130","11"
"7103","93","7","","","0","","","","","3"
"7104","3","7","0","idle_normal","top_iroha_walk_out","0.2","","1","0","2"
"7105","93","7","","","0","","","","","0.4"
"7106","3","7","0.2","top_iroha_read_loop","top_iroha_sit_in","0.2","","1","0","2"
"7107","3","7","","","top_sono_readPaper","0.2","","","1","3"
"7108","93","7","","","0","","","","","4"
"7109","93","7","","","0","","","","","9.6"
"7110","3","7","0","top_sono_stretch","top_sono_sit_out","0.2","","1","0","3"
"7111","2","7","","0.3","287","","","0","-130","3"
"7112","93","7","","","0","","","","","3.5"
"7113","3","7","","","top_sono_drink","0.2","","","1","3"
"7114","93","7","","","0","","","","","2.6"
"7115","3","7","","","top_iroha_read_look","0.4","","","0","2"
"7116","93","7","","","0","","","","","3.5"
"7117","3","7","","","top_luis_thinking_look","0.2","","","1","1"
"7118","93","7","","","0","","","","","2.9"
"7119","3","7","","","top_luis_thinking","0.2","","","1","1"
"7120","93","7","","","0","","","","","1.5"
"7121","3","7","","","top_sono_sit_in","0.2","","","0","3"
"7122","93","7","","","0","","","","","0.1"
"7123","3","7","","","top_iroha_read_loop","0.2","","","1","2"
"7124","2","7","","0.3","350","","","0","-130","3"
"7125","93","7","","","0","","","","","2.5"
"7126","3","7","","","top_sono_readPaper_loop","0.2","","","1","3"
"7127","93","7","","","0","","","","","1"
"7128","101","7","","","","","","","","7012"
"11001","5","11","1","350","3","1.4","sit_readPaper","-130","100","3"
"11002","5","11","0","950","1","1.5","empty","-150","102","1"
"11003","31","11","","-18","10","1","","1","475","10"
"11004","31","11","","-130","11","0","","1","350","11"
"11005","91","11","","","0","","","","","0"
"11006","93","11","","","1","","","","","0.5"
"11007","21","11","","0","vo_alces_1100","","","","0","vo_alces"
"11008","11","11","0","1","…………\n…………","10","0.5","0","10","3"
"11009","91","11","","0","","","","","0","0"
"11010","3","11","0","sit_readPaper","sit_readPaperTurn","0.2","","1","0","3"
"11011","93","11","","","1","","","","","1"
"11012","93","11","","","0","","","","","1"
"11013","3","11","","","sit_readPaper_surprise","0.2","","","1","3"
"11014","21","11","","0","vo_alces_1101","","","","0","vo_alces"
"11015","11","11","0","1","…………\n…………","10","0.5","0","10","3"
"11016","91","11","","0","","","","","0","0"
"11017","93","11","","","0","","","","","1"
"11018","23","11","","","se_alces_emotion_exQuestion","","","","","se_alces"
"11019","12","11","0","0","3","10","","0","0.2","3"
"11020","3","11","0","sit_readPaper_notice_loop","sit_readPaper_notice_in","0.1","","1","0","3"
"11021","93","11","","","0","","","","","1.2"
"11022","3","11","0","sit_readPaper_kira_talk","sit_readPaper_kira_in","0.2","","1","0","3"
"11023","21","11","","0","vo_alces_1102","","","","0","vo_alces"
"11024","11","11","0","1","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","0","3.2","0","10","3"
"11025","91","11","","","","","","","","0"
"11026","22","11","","","0.5","","","","","0"
"11027","3","11","","","sit_out_readPaper_light","0.2","","","1","3"
"11028","93","11","","","0","","","","","0.5"
"11029","3","11","","","sono_walletPick_in","0.2","","","1","3"
"11030","93","11","","","0","","","","","1.8"
"11031","3","11","0","sono_walk_quick_R","sono_walk_quick_R_in","0.2","","1","0","3"
"11032","32","11","","","1","","","","","11"
"11033","2","11","","3.3","1500","","","0","-130","3"
"11034","33","11","","3.3","1500","","","0","-130","11"
"11035","93","11","","","0","","","","","1"
"11036","3","11","0","luis_walk_furimuki","luis_walk_furimuki_in","0.2","","1","0","1"
"11037","2","11","","4","350","","","0","-150","1"
"11038","93","11","","","0","","","","","4"
"11039","3","11","0","luis_sad_idle","luis_walk_to_idle","0.2","","1","0","1"
"11040","23","11","","","se_alces_emotion_question","","","","","se_alces"
"11041","12","11","0","0","5","0","","0","1.3","1"
"11042","93","11","","","0","","","","","2.1"
"11043","3","11","","","idle_normal","0.2","","","1","1"
"11044","22","11","","","0","","","","","0"
"11045","93","11","","","0","","","","","3"
"11046","101","11","","0","","","","","0","11045"
"12001","5","12","0","400","1","1.45","luis_run_dash_pain","-190","101","1"
"12002","5","12","0","-85","1001","1.45","empty","-190","102","10"
"12003","31","12","","-190","11","","","1","400","11"
"12004","13","12","","","130","","","","","1"
"12005","1","12","1","1050","105111","1.45","empty","-190","102","1"
"12006","5","12","1","1050","1002","1.45","empty","-190","103","10"
"12007","31","12","","-190","12","0","","1","-85","12"
"12008","91","12","","","0","","","","","0"
"12009","2","12","","1.3","-85","","","0","-190","1"
"12010","33","12","","1.3","-85","","","0","-190","11"
"12011","32","12","","","1","","","","","11"
"12012","37","12","","","sweatR_run","","","","","11"
"12013","93","12","","","0","","","","","1.3"
"12014","3","12","0","anger_talk_Ex0001","luis_run_turn","0.2","","1","0","1"
"12015","21","12","","0","vo_alces_1200","","","","0","vo_alces"
"12016","11","12","0","1","ちょ、あの人なんで\n私を追いかけてくるの！？","0","1","0","10","1"
"12017","91","12","","0","","","","","0","0"
"12018","3","12","","","sad_talk_normalR","0.2","","","1","1"
