ea0ca6624edb56a6884cd41ca13588090c63e0f7b3141534bd54a5d1c3d4d26b,3393aa232e1d1c37b9a85f57d8fbaa81ee33d059391d5a2a92d3b67ea9f4072a,58a568806fe88caebe992f9a33764595d9f475768f2d1d85e50c38657f89d1c6,12a6ab1fb2348642a5178fcc957edee28ed67f659213471ccecd083bbcf290a2,470fcaaee2952df5bcc90c8e980dbc79e6441c7057f72d05f5b8cdab0ee51b76,9243afcd3241140cfa398f551cc8ea1ea3447fa4b0fc8ff8b70687306a1ab3a0,82fd50a14422080899803c775bbed09d3107741069b9588dd157d3d58c1b6315,fbed93b21af8257807dab9546671a09584869e89f8dcd6894a8484e691ad7138,933038c0056eadbe8ca9942ec6bef359ada5729ca3c9a99254b8e658bf071dfb,f9590b1e243b4d7d793b7115483218ad6b7b70a14fceaf8ef910631db2a050f9,2f2d5f3f351225eded0d1ca36c3325d2b5f930d85105169e599a88df746f14a6
"2","0","10","やばば、温泉天才じゃん！\nビヨーにもいいとかビビる！\nここ教えてくれた\nちゃんイオに感謝じゃん♪","1010802","11","1010802030","1","0","0.2","1"
"6.5","","","1","1010802","93","1010802031","","","",""
"2","0.5","1","dsb_talk_joy3","1010802","3","1010802032","","","",""
"1010802030","","","","1010802","91","1010802033","","","",""
"2","0.3","0","dsb_talk_guts2_doya","1010802","3","1010802034","1","0.5","","dsb_talk_guts2_doya_loop"
"vo_dsb_1010802","","0","vo_dsb_2004","1010802","21","1010802035","","","","0"
"2","0","10","よーし！\nじゃあいーっぱい入ってー\nお肌ツヤッツヤにしてー\nヒデサイびっくりさせちゃおーっと☆","1010802","11","1010802036","1","0","0.2","1"
"0","","","","1010802","91","1010802037","","","",""
"2","0.5","1","dsb_talk_worry_normal2","1010802","3","1010802038","","","",""
"vo_dsb_1010802","","0","vo_dsb_2005","1010802","21","1010802039","","","","0"
"2","0","10","あ、そーだ！\nびっくりっていったらさー？\nここももっとすごそー感\n出しちゃってもいんじゃない？","1010802","11","1010802040","1","0","0.2","1"
"0","","","","1010802","91","1010802041","","","",""
"2","0.5","1","dsb_idle_normal","1010802","3","1010802042","","","",""
"1","0.5","1","dsb_talk_surprise1","1010802","3","1010802043","","","",""
"vo_dsb_1010802","","0","vo_dsb_2006","1010802","21","1010802044","","","","0"
"1","0","10","すごそー感？","1010802","11","1010802045","1","0","0.2","1"
"0","","","","1010802","91","1010802046","","","",""
"1","0.2","1","dsb_idle_wish_normal","1010802","3","1010802047","","","",""
"2","0.5","1","dsb_talk_surprise1_normal2","1010802","3","1010802048","","","",""
"vo_dsb_1010802","","0","vo_dsb_2007","1010802","21","1010802049","","","","0"
"2","0","10","そそ！\nみんな一発でやばば！\nってわかるようにすんの！","1010802","11","1010802050","1","0","0.2","1"
"0","","","","1010802","91","1010802051","","","",""
"2","0.5","1","dsb_talk_surprise1_talkjoy2","1010802","3","1010802052","","","",""
"vo_dsb_1010802","","0","vo_dsb_2008","1010802","21","1010802053","","","","0"
"2","0","10","フンイキ変わるとバズるかもだし！\nめっちゃかわいいおフロだったら\nお客さんもジャンジャンだよ！","1010802","11","1010802054","1","0","0.2","1"
"0","","","","1010802","91","1010802055","","","",""
"2","0.5","1","dsb_idle_joy1","1010802","3","1010802056","","","",""
"1","0.5","1","dsb_talk_joy3","1010802","3","1010802057","","","",""
"vo_dsb_1010802","","0","vo_dsb_2009","1010802","21","1010802058","","","","0"
"1","0","10","かわいいお風呂……\n気になるわね～♪\nどんな感じになるのかしら？","1010802","11","1010802059","1","0","0.2","1"
"0","","","","1010802","91","1010802060","","","",""
"1","0.5","1","dsb_idle_sad_talkjoy2","1010802","3","1010802061","","","",""
"2","0.5","1","dsb_talk_worry_normal2","1010802","3","1010802062","","","",""
"vo_dsb_1010802","","0","vo_dsb_2010","1010802","21","1010802063","","","","0"
"2","0","10","んっとねー\nやっぱお花はもっと浮かせるっしょ！\nもちろんいろんなやつね！\nカラフルだったらビビビッとくるし♪","1010802","11","1010802064","1","0","0.2","1"
"0","","","","1010802","91","1010802065","","","",""
"2","0.5","1","dsb_idle_normal","1010802","3","1010802066","","","",""
"1","0.5","1","dsb_talk_memory","1010802","3","1010802067","","","",""
"vo_dsb_1010802","","0","vo_dsb_2011","1010802","21","1010802068","","","","0"
"1","0","10","まるで温泉のお花畑ね～♪\n色とりどりのお花に囲まれて\nお風呂に入れるなんて……うふふ♪\n想像するだけで気持ちが華やぐわ～","1010802","11","1010802069","1","0","0.2","1"
"0","","","","1010802","91","1010802070","","","",""
"1","0.5","1","dsb_talk_normal","1010802","3","1010802071","","","",""
"vo_dsb_1010802","","0","vo_dsb_2012","1010802","21","1010802072","","","","0"
"1","0","10","そうね、それだったら……\nお花の香りの相性もこだわりたいわね。\nあとは花言葉の意味も。","1010802","11","1010802073","1","0","0.2","1"
"0","","","","1010802","91","1010802074","","","",""
"1","0.5","1","dsb_idle_normal","1010802","3","1010802075","","","",""
"2","0.5","0","dsb_surprise","1010802","3","1010802076","1","0.5","","dsb_talk_surprise1"
"vo_dsb_1010802","","0","vo_dsb_2013","1010802","21","1010802077","","","","0"
"2","0","10","へ？\nハナコトバ？","1010802","11","1010802078","1","0","0.2","1"
"0","","","","1010802","91","1010802079","","","",""
"2","0.5","1","dsb_idle_surprise1","1010802","3","1010802080","","","",""
"1","0.5","1","dsb_talk_worry_normal2","1010802","3","1010802081","","","",""
"vo_dsb_1010802","","0","vo_dsb_2014","1010802","21","1010802082","","","","0"
"1","0","10","お花にはね、その一つ一つに\n意味があるの。\n誰かに贈るときには\n相手へのメッセージにもなるのよ～","1010802","11","1010802083","1","0","0.2","1"
"0","","","","1010802","91","1010802084","","","",""
"1","0.3","1","dsb_talk_wish_dere","1010802","3","1010802085","","","",""
"vo_dsb_1010802","","0","vo_dsb_2015","1010802","21","1010802086","","","","0"
"1","0","10","ちなみに今日のお花の意味は……\n『愛するあなたのために』\nうふふ、素敵でしょう♪","1010802","11","1010802087","1","0","0.2","1"
"0","","","","1010802","91","1010802088","","","",""
"1","0.5","1","dsb_idle_wish_normal","1010802","3","1010802089","","","",""
"2","0.5","1","dsb_talk_anger_shy2","1010802","3","1010802090","","","",""
"vo_dsb_1010802","","0","vo_dsb_2016","1010802","21","1010802091","","","","0"
"2","0","10","あ、愛する……！\nちょ、それまじ……？\nそんなの、ストレートで……\nなんか…………ズルじゃん。","1010802","11","1010802092","1","0","0.2","1"
"0","","","","1010802","91","1010802093","","","",""
"2","0.5","1","dsb_talk_sad2_dead","1010802","3","1010802094","","","",""
"vo_dsb_1010802","","0","vo_dsb_2017","1010802","21","1010802095","","","","0"
"2","0","10","えっと……\nバズり計画、ナシで。\n……あー、あつぅ。","1010802","11","1010802096","1","0","0.2","1"
"0","","","","1010802","91","1010802097","","","",""
"2","0.2","1","dsb_hot_dead_loop","1010802","3","1010802098","","","",""
"1","0.5","0","dsb_smile2_dere2","1010802","3","1010802099","1","0.5","","dsb_talk_normal_dere2"
"vo_dsb_1010802","","0","vo_dsb_2018","1010802","21","1010802100","","","","0"
"1","0","10","うふふ♪\nのぼせないように気をつけてね。","1010802","11","1010802101","1","0","0.2","1"
"0","","","","1010802","91","1010802102","","","",""
"0.3","","","0","1010802","93","1010802103","","","",""
"11","2","70","1","1010803","5","1010803001","-345","0","dsb_idle_normal","-165"
"2","2","70","2","1010803","5","1010803002","-345","1","dsb_idle_normal","165"
"1","1","0","1","1010803","31","1010803003","1","","","0"
"3","1","0","3","1010803","31","1010803004","1","","","0"
"4","1","0","4","1010803","31","1010803005","1","","","0"
"12","1","0","10","1010803","31","1010803006","1","","","0"
"22","1","0","20","1010803","31","1010803007","1","","","0"
"32","1","155","30","1010803","31","1010803008","1","","","-168"
"32","1","-155","31","1010803","31","1010803009","1","","","-168"
"1","","","170","1010803","13","1010803010","","","",""
"2","","","170","1010803","13","1010803011","","","",""
"0","","","","1010803","91","1010803012","","","",""
"se_10044200","","1","se_10044200_cmn_amb","1010803","23","1010803013","","","",""
"se_10044200","","0","se_10044200_cmn_steam","1010803","23","1010803014","","","",""
"6.2","","","0","1010803","93","1010803015","","","",""
"se_10044200","","1","se_10044200_hotspring_02","1010803","23","1010803016","","","",""
"1.3","","","0","1010803","93","1010803017","","","",""
"2","0.5","0","dsb_smile3_kyouka","1010803","3","1010803018","1","0.5","","dsb_talk_anger_dere2"
"vo_dsb_1010803","","0","vo_dsb_3001","1010803","21","1010803019","","","","0"
"2","0","10","わわっ……\nすごい、シュワシュワしてる……！\n本当にメロンソーダのお風呂に\n入っているみたい……♪","1010803","11","1010803020","1","0","0.2","1"
"0","","","","1010803","91","1010803021","","","",""
"2","0.5","1","dsb_idle_joy1_Ex2","1010803","3","1010803022","","","",""
"1","0.5","1","dsb_talk_normal_dere","1010803","3","1010803023","","","",""
"vo_dsb_1010803","","0","vo_dsb_3002","1010803","21","1010803024","","","","0"
"1","0","10","ふふふ、素敵でしょう？\n子どもたちが喜んでくれるような\n温泉にしたいと思って作ったの。","1010803","11","1010803025","1","0","0.2","1"
"0","","","","1010803","91","1010803026","","","",""
"1","0.5","1","dsb_idle_normal","1010803","3","1010803027","","","",""
"2","0.5","1","dsb_talk_surprise1","1010803","3","1010803028","","","",""
"vo_dsb_1010803","","0","vo_dsb_3003","1010803","21","1010803029","","","","0"
"2","0","10","そうだったんですか……","1010803","11","1010803030","1","0","0.2","1"
"0","","","","1010803","91","1010803031","","","",""
"2","0.5","1","dsb_idle_surprise1_look","1010803","3","1010803032","","","",""
"vo_dsb_1010803","","0","vo_dsb_3004","1010803","21","1010803033","","","","0"
"2","0","10","（なんだかあやしい人かと思ったけど\n本当はいい人なのかな……）","1010803","11","1010803034","1","0","0.2","1"
"0","","","","1010803","91","1010803035","","","",""
"2","0.3","1","dsb_talk_thinking","1010803","3","1010803036","","","",""
"vo_dsb_1010803","","0","vo_dsb_3005","1010803","21","1010803037","","","","0"
"2","0","10","たしかに子どもは喜びますね。\n……わ、私も思わず\n童心に帰ってしまいましたから。","1010803","11","1010803038","1","0","0.2","1"
"0","","","","1010803","91","1010803039","","","",""
"2","0.5","1","dsb_idle_arm_crossed","1010803","3","1010803040","","","",""
"1","0.5","1","dsb_talk_thinking_normal2","1010803","3","1010803041","","","",""
"vo_dsb_1010803","","0","vo_dsb_3006","1010803","21","1010803042","","","","0"
"1","0","10","童心……？\nああ、なるほど。\nそれはよかったわ♪","1010803","11","1010803043","1","0","0.2","1"
"0","","","","1010803","91","1010803044","","","",""
"1","0.5","1","dsb_idle_arm_crossed","1010803","3","1010803045","","","",""
"2","0.5","1","dsb_talk_sad2_Ex5","1010803","3","1010803046","","","",""
"0","","","0","1010803","22","1010803047","","","",""
"vo_dsb_1010803","","0","vo_dsb_3007","1010803","21","1010803048","","","","0.9"
"2","0","10","……何か引っかかることでも？","1010803","11","1010803049","1","0","0.2","1"
"0","","","","1010803","91","1010803050","","","",""
"2","0.5","1","dsb_idle_sad_blink","1010803","3","1010803051","","","",""
"1","0.5","1","dsb_talk_sad_dere","1010803","3","1010803052","","","",""
"vo_dsb_1010803","","0","vo_dsb_3008","1010803","21","1010803053","","","","0"
"1","0","10","いいえ、何も♪","1010803","11","1010803054","1","0","0.2","1"
"0","","","","1010803","91","1010803055","","","",""
"2","0.5","1","dsb_idle_normal","1010803","3","1010803056","","","",""
"1","0.5","1","dsb_talk_normal_joy","1010803","3","1010803057","","","",""
"vo_dsb_1010803","","0","vo_dsb_3009","1010803","21","1010803058","","","","0"
"1","0","10","ところで……\n童心に帰ると大きなお風呂で\n泳ぎたくなったりするわよね？\nキョウカちゃんはどう？","1010803","11","1010803059","1","0","0.2","1"
"0","","","","1010803","91","1010803060","","","",""
"1","0.5","1","dsb_idle_normal","1010803","3","1010803061","","","",""
"2","0.5","1","dsb_talk_tsun_shy","1010803","3","1010803062","","","",""
"vo_dsb_1010803","","0","vo_dsb_3010","1010803","21","1010803063","","","","0"
"2","0","10","泳ぐなんて……！\nしませんよ、そんなことっ！\nはしたないですし……","1010803","11","1010803064","1","0","0.2","1"
"0","","","","1010803","91","1010803065","","","",""
"2","0.5","1","dsb_idle_anger","1010803","3","1010803066","","","",""
"1","0.5","1","dsb_talk_normal","1010803","3","1010803067","","","",""
"vo_dsb_1010803","","0","vo_dsb_3011","1010803","21","1010803068","","","","0"
"1","0","10","はしたないなんて……\n今は私たち二人きりなのよ。\nメロンソーダの中で泳いだら\nきっと楽しいと思うけど……？","1010803","11","1010803069","1","0","0.2","1"
"0","","","","1010803","91","1010803070","","","",""
"1","0.5","1","dsb_idle_normal","1010803","3","1010803071","","","",""
"2","0.5","1","dsb_talk_surprise1_shy","1010803","3","1010803072","","","",""
"vo_dsb_1010803","","0","vo_dsb_3012","1010803","21","1010803073","","","","0"
"2","0","10","そ、それは……\n楽しそうですけど……\n私も少し泳げるようになりましたし……\nでも、マナー的に……う～ん……","1010803","11","1010803074","1","0","0.2","1"
"0","","","","1010803","91","1010803075","","","",""
"2","0.5","1","dsb_idle_surprise1_normal","1010803","3","1010803076","","","",""
"1","0.5","1","dsb_talk_thinking_joy","1010803","3","1010803077","","","",""
"0","","","0","1010803","22","1010803078","","","",""
"vo_dsb_1010803","","0","vo_dsb_3013","1010803","21","1010803079","","","","0.9"
"1","0","10","……ふふふ。\nじゃあ、私は泳いじゃおっかな～？","1010803","11","1010803080","1","0","0.2","1"
"0","","","","1010803","91","1010803081","","","",""
"1","0.5","1","dsb_idle_joy1","1010803","3","1010803082","","","",""
"2","0.5","0","dsb_surprise2","1010803","3","1010803083","1","0.5","","dsb_talk_surprise1_2"
"vo_dsb_1010803","","0","vo_dsb_3014","1010803","21","1010803084","","","","0"
"2","0","10","ええっ！？\nそんな、ズルいですっ。\nだったら……わ、私もっ！","1010803","11","1010803085","1","0","0.2","1"
"3.5","","","1","1010803","93","1010803086","","","",""
"2","0.5","1","dsb_talk_anger_shy2","1010803","3","1010803087","","","",""
"1010803085","","","","1010803","91","1010803088","","","",""
"0","","","0","1010803","22","1010803089","","","",""
"2","0.2","1","dsb_surprise_kyouka","1010803","3","1010803090","","","",""
"1","0.2","1","dsb_surprise_mitsuki","1010803","3","1010803091","","","",""
"0.7","","","0","1010803","93","1010803092","","","",""
"2","0.3","0","dsb_smile2_kyouka","1010803","3","1010803093","1","0.2","","dsb_idle_normal_Ex1"
"1","0.3","0","dsb_smile2_mitsuki2","1010803","3","1010803094","1","0.2","","dsb_idle_normal"
"0.3","","","0","1010803","93","1010803095","","","",""
"se_adv_emote_common_01","","0","se_adv_emote_common_01","1010803","23","1010803096","","","",""
"2","0","1.4","10","1010803","12","1010803097","0","0","0","0"
"1","0","1.4","10","1010803","12","1010803098","0","0","0","0"
"2","","","0","1010803","93","1010803099","","","",""
"1","2","70","124531","1010804","1","1010804001","-219","0","dsb_idle_normal","-475"
"7","2","70","2","1010804","5","1010804002","-360","1","dsb_idle_relax_Ex2","0"
"10","2","71","99","1010804","5","1010804003","-219","0","dsb_empty","-345"
"1","1","0","1","1010804","31","1010804004","1","","","0"
"3","1","0","3","1010804","31","1010804005","1","","","0"
"4","1","0","4","1010804","31","1010804006","1","","","0"
"17","1","0","10","1010804","31","1010804007","1","","","0"
"27","1","0","20","1010804","31","1010804008","1","","","0"
"37","1","-10","30","1010804","31","1010804009","1","","","-183"
"43","1","0","43","1010804","31","1010804010","1","","","0"
"44","0","130","44","1010804","31","1010804011","1","","","0"
"45","0","133","45","1010804","31","1010804012","1","","","-141"
"46","0","130","46","1010804","31","1010804013","1","","","0"
"47","0","142","47","1010804","31","1010804014","1","","","-212"
"48","0","142","48","1010804","31","1010804015","1","","","-212"
"124531","","","170","1010804","13","1010804016","","","",""
"2","","","170","1010804","13","1010804017","","","",""
"0","","","","1010804","91","1010804018","","","",""
"se_10044200","","1","se_10044200_cmn_amb","1010804","23","1010804019","","","",""
"se_10044200","","0","se_10044200_cmn_steam","1010804","23","1010804020","","","",""
"6","","","0","1010804","93","1010804021","","","",""
"se_10044200","","1","se_10044200_hotspring_07","1010804","23","1010804022","","","",""
"1.5","","","0","1010804","93","1010804023","","","",""
"2","0.5","1","dsb_idle_relax_blink","1010804","3","1010804024","","","",""
"vo_dsb_1010804","","0","vo_dsb_4001","1010804","21","1010804025","","","","0"
