096e752b0deee66a37cf356dacee859969f429544fd44babb832d873913b7e29,66549637c85508269294bf33b120397e4a20ffe09c2a88194f8731dd24073ab8,c6a2ec29e50c1e09f5d9bee49a898021805bc303f020e4b65a68403c886aaea1,573267fbe64a5d300f73ef74f7877680ad616f3f9a24e1c0fb37b3c793d14d2b,654cd41938441dbb2cd6ecf5c44e4628ca091546465de140b3e9e3a666144f31,ca642cb81ff941caf402ab0b2457418d010c3829d74552267d225c316f1a0812,7a9ecd259265385156c7df51226e39f3f7a00bacf39d4705a0e293e1bf93ff7d
"1800","5","7","0","10102","0","5"
"1875","5","8","0","10102","0","0"
"1890","5","8","0","10102","0","1"
"1905","5","8","0","10102","0","2"
"1920","5","8","0","10102","0","3"
"1935","5","8","0","10102","0","4"
"1950","5","8","0","10102","0","5"
"2025","5","9","0","10102","0","0"
"2040","5","9","0","10102","0","1"
"2055","5","9","0","10102","0","2"
"2070","5","9","0","10102","0","3"
"2085","5","9","0","10102","0","4"
"2100","5","9","0","10102","0","5"
"2175","5","10","0","10102","0","0"
"2190","5","10","0","10102","0","1"
"2205","5","10","0","10102","0","2"
"2220","5","10","0","10102","0","3"
"2235","5","10","0","10102","0","4"
"2250","5","10","0","10102","0","5"
"150","7","1","0","10103","0","0"
"180","7","1","0","10103","0","1"
"210","7","1","0","10103","0","2"
"240","7","1","0","10103","0","3"
"270","7","1","0","10103","0","4"
"300","7","1","0","10103","0","5"
"450","7","2","0","10103","0","0"
"480","7","2","0","10103","0","1"
"510","7","2","0","10103","0","2"
"540","7","2","0","10103","0","3"
"570","7","2","0","10103","0","4"
"600","7","2","0","10103","0","5"
"750","7","3","0","10103","0","0"
"780","7","3","0","10103","0","1"
"810","7","3","0","10103","0","2"
"840","7","3","0","10103","0","3"
"870","7","3","0","10103","0","4"
"900","7","3","0","10103","0","5"
"1050","7","4","0","10103","0","0"
"1080","7","4","0","10103","0","1"
"1110","7","4","0","10103","0","2"
"1140","7","4","0","10103","0","3"
"1170","7","4","0","10103","0","4"
"1200","7","4","0","10103","0","5"
"1350","7","5","0","10103","0","0"
"1380","7","5","0","10103","0","1"
"1410","7","5","0","10103","0","2"
"1440","7","5","0","10103","0","3"
"1470","7","5","0","10103","0","4"
"1500","7","5","0","10103","0","5"
"1575","7","6","0","10103","0","0"
"1590","7","6","0","10103","0","1"
"1605","7","6","0","10103","0","2"
"1620","7","6","0","10103","0","3"
"1635","7","6","0","10103","0","4"
"1650","7","6","0","10103","0","5"
"1725","7","7","0","10103","0","0"
"1740","7","7","0","10103","0","1"
"1755","7","7","0","10103","0","2"
"1770","7","7","0","10103","0","3"
"1785","7","7","0","10103","0","4"
"1800","7","7","0","10103","0","5"
"1875","7","8","0","10103","0","0"
"1890","7","8","0","10103","0","1"
"1905","7","8","0","10103","0","2"
"1920","7","8","0","10103","0","3"
"1935","7","8","0","10103","0","4"
"1950","7","8","0","10103","0","5"
"2025","7","9","0","10103","0","0"
"2040","7","9","0","10103","0","1"
"2055","7","9","0","10103","0","2"
"2070","7","9","0","10103","0","3"
"2085","7","9","0","10103","0","4"
"2100","7","9","0","10103","0","5"
"2175","7","10","0","10103","0","0"
"2190","7","10","0","10103","0","1"
"2205","7","10","0","10103","0","2"
"2220","7","10","0","10103","0","3"
"2235","7","10","0","10103","0","4"
"2250","7","10","0","10103","0","5"
"300","10","1","0","10104","0","0"
"360","10","1","0","10104","0","1"
"420","10","1","0","10104","0","2"
"480","10","1","0","10104","0","3"
"540","10","1","0","10104","0","4"
"600","10","1","0","10104","0","5"
"900","10","2","0","10104","0","0"
"960","10","2","0","10104","0","1"
"1020","10","2","0","10104","0","2"
"1080","10","2","0","10104","0","3"
"1140","10","2","0","10104","0","4"
"1200","10","2","0","10104","0","5"
"1500","10","3","0","10104","0","0"
"1560","10","3","0","10104","0","1"
"1620","10","3","0","10104","0","2"
"1680","10","3","0","10104","0","3"
"1740","10","3","0","10104","0","4"
"1800","10","3","0","10104","0","5"
"2100","10","4","0","10104","0","0"
"2160","10","4","0","10104","0","1"
"2220","10","4","0","10104","0","2"
"2280","10","4","0","10104","0","3"
"2340","10","4","0","10104","0","4"
"2400","10","4","0","10104","0","5"
"2700","10","5","0","10104","0","0"
"2760","10","5","0","10104","0","1"
"2820","10","5","0","10104","0","2"
"2880","10","5","0","10104","0","3"
"2940","10","5","0","10104","0","4"
"3000","10","5","0","10104","0","5"
"3150","10","6","0","10104","0","0"
"3180","10","6","0","10104","0","1"
"3210","10","6","0","10104","0","2"
"3240","10","6","0","10104","0","3"
"3270","10","6","0","10104","0","4"
"3300","10","6","0","10104","0","5"
"3450","10","7","0","10104","0","0"
"3480","10","7","0","10104","0","1"
"3510","10","7","0","10104","0","2"
"3540","10","7","0","10104","0","3"
"3570","10","7","0","10104","0","4"
"3600","10","7","0","10104","0","5"
"3750","10","8","0","10104","0","0"
"3780","10","8","0","10104","0","1"
"3810","10","8","0","10104","0","2"
"3840","10","8","0","10104","0","3"
"3870","10","8","0","10104","0","4"
"3900","10","8","0","10104","0","5"
"4050","10","9","0","10104","0","0"
"4080","10","9","0","10104","0","1"
"4110","10","9","0","10104","0","2"
"4140","10","9","0","10104","0","3"
"4170","10","9","0","10104","0","4"
"4200","10","9","0","10104","0","5"
"4350","10","10","0","10104","0","0"
"4380","10","10","0","10104","0","1"
"4410","10","10","0","10104","0","2"
"4440","10","10","0","10104","0","3"
"4470","10","10","0","10104","0","4"
"4500","10","10","0","10104","0","5"
"300","2","1","0","10201","0","0"
"360","2","1","0","10201","0","1"
"420","2","1","0","10201","0","2"
"480","2","1","0","10201","0","3"
"540","2","1","0","10201","0","4"
"600","2","1","0","10201","0","5"
"900","2","2","0","10201","0","0"
"960","2","2","0","10201","0","1"
"1020","2","2","0","10201","0","2"
"1080","2","2","0","10201","0","3"
"1140","2","2","0","10201","0","4"
"1200","2","2","0","10201","0","5"
"1500","2","3","0","10201","0","0"
"1560","2","3","0","10201","0","1"
"1620","2","3","0","10201","0","2"
"1680","2","3","0","10201","0","3"
"1740","2","3","0","10201","0","4"
"1800","2","3","0","10201","0","5"
"2100","2","4","0","10201","0","0"
"2160","2","4","0","10201","0","1"
"2220","2","4","0","10201","0","2"
"2280","2","4","0","10201","0","3"
"2340","2","4","0","10201","0","4"
"2400","2","4","0","10201","0","5"
"2700","2","5","0","10201","0","0"
"2760","2","5","0","10201","0","1"
"2820","2","5","0","10201","0","2"
"2880","2","5","0","10201","0","3"
"2940","2","5","0","10201","0","4"
"3000","2","5","0","10201","0","5"
"3150","2","6","0","10201","0","0"
"3180","2","6","0","10201","0","1"
"3210","2","6","0","10201","0","2"
"3240","2","6","0","10201","0","3"
"3270","2","6","0","10201","0","4"
"3300","2","6","0","10201","0","5"
"3450","2","7","0","10201","0","0"
"3480","2","7","0","10201","0","1"
"3510","2","7","0","10201","0","2"
"3540","2","7","0","10201","0","3"
"3570","2","7","0","10201","0","4"
"3600","2","7","0","10201","0","5"
"3750","2","8","0","10201","0","0"
"3780","2","8","0","10201","0","1"
"3810","2","8","0","10201","0","2"
"3840","2","8","0","10201","0","3"
"3870","2","8","0","10201","0","4"
"3900","2","8","0","10201","0","5"
"4050","2","9","0","10201","0","0"
"4080","2","9","0","10201","0","1"
"4110","2","9","0","10201","0","2"
"4140","2","9","0","10201","0","3"
"4170","2","9","0","10201","0","4"
"4200","2","9","0","10201","0","5"
"4350","2","10","0","10201","0","0"
"4380","2","10","0","10201","0","1"
"4410","2","10","0","10201","0","2"
"4440","2","10","0","10201","0","3"
"4470","2","10","0","10201","0","4"
"4500","2","10","0","10201","0","5"
"150","5","1","0","10202","0","0"
"180","5","1","0","10202","0","1"
"210","5","1","0","10202","0","2"
"240","5","1","0","10202","0","3"
"270","5","1","0","10202","0","4"
"300","5","1","0","10202","0","5"
"450","5","2","0","10202","0","0"
"480","5","2","0","10202","0","1"
"510","5","2","0","10202","0","2"
"540","5","2","0","10202","0","3"
"570","5","2","0","10202","0","4"
"600","5","2","0","10202","0","5"
"750","5","3","0","10202","0","0"
"780","5","3","0","10202","0","1"
"810","5","3","0","10202","0","2"
"840","5","3","0","10202","0","3"
"870","5","3","0","10202","0","4"
"900","5","3","0","10202","0","5"
"1050","5","4","0","10202","0","0"
"1080","5","4","0","10202","0","1"
"1110","5","4","0","10202","0","2"
"1140","5","4","0","10202","0","3"
"1170","5","4","0","10202","0","4"
"1200","5","4","0","10202","0","5"
"1350","5","5","0","10202","0","0"
"1380","5","5","0","10202","0","1"
"1410","5","5","0","10202","0","2"
"1440","5","5","0","10202","0","3"
"1470","5","5","0","10202","0","4"
"1500","5","5","0","10202","0","5"
"1575","5","6","0","10202","0","0"
"1590","5","6","0","10202","0","1"
"1605","5","6","0","10202","0","2"
"1620","5","6","0","10202","0","3"
"1635","5","6","0","10202","0","4"
"1650","5","6","0","10202","0","5"
"1725","5","7","0","10202","0","0"
"1740","5","7","0","10202","0","1"
"1755","5","7","0","10202","0","2"
"1770","5","7","0","10202","0","3"
"1785","5","7","0","10202","0","4"
"1800","5","7","0","10202","0","5"
"1875","5","8","0","10202","0","0"
"1890","5","8","0","10202","0","1"
"1905","5","8","0","10202","0","2"
"1920","5","8","0","10202","0","3"
"1935","5","8","0","10202","0","4"
"1950","5","8","0","10202","0","5"
"2025","5","9","0","10202","0","0"
"2040","5","9","0","10202","0","1"
"2055","5","9","0","10202","0","2"
"2070","5","9","0","10202","0","3"
"2085","5","9","0","10202","0","4"
"2100","5","9","0","10202","0","5"
"2175","5","10","0","10202","0","0"
"2190","5","10","0","10202","0","1"
"2205","5","10","0","10202","0","2"
"2220","5","10","0","10202","0","3"
"2235","5","10","0","10202","0","4"
"2250","5","10","0","10202","0","5"
"150","6","1","0","10203","0","0"
"180","6","1","0","10203","0","1"
"210","6","1","0","10203","0","2"
"240","6","1","0","10203","0","3"
"270","6","1","0","10203","0","4"
"300","6","1","0","10203","0","5"
"450","6","2","0","10203","0","0"
"480","6","2","0","10203","0","1"
"510","6","2","0","10203","0","2"
"540","6","2","0","10203","0","3"
"570","6","2","0","10203","0","4"
"600","6","2","0","10203","0","5"
"750","6","3","0","10203","0","0"
"780","6","3","0","10203","0","1"
"810","6","3","0","10203","0","2"
"840","6","3","0","10203","0","3"
"870","6","3","0","10203","0","4"
"900","6","3","0","10203","0","5"
"1050","6","4","0","10203","0","0"
"1080","6","4","0","10203","0","1"
"1110","6","4","0","10203","0","2"
"1140","6","4","0","10203","0","3"
"1170","6","4","0","10203","0","4"
"1200","6","4","0","10203","0","5"
"1350","6","5","0","10203","0","0"
"1380","6","5","0","10203","0","1"
"1410","6","5","0","10203","0","2"
"1440","6","5","0","10203","0","3"
"1470","6","5","0","10203","0","4"
"1500","6","5","0","10203","0","5"
"1575","6","6","0","10203","0","0"
"1590","6","6","0","10203","0","1"
"1605","6","6","0","10203","0","2"
"1620","6","6","0","10203","0","3"
"1635","6","6","0","10203","0","4"
"1650","6","6","0","10203","0","5"
"1725","6","7","0","10203","0","0"
"1740","6","7","0","10203","0","1"
"1755","6","7","0","10203","0","2"
"1770","6","7","0","10203","0","3"
"1785","6","7","0","10203","0","4"
"1800","6","7","0","10203","0","5"
"1875","6","8","0","10203","0","0"
"1890","6","8","0","10203","0","1"
"1905","6","8","0","10203","0","2"
"1920","6","8","0","10203","0","3"
"1935","6","8","0","10203","0","4"
"1950","6","8","0","10203","0","5"
"2025","6","9","0","10203","0","0"
"2040","6","9","0","10203","0","1"
"2055","6","9","0","10203","0","2"
"2070","6","9","0","10203","0","3"
"2085","6","9","0","10203","0","4"
"2100","6","9","0","10203","0","5"
"2175","6","10","0","10203","0","0"
"2190","6","10","0","10203","0","1"
"2205","6","10","0","10203","0","2"
"2220","6","10","0","10203","0","3"
"2235","6","10","0","10203","0","4"
"2250","6","10","0","10203","0","5"
"300","10","1","0","10204","0","0"
"360","10","1","0","10204","0","1"
"420","10","1","0","10204","0","2"
"480","10","1","0","10204","0","3"
"540","10","1","0","10204","0","4"
"600","10","1","0","10204","0","5"
"900","10","2","0","10204","0","0"
"960","10","2","0","10204","0","1"
"1020","10","2","0","10204","0","2"
"1080","10","2","0","10204","0","3"
"1140","10","2","0","10204","0","4"
"1200","10","2","0","10204","0","5"
"1500","10","3","0","10204","0","0"
"1560","10","3","0","10204","0","1"
"1620","10","3","0","10204","0","2"
"1680","10","3","0","10204","0","3"
"1740","10","3","0","10204","0","4"
"1800","10","3","0","10204","0","5"
"2100","10","4","0","10204","0","0"
"2160","10","4","0","10204","0","1"
"2220","10","4","0","10204","0","2"
"2280","10","4","0","10204","0","3"
"2340","10","4","0","10204","0","4"
"2400","10","4","0","10204","0","5"
"2700","10","5","0","10204","0","0"
"2760","10","5","0","10204","0","1"
"2820","10","5","0","10204","0","2"
"2880","10","5","0","10204","0","3"
"2940","10","5","0","10204","0","4"
"3000","10","5","0","10204","0","5"
"3150","10","6","0","10204","0","0"
"3180","10","6","0","10204","0","1"
"3210","10","6","0","10204","0","2"
"3240","10","6","0","10204","0","3"
"3270","10","6","0","10204","0","4"
"3300","10","6","0","10204","0","5"
"3450","10","7","0","10204","0","0"
"3480","10","7","0","10204","0","1"
"3510","10","7","0","10204","0","2"
"3540","10","7","0","10204","0","3"
"3570","10","7","0","10204","0","4"
"3600","10","7","0","10204","0","5"
"3750","10","8","0","10204","0","0"
"3780","10","8","0","10204","0","1"
"3810","10","8","0","10204","0","2"
"3840","10","8","0","10204","0","3"
"3870","10","8","0","10204","0","4"
"3900","10","8","0","10204","0","5"
"4050","10","9","0","10204","0","0"
"4080","10","9","0","10204","0","1"
"4110","10","9","0","10204","0","2"
"4140","10","9","0","10204","0","3"
"4170","10","9","0","10204","0","4"
"4200","10","9","0","10204","0","5"
"4350","10","10","0","10204","0","0"
"4380","10","10","0","10204","0","1"
"4410","10","10","0","10204","0","2"
"4440","10","10","0","10204","0","3"
"4470","10","10","0","10204","0","4"
"4500","10","10","0","10204","0","5"
"150","1","1","0","10301","0","0"
"180","1","1","0","10301","0","1"
"210","1","1","0","10301","0","2"
"240","1","1","0","10301","0","3"
"270","1","1","0","10301","0","4"
"300","1","1","0","10301","0","5"
"450","1","2","0","10301","0","0"
"480","1","2","0","10301","0","1"
"510","1","2","0","10301","0","2"
"540","1","2","0","10301","0","3"
"570","1","2","0","10301","0","4"
"600","1","2","0","10301","0","5"
"750","1","3","0","10301","0","0"
"780","1","3","0","10301","0","1"
"810","1","3","0","10301","0","2"
"840","1","3","0","10301","0","3"
"870","1","3","0","10301","0","4"
"900","1","3","0","10301","0","5"
"1050","1","4","0","10301","0","0"
"1080","1","4","0","10301","0","1"
"1110","1","4","0","10301","0","2"
"1140","1","4","0","10301","0","3"
"1170","1","4","0","10301","0","4"
"1200","1","4","0","10301","0","5"
"1350","1","5","0","10301","0","0"
"1380","1","5","0","10301","0","1"
"1410","1","5","0","10301","0","2"
"1440","1","5","0","10301","0","3"
"1470","1","5","0","10301","0","4"
"1500","1","5","0","10301","0","5"
"1575","1","6","0","10301","0","0"
"1590","1","6","0","10301","0","1"
"1605","1","6","0","10301","0","2"
"1620","1","6","0","10301","0","3"
"1635","1","6","0","10301","0","4"
"1650","1","6","0","10301","0","5"
"1725","1","7","0","10301","0","0"
"1740","1","7","0","10301","0","1"
"1755","1","7","0","10301","0","2"
"1770","1","7","0","10301","0","3"
"1785","1","7","0","10301","0","4"
"1800","1","7","0","10301","0","5"
"1875","1","8","0","10301","0","0"
"1890","1","8","0","10301","0","1"
"1905","1","8","0","10301","0","2"
"1920","1","8","0","10301","0","3"
"1935","1","8","0","10301","0","4"
"1950","1","8","0","10301","0","5"
"2025","1","9","0","10301","0","0"
"2040","1","9","0","10301","0","1"
"2055","1","9","0","10301","0","2"
"2070","1","9","0","10301","0","3"
"2085","1","9","0","10301","0","4"
"2100","1","9","0","10301","0","5"
"2175","1","10","0","10301","0","0"
"2190","1","10","0","10301","0","1"
"2205","1","10","0","10301","0","2"
"2220","1","10","0","10301","0","3"
"2235","1","10","0","10301","0","4"
"2250","1","10","0","10301","0","5"
"150","3","1","0","10302","0","0"
"180","3","1","0","10302","0","1"
"210","3","1","0","10302","0","2"
"240","3","1","0","10302","0","3"
"270","3","1","0","10302","0","4"
"300","3","1","0","10302","0","5"
"450","3","2","0","10302","0","0"
"480","3","2","0","10302","0","1"
"510","3","2","0","10302","0","2"
"540","3","2","0","10302","0","3"
"570","3","2","0","10302","0","4"
"600","3","2","0","10302","0","5"
"750","3","3","0","10302","0","0"
"780","3","3","0","10302","0","1"
"810","3","3","0","10302","0","2"
"840","3","3","0","10302","0","3"
"870","3","3","0","10302","0","4"
"900","3","3","0","10302","0","5"
"1050","3","4","0","10302","0","0"
"1080","3","4","0","10302","0","1"
"1110","3","4","0","10302","0","2"
"1140","3","4","0","10302","0","3"
"1170","3","4","0","10302","0","4"
"1200","3","4","0","10302","0","5"
"1350","3","5","0","10302","0","0"
"1380","3","5","0","10302","0","1"
"1410","3","5","0","10302","0","2"
"1440","3","5","0","10302","0","3"
"1470","3","5","0","10302","0","4"
"1500","3","5","0","10302","0","5"
"1575","3","6","0","10302","0","0"
"1590","3","6","0","10302","0","1"
"1605","3","6","0","10302","0","2"
"1620","3","6","0","10302","0","3"
"1635","3","6","0","10302","0","4"
"1650","3","6","0","10302","0","5"
"1725","3","7","0","10302","0","0"
"1740","3","7","0","10302","0","1"
"1755","3","7","0","10302","0","2"
"1770","3","7","0","10302","0","3"
"1785","3","7","0","10302","0","4"
"1800","3","7","0","10302","0","5"
"1875","3","8","0","10302","0","0"
"1890","3","8","0","10302","0","1"
"1905","3","8","0","10302","0","2"
"1920","3","8","0","10302","0","3"
"1935","3","8","0","10302","0","4"
"1950","3","8","0","10302","0","5"
"2025","3","9","0","10302","0","0"
"2040","3","9","0","10302","0","1"
"2055","3","9","0","10302","0","2"
"2070","3","9","0","10302","0","3"
"2085","3","9","0","10302","0","4"
"2100","3","9","0","10302","0","5"
"2175","3","10","0","10302","0","0"
"2190","3","10","0","10302","0","1"
"2205","3","10","0","10302","0","2"
"2220","3","10","0","10302","0","3"
"2235","3","10","0","10302","0","4"
"2250","3","10","0","10302","0","5"
"150","4","1","0","10303","0","0"
"180","4","1","0","10303","0","1"
"210","4","1","0","10303","0","2"
"240","4","1","0","10303","0","3"
"270","4","1","0","10303","0","4"
"300","4","1","0","10303","0","5"
"450","4","2","0","10303","0","0"
"480","4","2","0","10303","0","1"
"510","4","2","0","10303","0","2"
"540","4","2","0","10303","0","3"
"570","4","2","0","10303","0","4"
"600","4","2","0","10303","0","5"
"750","4","3","0","10303","0","0"
"780","4","3","0","10303","0","1"
"810","4","3","0","10303","0","2"
"840","4","3","0","10303","0","3"
"870","4","3","0","10303","0","4"
"900","4","3","0","10303","0","5"
"1050","4","4","0","10303","0","0"
"1080","4","4","0","10303","0","1"
"1110","4","4","0","10303","0","2"
"1140","4","4","0","10303","0","3"
"1170","4","4","0","10303","0","4"
"1200","4","4","0","10303","0","5"
"1350","4","5","0","10303","0","0"
"1380","4","5","0","10303","0","1"
"1410","4","5","0","10303","0","2"
"1440","4","5","0","10303","0","3"
"1470","4","5","0","10303","0","4"
"1500","4","5","0","10303","0","5"
"1575","4","6","0","10303","0","0"
"1590","4","6","0","10303","0","1"
"1605","4","6","0","10303","0","2"
"1620","4","6","0","10303","0","3"
"1635","4","6","0","10303","0","4"
"1650","4","6","0","10303","0","5"
"1725","4","7","0","10303","0","0"
"1740","4","7","0","10303","0","1"
"1755","4","7","0","10303","0","2"
"1770","4","7","0","10303","0","3"
"1785","4","7","0","10303","0","4"
"1800","4","7","0","10303","0","5"
"1875","4","8","0","10303","0","0"
"1890","4","8","0","10303","0","1"
"1905","4","8","0","10303","0","2"
"1920","4","8","0","10303","0","3"
"1935","4","8","0","10303","0","4"
"1950","4","8","0","10303","0","5"
"2025","4","9","0","10303","0","0"
"2040","4","9","0","10303","0","1"
"2055","4","9","0","10303","0","2"
"2070","4","9","0","10303","0","3"
"2085","4","9","0","10303","0","4"
"2100","4","9","0","10303","0","5"
"2175","4","10","0","10303","0","0"
"2190","4","10","0","10303","0","1"
"2205","4","10","0","10303","0","2"
"2220","4","10","0","10303","0","3"
"2235","4","10","0","10303","0","4"
"2250","4","10","0","10303","0","5"
"200","11","1","0","10304","0","0"
"240","11","1","0","10304","0","1"
"280","11","1","0","10304","0","2"
"320","11","1","0","10304","0","3"
"360","11","1","0","10304","0","4"
"400","11","1","0","10304","0","5"
"600","11","2","0","10304","0","0"
"640","11","2","0","10304","0","1"
"680","11","2","0","10304","0","2"
"720","11","2","0","10304","0","3"
"760","11","2","0","10304","0","4"
"800","11","2","0","10304","0","5"
"1000","11","3","0","10304","0","0"
"1040","11","3","0","10304","0","1"
"1080","11","3","0","10304","0","2"
"1120","11","3","0","10304","0","3"
"1160","11","3","0","10304","0","4"
"1200","11","3","0","10304","0","5"
"1400","11","4","0","10304","0","0"
"1440","11","4","0","10304","0","1"
"1480","11","4","0","10304","0","2"
"1520","11","4","0","10304","0","3"
"1560","11","4","0","10304","0","4"
"1600","11","4","0","10304","0","5"
"1800","11","5","0","10304","0","0"
"1840","11","5","0","10304","0","1"
"1880","11","5","0","10304","0","2"
"1920","11","5","0","10304","0","3"
"1960","11","5","0","10304","0","4"
"2000","11","5","0","10304","0","5"
"2100","11","6","0","10304","0","0"
"2120","11","6","0","10304","0","1"
"2140","11","6","0","10304","0","2"
"2160","11","6","0","10304","0","3"
"2180","11","6","0","10304","0","4"
"2200","11","6","0","10304","0","5"
"2300","11","7","0","10304","0","0"
"2320","11","7","0","10304","0","1"
"2340","11","7","0","10304","0","2"
"2360","11","7","0","10304","0","3"
"2380","11","7","0","10304","0","4"
"2400","11","7","0","10304","0","5"
"2500","11","8","0","10304","0","0"
"2520","11","8","0","10304","0","1"
"2540","11","8","0","10304","0","2"
"2560","11","8","0","10304","0","3"
"2580","11","8","0","10304","0","4"
"2600","11","8","0","10304","0","5"
"2700","11","9","0","10304","0","0"
"2720","11","9","0","10304","0","1"
"2740","11","9","0","10304","0","2"
"2760","11","9","0","10304","0","3"
"2780","11","9","0","10304","0","4"
"2800","11","9","0","10304","0","5"
"2900","11","10","0","10304","0","0"
"2920","11","10","0","10304","0","1"
"2940","11","10","0","10304","0","2"
"2960","11","10","0","10304","0","3"
"2980","11","10","0","10304","0","4"
"3000","11","10","0","10304","0","5"
"150","1","1","0","10401","0","0"
"180","1","1","0","10401","0","1"
"210","1","1","0","10401","0","2"
"240","1","1","0","10401","0","3"
"270","1","1","0","10401","0","4"
"300","1","1","0","10401","0","5"
"450","1","2","0","10401","0","0"
"480","1","2","0","10401","0","1"
"510","1","2","0","10401","0","2"
"540","1","2","0","10401","0","3"
"570","1","2","0","10401","0","4"
"600","1","2","0","10401","0","5"
"750","1","3","0","10401","0","0"
"780","1","3","0","10401","0","1"
"810","1","3","0","10401","0","2"
"840","1","3","0","10401","0","3"
"870","1","3","0","10401","0","4"
"900","1","3","0","10401","0","5"
"1050","1","4","0","10401","0","0"
"1080","1","4","0","10401","0","1"
"1110","1","4","0","10401","0","2"
"1140","1","4","0","10401","0","3"
"1170","1","4","0","10401","0","4"
"1200","1","4","0","10401","0","5"
"1350","1","5","0","10401","0","0"
"1380","1","5","0","10401","0","1"
"1410","1","5","0","10401","0","2"
"1440","1","5","0","10401","0","3"
"1470","1","5","0","10401","0","4"
"1500","1","5","0","10401","0","5"
"1575","1","6","0","10401","0","0"
"1590","1","6","0","10401","0","1"
"1605","1","6","0","10401","0","2"
"1620","1","6","0","10401","0","3"
"1635","1","6","0","10401","0","4"
"1650","1","6","0","10401","0","5"
