1278a7e031dac2e8881d1622397247d81c384e0bf6b79b47fcbc00be3d559e21,948c73ed2855a7bb43fec245734ea2d840f676ae4fe6538fd693dbdcb5bf5966,61f1fa5436419bc3c450366ad1b1c7df29c6760d4475e5e819c39ec52c26d255,28ab1b82c485b42ef32466e7234cba7b0ed69c6ae71e455c9444a11c382b8d1d,d75cabcc234383a5b1957792c4e434581e1bfb528ed297cc8f46d0cbddfd3cca
"30","91002","8","71003002","10003005"
"1","22002","2","71003002","10003006"
"30","91002","8","71003003","10003007"
"1","22002","2","71003003","10003008"
"30","91002","8","71003004","10003009"
"1","22002","2","71003004","10003010"
"30","91002","8","71003005","10003011"
"1","22002","2","71003005","10003012"
"30","91002","8","71003006","10003013"
"1","22002","2","71003006","10003014"
"30","91002","8","71003007","10003015"
"1","22002","2","71003007","10003016"
"30","91002","8","71003008","10003017"
"1","22002","2","71003008","10003018"
"30","91002","8","71003009","10003019"
"1","22002","2","71003009","10003020"
"30","91002","8","71003010","10003021"
"1","22002","2","71003010","10003022"
"30","91002","8","71003011","10003023"
"1","22002","2","71003011","10003024"
"30","91002","8","71003012","10003025"
"1","22002","2","71003012","10003026"
"30","91002","8","71003013","10003027"
"1","22002","2","71003013","10003028"
"30","91002","8","71003014","10003029"
"1","22002","2","71003014","10003030"
"30","91002","8","71003015","10003031"
"1","22002","2","71003015","10003032"
"60","91002","8","71003016","10003033"
"2","22002","2","71003016","10003034"
"60","91002","8","71003017","10003035"
"2","22002","2","71003017","10003036"
"60","91002","8","71003018","10003037"
"2","22002","2","71003018","10003038"
"60","91002","8","71003019","10003039"
"2","22002","2","71003019","10003040"
"60","91002","8","71003020","10003041"
"2","22002","2","71003020","10003042"
"50000","94002","12","71003021","10003043"
"100000","94002","12","71003022","10003044"
"150000","94002","12","71003023","10003045"
"200000","94002","12","71003024","10003046"
"2","31017","2","71003025","10003047"
"2","31010","2","71003026","10003048"
"3","31017","2","71003027","10003049"
"3","31010","2","71003028","10003050"
"5","31017","2","71003029","10003051"
"5","31010","2","71003030","10003052"
"5","60032","2","61004001","10004001"
"5","60032","2","61004002","10004002"
"30","91002","8","71004001","10004003"
"1","22002","2","71004001","10004004"
"30","91002","8","71004002","10004005"
"1","22002","2","71004002","10004006"
"30","91002","8","71004003","10004007"
"1","22002","2","71004003","10004008"
"30","91002","8","71004004","10004009"
"1","22002","2","71004004","10004010"
"30","91002","8","71004005","10004011"
"1","22002","2","71004005","10004012"
"30","91002","8","71004006","10004013"
"1","22002","2","71004006","10004014"
"30","91002","8","71004007","10004015"
"1","22002","2","71004007","10004016"
"30","91002","8","71004008","10004017"
"1","22002","2","71004008","10004018"
"30","91002","8","71004009","10004019"
"1","22002","2","71004009","10004020"
"30","91002","8","71004010","10004021"
"1","22002","2","71004010","10004022"
"30","91002","8","71004011","10004023"
"1","22002","2","71004011","10004024"
"30","91002","8","71004012","10004025"
"1","22002","2","71004012","10004026"
"30","91002","8","71004013","10004027"
"1","22002","2","71004013","10004028"
"30","91002","8","71004014","10004029"
"1","22002","2","71004014","10004030"
"30","91002","8","71004015","10004031"
"1","22002","2","71004015","10004032"
"60","91002","8","71004016","10004033"
"2","22002","2","71004016","10004034"
"60","91002","8","71004017","10004035"
"2","22002","2","71004017","10004036"
"60","91002","8","71004018","10004037"
"2","22002","2","71004018","10004038"
"60","91002","8","71004019","10004039"
"2","22002","2","71004019","10004040"
"60","91002","8","71004020","10004041"
"2","22002","2","71004020","10004042"
"50000","94002","12","71004021","10004043"
"100000","94002","12","71004022","10004044"
"150000","94002","12","71004023","10004045"
"200000","94002","12","71004024","10004046"
"50","91002","8","71004025","10004047"
"1","31076","2","71004026","10004048"
"1","31076","2","71004027","10004049"
"2","31076","2","71004028","10004050"
"2","31076","2","71004029","10004051"
"4","31076","2","71004030","10004052"
"10","31076","2","71004031","10004053"
"5","60042","2","61005001","10005001"
"5","60042","2","61005002","10005002"
"30","91002","8","71005001","10005003"
"1","22002","2","71005001","10005004"
"30","91002","8","71005002","10005005"
"1","22002","2","71005002","10005006"
"30","91002","8","71005003","10005007"
"1","22002","2","71005003","10005008"
"30","91002","8","71005004","10005009"
"1","22002","2","71005004","10005010"
"30","91002","8","71005005","10005011"
"1","22002","2","71005005","10005012"
"30","91002","8","71005006","10005013"
"1","22002","2","71005006","10005014"
"30","91002","8","71005007","10005015"
"1","22002","2","71005007","10005016"
"30","91002","8","71005008","10005017"
"1","22002","2","71005008","10005018"
"30","91002","8","71005009","10005019"
"1","22002","2","71005009","10005020"
"30","91002","8","71005010","10005021"
"1","22002","2","71005010","10005022"
"30","91002","8","71005011","10005023"
"1","22002","2","71005011","10005024"
"30","91002","8","71005012","10005025"
"1","22002","2","71005012","10005026"
"30","91002","8","71005013","10005027"
"1","22002","2","71005013","10005028"
"30","91002","8","71005014","10005029"
"1","22002","2","71005014","10005030"
"30","91002","8","71005015","10005031"
"1","22002","2","71005015","10005032"
"60","91002","8","71005016","10005033"
"2","22002","2","71005016","10005034"
"60","91002","8","71005017","10005035"
"2","22002","2","71005017","10005036"
"60","91002","8","71005018","10005037"
"2","22002","2","71005018","10005038"
"60","91002","8","71005019","10005039"
"2","22002","2","71005019","10005040"
"60","91002","8","71005020","10005041"
"2","22002","2","71005020","10005042"
"50000","94002","12","71005021","10005043"
"100000","94002","12","71005022","10005044"
"150000","94002","12","71005023","10005045"
"200000","94002","12","71005024","10005046"
"50","91002","8","71005025","10005047"
"1","31080","2","71005026","10005048"
"1","31080","2","71005027","10005049"
"2","31080","2","71005028","10005050"
"2","31080","2","71005029","10005051"
"4","31080","2","71005030","10005052"
"10","31080","2","71005031","10005053"
"5","60052","2","61006001","10006001"
"5","60052","2","61006002","10006002"
"30","91002","8","71006001","10006003"
"1","22002","2","71006001","10006004"
"30","91002","8","71006002","10006005"
"1","22002","2","71006002","10006006"
"30","91002","8","71006003","10006007"
"1","22002","2","71006003","10006008"
"30","91002","8","71006004","10006009"
"1","22002","2","71006004","10006010"
"30","91002","8","71006005","10006011"
"1","22002","2","71006005","10006012"
"30","91002","8","71006006","10006013"
"1","22002","2","71006006","10006014"
"30","91002","8","71006007","10006015"
"1","22002","2","71006007","10006016"
"30","91002","8","71006008","10006017"
"1","22002","2","71006008","10006018"
"30","91002","8","71006009","10006019"
"1","22002","2","71006009","10006020"
"30","91002","8","71006010","10006021"
"1","22002","2","71006010","10006022"
"30","91002","8","71006011","10006023"
"1","22002","2","71006011","10006024"
"30","91002","8","71006012","10006025"
"1","22002","2","71006012","10006026"
"30","91002","8","71006013","10006027"
"1","22002","2","71006013","10006028"
"30","91002","8","71006014","10006029"
"1","22002","2","71006014","10006030"
"30","91002","8","71006015","10006031"
"1","22002","2","71006015","10006032"
"60","91002","8","71006016","10006033"
"2","22002","2","71006016","10006034"
"60","91002","8","71006017","10006035"
"2","22002","2","71006017","10006036"
"60","91002","8","71006018","10006037"
"2","22002","2","71006018","10006038"
"60","91002","8","71006019","10006039"
"2","22002","2","71006019","10006040"
"60","91002","8","71006020","10006041"
"2","22002","2","71006020","10006042"
"50000","94002","12","71006021","10006043"
"100000","94002","12","71006022","10006044"
"150000","94002","12","71006023","10006045"
"200000","94002","12","71006024","10006046"
"50","91002","8","71006025","10006047"
"1","31047","2","71006026","10006048"
"1","31047","2","71006027","10006049"
"2","31047","2","71006028","10006050"
"2","31047","2","71006029","10006051"
"4","31047","2","71006030","10006052"
"10","31047","2","71006031","10006053"
"5","60062","2","61007001","10007001"
"5","60062","2","61007002","10007002"
"30","91002","8","71007001","10007003"
"1","22002","2","71007001","10007004"
"30","91002","8","71007002","10007005"
"1","22002","2","71007002","10007006"
"30","91002","8","71007003","10007007"
"1","22002","2","71007003","10007008"
"30","91002","8","71007004","10007009"
"1","22002","2","71007004","10007010"
"30","91002","8","71007005","10007011"
"1","22002","2","71007005","10007012"
"30","91002","8","71007006","10007013"
"1","22002","2","71007006","10007014"
"30","91002","8","71007007","10007015"
"1","22002","2","71007007","10007016"
"30","91002","8","71007008","10007017"
"1","22002","2","71007008","10007018"
"30","91002","8","71007009","10007019"
"1","22002","2","71007009","10007020"
"30","91002","8","71007010","10007021"
"1","22002","2","71007010","10007022"
"30","91002","8","71007011","10007023"
"1","22002","2","71007011","10007024"
"30","91002","8","71007012","10007025"
"1","22002","2","71007012","10007026"
"30","91002","8","71007013","10007027"
"1","22002","2","71007013","10007028"
"30","91002","8","71007014","10007029"
"1","22002","2","71007014","10007030"
"30","91002","8","71007015","10007031"
"1","22002","2","71007015","10007032"
"60","91002","8","71007016","10007033"
"2","22002","2","71007016","10007034"
"60","91002","8","71007017","10007035"
"2","22002","2","71007017","10007036"
"60","91002","8","71007018","10007037"
"2","22002","2","71007018","10007038"
"60","91002","8","71007019","10007039"
"2","22002","2","71007019","10007040"
"60","91002","8","71007020","10007041"
"2","22002","2","71007020","10007042"
"50000","94002","12","71007021","10007043"
"100000","94002","12","71007022","10007044"
"150000","94002","12","71007023","10007045"
"200000","94002","12","71007024","10007046"
"50","91002","8","71007025","10007047"
"1","31082","2","71007026","10007048"
"1","31082","2","71007027","10007049"
"2","31082","2","71007028","10007050"
"2","31082","2","71007029","10007051"
"4","31082","2","71007030","10007052"
"1","108201","1","71007031","10007053"
"10","31082","2","71007032","10007054"
"5","60072","2","61008001","10008001"
"5","60072","2","61008002","10008002"
"30","91002","8","71008001","10008003"
"1","22002","2","71008001","10008004"
"30","91002","8","71008002","10008005"
"1","22002","2","71008002","10008006"
"30","91002","8","71008003","10008007"
"1","22002","2","71008003","10008008"
"30","91002","8","71008004","10008009"
"1","22002","2","71008004","10008010"
"30","91002","8","71008005","10008011"
"1","22002","2","71008005","10008012"
"30","91002","8","71008006","10008013"
"1","22002","2","71008006","10008014"
"30","91002","8","71008007","10008015"
"1","22002","2","71008007","10008016"
"30","91002","8","71008008","10008017"
"1","22002","2","71008008","10008018"
"30","91002","8","71008009","10008019"
"1","22002","2","71008009","10008020"
"30","91002","8","71008010","10008021"
"1","22002","2","71008010","10008022"
"30","91002","8","71008011","10008023"
"1","22002","2","71008011","10008024"
"30","91002","8","71008012","10008025"
"1","22002","2","71008012","10008026"
"30","91002","8","71008013","10008027"
"1","22002","2","71008013","10008028"
"30","91002","8","71008014","10008029"
"1","22002","2","71008014","10008030"
"30","91002","8","71008015","10008031"
"1","22002","2","71008015","10008032"
"60","91002","8","71008016","10008033"
"2","22002","2","71008016","10008034"
"60","91002","8","71008017","10008035"
"2","22002","2","71008017","10008036"
"60","91002","8","71008018","10008037"
"2","22002","2","71008018","10008038"
"60","91002","8","71008019","10008039"
"2","22002","2","71008019","10008040"
"60","91002","8","71008020","10008041"
"2","22002","2","71008020","10008042"
"50000","94002","12","71008021","10008043"
"100000","94002","12","71008022","10008044"
"150000","94002","12","71008023","10008045"
"200000","94002","12","71008024","10008046"
"50","91002","8","71008025","10008047"
"1","31009","2","71008026","10008048"
"1","31009","2","71008027","10008049"
"2","31009","2","71008028","10008050"
"2","31009","2","71008029","10008051"
"4","31009","2","71008030","10008052"
"10","31009","2","71008031","10008053"
"5","60082","2","61009001","10009001"
"5","60082","2","61009002","10009002"
"30","91002","8","71009001","10009003"
"1","22002","2","71009001","10009004"
"30","91002","8","71009002","10009005"
"1","22002","2","71009002","10009006"
"30","91002","8","71009003","10009007"
"1","22002","2","71009003","10009008"
"30","91002","8","71009004","10009009"
"1","22002","2","71009004","10009010"
"30","91002","8","71009005","10009011"
"1","22002","2","71009005","10009012"
"30","91002","8","71009006","10009013"
"1","22002","2","71009006","10009014"
"30","91002","8","71009007","10009015"
"1","22002","2","71009007","10009016"
"30","91002","8","71009008","10009017"
"1","22002","2","71009008","10009018"
"30","91002","8","71009009","10009019"
"1","22002","2","71009009","10009020"
"30","91002","8","71009010","10009021"
"1","22002","2","71009010","10009022"
"30","91002","8","71009011","10009023"
"1","22002","2","71009011","10009024"
"30","91002","8","71009012","10009025"
"1","22002","2","71009012","10009026"
"30","91002","8","71009013","10009027"
"1","22002","2","71009013","10009028"
"30","91002","8","71009014","10009029"
"1","22002","2","71009014","10009030"
"30","91002","8","71009015","10009031"
"1","22002","2","71009015","10009032"
"60","91002","8","71009016","10009033"
"2","22002","2","71009016","10009034"
"60","91002","8","71009017","10009035"
"2","22002","2","71009017","10009036"
"60","91002","8","71009018","10009037"
"2","22002","2","71009018","10009038"
"60","91002","8","71009019","10009039"
"2","22002","2","71009019","10009040"
"60","91002","8","71009020","10009041"
"2","22002","2","71009020","10009042"
"50000","94002","12","71009021","10009043"
"100000","94002","12","71009022","10009044"
"150000","94002","12","71009023","10009045"
"200000","94002","12","71009024","10009046"
"50","91002","8","71009025","10009047"
"1","31085","2","71009026","10009048"
"1","31085","2","71009027","10009049"
"2","31085","2","71009028","10009050"
"2","31085","2","71009029","10009051"
"4","31085","2","71009030","10009052"
"1","108501","1","71009031","10009053"
"10","31085","2","71009032","10009054"
"5","60092","2","61010001","10010001"
"5","60092","2","61010002","10010002"
"30","91002","8","71010001","10010003"
"1","22002","2","71010001","10010004"
"30","91002","8","71010002","10010005"
"1","22002","2","71010002","10010006"
"30","91002","8","71010003","10010007"
"1","22002","2","71010003","10010008"
"30","91002","8","71010004","10010009"
"1","22002","2","71010004","10010010"
"30","91002","8","71010005","10010011"
"1","22002","2","71010005","10010012"
"30","91002","8","71010006","10010013"
"1","22002","2","71010006","10010014"
"30","91002","8","71010007","10010015"
"1","22002","2","71010007","10010016"
"30","91002","8","71010008","10010017"
"1","22002","2","71010008","10010018"
"30","91002","8","71010009","10010019"
"1","22002","2","71010009","10010020"
"30","91002","8","71010010","10010021"
"1","22002","2","71010010","10010022"
"30","91002","8","71010011","10010023"
"1","22002","2","71010011","10010024"
"30","91002","8","71010012","10010025"
"1","22002","2","71010012","10010026"
"30","91002","8","71010013","10010027"
"1","22002","2","71010013","10010028"
"30","91002","8","71010014","10010029"
"1","22002","2","71010014","10010030"
"30","91002","8","71010015","10010031"
"1","22002","2","71010015","10010032"
"60","91002","8","71010016","10010033"
"2","22002","2","71010016","10010034"
"60","91002","8","71010017","10010035"
"2","22002","2","71010017","10010036"
"60","91002","8","71010018","10010037"
"2","22002","2","71010018","10010038"
"60","91002","8","71010019","10010039"
"2","22002","2","71010019","10010040"
"60","91002","8","71010020","10010041"
"2","22002","2","71010020","10010042"
"50000","94002","12","71010021","10010043"
"100000","94002","12","71010022","10010044"
"150000","94002","12","71010023","10010045"
"200000","94002","12","71010024","10010046"
"50","91002","8","71010025","10010047"
"1","31089","2","71010026","10010048"
"1","31089","2","71010027","10010049"
"2","31089","2","71010028","10010050"
"2","31089","2","71010029","10010051"
"4","31089","2","71010030","10010052"
"1","108901","1","71010031","10010053"
"10","31089","2","71010032","10010054"
"2","31089","2","81010001","10010055"
"30","91002","8","81010001","10010056"
"100","60092","2","81010002","10010057"
"30000","94002","12","81010002","10010058"
"100","60092","2","81010003","10010059"
"30000","94002","12","81010003","10010060"
"2","31089","2","81010004","10010061"
"30","91002","8","81010004","10010062"
"100","60092","2","81010005","10010063"
"30000","94002","12","81010005","10010064"
"100","60092","2","81010006","10010065"
"30000","94002","12","81010006","10010066"
"2","31089","2","81010007","10010067"
"30","91002","8","81010007","10010068"
"5","60102","2","61011001","10011001"
"5","60102","2","61011002","10011002"
"4","60104","2","61011003","10011003"
"2","60105","2","61011003","10011004"
"30","91002","8","71011001","10011005"
"1","22002","2","71011001","10011006"
"30","91002","8","71011002","10011007"
"1","22002","2","71011002","10011008"
"30","91002","8","71011003","10011009"
"1","22002","2","71011003","10011010"
"30","91002","8","71011004","10011011"
"1","22002","2","71011004","10011012"
"30","91002","8","71011005","10011013"
"1","22002","2","71011005","10011014"
"30","91002","8","71011006","10011015"
"1","22002","2","71011006","10011016"
"30","91002","8","71011007","10011017"
"1","22002","2","71011007","10011018"
"30","91002","8","71011008","10011019"
"1","22002","2","71011008","10011020"
"30","91002","8","71011009","10011021"
"1","22002","2","71011009","10011022"
"30","91002","8","71011010","10011023"
"1","22002","2","71011010","10011024"
"30","91002","8","71011011","10011025"
"1","22002","2","71011011","10011026"
"30","91002","8","71011012","10011027"
"1","22002","2","71011012","10011028"
"30","91002","8","71011013","10011029"
"1","22002","2","71011013","10011030"
"30","91002","8","71011014","10011031"
"1","22002","2","71011014","10011032"
"30","91002","8","71011015","10011033"
"1","22002","2","71011015","10011034"
"60","91002","8","71011016","10011035"
"2","22002","2","71011016","10011036"
"60","91002","8","71011017","10011037"
"2","22002","2","71011017","10011038"
"60","91002","8","71011018","10011039"
"2","22002","2","71011018","10011040"
"60","91002","8","71011019","10011041"
"2","22002","2","71011019","10011042"
"60","91002","8","71011020","10011043"
"2","22002","2","71011020","10011044"
"50000","94002","12","71011021","10011045"
"100000","94002","12","71011022","10011046"
"150000","94002","12","71011023","10011047"
"200000","94002","12","71011024","10011048"
"50","91002","8","71011025","10011049"
"1","31090","2","71011026","10011050"
"1","31090","2","71011027","10011051"
"2","31090","2","71011028","10011052"
"2","31090","2","71011029","10011053"
"4","31090","2","71011030","10011054"
"1","109001","1","71011031","10011055"
"10","31090","2","71011032","10011056"
"2","31090","2","81011001","10011057"
"30","91002","8","81011001","10011058"
"100","60102","2","81011002","10011059"
"30000","94002","12","81011002","10011060"
"100","60102","2","81011003","10011061"
"30000","94002","12","81011003","10011062"
"2","31090","2","81011004","10011063"
"30","91002","8","81011004","10011064"
"100","60102","2","81011005","10011065"
"30000","94002","12","81011005","10011066"
"100","60102","2","81011006","10011067"
"30000","94002","12","81011006","10011068"
"2","31090","2","81011007","10011069"
"30","91002","8","81011007","10011070"
"5","60112","2","61012001","10012001"
"5","60112","2","61012002","10012002"
"30","91002","8","71012001","10012003"
"1","22002","2","71012001","10012004"
"30","91002","8","71012002","10012005"
"1","22002","2","71012002","10012006"
"30","91002","8","71012003","10012007"
"1","22002","2","71012003","10012008"
"30","91002","8","71012004","10012009"
"1","22002","2","71012004","10012010"
"30","91002","8","71012005","10012011"
"1","22002","2","71012005","10012012"
"30","91002","8","71012006","10012013"
"1","22002","2","71012006","10012014"
"30","91002","8","71012007","10012015"
"1","22002","2","71012007","10012016"
"30","91002","8","71012008","10012017"
"1","22002","2","71012008","10012018"
"30","91002","8","71012009","10012019"
"1","22002","2","71012009","10012020"
"30","91002","8","71012010","10012021"
"1","22002","2","71012010","10012022"
"30","91002","8","71012011","10012023"
"1","22002","2","71012011","10012024"
"30","91002","8","71012012","10012025"
"1","22002","2","71012012","10012026"
"30","91002","8","71012013","10012027"
"1","22002","2","71012013","10012028"
"30","91002","8","71012014","10012029"
"1","22002","2","71012014","10012030"
"30","91002","8","71012015","10012031"
"1","22002","2","71012015","10012032"
"60","91002","8","71012016","10012033"
"2","22002","2","71012016","10012034"
"60","91002","8","71012017","10012035"
"2","22002","2","71012017","10012036"
"60","91002","8","71012018","10012037"
"2","22002","2","71012018","10012038"
"60","91002","8","71012019","10012039"
"2","22002","2","71012019","10012040"
"60","91002","8","71012020","10012041"
"2","22002","2","71012020","10012042"
"50000","94002","12","71012021","10012043"
"100000","94002","12","71012022","10012044"
"150000","94002","12","71012023","10012045"
"200000","94002","12","71012024","10012046"
"50","91002","8","71012025","10012047"
"1","31043","2","71012026","10012048"
"1","31043","2","71012027","10012049"
"2","31043","2","71012028","10012050"
"2","31043","2","71012029","10012051"
"4","31043","2","71012030","10012052"
"10","31043","2","71012031","10012053"
"2","31043","2","81012001","10012054"
"30","91002","8","81012001","10012055"
"100","60112","2","81012002","10012056"
"30000","94002","12","81012002","10012057"
"100","60112","2","81012003","10012058"
"30000","94002","12","81012003","10012059"
"2","31043","2","81012004","10012060"
"30","91002","8","81012004","10012061"
"100","60112","2","81012005","10012062"
"30000","94002","12","81012005","10012063"
"100","60112","2","81012006","10012064"
"30000","94002","12","81012006","10012065"
"2","31043","2","81012007","10012066"
"30","91002","8","81012007","10012067"
"5","60122","2","61013001","10012068"
"5","60122","2","61013002","10012069"
"30","91002","8","71013001","10013001"
"1","22002","2","71013001","10013002"
"30","91002","8","71013002","10013003"
"1","22002","2","71013002","10013004"
"30","91002","8","71013003","10013005"
"1","22002","2","71013003","10013006"
"30","91002","8","71013004","10013007"
"1","22002","2","71013004","10013008"
"30","91002","8","71013005","10013009"
"1","22002","2","71013005","10013010"
"30","91002","8","71013006","10013011"
"1","22002","2","71013006","10013012"
"30","91002","8","71013007","10013013"
"1","22002","2","71013007","10013014"
"30","91002","8","71013008","10013015"
"1","22002","2","71013008","10013016"
"30","91002","8","71013009","10013017"
"1","22002","2","71013009","10013018"
"30","91002","8","71013010","10013019"
"1","22002","2","71013010","10013020"
"30","91002","8","71013011","10013021"
"1","22002","2","71013011","10013022"
"30","91002","8","71013012","10013023"
"1","22002","2","71013012","10013024"
"30","91002","8","71013013","10013025"
"1","22002","2","71013013","10013026"
"30","91002","8","71013014","10013027"
"1","22002","2","71013014","10013028"
"30","91002","8","71013015","10013029"
"1","22002","2","71013015","10013030"
"60","91002","8","71013016","10013031"
"2","22002","2","71013016","10013032"
"60","91002","8","71013017","10013033"
"2","22002","2","71013017","10013034"
"60","91002","8","71013018","10013035"
"2","22002","2","71013018","10013036"
"60","91002","8","71013019","10013037"
"2","22002","2","71013019","10013038"
"60","91002","8","71013020","10013039"
"2","22002","2","71013020","10013040"
"50000","94002","12","71013021","10013041"
"100000","94002","12","71013022","10013042"
"150000","94002","12","71013023","10013043"
"200000","94002","12","71013024","10013044"
"50","91002","8","71013025","10013045"
"1","31093","2","71013026","10013046"
"1","31093","2","71013027","10013047"
"2","31093","2","71013028","10013048"
"2","31093","2","71013029","10013049"
"4","31093","2","71013030","10013050"
"1","109301","1","71013031","10013051"
"10","31093","2","71013032","10013052"
"2","31093","2","81013001","10013053"
"30","91002","8","81013001","10013054"
"100","60122","2","81013002","10013055"
"30000","94002","12","81013002","10013056"
"100","60122","2","81013003","10013057"
"30000","94002","12","81013003","10013058"
"2","31093","2","81013004","10013059"
"30","91002","8","81013004","10013060"
"100","60122","2","81013005","10013061"
"30000","94002","12","81013005","10013062"
"100","60122","2","81013006","10013063"
"30000","94002","12","81013006","10013064"
"2","31093","2","81013007","10013065"
"30","91002","8","81013007","10013066"
"5","60132","2","61014001","10014001"
"5","60132","2","61014002","10014002"
"30","91002","8","71014001","10014003"
"1","22002","2","71014001","10014004"
"30","91002","8","71014002","10014005"
"1","22002","2","71014002","10014006"
"30","91002","8","71014003","10014007"
"1","22002","2","71014003","10014008"
"30","91002","8","71014004","10014009"
"1","22002","2","71014004","10014010"
"30","91002","8","71014005","10014011"
"1","22002","2","71014005","10014012"
"30","91002","8","71014006","10014013"
"1","22002","2","71014006","10014014"
"30","91002","8","71014007","10014015"
"1","22002","2","71014007","10014016"
"30","91002","8","71014008","10014017"
"1","22002","2","71014008","10014018"
"30","91002","8","71014009","10014019"
"1","22002","2","71014009","10014020"
"30","91002","8","71014010","10014021"
"1","22002","2","71014010","10014022"
"30","91002","8","71014011","10014023"
"1","22002","2","71014011","10014024"
"30","91002","8","71014012","10014025"
"1","22002","2","71014012","10014026"
"30","91002","8","71014013","10014027"
"1","22002","2","71014013","10014028"
"30","91002","8","71014014","10014029"
"1","22002","2","71014014","10014030"
"30","91002","8","71014015","10014031"
"1","22002","2","71014015","10014032"
"60","91002","8","71014016","10014033"
"2","22002","2","71014016","10014034"
"60","91002","8","71014017","10014035"
"2","22002","2","71014017","10014036"
"60","91002","8","71014018","10014037"
"2","22002","2","71014018","10014038"
"60","91002","8","71014019","10014039"
"2","22002","2","71014019","10014040"
"60","91002","8","71014020","10014041"
"2","22002","2","71014020","10014042"
"50000","94002","12","71014021","10014043"
"100000","94002","12","71014022","10014044"
