e66fdd876ff892702b213f6387b81de292433459b921510c3f984fda3869fbdf,558a3924cbb0dd5cb01b161b2545c851c2d9aea707a6ea5a908d3e4e8cdc8543,4bbdb7ff55ab2069e2852e8c3b36e96b686018f6e6a4661f89171f769ce7c9e1,1d8b79cb8f403843d0cc4f6f91ec6b3edc59ae89261243004a30ba80b4a26c52,dcef78fa1bf4556472c7c8bdf458708d994b2ed5b573ea0e879c4cfa0e9d638c,e812a8166fb9080096a01b1f50a07ab57afd14495255aa7642f392033361ba90,261662590851092ebd76ebc4d1444ef48da4239e8efe4318870d4f770e51c0ad,bc9825847d6d2aff15fde9046ff2bd2a8ebec8801006f295fcc8979e3c87de0b,e1541ca86a77508452882e556e4e7db56a8783d6ed63171087bc9e8069661b0c,da143926f46101ba3b3d213cf8dcdeb24a3066410f6f76a49fdf279b76cf9dc1,447b673186e20f50e1f12cd2c91b4d018d68d21cbd60d7a490cb5df7e110daf4,1ca259791b5342ec17f8c4360a23273c93b810f0b6980cd8374bc41a59306632,502fd7a587017359137464f43a38f567e3ce4ed8ee822976d018b679ab6596f0
"43","7","0","0","1","0","0","0","10010566","0","10010125","10003","10010126"
"42","4","0","0","1","0","0","0","10010125","0","10010126","0","10010127"
"41","7","0","0","1","0","0","0","10010126","0","10010127","10001","10010128"
"40","2","0","0","1","0","0","0","10010127","0","10010128","2","10010563"
"38","7","0","0","1","0","0","0","10010563","0","10010130","10001","10010131"
"37","6","0","0","1","0","0","0","10010130","0","10010131","0","10010132"
"36","11","0","0","1","0","0","10010702","10010131","0","10010132","10001","10010701"
"34","12","0","0","1","0","0","0","10010701","0","10010153","0","10010705"
"29","14","0","0","1","0","0","0","10010708","0","10010158","5","10010161"
"28","4","0","0","1","0","0","0","10010158","0","10010161","0","10010162"
"27","2","0","0","1","0","0","0","10010161","0","10010162","2","10010163"
"26","3","0","0","1","0","0","0","10010162","0","10010163","1","10010164"
"25","14","0","0","1","0","0","0","10010163","0","10010164","3","10010165"
"24","11","0","0","1","0","0","0","10010164","0","10010165","10001","10010166"
"23","12","0","0","1","0","0","0","10010165","0","10010166","0","10010167"
"22","3","0","0","1","0","0","0","10010166","0","10010167","2","10010568"
"20","7","0","0","1","0","0","0","10010568","0","10010169","10002","10010570"
"18","3","0","0","1","0","0","0","10010570","0","10010173","2","10010174"
"17","7","0","0","1","0","0","0","10010173","0","10010174","10001","10010175"
"16","4","0","0","1","0","0","0","10010174","0","10010175","0","10010176"
"15","2","0","0","1","0","0","0","10010175","0","10010176","1","10010177"
"14","2","0","0","1","0","0","0","10010176","0","10010177","2","10010178"
"13","3","0","0","1","0","0","0","10010177","0","10010178","2","10010179"
"12","12","0","0","1","0","0","0","10010178","0","10010179","0","10010180"
"11","6","0","0","1","0","0","0","10010179","0","10010180","0","10010181"
"10","4","0","0","1","0","0","0","10010180","0","10010181","0","10010182"
"9","2","0","0","1","0","0","0","10010181","0","10010182","2","10010183"
"8","2","0","0","1","0","0","0","10010182","0","10010183","3","10010184"
"7","14","0","0","1","0","0","0","10010183","0","10010184","3","10010555"
"3","14","0","0","1","0","0","0","10010558","0","10010186","1","10010187"
"2","3","0","0","1","0","0","0","10010186","0","10010187","3","10010188"
"1","2","0","0","1","0","0","0","10010187","0","10010188","2","10010189"
"0","13","0","0","1","0","0","0","10010188","0","10010189","0","10010190"
"60","12","0","0","1","0","0","0","10010189","0","10010190","0","10010191"
"59","6","0","0","1","0","0","0","10010190","0","10010191","0","10010192"
"58","3","0","0","1","0","0","0","10010191","0","10010192","1","10010193"
"57","7","0","0","1","0","0","0","10010192","0","10010193","10001","10010194"
"56","5","0","0","1","0","0","0","10010193","0","10010194","0","10010195"
"55","3","0","0","1","0","0","0","10010194","0","10010195","2","10010196"
"54","11","0","0","1","0","0","0","10010195","0","10010196","10001","10010197"
"53","4","0","0","1","0","0","0","10010196","0","10010197","0","10010198"
"52","2","0","0","1","0","0","0","10010197","0","10010198","1","10010199"
"51","14","0","0","1","0","0","0","10010198","0","10010199","2","10010200"
"50","2","0","0","1","0","0","0","10010199","0","10010200","1","10010201"
"49","3","0","0","1","0","0","10010716","10010200","0","10010201","1","10010214"
"48","4","0","0","1","0","0","0","10010201","0","10010214","0","10010215"
"47","12","0","0","1","0","0","0","10010214","0","10010215","0","10010710"
"44","11","0","0","1","0","0","0","10010711","0","10010218","10001","10010219"
"43","2","0","0","1","0","0","0","10010218","0","10010219","2","10010220"
"42","4","0","0","1","0","0","0","10010219","0","10010220","0","10010221"
"41","3","0","0","1","0","0","0","10010220","0","10010221","2","10010222"
"40","2","0","0","1","0","0","0","10010221","0","10010222","1","10010223"
"39","2","0","0","1","0","0","0","10010222","0","10010223","2","10010224"
"38","4","0","0","1","0","0","0","10010223","0","10010224","0","10010225"
"37","7","0","0","1","0","0","0","10010224","0","10010225","10002","10010226"
"36","11","0","0","1","0","0","0","10010225","0","10010226","10001","10010227"
"35","14","0","0","1","0","0","0","10010226","0","10010227","4","10010228"
"34","5","0","0","1","0","0","0","10010227","0","10010228","0","10010229"
"33","2","0","0","1","0","0","0","10010228","0","10010229","1","10010230"
"32","14","0","0","1","0","0","0","10010229","0","10010230","3","10010231"
"31","4","0","0","1","0","0","0","10010230","0","10010231","0","10010232"
"30","7","0","0","1","0","0","0","10010231","0","10010232","10001","10010233"
"29","6","0","0","1","0","0","10010236","10010232","0","10010233","0","10010234"
"28","7","0","0","1","0","0","0","10010233","0","10010234","10001","10010573"
"28","2","0","0","1","0","0","0","10010233","0","10010236","3","10010237"
"27","3","0","0","1","0","0","0","10010236","0","10010237","2","10010574"
"25","3","0","0","1","0","0","0","10010574","0","10010239","3","10010240"
"24","2","0","0","1","0","0","0","10010239","0","10010240","3","10010241"
"23","4","0","0","1","0","0","0","10010240","0","10010241","0","10010575"
"24","14","0","0","1","0","0","0","10010245","0","10010244","2","10010564"
"25","7","0","0","1","0","0","0","10010246","0","10010245","10003","10010244"
"26","14","0","0","1","0","0","0","10010573","0","10010246","1","10010245"
"21","4","0","0","1","0","0","0","10010575","0","10010247","0","10010248"
"20","11","0","0","1","0","0","10010250","10010247","0","10010248","10001","10010249"
"19","7","0","0","1","0","0","0","10010248","0","10010249","10003","10010253"
"19","5","0","0","1","0","0","0","10010248","0","10010250","0","10010251"
"18","6","0","0","1","0","0","0","10010250","0","10010251","0","10010577"
"18","3","0","0","1","0","0","0","10010249","0","10010253","2","10010576"
"16","14","10010577","0","1","0","0","0","10010576","0","10010255","5","10010256"
"15","2","0","0","1","0","0","0","10010255","0","10010256","2","10010257"
"14","12","0","0","1","0","0","0","10010256","0","10010257","0","10010258"
"13","2","0","0","1","0","0","0","10010257","0","10010258","1","10010259"
"12","7","0","0","1","0","0","0","10010258","0","10010259","10001","10010260"
"11","2","0","0","1","0","0","0","10010259","0","10010260","2","10010261"
"10","7","0","0","1","0","0","0","10010260","0","10010261","10001","10010262"
"9","3","0","0","1","0","0","0","10010261","0","10010262","1","10010263"
"8","7","0","0","1","0","0","0","10010262","0","10010263","10001","10010264"
"7","6","0","0","1","0","0","10010717","10010263","0","10010264","0","10010719"
"5","3","0","0","1","0","0","0","10010719","0","10010272","2","10010273"
"4","7","10010721","0","1","0","0","0","10010272","0","10010273","10002","10010274"
"3","4","0","0","1","0","0","0","10010273","0","10010274","0","10010275"
"2","2","0","0","1","0","0","0","10010274","0","10010275","3","10010276"
"1","3","0","0","1","0","0","0","10010275","0","10010276","3","10010277"
"0","13","0","0","1","0","0","0","10010276","0","10010277","0","10010278"
"60","2","0","0","1","0","0","0","10010277","0","10010278","1","10010279"
"59","3","0","0","1","0","0","0","10010278","0","10010279","2","10010280"
"58","2","0","0","1","0","0","0","10010279","0","10010280","2","10010281"
"57","5","0","0","1","0","0","0","10010280","0","10010281","0","10010282"
"56","7","0","0","1","0","0","10010285","10010281","0","10010282","10002","10010283"
"55","12","0","0","1","0","0","0","10010282","0","10010283","0","10010296"
"61","2","0","0","1","0","0","0","10010282","0","10010285","3","10010695"
"58","7","0","0","1","0","0","0","10010696","0","10010287","10003","10010697"
"56","14","0","0","1","0","0","0","10010697","0","10010290","3","10010291"
"55","3","0","0","1","0","0","0","10010290","0","10010291","3","10010292"
"54","7","0","0","1","0","0","0","10010291","0","10010292","10002","10010699"
"51","2","0","0","1","0","0","0","10010700","0","10010295","2","10010300"
"54","6","0","0","1","0","0","0","10010283","0","10010296","0","10010578"
"51","4","0","0","1","0","0","0","10010723","0","10010299","0","10010300"
"50","5","10010299","0","1","0","0","0","10010295","0","10010300","0","10010301"
"49","3","0","0","1","0","0","0","10010300","0","10010301","1","10010580"
"46","11","0","0","1","0","0","10010307","10010581","0","10010304","10001","10010305"
"45","2","0","0","1","0","0","0","10010304","0","10010305","1","10010306"
"44","3","0","0","1","0","0","0","10010305","0","10010306","1","10010316"
"47","3","0","0","1","0","0","0","10010304","0","10010307","3","10010308"
"46","2","0","0","1","0","0","0","10010307","0","10010308","3","10010583"
"44","7","0","0","1","0","0","0","10010583","0","10010310","10003","10010584"
"42","2","0","0","1","0","0","0","10010584","0","10010312","3","10010582"
"40","12","0","0","1","0","0","0","10010582","0","10010314","0","10010315"
"39","2","0","0","1","0","0","0","10010314","0","10010315","3","10010586"
"43","4","0","0","1","0","0","0","10010306","0","10010316","0","10010317"
"42","2","0","0","1","0","0","0","10010316","0","10010317","2","10010318"
"41","6","0","0","1","0","0","0","10010317","0","10010318","0","10010319"
"40","4","0","0","1","0","0","0","10010318","0","10010319","0","10010320"
"39","7","0","0","1","0","0","0","10010319","0","10010320","10001","10010586"
"37","3","0","0","1","0","0","0","10010586","0","10010322","2","10010323"
"36","4","0","0","1","0","0","0","10010322","0","10010323","0","10010324"
"35","6","0","0","1","0","0","0","10010323","0","10010324","0","10010325"
"34","2","0","0","1","0","0","0","10010324","0","10010325","2","10010326"
"33","14","0","0","1","0","0","0","10010325","0","10010326","3","10010327"
"32","7","0","0","1","0","0","0","10010326","0","10010327","10001","10010328"
"31","14","0","0","1","0","0","0","10010327","0","10010328","4","10010329"
"30","4","0","0","1","0","0","0","10010328","0","10010329","0","10010330"
"29","12","0","0","1","0","0","0","10010329","0","10010330","0","10010587"
"27","5","0","0","1","0","0","0","10010587","0","10010332","0","10010333"
"26","7","0","0","1","0","0","0","10010332","0","10010333","10001","10010334"
"25","3","0","0","1","0","0","0","10010333","0","10010334","2","10010335"
"24","2","0","0","1","0","0","0","10010334","0","10010335","1","10010588"
"22","4","0","0","1","0","0","0","10010588","0","10010337","0","10010338"
"21","11","0","0","1","0","0","0","10010337","0","10010338","10001","10010339"
"20","6","0","0","1","0","0","0","10010338","0","10010339","0","10010340"
"19","2","0","0","1","0","0","0","10010339","0","10010340","2","10010341"
"18","3","0","0","1","0","0","0","10010340","0","10010341","1","10010342"
"17","5","0","0","1","0","0","10010355","10010341","0","10010342","0","10010343"
"16","3","0","0","1","0","0","0","10010342","0","10010343","1","10010344"
"15","7","0","0","1","0","0","0","10010343","0","10010344","10002","10010589"
"13","2","0","0","1","0","0","0","10010589","0","10010346","2","10010347"
"12","7","0","0","1","0","0","0","10010346","0","10010347","10001","10010348"
"11","3","0","0","1","0","0","0","10010347","0","10010348","3","10010349"
"10","6","10010350","0","1","0","0","0","10010348","0","10010349","0","10010590"
"11","2","0","0","1","0","0","0","10010351","0","10010350","1","10010349"
"12","2","0","0","1","0","0","0","10010352","0","10010351","3","10010350"
"13","7","0","0","1","0","0","0","10010353","0","10010352","10002","10010351"
"14","2","0","0","1","0","0","0","10010354","0","10010353","1","10010352"
"15","2","0","0","1","0","0","0","10010355","0","10010354","2","10010353"
"16","4","0","0","1","0","0","0","10010342","0","10010355","0","10010354"
"8","4","0","0","1","0","0","10010592","10010590","0","10010357","0","10010591"
"4","4","10010596","0","1","0","0","0","10010595","0","10010361","0","10010365"
"3","2","0","0","1","0","0","0","10010361","0","10010365","3","10010598"
"0","13","0","0","1","0","0","0","10010597","0","10010430","0","10010431"
"60","2","0","0","1","0","0","0","10010430","0","10010431","1","10010432"
"59","6","0","0","1","0","0","0","10010431","0","10010432","0","10010434"
"58","7","0","0","1","0","0","0","10010432","0","10010434","10001","10010439"
"57","11","0","0","1","0","0","0","10010434","0","10010439","10001","10010484"
"56","6","10010439","0","1","0","0","0","10010001","0","10010484","0","10010485"
"55","2","0","0","1","0","0","0","10010484","0","10010485","1","10010486"
"54","4","0","0","1","0","0","0","10010485","0","10010486","0","10010487"
"53","7","0","0","1","0","0","0","10010486","0","10010487","10001","10010488"
"52","12","0","0","1","0","0","0","10010487","0","10010488","0","10010489"
"51","2","0","0","1","0","0","0","10010488","0","10010489","1","10010490"
"50","5","0","0","1","0","0","0","10010489","0","10010490","0","10010491"
"49","4","0","0","1","0","0","10010612","10010490","0","10010491","0","10010611"
"6","5","0","0","1","0","0","0","10010184","0","10010555","0","10010556"
"5","6","0","0","1","0","0","0","10010555","0","10010556","0","10010558"
"4","7","0","0","1","0","0","0","10010556","0","10010558","10002","10010186"
"50","2","0","0","1","0","0","10010560","10010107","0","10010559","1","10010119"
"49","4","0","0","1","0","0","0","10010559","0","10010560","0","10010110"
"46","2","0","0","1","0","0","0","10010111","0","10010561","2","10010113"
"43","14","0","0","1","0","0","0","10010114","0","10010562","3","10010116"
"39","14","10010128","0","1","0","0","0","10010118","0","10010563","3","10010130"
"23","11","0","0","1","0","0","0","10010244","0","10010564","10001","10010575"
"46","14","0","0","1","0","0","0","10010121","0","10010565","3","10010123"
"44","7","0","0","1","0","0","0","10010123","0","10010566","10001","10010125"
"21","5","0","0","1","0","0","0","10010167","0","10010568","0","10010169"
"19","4","0","0","1","0","0","0","10010169","0","10010570","0","10010173"
"27","2","0","0","1","0","0","0","10010234","0","10010573","1","10010246"
"26","14","0","0","1","0","0","0","10010237","0","10010574","1","10010239"
"22","12","10010564","0","1","0","0","0","10010241","0","10010575","0","10010247"
"17","4","0","0","1","0","0","0","10010253","0","10010576","0","10010255"
"17","2","0","0","1","0","0","0","10010251","0","10010577","3","10010255"
"53","11","0","0","1","0","0","0","10010296","0","10010578","10001","10010723"
"48","14","0","0","1","0","0","0","10010301","0","10010580","2","10010581"
"47","2","0","0","1","0","0","0","10010580","0","10010581","1","10010304"
"41","7","0","0","1","0","0","0","10010312","0","10010582","10003","10010314"
"45","4","0","0","1","0","0","0","10010308","0","10010583","0","10010310"
"43","14","0","0","1","0","0","0","10010310","0","10010584","4","10010312"
"38","12","10010320","0","1","0","0","0","10010315","0","10010586","0","10010322"
"28","11","0","0","1","0","0","0","10010330","0","10010587","10001","10010332"
"23","14","0","0","1","0","0","0","10010335","0","10010588","5","10010337"
"14","11","0","0","1","0","0","0","10010344","0","10010589","10001","10010346"
"9","14","0","0","1","0","0","0","10010349","0","10010590","3","10010357"
"7","2","0","0","1","0","0","0","10010357","0","10010591","2","10010593"
"7","6","0","0","1","0","0","0","10010357","0","10010592","0","10010594"
"6","7","0","0","1","0","0","0","10010591","0","10010593","10003","10010595"
"6","3","0","0","1","0","0","0","10010592","0","10010594","3","10010596"
"5","12","0","0","1","0","0","0","10010593","0","10010595","0","10010361"
"5","11","0","0","1","0","0","0","10010594","0","10010596","10001","10010361"
"1","7","0","0","1","0","0","0","10010598","0","10010597","10003","10010430"
"2","7","0","0","1","0","0","0","10010365","0","10010598","10001","10010597"
"48","14","0","0","1","0","0","0","10010491","0","10010611","1","10010614"
"48","14","0","0","1","0","0","0","10010491","0","10010612","1","10010613"
"47","2","0","0","1","0","0","0","10010612","0","10010613","3","10010616"
"47","3","0","0","1","0","0","0","10010611","0","10010614","3","10010615"
"46","6","0","0","1","0","0","0","10010614","0","10010615","0","10010618"
"46","4","0","0","1","0","0","0","10010613","0","10010616","0","10010617"
"45","14","0","0","1","0","0","0","10010616","0","10010617","2","10010619"
"45","14","0","0","1","0","0","0","10010615","0","10010618","2","10010624"
"44","2","0","0","1","0","0","0","10010617","0","10010619","1","10010620"
"43","2","0","0","1","0","0","0","10010619","0","10010620","2","10010621"
"42","2","10010622","0","1","0","0","0","10010620","0","10010621","2","10010625"
"43","3","0","0","1","0","0","0","10010624","0","10010622","1","10010621"
"44","7","0","0","1","0","0","0","10010618","0","10010624","10001","10010622"
"41","4","0","0","1","0","0","0","10010621","0","10010625","0","10010626"
"40","7","0","0","1","0","0","0","10010625","0","10010626","10001","10010627"
"39","2","0","0","1","0","0","0","10010626","0","10010627","1","10010628"
"38","14","0","0","1","0","0","0","10010627","0","10010628","4","10010629"
"37","5","0","0","1","0","0","0","10010628","0","10010629","0","10010630"
"36","2","0","0","1","0","0","10010637","10010629","0","10010630","1","10010631"
"35","3","0","0","1","0","0","0","10010630","0","10010631","2","10010632"
"34","2","0","0","1","0","0","0","10010631","0","10010632","2","10010633"
"33","11","0","0","1","0","0","0","10010632","0","10010633","10001","10010634"
"32","4","10010635","0","1","0","0","0","10010633","0","10010634","0","10010638"
"33","3","0","0","1","0","0","0","10010636","0","10010635","2","10010634"
"34","7","0","0","1","0","0","0","10010637","0","10010636","10002","10010635"
"35","12","0","0","1","0","0","0","10010630","0","10010637","0","10010636"
"31","6","0","0","1","0","0","0","10010634","0","10010638","0","10010639"
"30","2","0","0","1","0","0","0","10010638","0","10010639","1","10010640"
"29","11","0","0","1","0","0","0","10010639","0","10010640","10001","10010641"
"28","14","0","0","1","0","0","0","10010640","0","10010641","5","10010642"
"27","4","0","0","1","0","0","0","10010641","0","10010642","0","10010643"
"26","12","0","0","1","0","0","0","10010642","0","10010643","0","10010644"
"25","2","0","0","1","0","0","0","10010643","0","10010644","1","10010645"
"24","3","0","0","1","0","0","0","10010644","0","10010645","2","10010646"
"23","4","0","0","1","0","0","0","10010645","0","10010646","0","10010647"
"22","2","0","0","1","0","0","0","10010646","0","10010647","2","10010648"
"21","14","0","0","1","0","0","0","10010647","0","10010648","3","10010649"
"20","3","0","0","1","0","0","10010653","10010648","0","10010649","1","10010650"
"19","3","0","0","1","0","0","0","10010649","0","10010650","2","10010651"
"18","2","0","0","1","0","0","0","10010650","0","10010651","3","10010654"
"18","7","0","0","1","0","0","0","10010653","0","10010652","10003","10010655"
"19","2","0","0","1","0","0","0","10010649","0","10010653","1","10010652"
"17","11","0","0","1","0","0","0","10010651","0","10010654","10001","10010658"
"17","3","0","0","1","0","0","0","10010652","0","10010655","2","10010656"
"16","7","0","0","1","0","0","0","10010655","0","10010656","10002","10010657"
"15","7","10010658","0","1","0","0","0","10010656","0","10010657","10001","10010659"
"16","2","0","0","1","0","0","0","10010654","0","10010658","2","10010657"
"14","5","0","0","1","0","0","0","10010657","0","10010659","0","10010660"
"13","2","0","0","1","0","0","0","10010659","0","10010660","2","10010661"
"12","4","0","0","1","0","0","0","10010660","0","10010661","0","10010662"
"11","14","0","0","1","0","0","0","10010661","0","10010662","5","10010663"
"10","2","0","0","1","0","0","0","10010662","0","10010663","3","10010664"
"9","12","0","0","1","0","0","0","10010663","0","10010664","0","10010665"
"8","6","0","0","1","0","0","0","10010664","0","10010665","0","10010666"
"7","2","0","0","1","0","0","0","10010665","0","10010666","1","10010667"
"6","7","0","0","1","0","0","0","10010666","0","10010667","10003","10010668"
"5","11","0","0","1","0","0","0","10010667","0","10010668","10001","10010669"
"4","4","0","0","1","0","0","0","10010668","0","10010669","0","10010670"
"3","3","0","0","1","0","0","0","10010669","0","10010670","1","10010671"
"2","2","0","0","1","0","0","0","10010670","0","10010671","3","10010672"
"1","7","0","0","1","0","0","0","10010671","0","10010672","10001","10010673"
"0","13","0","0","1","0","0","0","10010672","0","10010673","0","10010674"
"60","3","0","0","1","0","0","0","10010673","0","10010674","1","10010099"
"60","3","0","0","1","0","0","0","10010285","0","10010695","3","10010696"
"59","14","0","0","1","0","0","0","10010695","0","10010696","6","10010287"
"57","2","0","0","1","0","0","0","10010287","0","10010697","3","10010290"
"53","4","0","0","1","0","0","0","10010292","0","10010699","0","10010700"
"52","14","0","0","1","0","0","0","10010699","0","10010700","7","10010295"
"35","2","0","0","1","0","0","0","10010132","0","10010701","1","10010153"
"37","2","0","0","1","0","0","0","10010132","0","10010702","3","10010703"
"36","14","0","0","1","0","0","0","10010702","0","10010703","3","10010704"
"35","6","0","0","1","0","0","0","10010703","0","10010704","0","10010709"
"33","3","10010709","0","1","0","0","0","10010153","0","10010705","3","10010706"
"32","4","0","0","1","0","0","0","10010705","0","10010706","0","10010707"
"31","7","0","0","1","0","0","0","10010706","0","10010707","10001","10010708"
"30","3","0","0","1","0","0","0","10010707","0","10010708","1","10010158"
"34","7","0","0","1","0","0","0","10010704","0","10010709","10003","10010705"
"46","2","0","0","1","0","0","0","10010215","0","10010710","1","10010711"
"45","6","10010712","0","1","0","0","0","10010710","0","10010711","0","10010218"
"46","3","0","0","1","0","0","0","10010713","0","10010712","3","10010711"
"47","14","0","0","1","0","0","0","10010714","0","10010713","6","10010712"
"48","2","0","0","1","0","0","0","10010715","0","10010714","3","10010713"
"49","4","0","0","1","0","0","0","10010716","0","10010715","0","10010714"
"50","14","0","0","1","0","0","0","10010201","0","10010716","4","10010715"
"8","5","0","0","1","0","0","0","10010264","0","10010717","0","10010718"
"7","14","0","0","1","0","0","0","10010717","0","10010718","5","10010720"
"6","7","0","0","1","0","0","0","10010264","0","10010719","10001","10010272"
"6","7","0","0","1","0","0","0","10010718","0","10010720","10003","10010721"
"5","3","0","0","1","0","0","0","10010720","0","10010721","3","10010273"
"52","2","0","0","1","0","0","0","10010578","0","10010723","1","10010299"
"63","1","0","0","2","0","0","0","0","0","10020001","0","10020002"
"62","2","10020390","0","2","0","0","0","10020001","0","10020002","1","10020003"
"61","4","0","0","2","0","0","0","10020002","0","10020003","0","10020004"
"60","6","0","0","2","0","0","0","10020003","0","10020004","0","10020005"
"59","7","0","0","2","0","0","0","10020004","0","10020005","10001","10020006"
"58","2","0","0","2","0","0","0","10020005","0","10020006","2","10020007"
"57","5","0","0","2","0","0","0","10020006","0","10020007","0","10020592"
"55","12","0","0","2","0","0","10020589","10020592","0","10020009","0","10020588"
"53","14","0","0","2","0","0","0","10020588","0","10020012","1","10020015"
"53","14","0","0","2","0","0","0","10020589","0","10020013","1","10020014"
"52","4","0","0","2","0","0","0","10020013","0","10020014","0","10020016"
"52","6","0","0","2","0","0","0","10020012","0","10020015","0","10020020"
"51","14","0","0","2","0","0","0","10020014","0","10020016","2","10020590"
"49","4","10020590","0","2","0","0","0","10020587","0","10020018","0","10020021"
"51","14","0","0","2","0","0","0","10020015","0","10020020","2","10020587"
"48","3","0","0","2","0","0","0","10020018","0","10020021","1","10020022"
"47","2","0","0","2","0","0","0","10020021","0","10020022","1","10020023"
"46","6","0","0","2","0","0","0","10020022","0","10020023","0","10020024"
"45","5","0","0","2","0","0","0","10020023","0","10020024","0","10020025"
"44","4","0","0","2","0","0","0","10020024","0","10020025","0","10020026"
"43","14","0","0","2","0","0","0","10020025","0","10020026","4","10020027"
"42","2","0","0","2","0","0","0","10020026","0","10020027","1","10020028"
"41","6","0","0","2","0","0","0","10020027","0","10020028","0","10020029"
"40","2","0","0","2","0","0","0","10020028","0","10020029","1","10020030"
"39","11","0","0","2","0","0","0","10020029","0","10020030","10001","10020031"
"38","7","0","0","2","0","0","10020586","10020030","0","10020031","10001","10020518"
"12","2","0","0","2","0","0","0","10020544","0","10020062","1","10020063"
"11","4","0","0","2","0","0","0","10020062","0","10020063","0","10020064"
"10","3","0","0","2","0","0","0","10020063","0","10020064","2","10020515"
"7","7","0","0","2","0","0","0","10020516","0","10020079","10002","10020404"
"3","7","0","0","2","0","0","0","10020406","0","10020083","10003","10020084"
"2","12","0","0","2","0","0","0","10020083","0","10020084","0","10020085"
"1","6","0","0","2","0","0","0","10020084","0","10020085","0","10020086"
"0","13","0","0","2","0","0","0","10020085","0","10020086","0","10020087"
"66","2","0","0","2","0","0","0","10020086","0","10020087","2","10020088"
"65","4","0","0","2","0","0","0","10020087","0","10020088","0","10020089"
"64","7","0","0","2","0","0","0","10020088","0","10020089","10001","10020090"
"63","6","0","0","2","0","0","0","10020089","0","10020090","0","10020091"
"62","12","0","0","2","0","0","0","10020090","0","10020091","0","10020092"
"61","3","0","0","2","0","0","0","10020091","0","10020092","1","10020407"
"59","2","0","0","2","0","0","0","10020407","0","10020094","1","10020101"
"58","4","0","0","2","0","0","0","10020094","0","10020101","0","10020491"
"38","7","0","0","2","0","0","0","10020512","0","10020127","10002","10020128"
"37","6","0","10020567","2","0","0","10020561","10020127","0","10020128","0","10020573"
"33","11","10020566","0","2","0","10020571","0","10020146","0","10020143","10001","10020147"
"34","3","0","0","2","0","0","0","10020564","0","10020146","1","10020143"
"32","2","0","0","2","0","0","0","10020143","0","10020147","2","10020148"
"31","5","0","0","2","0","0","0","10020147","0","10020148","0","10020408"
"29","14","0","0","2","0","0","0","10020408","0","10020150","5","10020151"
"28","2","0","0","2","0","0","0","10020150","0","10020151","1","10020152"
"27","6","0","0","2","0","0","0","10020151","0","10020152","0","10020153"
"26","3","0","0","2","0","0","0","10020152","0","10020153","2","10020154"
"25","2","0","0","2","0","0","0","10020153","0","10020154","3","10020155"
"24","4","0","0","2","0","0","0","10020154","0","10020155","0","10020156"
"23","5","0","0","2","0","0","0","10020155","0","10020156","0","10020157"
