f06cc0356eb36bdadef49bf01889764d3d22d646d82bbd534b74f0efa708e0aa,8845d950e75955136c21fd1d8a48adc771c27d587429d16adf02a2f5abad9b72,d64b5c5f7709589861ff8ee2f7c0bdc3187adba49e3c840c8112abb75528c3be,3860e8b8dd2591b7b91101fc41a011841156d6a7ce15a205fcd591fa10762a53,d03570412827bc079025b479ee3c3368c5def01b656b26f1db19b5b380ef5b12
"875","11","11028","140","100"
"1010","11","11029","143","100"
"1178","11","11030","147","100"
"785","11","11031","152","101"
"357","11","11032","155","100"
"593","11","11033","159","101"
"382","11","11034","162","101"
"662","11","11035","165","100"
"543","11","11036","170","100"
"916","11","11037","173","101"
"1181","11","11038","178","100"
"771","11","11039","183","400"
"1083","11","11040","188","100"
"1192","11","11041","192","100"
"887","11","11042","197","101"
"628","11","11043","202","100"
"674","11","11044","205","100"
"545","11","11045","210","100"
"411","11","11046","215","101"
"546","11","11047","219","100"
"105","11","11048","224","100"
"178","11","11049","227","100"
"261","11","11050","232","100"
"224","11","11051","237","100"
"354","11","11052","240","100"
"638","11","11053","244","100"
"445","11","11054","247","101"
"697","11","11055","252","100"
"1108","11","11056","255","200"
"695","11","11057","259","100"
"1000","11","11058","262","100"
"768","11","11059","265","101"
"608","11","11060","270","100"
"486","11","11061","273","101"
"595","11","11062","277","100"
"430","11","11063","281","100"
"359","11","11064","284","100"
"474","11","11065","289","100"
"230","11","11066","292","100"
"652","11","11067","296","101"
"424","11","11068","300","100"
"472","11","11069","304","300"
"678","11","11070","307","100"
"946","11","11071","310","100"
"912","11","11072","314","101"
"762","11","11073","317","100"
"1057","11","11074","321","100"
"684","11","11075","326","101"
"770","11","11076","330","100"
"565","11","11077","335","100"
"632","11","11078","340","100"
"1049","11","11079","345","100"
"1089","11","11080","349","101"
"908","11","11081","352","100"
"686","11","11082","357","100"
"537","11","11083","361","100"
"271","11","11084","364","101"
"71","11","11085","369","100"
"463","11","11086","374","100"
"585","11","11087","379","101"
"469","11","11088","383","100"
"113","11","11089","386","100"
"7","11","11090","391","100"
"99","11","11091","395","101"
"363","11","11092","398","100"
"118","11","11093","402","100"
"533","11","11094","407","100"
"376","11","11095","410","100"
"160","11","11096","414","100"
"406","11","11097","417","101"
"163","11","11098","422","100"
"544","11","11099","425","100"
"846","11","11100","429","100"
"397","11","11101","434","101"
"174","11","11102","439","100"
"364","11","11103","444","100"
"730","11","11104","447","400"
"922","11","11105","452","100"
"1024","11","11106","456","100"
"625","11","11107","461","101"
"488","11","11108","464","100"
"555","11","11109","467","300"
"655","11","11110","471","100"
"818","11","11111","476","101"
"602","11","11112","481","100"
"909","11","11113","484","100"
"1185","11","11114","488","100"
"828","11","11115","492","100"
"619","11","11116","495","100"
"567","11","11117","500","100"
"806","11","11118","503","200"
"708","11","11119","506","100"
"1043","11","11120","510","100"
"707","11","11121","514","100"
"992","11","11122","519","101"
"811","11","11123","522","100"
"497","11","11124","526","101"
"166","11","11125","529","100"
"5","11","11126","532","100"
"436","11","11127","537","101"
"658","11","11128","541","100"
"559","11","11129","546","100"
"380","11","11130","551","101"
"153","11","11131","554","100"
"385","11","11132","558","101"
"635","11","11133","563","100"
"339","11","11134","566","100"
"27","11","11135","570","101"
"367","11","11136","575","100"
"143","11","11137","580","100"
"42","11","11138","583","100"
"275","11","11139","586","101"
"712","11","11140","590","100"
"1015","11","11141","595","100"
"620","11","11142","599","400"
"675","11","11143","604","100"
"1033","11","11144","608","100"
"852","11","11145","612","101"
"776","11","11146","615","100"
"546","11","11147","619","300"
"498","11","11148","624","100"
"787","11","11149","628","101"
"562","11","11150","633","100"
"158","11","11151","636","100"
"303","11","11152","640","100"
"204","11","11153","644","100"
"310","11","11154","649","101"
"35","11","11155","653","100"
"210","11","11156","656","100"
"473","11","11157","659","100"
"240","11","11158","662","100"
"123","11","11159","665","100"
"457","11","11160","670","101"
"582","11","11161","674","100"
"764","11","11162","677","101"
"430","11","11163","682","100"
"394","11","11164","686","100"
"546","11","11165","690","101"
"686","11","11166","694","100"
"754","11","11167","698","101"
"323","11","11168","702","100"
"765","11","11169","706","100"
"1034","11","11170","710","200"
"775","11","11171","714","100"
"387","11","11172","719","100"
"584","11","11173","722","100"
"473","11","11174","727","101"
"651","11","11175","730","100"
"772","11","11176","735","100"
"677","11","11177","739","101"
"274","11","11178","743","100"
"567","11","11179","748","100"
"671","11","11180","752","100"
"290","11","11181","755","400"
"511","11","11182","760","100"
"135","11","11183","764","100"
"47","11","11184","768","100"
"139","11","11185","773","100"
"268","11","11186","778","101"
"669","11","11187","783","100"
"589","11","11188","787","100"
"419","11","11189","793","101"
"859","11","11190","799","100"
"1120","11","11191","804","100"
"1054","11","11192","809","101"
"904","11","11193","815","100"
"1153","11","11194","820","100"
"899","11","11195","825","100"
"805","11","11196","831","101"
"546","11","11197","835","100"
"308","11","11198","840","101"
"50","11","11199","842","100"
"483","11","11200","850","100"
"512","12","12001","30","100"
"411","12","12002","35","100"
"536","12","12003","40","101"
"762","12","12004","43","100"
"361","12","12005","47","100"
"725","12","12006","51","100"
"1121","12","12007","56","100"
"805","12","12008","59","101"
"341","12","12009","63","100"
"658","12","12010","67","100"
"351","12","12011","71","100"
"150","12","12012","75","100"
"504","12","12013","78","101"
"978","12","12014","82","100"
"517","12","12015","87","101"
"877","12","12016","92","100"
"650","12","12017","97","100"
"818","12","12018","102","100"
"510","12","12019","110","100"
"549","12","12020","115","100"
"450","12","12021","120","100"
"735","12","12022","125","100"
"929","12","12023","128","100"
"868","12","12024","131","101"
"1060","12","12025","138","100"
"929","12","12026","142","100"
"726","12","12027","146","101"
"674","12","12028","151","100"
"1052","12","12029","155","100"
"1013","12","12030","160","100"
"1095","12","12031","164","100"
"1039","12","12032","168","101"
"579","12","12033","171","100"
"255","12","12034","174","100"
"593","12","12035","178","100"
"947","12","12036","183","100"
"638","12","12037","186","100"
"1037","12","12038","189","100"
"987","12","12039","192","101"
"812","12","12040","195","100"
"685","12","12041","198","100"
"1105","12","12042","202","100"
"750","12","12043","207","100"
"476","12","12044","212","101"
"697","12","12045","216","100"
"366","12","12046","219","400"
"705","12","12047","223","100"
"382","12","12048","226","100"
"269","12","12049","230","101"
"694","12","12050","235","100"
"470","12","12051","238","100"
"764","12","12052","243","100"
"391","12","12053","248","101"
"236","12","12054","252","100"
"142","12","12055","255","100"
"298","12","12056","258","100"
"594","12","12057","263","300"
"916","12","12058","266","100"
"793","12","12059","271","100"
"854","12","12060","275","100"
"681","12","12061","279","101"
"1030","12","12062","282","100"
"550","12","12063","286","200"
"278","12","12064","289","100"
"145","12","12065","294","100"
"65","12","12066","297","101"
"319","12","12067","300","100"
"398","12","12068","303","101"
"438","12","12069","308","101"
"66","12","12070","312","100"
"104","12","12071","317","100"
"520","12","12072","322","100"
"851","12","12073","326","100"
"736","12","12074","329","101"
"1175","12","12075","334","100"
"742","12","12076","337","100"
"978","12","12077","340","100"
"1194","12","12078","344","100"
"1143","12","12079","349","101"
"712","12","12080","354","100"
"1129","12","12081","357","100"
"1088","12","12082","361","101"
"749","12","12083","364","100"
"605","12","12084","368","100"
"773","12","12085","371","100"
"457","12","12086","376","100"
"231","12","12087","381","101"
"595","12","12088","385","100"
"322","12","12089","389","100"
"445","12","12090","393","100"
"130","12","12091","396","101"
"588","12","12092","399","100"
"726","12","12093","402","100"
"314","12","12094","405","101"
"595","12","12095","410","100"
"652","12","12096","413","200"
"757","12","12097","418","100"
"604","12","12098","423","100"
"853","12","12099","426","101"
"1121","12","12100","429","100"
"919","12","12101","434","100"
"840","12","12102","439","400"
"723","12","12103","443","100"
"811","12","12104","448","100"
"769","12","12105","452","300"
"427","12","12106","457","101"
"599","12","12107","462","100"
"228","12","12108","465","100"
"44","12","12109","469","101"
"224","12","12110","472","100"
"25","12","12111","476","100"
"128","12","12112","481","100"
"589","12","12113","484","101"
"961","12","12114","489","100"
"632","12","12115","493","100"
"662","12","12116","497","100"
"316","12","12117","501","100"
"487","12","12118","509","101"
"545","12","12119","514","100"
"929","12","12120","522","100"
"667","12","12121","525","101"
"468","12","12122","528","100"
"341","12","12123","531","100"
"711","12","12124","534","400"
"1007","12","12125","538","100"
"1054","12","12126","543","100"
"703","12","12127","546","101"
"421","12","12128","551","100"
"634","12","12129","554","100"
"1101","12","12130","557","100"
"842","12","12131","562","101"
"1021","12","12132","567","100"
"1103","12","12133","572","100"
"931","12","12134","575","100"
"1062","12","12135","579","100"
"1020","12","12136","583","100"
"1108","12","12137","586","100"
"1052","12","12138","591","100"
"681","12","12139","596","100"
"438","12","12140","599","101"
"471","12","12141","604","100"
"311","12","12142","607","101"
"373","12","12143","612","100"
"771","12","12144","616","101"
"983","12","12145","619","100"
"1098","12","12146","622","100"
"890","12","12147","625","101"
"1032","12","12148","629","100"
"642","12","12149","632","300"
"378","12","12150","636","100"
"90","12","12151","641","100"
"525","12","12152","646","200"
"980","12","12153","651","100"
"1012","12","12154","654","100"
"1177","12","12155","658","101"
"761","12","12156","663","100"
"804","12","12157","666","101"
"1015","12","12158","670","100"
"1095","12","12159","673","100"
"1052","12","12160","675","100"
"868","12","12161","680","400"
"705","12","12162","683","100"
"1023","12","12163","686","100"
"798","12","12164","690","101"
"684","12","12165","694","100"
"870","12","12166","698","100"
"1074","12","12167","702","100"
"999","12","12168","707","100"
"610","12","12169","711","101"
"644","12","12170","715","100"
"783","12","12171","719","101"
"981","12","12172","724","100"
"1188","12","12173","728","100"
"1079","12","12174","734","101"
"658","12","12175","739","100"
"750","12","12176","742","100"
"526","12","12177","745","100"
"636","12","12178","751","100"
"457","12","12179","757","101"
"178","12","12180","763","100"
"369","12","12181","768","100"
"677","12","12182","772","101"
"793","12","12183","777","100"
"424","12","12184","781","100"
"510","12","12185","786","101"
"791","12","12186","792","100"
"1074","12","12187","797","101"
"905","12","12188","802","100"
"590","12","12189","805","100"
"759","12","12190","808","100"
"419","12","12191","812","100"
"513","12","12192","817","100"
"912","12","12193","823","100"
"792","12","12194","828","100"
"1154","12","12195","833","101"
"678","12","12196","837","100"
"833","12","12197","841","100"
"571","12","12198","845","100"
"608","12","12199","850","100"
"446","12","12200","855","101"
"314","13","13001","30","100"
"355","13","13002","35","100"
"159","13","13003","39","100"
"535","13","13004","42","100"
"72","13","13005","46","100"
"150","13","13006","49","101"
"298","13","13007","53","100"
"665","13","13008","56","100"
"1046","13","13009","60","100"
"973","13","13010","65","100"
"800","13","13011","68","101"
"723","13","13012","73","100"
"763","13","13013","76","100"
"858","13","13014","81","100"
"682","13","13015","85","101"
"426","13","13016","89","100"
"268","13","13017","94","100"
"122","13","13018","97","100"
"43","13","13019","102","101"
"376","13","13020","107","100"
"765","13","13021","112","100"
"1006","13","13022","117","100"
"855","13","13023","121","101"
"789","13","13024","124","100"
"1021","13","13025","129","100"
"707","13","13026","133","101"
"1093","13","13027","138","100"
"1172","13","13028","143","100"
"700","13","13029","148","101"
"1003","13","13030","153","100"
"746","13","13031","158","100"
"429","13","13032","163","101"
"84","13","13033","167","100"
"230","13","13034","171","100"
"409","13","13035","174","100"
"234","13","13036","179","100"
"627","13","13037","183","100"
"504","13","13038","188","100"
"620","13","13039","191","101"
"831","13","13040","196","100"
"621","13","13041","200","100"
"754","13","13042","205","100"
"403","13","13043","208","100"
"325","13","13044","212","101"
"128","13","13045","215","100"
"510","13","13046","220","400"
"119","13","13047","223","100"
"159","13","13048","228","100"
"220","13","13049","232","101"
"61","13","13050","236","100"
"176","13","13051","239","100"
"289","13","13052","243","100"
"150","13","13053","246","101"
"398","13","13054","251","100"
"672","13","13055","254","100"
"985","13","13056","257","100"
"650","13","13057","262","300"
"740","13","13058","267","100"
"1016","13","13059","271","100"
"1058","13","13060","274","100"
"989","13","13061","277","101"
"703","13","13062","282","100"
"410","13","13063","285","200"
"800","13","13064","288","100"
"750","13","13065","291","100"
"821","13","13066","294","101"
"768","13","13067","298","100"
"1078","13","13068","303","101"
"1120","13","13069","308","101"
"831","13","13070","313","100"
"783","13","13071","318","100"
"459","13","13072","322","100"
"229","13","13073","325","100"
"271","13","13074","328","101"
"75","13","13075","332","100"
"355","13","13076","337","100"
"202","13","13077","342","100"
"288","13","13078","347","100"
"546","13","13079","350","101"
"497","13","13080","355","400"
"430","13","13081","359","100"
"258","13","13082","362","101"
"594","13","13083","366","100"
"894","13","13084","371","100"
"1131","13","13085","376","100"
"1176","13","13086","380","100"
"930","13","13087","385","101"
"572","13","13088","390","100"
"300","13","13089","394","100"
"540","13","13090","398","100"
"759","13","13091","401","101"
"1048","13","13092","405","100"
"712","13","13093","410","100"
"445","13","13094","413","101"
"391","13","13095","416","100"
"313","13","13096","421","200"
"223","13","13097","424","100"
"347","13","13098","429","100"
"677","13","13099","432","101"
"473","13","13100","435","100"
"370","13","13101","438","100"
"315","13","13102","443","100"
"388","13","13103","447","100"
"720","13","13104","452","300"
"991","13","13105","456","100"
"1131","13","13106","460","101"
"814","13","13107","464","100"
"626","13","13108","467","100"
"413","13","13109","472","101"
"210","13","13110","477","100"
"327","13","13111","480","100"
"658","13","13112","483","100"
"911","13","13113","488","101"
"564","13","13114","493","100"
"704","13","13115","496","100"
"553","13","13116","501","100"
"456","13","13117","504","100"
"834","13","13118","508","100"
"1009","13","13119","512","101"
"1059","13","13120","517","100"
"716","13","13121","522","100"
"361","13","13122","525","100"
"300","13","13123","530","101"
"171","13","13124","533","100"
"399","13","13125","536","100"
"302","13","13126","541","400"
"559","13","13127","545","100"
"872","13","13128","550","100"
"1059","13","13129","554","101"
"1125","13","13130","559","100"
"891","13","13131","564","100"
"685","13","13132","569","100"
"772","13","13133","574","101"
"406","13","13134","577","100"
"180","13","13135","580","100"
"315","13","13136","584","100"
"459","13","13137","590","100"
"245","13","13138","596","100"
"149","13","13139","599","100"
"377","13","13140","602","100"
"587","13","13141","607","100"
"879","13","13142","611","101"
"1189","13","13143","614","100"
"983","13","13144","617","101"
"648","13","13145","623","100"
"745","13","13146","629","101"
"662","13","13147","634","100"
"381","13","13148","637","100"
"607","13","13149","642","101"
"390","13","13150","646","100"
"743","13","13151","651","100"
"704","13","13152","657","100"
"531","13","13153","660","100"
"316","13","13154","663","100"
"477","13","13155","668","300"
"316","13","13156","673","100"
"347","13","13157","676","101"
"697","13","13158","682","100"
"376","13","13159","686","101"
"524","13","13160","692","100"
"585","13","13161","695","100"
"436","13","13162","701","400"
"332","13","13163","705","100"
"391","13","13164","710","101"
"344","13","13165","714","100"
"696","13","13166","719","100"
"406","13","13167","723","100"
"556","13","13168","726","100"
"963","13","13169","730","101"
"1149","13","13170","733","100"
"713","13","13171","737","101"
"238","13","13172","742","100"
"500","13","13173","746","100"
"265","13","13174","750","101"
"576","13","13175","754","100"
"444","13","13176","758","100"
"858","13","13177","762","100"
"1152","13","13178","767","100"
"696","13","13179","770","100"
"1043","13","13180","773","100"
"1164","13","13181","776","101"
"825","13","13182","781","100"
"537","13","13183","784","100"
"588","13","13184","788","101"
"445","13","13185","792","100"
"297","13","13186","795","101"
"447","13","13187","798","100"
"307","13","13188","801","100"
"388","13","13189","804","100"
"182","13","13190","809","200"
"275","13","13191","813","100"
"234","13","13192","816","100"
"378","13","13193","821","100"
"693","13","13194","825","100"
"478","13","13195","828","101"
"758","13","13196","832","100"
"299","13","13197","837","100"
"637","13","13198","840","100"
"380","13","13199","844","100"
"203","13","13200","850","101"
"314","14","14001","30","100"
"602","14","14002","34","100"
"446","14","14003","37","100"
"762","14","14004","47","100"
"620","14","14005","53","100"
"571","14","14006","58","101"
"685","14","14007","62","100"
"887","14","14008","65","100"
"1184","14","14009","70","100"
"934","14","14010","72","100"
"972","14","14011","74","101"
"681","14","14012","79","100"
"747","14","14013","85","100"
"483","14","14014","90","100"
"194","14","14015","93","101"
"102","14","14016","99","100"
"358","14","14017","103","100"
"547","14","14018","105","100"
"462","14","14019","111","101"
"735","14","14020","116","100"
"651","14","14021","119","100"
"555","14","14022","123","100"
"226","14","14023","125","101"
"293","14","14024","131","100"
"637","14","14025","133","100"
"601","14","14026","139","101"
"873","14","14027","141","100"
"688","14","14028","147","100"
"1023","14","14029","153","101"
"978","14","14030","155","100"
"906","14","14031","157","100"
"773","14","14032","162","101"
"623","14","14033","168","100"
"491","14","14034","174","100"
"525","14","14035","177","100"
"864","14","14036","183","100"
"1036","14","14037","189","100"
"1162","14","14038","195","100"
"848","14","14039","197","101"
"731","14","14040","202","100"
"844","14","14041","205","100"
"772","14","14042","210","100"
"998","14","14043","214","100"
"925","14","14044","217","101"
"1005","14","14045","223","100"
"540","14","14046","229","400"
"719","14","14047","231","100"
"476","14","14048","236","100"
"563","14","14049","238","101"
"504","14","14050","243","100"
"598","14","14051","249","100"
"923","14","14052","252","100"
"696","14","14053","257","101"
"983","14","14054","261","100"
"802","14","14055","264","100"
"929","14","14056","267","100"
"641","14","14057","272","300"
"872","14","14058","274","100"
"776","14","14059","280","100"
"607","14","14060","285","100"
"487","14","14061","288","101"
"681","14","14062","291","100"
"815","14","14063","294","200"
"990","14","14064","300","100"
"911","14","14065","304","100"
"558","14","14066","309","101"
"411","14","14067","312","100"
"558","14","14068","317","101"
"634","14","14069","322","101"
"988","14","14070","326","100"
"1155","14","14071","330","100"
"880","14","14072","334","100"
"670","14","14073","336","100"
"629","14","14074","340","101"
"383","14","14075","342","100"
"309","14","14076","347","100"
"447","14","14077","353","100"
"176","14","14078","358","100"
"65","14","14079","362","101"
"250","14","14080","366","400"
"507","14","14081","369","100"
"201","14","14082","373","101"
"418","14","14083","375","100"
"136","14","14084","378","100"
"335","14","14085","380","100"
"17","14","14086","383","100"
"93","14","14087","388","101"
"152","14","14088","390","100"
"408","14","14089","392","100"
"618","14","14090","394","100"
"398","14","14091","397","101"
"170","14","14092","403","100"
"336","14","14093","407","100"
"446","14","14094","409","101"
"298","14","14095","412","100"
"658","14","14096","418","200"
"934","14","14097","424","100"
"1137","14","14098","426","100"
"786","14","14099","431","101"
"1145","14","14100","434","100"
"818","14","14101","438","100"
"526","14","14102","443","100"
"239","14","14103","449","100"
"29","14","14104","454","100"
"238","14","14105","456","100"
"603","14","14106","458","101"
"737","14","14107","460","100"
"952","14","14108","463","100"
"1184","14","14109","466","101"
"1120","14","14110","468","100"
"860","14","14111","474","100"
"1113","14","14112","479","100"
"912","14","14113","484","101"
"684","14","14114","488","100"
"725","14","14115","491","100"
"1021","14","14116","494","100"
"869","14","14117","500","300"
"535","14","14118","506","100"
"759","14","14119","510","101"
"583","14","14120","516","100"
"251","14","14121","518","100"
"152","14","14122","522","100"
"378","14","14123","525","101"
"604","14","14124","527","100"
"446","14","14125","529","100"
"312","14","14126","532","400"
"429","14","14127","534","100"
"12","14","14128","537","100"
"301","14","14129","543","101"
"714","14","14130","548","100"
"481","14","14131","553","100"
"305","14","14132","558","100"
"212","14","14133","560","101"
"511","14","14134","562","100"
"314","14","14135","566","100"
"512","14","14136","572","100"
"771","14","14137","578","100"
"719","14","14138","583","100"
"572","14","14139","586","100"
"521","14","14140","589","100"
"823","14","14141","595","100"
"608","14","14142","598","101"
"561","14","14143","604","100"
"869","14","14144","608","101"
"1199","14","14145","614","100"
"991","14","14146","618","101"
"816","14","14147","621","100"
"757","14","14148","627","100"
"1187","14","14149","633","101"
"1073","14","14150","636","100"
"925","14","14151","642","100"
"670","14","14152","648","400"
"730","14","14153","654","100"
"1018","14","14154","656","100"
"938","14","14155","659","300"
"612","14","14156","662","100"
"259","14","14157","664","101"
"293","14","14158","670","100"
"342","14","14159","675","101"
"458","14","14160","677","100"
"585","14","14161","683","100"
"501","14","14162","685","100"
"82","14","14163","691","100"
"433","14","14164","695","101"
"281","14","14165","700","100"
"247","14","14166","706","100"
"71","14","14167","708","100"
"499","14","14168","711","100"
"843","14","14169","717","101"
"887","14","14170","722","100"
"441","14","14171","725","101"
"115","14","14172","729","100"
"241","14","14173","735","100"
"477","14","14174","738","101"
"534","14","14175","743","100"
"859","14","14176","746","200"
"742","14","14177","750","100"
"599","14","14178","754","100"
"433","14","14179","760","100"
"239","14","14180","766","100"
"670","14","14181","771","101"
"267","14","14182","777","100"
"617","14","14183","781","100"
"959","14","14184","784","101"
"649","14","14185","790","100"
"776","14","14186","795","101"
"602","14","14187","800","100"
"375","14","14188","803","100"
"720","14","14189","805","100"
"451","14","14190","810","100"
"196","14","14191","813","100"
"70","14","14192","815","100"
"340","14","14193","818","100"
"548","14","14194","823","100"
"758","14","14195","829","101"
"1005","14","14196","833","100"
"830","14","14197","836","100"
"727","14","14198","841","100"
"814","14","14199","847","100"
"1111","14","14200","855","101"
"120","15","15001","30","100"
"40","15","15002","33","100"
"239","15","15003","40","101"
"64","15","15004","44","100"
"10","15","15005","48","100"
"262","15","15006","53","100"
"228","15","15007","57","100"
"190","15","15008","61","101"
"339","15","15009","66","100"
"205","15","15010","69","100"
"369","15","15011","72","100"
"151","15","15012","75","100"
"187","15","15013","78","100"
"458","15","15014","81","101"
"427","15","15015","85","100"
"665","15","15016","88","100"
"433","15","15017","93","400"
"602","15","15018","96","100"
"301","15","15019","99","100"
"168","15","15020","102","100"
"335","15","15021","106","101"
"648","15","15022","110","100"
"915","15","15023","115","100"
"1085","15","15024","119","101"
"785","15","15025","122","100"
"467","15","15026","127","100"
"568","15","15027","132","101"
"231","15","15028","136","100"
"155","15","15029","141","100"
"259","15","15030","145","100"
"531","15","15031","150","500"
"263","15","15032","155","100"
"633","15","15033","160","100"
"212","15","15034","163","101"
"104","15","15035","168","100"
