37ec4f2d3271954bb154ac94e8c7e4c68542841485c31f023b060d2fea11283c,a605944f6f12f06b5a9fd4752875e159554e9daabd21556d3ae58462143ad9ff,d42002d0843b6cde682e3bcf35634e6ba6511650e004763bb099570a1e5aea37,ab60fd052f9f20d69d581f0189880fbab6461c678ab2c1265a6312c0f923b664
"303","201","114101","107"
"303","201","114201","101"
"301","201","114301","101"
"301","202","114401","102"
"302","202","114501","108"
"303","202","114601","102"
"302","201","114701","103"
"304","204","115001","109"
"301","201","115501","103"
"305","203","115601","110"
"305","203","115701","110"
"301","202","115801","102"
"301","202","115901","102"
"305","203","116001","110"
"301","201","116201","103"
"301","201","116301","107"
"305","203","116401","110"
"303","202","116501","105"
"301","201","116601","107"
"303","201","116701","106"
"301","201","116801","103"
"301","202","116901","104"
"301","201","117001","105"
"303","202","117101","102"
"301","202","117201","101"
"305","203","117301","110"
"303","201","117401","107"
"303","201","117501","102"
"305","203","117601","110"
"301","201","117701","107"
"303","202","117801","102"
"301","201","117901","106"
"301","201","118001","103"
"305","204","118101","109"
"305","204","118201","109"
"305","203","118501","110"
"305","203","118601","110"
"305","204","119001","110"
"304","204","119101","109"
"303","202","119201","104"
"301","201","119301","106"
"303","201","119901","107"
"303","202","120001","102"
"301","201","120701","101"
"301","201","120801","101"
"304","204","120901","109"
"301","202","121001","102"
"304","204","121101","109"
"301","202","121201","101"
"302","201","121301","105"
"305","203","121401","110"
"301","201","121501","104"
"301","201","121601","105"
"304","204","121901","109"
"301","201","122001","105"
"301","201","122101","106"
"301","201","122201","101"
"304","204","122301","109"
"303","201","122401","107"
"301","201","122501","101"
"305","203","122601","109"
"304","204","122701","109"
"303","201","122801","107"
"301","201","122901","102"
"305","203","123001","110"
"305","203","123101","110"
"301","201","123201","105"
"301","201","123301","107"
"303","202","123501","104"
"301","201","123601","101"
"305","204","123701","110"
"301","202","123801","107"
"301","201","123901","103"
"304","204","124001","109"
"304","204","124101","109"
"302","202","124201","102"
"305","203","124501","109"
"305","203","124601","109"
"303","201","124701","102"
"301","202","124801","101"
"301","201","124901","107"
"301","201","125001","103"
"301","201","125101","103"
"301","202","125201","101"
"303","201","125301","104"
"301","201","125401","106"
"304","204","125501","109"
"303","201","125601","105"
"305","203","125701","110"
"301","201","125801","105"
"301","201","126001","101"
"305","203","126101","110"
"304","204","126201","109"
"305","203","126301","110"
"301","201","126401","107"
"304","204","126501","109"
"304","204","126601","109"
"301","202","126701","102"
"302","202","126801","102"
"305","204","126901","109"
"302","202","127001","103"
"303","201","127101","102"
"305","203","127201","109"
"301","201","127301","106"
"301","202","127501","101"
"302","201","127601","108"
"305","203","127701","110"
"304","204","127801","109"
"302","203","127901","108"
"301","201","128001","103"
"303","202","128301","105"
"304","204","128401","109"
"305","204","128501","109"
"303","201","128701","107"
"301","201","128801","101"
"304","204","128901","109"
"305","203","129001","109"
"302","201","129301","105"
"301","201","129401","103"
"303","201","129501","107"
"301","201","129601","103"
"303","201","129701","104"
"301","202","129801","102"
"301","201","129901","105"
"303","201","130001","101"
"302","201","130101","105"
"301","201","130201","102"
"304","204","130701","109"
"305","203","130801","110"
"305","203","130901","109"
"305","203","131001","110"
"301","201","131101","103"
"304","204","131201","109"
"301","202","131601","102"
"305","203","131701","110"
"305","204","131801","109"
"304","203","131901","109"
"305","204","132001","109"
"303","201","132101","105"
"304","204","132201","109"
"305","203","132301","109"
"301","202","132401","102"
"305","204","132501","110"
"305","204","132801","109"
"305","203","132901","109"
"303","201","133001","104"
"302","201","133101","108"
"303","201","133201","101"
"304","204","133501","109"
"303","201","133601","107"
"305","204","133701","109"
"305","204","133801","109"
"303","201","133901","104"
"305","203","134001","110"
"305","204","134301","109"
"305","203","134401","109"
"305","203","134501","109"
"303","201","134601","107"
"303","201","134701","103"
"303","201","134801","107"
"303","201","134901","101"
"304","203","135001","109"
"302","201","135101","101"
"304","203","135201","109"
"301","201","135301","106"
"305","203","135401","109"
"301","201","135501","107"
"301","202","135601","101"
"303","201","135701","107"
"305","204","135801","110"
"302","201","135901","105"
"302","202","136001","107"
"301","201","136101","103"
"303","201","136201","105"
"305","203","136301","109"
"302","203","136401","108"
"303","202","136501","102"
"302","202","136901","107"
"305","204","137101","109"
"305","204","137401","109"
"305","204","137601","109"
"305","204","137901","109"
"302","201","138001","108"
"304","204","138101","109"
"303","201","138201","104"
"302","202","138301","102"
"302","201","138701","105"
"301","201","138801","106"
"303","201","138901","101"
"304","204","139001","109"
"304","204","139101","109"
"302","202","139201","108"
"302","201","139301","106"
"303","201","139401","103"
"304","203","139501","110"
"304","203","139601","108"
"304","203","139701","110"
"301","201","180101","107"
"304","204","180201","109"
"301","202","180301","101"
"302","202","180401","102"
"303","201","180501","104"
"304","204","180601","109"
"301","201","180701","106"
"303","201","180801","102"
"301","202","180901","102"
"305","204","181001","109"
"301","202","181101","102"
"301","201","181201","101"
