78ad6ac22dae1306437b8acacbabba09eb2a5966e892d36f9eeb6abc9def4442,d3b32ad8a90cd520ac7946e0a77a2ed451e8fbfc38c4825b3df4bf7dd24997d5,d5b29d92d3e5ca943a35665dd736ebf6fe8e5043c58cd64bf2e56749fe127c5a,c54725dea3feab307d1198465f1a41415536d60dfa9b426e1f6682d8abab327e,67b6d4428d199f11530707ec2323fee44657714b0627b23eade2d8885df32849,f712f1616fdf5f25fa3a4322907c5093dec5dfd0408e15aa6524b2763523c74a,5f484e551735b57a797f1086cb7dbbb6e1deb21dfa2878a44e24600754d061ef,fced9c0f824f72e8fcf64e32a86f5f91b80705ac45caba6abc4bdb338e505c66,f86cecf2b91babe4a27dfe08781a6d8c7d0bcf197738b7a4cc7081b08dfa4ceb,208a1086a5476bdec167e260f15e1097d1d6565f7583ca3bf46c5fcede1f0388,ceea4fa01e01720456614142e90f278df10ce7ce815e2e79da60e371ffa74e35
"95","","1","スズメ","8","4","102501","91002","80001","500164","100"
"96","","1","タマキ","8","5","104601","91002","80001","500284","100"
"97","","1","アキノ","8","6","103201","91002","80001","500070","100"
"98","","1","クリスティーナ","8","7","107101","91002","80001","500096","100"
"99","","1","トモ","8","8","103701","91002","80001","500096","100"
"100","","1","ミヤコ","8","9","100701","91002","80001","500264","100"
"101","","1","アンナ","8","10","100901","91002","80001","500143","100"
"102","","1","ルカ","8","11","105601","91002","80001","500143","100"
"103","","1","クルミ","8","12","102101","91002","80001","500114","100"
"104","","1","リノ","8","13","101101","91002","80001","500600","100"
"105","","1","ユイ","8","14","100201","91002","80001","500040","100"
"106","","1","ペコリーヌ","8","15","105801","91002","80001","500033","100"
"107","","0","","8","1","0","91002","70002","0","500"
"108","","0","","8","2","0","91002","70002","0","500"
"109","","0","","8","1","0","91002","70003","0","300"
"110","","0","","8","2","0","91002","70003","0","300"
"111","","0","","8","3","0","91002","70003","0","300"
"112","","0","","8","1","0","91002","80002","0","100"
"113","","0","","8","2","0","91002","80002","0","100"
"114","","0","","8","3","0","91002","80002","0","100"
"115","","0","","8","4","0","91002","80002","0","100"
"116","","0","","8","5","0","91002","80002","0","100"
"117","","0","","8","6","0","91002","80002","0","100"
"118","","0","","8","7","0","91002","80002","0","100"
"119","","0","","8","8","0","91002","80002","0","100"
"120","","0","","8","9","0","91002","80002","0","100"
"121","","0","","8","10","0","91002","80002","0","100"
"122","","0","","8","11","0","91002","80002","0","100"
"123","","0","","8","12","0","91002","80002","0","100"
"124","","0","","8","13","0","91002","80002","0","100"
"125","","0","","8","14","0","91002","80002","0","100"
"126","","0","","8","15","0","91002","80002","0","100"
"127","","0","","8","1","0","91002","40006","0","150"
"128","","0","","8","2","0","91002","40006","0","150"
"129","","0","","8","3","0","91002","40006","0","150"
"130","","0","","8","4","0","91002","40006","0","150"
"131","","0","","8","5","0","91002","40006","0","150"
"132","","0","","8","6","0","91002","40006","0","150"
"133","","0","","8","7","0","91002","40006","0","150"
"134","","0","","8","8","0","91002","40006","0","150"
"135","","0","","8","9","0","91002","40006","0","150"
"136","","0","","8","10","0","91002","40006","0","150"
"137","","0","","8","1","0","91002","40007","0","150"
"138","","0","","8","2","0","91002","40007","0","150"
"139","","0","","8","3","0","91002","40007","0","150"
"140","","0","","8","4","0","91002","40007","0","150"
"141","","0","","8","5","0","91002","40007","0","150"
"142","","0","","8","6","0","91002","40007","0","150"
"143","","0","","8","7","0","91002","40007","0","150"
"144","","0","","8","8","0","91002","40007","0","150"
"145","","0","","8","9","0","91002","40007","0","150"
"146","","0","","8","10","0","91002","40007","0","150"
"147","","0","","8","1","0","91002","40008","0","150"
"148","","0","","8","2","0","91002","40008","0","150"
"149","","0","","8","3","0","91002","40008","0","150"
"150","","0","","8","4","0","91002","40008","0","150"
"151","","0","","8","5","0","91002","40008","0","150"
"152","","0","","8","6","0","91002","40008","0","150"
"153","","0","","8","7","0","91002","40008","0","150"
"154","","0","","8","8","0","91002","40008","0","150"
"155","","0","","8","9","0","91002","40008","0","150"
"156","","0","","8","10","0","91002","40008","0","150"
"157","","1","","8","1","0","91002","80003","500371","100"
"158","","1","","8","2","0","91002","80003","500371","100"
"159","","1","","8","3","0","91002","80003","500033","100"
"160","","1","","8","4","0","91002","80003","500371","100"
"161","","1","","8","5","0","91002","80003","500033","100"
"162","","1","","8","6","0","91002","80003","500371","100"
"163","","1","","8","7","0","91002","80003","500367","100"
"164","","1","","8","8","0","91002","80003","500367","100"
"165","","1","","8","9","0","91002","80003","500367","100"
"166","","1","","8","10","0","91002","80003","500033","100"
"167","","1","","8","11","0","91002","80003","500033","100"
"168","","1","","8","12","0","91002","80003","500033","100"
"169","","1","","8","13","0","91002","80003","509020","100"
"170","","1","","8","14","0","91002","80003","500371","100"
"171","","1","","8","15","0","91002","80003","500033","100"
"183","","0","","8","1","0","91002","70004","0","500"
"184","","0","","8","2","0","91002","70004","0","500"
"185","","0","","8","1","0","91002","70005","0","300"
"186","","0","","8","2","0","91002","70005","0","300"
"187","","0","","8","3","0","91002","70005","0","300"
"188","","0","","8","1","0","91002","80004","530101","100"
"189","","0","","8","2","0","91002","80004","530102","100"
"190","","0","","8","3","0","91002","80004","530103","100"
"191","","0","","8","4","0","91002","80004","530104","100"
"192","","0","","8","5","0","91002","80004","530105","100"
"193","","0","","8","6","0","91002","80004","530106","100"
"194","","0","","8","7","0","91002","80004","530107","100"
"195","","0","","8","8","0","91002","80004","530108","100"
"196","","0","","8","9","0","91002","80004","530109","100"
"197","","0","","8","10","0","91002","80004","530110","100"
"198","","0","","8","11","0","91002","80004","530111","100"
"199","","0","","8","12","0","91002","80004","530112","100"
"200","","0","","8","13","0","91002","80004","530113","100"
"201","","0","","8","14","0","91002","80004","530114","100"
"202","","0","","8","15","0","91002","80004","530115","100"
"203","","0","","8","16","0","91002","80004","530116","100"
"204","","0","","8","17","0","91002","80004","530117","100"
"205","","0","","7","17","0","2805","80004","530117","1"
"206","","0","","8","1","0","91002","40009","0","150"
"207","","0","","8","2","0","91002","40009","0","150"
"208","","0","","8","3","0","91002","40009","0","150"
"209","","0","","8","4","0","91002","40009","0","150"
"210","","0","","8","5","0","91002","40009","0","150"
"211","","0","","8","6","0","91002","40009","0","150"
"212","","0","","8","7","0","91002","40009","0","150"
"213","","0","","8","8","0","91002","40009","0","150"
"214","","0","","8","9","0","91002","40009","0","150"
"215","","0","","8","10","0","91002","40009","0","150"
"216","","0","","8","1","0","91002","80005","500367","100"
"217","","0","","8","2","0","91002","80005","500367","100"
"218","","0","","8","3","0","91002","80005","500367","100"
"219","","0","","8","4","0","91002","80005","500367","100"
"220","","0","","8","5","0","91002","80005","500367","100"
"221","","0","","8","6","0","91002","80005","500367","100"
"222","","0","","8","7","0","91002","80005","500367","100"
"223","","0","","8","8","0","91002","80005","500367","100"
"224","","0","","8","9","0","91002","80005","500367","100"
"225","","0","","8","10","0","91002","80005","500367","100"
"226","","0","","8","11","0","91002","80005","500367","100"
"227","","0","","8","12","0","91002","80005","500367","100"
"228","","0","","8","13","0","91002","80005","500367","100"
"229","","0","","8","14","0","91002","80005","500367","100"
"230","","0","","8","15","0","91002","80005","500367","100"
"231","","0","","8","1","0","91002","70006","0","500"
"232","","0","","8","2","0","91002","70006","0","500"
"233","","0","","8","1","0","91002","70007","0","300"
"234","","0","","8","2","0","91002","70007","0","300"
"235","","0","","8","3","0","91002","70007","0","300"
"236","","0","","8","1","0","91002","40010","0","150"
"237","","0","","8","2","0","91002","40010","0","150"
"238","","0","","8","3","0","91002","40010","0","150"
"239","","0","","8","4","0","91002","40010","0","150"
"240","","0","","8","5","0","91002","40010","0","150"
"241","","0","","8","6","0","91002","40010","0","150"
"242","","0","","8","7","0","91002","40010","0","150"
"243","","0","","8","8","0","91002","40010","0","150"
"244","","0","","8","9","0","91002","40010","0","150"
"245","","0","","8","10","0","91002","40010","0","150"
"246","","0","","8","1","0","91002","80006","530121","100"
"247","","0","","8","2","0","91002","80006","530122","100"
"248","","0","","8","3","0","91002","80006","530123","100"
"249","","0","","8","4","0","91002","80006","530124","100"
"250","","0","","8","5","0","91002","80006","530125","100"
"251","","0","","8","6","0","91002","80006","530126","100"
"252","","0","","8","7","0","91002","80006","530127","100"
"253","","0","","8","8","0","91002","80006","530128","100"
"254","","0","","8","9","0","91002","80006","530129","100"
"255","","0","","8","10","0","91002","80006","530130","100"
"256","","0","","8","11","0","91002","80006","530131","100"
"257","","0","","8","12","0","91002","80006","530132","100"
"258","","0","","8","13","0","91002","80006","530133","100"
"259","","0","","8","14","0","91002","80006","530134","100"
"260","","0","","8","15","0","91002","80006","530135","100"
"261","","0","","8","16","0","91002","80006","530136","100"
"262","","0","","8","17","0","91002","80006","530137","100"
"263","","0","","7","17","0","2816","80006","530137","1"
"264","","0","","8","1","0","91002","80007","530123","100"
"265","","0","","8","2","0","91002","80007","530124","100"
"266","","0","","8","3","0","91002","80007","530125","100"
"267","","0","","8","4","0","91002","80007","530126","100"
"268","","0","","8","5","0","91002","80007","530127","100"
"269","","0","","8","6","0","91002","80007","530128","100"
"270","","0","","8","7","0","91002","80007","530129","100"
"271","","0","","8","8","0","91002","80007","530130","100"
"272","","0","","8","9","0","91002","80007","530131","100"
"273","","0","","8","10","0","91002","80007","530132","100"
"274","","0","","8","11","0","91002","80007","530133","100"
"275","","0","","8","12","0","91002","80007","530134","100"
"276","","0","","8","13","0","91002","80007","530135","100"
"277","","0","","8","14","0","91002","80007","530136","100"
"278","","0","","8","15","0","91002","80007","530137","100"
"279","","0","","16","15","0","9000215","80007","530137","1"
"280","","0","","16","15","0","9000216","80007","530137","1"
"281","","0","","8","1","0","91002","70008","0","500"
"282","","0","","8","2","0","91002","70008","0","500"
"283","","0","","8","1","0","91002","70009","0","1000"
"284","","0","","8","1","0","91002","80008","530141","100"
"285","","0","","8","2","0","91002","80008","530142","100"
"286","","0","","8","3","0","91002","80008","530143","100"
"287","","0","","8","4","0","91002","80008","530144","100"
"288","","0","","8","5","0","91002","80008","530145","100"
"289","","0","","8","6","0","91002","80008","530146","100"
"290","","0","","8","7","0","91002","80008","530147","100"
"291","","0","","8","8","0","91002","80008","530148","100"
"292","","0","","8","9","0","91002","80008","530149","100"
"293","","0","","8","10","0","91002","80008","530150","100"
"294","","0","","8","11","0","91002","80008","530151","100"
"295","","0","","8","12","0","91002","80008","530152","100"
"296","","0","","8","13","0","91002","80008","530153","100"
"297","","0","","8","14","0","91002","80008","530154","100"
"298","","0","","8","15","0","91002","80008","530155","100"
"299","","0","","8","16","0","91002","80008","530156","100"
"300","","0","","7","16","0","2830","80008","530156","1"
"301","","0","","8","1","0","91002","20001","0","100"
"302","","0","","2","1","0","23001","20001","0","20"
"303","","0","","8","2","0","91002","20001","0","100"
"304","","0","","2","2","0","23001","20001","0","20"
"305","","0","","2","3","0","24016","20001","0","1"
"306","","0","","2","3","0","23001","20001","0","20"
"307","","0","","8","4","0","91002","20001","0","100"
"308","","0","","2","4","0","23001","20001","0","20"
"309","","0","","8","5","0","91002","20001","0","300"
"310","","0","","2","5","0","23001","20001","0","20"
"311","","0","","8","6","0","91002","20001","0","100"
"312","","0","","2","6","0","23001","20001","0","20"
"313","","0","","8","7","0","91002","20001","0","100"
"314","","0","","2","7","0","23001","20001","0","20"
"315","","0","","8","8","0","91002","20001","0","200"
"316","","0","","2","8","0","23001","20001","0","20"
"317","","0","","8","9","0","91002","20001","0","300"
"318","","0","","2","9","0","23001","20001","0","20"
"319","","0","","2","10","0","24016","20001","0","1"
"320","","0","","2","10","0","23001","20001","0","20"
"321","もうすぐ、みなさまに\nお会いできるのですね。\n胸が高鳴ってしまいます……\n","1","リリ","2","1","125801","24001","40011","0","1"
"322","初めまして、クリアです♪\nみなさんと一緒に冒険するの\nとっても楽しみにしてます","1","クリア","2","2","126001","24001","40011","0","1"
"323","んーと。\nこれ、あげる。\nはい","1","プレシア","2","3","126101","24001","40011","0","1"
"324","あらためまして……\n【アルターメイデン】の\nギルドマスター、リリと申します","2","リリ","2","4","125801","24001","40011","0","1"
"325","こんにちは、お兄さん♪\n【アルターメイデン】の\nクリアです","2","クリア","2","5","126001","24001","40011","0","1"
"326","お兄。\nきてくれて、うれしい","2","プレシア","2","6","126101","24001","40011","0","1"
"327","","0","","8","1","0","91002","80009","532001","100"
"328","","0","","8","2","0","91002","80009","532002","100"
"329","","0","","8","3","0","91002","80009","532003","100"
"330","","0","","8","4","0","91002","80009","532004","100"
"331","","0","","8","5","0","91002","80009","532005","100"
"332","","0","","8","6","0","91002","80009","532006","100"
"333","","0","","8","7","0","91002","80009","532007","100"
"334","","0","","8","8","0","91002","80009","532008","100"
"335","","0","","8","9","0","91002","80009","532009","100"
"336","","0","","8","10","0","91002","80009","532010","100"
"337","","0","","8","11","0","91002","80009","532011","100"
"338","","0","","8","12","0","91002","80009","532012","100"
"339","","0","","8","13","0","91002","80009","532013","100"
"340","","0","","8","14","0","91002","80009","532014","100"
"341","","0","","8","15","0","91002","80009","532015","100"
"342","","0","","2","1","0","24001","40012","0","1"
"343","","0","","2","2","0","24001","40012","0","1"
"344","","0","","18","3","0","4201402","40012","0","1"
"345","","0","","2","4","0","24001","40012","0","1"
"346","","0","","2","5","0","24001","40012","0","1"
"347","","0","","18","6","0","4203402","40012","0","1"
"348","","0","","2","7","0","24001","40012","0","1"
"349","","0","","16","8","0","9000229","40012","0","1"
"350","","0","","8","1","0","91002","70010","0","500"
"351","","0","","2","1","0","41000","70012","0","1"
"352","","0","","8","1","0","91002","70011","0","1000"
"353","","0","","8","1","0","91002","80010","530157","100"
"354","","0","","8","2","0","91002","80010","530158","100"
"355","","0","","8","3","0","91002","80010","530159","100"
"356","","0","","8","4","0","91002","80010","530160","100"
"357","","0","","8","5","0","91002","80010","530161","100"
"358","","0","","8","6","0","91002","80010","530162","100"
"359","","0","","8","7","0","91002","80010","530163","100"
"360","","0","","8","8","0","91002","80010","530164","100"
"361","","0","","8","9","0","91002","80010","530165","100"
"362","","0","","8","10","0","91002","80010","530166","100"
"363","","0","","8","11","0","91002","80010","530167","100"
"364","","0","","8","12","0","91002","80010","530168","100"
"365","","0","","7","12","0","2844","80010","530173","1"
"366","","0","","8","13","0","91002","80010","530169","100"
"367","","0","","7","13","0","2846","80010","530173","1"
"368","","0","","8","14","0","91002","80010","530170","100"
"369","","0","","7","14","0","2845","80010","530173","1"
"370","","0","","8","15","0","91002","80010","530171","100"
"371","","0","","7","15","0","2843","80010","530173","5"
"372","","0","","8","16","0","91002","80010","530172","100"
"373","","0","","7","16","0","2842","80010","530173","1"
"374","","0","","16","1","0","9000236","40013","0","1"
"375","","0","","16","1","0","9000237","40013","0","1"
"376","","0","","16","1","0","9000238","40013","0","1"
"377","","0","","16","1","0","9000239","40013","0","1"
"378","","0","","8","1","0","91002","80011","532001","100"
"379","","0","","8","2","0","91002","80011","532002","100"
"380","","0","","8","3","0","91002","80011","532003","100"
"381","","0","","8","4","0","91002","80011","532004","100"
"382","","0","","8","5","0","91002","80011","532005","100"
"383","","0","","8","6","0","91002","80011","532006","100"
"384","","0","","8","7","0","91002","80011","532007","100"
"385","","0","","8","8","0","91002","80011","532008","100"
"386","","0","","8","9","0","91002","80011","532009","100"
"387","","0","","8","10","0","91002","80011","532010","100"
"388","","0","","8","11","0","91002","80011","532011","100"
"389","","0","","8","12","0","91002","80011","532012","100"
"390","","0","","8","13","0","91002","80011","532013","100"
"391","","0","","8","14","0","91002","80011","532014","100"
"392","","0","","8","15","0","91002","80011","532015","100"
"393","","0","","18","1","0","4305403","40014","0","1"
"394","","0","","16","2","0","9000242","40014","0","1"
"395","","0","","8","1","0","91002","40015","0","500"
"396","","0","","2","2","0","90008","40015","0","3000"
"397","","0","","8","3","0","91002","40015","0","500"
"398","","0","","2","4","0","90008","40015","0","3000"
"399","","0","","8","5","0","91002","40015","0","1000"
"401","","0","","8","1","0","91002","70014","0","500"
"402","","0","","2","1","0","41000","70015","0","1"
