e049f4ed67d63814444096b7e07abc97a1a29b73fcce152ccea6b0b8160e900e,8972afb8199589dae6ea1fd3b2deb100ba52f7bee01934fbeb4ae50e9017f363,9a4ba1e305caee9045b577f80d0e2389eff7b8d748f890c0e1ec144194baf197,bb2ff65456fe2757b2eb2bb2c6139f655b318c0781ef56f1d76303f8ab0f49d7,8c0f67bc83450cacb6630f045834588bfed0448289ccb1335e8fecec0c5ab1b2,f09c9cf9ce074de28aa9fdd5a1c15d086f26db2a1e6640884e6fefcd8a1e5809,b65a9e7e74c5771b8a99b0a0994de2e782bc56596343e18f85ba53af4231d680,529f5289d50e132a1e79dd61f17ccbafdc4e929b725533843b958f547e9fe916,223d5569d739d6e35ac9cd0dd7169f3344a79778ee17cda668a700ecc28557f8,f4f344cd2b22838f5adcf626063d8294181c0bf9902100929131ac79767d8d17,21312bef29b7131e14edab66683608465688036f89c0d89f85938e768ef37135,a186ca8d885ce9b88aa06d586b30e2510b4fef2072cbe12162369b3a1c10dead
"","0","","2","0","2","3","0","0","60000","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","12"
"","0","","2","0","1","4","0","0","60000","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","13"
"","0","","2","0","1","4","0","0","60000","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","14"
"","0","","2","0","1","4","0","0","60000","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","15"
"","0","","2","0","1","4","0","0","60000","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","16"
"","0","","2","0","2","4","0","0","60000","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","17"
"カリン","0","","3","2","0","0","0","190804","60000","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","18"
"カリン","7","","3","3","0","0","0","190804","60000","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","19"
"ハツネ","1","","0","1","0","0","0","101201","80001","キミと出会ってもう\n1年もたつんだね！\nう～ん、いつも\n寝てばっかりだから、","20"
"ハツネ","1","","0","2","0","0","0","101201","80001","少しでも\n寝る時間を減らして\nキミと一緒にいる\n時間増やしたいなぁ♪","21"
"シオリ","1","","1","1","0","0","0","103801","80001","あなたと知り合ってから\nもう1年…\n時がたつのは\n早いですね","22"
"シオリ","1","","1","2","0","0","0","103801","80001","来年も、\n一緒にいられたら…\nうれしいな","23"
"キョウカ","2","","0","1","0","0","0","103601","80001","あなたと一緒にいるようになって、\nもう1年ですか…","24"
"キョウカ","2","","0","2","0","0","0","103601","80001","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？","25"
"ミミ","2","","1","1","0","0","0","102001","80001","おにいちゃんとあってから、\n1年たったよ～！","26"
"ミミ","2","","1","2","0","0","0","102001","80001","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！","27"
"ミソギ","2","","2","1","0","0","0","100401","80001","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ","28"
"ミソギ","2","","2","2","0","0","0","100401","80001","…これからもいっぱいミソギと\n遊んでね、にいちゃん！","29"
"マホ","3","","0","1","0","0","0","101001","80001","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ","30"
"マホ","3","","0","2","0","0","0","101001","80001","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ","31"
"イリヤ","3","","1","1","0","0","0","104401","80001","お主と会って早1年じゃな\nこれからも存分に尽くすがよい","32"
"イリヤ","3","","1","2","0","0","0","104401","80001","わらわもたまには、お主の献身に\n報いてやらぬでもない♪","33"
"カオリ","3","","2","1","0","0","0","101701","80001","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！","34"
"カオリ","3","","2","2","0","0","0","101701","80001","これからも、どうぞよろしく\nお願いするさ～！","35"
"サレン","4","","0","1","0","0","0","102801","80001","あんたと出会ってからもうそんなに\nたつのね～","36"
"サレン","4","","0","2","0","0","0","102801","80001","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！","37"
"スズメ","4","","1","1","0","0","0","102501","80001","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…","38"
"スズメ","4","","1","2","0","0","0","102501","80001","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪","39"
"タマキ","5","","0","1","0","0","0","104601","80001","振り返れば、今までいろんなことが\nあったにゃあ…","40"
"タマキ","5","","0","2","0","0","0","104601","80001","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！","41"
"ミフユ","5","","1","1","0","0","0","104801","80001","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、","42"
"ミフユ","5","","1","2","0","0","0","104801","80001","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！","43"
"アキノ","6","","0","1","0","0","0","103201","80001","あなたさまと出会ってもう1年…","44"
"アキノ","6","","0","2","0","0","0","103201","80001","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね","45"
"ユカリ","6","","1","1","0","0","0","103401","80001","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう","46"
"ユカリ","6","","1","2","0","0","0","103401","80001","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな","47"
"クリスティーナ","7","","0","1","0","0","0","107101","80001","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…","48"
"クリスティーナ","7","","0","2","0","0","0","107101","80001","ともかくこれからも\n愉しませてくれよ☆","49"
"ジュン","7","","1","1","0","0","0","104701","80001","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？","50"
"ジュン","7","","1","2","0","0","0","104701","80001","見えないから分からないって？\nそれもそうだな…","51"
"トモ","8","","0","1","0","0","0","103701","80001","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪","52"
"トモ","8","","0","2","0","0","0","103701","80001","これからもよろしくね！","53"
"マツリ","8","","1","1","0","0","0","100501","80001","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス","54"
"マツリ","8","","1","2","0","0","0","100501","80001","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！","55"
"ミヤコ","9","","0","1","0","0","0","100701","80001","オマエと会って1年なの！\n全然成仏もできなかったし、","56"
"ミヤコ","9","","0","2","0","0","0","100701","80001","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪","57"
"シノブ","9","","1","1","0","0","0","103101","80001","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは","58"
"シノブ","9","","1","2","0","0","0","103101","80001","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね","59"
"アンナ","10","","0","1","0","0","0","100901","80001","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、","60"
"アンナ","10","","0","2","0","0","0","100901","80001","それでも貴様となら…\n添い遂げる覚悟はできているぞ！","61"
"ナナカ","10","","1","1","0","0","0","101301","80001","君と出会ってもう1年だって！\n早いねー！","62"
"ナナカ","10","","1","2","0","0","0","101301","80001","これからも最強のバディタッグで\n大活躍だー！\n頼りにしてるよ、相棒！","63"
"ミツキ","11","","0","1","0","0","0","105101","80001","1年たつのって、あっという間ね\nまだまだ君の知らない部分が\nたくさんあるし…","64"
"ミツキ","11","","0","2","0","0","0","105101","80001","これからも、いろんなところを\n調べさせてね？","65"
"ルカ","11","","1","1","0","0","0","105601","80001","お前さんと出会ってもう1年か\n助太刀するつもりが","66"
"ルカ","11","","1","2","0","0","0","105601","80001","逆に助けられたりもしたね\nこれからもよろしく頼むよ！","67"
"エリコ","11","","2","1","0","0","0","102701","80001","早いものですわね、あなた様と\nお会いして、もう1年…","68"
"エリコ","11","","2","2","0","0","0","102701","80001","あなた様といると、時があっと\nいう間に過ぎてしまいます\n時間を止める研究をしなくては\nいけませんね…","69"
"アヤネ","12","","0","1","0","0","0","102301","80001","お兄ちゃんと会ってから、もう、\n1年なんだね。私、少しは\nお姉ちゃんっぽくなったかな？","70"
"アヤネ","12","","0","2","0","0","0","102301","80001","あ、ぷうきちもお兄ちゃんっぽく\nなったよね？","71"
"チカ","12","","1","1","0","0","0","104201","80001","あなたと出会って、\nもう1年がたったんですね…\nこれからもそばにいて、","72"
"チカ","12","","1","2","0","0","0","104201","80001","私のことを見守ってください\nできることなら、ずっと…","73"
"クルミ","12","","2","1","0","0","0","102101","80001","お兄ちゃんと出会って1年かぁ\n私、相変わらずダメダメで…","74"
"クルミ","12","","2","2","0","0","0","102101","80001","で、でもこれからもずっと…\n一緒にいたいなぁ…","75"
"シズル","13","","0","1","0","0","0","104901","80001","再会してちょうど1年だね\nお祝いにごちそう作ってきたよ～♪\n特製ケーキと、お寿司と、","76"
"シズル","13","","0","2","0","0","0","104901","80001","ハンバーグと、カレーと、\nシチューと、あ、隠しきれない隠し\n味は、お姉ちゃんの愛情だよ！","77"
"リノ","13","","1","1","0","0","0","101101","80001","お兄ちゃんと再会して、もう1年\nなんですね。\n会えなかった時を思うと、","78"
"リノ","13","","1","2","0","0","0","101101","80001","信じられないくらい幸せな1年\nでした！もう絶対、私から離れ\nないでくださいね♪","79"
"ユイ","14","","0","1","0","0","0","100201","80001","騎士クンと出会ってから今まで、\nいろんなことがあったよね\n楽しいこと、ドキドキしたこと…","80"
"ユイ","14","","0","2","0","0","0","100201","80001","そんな日々をこれからも、\nず、ずっと一緒に…\n過ごしていきたいな…！","81"
"ヒヨリ","14","","1","1","0","0","0","100101","80001","騎士くんと出会って、まだ1年しか\nたってないんだ！？","82"
"ヒヨリ","14","","1","2","0","0","0","100101","80001","なんかもうずっと一緒にいる気が\nするなぁ…えへへ。これからの\n1年もまたよろしくねっ！\n騎士くん！","83"
"レイ","14","","2","1","0","0","0","100301","80001","初めてキミに出会って1年…\n随分見違えたね私もキミも、\n更に強くなっていく…","84"
"レイ","14","","2","2","0","0","0","100301","80001","キミに背中を預けられる日が、\n早くきますように","85"
"ペコリーヌ","15","","0","1","0","0","0","105801","80001","1年もわたしのことを、忘れない\nでいてくれて、ありがとうござい\nます！","86"
"ペコリーヌ","15","","0","2","0","0","0","105801","80001","これからもずっと、覚えていて\nくださいね！","87"
"コッコロ","15","","1","1","0","0","0","105901","80001","こうして1年も、主さまのおそばに\n置いていただけて、とても光栄\nです。どうかこれからも、","88"
"コッコロ","15","","1","2","0","0","0","105901","80001","末永く主さまをお世話させて\nください。わたくしは、ずっと\n主さまのガイド役でいたいのです","89"
"キャル","15","","2","1","0","0","0","106001","80001","1年か、まっさかこんなに長い\n付き合いになるなんてね～\nでも…わりと楽しい1年だったかも","90"
"キャル","15","","2","2","0","0","0","106001","80001","だから、もうしばらくあんたに\n付き合ってやるわよ喜びなさい！","91"
"スズメ","0","","1","1","1","0","0","112101","60001","新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪","92"
"","0","","2","0","1","1","0","0","60001","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！","93"
"","0","","2","0","1","1","0","0","60001","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","94"
"","0","","2","0","1","1","0","0","60001","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","95"
"","0","","2","0","1","1","0","0","60001","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","96"
"","0","","2","0","2","1","0","0","60001","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！","97"
"","0","","2","0","1","2","0","0","60001","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪","98"
"","0","","2","0","1","2","0","0","60001","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪","99"
"","0","","2","0","1","2","0","0","60001","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","100"
"","0","","2","0","1","2","0","0","60001","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","101"
"","0","","2","0","2","2","0","0","60001","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！","102"
"","0","","2","0","1","3","0","0","60001","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！","103"
"","0","","2","0","1","3","0","0","60001","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","104"
"","0","","2","0","1","3","0","0","60001","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","105"
"","0","","2","0","1","3","0","0","60001","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","106"
"","0","","2","0","1","3","0","0","60001","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？","107"
"","0","","2","0","1","3","0","0","60001","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","108"
"","0","","2","0","2","3","0","0","60001","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","109"
"","0","","2","0","1","4","0","0","60001","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","110"
"","0","","2","0","1","4","0","0","60001","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","111"
"","0","","2","0","1","4","0","0","60001","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","112"
"","0","","2","0","1","4","0","0","60001","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","113"
"","0","","2","0","1","4","0","0","60001","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","114"
"","0","","2","0","1","4","0","0","60001","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！","115"
"","0","","2","0","2","4","0","0","60001","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","116"
"スズメ","0","","3","2","0","0","0","112101","60001","おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪","117"
"スズメ","7","","3","3","0","0","0","112101","60001","おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね","118"
"ペコリーヌ","1","","0","1","0","0","0","105801","80003","ヒューヒュー♪\nドンドンパフパフー♪","119"
"コッコロ","1","","1","1","0","0","0","105901","80003","ひゅーひゅー\nどんどんぱふぱふー\nでございます","120"
"コッコロ","1","","1","2","0","0","0","105901","80003","さぁ、キャルさまもご一緒に\nどんどんぱふぱふいたしましょう","121"
"キャル","1","","2","1","0","0","0","106001","80003","え？　ちょっと\nいきなりなにっ？","122"
"キャル","1","","2","2","0","0","0","106001","80003","ドンドンパフパフってなんなの？\nあたしにも分かるように\nちゃんと説明しなさいっての！","123"
"ペコリーヌ","1","","0","2","0","0","0","105801","80003","実はですねキャルちゃん！\nもうすぐわたしたちにとっての\n大切な節目──","124"
"ペコリーヌ","1","","0","3","0","0","0","105801","80003","『プリンセスコネクト！\nRe:Dive』\n2.5周年なんですよ！\nやばいですね☆","125"
"コッコロ","1","","1","3","0","0","0","105901","80003","ですからその日に向けて\n今から気分を盛り上げているのです","126"
"キャル","1","","2","3","0","0","0","106001","80003","ああ、そういえば\nそんな時期だっけ\nって言っても、もう少し先じゃない\n気が早いんじゃないの？","127"
"コッコロ","1","","1","4","0","0","0","105901","80003","いいえ、キャルさま\nこういったお祝いは準備から\n楽しむものでございます\nそうですよね、ペコリーヌさま","128"
"ペコリーヌ","1","","0","4","0","0","0","105801","80003","その通りです♪　というわけで！\nカウントダウンの始まりですよ！\nみんなで一緒に2.5周年に向けて\n盛り上がっていきましょー☆","129"
"キャル","1","","2","4","0","0","0","106001","80003","ド、ドンドンパフパフ～\nって何言わせんのよ！\nまったくもう、浮かれちゃってさ","130"
"コッコロ","1","","1","5","0","0","0","105901","80003","ふふ。キャルさまもワクワクして\nおいでのようですね\nそれでは主さま。大切な記念日まで\nどうぞご期待くださいませ","131"
"キャル","2","","0","5","0","0","0","106001","80003","記念日を盛り上げるったって\n一体どうしたらいいのよ？\nあたし、そういうの\n苦手なんだけど…","132"
"カリン","2","","1","1","0","0","0","190801","80003","あら、キャルさん\nどうかなさいましたか？\n何かお困りのようですけど","133"
"キャル","2","","0","6","0","0","0","106001","80003","げっ…カリンじゃない\nなんでもないわよ！","134"
"カリン","2","","1","2","0","0","0","190801","80003","そうなのですか？\nキャルさんのことですからてっきり\n2.5周年をどう盛り上げたら\nいいか悩んでいるのかと…","135"
"キャル","2","","0","7","0","0","0","106001","80003","分かってんじゃないのよ！？\nいっ、いや、違うけどね！\nあたしは別にそんなことで\n悩んでないわよっ？","136"
"カリン","2","","1","3","0","0","0","190801","80003","ふふっ…\nこういう時は、真心を込めて\n気持ちをそのまま口にしたら\nいいのではないでしょうか？","137"
"キャル","2","","0","8","0","0","0","106001","80003","気持ちを、ねぇ\nそれが一番難しいんじゃない…\nそもそも、あたしは記念日とか\n別にどうだっていいし","138"
"キャル","2","","0","9","0","0","0","106001","80003","…まあ、ペコリーヌもコロ助も\nやけに楽しそうだったから…\nこういうお祭り騒ぎみたいなのも\nたまにはいいかな、とは思うけど","139"
"カリン","2","","1","4","0","0","0","190801","80003","なるほどなるほど～\nキャルさんは【美食殿】で祝う\n2.5周年を心から楽しみに\nしている、ということですね！","140"
"キャル","2","","0","10","0","0","0","106001","80003","はぁ！？\nどこ聞いたらそうなるのよ！\nあたしは別に楽しみになんか…！","141"
"カリン","2","","1","5","0","0","0","190801","80003","キャルさんの心からの想い\nみなさんにも伝わったでしょうか？\n私も2.5周年が楽しみです！\n以上、カリンがお伝えしました！","142"
"キャル","2","","0","11","0","0","0","106001","80003","心からの想いって何なのよ！？\n勝手に人の言葉を\n捻じ曲げんじゃないわよ！\nこのくそ眼鏡ーーーっ！","143"
"コッコロ","3","","0","6","0","0","0","105901","80003","ペコリーヌさま、もうすぐ\n記念日でございますね\nこういった節目というのは\n感慨深いものでございます","144"
"ペコリーヌ","3","","1","5","0","0","0","105801","80003","色んな思い出が蘇ってきますね！\n楽しい出来事が\nいっぱいありました♪","145"
"コッコロ","3","","0","7","0","0","0","105901","80003","はい、そうでございますね\n主さまも【美食殿】の活動の他にも\nいろんなご経験をされたと\n聞いておりますよ","146"
"コッコロ","3","","0","8","0","0","0","105901","80003","たしか…ランドソルで話題沸騰と\nなっていた、魔法少女なるものに\nお会いになられたとか","147"
"ペコリーヌ","3","","1","6","0","0","0","105801","80003","魔法少女って、あの美味しくって\n栄養たっぷりの大ヒット商品\n『魔法少女ソーセージ』の箱に\n描いてある女の子のことですか！？","148"
"ペコリーヌ","3","","1","7","0","0","0","105801","80003","あのソーセージ\n美味しいんですよね～♪\nわたしもたっくさん食べてますよ！","149"
"コッコロ","3","","0","9","0","0","0","105901","80003","あとは、牧場に素敵な温泉が\n出来たとか…","150"
"ペコリーヌ","3","","1","8","0","0","0","105801","80003","牧場ですか！？　温泉につかって\nチーズもオツですね～♪　考えた\nだけでよだれが出ちゃいそうです！\nやばいですね☆","151"
"コッコロ","3","","0","10","0","0","0","105901","80003","ペコリーヌさま\n言ってるそばからよだれが…\n今お拭きしますね。ふき、ふき","152"
"ペコリーヌ","3","","1","9","0","0","0","105801","80003","えへへ、ありがとうございます\nコッコロちゃん！","153"
"コッコロ","3","","0","11","0","0","0","105901","80003","それにしても、主さまは\n【美食殿】の一員として様々な\n美食と出会われていたのですね\nわたくし、感服いたしました","154"
"ペコリーヌ","3","","1","10","0","0","0","105801","80003","これからもたくさん冒険をして\nめいっぱい美食を\n味わい尽くしましょうね！","155"
"ペコリーヌ","4","","0","11","0","0","0","105801","80003","2.5周年カウントダウン♪\nキャルちゃんキャルちゃん！\nわくわくしますね☆","156"
"キャル","4","","1","12","0","0","0","106001","80003","あぁもう、うるさいわね～\nまだまだ先でしょ？\nちょっとは落ち着きなさいよ","157"
"ペコリーヌ","4","","0","12","0","0","0","105801","80003","キャルちゃんだって最近\nソワソワしてるじゃないですか～\nさっきもご機嫌そうに鼻歌とか\n歌ってましたよね？","158"
"キャル","4","","1","13","0","0","0","106001","80003","なっ…！　き、聞いてたの！？\nじゃない、歌ってないわよ！？\nあんたいい加減なこと言うと\nぶっ殺すわよ！？","159"
"ペコリーヌ","4","","0","13","0","0","0","105801","80003","えっへへ～♪\nわたしは最近のキャルちゃんが\nもっともっと大好きですよ♪\nすごく積極的になりましたよね！","160"
"キャル","4","","1","14","0","0","0","106001","80003","…積極的？\nなんの話よ？","161"
"ペコリーヌ","4","","0","14","0","0","0","105801","80003","またまた～♪\nアイドルを目指そうとしたこと\n忘れちゃったんですか？","162"
"ペコリーヌ","4","","0","15","0","0","0","105801","80003","ムーサの町で\nきゃるきゃる～ん☆　って！","163"
"キャル","4","","1","15","0","0","0","106001","80003","あっ…！？　ちちち違うわよっ！\nあれは操られてただけで\nあたしはアイドルなんか\n目指してないっての！！","164"
"ペコリーヌ","4","","0","16","0","0","0","105801","80003","本当に本当ですか？\nわたし、キャルちゃんとっても\n乗り気だなって\n思ってたんですけど～","165"
"キャル","4","","1","16","0","0","0","106001","80003","まぁ、悪くはなかったけど…って\nだ、だから目指してないって\n言ってるでしょ！！\nなんてこと思い出させんのよ！？","166"
"キャル","4","","1","17","0","0","0","106001","80003","ああ…ダメだわ…\nもう殺すしかない…\n2.5周年が来る前に\n記憶ごと消し去ってやるー！","167"
"キャル","5","","0","18","0","0","0","106001","80003","2.5周年まであと10日…\nふ～ん？\n案外早いもんね？","168"
"コッコロ","5","","1","12","0","0","0","105901","80003","そうでございますね…\nその日のためにやるべきことは\nまだまだございます\n気を引き締めねばなりません…！","169"
"キャル","5","","0","19","0","0","0","106001","80003","やる気十分ねコロ助…\nそんな気負ってるとしんどいわよ？\nお気楽にやりましょ？","170"
"コッコロ","5","","1","13","0","0","0","105901","80003","キャルさま…\nありがとうございます\nキャルさまは本当に\n優しいおかたです","171"
"キャル","5","","0","20","0","0","0","106001","80003","な、なにわけの分かんないこと\n言ってんのよ…\nあたしは優しくなんかないっての","172"
"コッコロ","5","","1","14","0","0","0","105901","80003","そんなことはございません\n…あの、実はわたくし\nキャルさまに\nひとつお願いがございまして","173"
"キャル","5","","0","21","0","0","0","106001","80003","お願い？　珍しいわね\nコロ助がそんなこと言うなんて\n…まあ、あたしに出来ることなら\n別にいいけど","174"
"コッコロ","5","","1","15","0","0","0","105901","80003","ありがとうございます\n実は記念日へ向けて\n『かくし芸』というものを\n用意してみようかと思いまして","175"
"キャル","5","","0","22","0","0","0","106001","80003","かくし芸？","176"
"コッコロ","5","","1","16","0","0","0","105901","80003","はい。きゃるきゃる～ん☆　を\n参考に、ころころ～ん☆　という\nご挨拶を考えてみたのですが\nポーズがうまくいかなくて…","177"
"キャル","5","","0","23","0","0","0","106001","80003","～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！","178"
