8e91a92ab26a949add5d9ba404b8cc8093aa14e9bb46cb83b5e5daaa346a37a8,32734d2a8570cc01d7f83f4927e8fb1870dc0b8306e90a28ed89dfda45d8af89,9b05103ea3997aff618cd7d05e88993dfe0c90833d5e4a34137582fb3df241b0,25fd7e34c4b457e686f25059b254fefce328593b6189169b972724cfd6fcbefe,0d798763134e23f57485267c81e3246d9160083c8e717bfb5f5f8b0d0fe965ee,0dbe8e7a0a599660eb80c2e4009d0e0fe29f69b9542c143bcd4b8573c145e067,26f15eed5e9b0e6bacea97337e098159f3530f3b1e745f9c1f642a2cd6e4c4bb,b750546c81ccc2802020550091ff0af8328121e4ce9089d4d62c5928acc681b3,21214dd6bfc1dd86a3d3fde4e5f1232a0c49c863789090eb9c49f394d7987cae,8fa73c989ba57ebf1b21b698b4a8bde79aefdec7bd9aa1a76d30f4e50232bf0f,644c1f8712ac1945b1399f8e98260b2b4a21d18f0fbdde206e2874ea4911d25f,69b3315eaafa7d17835385102e0e76d41a1b28f9c986d28121f83f7880bb35a5
"バトル開始から15秒間、味方が無敵状態になる","30031","無敵15秒","3","3","8700000000000","1","0","43200","9006509","3003","30031"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","30032","魔法攻撃ダウン90秒","3","3","6000000000000","1","0","72000","9006510","3003","30032"
"バトル開始から15秒間、敵がスタン状態になる","30041","スタン15秒","3","3","12600000000000","1","0","32400","9006512","3004","30041"
"バトル開始から90秒間、敵の物理防御力がダウン","30042","物理防御ダウン90秒","3","3","9000000000000","1","0","43200","9006513","3004","30042"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","30051","魔法攻撃アップ90秒","3","3","38280000000000","2","0","43200","9006516","3005","30051"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","30061","毎秒ＴＰアップ90秒","3","3","26250000000000","3","0","21600","9006519","3006","30061"
"バトル開始から90秒間、敵の魔法防御力がダウン","30062","魔法防御ダウン90秒","3","3","15000000000000","3","0","43200","9006520","3006","30062"
"バトル開始から90秒間、味方の物理攻撃力がアップ","30071","物理攻撃アップ90秒","3","3","31500000000000","3","0","43200","9006522","3007","30071"
"バトル開始から15秒間、味方が無敵状態になる","30072","無敵15秒","3","3","9000000000000","3","0","64800","9006523","3007","30072"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300101","物理攻撃ダウン90秒","3","1","14550000000000","1","36000","-1","0","3001","300101"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300102","物理攻撃ダウン90秒","3","1","13950000000000","1","36000","-1","0","3001","300102"
"バトル開始から90秒間、敵の物理防御力がダウン","300103","物理防御ダウン90秒","3","1","13500000000000","1","36000","-1","0","3001","300103"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300104","物理攻撃ダウン90秒","3","1","13050000000000","1","36000","-1","0","3001","300104"
"バトル開始から90秒間、敵の物理防御力がダウン","300105","物理防御ダウン90秒","3","1","12600000000000","1","36000","-1","0","3001","300105"
"バトル開始から90秒間、敵の魔法防御力がダウン","300106","魔法防御ダウン90秒","3","1","11550000000000","1","36000","-1","0","3001","300106"
"バトル開始から90秒間、敵の物理防御力がダウン","300107","物理防御ダウン90秒","3","1","11100000000000","1","36000","-1","0","3001","300107"
"バトル開始から90秒間、敵の魔法防御力がダウン","300108","魔法防御ダウン90秒","3","1","10650000000000","1","36000","-1","0","3001","300108"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300109","毎秒ＨＰ回復90秒","3","1","10050000000000","1","36000","-1","0","3001","300109"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300110","物理攻撃ダウン90秒","3","1","9600000000000","1","36000","-1","0","3001","300110"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300111","物理攻撃ダウン90秒","3","1","9000000000000","1","36000","-1","0","3001","300111"
"バトル開始から90秒間、敵の物理防御力がダウン","300112","物理防御ダウン90秒","3","1","8550000000000","1","36000","-1","0","3001","300112"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300113","物理攻撃ダウン90秒","3","1","8100000000000","1","36000","-1","0","3001","300113"
"バトル開始から90秒間、敵の物理防御力がダウン","300114","物理防御ダウン90秒","3","1","7050000000000","1","36000","-1","0","3001","300114"
"バトル開始から90秒間、敵の魔法防御力がダウン","300115","魔法防御ダウン90秒","3","1","6600000000000","1","36000","-1","0","3001","300115"
"バトル開始から90秒間、敵の物理防御力がダウン","300116","物理防御ダウン90秒","3","1","6150000000000","1","36000","-1","0","3001","300116"
"バトル開始から90秒間、敵の魔法防御力がダウン","300117","魔法防御ダウン90秒","3","1","5550000000000","1","36000","-1","0","3001","300117"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300118","毎秒ＨＰ回復90秒","3","1","5100000000000","1","36000","-1","0","3001","300118"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300119","物理攻撃ダウン90秒","3","1","4650000000000","1","36000","-1","0","3001","300119"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300120","物理攻撃ダウン90秒","3","1","4050000000000","1","36000","-1","0","3001","300120"
"バトル開始から90秒間、敵の物理防御力がダウン","300121","物理防御ダウン90秒","3","1","3600000000000","1","36000","-1","0","3001","300121"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300122","物理攻撃ダウン90秒","3","1","3150000000000","1","36000","-1","0","3001","300122"
"バトル開始から90秒間、敵の物理防御力がダウン","300123","物理防御ダウン90秒","3","1","2700000000000","1","36000","-1","0","3001","300123"
"バトル開始時、味方のＴＰが150アップ","300124","TP150アップ","3","1","2100000000000","1","36000","-1","0","3001","300124"
"バトル開始から15秒間、味方が無敵状態になる","300125","無敵15秒","3","1","1650000000000","1","36000","-1","0","3001","300125"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300126","物理攻撃ダウン90秒","3","1","1200000000000","1","36000","-1","0","3001","300126"
"バトル開始から90秒間、敵の物理防御力がダウン","300127","物理防御ダウン90秒","3","1","600000000000","1","36000","-1","0","3001","300127"
"バトル開始から90秒間、敵の魔法防御力がダウン","300128","魔法防御ダウン90秒","3","1","150000000000","1","36000","-1","0","3001","300128"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300201","魔法攻撃ダウン90秒","3","1","17460000000000","1","36000","-1","0","3002","300201"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300202","魔法攻撃ダウン90秒","3","1","16740000000000","1","36000","-1","0","3002","300202"
"バトル開始から90秒間、敵の物理防御力がダウン","300203","物理防御ダウン90秒","3","1","16200000000000","1","36000","-1","0","3002","300203"
"バトル開始から90秒間、敵の魔法防御力がダウン","300204","魔法防御ダウン90秒","3","1","15660000000000","1","36000","-1","0","3002","300204"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300205","物理攻撃アップ90秒","3","1","15120000000000","1","36000","-1","0","3002","300205"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300206","魔法攻撃アップ90秒","3","1","14400000000000","1","36000","-1","0","3002","300206"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300207","魔法攻撃ダウン90秒","3","1","13320000000000","1","36000","-1","0","3002","300207"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300208","物理攻撃アップ90秒","3","1","12780000000000","1","36000","-1","0","3002","300208"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300209","魔法攻撃アップ90秒","3","1","12060000000000","1","36000","-1","0","3002","300209"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300210","魔法攻撃ダウン90秒","3","1","11520000000000","1","36000","-1","0","3002","300210"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300211","魔法攻撃ダウン90秒","3","1","10800000000000","1","36000","-1","0","3002","300211"
"バトル開始から90秒間、敵の物理防御力がダウン","300212","物理防御ダウン90秒","3","1","10260000000000","1","36000","-1","0","3002","300212"
"バトル開始から90秒間、敵の魔法防御力がダウン","300213","魔法防御ダウン90秒","3","1","9720000000000","1","36000","-1","0","3002","300213"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300214","物理攻撃アップ90秒","3","1","9180000000000","1","36000","-1","0","3002","300214"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300215","魔法攻撃アップ90秒","3","1","8460000000000","1","36000","-1","0","3002","300215"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300216","魔法攻撃ダウン90秒","3","1","7380000000000","1","36000","-1","0","3002","300216"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300217","物理攻撃アップ90秒","3","1","6660000000000","1","36000","-1","0","3002","300217"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300218","魔法攻撃アップ90秒","3","1","6120000000000","1","36000","-1","0","3002","300218"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300219","魔法攻撃ダウン90秒","3","1","5580000000000","1","36000","-1","0","3002","300219"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300220","魔法攻撃ダウン90秒","3","1","4860000000000","1","36000","-1","0","3002","300220"
"バトル開始から90秒間、敵の物理防御力がダウン","300221","物理防御ダウン90秒","3","1","4320000000000","1","36000","-1","0","3002","300221"
"バトル開始から90秒間、敵の魔法防御力がダウン","300222","魔法防御ダウン90秒","3","1","3780000000000","1","36000","-1","0","3002","300222"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300223","魔法攻撃ダウン90秒","3","1","3240000000000","1","36000","-1","0","3002","300223"
"バトル開始時、味方のＴＰが150アップ","300224","TP150アップ","3","1","2520000000000","1","36000","-1","0","3002","300224"
"バトル開始から15秒間、味方が無敵状態になる","300225","無敵15秒","3","1","1980000000000","1","36000","-1","0","3002","300225"
"バトル開始から90秒間、敵の物理防御力がダウン","300226","物理防御ダウン90秒","3","1","1440000000000","1","36000","-1","0","3002","300226"
"バトル開始から90秒間、敵の魔法防御力がダウン","300227","魔法防御ダウン90秒","3","1","720000000000","1","36000","-1","0","3002","300227"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300228","魔法攻撃ダウン90秒","3","1","180000000000","1","36000","-1","0","3002","300228"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300301","物理攻撃ダウン90秒","3","1","14550000000000","1","36000","-1","0","3003","300301"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300302","魔法攻撃ダウン90秒","3","1","13950000000000","1","36000","-1","0","3003","300302"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300303","魔法攻撃ダウン90秒","3","1","13050000000000","1","36000","-1","0","3003","300303"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300304","物理攻撃アップ90秒","3","1","12600000000000","1","36000","-1","0","3003","300304"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300305","魔法攻撃アップ90秒","3","1","12000000000000","1","36000","-1","0","3003","300305"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300306","物理攻撃ダウン90秒","3","1","11550000000000","1","36000","-1","0","3003","300306"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300307","魔法攻撃ダウン90秒","3","1","11100000000000","1","36000","-1","0","3003","300307"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300308","毎秒ＨＰ回復90秒","3","1","10650000000000","1","36000","-1","0","3003","300308"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","300309","毎秒ＴＰアップ90秒","3","1","10050000000000","1","36000","-1","0","3003","300309"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300310","物理攻撃ダウン90秒","3","1","9600000000000","1","36000","-1","0","3003","300310"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300311","魔法攻撃ダウン90秒","3","1","9000000000000","1","36000","-1","0","3003","300311"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300312","魔法攻撃ダウン90秒","3","1","8100000000000","1","36000","-1","0","3003","300312"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300313","物理攻撃アップ90秒","3","1","7650000000000","1","36000","-1","0","3003","300313"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300314","魔法攻撃アップ90秒","3","1","7050000000000","1","36000","-1","0","3003","300314"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300315","物理攻撃ダウン90秒","3","1","6600000000000","1","36000","-1","0","3003","300315"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300316","魔法攻撃ダウン90秒","3","1","6150000000000","1","36000","-1","0","3003","300316"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300317","毎秒ＨＰ回復90秒","3","1","5550000000000","1","36000","-1","0","3003","300317"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","300318","毎秒ＴＰアップ90秒","3","1","5100000000000","1","36000","-1","0","3003","300318"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300319","物理攻撃ダウン90秒","3","1","4650000000000","1","36000","-1","0","3003","300319"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300320","魔法攻撃ダウン90秒","3","1","4050000000000","1","36000","-1","0","3003","300320"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300321","物理攻撃ダウン90秒","3","1","3600000000000","1","36000","-1","0","3003","300321"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300322","魔法攻撃ダウン90秒","3","1","3150000000000","1","36000","-1","0","3003","300322"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300323","物理攻撃アップ90秒","3","1","2700000000000","1","36000","-1","0","3003","300323"
"バトル開始時、味方のＴＰが150アップ","300324","TP150アップ","3","1","2100000000000","1","36000","-1","0","3003","300324"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300325","物理攻撃ダウン90秒","3","1","1650000000000","1","36000","-1","0","3003","300325"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300326","魔法攻撃ダウン90秒","3","1","1200000000000","1","36000","-1","0","3003","300326"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300327","毎秒ＨＰ回復90秒","3","1","600000000000","1","36000","-1","0","3003","300327"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","300328","毎秒ＴＰアップ90秒","3","1","150000000000","1","36000","-1","0","3003","300328"
"バトル開始から90秒間、敵の物理防御力がダウン","300401","物理防御ダウン90秒","3","1","17460000000000","1","36000","-1","0","3004","300401"
"バトル開始から90秒間、敵の物理防御力がダウン","300402","物理防御ダウン90秒","3","1","16740000000000","1","36000","-1","0","3004","300402"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300403","物理攻撃アップ90秒","3","1","16200000000000","1","36000","-1","0","3004","300403"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300404","魔法攻撃アップ90秒","3","1","15660000000000","1","36000","-1","0","3004","300404"
"バトル開始から90秒間、敵の物理防御力がダウン","300405","物理防御ダウン90秒","3","1","15120000000000","1","36000","-1","0","3004","300405"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300406","物理攻撃アップ90秒","3","1","13860000000000","1","36000","-1","0","3004","300406"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300407","魔法攻撃アップ90秒","3","1","13320000000000","1","36000","-1","0","3004","300407"
"バトル開始から90秒間、敵の物理防御力がダウン","300408","物理防御ダウン90秒","3","1","12780000000000","1","36000","-1","0","3004","300408"
"バトル開始から90秒間、敵の物理防御力がダウン","300409","物理防御ダウン90秒","3","1","12060000000000","1","36000","-1","0","3004","300409"
"バトル開始から90秒間、敵の物理防御力がダウン","300410","物理防御ダウン90秒","3","1","11520000000000","1","36000","-1","0","3004","300410"
"バトル開始から90秒間、敵の物理防御力がダウン","300411","物理防御ダウン90秒","3","1","10800000000000","1","36000","-1","0","3004","300411"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300412","物理攻撃アップ90秒","3","1","10260000000000","1","36000","-1","0","3004","300412"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300413","魔法攻撃アップ90秒","3","1","9720000000000","1","36000","-1","0","3004","300413"
"バトル開始から90秒間、敵の物理防御力がダウン","300414","物理防御ダウン90秒","3","1","9180000000000","1","36000","-1","0","3004","300414"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300415","物理攻撃アップ90秒","3","1","7920000000000","1","36000","-1","0","3004","300415"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300416","魔法攻撃アップ90秒","3","1","7380000000000","1","36000","-1","0","3004","300416"
"バトル開始から90秒間、敵の物理防御力がダウン","300417","物理防御ダウン90秒","3","1","6660000000000","1","36000","-1","0","3004","300417"
"バトル開始から90秒間、敵の物理防御力がダウン","300418","物理防御ダウン90秒","3","1","6120000000000","1","36000","-1","0","3004","300418"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300419","物理攻撃アップ90秒","3","1","5580000000000","1","36000","-1","0","3004","300419"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300420","物理攻撃アップ90秒","3","1","4860000000000","1","36000","-1","0","3004","300420"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300421","物理攻撃アップ90秒","3","1","4320000000000","1","36000","-1","0","3004","300421"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300422","魔法攻撃アップ90秒","3","1","3780000000000","1","36000","-1","0","3004","300422"
"バトル開始から90秒間、敵の物理防御力がダウン","300423","物理防御ダウン90秒","3","1","3240000000000","1","36000","-1","0","3004","300423"
"バトル開始時、味方のＴＰが150アップ","300424","TP150アップ","3","1","2520000000000","1","36000","-1","0","3004","300424"
"バトル開始から15秒間、味方が無敵状態になる","300425","無敵15秒","3","1","1980000000000","1","36000","-1","0","3004","300425"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300426","物理攻撃アップ90秒","3","1","1440000000000","1","36000","-1","0","3004","300426"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300427","物理攻撃アップ90秒","3","1","720000000000","1","36000","-1","0","3004","300427"
"バトル開始から90秒間、敵の物理防御力がダウン","300428","物理防御ダウン90秒","3","1","180000000000","1","36000","-1","0","3004","300428"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300501","物理攻撃ダウン90秒","3","1","64020000000000","1","36000","-1","0","3005","300501"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300502","物理攻撃ダウン90秒","3","1","61380000000000","1","36000","-1","0","3005","300502"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300503","物理攻撃ダウン90秒","3","1","59400000000000","1","36000","-1","0","3005","300503"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300504","物理攻撃ダウン90秒","3","1","57420000000000","1","36000","-1","0","3005","300504"
"バトル開始から90秒間、敵の物理防御力がダウン","300505","物理防御ダウン90秒","3","1","55440000000000","1","36000","-1","0","3005","300505"
"バトル開始から90秒間、敵の魔法防御力がダウン","300506","魔法防御ダウン90秒","3","1","52800000000000","1","36000","-1","0","3005","300506"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300507","物理攻撃ダウン90秒","3","1","50820000000000","1","36000","-1","0","3005","300507"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300508","物理攻撃ダウン90秒","3","1","48840000000000","1","36000","-1","0","3005","300508"
"バトル開始から90秒間、敵の物理防御力がダウン","300509","物理防御ダウン90秒","3","1","46860000000000","1","36000","-1","0","3005","300509"
"バトル開始から90秒間、敵の魔法防御力がダウン","300510","魔法防御ダウン90秒","3","1","44220000000000","1","36000","-1","0","3005","300510"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300511","物理攻撃ダウン90秒","3","1","42240000000000","1","36000","-1","0","3005","300511"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300512","物理攻撃ダウン90秒","3","1","39600000000000","1","36000","-1","0","3005","300512"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300513","物理攻撃ダウン90秒","3","1","37620000000000","1","36000","-1","0","3005","300513"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300514","物理攻撃ダウン90秒","3","1","35640000000000","1","36000","-1","0","3005","300514"
"バトル開始から90秒間、敵の物理防御力がダウン","300515","物理防御ダウン90秒","3","1","33660000000000","1","36000","-1","0","3005","300515"
"バトル開始から90秒間、敵の魔法防御力がダウン","300516","魔法防御ダウン90秒","3","1","31020000000000","1","36000","-1","0","3005","300516"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300517","物理攻撃ダウン90秒","3","1","29040000000000","1","36000","-1","0","3005","300517"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300518","物理攻撃ダウン90秒","3","1","27060000000000","1","36000","-1","0","3005","300518"
"バトル開始から90秒間、敵の物理防御力がダウン","300519","物理防御ダウン90秒","3","1","24420000000000","1","36000","-1","0","3005","300519"
"バトル開始から90秒間、敵の魔法防御力がダウン","300520","魔法防御ダウン90秒","3","1","22440000000000","1","36000","-1","0","3005","300520"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300521","物理攻撃ダウン90秒","3","1","20460000000000","1","36000","-1","0","3005","300521"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300522","物理攻撃ダウン90秒","3","1","17820000000000","1","36000","-1","0","3005","300522"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300523","物理攻撃アップ90秒","3","1","15840000000000","1","36000","-1","0","3005","300523"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300524","魔法攻撃アップ90秒","3","1","13860000000000","1","36000","-1","0","3005","300524"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300525","物理攻撃ダウン90秒","3","1","11880000000000","1","36000","-1","0","3005","300525"
"バトル開始時、味方のＴＰが150アップ","300526","TP150アップ","3","1","9240000000000","1","36000","-1","0","3005","300526"
"バトル開始から15秒間、味方が無敵状態になる","300527","無敵15秒","3","1","7260000000000","1","36000","-1","0","3005","300527"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300528","物理攻撃アップ90秒","3","1","5280000000000","1","36000","-1","0","3005","300528"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300529","魔法攻撃アップ90秒","3","1","2640000000000","1","36000","-1","0","3005","300529"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300530","物理攻撃ダウン90秒","3","1","660000000000","1","36000","-1","0","3005","300530"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300601","魔法攻撃アップ90秒","3","1","29100000000000","1","54000","-1","0","3006","300601"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300602","物理攻撃アップ90秒","3","1","27000000000000","1","54000","-1","0","3006","300602"
"バトル開始から90秒間、敵の物理防御力がダウン","300603","物理防御ダウン90秒","3","1","25200000000000","1","54000","-1","0","3006","300603"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300604","魔法攻撃アップ90秒","3","1","23100000000000","1","54000","-1","0","3006","300604"
"バトル開始から90秒間、敵の魔法防御力がダウン","300605","魔法防御ダウン90秒","3","1","21300000000000","1","54000","-1","0","3006","300605"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300606","魔法攻撃アップ90秒","3","1","19200000000000","1","54000","-1","0","3006","300606"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300607","毎秒ＨＰ回復90秒","3","1","17100000000000","1","54000","-1","0","3006","300607"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300608","魔法攻撃アップ90秒","3","1","15300000000000","1","54000","-1","0","3006","300608"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300609","物理攻撃アップ90秒","3","1","13200000000000","1","54000","-1","0","3006","300609"
"バトル開始から90秒間、敵の物理防御力がダウン","300610","物理防御ダウン90秒","3","1","11100000000000","1","54000","-1","0","3006","300610"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300611","魔法攻撃アップ90秒","3","1","9300000000000","1","54000","-1","0","3006","300611"
"バトル開始から90秒間、敵の魔法防御力がダウン","300612","魔法防御ダウン90秒","3","1","8100000000000","1","54000","-1","0","3006","300612"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300613","魔法攻撃アップ90秒","3","1","6300000000000","1","54000","-1","0","3006","300613"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300614","毎秒ＨＰ回復90秒","3","1","4200000000000","1","54000","-1","0","3006","300614"
"バトル開始から15秒間、味方が無敵状態になる","300615","無敵15秒","3","1","3300000000000","1","54000","-1","0","3006","300615"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300616","魔法攻撃アップ90秒","3","1","2400000000000","1","54000","-1","0","3006","300616"
"バトル開始から90秒間、敵の物理防御力がダウン","300617","物理防御ダウン90秒","3","1","1200000000000","1","54000","-1","0","3006","300617"
"バトル開始から90秒間、敵の魔法防御力がダウン","300618","魔法防御ダウン90秒","3","1","300000000000","1","54000","-1","0","3006","300618"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300701","毎秒ＨＰ回復90秒","3","1","34920000000000","1","54000","-1","0","3007","300701"
"バトル開始から90秒間、敵の物理攻撃力がダウン","300702","物理攻撃ダウン90秒","3","1","32400000000000","1","54000","-1","0","3007","300702"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","300703","魔法攻撃ダウン90秒","3","1","30240000000000","1","54000","-1","0","3007","300703"
"バトル開始から90秒間、味方の物理攻撃力がアップ","300704","物理攻撃アップ90秒","3","1","27720000000000","1","54000","-1","0","3007","300704"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","300705","魔法攻撃アップ90秒","3","1","25560000000000","1","54000","-1","0","3007","300705"
"バトル開始から90秒間、敵の物理防御力がダウン","300706","物理防御ダウン90秒","3","1","23040000000000","1","54000","-1","0","3007","300706"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","300707","毎秒ＴＰアップ90秒","3","1","20520000000000","1","54000","-1","0","3007","300707"
"バトル開始から90秒間、味方のＨＰが毎秒回復","300708","毎秒ＨＰ回復90秒","3","1","18360000000000","1","54000","-1","0","3007","300708"
