55aa504031f57a5044937c35080c92cd55a2c5d2f21475174724974637315f4e,afcc57d075530dfda3ae669885e440323437ad53382acf961dbe7b5dbe4150c3,d0b14c85e203dbd3b9af54619c799b9c4d51fff182b1a25df440bf439c8d09d4,bc1f1fdc409bf5ecee86ba04d2354fc0249525c261e48cff9bf204e3d47eefab,28e53b3c602db475d9b0b761db345f28feaf6977d66d218db4cd71712a4fdc12,e269620eb8429d4cf304b5785915742caedc342daee6ea2ce8957cae2891f2de,6d04f6058f9a1d0e92555c3e3bf0b35e5de700e850eb286d8734993a28445936,8ce4f42ea77998eef2556ab0e14706dace33714160b14b485526ac22c1a466bd,15e7694ce890c5cb0717564d864f5d7c4b36c660487a04bfd33dcad4700b6350,93591fb40e9dbe61e3137922091cb966c1f5a74cd873aea264f8da2de053c66c,f69deae76b0644fdb4b39722b861c7d38678d1c8d1f30a261b12e6bdaceb7a2e
"","113411","","0","","4","","1007001","1007001087","",""
"","113411","1","svd_run","0.2","3","","1007001","1007001088","",""
"0.8","113411","-300","750","","2","","1007001","1007001089","0",""
"","0.6","","","","93","","1007001","1007001090","",""
"1","113511","1","1","0.2","6","0","1007001","1007001091","0",""
"1","113411","1","1","0.2","6","0","1007001","1007001092","0",""
"","0","","","","91","","1007001","1007001093","",""
"-650","2","100","113511","2.08","5","0","1007002","1007002001","-300","svd_idle_normal"
"650","1","100","113411","2.08","5","1","1007002","1007002002","-300","svd_idle_normal"
"0","3","0","333","1","5","0","1007002","1007002003","0","svd_white_loop"
"1","333","1","1","0","6","0","1007002","1007002004","0",""
"1","113511","1","1","0","6","0","1007002","1007002005","0",""
"1","113411","1","1","0","6","0","1007002","1007002006","0",""
"","1","","","","93","","1007002","1007002007","",""
"1","333","1","1","0.8","6","0","1007002","1007002008","0.4",""
"","113511","1","svd_run","0.2","3","","1007002","1007002009","",""
"1.2","113511","-300","-250","","2","","1007002","1007002010","0",""
"1","113511","1","1","0.4","6","0","1007002","1007002011","1",""
"","1.2","","","","93","","1007002","1007002012","",""
"","0","","","","91","","1007002","1007002013","",""
"","113511","1","svd_idle_normal","0.1","3","","1007002","1007002014","",""
"","0.6","","","","93","","1007002","1007002015","",""
"","113511","1","svd_talk_memory","0.2","3","","1007002","1007002016","",""
"0","vo_svd","0","vo_svd_0221","","21","","1007002","1007002017","",""
"0","113511","6","あなた様の泳ぐ姿…この目に\nしかと焼き付けさせて\n頂きました。","0","11","0","1007002","1007002018","0","1"
"","0","","","","91","","1007002","1007002019","",""
"","113511","1","svd_idle_memory","0.2","3","","1007002","1007002020","",""
"","113411","1","svd_run","0.2","3","","1007002","1007002021","",""
"1.2","113411","-300","250","","2","","1007002","1007002022","0",""
"1","113411","1","1","0.4","6","0","1007002","1007002023","1",""
"","1.2","","","","93","","1007002","1007002024","",""
"","113411","1","svd_idle_joy1","0.1","3","","1007002","1007002025","",""
"","0.3","","","","93","","1007002","1007002026","",""
"","113411","1","svd_talk_memory","0.2","3","","1007002","1007002027","",""
"0","vo_svd","0","vo_svd_0222","","21","","1007002","1007002028","",""
"0","113411","6","弟くんが一生懸命動かす手足…\nかわいかったなぁ…","0","11","0","1007002","1007002029","0","1"
"","0","","","","91","","1007002","1007002030","",""
"","113411","1","svd_idle_memory","0.2","3","","1007002","1007002031","",""
"","113511","1","svd_talk_memory","0.2","3","","1007002","1007002032","",""
"0","vo_svd","0","vo_svd_0223","","21","","1007002","1007002033","",""
"0","113511","6","あなた様が上げる水しぶきは\nどんな秘薬よりも優れた霊薬\nになりそうですわ…","0","11","0","1007002","1007002034","0","1"
"","0","","","","91","","1007002","1007002035","",""
"","113511","1","svd_idle_memory","0.2","3","","1007002","1007002036","",""
"","113411","1","svd_talk_worry","0.2","3","","1007002","1007002037","",""
"0","vo_svd","0","vo_svd_0224","","21","","1007002","1007002038","",""
"0","113411","6","エリコちゃん…\nそれはさすがにちょっと…","0","11","0","1007002","1007002039","0","1"
"","0","","","","91","","1007002","1007002040","",""
"","113411","1","svd_idle_worry","0.2","3","","1007002","1007002041","",""
"","113511","1","svd_talk_thinking","0.2","3","","1007002","1007002042","",""
"0","vo_svd","0","vo_svd_0225","","21","","1007002","1007002043","",""
"0","113511","6","シズルさんには\n必要ないのですね。\nそれならば私がすべて…","0","11","0","1007002","1007002044","0","1"
"","0","","","","91","","1007002","1007002045","",""
"","113511","1","svd_idle_thinking","0.2","3","","1007002","1007002046","",""
"","113411","0","4","0","12","0","1007002","1007002047","",""
"","113411","0","svd_surprise","0.2","3","","1007002","1007002048","",""
"","1","","","","93","","1007002","1007002049","",""
"","113411","1","svd_talk_joy2","0.2","3","","1007002","1007002050","",""
"0","vo_svd","0","vo_svd_0226","","21","","1007002","1007002051","",""
"0","113411","8","ほしい！\n奇麗な小瓶に集めちゃう！","0","11","0","1007002","1007002052","0","1"
"","0","","","","91","","1007002","1007002053","",""
"","113411","1","svd_idle_joy1","0.2","3","","1007002","1007002054","",""
"","","","","","102","","1007002","1007002055","",""
"","1","","","","93","","1007002","1007002056","",""
"","113511","1","8","0","12","0","1007002","1007002057","",""
"","113511","1","svd_talk_memory","0.2","3","","1007002","1007002058","",""
"","3","","","","93","","1007002","1007002059","",""
"","113511","1","svd_idle_memory","0.2","3","","1007002","1007002060","",""
"","113411","1","1","0","12","0","1007002","1007002061","",""
"","113411","1","svd_talk_worry","0.2","3","","1007002","1007002062","1",""
"","3","","","","93","","1007002","1007002063","",""
"","113411","1","svd_idle_worry","0.2","3","","1007002","1007002064","1",""
"","113511","1","11","0","12","0","1007002","1007002065","",""
"svd_idle_guts2","113511","0","svd_talk_guts2","0.2","3","0.2","1007002","1007002066","1",""
"","3","","","","93","","1007002","1007002067","",""
"","113511","1","svd_idle_guts2","0.2","3","","1007002","1007002068","",""
"","113411","1","7","0","12","0","1007002","1007002069","",""
"","113411","1","svd_talk_joy1","0.2","3","","1007002","1007002070","1",""
"","3","","","","93","","1007002","1007002071","",""
"","113411","1","svd_idle_joy1","0.2","3","","1007002","1007002072","1",""
"","1007002057","","","","101","","1007002","1007002073","",""
"1","333","1","1","1","6","0","1007002","1007002074","0",""
"","113511","","1","","4","","1007002","1007002075","",""
"","113511","1","svd_run","0.2","3","","1007002","1007002076","",""
"0.8","113511","-300","-750","","2","","1007002","1007002077","0",""
"","113411","","0","","4","","1007002","1007002078","",""
"","113411","1","svd_run","0.2","3","","1007002","1007002079","",""
"0.8","113411","-300","750","","2","","1007002","1007002080","0",""
"","0.6","","","","93","","1007002","1007002081","",""
"1","113511","1","1","0.2","6","0","1007002","1007002082","0",""
"1","113411","1","1","0.2","6","0","1007002","1007002083","0",""
"","0","","","","91","","1007002","1007002084","",""
"-750","1","100","113511","2.08","5","0","1007003","1007003001","-300","svd_idle_normal"
"650","2","100","113411","2.08","5","1","1007003","1007003002","-300","svd_idle_normal"
"0","3","0","333","1","5","0","1007003","1007003003","0","svd_white_loop"
"1","333","1","1","0","6","0","1007003","1007003004","0",""
"0","113511","0","2","","7","","1007003","1007003005","",""
"0.5","113511","-300","-750","","2","","1007003","1007003006","0",""
"1","113411","1","1","0","6","0","1007003","1007003007","0",""
"-40","6","-140","16","0","31","","1007003","1007003008","0.8",""
"0","16","0","2","","34","","1007003","1007003009","",""
"","1","","","","93","","1007003","1007003010","",""
"1","333","1","1","0.8","6","0","1007003","1007003011","0.4",""
"svd_idle_see_sad","113511","0","svd_idle_see_sad_pre","0.2","3","0","1007003","1007003012","1",""
"1.1","113511","-300","-600","","2","","1007003","1007003013","0",""
"","1","","","","93","","1007003","1007003014","",""
"","16","","1","","32","","1007003","1007003015","",""
"","0","","","","91","","1007003","1007003016","",""
"0","113511","260","240","","94","","1007003","1007003017","80",""
"","16","","0","","32","","1007003","1007003018","",""
"","113511","1","17","0","12","0","1007003","1007003019","",""
"","113511","1","svd_walk_sad","0.2","3","","1007003","1007003020","",""
"0","113511","2","0","","7","","1007003","1007003021","",""
"2.4","113511","-300","-250","","2","","1007003","1007003022","0",""
"","2.4","","","","93","","1007003","1007003023","",""
"","113511","1","svd_idle_sad","0.2","3","","1007003","1007003024","",""
"","0.5","","","","93","","1007003","1007003025","",""
"","0","","","","91","","1007003","1007003026","",""
"","113511","1","svd_talk_sad","0.2","3","","1007003","1007003027","",""
"0","vo_svd","0","vo_svd_0321","","21","","1007003","1007003028","",""
"0","113511","7","弟くんに大きなカブトムシを\nプレゼントして\nあげたかったな…","0","11","0","1007003","1007003029","0","1"
"","0","","","","91","","1007003","1007003030","",""
"","113511","1","svd_idle_sad","0.2","3","","1007003","1007003031","",""
"","113411","1","svd_walk","0.2","3","","1007003","1007003032","",""
"2","113411","-300","250","","2","","1007003","1007003033","0",""
"1","113411","1","1","0.4","6","0","1007003","1007003034","1",""
"","2","","","","93","","1007003","1007003035","",""
"","113411","1","svd_idle_normal","0.2","3","","1007003","1007003036","",""
"","0.4","","","","93","","1007003","1007003037","",""
"","113411","1","svd_talk_thinking","0.2","3","","1007003","1007003038","",""
"0","vo_svd","0","vo_svd_0322","","21","","1007003","1007003039","",""
"0","113411","6","確かに心残りではありますが\nそれ以上によいものを\n見られましたわ。","0","11","0","1007003","1007003040","0","1"
"","0","","","","91","","1007003","1007003041","",""
"","113411","1","svd_idle_thinking","0.2","3","","1007003","1007003042","",""
"","113511","1","svd_talk_joy1","0.2","3","","1007003","1007003043","",""
"0","vo_svd","0","vo_svd_0323","","21","","1007003","1007003044","",""
"0","113511","6","優しい弟くんも素敵だったね！\nでもカブトムシ捕りは\nまた挑戦しよう！","0","11","0","1007003","1007003045","0","1"
"","0","","","","91","","1007003","1007003046","",""
"","113511","1","svd_talk_sad","0.2","3","","1007003","1007003047","",""
"0","vo_svd","0","vo_svd_0324","","21","","1007003","1007003048","",""
"0","113511","6","それでもまたダメだったら\nそのときは…","0","11","0","1007003","1007003049","0","1"
"","0","","","","91","","1007003","1007003050","",""
"","113511","1","svd_idle_sad","0.2","3","","1007003","1007003051","",""
"","113411","1","svd_talk_sad","0.2","3","","1007003","1007003052","",""
"0","vo_svd","0","vo_svd_0325","","21","","1007003","1007003053","",""
"0","113411","6","もし次があるのなら…私たちが\nカブトムシになりましょう。\nなりきってみせましょう。","0","11","0","1007003","1007003054","0","1"
"","5","","","","93","","1007003","1007003055","",""
"","113411","1","svd_talk_wish2","0.2","3","","1007003","1007003056","",""
"","1007003054","","","","91","","1007003","1007003057","",""
"","113411","1","svd_idle_wish2","0.2","3","","1007003","1007003058","",""
"","","","","","102","","1007003","1007003059","",""
"","1","","","","93","","1007003","1007003060","",""
"","113511","1","12","0","12","0","1007003","1007003061","",""
"svd_idle_normal","113511","0","svd_cmn_think","0.2","3","0.2","1007003","1007003062","1",""
"","3","","","","93","","1007003","1007003063","",""
"","113511","1","svd_idle_normal","0.2","3","","1007003","1007003064","",""
"","113411","1","10","0","12","0","1007003","1007003065","",""
"","113411","1","svd_talk_normal","0.2","3","","1007003","1007003066","1",""
"","3","","","","93","","1007003","1007003067","",""
"","113411","1","svd_idle_normal","0.2","3","","1007003","1007003068","1",""
"","113511","1","1","0","12","0","1007003","1007003069","",""
"","113511","1","svd_talk_sad","0.2","3","","1007003","1007003070","",""
"","3","","","","93","","1007003","1007003071","",""
"","113511","1","svd_idle_sad","0.2","3","","1007003","1007003072","",""
"","113411","1","7","0","12","0","1007003","1007003073","",""
"","113411","1","svd_talk_wish","0.2","3","","1007003","1007003074","1",""
"","3","","","","93","","1007003","1007003075","",""
"","113411","1","svd_idle_wish","0.2","3","","1007003","1007003076","1",""
"","1007003061","","","","101","","1007003","1007003077","",""
"1","333","1","1","1","6","0","1007003","1007003078","0",""
"","113511","","1","","4","","1007003","1007003079","",""
"","113511","1","svd_run","0.2","3","","1007003","1007003080","",""
"0.8","113511","-300","-750","","2","","1007003","1007003081","0",""
"","113411","","0","","4","","1007003","1007003082","",""
"","113411","1","svd_run","0.2","3","","1007003","1007003083","",""
"0.8","113411","-300","750","","2","","1007003","1007003084","0",""
"","0.6","","","","93","","1007003","1007003085","",""
"1","113511","1","1","0.2","6","0","1007003","1007003086","0",""
"1","113411","1","1","0.2","6","0","1007003","1007003087","0",""
"","0","","","","91","","1007003","1007003088","",""
"-250","1","100","113511","2.08","5","0","1007004","1007004001","-560","svd_idle_normal"
"250","2","100","113411","2.08","5","1","1007004","1007004002","-560","svd_idle_normal"
"0","3","0","333","1","5","0","1007004","1007004003","0","svd_white_loop"
"1","333","1","1","0","6","0","1007004","1007004004","0",""
"1","113511","1","1","0","6","0","1007004","1007004005","0",""
"1","113411","1","1","0","6","0","1007004","1007004006","0",""
"","1","","","","93","","1007004","1007004007","",""
"1","333","1","1","0.8","6","0","1007004","1007004008","0.4",""
"svd_idle_normal","113511","0","svd_jump1","0.2","3","0.2","1007004","1007004009","1",""
"svd_idle_normal","113411","0","svd_jump1","0.2","3","0.2","1007004","1007004010","1",""
"","0.3","","","","93","","1007004","1007004011","",""
"0.75","113511","-300","-250","","2","","1007004","1007004012","0",""
"0.75","113411","-300","250","","2","","1007004","1007004013","0",""
"1","113511","1","1","0.4","6","0","1007004","1007004014","1",""
"1","113411","1","1","0.4","6","0","1007004","1007004015","1",""
"","1.2","","","","93","","1007004","1007004016","",""
"","0","","","","91","","1007004","1007004017","",""
"","113411","1","svd_idle_normal","0.2","3","","1007004","1007004018","",""
"","113511","1","svd_talk_joy1","0.2","3","","1007004","1007004019","",""
"0","vo_svd","0","vo_svd_0421","","21","","1007004","1007004020","",""
"0","113511","6","ルーセント学院のみんな\nいい子だったね！\n学校生活も楽しそうだなー","0","11","0","1007004","1007004021","0","1"
"","0","","","","91","","1007004","1007004022","",""
"","113511","1","svd_idle_joy1","0.2","3","","1007004","1007004023","",""
"","113411","1","svd_talk_thinking","0.2","3","","1007004","1007004024","",""
"0","vo_svd","0","vo_svd_0422","","21","","1007004","1007004025","",""
"0","113411","6","イオちゃんという\nすばらしい先生にも恵まれて\n少しうらやましいですわ…","0","11","0","1007004","1007004026","0","1"
"","0","","","","91","","1007004","1007004027","",""
"","113411","1","svd_idle_thinking","0.2","3","","1007004","1007004028","",""
"","113511","1","svd_talk_normal","0.2","3","","1007004","1007004029","",""
"0","vo_svd","0","vo_svd_0423","","21","","1007004","1007004030","",""
"0","113511","7","ねぇねぇ、二人で入学する…\nっていうのはどうかな？","0","11","0","1007004","1007004031","0","1"
"","0","","","","91","","1007004","1007004032","",""
"","113511","1","svd_idle_joy1","0.2","3","","1007004","1007004033","",""
"svd_talk_joy1","113411","0","svd_surprise","0.2","3","0.2","1007004","1007004034","1",""
"0","vo_svd","0","vo_svd_0424","","21","","1007004","1007004035","",""
"0","113411","6","…！　よいアイデアですわ！\nさっそく入学願書を\n取り寄せましょう！","0","11","0","1007004","1007004036","0","1"
"","0","","","","91","","1007004","1007004037","",""
"","113411","1","svd_idle_joy1","0.2","3","","1007004","1007004038","",""
"","","","","","102","","1007004","1007004039","",""
"","1","","","","93","","1007004","1007004040","",""
"","113511","1","7","0","12","0","1007004","1007004041","",""
"","113511","1","svd_talk_normal","0.2","3","","1007004","1007004042","",""
"","3","","","","93","","1007004","1007004043","",""
"","113511","1","svd_idle_normal","0.2","3","","1007004","1007004044","",""
"","113411","1","6","0","12","0","1007004","1007004045","",""
"","113411","1","svd_talk_joy1","0.2","3","","1007004","1007004046","1",""
"","3","","","","93","","1007004","1007004047","",""
"","113411","1","svd_idle_joy1","0.2","3","","1007004","1007004048","1",""
"","113511","1","10","0","12","0","1007004","1007004049","",""
"","113511","1","svd_talk_joy2","0.2","3","","1007004","1007004050","",""
"","3","","","","93","","1007004","1007004051","",""
"","113511","1","svd_idle_joy2","0.2","3","","1007004","1007004052","",""
"","113411","1","10","0","12","0","1007004","1007004053","",""
"svd_idle_joy1","113411","0","svd_cmn_smile3","0.2","3","0.2","1007004","1007004054","1",""
"","3","","","","93","","1007004","1007004055","",""
"","113411","1","svd_idle_joy1","0.2","3","","1007004","1007004056","1",""
"","1007004041","","","","101","","1007004","1007004057","",""
"1","333","1","1","1","6","0","1007004","1007004058","0",""
"","113511","","1","","4","","1007004","1007004059","",""
"","113511","1","svd_run","0.2","3","","1007004","1007004060","",""
"0.8","113511","-300","-750","","2","","1007004","1007004061","0",""
"","113411","","0","","4","","1007004","1007004062","",""
"","113411","1","svd_run","0.2","3","","1007004","1007004063","",""
"0.8","113411","-300","750","","2","","1007004","1007004064","0",""
"","0.6","","","","93","","1007004","1007004065","",""
"1","113511","1","1","0.2","6","0","1007004","1007004066","0",""
"1","113411","1","1","0.2","6","0","1007004","1007004067","0",""
"","0","","","","91","","1007004","1007004068","",""
"-700","1","110","113511","2.08","5","0","1007005","1007005001","-300","svd_idle_normal"
"-550","2","100","113411","2.08","5","0","1007005","1007005002","-300","svd_idle_normal"
"0","3","0","333","1","5","0","1007005","1007005003","0","svd_white_loop"
"1","333","1","1","0","6","0","1007005","1007005004","0",""
"60","3","-630","13","0","31","","1007005","1007005005","1.3",""
"1","113511","1","1","0","6","0","1007005","1007005006","0",""
"1","113411","1","1","0","6","0","1007005","1007005007","0",""
"","1","","","","93","","1007005","1007005008","",""
"1","333","1","1","0.8","6","0","1007005","1007005009","0.4",""
"","113511","1","svd_walk_glad","0.2","3","","1007005","1007005010","",""
"2","113511","-300","-250","","2","","1007005","1007005011","0",""
"","113411","1","svd_walk_glad2","0.2","3","","1007005","1007005012","",""
"2.2","113411","-300","-50","","2","","1007005","1007005013","0",""
"1","113511","1","1","0.4","6","0","1007005","1007005014","1",""
"1","113411","1","1","0.4","6","0","1007005","1007005015","1",""
"","13","","1","","32","","1007005","1007005016","",""
"2","13","60","-180","","33","","1007005","1007005017","0",""
"","2","","","","93","","1007005","1007005018","",""
"","13","","0","","32","","1007005","1007005019","",""
"","113511","1","svd_idle_normal","0.2","3","","1007005","1007005020","",""
"","0.2","","","","93","","1007005","1007005021","",""
"","113411","","1","","4","","1007005","1007005022","",""
"","113411","1","svd_idle_normal","0.2","3","","1007005","1007005023","",""
"","0.5","","","","93","","1007005","1007005024","",""
"","113511","0.5","10","0","12","0","1007005","1007005025","",""
"","113411","0.5","10","0","12","0","1007005","1007005026","",""
"svd_idle_normal","113511","0","svd_wink","0.2","3","0.2","1007005","1007005027","1",""
"svd_idle_normal","113411","0","svd_wink","0.2","3","0.2","1007005","1007005028","1",""
"","1.5","","","","93","","1007005","1007005029","",""
"","113411","","0","","4","","1007005","1007005030","",""
"","113411","1","svd_walk","0.2","3","","1007005","1007005031","",""
"1","113411","-300","250","","2","","1007005","1007005032","0",""
"","1","","","","93","","1007005","1007005033","",""
"svd_idle_normal","113411","0","svd_idle_normal","0.4","3","0","1007005","1007005034","1",""
"","0","","","","93","","1007005","1007005035","",""
"","113411","","1","","4","","1007005","1007005036","",""
"","0.6","","","","93","","1007005","1007005037","",""
"","113511","1","svd_talk_joy1","0.2","3","","1007005","1007005038","",""
"0","vo_svd","0","vo_svd_0521","","21","","1007005","1007005039","",""
"0","113511","5","静かな島で弟くんと暮らす…\nここは本当に天国だね。","0","11","0","1007005","1007005040","0","1"
"","0","","","","91","","1007005","1007005041","",""
"","113511","1","svd_idle_memory","0.2","3","","1007005","1007005042","",""
"","113411","1","svd_talk_memory","0.2","3","","1007005","1007005043","",""
"0","vo_svd","0","vo_svd_0522","","21","","1007005","1007005044","",""
"0","113411","6","これを幸せと呼ばずして\n何を幸せと呼べば\nよいのでしょう…","0","11","0","1007005","1007005045","0","1"
"","0","","","","91","","1007005","1007005046","",""
"","113411","1","svd_idle_memory","0.2","3","","1007005","1007005047","",""
"","113511","1","svd_talk_memory","0.2","3","","1007005","1007005048","",""
"0","vo_svd","0","vo_svd_0523","","21","","1007005","1007005049","",""
"0","113511","6","おはようからおやすみまで\nずっと弟くんと一緒に\nいられる…","0","11","0","1007005","1007005050","0","1"
"","0","","","","91","","1007005","1007005051","",""
"","113511","1","svd_idle_memory","0.2","3","","1007005","1007005052","",""
"","113411","1","svd_talk_memory","0.2","3","","1007005","1007005053","",""
"0","vo_svd","0","vo_svd_0524","","21","","1007005","1007005054","",""
"0","113411","4","寝起きのかわいらしい顔も\n穏やかな寝顔も\nすべて見放題…","0","11","0","1007005","1007005055","0","1"
"","0","","","","91","","1007005","1007005056","",""
"","113411","1","svd_idle_memory","0.2","3","","1007005","1007005057","",""
"","113511","1","svd_talk_joy2","0.2","3","","1007005","1007005058","",""
"0","vo_svd","0","vo_svd_0525","","21","","1007005","1007005059","",""
"0","113511","8","この幸せをお返しできるように\n最高のおうちを作ろうね！\nエリコちゃん！","0","11","0","1007005","1007005060","0","1"
"","4","","","","93","","1007005","1007005061","",""
"svd_idle_guts","113511","0","svd_talk_guts","0.2","3","0.2","1007005","1007005062","1",""
"","1007005060","","","","91","","1007005","1007005063","",""
"","113511","1","svd_idle_guts","0.2","3","","1007005","1007005064","",""
"svd_idle_guts2","113411","0","svd_talk_guts2","0.2","3","0.2","1007005","1007005065","1",""
"0","vo_svd","0","vo_svd_0526","","21","","1007005","1007005066","",""
"0","113411","6","もちろんですわ！","0","11","0","1007005","1007005067","0","1"
"","0","","","","91","","1007005","1007005068","",""
"","","","","","102","","1007005","1007005069","",""
"","1","","","","93","","1007005","1007005070","",""
"","113511","1","9","0","12","0","1007005","1007005071","",""
"","113511","1","svd_talk_memory","0.2","3","","1007005","1007005072","",""
"","3","","","","93","","1007005","1007005073","",""
"","113511","1","svd_idle_memory","0.2","3","","1007005","1007005074","",""
